CASRN,LD50_xgboost_maccs
33210-47-8,0.022812713
55634-91-8,0.19336025
994-05-8,1.3381945
26225-79-6,0.47453713
2370-13-0,1.4061325
33236-02-1,0.03402944
33236-09-8,-0.13137531
33210-42-3,0.06856593
33236-10-1,0.059296835
33236-06-5,-0.18500273
7287-36-7,0.8064493
532-34-3,1.1016152
92448-79-8,0.56258893
16587-71-6,1.2797973
59897-92-6,0.90857035
80-46-6,0.9994667
68505-69-1,0.52656627
1113-10-6,0.008499145
60559-98-0,0.22391815
63956-90-1,0.01513261
52963-60-7,-0.17152013
52963-61-8,-0.1521203
21725-46-2,0.41707388
1192-22-9,1.2003838
1245-44-9,0.88628304
36576-44-0,0.59262645
57-85-2,1.0675409
121652-76-4,-1.3980111
13764-49-3,-0.29596704
59122-46-2,-0.18255
57-53-4,0.78686416
24089-00-7,0.66378176
71548-68-0,0.720822
10415-87-9,1.0777919
918-85-4,0.8953307
4475-95-0,0.025767654
33765-68-3,0.53884923
15336-82-0,0.58083737
1565-75-9,1.0064665
77-83-8,0.9974444
21715-46-8,0.25988775
30043-49-3,0.47466922
110-68-9,0.6873454
106358-91-2,-0.82950944
54266-79-4,-0.90904754
54266-78-3,-0.5593186
150824-47-8,0.04537085
29973-13-5,-0.24122798
53380-22-6,-0.0027589626
53380-23-7,-0.093577474
64057-54-1,0.23922084
2185-86-6,0.15175948
112-75-4,0.6213868
1920-05-4,0.59317315
7378-99-6,0.6574295
927-62-8,0.67163837
486-17-9,0.30235887
926-63-6,0.61396676
25606-41-1,0.3161171
54965-24-1,0.3911077
3568-24-9,0.30599603
598-56-1,0.65392846
64049-26-9,0.5000733
5135-83-1,0.32323965
19622-19-6,0.6624664
1118-92-9,0.943065
20684-06-4,0.42489496
64951-32-2,0.22273922
653-03-2,0.35779497
2324-94-9,0.10191037
137-20-2,0.719852
20686-45-7,0.35779497
5965-49-1,-0.005164659
555-37-3,0.83811283
59263-76-2,-0.006301009
7068-83-9,0.30755648
67557-56-6,0.50767916
70458-95-6,0.6265134
96480-44-3,0.38965002
93503-03-8,-0.8032601
10595-95-6,0.323006
50-12-4,0.25851902
16055-33-7,0.2155473
88124-27-0,0.46000174
73-09-6,0.6958679
38957-41-4,0.6250722
615-53-2,-0.14944746
83519-04-4,-0.28569427
63982-03-6,0.44234225
1119-97-7,0.41818076
58066-85-6,0.3904831
3001-63-6,0.15157147
41892-01-7,0.255565
102-30-7,0.28667548
683-10-3,0.8116017
100-95-8,0.39435807
14007-49-9,0.14423873
1643-20-5,0.47494346
146764-26-3,0.5043165
149-64-4,0.5567858
30286-75-0,0.30540717
316-42-7,0.0020602783
69788-35-8,0.37094763
69788-34-7,0.3148149
16006-74-9,0.65848106
69788-42-7,0.3753526
31024-56-3,0.5589696
1067-25-0,1.2178408
23239-21-6,-0.005881605
69788-33-6,0.32325613
24536-75-2,0.47048068
117666-86-1,0.8583079
64037-00-9,-1.147575
18318-83-7,1.355011
14817-09-5,0.79334354
25371-54-4,0.7036665
126-22-7,0.42279938
73321-74-1,0.053830124
117666-84-9,0.9013818
51356-12-8,-1.2836167
2088-72-4,-0.55199456
5840-95-9,-0.61484116
2597-03-7,-0.19257224
919-86-8,-1.1248547
867-27-6,-0.8963505
640-15-3,-0.9524585
6389-81-7,-0.6718403
301-12-2,-0.8202116
2703-37-9,-1.0136449
25476-48-6,-1.0459659
90220-20-5,-0.9738234
90220-19-2,-0.9097844
54473-51-7,-0.48085964
54473-33-5,-0.49369076
30560-26-0,-0.18794918
73937-08-3,-0.30517456
52868-53-8,-0.3122278
84044-17-7,-0.7942124
33267-37-7,-0.9540769
111-10-4,1.3952147
64058-23-7,0.2070288
111-80-8,1.0062852
104-45-0,1.1025093
2785-87-7,1.044514
54965-21-8,0.20412591
61738-04-3,0.34446928
19133-14-3,-1.0427623
1476-98-8,0.040617056
5934-55-4,0.057532795
33210-62-7,0.3599106
554-12-1,1.3761103
1087-06-5,0.9933948
84964-12-5,-0.49071386
85405-59-0,0.01946685
21608-06-0,0.66109705
68677-06-5,0.4144338
117666-83-8,0.8569925
94-30-4,1.2064346
90982-32-4,0.93528616
54473-56-2,-0.44333583
71675-87-1,0.916926
57966-95-7,0.545054
145071-30-3,-0.28381673
2591-57-3,-1.2459993
2633-54-7,-0.468174
13104-29-5,-1.0241985
13289-13-9,-0.35421348
15536-01-3,-1.3475486
33232-87-0,0.115763426
2720-19-6,-0.8433517
7076-53-1,-0.67673665
13508-53-7,0.9058277
1825-58-7,1.207803
3239-63-2,-0.6974101
63869-33-0,-0.30001307
63815-53-2,-0.8440407
58995-43-0,-0.62737536
66104-23-2,0.22645965
10265-93-7,-0.28364298
661-19-8,1.4390836
38916-42-6,1.2756838
112-92-5,1.4236081
9005-00-9,1.2828546
3397-16-8,1.1064503
95-19-2,0.8085748
1338-41-6,1.0701103
112-76-5,0.8389894
54460-46-7,1.3346668
38079-66-2,1.1813173
112-72-1,1.3935521
40036-79-1,1.2989283
66232-28-8,0.19549897
6873-46-7,0.3730475
112-70-9,1.3935521
930-09-6,1.2905339
10520-81-7,0.7520472
124-22-1,0.5996425
2439-10-3,0.741575
2422-90-4,-0.12066331
2372-82-9,0.7727044
14960-06-6,1.136911
93-23-2,0.16975643
112-53-8,1.3935521
39464-66-9,1.27412
13150-00-0,0.85873437
1847-58-1,0.97465223
2915-72-2,1.3474607
151-41-7,1.0186639
120-40-1,1.4988672
301-11-1,0.38747123
23551-91-9,1.3077747
2156-96-9,1.1561257
142-87-0,1.0186639
334-56-5,0.27021778
19780-11-1,0.89905006
112-31-2,1.4219117
104-40-5,1.1292813
11096-42-7,1.0745364
9014-90-8,0.8447267
56323-90-1,1.0608025
334-48-5,1.3734746
5002-47-1,0.31242257
74050-97-8,0.13918109
143-08-8,1.4236081
7173-62-8,0.5464185
9004-98-2,1.2382919
60840-87-1,1.0125049
95-38-5,0.90387625
18787-40-1,0.39877936
52709-84-9,0.7978884
949-13-3,0.88177836
111-86-4,0.57862157
2687-94-7,1.026498
26530-20-1,0.6531602
17751-69-8,-0.12519297
21270-15-5,-0.13147625
21270-11-1,-0.18090189
1034-01-1,1.2136188
15741-90-9,0.07115946
117617-70-6,0.6117369
142-31-4,0.896864
4724-48-5,1.4215479
55512-33-9,0.54247314
124-13-0,1.3801873
104-67-6,1.2537231
18979-65-2,0.72963536
7377-03-9,1.3070279
4230-97-1,1.164418
111-70-6,1.5101917
2499-58-3,1.1561257
2463-53-8,1.2673066
26680-54-6,0.969838
111-71-7,1.4038594
119-89-1,0.7189323
101-86-0,1.3726707
136-77-6,0.76624
30406-18-9,1.3752903
111-14-8,1.3356118
111-26-2,0.71019346
61422-45-5,0.418519
111-27-3,1.4289482
112-25-4,1.2640532
112-59-4,1.3622887
10305-38-1,1.603464
3478-44-2,0.97522277
21270-33-7,-0.16805622
21270-14-4,-0.18706197
5431-31-2,1.2900268
107187-05-3,0.76763624
6789-88-4,1.3474607
17867-69-5,0.7572008
111-31-9,1.1317061
544-10-5,0.7879558
42482-06-4,0.9524157
66-25-1,1.4191052
104-61-0,1.3013375
3391-86-4,1.0405022
745-65-3,0.20131889
363-24-6,0.3713837
80614-27-3,0.68877137
101-85-9,1.288946
136-81-2,0.87684476
38237-76-2,0.67676955
4312-93-0,1.3051468
123-68-2,1.2047769
10589-74-9,0.52335465
71-41-0,1.3799791
17810-53-6,-0.15416083
21270-10-0,-0.23226225
104485-01-0,0.20168206
101893-08-7,-0.18121924
2720-73-2,0.90694726
20056-92-2,1.2515267
18829-55-5,1.2620718
110-62-3,1.3371227
110-59-8,0.93040633
104-50-7,1.3129312
841-73-6,0.7525805
2210-63-1,0.47183177
50-33-9,0.5150071
129-20-4,0.4062225
6066-49-5,0.9757246
335153-21-4,0.55008066
64357-33-1,0.32271934
536-69-6,0.99800676
3180-09-4,0.8552614
16006-72-7,0.6101539
87792-15-2,0.7334235
87792-14-1,0.64464784
87792-13-0,0.37125564
109-52-4,1.3479782
61019-78-1,0.47586483
88671-89-0,0.42515722
58902-64-0,0.13578013
27470-51-5,0.25621003
79983-71-4,0.51366735
38615-43-9,0.49147266
111-75-1,1.0960479
1126-78-9,0.5842363
2782-40-3,0.8383232
592-31-4,1.2707543
6336-01-2,0.13843589
55406-53-6,0.12304054
13887-58-6,0.6185957
3622-84-2,0.95067453
111-36-4,0.9437773
1005-67-0,0.936839
3817-11-6,0.6559152
16227-10-4,0.6704166
63716-31-4,0.21587166
54395-37-8,0.74060315
71-36-3,1.3762461
1928-45-6,0.45801055
6959-71-3,1.1830679
7420-06-6,1.4028963
111-76-2,1.2849002
112-34-5,1.3238316
143-22-6,1.3006876
112-56-1,0.7401906
4223-11-4,1.1219151
3102-00-9,1.0357543
2426-08-6,1.2783854
1852-16-0,0.80532575
111-34-2,1.206891
17751-76-7,0.12954438
21269-98-7,-0.006720788
33236-00-9,0.3918236
70193-21-4,0.5323361
5459-58-5,1.1604977
66232-25-5,0.23919435
7397-62-8,1.3254864
94-80-4,0.43593305
2438-72-4,1.0506494
141-32-2,1.1043266
90842-58-3,0.5931977
136-60-7,1.3775382
20954-14-7,0.4306093
28570-58-3,0.66554
67330-25-0,0.56112987
75147-20-5,0.7662013
64047-35-4,0.85739744
544-16-1,1.0638226
6607-49-4,0.85231996
2314-17-2,0.80572504
4560-93-4,0.7409693
64910-63-0,0.72867703
109-69-3,0.83099705
109-67-1,1.1227183
928-95-0,1.2525653
123-72-8,1.3895859
109-74-0,0.9329765
66246-88-6,0.6523056
1211-28-5,0.4564747
60207-90-1,0.32589385
1003-14-1,1.2736015
105-31-7,0.7818656
39067-39-5,1.1491296
6082-56-0,0.5008679
103-65-1,1.2758775
28785-06-0,1.2876494
645-56-7,1.0708219
94-58-6,0.86231107
644-35-9,0.85110486
7231-31-4,0.7286271
51-52-5,0.9204048
14222-60-7,0.37954322
75464-11-8,0.6403001
1688-71-7,0.7096363
97392-14-8,0.21260908
2051-78-7,1.1339527
103-37-7,1.3143413
123-20-6,1.0683403
36597-90-7,0.86614585
107-10-8,0.69525784
94-20-2,0.74148256
13887-60-0,0.7413936
73941-13-6,0.3405065
27050-40-4,0.1764356
33245-39-5,0.5156322
26399-36-0,0.38966605
64057-89-2,0.26007354
4634-51-9,-1.4253253
41078-02-8,0.5439009
816-57-9,0.49862882
2807-30-9,1.31581
110-74-7,1.4501795
33235-97-1,0.39052975
33236-21-4,0.37279537
627-12-3,0.9495509
1713-98-0,-0.73796445
18705-22-1,0.32865447
64050-66-4,-0.02238498
107-03-9,1.1433591
49828-25-3,0.4706829
13889-92-4,0.7105241
38827-35-9,0.8024614
68526-56-7,1.1322027
928-96-1,1.3693156
65405-77-8,0.9016054
2091-24-9,1.2913362
5910-85-0,1.107752
17369-59-4,0.97135174
107-12-0,0.7022099
118-68-3,0.14056669
96-20-8,1.2571608
3174-67-2,1.485245
584-03-2,1.483982
56983-13-2,0.545904
106-88-7,1.148461
117-26-0,0.50262403
435-97-2,-0.27110004
14845-06-8,0.4674181
512-16-3,0.7938522
12663-46-6,0.6403258
80834-51-1,0.11318221
66571-24-2,0.7068068
78-99-9,0.81901765
58-54-8,0.76640546
1146-95-8,0.6569076
42790-35-2,0.69075143
60270-84-0,0.9300859
89426-87-9,-1.0896423
5223-06-3,1.1350067
5408-74-2,0.813048
102268-15-5,1.0996312
536-33-4,0.34094465
14736-30-2,0.65073836
121518-45-4,0.3059055
27653-49-2,0.32286683
58-14-0,0.04266723
70-69-9,0.68089527
2295-58-1,0.61183846
63605-45-8,0.27025995
4940-11-8,0.9027071
3781-28-0,0.069883555
89427-48-5,-0.94794744
709-98-8,0.49834797
13808-36-1,0.28885078
75764-58-8,0.0786032
15301-48-1,0.37275484
79-09-4,1.2010735
23495-12-7,1.2118171
103-56-0,1.2404912
122-63-4,1.3066634
1531-97-1,0.5547533
682-11-1,1.0301151
682-09-7,1.0208398
30499-70-8,1.0036516
824-11-3,-0.6748909
1005-93-2,-0.39696956
115-70-8,1.1915329
3819-07-6,0.6393487
7747-35-5,0.4582863
19882-03-2,0.020982549
6533-00-2,0.46203846
77-21-4,-0.00518788
77236-50-1,0.32344085
5556-57-0,0.5927498
50-19-1,0.8894081
125-33-7,0.18873744
50-06-6,0.37297416
57-30-7,0.31597662
56430-99-0,0.124926664
7689-03-4,0.04994369
7789-89-1,0.8822037
75-04-7,0.71463865
709-55-7,0.70484
71130-60-4,0.23713733
5459-93-8,0.7395083
5465-00-9,0.8152947
58473-74-8,0.40211415
625-53-6,-0.13209823
139-94-6,0.68139845
89427-19-0,-0.34064916
4151-50-2,0.53391343
107-29-9,0.7843951
5308-25-8,0.6340271
93106-60-6,0.606041
139-87-7,1.1518807
100-74-3,0.82001436
538-07-8,0.034174558
134-97-4,0.9370183
23205-24-5,0.07418317
67658-42-8,0.12016259
2687-91-4,0.97651607
92-50-2,0.7292505
92-49-9,0.06398829
1508-75-4,0.47613913
7081-53-0,0.0031994863
62924-70-3,-0.26358616
13256-23-0,0.27823848
82018-90-4,0.20777325
2991-51-7,0.23301716
14698-29-4,0.59877586
51940-44-4,0.15330188
13256-13-8,0.55612767
20373-56-2,0.45178655
21590-92-1,0.24085002
63716-33-6,0.34003317
63744-48-9,0.17821765
132-32-1,0.30444542
128-53-0,0.78599614
86-35-1,0.69876176
34929-03-8,0.52373165
28657-80-9,0.6999126
32976-88-8,0.6536953
64-17-5,1.2870415
111-73-9,1.3150072
111-35-3,1.3311028
64050-15-3,0.9355539
2141-62-0,1.29358
110-80-5,1.321236
111-90-0,1.3242
112-50-5,1.2661787
64057-86-9,1.0932425
106-74-1,1.0777016
6012-83-5,0.45830044
122453-73-0,0.23465647
109-94-4,1.2969024
2979-26-2,1.4570814
103-75-3,1.3313565
33210-54-7,0.26730117
33210-37-6,-0.082084365
33235-81-3,0.40080234
33236-11-2,0.6906434
33235-92-6,0.14289038
33210-59-2,0.20267001
33235-90-4,0.32818663
4234-79-1,-0.031147657
638-07-3,0.30874985
101-97-3,1.2964103
14062-23-8,1.1004038
2122-70-5,1.1276171
27512-72-7,0.46781865
2949-22-6,1.0673752
21045-68-1,0.9436037
77501-90-7,0.34590352
623-51-8,0.9140582
637-56-9,0.87347317
23609-20-3,0.61456215
150-69-6,1.1517283
38160-03-1,0.3026066
19077-60-2,0.41878015
100-29-8,0.5842608
93-18-5,0.99455255
61361-59-9,-0.83162475
66840-01-5,0.14739819
60634-59-5,0.96118754
938-73-8,1.0105877
80834-62-4,0.15873998
80834-63-5,0.133475
80834-80-6,0.2186824
80834-59-9,0.08580259
80834-56-6,0.11540425
96222-01-4,0.35627946
46817-91-8,0.37972474
118-28-5,1.130871
63716-32-5,0.27299088
42874-03-3,0.48800504
140-88-5,1.0111929
103-36-6,1.1890316
6048-06-2,0.87461746
14731-78-3,0.7830909
117666-88-3,0.6816777
117666-82-7,0.7347707
95266-40-3,0.8017391
97-81-4,0.5971037
4089-07-0,0.9199243
868-59-7,0.96790224
1187-46-8,0.33626443
121-39-1,1.0712286
548-00-5,0.43679246
9000-40-2,0.7548519
10029-04-6,1.0388784
7085-85-0,0.88717073
89-33-8,0.8112912
93-89-0,1.2777884
94-09-7,1.0629151
99-77-4,0.89467865
120-47-8,1.1372648
56974-61-9,0.78735816
87-25-2,1.1750194
19485-08-6,0.82801986
734-88-3,0.42878026
19688-04-1,0.8798834
13915-60-1,0.754619
126-12-5,-0.013921764
5794-23-0,0.20373282
2385-81-1,0.30677155
3691-78-9,0.12308287
510-15-6,0.79468876
51-79-6,0.9511183
13684-56-5,0.8037924
105774-14-9,0.79485136
75507-68-5,0.013552982
33400-47-4,0.6844576
25717-80-0,0.1705494
13945-53-4,0.8941285
2593-15-9,0.2246822
2521-01-9,0.4861382
16322-14-8,0.4914986
1097-57-0,0.32935923
541-41-3,0.8367048
59463-54-6,0.25802183
7495-45-6,0.9408033
719-80-2,0.8403914
23510-39-6,0.8621928
2425-19-6,-1.2064528
13067-93-1,-0.84924877
2104-64-5,-0.7862077
1776-83-6,-0.64338154
1623-14-9,1.1450465
3309-67-9,-0.89264745
71363-61-6,0.117524326
36519-00-3,0.09856679
17109-49-8,-0.5015041
1498-51-7,0.41189885
7508-73-8,-1.1842571
1498-64-2,-0.37791628
607-01-2,0.7441107
19133-28-9,-0.8472703
75-08-1,1.0235751
18370-87-1,0.75140584
19594-18-4,0.4010871
32666-97-0,0.6075647
2212-67-1,0.5906395
513-12-2,0.9047989
594-44-5,0.5354411
74-96-4,0.45931658
10141-07-8,0.91225517
623-68-7,0.9379886
16491-24-0,1.4601663
60364-26-3,0.8877345
130-01-8,-0.25421578
480-54-6,-0.5690858
15503-86-3,-0.45231193
25402-06-6,0.50616926
3016-19-1,1.2951515
121-20-0,0.41360068
81719-55-3,0.68006825
23726-91-2,1.3168155
102518-79-6,-0.3198805
625-33-2,0.9572711
480-81-9,-0.5753873
16568-02-8,0.63168186
2883-98-9,0.96976334
15037-65-7,-0.055824775
93-16-3,1.0534964
97-54-1,1.0760946
120-11-6,0.99515396
4635-87-4,0.5282126
964-82-9,0.7565682
142-83-6,1.0970271
1516-01-4,0.3960364
4076-62-4,1.3077794
637-50-3,1.1701618
120-58-1,0.8087564
13061-80-8,0.652714
14861-06-4,0.80422527
590-21-6,0.5147049
16219-75-3,1.2626451
38233-76-0,1.1834356
88430-50-6,0.028537562
75-05-8,0.53995866
2001-95-8,1.1892515
3922-90-5,0.43056318
12750-79-7,-0.22257642
37280-56-1,0.23230736
25448-25-3,1.4717761
25103-12-2,1.5187495
23079-28-9,0.9900934
96513-83-6,0.4697472
3818-80-2,-0.82739973
2667-52-9,-0.5247679
3081-14-9,0.6137889
68880-55-7,0.32750928
123-17-1,1.2647849
60828-78-6,1.4262304
73747-29-2,0.6322012
303-45-7,0.66155666
25497-49-8,0.6690366
77855-81-3,-1.3069129
24365-47-7,0.97566277
51356-22-0,0.25251105
51356-10-6,-1.0442548
26544-38-7,1.0718277
71108-02-6,-0.82611907
25265-77-4,1.4143771
50-14-6,0.0652629
54573-75-0,-2.1834595
330-64-3,0.00564783
60244-70-4,-1.1721115
60244-66-8,-1.2117374
7492-32-2,0.34410897
50-34-0,0.17388362
3700-96-7,-0.08672373
3700-90-1,-0.07539915
60244-69-1,-0.9369552
143201-11-0,-0.40930367
1610-18-0,0.9283693
99559-84-9,-0.3062383
1445-75-6,0.32526863
27554-26-3,1.3859475
10086-50-7,1.3878953
63980-62-1,1.3531631
110-96-3,0.81572014
29214-81-1,0.17730655
127-39-9,0.8128777
84-69-5,1.3628302
97-85-8,1.5787435
132299-20-8,1.5177071
38640-62-9,1.0907282
28178-42-9,1.1012043
94133-79-6,0.9317263
565-80-0,1.2370628
50847-11-5,0.73450255
97-72-3,1.3617394
108-18-9,0.8372811
2986-17-6,0.075763606
139-40-2,0.64906275
38588-65-7,0.7662996
96-80-0,1.1372398
66660-95-5,0.426393
4261-68-1,0.37090075
2303-16-4,0.6256984
601-77-4,0.5431743
108-20-3,1.3276327
7283-70-7,1.1518205
50512-35-1,0.585936
59937-28-9,0.71192384
105-64-6,1.0403714
1809-20-7,1.0661578
26087-47-8,-0.2370855
51356-07-1,-0.2018075
51356-16-2,-0.80661047
10141-19-2,1.4390384
67786-25-8,0.83957756
371756-75-1,1.0190223
3773-49-7,0.5218602
108-62-3,1.1890221
68857-95-4,0.60488486
104987-11-3,0.39017043
51596-10-2,-1.3311031
10176-39-3,-1.3139298
42588-37-4,1.3375256
108-84-9,1.4539535
67306-03-0,0.3817403
30685-43-9,-1.4738315
15662-33-6,-0.54866767
20562-02-1,-0.6506119
71-63-6,-1.3849086
20830-75-5,-1.3339338
41294-56-8,-2.017829
57333-96-7,-2.5579329
17578-43-7,0.0302916
18470-09-2,0.1581613
550-53-8,0.5422071
56717-11-4,0.6926048
543-82-8,0.62982565
3081-01-4,0.43121988
7535-34-4,0.40135375
108-11-2,1.2806594
23436-19-3,1.4162759
89-80-5,1.2878994
66941-88-6,0.06366498
103-95-7,1.2855071
57144-56-6,1.1142815
64059-37-6,0.6553578
55636-92-5,0.59784794
42978-66-5,0.9088095
123-63-7,1.1269686
21259-20-1,-0.0018556031
40580-61-8,0.4887356
964-52-3,0.44281733
121489-04-1,0.082907826
30562-34-6,-0.015550092
66085-59-4,0.5936832
78194-09-9,0.719199
24353-58-0,0.7451215
489-84-9,0.8948117
6223-35-4,0.7963984
17493-73-1,0.71107906
92671-67-5,0.65686935
113139-67-6,0.7909268
63982-52-5,-0.1182201
18659-45-5,-0.76402086
2752-71-8,-0.37242684
119-38-0,-0.68661916
72542-61-1,-0.5767408
78194-24-8,0.6291044
78194-42-0,0.6156713
15037-62-4,0.06699851
75530-68-6,0.45800486
97-86-9,1.3757675
23684-11-9,1.1936828
110-12-3,1.3289346
3572-41-6,0.5794717
70318-55-7,0.7657774
70318-56-8,0.7551604
26544-20-7,0.5257574
81250-17-1,0.029505944
123-92-2,1.6345967
110-19-0,1.5543538
99-86-5,1.5157998
542-08-5,1.303093
99-87-6,1.3425993
535-77-3,1.2888825
89-83-8,0.95709264
22760-18-5,0.68022853
65765-07-3,0.54632986
499-75-2,0.9296318
2814-20-2,1.0721939
80176-21-2,0.47265804
55814-41-0,0.80160457
563-80-4,1.3417215
59230-57-8,1.40905
39543-79-8,0.75141346
314-42-1,0.6106388
123524-52-7,0.61488986
6673-35-4,0.9449185
108-21-4,1.3749344
4212-94-6,0.4717761
12650-69-0,0.27407685
828-00-2,1.3284084
68425-16-1,0.7133845
67239-26-3,0.28817
40915-86-4,0.7739458
35256-85-0,0.7666664
19666-30-9,0.30796275
129909-90-6,0.6547845
71108-05-9,-2.0643651
71108-06-0,-1.259497
111038-42-7,0.12311691
13254-34-7,1.1445414
3445-42-9,1.0913992
14860-89-0,1.0800465
26762-93-6,1.0949817
36011-19-5,-0.52648115
33160-78-0,-1.8714718
154619-51-9,-1.2397454
69915-63-5,0.6300927
581-12-4,0.8201238
470-67-7,1.0916646
512-85-6,1.1711318
63968-64-9,0.10802513
13613-99-5,0.011151874
3035-45-8,0.72183466
1014-69-3,0.70847595
64-00-6,0.05616677
2752-81-0,-0.08474615
2631-40-5,-0.35747096
114-26-1,-0.28122717
366-70-1,0.3592688
54266-83-0,-1.4839095
106293-84-9,-1.2074336
73115-70-5,-0.8858623
2315-43-7,0.65826434
1505-95-9,-0.04007414
996-35-0,0.7165696
3938-45-2,-0.26319066
24730-10-7,-0.038310383
54270-10-9,0.13623631
18952-79-9,-0.56381994
26328-00-7,0.18484679
69788-41-6,0.45467812
97887-77-9,0.40931055
6659-45-6,0.21439284
22343-07-3,-0.60571074
64249-01-0,-0.2768642
14211-01-9,0.17147537
36614-38-7,-0.48721486
19645-42-2,-0.78233474
79985-91-4,-0.15239684
71617-10-2,1.1022179
3567-08-6,0.5324291
17959-11-4,0.15530401
404-86-4,0.671792
111038-37-0,0.500591
72739-69-6,0.26641095
23485-79-2,-0.96695954
24353-61-5,0.12724102
13955-12-9,-0.61836636
15863-65-7,-1.0000597
14358-50-0,0.5733449
24017-18-3,-0.87658364
6838-93-3,0.5869556
107-44-8,0.063221626
71048-99-2,0.8470978
959-24-0,0.2282923
1330-61-6,1.1152923
26544-23-0,1.0392492
27013-89-4,1.0981001
25168-26-7,0.48941773
25103-09-7,0.95859814
646-07-1,1.4113393
41764-14-1,0.7737942
110-45-2,1.5558058
94-46-2,1.3947334
87-20-7,1.0697653
928-70-1,0.90196866
590-86-3,1.3641928
1553-60-2,1.1616544
72221-66-0,0.9707491
93-19-6,0.72283983
503-74-2,1.3628801
140-26-1,1.3599678
2835-39-4,1.152308
78-81-9,0.78263205
33207-44-2,0.2390062
371-44-8,-0.7379979
52102-44-0,0.85240555
30979-48-7,0.9769618
13887-57-5,0.45234737
78-83-1,1.3845041
4439-24-1,1.3836684
51550-64-2,0.47547266
105-01-1,1.2582967
1713-15-1,0.49345374
106-63-8,1.0227097
120-50-3,1.3603325
87-19-4,1.0158432
27442-58-6,0.30560055
513-44-0,1.016974
4621-04-9,1.3667148
34131-99-2,1.1080244
528-92-7,0.7236236
70124-77-5,0.21308526
66827-38-1,-0.03510289
7407-66-1,0.4869243
496-67-3,0.9247388
565-74-2,0.590783
64047-48-9,0.65260905
91132-80-8,0.8289583
68683-20-5,1.4367608
4395-92-0,1.2661189
536-60-7,1.3165871
13816-33-6,0.81519264
31027-31-3,1.1098676
17959-33-0,0.46861088
1333-53-5,0.7924183
643-28-7,0.7819061
13311-84-7,0.021758804
80-34-2,0.8129003
79-31-2,1.3512114
103-48-0,1.3830438
103-28-6,1.3970184
1532-00-9,0.7028812
56425-91-3,0.7309044
73681-12-6,0.26598543
21738-42-1,0.31149244
63659-19-8,0.91594034
29122-68-7,0.88636863
59333-90-3,0.6508019
86247-86-1,0.83199334
81486-22-8,0.21531655
586-06-1,0.736956
5588-22-7,0.17181346
14334-41-9,0.41753465
31802-16-1,0.28774437
768-52-5,0.8117736
101-72-4,0.6016087
2210-25-5,0.93609947
637-32-1,0.592958
22936-86-3,0.1636028
36734-19-7,0.6886008
63884-40-2,0.6972644
3544-35-2,0.55329424
54-92-2,0.5541438
35944-83-3,0.018645138
2030-63-9,0.3955033
58934-46-6,0.28413615
3772-26-7,1.0218645
142459-58-3,0.5027712
1918-16-7,0.6095104
98410-36-7,0.4462719
25057-89-0,0.8701735
79-46-9,0.6648913
67-63-0,1.2843189
4016-14-2,1.2117229
93-78-7,0.61799276
83656-29-5,0.62625134
29026-74-2,0.7502921
38753-50-3,0.6113728
939-48-0,1.2296236
68334-67-8,0.6144298
5836-10-2,0.8055911
122-42-9,0.6323923
108-23-6,0.7250787
1714-03-0,-0.99165165
1713-97-9,-0.7073032
24441-57-4,-0.88775796
4095-32-3,0.673585
500-38-9,0.7532592
106-55-8,0.78170794
61477-94-9,0.042076644
98459-18-8,0.45690003
7652-64-4,0.50207907
2935-44-6,1.3323746
110-97-4,0.94599575
110-98-5,1.5410572
25322-69-4,1.51893
25136-55-4,1.2790401
1073-79-6,1.1926142
141-91-3,0.7774565
1593-77-7,0.74322134
10140-90-6,-0.45971683
108-60-1,0.49066624
57472-68-1,1.0104944
27138-31-4,1.1998022
13275-18-8,0.96985847
14663-72-0,-1.1318887
579-56-6,0.65431386
7681-93-8,0.34147
6280-75-7,0.62526244
93-96-9,1.1616637
4351-70-6,0.50372547
21145-77-7,0.7417133
359-83-1,-0.024866628
123298-28-2,1.0043145
57646-30-7,0.63014764
105-85-1,1.6282985
8000-29-1,1.4860846
51566-62-2,0.92420906
502-47-6,1.2330091
16409-43-1,1.4754962
36798-79-5,0.44991854
111479-05-1,0.47017992
5370-01-4,0.6273495
40766-31-2,1.171946
95719-24-7,0.90527356
58430-94-7,1.52411
77-54-3,0.91881806
5634-42-4,0.76213384
80449-58-7,1.0373574
2885-39-4,-0.11479143
34681-10-2,-1.3157338
1477-79-8,0.24440224
62-51-1,0.7253945
108-65-6,1.5796891
23541-50-6,-1.1715747
63170-60-5,-0.22328967
27813-02-1,1.1982843
3644-61-9,0.44620702
22683-78-9,0.50079554
60789-89-1,0.47755587
10402-52-5,1.3933266
40552-84-9,1.1979991
143692-40-4,0.33406603
1331-12-0,1.4004463
72619-44-4,-0.072556205
68683-30-7,0.8410099
57852-57-0,-0.5971959
39472-31-6,-0.8109971
6731-36-8,1.2428732
33704-61-9,0.97013116
91-51-0,0.38789582
3302-10-1,1.2063302
71500-37-3,1.1862729
80-54-6,1.2157527
12002-53-8,0.77440464
140-57-8,0.47658628
57018-52-7,1.4307009
60560-33-0,0.049981877
32222-06-3,-2.3250778
93503-00-5,-1.8337686
1845-38-1,1.3109616
456-59-7,1.2236303
53445-37-7,1.0676876
18479-58-8,0.7054792
21564-62-5,0.5108894
21564-60-3,0.23859328
