CASRN,LD50_knn_rdkit2d
80834-56-6,0.10970607100425137
96222-01-4,0.1335781447736565
46817-91-8,0.5801722606234861
118-28-5,1.5032774238731768
63716-32-5,0.3232255330556337
42874-03-3,0.7042573833685178
140-88-5,0.8955488984119072
103-36-6,1.0709148215625504
6048-06-2,1.1603155618621597
14731-78-3,0.30712092600580154
117666-88-3,0.9804536314025292
117666-82-7,0.7291944136269297
95266-40-3,0.6821486772460362
97-81-4,1.1573089120684046
4089-07-0,0.9752431112284098
868-59-7,0.6296260046283139
1187-46-8,0.6296527378839865
121-39-1,1.1790338414287345
548-00-5,0.49174887911111476
9000-40-2,0.6404748946164607
10029-04-6,1.130044387691196
7085-85-0,0.5424703317186068
89-33-8,1.0412195095369483
93-89-0,1.2071022908640554
94-09-7,1.2384619526593632
99-77-4,0.6828572712901518
120-47-8,1.256676745181127
56974-61-9,0.7165043854001097
87-25-2,1.2322185078207797
19485-08-6,0.3956480722772127
734-88-3,0.9070372916366846
19688-04-1,0.8586412269060429
13915-60-1,0.21794174727226523
126-12-5,-0.032017321321254184
5794-23-0,0.11733539388926913
2385-81-1,0.023629163682821235
3691-78-9,0.1789891401304326
510-15-6,0.8397349716903414
51-79-6,0.6730017705153138
13684-56-5,0.8885302261556839
105774-14-9,0.040947406464137595
75507-68-5,0.7374608226315382
33400-47-4,0.5168773116428268
25717-80-0,0.25299061366663556
13945-53-4,0.8038799231393798
2593-15-9,-0.27300461033907264
2521-01-9,0.7133612952359913
16322-14-8,1.0836604754117738
1097-57-0,0.6903825720835716
541-41-3,0.5243248091820205
59463-54-6,1.0204558576853355
7495-45-6,0.6556048348447604
719-80-2,0.636750890995416
23510-39-6,0.2258684915185855
2425-19-6,-1.242016553731896
13067-93-1,-0.6090392060303441
2104-64-5,-0.9292715136876336
1776-83-6,-0.4071881076370405
1623-14-9,0.417630554361068
3309-67-9,-0.8448685519238829
71363-61-6,-0.6735615091745378
36519-00-3,-0.6536537491096256
17109-49-8,0.7489384981658548
1498-51-7,0.3215757930035893
7508-73-8,-0.4779878956497745
1498-64-2,0.04181212453306456
607-01-2,1.0602975733687874
19133-28-9,-0.8992941632810801
75-08-1,1.2272077008682616
18370-87-1,1.358743091612202
19594-18-4,0.10438483874679054
32666-97-0,0.9266299238505485
2212-67-1,0.797815609756364
513-12-2,0.6256392051485935
594-44-5,0.3819707009006504
74-96-4,0.6582643646610725
10141-07-8,0.5969846237619586
623-68-7,0.6685888362430323
16491-24-0,1.4271845397515663
60364-26-3,1.033634865962482
130-01-8,-0.3458499131472997
480-54-6,-0.3754577130656583
15503-86-3,-0.37481115866608006
25402-06-6,0.37560782086116706
3016-19-1,1.4488806387801425
121-20-0,0.23330899280528844
81719-55-3,0.974306142194011
23726-91-2,1.2965220270565052
102518-79-6,0.6877792276990659
625-33-2,0.7347307157056198
480-81-9,-0.37019989612643445
16568-02-8,0.7004036691989887
2883-98-9,0.7717331990129163
15037-65-7,0.08880534043754702
93-16-3,1.0284226948410529
97-54-1,1.01400801683326
120-11-6,0.7392535992307321
4635-87-4,0.547858959220642
964-82-9,0.2998271695937682
142-83-6,1.0728767290117633
1516-01-4,0.6902468059530867
4076-62-4,1.1679850931156315
637-50-3,1.13575383462217
120-58-1,1.104865312042673
13061-80-8,0.6499326689285067
14861-06-4,0.8536828790474346
590-21-6,0.78200445141795
16219-75-3,1.3200543234360231
38233-76-0,1.1954171902534085
88430-50-6,0.673101771163248
75-05-8,-0.07679804189719615
2001-95-8,0.0025966652973671693
3922-90-5,-0.08090501863860837
12750-79-7,-0.5316539775031526
37280-56-1,0.17883059359360187
25448-25-3,1.1859081709455455
25103-12-2,1.3439683282028478
23079-28-9,0.8968575998046745
96513-83-6,-0.12703074767186381
3818-80-2,0.03739182421888006
2667-52-9,-1.4617451930006522
3081-14-9,0.9988619782487546
68880-55-7,0.15224985169900315
123-17-1,1.382100731434538
60828-78-6,1.345094509052185
73747-29-2,0.7708417143272408
303-45-7,0.9199424234656589
25497-49-8,0.8940575884460319
77855-81-3,-0.5399880353176888
24365-47-7,0.7210516585485081
51356-22-0,-0.5471544828603371
51356-10-6,-0.9321151383951523
26544-38-7,1.0857152844559521
71108-02-6,-0.5267802979145766
25265-77-4,1.5442175273912828
50-14-6,-0.7264983025483698
54573-75-0,-1.3615665946746192
330-64-3,0.024161989573732185
60244-70-4,-1.043391198813513
60244-66-8,-1.5627955825213606
7492-32-2,0.1461152704949116
50-34-0,0.2143052435469682
3700-96-7,0.15665923466900286
3700-90-1,-0.11543073760073363
60244-69-1,-1.5654679036542305
143201-11-0,0.7704600780432771
1610-18-0,0.7749374783604994
99559-84-9,-0.5117719578650354
1445-75-6,0.5325602437555854
27554-26-3,1.650071533421988
10086-50-7,1.1413258612626416
63980-62-1,1.2303969334405742
110-96-3,0.40630634328521426
29214-81-1,0.26090072053361874
127-39-9,0.756694862478495
84-69-5,1.1657081948108095
97-85-8,1.6288579702136077
132299-20-8,1.3221813072591797
38640-62-9,0.9839804992402738
28178-42-9,1.258685541751755
94133-79-6,1.027389928754238
565-80-0,0.8493116492576899
50847-11-5,0.7380524185950582
97-72-3,1.515803592130119
108-18-9,0.6181815475160004
2986-17-6,0.7629654745729527
139-40-2,0.694898250194293
38588-65-7,0.8255092461922765
96-80-0,0.8886496342145207
66660-95-5,0.074521077569947
4261-68-1,-0.040251445520573345
2303-16-4,0.7870899308829458
601-77-4,0.6070499851921806
108-20-3,1.3122176889734207
7283-70-7,0.8724968146258545
50512-35-1,0.6843625395355605
59937-28-9,0.7905119309775104
105-64-6,0.9834545744971717
1809-20-7,0.6199616412203707
26087-47-8,-0.41767053432391393
51356-07-1,-1.0397723342084497
51356-16-2,-0.6041852570720241
10141-19-2,1.4101419123952104
67786-25-8,0.8634087673379687
371756-75-1,1.0172398071142235
3773-49-7,0.06467749157441746
108-62-3,1.2995172497064074
68857-95-4,0.8404326941166514
104987-11-3,0.18392265099928135
51596-10-2,-0.4327103118279695
10176-39-3,-0.9352587951420706
42588-37-4,1.5048972522494142
108-84-9,1.7193515288980372
67306-03-0,0.18945145122007317
30685-43-9,-1.1082856619220358
15662-33-6,-1.0303062083777614
20562-02-1,-1.09975763278778
71-63-6,-1.3243798583732684
20830-75-5,-1.2818809396803368
41294-56-8,-1.04583162748935
57333-96-7,-1.5890815660763715
17578-43-7,0.774379112426697
18470-09-2,0.21451427798450334
550-53-8,0.7200397500468325
56717-11-4,0.9038586399715065
543-82-8,0.4205892520040188
3081-01-4,0.45654180638585823
7535-34-4,0.4948654144599594
108-11-2,1.2846604097665992
23436-19-3,1.1660030837272615
89-80-5,1.1202133180393596
66941-88-6,0.12658122226694604
103-95-7,0.9626048817928362
57144-56-6,0.5931358406662323
64059-37-6,0.7642546116039467
55636-92-5,0.6477529755312769
42978-66-5,0.6139292003776531
123-63-7,1.1510900999940923
21259-20-1,0.03531852650475207
40580-61-8,0.8251855476803643
964-52-3,0.4786162570917248
121489-04-1,0.22693829833554904
30562-34-6,-0.08585999237259546
66085-59-4,0.48684033647760855
78194-09-9,0.7977777695603465
24353-58-0,0.7378953701084173
489-84-9,1.3309740313266858
6223-35-4,0.6222358111753337
17493-73-1,0.733507396533897
92671-67-5,0.18018069193627043
113139-67-6,1.1481563360458784
63982-52-5,-0.16482493904210715
18659-45-5,-0.6062998335234091
2752-71-8,-0.20042536088995325
119-38-0,-0.2846502882802139
72542-61-1,-0.7927876369033371
78194-24-8,0.8225465201280396
78194-42-0,0.878248655105035
15037-62-4,-0.2049398810242273
75530-68-6,0.6653643230166137
97-86-9,1.5292666561455968
23684-11-9,1.1093271151587003
110-12-3,1.0132710222357952
3572-41-6,0.714583997922856
70318-55-7,0.7975732117582521
70318-56-8,0.732527539828184
26544-20-7,0.4153920750981873
81250-17-1,-0.030229721915249745
123-92-2,1.7525770896074884
110-19-0,1.8299042156283098
99-86-5,1.3630421884880404
542-08-5,1.136288391505507
99-87-6,1.3401980498534423
535-77-3,1.4627982233424814
89-83-8,0.7458808896118786
22760-18-5,0.530269397864968
65765-07-3,0.1858203652385312
499-75-2,0.8167057830831086
2814-20-2,0.785980103283862
80176-21-2,0.6820985159457734
55814-41-0,0.8900933160637315
563-80-4,1.1934580315646925
59230-57-8,1.3676602963453952
39543-79-8,0.7240821101336129
314-42-1,0.9788090717801471
123524-52-7,0.16547226322151273
6673-35-4,0.8179613690168434
108-21-4,1.7615547112485082
4212-94-6,0.8402211199559982
12650-69-0,-0.16588129892165865
828-00-2,1.613642109946313
68425-16-1,0.3202096720744842
67239-26-3,0.536933310597985
40915-86-4,0.8242822189898026
35256-85-0,0.9433954714984435
19666-30-9,0.3848301462696918
129909-90-6,0.3733680008285814
71108-05-9,-2.079527397139792
71108-06-0,-1.180882791981878
111038-42-7,0.1805951502239409
13254-34-7,1.2525695336450593
3445-42-9,1.162923209512515
14860-89-0,1.2060813581340295
26762-93-6,1.117313083298054
36011-19-5,0.039711635622590113
33160-78-0,-2.116765247494632
154619-51-9,-1.206333178692069
69915-63-5,0.813311012834539
581-12-4,0.5609085477074384
470-67-7,1.3501643378172503
512-85-6,1.2269647899287548
63968-64-9,1.086293847892709
13613-99-5,0.024598921950229596
3035-45-8,0.6266979302697384
1014-69-3,0.7792586769232207
64-00-6,-0.17041095986858815
2752-81-0,-0.33555671100339257
2631-40-5,-0.27434733937534195
114-26-1,-0.5726772563691791
366-70-1,0.9090046778186013
54266-83-0,-1.12739559961732
106293-84-9,-1.4031582037646366
73115-70-5,-0.4950830601470691
2315-43-7,0.6333761283799142
1505-95-9,-0.3340084223560485
996-35-0,0.707521101383293
3938-45-2,-0.3280690226200587
24730-10-7,0.115772333303881
54270-10-9,0.6420638428524829
18952-79-9,-0.18559820014346579
26328-00-7,0.7281862151608086
69788-41-6,0.5575153062926265
97887-77-9,0.5748866871091532
6659-45-6,-0.5187259966750478
22343-07-3,-0.10848535273044001
64249-01-0,-0.899279852607207
14211-01-9,-0.11874943099308474
36614-38-7,-1.1868967738638938
19645-42-2,-0.8894351175868196
79985-91-4,-0.5586127562252254
71617-10-2,1.0377882515104613
3567-08-6,1.0018510335846518
17959-11-4,0.1556375831952743
404-86-4,0.847624473611455
111038-37-0,0.474554049510425
72739-69-6,0.3206007792965306
23485-79-2,-0.7003673557476889
24353-61-5,0.9831499211988552
13955-12-9,-1.4157094573854498
15863-65-7,-0.9438194292219642
14358-50-0,0.7155798687533541
24017-18-3,-0.9720241247855903
6838-93-3,0.3904191943182522
107-44-8,0.8928703380987089
71048-99-2,1.1049425648670437
959-24-0,0.4722920662823199
1330-61-6,1.494346987511184
26544-23-0,0.8514348907261244
27013-89-4,1.1092910401464355
25168-26-7,0.2888738008250381
25103-09-7,1.2681628958615347
646-07-1,1.1450974673100724
41764-14-1,0.4145827017827094
110-45-2,1.887600782472793
94-46-2,1.2809121698538481
87-20-7,1.1569419353856263
928-70-1,1.0753700549083889
590-86-3,1.6612132160142583
1553-60-2,1.001675202860241
72221-66-0,0.6917841435403811
93-19-6,0.5266466729717351
503-74-2,1.149236687863928
140-26-1,1.3350882863552933
2835-39-4,1.2705590711604586
78-81-9,0.83843212448753
33207-44-2,0.4690610456443791
371-44-8,1.6529241571670739
52102-44-0,0.7781044122466624
30979-48-7,0.47142167359512044
13887-57-5,0.452683352715538
78-83-1,1.4244462227806622
4439-24-1,1.226685151731
51550-64-2,0.4611803398457929
105-01-1,1.0816734607872018
1713-15-1,0.36733244247839214
106-63-8,1.2289654226233193
120-50-3,1.283560074588446
87-19-4,1.2406291724058554
27442-58-6,0.12696892826408065
513-44-0,1.164682657087074
4621-04-9,1.1739940247282747
34131-99-2,1.2418583559916725
528-92-7,0.8136548267914065
70124-77-5,0.14110103466775292
66827-38-1,0.1922192706784095
7407-66-1,0.3302595424766021
496-67-3,0.9427992875922562
565-74-2,0.9825355598087699
64047-48-9,0.6500686673297623
91132-80-8,0.7457324928106065
68683-20-5,1.1550023321562717
4395-92-0,1.3763311443083908
536-60-7,1.1850261707792853
13816-33-6,1.1998299877968255
31027-31-3,1.1945764260697
17959-33-0,-0.4148308208092697
1333-53-5,0.6060588877426962
643-28-7,0.895725244273079
13311-84-7,0.3996937444166723
80-34-2,1.0097865443537688
79-31-2,1.1795603830857684
103-48-0,1.3179804433745486
103-28-6,1.3798305858783164
1532-00-9,0.9549541062793521
56425-91-3,0.39462692924687043
73681-12-6,-0.024856857264015236
21738-42-1,0.17342464870130034
63659-19-8,0.565274544440754
29122-68-7,0.8295867178738159
59333-90-3,0.4638754308818846
86247-86-1,0.25405186142031844
81486-22-8,0.3372184740021535
586-06-1,0.3086251706278522
5588-22-7,0.7965123322122533
14334-41-9,0.36428748582547577
31802-16-1,0.3692051928876929
768-52-5,0.6476653768963321
101-72-4,0.5159428676109544
2210-25-5,1.2898192181545367
637-32-1,0.38142696902509926
22936-86-3,0.7522490549507495
36734-19-7,0.879925507562107
63884-40-2,0.42102820138580005
3544-35-2,0.20160177150221253
54-92-2,0.3159619327951391
35944-83-3,-0.2986054669225053
2030-63-9,0.4847610123459423
58934-46-6,-0.051837305757585495
3772-26-7,1.0805222934505352
142459-58-3,0.08316587863494834
1918-16-7,0.8163252847642506
98410-36-7,0.401196084904672
25057-89-0,0.3117465127154893
79-46-9,0.6173410071649721
67-63-0,1.6643815581623804
4016-14-2,1.0973526504241036
93-78-7,0.1161482823668923
83656-29-5,1.061269074436758
29026-74-2,0.9595331149715203
38753-50-3,0.9334473275914202
939-48-0,1.2807884340927784
68334-67-8,-0.02133976469190764
5836-10-2,0.5561787276125346
122-42-9,1.02581619566036
108-23-6,0.867509333411005
1714-03-0,-0.9339558740422413
1713-97-9,-0.8483245224090159
24441-57-4,-0.9037009200958346
4095-32-3,0.5242673586596056
500-38-9,0.8591868516696662
106-55-8,1.0874600016273281
61477-94-9,0.042422978238266996
98459-18-8,-0.11193334823271064
7652-64-4,0.8167852356528555
2935-44-6,1.6727007217320342
110-97-4,1.5921927784445122
110-98-5,1.6322703876773446
25322-69-4,1.863885734810287
25136-55-4,1.5649594990101203
1073-79-6,1.192040220485618
141-91-3,1.1882181109371093
1593-77-7,1.1338074234891862
10140-90-6,-0.39957861218171464
108-60-1,-0.12330107105360089
57472-68-1,1.0945010344227677
27138-31-4,1.4101959017921832
13275-18-8,0.6987283152186373
14663-72-0,-1.2663096501760254
579-56-6,0.731801070501714
7681-93-8,0.6003396151175913
6280-75-7,0.5647053034946156
93-96-9,0.7364230700924869
4351-70-6,-0.2875534285494057
21145-77-7,0.8664161243238477
359-83-1,0.03275666586061894
123298-28-2,1.0655105558770837
57646-30-7,0.7446953107588029
105-85-1,1.1125601306600437
8000-29-1,1.5506239947823803
51566-62-2,0.889213821192497
502-47-6,1.2391655909158241
16409-43-1,1.3998301554779031
36798-79-5,0.5461721393776087
111479-05-1,0.45208449417208774
5370-01-4,0.7312885973851261
40766-31-2,1.0092113708712767
95719-24-7,1.101601531831626
58430-94-7,1.7300355694545946
77-54-3,1.1035115864042433
5634-42-4,0.8154321238521538
80449-58-7,1.2201382982998137
2885-39-4,-0.26079761208439134
34681-10-2,-1.9592253603917222
1477-79-8,0.15991038467586743
62-51-1,1.164007074804112
108-65-6,1.636022445004854
23541-50-6,-0.9147171654599823
63170-60-5,-0.20582687222269294
27813-02-1,1.1799309405466074
3644-61-9,0.3912973480517892
22683-78-9,0.3844062966504075
60789-89-1,0.46151424924704054
10402-52-5,1.304006274551281
40552-84-9,1.1878578755841032
143692-40-4,-0.2558608672552026
1331-12-0,1.530318514654759
72619-44-4,-0.21267630816880198
68683-30-7,0.9825361698858077
57852-57-0,-0.31334351923249076
39472-31-6,-0.4970504318192646
6731-36-8,1.1395869150196518
33704-61-9,1.1841355281675547
91-51-0,0.882348925957174
3302-10-1,1.2027549602754444
71500-37-3,1.229480496229892
80-54-6,1.2344156011328664
12002-53-8,1.2596423373863201
140-57-8,0.028846985937515408
57018-52-7,1.327698164310151
60560-33-0,-0.08535051229221027
32222-06-3,-1.3640249801678532
93503-00-5,-2.3271100369886373
1845-38-1,1.3197885696798195
456-59-7,1.1079220142058581
53445-37-7,0.7255980144069994
18479-58-8,0.7818915827282354
21564-62-5,0.7811734262171657
21564-60-3,0.4706044331866594
107-41-5,1.7007287080877995
10141-15-8,1.2798884889921711
32568-89-1,0.5794594987152596
3407-42-9,1.1830208470189814
5585-52-4,0.3696798950578676
5076-19-7,1.2932995414148318
302-95-4,0.777126104390563
1403-66-3,1.2416944515917125
26419-73-8,-2.2436549619835042
1215-83-4,0.545915413834032
523-86-4,-0.578954764810974
6970-59-8,1.3730398902831524
83805-11-2,-0.910890208524879
6754-13-8,0.5387018419321724
551-36-0,1.272766040566493
2275-23-2,-0.7226896141414116
5588-10-3,0.7730952333205314
101-40-6,0.8500984492562218
300-42-5,0.33828238342751565
1199-85-5,0.27486259081641523
6988-20-1,-0.6700816787058079
926-93-2,-0.3637523154985339
894079-42-6,0.593749822121334
57-92-1,1.4522490290328152
66637-32-9,-1.4144200440713794
106358-90-1,-1.1477687049561245
59375-71-2,-2.002043202275494
59375-66-5,-2.002998267004473
54266-57-8,-1.02043031813203
1563-67-3,-0.21938919196231502
54266-46-5,-1.1057181722658478
67151-63-7,1.057468129764372
97-84-7,0.7308493078460414
13115-40-7,0.304484919083849
5585-67-1,0.027520530575970877
5585-73-9,0.3134024573877368
521-78-8,0.28779165292376774
84-96-8,0.3026345671168631
70133-85-6,0.23654809990447967
108-16-7,1.4077927636146348
5636-83-9,0.20414754120602616
1225-60-1,0.3015574273745796
22212-93-7,-0.5595259083379649
23915-73-3,0.9079469184610035
2449-49-2,0.19932193878740426
20170-20-1,0.5547939928327389
1892-80-4,0.486621291195912
603-00-9,0.5260286414221187
66637-35-2,-1.2287114457453967
801-52-5,-0.43900928299675357
61738-05-4,0.4698842767821262
34769-67-0,1.0643060288496038
2079-54-1,0.12359275676643336
56393-22-7,0.5013625817685952
64399-29-7,0.7130220099284771
67055-59-8,0.8464851020657712
7635-51-0,0.49299111515170535
3766-60-7,0.8577227007287168
68690-89-1,0.1412135309994111
25724-11-2,1.3760702037191488
32358-07-9,-0.1128634710289821
10143-67-6,1.5755000924725255
2801-68-5,0.7603669528342513
90-87-9,0.9747817596200785
33419-42-0,0.10544811915845238
67329-03-7,-0.3457434844015104
106065-10-5,0.9940592929205898
74150-27-9,0.5054622401064104
10024-70-1,1.3731085632453
1589-47-5,1.670015125641708
60676-84-8,0.7735390990310891
73573-87-2,0.8292387589132266
6142-38-7,1.594546550697673
16777-42-7,0.796625368070567
22204-53-1,0.5917120703145027
97699-81-5,0.11889524917710517
110599-10-5,0.8158784725468019
110599-11-6,0.8406803777046604
38835-17-5,0.5170435227199115
108912-17-0,1.0413422157470849
52756-25-9,0.760985648329821
51338-27-3,0.6933323573642972
69806-40-2,0.5401961774818229
34885-03-5,1.1890926348242121
55066-48-3,0.9680016577708246
589-92-4,1.2744919264447154
15520-10-2,0.9092873491838127
6280-15-5,1.2422457474863005
2470-73-7,0.2740272653578819
19142-68-8,0.10962079105132468
9046-10-0,1.1143403335663609
1982-49-6,0.550620744339833
77287-90-2,0.4824912676463951
31291-71-1,1.2519235497687704
18069-17-5,1.2319270846723114
1123-85-9,1.0054822892467874
116287-13-9,0.5549629184014142
112344-52-2,-0.015074329762985391
37795-71-4,0.6231372627154002
62571-86-2,1.2566715272384186
13330-31-9,0.4854157651096081
357-56-2,0.02349604493531543
590-88-5,1.0730198242610045
78-90-0,1.2042807184279494
10171-78-5,1.3267204076311632
29670-17-5,0.32382672409073615
52663-81-7,0.7111197030708852
59182-63-7,0.5457450043409832
5586-87-8,0.2249011016912658
49561-54-8,0.1644167996168608
30007-14-8,0.5825166022332964
1944-12-3,0.8169934488386204
136-69-6,0.5845331407164837
10138-74-6,1.4174763756890003
109-07-9,0.9989178063472174
17590-01-1,0.5039288171123047
75-55-8,0.7942798571503451
94-91-7,1.0273829996527315
114460-08-1,0.11846812925267526
537-61-1,0.4700958628845941
3478-94-2,0.11490924813265964
59-96-1,0.5744348126862826
23256-30-6,0.5402512092419244
74277-10-4,1.1702522826931192
2425-66-3,0.3438676373622404
107-89-1,1.7149043147766925
57-55-6,0.987812273461677
4189-47-3,1.0871128724035233
770-35-4,0.7242455921963576
999-61-1,1.1335127731678492
29053-27-8,0.752144553691254
2568-25-4,1.1368744070845356
4353-02-0,0.19227973258537026
709-90-0,0.8442551888401156
159264-96-7,0.5262725163883031
303-47-9,-0.2976050751360568
19224-26-1,1.2902157623915487
119446-68-3,0.058273159994513025
6423-43-4,0.5781828101584395
75-56-9,0.8351501159676954
1072-43-1,0.9954456677278304
78-89-7,1.015589291720874
78-87-5,0.9167361325378376
16529-56-9,0.3835032255268231
93-53-8,1.0547787738230912
64037-53-2,0.5856623471569551
21267-72-1,0.6375343911206162
3626-56-0,1.3783558295331333
78-97-7,0.8969090678702719
1967-16-4,-0.10262317272479825
74068-00-1,0.3362692459373845
14838-15-4,0.9485592539424326
50901-84-3,0.5174677158083216
117-27-1,0.4767142072793869
1193-81-3,1.3039488181590746
69056-38-8,0.770250358769804
65489-05-6,0.363475546373707
78168-92-0,0.3627429698323828
19408-46-9,1.2252699549781962
56180-94-0,1.2617133160413028
3094-09-5,0.8728492895631628
70886-61-2,0.41856041230859653
598-77-6,0.8611825893622079
55418-56-9,0.421925668196455
47073-92-7,0.800642884014728
95719-25-8,0.9340672758920474
80382-23-6,0.6068982088109937
5005-84-5,0.39288724056177904
55843-86-2,0.5208031589612319
40828-46-4,-0.13443328751643577
81265-54-5,0.4404217496842042
56355-17-0,0.263743692072497
52549-17-4,0.24677327902081048
34691-31-1,0.46278782632823
56427-43-1,-0.8497326343092046
30087-33-3,0.09175352517212033
53716-49-7,0.28949739066814706
66934-18-7,0.15638668667209568
51234-28-7,0.3854772811023178
55690-47-6,-0.34752605689117483
55689-71-9,-0.32377940649785925
5104-49-4,0.4537555037175094
31793-07-4,0.30997412051011014
41363-50-2,0.5049237491302502
72619-41-1,-0.223765815487729
158836-71-6,0.4036370534215997
67700-30-5,0.4872086245788829
188416-20-8,0.7279164798822346
1331-41-5,0.7650692822636772
2126-84-3,0.4517592234336929
7654-03-7,0.9580944855820077
33368-94-4,0.9711241124212883
119-51-7,0.7119758051699498
55294-15-0,0.6646755660040119
98-85-1,1.0512176358865162
42818-60-0,0.59114899190883
54335-70-5,-1.1841243713478737
52570-16-8,0.9851445516651276
87757-18-4,0.1597029260426988
26129-32-8,0.2984285486783225
40843-25-2,0.39649789031329596
105512-06-9,0.14516102287653776
1953-02-2,0.7787468067417127
598-78-7,0.3520794040302051
1501-84-4,0.9900009249993031
76-00-6,0.8391956553859842
66941-48-8,0.1594649076197128
20602-57-7,0.9095347841947152
35782-82-2,0.965709477620777
20866-13-1,0.7654285249515574
14689-97-5,0.13692092751007695
2592-62-3,-0.3349182834544889
497-26-7,0.9638527832296776
75-34-3,0.8322862614528047
50765-96-3,-0.1791308488634922
22094-93-5,0.7146758708975868
4957-16-8,1.3649491823812867
4474-24-2,1.0242918853011609
465-42-9,-0.17711984944418838
85801-02-1,-0.11395675805969686
70-38-2,1.10978617220874
50765-94-1,-0.18611113802407583
59263-66-0,0.22480738487105256
33089-61-1,0.4241139807309906
90268-24-9,0.6540146157179323
50765-93-0,-0.2546169184600603
627-70-3,1.0976359787999592
4602-84-0,1.1778805531048224
64218-02-6,1.1715685902791422
105-87-3,1.4497842164168209
94238-00-3,1.0687457080721465
3772-23-4,0.9750300772490363
6358-37-8,0.578365241079798
95-93-2,1.3517877789383166
527-53-7,1.3502481942590125
5384-21-4,0.7930669847017519
89269-64-7,0.7056644319667682
89427-45-2,-0.6337867922047974
73840-50-3,1.1307180498079892
1124-11-4,0.8627896285079328
10543-57-4,1.1311965858371535
1709-70-2,1.0852639247643068
40580-62-9,0.5526181235046818
121-21-1,0.5209907887098141
23031-36-9,0.653995688798361
97-11-0,0.4466020206407978
27223-49-0,0.9940799903317398
477-33-8,0.098038113218918
29171-21-9,1.2852568206501787
82508-32-5,-0.022643373967762073
2686-99-9,-0.097275789320105
3971-89-9,-0.06885863073937525
98124-08-4,0.4784165618692753
86780-90-7,0.6837375317631044
5585-39-7,1.0886505718036237
459-80-3,1.3118046898642062
1786-08-9,1.1579151493826587
110-93-0,1.2717030085874685
586-62-9,1.206160938673375
68555-58-8,1.304307119935333
137927-76-5,0.30033426784262635
1191-16-8,1.5674114105608474
13884-43-0,0.6405993004014624
97-36-9,0.6669844562151593
78-32-0,0.523930222063399
95-63-6,1.5073845868763096
938-18-1,0.9606895163641985
88-05-1,0.75920001950998
108-75-8,0.6438668458493441
78-30-8,0.9662715423122981
27945-43-3,0.17063758833164985
700-13-0,0.6469849184590452
14667-55-1,0.8221809462752492
28730-17-8,0.7933566590809984
73622-67-0,0.801833293236525
18869-73-3,0.6955904365415582
2169-64-4,0.879971492426211
96-69-5,1.1739511643663278
96-66-2,0.7811762323630504
41208-07-5,0.5096912324773463
1445-23-4,0.8194323941799936
1218-35-5,-0.08942153105106476
59708-57-5,0.3952272270454624
2487-01-6,-0.14089468923047474
79006-76-1,-0.27950603249343176
96515-74-1,0.3724833781612871
50588-13-1,0.16217892714298307
50700-72-6,0.29268760214679057
34388-29-9,0.9423449428877626
121-29-9,0.23704931165823964
26002-80-2,0.29809100635117575
70-43-9,0.6502083614331743
23031-38-1,1.063859996317292
72963-72-5,0.7341685626289135
14297-81-5,1.096690681135249
124416-41-7,0.032068582086373226
14901-07-6,1.2920164022793286
25812-30-0,0.49443808078455864
80-26-2,1.220972558655946
78-70-6,0.5773752371246662
315-18-4,-0.28038724266407083
2032-65-7,-0.2643331024962024
2635-10-1,-0.22111248782404944
2655-14-3,-0.03510430911974165
2425-10-7,-0.215390223825067
671-04-5,-0.37558114121829156
66871-56-5,0.6175369548754821
6392-46-7,-0.34050082988908753
79006-73-8,-0.44840106657216605
23103-98-2,-0.45036372600302693
548-84-5,0.3099206239234281
38035-28-8,0.2250463436514366
59669-26-0,-0.3641483949225259
68789-90-2,-0.7741547919124878
50765-87-2,-0.16566147422555583
100751-82-4,0.5287367599238354
88296-62-2,0.5644628761499488
68789-93-5,-0.45492597269370744
123252-99-3,0.40989160230239574
50528-97-7,0.4275629098126041
61676-87-7,0.7547258807374689
58011-68-0,0.44220906345587374
25505-97-9,0.6945119466314209
24303-87-5,-0.46023812795290564
55-37-8,-0.6089486028768143
64011-88-7,-1.101073641829532
18694-40-1,0.5506561580453778
73590-58-6,0.04921252272678059
21829-25-4,1.0143819387344677
71653-63-9,0.7517047651459158
88046-00-8,0.934789113218383
484-12-8,1.030938309580713
50563-36-5,0.7024911107470445
77732-09-3,0.5784686192766143
24280-93-1,0.5540268707047731
132203-70-4,0.3164794098223224
62751-73-9,-0.468965278658858
67369-99-7,-0.26648247362520555
6962-44-3,0.43606259764796096
38168-64-8,0.05058974360374363
139958-16-0,0.5544601055043902
60568-05-0,0.4035481073399519
4619-66-3,1.3198019959126965
99522-79-9,0.26433358348143143
73698-59-6,0.6908840946995431
89226-75-5,0.28971241498965655
91599-74-5,0.31397374099683356
68483-33-0,-0.4993610366331324
30748-29-9,0.35523928409911393
59204-74-9,0.7433805737966556
63704-66-5,-0.2852726423004478
5205-11-8,1.2052361239342262
107-86-8,0.9399501197904699
4479-75-8,0.8965950921945572
101030-72-2,1.0062486368002665
541-47-9,1.0248838954893782
26485-81-4,0.44550928306021387
137927-77-6,0.2794474879964321
137927-78-7,0.3813941181762488
1752-30-3,0.05145741813888693
67-64-1,0.819491399482505
2082-81-7,1.332786987318572
109-16-0,0.5790460150289533
99-48-9,0.901130279366683
814-78-8,1.1544274324078043
110-13-4,1.177553861118612
123-54-6,1.3517191509861421
86-92-0,0.5409087517591852
