CASRN,Toxic_knn_rdkit2d-0,Toxic_knn_rdkit2d-1
4076-62-4,0.41701507696410006,0.5829849230359
637-50-3,0.5584746587435697,0.4415253412564302
120-58-1,0.5776813059524174,0.42231869404758254
13061-80-8,0.20758480906611043,0.7924151909338896
14861-06-4,0.44737457642453776,0.5526254235754623
590-21-6,0.2794317996402389,0.7205682003597611
16219-75-3,0.7275650860546508,0.2724349139453492
38233-76-0,0.693550911723153,0.306449088276847
78919-13-8,0.5062672213720453,0.4937327786279546
88430-50-6,0.3824102599562093,0.6175897400437906
75-05-8,0.0997878077195866,0.9002121922804135
2001-95-8,0.4914027543198501,0.50859724568015
126-13-6,0.7656151585404427,0.2343848414595573
26305-03-3,0.7225713287555539,0.2774286712444461
3922-90-5,0.4093765687931738,0.5906234312068261
111-01-3,0.8106670886703768,0.18933291132962315
12750-79-7,0.44806705461354257,0.5519329453864573
72559-06-9,0.41300920817675735,0.5869907918232427
16846-24-5,0.7273404833603244,0.2726595166396757
101043-37-2,0.605417928222866,0.39458207177713395
134652-60-1,0.9537465161403433,0.04625348385965663
6846-50-0,0.8728533548255506,0.12714664517444954
37280-56-1,0.6054405865156585,0.3945594134843416
25448-25-3,0.8953384853394198,0.10466151466058009
25103-12-2,0.8905140134884612,0.1094859865115388
23079-28-9,0.7742763833520472,0.2257236166479529
68937-40-6,0.8144636806674034,0.18553631933259665
126-71-6,0.45397277965368577,0.5460272203463141
96513-83-6,0.1324724817512445,0.8675275182487555
64532-95-2,0.7557746864129592,0.24422531358704083
2162-73-4,0.680648128236804,0.319351871763196
85187-23-1,0.6393737667533946,0.3606262332466053
3818-80-2,0.26807982835905003,0.7319201716409499
2667-52-9,0.0,1.0
157859-20-6,1.0,0.0
3081-14-9,0.7022290348106199,0.29777096518938
24916-51-6,0.6220898840094672,0.37791011599053287
68880-55-7,0.6737128890485673,0.32628711095143276
78164-00-8,0.5088959790077104,0.49110402099228945
123-17-1,0.8185159857456197,0.1814840142543803
60828-78-6,0.7380518889560127,0.2619481110439873
16409-46-4,0.9428408759421358,0.05715912405786422
73747-29-2,0.4668285114999554,0.5331714885000445
80621-81-4,0.3462156770524978,0.6537843229475022
3286-46-2,0.43522496973795133,0.5647750302620487
61379-65-5,0.4886988734775917,0.5113011265224082
4345-03-3,1.0,0.0
43119-47-7,0.7473595745631195,0.25264042543688053
1406-66-2,0.801953142710808,0.19804685728919214
303-45-7,0.8143625065474079,0.1856374934525921
25497-49-8,0.7656023328543687,0.2343976671456312
84-80-0,0.6964233333621795,0.30357666663782046
77855-81-3,0.3356258202592865,0.6643741797407133
24365-47-7,0.6042368226815603,0.39576317731843963
51356-22-0,0.08442565083421726,0.9155743491657827
51356-10-6,0.049124613395317054,0.950875386604683
21673-83-6,0.3275553062873035,0.6724446937126966
150-86-7,0.8267494132439607,0.17325058675603924
26544-38-7,0.7542543002411802,0.2457456997588198
70384-29-1,0.6389136397514198,0.36108636024858015
71108-02-6,0.0664421863944923,0.9335578136055077
25265-77-4,1.0,0.0
505-32-8,0.8874449153701857,0.11255508462981441
50-14-6,0.4549873022412546,0.5450126977587454
54573-75-0,0.3939865380139016,0.6060134619860984
330-64-3,0.0,1.0
60244-70-4,0.0579074019607306,0.9420925980392694
60244-66-8,0.0,1.0
7492-32-2,0.15512329028095145,0.8448767097190486
50-34-0,0.15868285275675095,0.8413171472432491
3700-96-7,0.18169628374932528,0.8183037162506748
3700-90-1,0.0,1.0
60244-69-1,0.0,1.0
143201-11-0,0.6087653537255135,0.39123464627448645
1610-18-0,0.2544293599374351,0.745570640062565
99559-84-9,0.047777432299461554,0.9522225677005385
1445-75-6,0.2805196605610767,0.7194803394389233
41669-30-1,1.0,0.0
26401-35-4,1.0,0.0
28472-97-1,1.0,0.0
166412-78-8,1.0,0.0
27554-26-3,1.0,0.0
544-01-4,0.9141191050446204,0.08588089495537958
605-50-5,0.8556295199389786,0.14437048006102135
10086-50-7,0.652499143340998,0.3475008566590019
63980-62-1,0.7464250212471252,0.2535749787528749
589-59-3,1.0,0.0
110-96-3,0.0864885942184168,0.9135114057815832
29214-81-1,0.2724980207316039,0.727501979268396
127-39-9,0.3903752600279334,0.6096247399720666
84-69-5,0.8391623369549577,0.16083766304504235
53378-52-2,0.2007703451774417,0.7992296548225583
97-85-8,1.0,0.0
68171-33-5,1.0,0.0
132299-20-8,0.7256338104340617,0.27436618956593833
100-18-5,1.0,0.0
38640-62-9,0.7984814732645787,0.2015185267354213
28178-42-9,0.7790330796974132,0.22096692030258677
94133-79-6,0.7842369818665547,0.21576301813344545
565-80-0,0.6083534639775529,0.3916465360224471
50847-11-5,0.12508746489544295,0.8749125351045571
97-72-3,0.8092175925663867,0.1907824074336133
3437-84-1,0.6118224490156897,0.3881775509843102
108-18-9,0.2997253664675926,0.7002746335324073
2986-17-6,0.2759760657146569,0.7240239342853431
139-40-2,0.15623410262361673,0.8437658973763833
38588-65-7,0.3435352783423372,0.6564647216576628
96-80-0,0.43500624083168243,0.5649937591683176
66660-95-5,0.13042836229664756,0.8695716377033524
4261-68-1,0.17109627045903075,0.8289037295409692
2303-16-4,0.3138106249823193,0.6861893750176806
601-77-4,0.05129098114482522,0.9487090188551748
108-20-3,0.8024629769881336,0.19753702301186632
7491-02-3,0.9432668526998084,0.05673314730019158
924-88-9,0.9026502314253715,0.09734976857462846
7283-70-7,0.6413979038100264,0.3586020961899736
10552-74-6,0.761231069263201,0.2387689307367989
50512-35-1,0.6452650590268653,0.35473494097313474
59937-28-9,0.7211484653135797,0.2788515346864204
105-64-6,0.6860131599044298,0.3139868400955702
1809-20-7,0.40543060811626713,0.5945693918837328
26087-47-8,0.3084940168572063,0.6915059831427937
51356-07-1,0.09122965388710387,0.9087703461128961
51356-16-2,0.0,1.0
10141-19-2,0.8452515905215816,0.1547484094784184
3726-36-1,0.8913519703680727,0.10864802963192736
67786-25-8,1.0,0.0
371756-75-1,1.0,0.0
128446-33-3,0.879538799086933,0.12046120091306699
1397-89-3,0.7520524784312628,0.2479475215687373
3773-49-7,0.13696240747337668,0.8630375925266233
108-62-3,0.4803791889971071,0.5196208110028929
68857-95-4,0.723028681833194,0.2769713181668059
104987-11-3,0.7980094757044623,0.20199052429553763
51596-10-2,0.3352738601015364,0.6647261398984636
10176-39-3,0.46564908571756075,0.5343509142824392
42588-37-4,0.8547573732597685,0.14524262674023142
20780-49-8,1.0,0.0
108-84-9,1.0,0.0
67306-03-0,0.20602288602838117,0.7939771139716187
30685-43-9,0.2158995124713437,0.7841004875286562
58327-21-2,0.9197990007865138,0.08020099921348625
58327-19-8,0.8853503066188564,0.11464969338114356
516-95-0,0.6672667377731742,0.33273326222682575
65242-49-1,0.6900211624107238,0.30997883758927625
57-88-5,0.47349833727217533,0.5265016627278246
15662-33-6,0.43830707534765057,0.5616929246523493
20562-02-1,0.5420614064726911,0.4579385935273089
71-63-6,0.24217193954604993,0.75782806045395
20830-75-5,0.22750920610280462,0.7724907938971955
1404-93-9,0.39554173808129606,0.6044582619187039
41294-56-8,0.34089319178647715,0.6591068082135229
57333-96-7,0.3873434701560563,0.6126565298439436
17578-43-7,0.7339097916889608,0.2660902083110392
18470-09-2,0.3127068055725243,0.6872931944274757
29886-96-2,0.40352013142229076,0.5964798685777093
87239-81-4,0.8447793610036887,0.15522063899631142
550-53-8,0.6112341667878981,0.38876583321210195
56717-11-4,0.5067161294061007,0.4932838705938992
106-21-8,0.8362556038980328,0.16374439610196717
203448-76-4,0.12603824637310776,0.8739617536268922
543-82-8,0.21358845406673393,0.786411545933266
3081-01-4,0.27734775078224644,0.7226522492177536
7535-34-4,0.17804366191704243,0.8219563380829575
108-11-2,0.5802563375414247,0.4197436624585753
23436-19-3,0.5643993470931177,0.43560065290688227
99-82-1,0.8440454905463801,0.15595450945361994
87061-04-9,0.7517715854332415,0.2482284145667585
26171-78-8,0.9244997644118789,0.07550023558812108
147126-62-3,0.8092994941027886,0.1907005058972115
89-80-5,0.7786117835413559,0.22138821645864412
66941-88-6,0.0,1.0
103-95-7,0.5398033064174593,0.4601966935825405
57144-56-6,0.2760542761527395,0.7239457238472605
64059-37-6,0.6107458636937049,0.38925413630629513
860035-10-5,0.8015423171243459,0.19845768287565413
55636-92-5,0.25301292361975414,0.7469870763802459
42978-66-5,0.6116226310057381,0.3883773689942619
123-63-7,0.6824457565856458,0.3175542434143543
50765-83-8,0.049051027246020756,0.9509489727539793
50765-86-1,0.011908515824325821,0.9880914841756742
50765-79-2,0.013061736352909798,0.9869382636470901
21259-20-1,0.3464859097478574,0.6535140902521426
68133-73-3,1.0,0.0
40580-61-8,0.6690464663937521,0.3309535336062479
20724-12-3,0.6109981851935994,0.3890018148064006
30129-27-2,0.6160843589854824,0.38391564101451764
78-35-3,1.0,0.0
964-52-3,0.4623450490923013,0.5376549509076988
121489-04-1,0.32503159374736945,0.6749684062526305
30562-34-6,0.5434409007439891,0.45655909925601107
66085-59-4,0.4351440892571982,0.5648559107428016
78194-09-9,0.4474039027628746,0.5525960972371254
24353-58-0,0.45178068604590077,0.5482193139540992
73080-51-0,0.1988629446929929,0.8011370553070071
489-84-9,0.9305790960924437,0.0694209039075562
6223-35-4,0.49157859373678614,0.5084214062632137
17493-73-1,0.44040243032956705,0.559597569670433
92671-67-5,0.39492348065445965,0.6050765193455403
113139-67-6,0.5728630057508156,0.42713699424918433
121625-72-7,0.5245956065116542,0.4754043934883459
67801-20-1,0.86842569825517,0.13157430174483
56105-46-5,0.6423119315449165,0.3576880684550836
63982-52-5,0.06463201259968201,0.935367987400318
18659-45-5,0.0,1.0
2752-71-8,0.0,1.0
119-38-0,0.05644210527296204,0.943557894727038
72542-61-1,0.08160750546740862,0.9183924945325914
78194-24-8,0.46833039077294436,0.5316696092270556
78194-42-0,0.6685737449843848,0.3314262550156152
15037-62-4,0.0,1.0
94739-29-4,0.6102262388074502,0.3897737611925498
75530-68-6,0.6136236282918903,0.3863763717081096
97-86-9,0.88153911406999,0.11846088593001002
13749-61-6,0.4510697242404881,0.5489302757595119
23684-11-9,0.7256437694487768,0.27435623055122327
110-12-3,0.6264670329712657,0.37353296702873434
3572-41-6,0.5875950009828393,0.4124049990171607
70318-55-7,0.8448427529607117,0.15515724703928838
70318-56-8,0.3630367145428486,0.6369632854571514
26544-20-7,0.3674996743852523,0.6325003256147478
13706-86-0,0.6739494185621512,0.326050581437849
81250-17-1,0.05313456654559932,0.9468654334544007
123-92-2,1.0,0.0
110-19-0,1.0,0.0
99-86-5,0.8667577538593154,0.13324224614068464
542-08-5,0.681282343111051,0.318717656888949
99-87-6,0.7946564777724759,0.20534352222752414
535-77-3,0.8309316401510192,0.16906835984898083
89-83-8,0.10790810436676476,0.8920918956332352
56211-40-6,0.8088149118756239,0.19118508812437607
22760-18-5,0.38465572940347054,0.6153442705965295
40507-23-1,0.2430908810888517,0.7569091189111483
65765-07-3,0.4068020061500417,0.5931979938499583
499-75-2,0.10869657783954181,0.8913034221604583
2814-20-2,0.34777324155043027,0.6522267584495698
80176-21-2,0.5457271136569004,0.4542728863430996
55814-41-0,0.8038666630501089,0.19613333694989113
125055-52-9,0.0,1.0
563-80-4,0.7027627745946129,0.2972372254053871
59230-57-8,1.0,0.0
39543-79-8,0.6168246905269866,0.3831753094730134
314-42-1,0.40436519046955827,0.5956348095304417
123524-52-7,0.28351175802967526,0.7164882419703248
6673-35-4,0.3995673563952965,0.6004326436047035
19234-20-9,0.8709141946805357,0.12908580531946431
108-21-4,0.9318833169014609,0.06811668309853913
4212-94-6,0.4737092944677007,0.5262907055322993
12650-69-0,0.4630352338203027,0.5369647661796972
828-00-2,0.8713642196482402,0.12863578035175985
1445870-18-7,0.9403376270989436,0.05966237290105633
68425-16-1,0.6861863835043446,0.3138136164956555
1222-05-5,0.3386207532699695,0.6613792467300306
57052-04-7,0.26009461611059326,0.7399053838894067
540-84-1,0.6987869199758073,0.3012130800241926
67239-26-3,0.19730154942450528,0.8026984505754947
40915-86-4,0.40806056089838627,0.5919394391016137
35256-85-0,0.6055914731847665,0.39440852681523364
19666-30-9,0.2739030441324393,0.7260969558675607
129909-90-6,0.22127857980490964,0.7787214201950903
76-50-6,0.8553369968552865,0.1446630031447135
71108-05-9,0.05933577671016011,0.9406642232898399
71108-06-0,0.10711426878719844,0.8928857312128016
111038-42-7,0.20868270832969982,0.7913172916703002
127-25-3,0.7470145574506006,0.2529854425493994
13254-34-7,0.8355469329443601,0.1644530670556399
144-19-4,0.5727742090358326,0.42722579096416746
3445-42-9,0.49444950573245344,0.5055504942675465
14860-89-0,0.49287527390395547,0.5071247260960445
26762-93-6,0.5551837438522278,0.44481625614777226
49562-28-9,0.5922366158261724,0.4077633841738277
51368-55-9,0.9452841004853157,0.05471589951468426
58327-13-2,0.9627809414695595,0.03721905853044045
58327-14-3,0.9633647329158231,0.0366352670841768
58327-12-1,0.8822187520244481,0.11778124797555185
666-84-2,0.6823152246366317,0.31768477536336825
53471-69-5,0.9030619838132986,0.09693801618670139
53003-82-0,0.9541055209962064,0.04589447900379362
53003-62-6,0.8330198219038693,0.16698017809613075
86408-72-2,0.39358081042079984,0.6064191895792002
512-04-9,0.42182965048339766,0.5781703495166024
36011-19-5,0.462961552694645,0.537038447305355
33160-78-0,0.0,1.0
154619-51-9,0.02888967470218457,0.9711103252978154
114311-32-9,0.5320342781273601,0.46796572187263985
69915-63-5,0.6511082023362839,0.3488917976637161
69915-62-4,0.7462737429814725,0.2537262570185275
581-12-4,0.6972260820188961,0.3027739179811039
470-67-7,0.90319102562281,0.09680897437719006
512-85-6,0.739095303631187,0.2609046963688129
63968-64-9,0.7178303300829786,0.28216966991702147
13613-99-5,0.34451296583497515,0.655487034165025
3035-45-8,0.06895043704183818,0.9310495629581619
1014-69-3,0.11135048458379086,0.8886495154162093
64-00-6,0.0,1.0
2752-81-0,0.0,1.0
2631-40-5,0.0,1.0
114-26-1,0.06656037608970714,0.9334396239102928
366-70-1,0.4244821122841275,0.5755178877158725
54266-83-0,0.0,1.0
106293-84-9,0.0,1.0
73115-70-5,0.3307095888233489,0.6692904111766511
2315-43-7,0.0,1.0
1505-95-9,0.0949909204419103,0.9050090795580896
996-35-0,0.052154000802899766,0.9478459991971002
3938-45-2,0.0,1.0
116666-63-8,0.3270651557523227,0.6729348442476775
24730-10-7,0.1960688009634749,0.8039311990365251
14759-05-8,0.0,1.0
54270-10-9,0.06379049759604377,0.9362095024039564
18952-79-9,0.11529635965954638,0.8847036403404537
26328-00-7,0.49802394483237067,0.5019760551676292
69788-41-6,0.4128454878091544,0.5871545121908455
97887-77-9,0.687132809203838,0.31286719079616193
6659-45-6,0.14852513801085082,0.8514748619891492
22343-07-3,0.13114010151702285,0.8688598984829772
64249-01-0,0.0,1.0
14211-01-9,0.41890263787796234,0.5810973621220377
36614-38-7,0.0,1.0
19645-42-2,0.0,1.0
79985-91-4,0.0,1.0
97699-69-9,0.3284968741562063,0.6715031258437937
30560-28-2,0.1671945307933661,0.832805469206634
71617-10-2,0.7982941923937974,0.2017058076062027
3567-08-6,0.7523327991011614,0.24766720089883856
17959-11-4,0.23625707445404343,0.7637429255459566
404-86-4,0.6521937330092112,0.34780626699078876
145071-49-4,0.2637305645917572,0.7362694354082429
111038-37-0,0.4056274009715937,0.5943725990284062
72739-69-6,0.19925228647333632,0.8007477135266636
23485-79-2,0.0,1.0
149877-41-8,0.6122089042391733,0.38779109576082665
24353-61-5,0.6862199147644555,0.3137800852355444
13955-12-9,0.0,1.0
15863-65-7,0.03782628247791661,0.9621737175220835
14358-50-0,0.5568495501219137,0.44315044987808616
24017-18-3,0.11321730787635399,0.886782692123646
6838-93-3,0.4684496235367992,0.5315503764632008
107-44-8,0.42222574634200477,0.5777742536579953
71048-99-2,0.7252183369968618,0.2747816630031381
97886-45-8,0.1929265148508797,0.8070734851491204
959-24-0,0.6876412990425679,0.31235870095743207
27458-93-1,0.8529789671315494,0.14702103286845067
30399-84-9,0.9367145290224912,0.06328547097750875
68784-12-3,0.8668188794196899,0.13318112058031006
68526-86-3,0.8935714790087669,0.10642852099123314
72162-46-0,0.12490298240967114,0.8750970175903289
64354-92-3,0.8905169351806373,0.10948306481936268
1330-61-6,0.878045042656544,0.121954957343456
26544-23-0,0.6098309051785316,0.39016909482146833
27013-89-4,0.67471439518431,0.32528560481568997
71902-23-3,1.0,0.0
25168-26-7,0.11633879749475903,0.8836612025052409
25103-09-7,1.0,0.0
29590-42-9,0.8241617444580108,0.17583825554198926
11071-47-9,0.8217985844582519,0.17820141554174812
830322-14-0,0.8264253683307257,0.17357463166927437
646-07-1,0.725849911717049,0.27415008828295095
41764-14-1,0.3508244152673537,0.6491755847326464
56011-02-0,0.2597597337279307,0.7402402662720693
110-45-2,0.9416332356833411,0.05836676431665892
7779-65-9,0.925019251033196,0.07498074896680394
94-46-2,0.9491855659203088,0.05081443407969116
87-20-7,0.6064162684292955,0.3935837315707044
928-70-1,0.48734075365809837,0.5126592463419016
590-86-3,0.9153790445100816,0.08462095548991845
1553-60-2,0.4566324855017862,0.5433675144982137
91040-96-9,0.1552970963365842,0.8447029036634158
72221-66-0,0.15887353352678546,0.8411264664732145
93-19-6,0.09982390872129562,0.9001760912787043
503-74-2,0.6590937242923748,0.34090627570762516
140-26-1,1.0,0.0
2835-39-4,0.7684607773841963,0.23153922261580367
103-38-8,1.0,0.0
78-81-9,0.22471491503783048,0.7752850849621694
33207-44-2,0.18739112610903066,0.8126088738909693
371-44-8,0.8700312066930066,0.1299687933069934
52102-44-0,0.7551598418173594,0.2448401581826406
30979-48-7,0.24769941348567515,0.7523005865143249
13887-57-5,0.05539888978495405,0.944601110215046
78-83-1,0.5679398832214851,0.4320601167785149
4439-24-1,0.591138719553219,0.408861280446781
51550-64-2,0.10114556353934272,0.8988544364606572
105-01-1,0.8042519939306844,0.19574800606931578
102-13-6,1.0,0.0
1713-15-1,0.05240695529733581,0.9475930447026643
106-63-8,0.6488312901564267,0.35116870984357335
120-50-3,0.9221589028865508,0.07784109711344918
87-19-4,0.8417894583079222,0.15821054169207777
86553-26-6,0.6460183142075016,0.3539816857924985
27442-58-6,0.28103312543378317,0.7189668745662169
18169-57-8,0.29236662062082325,0.7076333793791768
513-44-0,0.5108439409189584,0.48915605908104165
696-29-7,0.6335129400950125,0.3664870599049876
4621-04-9,0.7587665248442027,0.24123347515579732
34131-99-2,0.9001837202292149,0.09981627977078507
528-92-7,0.3857106357681645,0.6142893642318354
70124-77-5,0.5218674581171199,0.4781325418828801
66827-38-1,0.5423357559396625,0.45766424406033746
14845-08-0,0.28610344678234645,0.7138965532176536
72-18-4,0.7711680476112881,0.22883195238871196
16652-76-9,0.9456981093774348,0.05430189062256523
7407-66-1,0.06105976517025942,0.9389402348297405
496-67-3,0.2568266208978737,0.7431733791021263
565-74-2,0.7483607516998981,0.251639248300102
64047-48-9,0.6251267991370504,0.37487320086294956
91132-80-8,0.1891424368215176,0.8108575631784825
28770-01-6,0.47918158578519826,0.5208184142148017
68683-20-5,0.8782296528693058,0.12177034713069419
4395-92-0,0.7763324784085149,0.22366752159148506
536-60-7,0.543551274884115,0.45644872511588497
13816-33-6,0.7062769899872048,0.2937230100127952
31027-31-3,0.6135445138777481,0.3864554861222519
15763-76-5,0.2906680462166968,0.7093319537833032
17959-33-0,0.131471337574318,0.8685286624256819
1333-53-5,0.05172840610111233,0.9482715938988877
643-28-7,0.0916817354632677,0.9083182645367323
91040-95-8,0.11586331967501773,0.8841366803249824
13311-84-7,0.2502662042681006,0.7497337957318994
37389-71-2,0.22907557693461592,0.770924423065384
80-34-2,0.8338311367317104,0.16616886326828956
79-31-2,0.7650525638894694,0.23494743611053057
103-48-0,1.0,0.0
103-60-6,0.9464070543296821,0.053592945670317985
103-59-3,1.0,0.0
103-28-6,1.0,0.0
1532-00-9,0.6037121510370255,0.3962878489629746
56425-91-3,0.3401618298961696,0.6598381701038304
73681-12-6,0.12294971715546726,0.8770502828445327
21738-42-1,0.31744957294298626,0.6825504270570137
63659-19-8,0.2524299471456232,0.7475700528543767
29122-68-7,0.5647423706901572,0.4352576293098428
59333-90-3,0.16594124738571875,0.8340587526142812
86247-86-1,0.3803205855245412,0.6196794144754587
81486-22-8,0.05996593607211592,0.9400340639278841
586-06-1,0.18865493530661187,0.8113450646933882
5588-22-7,0.3749168308024523,0.6250831691975477
14334-41-9,0.14406406214413042,0.8559359378558695
31802-16-1,0.053738818287708684,0.9462611817122912
768-52-5,0.05652439603148881,0.9434756039685113
101-72-4,0.3483491759997819,0.6516508240002181
2210-25-5,0.5127785484944718,0.48722145150552815
637-32-1,0.1913743267218164,0.8086256732781836
22936-86-3,0.234885109944359,0.765114890055641
97817-39-5,0.4144979312581934,0.5855020687418067
36734-19-7,0.5484003638207992,0.45159963617920096
63884-40-2,0.4263491263048282,0.5736508736951719
3544-35-2,0.1957902179798282,0.8042097820201718
54-92-2,0.18364777435387467,0.8163522256461254
35944-83-3,0.05886591576827562,0.9411340842317243
99300-63-7,0.0,1.0
2030-63-9,0.5353297561600738,0.464670243839926
58934-46-6,0.1270416129910085,0.8729583870089915
89703-10-6,0.12742532216645458,0.8725746778335455
3772-26-7,0.40351433370993656,0.5964856662900634
22235-81-0,0.09947718091824628,0.9005228190817538
3423-28-7,0.638706715149357,0.36129328485064294
142459-58-3,0.2697270353807384,0.7302729646192616
1918-16-7,0.27361339355788444,0.7263866064421156
98410-36-7,0.311050747440614,0.688949252559386
25057-89-0,0.41693825947794716,0.5830617405220528
79-46-9,0.2512224938540338,0.7487775061459662
67-63-0,0.6694396035201149,0.33056039647988505
98519-41-6,0.0,1.0
4016-14-2,0.3312899571225357,0.6687100428774644
93-78-7,0.11563019818557907,0.8843698018144209
83656-29-5,0.5297128764768867,0.47028712352311336
66332-96-5,0.5733578830772186,0.4266421169227813
35212-22-7,0.6300187938839189,0.369981206116081
29026-74-2,0.24930080214652525,0.7506991978534747
38753-50-3,0.4479774236672153,0.5520225763327846
7780-06-5,0.8793825306163584,0.12061746938364164
939-48-0,0.9235858488034704,0.07641415119652958
88599-41-1,0.7768037936170462,0.22319620638295382
88599-42-2,0.7630799260070414,0.2369200739929585
68334-67-8,0.19044574741391831,0.8095542525860816
5836-10-2,0.33722941599189976,0.6627705840081003
122-42-9,0.6623492384239842,0.33765076157601587
83395-31-7,0.6556404828048698,0.34435951719513014
298692-41-8,0.6060275088252903,0.39397249117470967
108-23-6,0.6372288750367414,0.36277112496325853
1714-03-0,0.05196835934707436,0.9480316406529256
1713-97-9,0.0,1.0
24441-57-4,0.0,1.0
46355-07-1,0.35109511809835786,0.6489048819016422
75-33-2,0.4150753325657324,0.5849246674342675
4095-32-3,0.11476900014849395,0.8852309998515061
141396-28-3,0.7464065387025077,0.2535934612974923
500-38-9,0.7167121274136599,0.2832878725863401
106-55-8,0.47638983817582714,0.5236101618241729
110871-86-8,0.5704616786670533,0.4295383213329467
61477-94-9,0.0,1.0
98459-18-8,0.0,1.0
7652-64-4,0.6701625513736603,0.32983744862633957
2935-44-6,0.8751747860805004,0.12482521391949962
110-97-4,0.8419128411879777,0.15808715881202237
110-98-5,1.0,0.0
25322-69-4,0.9431329056244265,0.056867094375573544
25136-55-4,0.8465686190197146,0.15343138098028544
1073-79-6,0.6025393396197043,0.39746066038029565
141-91-3,0.590684482612958,0.40931551738704186
1593-77-7,0.8116638015062093,0.18833619849379069
10140-90-6,0.05923881980790476,0.9407611801920952
108-60-1,0.3612939674266142,0.6387060325733858
3048-76-8,0.7276491255066031,0.272350874493397
57472-68-1,0.5169004441882444,0.4830995558117555
27138-31-4,0.8600257909909471,0.1399742090090528
13275-18-8,0.2732712350895555,0.7267287649104445
14663-72-0,0.0,1.0
849-55-8,0.3047155884482593,0.6952844115517407
579-56-6,0.39198492855603206,0.6080150714439679
7681-93-8,0.7442068438397079,0.25579315616029213
84985-34-2,0.9350370344383586,0.0649629655616413
513-85-9,0.881816357427328,0.1181836425726719
98532-74-2,0.0,1.0
98519-01-8,0.0,1.0
6280-75-7,0.20054868549975938,0.7994513145002407
93-96-9,0.5092948608734567,0.4907051391265434
4351-70-6,0.09708510282503602,0.9029148971749639
23477-98-7,0.6033964116692697,0.3966035883307303
62563-80-8,0.7999888604094199,0.20001113959058006
4433-36-7,0.8023512932309987,0.19764870676900131
21145-77-7,0.8446776088669903,0.1553223911330098
72869-86-4,0.8009268066909311,0.19907319330906895
70172-00-8,0.7460344210166094,0.25396557898339056
71-58-9,0.8315290612517865,0.1684709387482136
33564-31-7,0.8635913600496308,0.13640863995036928
359-83-1,0.0,1.0
123298-28-2,0.7378251493476379,0.2621748506523622
51155-15-8,0.2759590878945445,0.7240409121054556
57646-30-7,0.5010023612158179,0.4989976387841821
7492-67-3,1.0,0.0
105-85-1,0.9446061536198601,0.055393846380139986
139-70-8,1.0,0.0
8000-29-1,0.9390248662976298,0.0609751337023701
51566-62-2,0.41025020498790965,0.5897497950120903
502-47-6,0.9190281292669231,0.08097187073307678
16409-43-1,0.6761127186643693,0.32388728133563055
2436-90-0,0.773356962238064,0.22664303776193603
36798-79-5,0.12560842187538485,0.8743915781246151
111479-05-1,0.31910568635367254,0.6808943136463276
141-11-7,0.9451899782365564,0.054810021763443656
5370-01-4,0.33976143071388315,0.6602385692861168
143692-53-9,0.48305569043438584,0.5169443095656141
40766-31-2,0.7159473874638463,0.2840526125361538
161599-46-8,0.5370107462136244,0.4629892537863756
95719-24-7,0.7119840768459487,0.2880159231540513
58430-94-7,0.9333930034255274,0.06660699657447261
77-54-3,0.8624988199698415,0.13750118003015854
5634-42-4,0.5398219879982165,0.4601780120017836
80449-58-7,0.8704025240725083,0.12959747592749174
53-36-1,0.8788218381348778,0.12117816186512215
2885-39-4,0.4716353424479849,0.528364657552015
34681-10-2,0.0,1.0
1477-79-8,0.16597994841009442,0.8340200515899056
62-51-1,0.6814743143580619,0.3185256856419381
108-65-6,0.7948081408169353,0.20519185918306462
23541-50-6,0.26134712423973966,0.7386528757602604
63170-60-5,0.17921030912605707,0.8207896908739429
64544-07-6,0.8908335458540095,0.10916645414599056
10486-14-3,1.0,0.0
7764-50-3,0.7412658301103466,0.25873416988965325
27813-02-1,0.6767769261707268,0.3232230738292731
3644-61-9,0.32123070796714664,0.6787692920328533
66309-83-9,0.5316205512973008,0.46837944870269915
22683-78-9,0.11841917202956322,0.8815808279704368
60789-89-1,0.1623195880983241,0.8376804119016759
5726-19-2,0.9263559259709746,0.07364407402902538
10402-52-5,1.0,0.0
40552-84-9,0.9186816369096893,0.08131836309031078
74258-86-9,0.8773203343435736,0.1226796656564264
143692-40-4,0.34635790657463755,0.6536420934253624
1331-12-0,0.9353277169248254,0.06467228307517461
2114-33-2,1.0,0.0
72619-44-4,0.09517090899025167,0.9048290910097483
13740-38-0,0.7436314800250958,0.2563685199749041
17560-51-9,0.8740857518948197,0.1259142481051803
68683-30-7,0.8093515899560028,0.19064841004399727
57852-57-0,0.38243040399813066,0.6175695960018693
39472-31-6,0.3419999640914216,0.6580000359085784
207574-76-3,0.6734736131013724,0.3265263868986276
4390-04-9,0.7853286423018608,0.21467135769813925
6731-36-8,0.8188059302804348,0.1811940697195651
13475-82-6,0.7374132071582171,0.2625867928417829
58327-15-4,0.8725414470280679,0.1274585529719321
1392325-86-8,0.7401615384593918,0.25983846154060825
365411-50-3,0.8762436233975704,0.12375637660242954
33704-61-9,0.7493817470911668,0.25061825290883327
34396-03-7,0.9304084218848709,0.06959157811512898
91-51-0,0.8524769403097504,0.14752305969024956
3452-97-9,0.7705653043256029,0.22943469567439714
3302-10-1,1.0,0.0
71500-37-3,0.9397874467647663,0.06021255323523363
18379-25-4,0.2938881041156936,0.7061118958843065
80-54-6,0.7773583228651223,0.22264167713487765
12002-53-8,1.0,0.0
