CASRN,EPA_svm_rdkit2d-1,EPA_svm_rdkit2d-2,EPA_svm_rdkit2d-3,EPA_svm_rdkit2d-4
60207-90-1,0.019579362216739424,0.34189851961770984,0.5755329394532763,0.06298917871227454
1003-14-1,0.026897490547742053,0.4052058226924892,0.4572730658624376,0.11062362089733142
105-31-7,0.15101351161947613,0.2778041091332299,0.48126147696076327,0.08992090228653105
39067-39-5,0.025996285649057743,0.14248791420605722,0.6627193786590503,0.16879642148583476
6082-56-0,0.016994567166457822,0.2994034797890329,0.6199969889074419,0.06360496413706732
103-65-1,0.009374982800370614,0.06272990707574991,0.7673110170606198,0.16058409306325952
28785-06-0,0.00803062667347611,0.04340879435028274,0.8441061096127316,0.10445446936350933
645-56-7,0.011967490007257386,0.10046674490494253,0.8434786114148937,0.04408715367290655
94-58-6,0.0385138083539526,0.29001460250179784,0.6000041903067972,0.07146739883745246
644-35-9,0.010263305685966319,0.11211813257112653,0.8535503873607788,0.024068174382128254
7231-31-4,0.07291566764564833,0.1666996150777222,0.7030767706111934,0.057307946665436336
51-52-5,0.014565269036021032,0.18123549633793118,0.5848011072613492,0.21939812736469902
14222-60-7,0.07569393636202813,0.3744372092831641,0.5168503974073637,0.03301845694744414
75464-11-8,0.045682274387787776,0.488774327449955,0.1827458105008039,0.2827975876614532
151327-12-7,0.027749002326571542,0.5900040213722356,0.29034455735664627,0.09190241894454662
151327-04-7,0.03920845151965349,0.5011557364948365,0.31975682254929216,0.13987898943621807
151327-11-6,0.03500533110285998,0.5703474737737343,0.28612310243348144,0.10852409268992422
151327-07-0,0.025118014616698284,0.5632123603151713,0.3042990205719442,0.10737060449618606
168152-96-3,0.003120006449949857,0.10827345977740695,0.797013005918436,0.09159352785420709
168152-92-9,0.032408264327908005,0.6549711691511747,0.23757898300884206,0.0750415835120753
168152-72-5,0.04125563347452656,0.58352020702312,0.26720670796470586,0.10801745153764765
168152-66-7,0.03278915611519626,0.6982622026868688,0.216218688688274,0.05272995250966099
168152-81-6,0.045716015966098665,0.6417488680449028,0.22122404580175237,0.09131107018724606
168152-80-5,0.04457280850409421,0.4987234874308763,0.31800651819094816,0.13869718587408136
168152-67-8,0.03432563824010773,0.6818223524067965,0.20348862460009312,0.08036338475300248
168152-84-9,0.030945154351768617,0.6544873978393106,0.25081910868010737,0.06374833912881332
168152-76-9,0.03659214726692393,0.6512330361570241,0.23068764346368792,0.08148717311236413
168152-71-4,0.04343513617821205,0.6273937465072271,0.23240984910538529,0.09676126820917566
1688-71-7,0.027071853144622002,0.2634898512916803,0.6413632558791438,0.06807503968455406
97392-14-8,0.06252554227894548,0.23309308641464757,0.6594445551858602,0.04493681612054681
70735-85-2,0.04567817428570933,0.19529068151463264,0.7059673267017305,0.053063817497927566
63233-46-5,0.05774113703202104,0.38771864503689474,0.48011284158712336,0.07442737634396102
2051-78-7,0.006964009287189838,0.12673044332107228,0.6197184066970497,0.2465871406946883
103-37-7,0.00859438394240108,0.03919137028482837,0.6016736121206476,0.35054063365212307
123-20-6,0.01990032794231527,0.2636378947175057,0.5682503162286697,0.14821146111150912
36597-90-7,0.008926585147985682,0.1918612045947572,0.7622128374864346,0.0369993727708226
107-10-8,0.03687054410978344,0.4104972923994978,0.4973638346291247,0.05526832886159385
125055-68-7,0.0190835850608009,0.6590145975493378,0.2893932395341441,0.03250857785571706
94-20-2,0.03440356715558427,0.10983692070315512,0.719105885139618,0.13665362700164263
13887-60-0,0.07281853541581465,0.11726890975643996,0.7508639415250877,0.05904861330265722
73941-13-6,0.04567500460619845,0.36067279949842035,0.5752028192883636,0.018449376607017374
27050-40-4,0.0607491693716034,0.5836188537827288,0.3302118117077511,0.025420165137916846
33245-39-5,0.07601795621573805,0.14723889153369146,0.5910100888813286,0.18573306336924197
26399-36-0,0.09374488110780076,0.21101300508135404,0.47699089372880843,0.21825122008203704
64057-89-2,0.042755438787786364,0.3391730710246623,0.522434930635177,0.09563655955237421
4634-51-9,0.6572611541204815,0.16186704288063014,0.11811374217091042,0.06275806082797782
41078-02-8,0.010071629827075598,0.08247537578753343,0.8163874736690383,0.09106552071635295
816-57-9,0.058518525104507765,0.2849657959088544,0.5755125229682124,0.08100315601842548
2807-30-9,0.007562765504510981,0.05790792961633808,0.7164925926073556,0.21803671227179544
110-74-7,0.014854207989642342,0.12077642752418057,0.5127281278597913,0.35164123662638563
33235-97-1,0.042084985677766154,0.5459148626155398,0.3899381984985688,0.022061953208125058
33236-21-4,0.029267847414929705,0.2608178488674708,0.693571973842515,0.016342329875084237
52709-86-1,0.12237435478257862,0.09724281120146662,0.33174156804261584,0.4486412659733391
142770-42-1,0.0833135678395724,0.17560607517089824,0.6379486963338965,0.10313166065563317
34614-30-7,0.023101459083343448,0.14890484188759798,0.7109945955737644,0.11699910345529405
627-12-3,0.059985431191763215,0.09933076142838382,0.6652522728081911,0.17543153457166177
83395-30-6,0.01699085539426397,0.10581848025040172,0.673144556236024,0.20404610811931062
1713-98-0,0.5277137874284434,0.423869957910791,0.03565866271463467,0.012757591946130908
18705-22-1,0.05115386350640301,0.1813715969991945,0.7100229009547184,0.057451638539683755
64050-66-4,0.546430156680428,0.3500974457385933,0.0816360444404743,0.021836353140504364
107-03-9,0.021849376676725582,0.14562182807382656,0.667290372585389,0.16523842266405878
49828-25-3,0.06097225437128336,0.19506583187445117,0.6818180697314741,0.06214384402279147
13889-92-4,0.12193374464017663,0.4452310064655414,0.38695486549102165,0.045880383403259825
38827-35-9,0.013094517992631392,0.1334610818188775,0.5773212895781271,0.2761231106103641
918504-27-5,0.06287790524510989,0.14525701270816635,0.4361468279643873,0.35571825408233626
1262985-23-8,0.04530900501586177,0.23454319081848055,0.5083044943608328,0.21184330980482488
1103234-56-5,0.06347803944083594,0.22291160141855232,0.45185295796740527,0.26175740117320634
540-54-5,0.037779402179999616,0.12417945525531138,0.7072676623822788,0.13077348018241028
68526-56-7,0.005053825186460325,0.04525192935216057,0.33830059941950086,0.611393646041878
928-96-1,0.01071697544900217,0.06830378852231132,0.7934944303789347,0.12748480564975193
33467-73-1,0.006075584682792089,0.0461061158633578,0.6635240347914354,0.2842942646624147
42436-07-7,0.004495375275906266,0.03297061134880167,0.5259979572349273,0.43653605614036484
65405-77-8,0.005973937758259383,0.09661941077954266,0.7331078436990935,0.1642988077631041
24880-45-3,0.015603104151127374,0.046412653490840186,0.25298780455968634,0.6849964377983464
2091-24-9,0.02256668281465055,0.046795920603488944,0.23625377850679566,0.6943836180750647
5910-85-0,0.03618817987382829,0.1948863614492274,0.5356039173355261,0.23332154134141833
17369-59-4,0.006662351436507877,0.05661586136885916,0.8169728260627946,0.11974896113183812
107-12-0,0.27053842906286957,0.3483598501430199,0.3656187365658328,0.015482984228277805
118-68-3,0.10966643459881875,0.4752243017775024,0.3867457571730534,0.028363506450625388
96-20-8,0.009792518848958431,0.16114432006872298,0.5445620976212264,0.28450106346109233
3174-67-2,0.009250244191408035,0.0659348759174153,0.6268564565446917,0.29795842334648537
584-03-2,0.019175418179471868,0.09455961103515634,0.6704881194782578,0.21577685130711372
695-06-7,0.009266496258486155,0.12070235809137093,0.5213149747379912,0.3487161709121521
56983-13-2,0.01752871836725897,0.20223036733842625,0.7241479353278304,0.056092978966484304
4437-85-8,0.02035254278016878,0.148498531387005,0.6382661646064162,0.19288276122640996
98519-44-9,0.017334610434602125,0.10964479464225338,0.7293120892588788,0.14370850566426566
98518-99-1,0.006585851232785927,0.09522332798829261,0.7518565448328823,0.14633427594603957
98532-66-2,0.01059535359157263,0.08088086649514845,0.7342502610645958,0.17427351884868317
106-88-7,0.035581681702663535,0.4977671001439311,0.39616317060095285,0.0704880475524525
65-14-5,0.04078578020297302,0.1017482256509125,0.7238474597611511,0.13361853438496368
117-26-0,0.00856104376854098,0.1416982591299768,0.6395103738663831,0.21023032323509938
435-97-2,0.07289656123044089,0.2308560862169752,0.5238380657166869,0.17240928683589676
90-49-3,0.009145987705515446,0.02237640387063268,0.8536215813676836,0.1148560270561684
14845-06-8,0.012630981431886658,0.20738408179874285,0.7196222662398758,0.06036267052949469
512-16-3,0.056630061528777774,0.0770173596394539,0.7853586045674438,0.08099397426432434
12663-46-6,0.014418042740467452,0.04845277228656099,0.41040479235635535,0.5267243926166163
80834-51-1,0.05600311952609381,0.4664760252272324,0.4028721319124276,0.07464872333424598
113614-08-7,0.017580753411494156,0.24216008313012286,0.5110542019183217,0.2292049615400613
1824-58-4,0.02307273855241452,0.0786833557034694,0.6584727852968311,0.23977112044728502
66571-24-2,0.027889951975642605,0.1756184091460936,0.7291056120292935,0.06738602684896997
34314-31-3,0.016987332386980344,0.28145595840661386,0.640786183467047,0.06077052573935891
78-99-9,0.017796408992263573,0.10513869930739465,0.754767486840726,0.12229740485961581
58-54-8,0.025497633196747145,0.3655340679898459,0.5767308512703366,0.03223744754307022
1146-95-8,0.06380041793749147,0.48557732695994105,0.4204456560498056,0.030176599052761745
42790-35-2,0.008323461886225328,0.06491287120912206,0.671588881444768,0.25517478545988453
60270-84-0,0.016082206652120165,0.0819026813362172,0.7317830661833146,0.17023204582834806
89426-87-9,0.26805742573719715,0.584488280991879,0.12795031575477114,0.01950397751615262
5223-06-3,0.012022260691220735,0.09875290859928258,0.7651046079980138,0.12412022271148293
5408-74-2,0.04116683968636628,0.45949726136285945,0.4512024411584046,0.04813345779236948
102268-15-5,0.009151251799744938,0.11994961857675544,0.45205354923705143,0.41884558038644826
536-33-4,0.08144000267019072,0.3551509867630269,0.5284115147986048,0.034997495768177504
14736-30-2,0.009375163281323592,0.07137686616197371,0.78939834601755,0.1298496245391525
121518-45-4,0.02697355317872984,0.1346700543981377,0.8198049107367236,0.018551481686408793
27653-49-2,0.026209384021242208,0.7352835759927419,0.20282083545103358,0.03568620453498225
58-14-0,0.045255696158193304,0.5767245944102269,0.3221138995887403,0.05590580984283951
149979-41-9,0.10904970757667527,0.34247880731968383,0.3335950500393639,0.21487643506427648
168152-88-3,0.03796566665502849,0.6532033242459038,0.23667878190556685,0.07215222719350045
127277-53-6,0.054382163526532065,0.07422987223564792,0.6570940949387221,0.21429386929909794
70-69-9,0.020430960575203036,0.2358518045971582,0.680934013329931,0.06278322149770801
2295-58-1,0.029164157980019693,0.08736747468962605,0.7941010072905369,0.08936736003981749
63605-45-8,0.1777707062295329,0.1539866181359257,0.574991195476943,0.09325148015759838
4940-11-8,0.041292715982434385,0.09965656736635255,0.8216124453667775,0.03743827128443582
1477-19-6,0.04578624257883776,0.48695685806283007,0.3975473703804659,0.06970952897786634
3781-28-0,0.04752441757779774,0.3658498386122473,0.48046507681601525,0.10616066699393976
106006-84-2,0.017456194004424958,0.09472930211639295,0.7109819181008965,0.1768325857782855
89427-48-5,0.6952347215110806,0.1732866035780092,0.1199770740522102,0.011501600858700299
709-98-8,0.009637411826189898,0.14422049535377093,0.7948521228395438,0.05128996998049562
13808-36-1,0.04360729408737962,0.2895158763812593,0.6075180803978114,0.05935874913354981
75764-58-8,0.05091017264719046,0.318460653728807,0.6004150574891333,0.030214116134869268
15301-48-1,0.05794794837373446,0.20309463911381673,0.660110974925308,0.07884643758714066
79-09-4,0.021739945008925118,0.12190216238732673,0.683595380586775,0.17276251201697315
23495-12-7,0.0037701274387454188,0.05794190288526012,0.7574196034368483,0.1808683662391457
103-56-0,0.00724688913770234,0.03465166112132082,0.7538783533252993,0.20422309641567735
122-63-4,0.004277120187976766,0.048616247206805886,0.7224641308822636,0.2246425017229537
1531-97-1,0.011432077992037692,0.09279999761233898,0.6680767916791767,0.22769113271644711
17511-60-3,0.0141901212665896,0.13241441909294294,0.6444649262557012,0.20893053338476605
682-11-1,0.013579555383705422,0.06444565005216597,0.5522585684392798,0.36971622612484867
682-09-7,0.013042559742271495,0.0837839788404338,0.7315025729128842,0.17167088850441062
5187-23-5,0.01630416304355807,0.058659121433096095,0.7215771746629648,0.20345954086038123
3047-32-3,0.01722008890681545,0.1200043236675249,0.7567000228141074,0.10607556461155192
30499-70-8,0.11541996229845794,0.25541680350053464,0.5748815411575359,0.05428169304347156
66492-51-1,0.020907240694474145,0.12349714677424033,0.5302083355845346,0.32538727694675107
824-11-3,0.07802377257627399,0.29407341477281596,0.5807295931123309,0.0471732195385794
1005-93-2,0.6639139859395956,0.06765726688230131,0.18828844239363202,0.08014030478447123
10097-02-6,0.01061596996574127,0.03464244448337564,0.6810440269852757,0.2736975585656073
115-70-8,0.012703363174859268,0.1092436375270584,0.48516424686579196,0.3928887524322904
3819-07-6,0.017087444646579047,0.14388659508805407,0.7365112576520023,0.10251470261336429
7747-35-5,0.03401997544222036,0.27722963338706574,0.6696596081737021,0.01909078299701171
19882-03-2,0.04563731066034728,0.08049605668854962,0.6788277983031658,0.19503883434793728
6533-00-2,0.014357024713266749,0.08847593966921886,0.6529306289563007,0.2442364066612141
77-21-4,0.013488703399511208,0.06800884405236639,0.8470826744963907,0.07141977805173175
77236-50-1,0.03195695479236491,0.2880124618892216,0.6058581953398543,0.07417238797855921
5556-57-0,0.03875400479218755,0.2704032410803631,0.615757181597247,0.07508557253020219
50-19-1,0.02595165390341454,0.1449109215261113,0.6814289740834666,0.14770845048700745
509-86-4,0.1306269304099647,0.4857016745803683,0.28181064732133865,0.1018607476883281
125-33-7,0.050492371362242945,0.09863865882915367,0.6602096480641866,0.19065932174441694
50-06-6,0.33214880643706723,0.13800598660676994,0.1378589598189292,0.3919862471372334
57-30-7,0.08025714044968256,0.288814938771013,0.4823029764164221,0.148624944362882
61837-66-9,0.016749718033842953,0.052255180802141775,0.5544985380658534,0.376496563098162
74697-48-6,0.022962754807782818,0.05370692839065931,0.5630082135655878,0.3603221032359702
56430-99-0,0.0029099933243161517,0.07999995710884786,0.6068458620528561,0.3102441875139797
7689-03-4,0.035862428055688025,0.16331001672365691,0.5042974891218295,0.29653006609882565
7789-89-1,0.007230810271863623,0.2231010666260021,0.6986240143047577,0.07104410879737642
75-04-7,0.049077919197118916,0.36806442323777583,0.5120208206274828,0.0708368369376225
709-55-7,0.041906908106105506,0.16230322933848387,0.7401272991696306,0.0556625633857802
71130-60-4,0.4956073231307605,0.1177359505103152,0.3570703332214962,0.029586393137428255
5459-93-8,0.050947851252295374,0.5907815029067361,0.2685515321930965,0.08971911364787205
85697-07-0,0.016060194198961444,0.11479334980976903,0.706843511834993,0.16230294415627636
5465-00-9,0.03159021347945802,0.10443944416691914,0.764047269405918,0.09992307294770461
58473-74-8,0.03049067771676099,0.3357451724735536,0.5555380703065494,0.07822607950313612
625-53-6,0.42319887839901565,0.2630780566777556,0.28663912281006404,0.027083942113165105
71475-35-9,0.015697873945120292,0.1271595487806172,0.6583796920325199,0.198762885241743
139-94-6,0.026004403067691643,0.20334570415122064,0.6160377040439823,0.15461218873710542
68228-19-3,0.005545537360745957,0.08810981080573177,0.5720496890034759,0.33429496283004645
89427-19-0,0.6038187485580264,0.28727137569180694,0.09352608173531116,0.01538379401485557
4151-50-2,0.05629369137098628,0.14761541629245667,0.6670234666123445,0.1290674257242124
107-29-9,0.092950352166993,0.22471541070198506,0.5520585331850796,0.130275703945942
5308-25-8,0.04477187618534544,0.18121063549802136,0.734037190483673,0.03998029783296031
93106-60-6,0.019938048990764016,0.07074935210633912,0.7067977568038396,0.20251484209905757
139-87-7,0.020651852952544892,0.07558804396625053,0.5452510204485604,0.3585090826326443
100-74-3,0.01405801230154626,0.3583721020728981,0.5607656770731062,0.06680420855244969
538-07-8,0.2954365296926145,0.4958569131450464,0.1979108640043791,0.01079569315796007
134-97-4,0.06560102270753648,0.17983738970137356,0.5325158317306024,0.22204575586048783
23205-24-5,0.08351836391165035,0.3795197882914742,0.42023027776501093,0.11673157003186424
67658-42-8,0.10709871989834589,0.3042567285519936,0.5589114534325289,0.029733098117131634
2687-91-4,0.019854289810745756,0.15276253272272122,0.7246160861198457,0.10276709134668725
92-50-2,0.030819020087143916,0.16787764003472297,0.7586914502193184,0.0426118896588147
92-49-9,0.03784454253440748,0.24068586094758426,0.695405955656615,0.0260636408613933
1508-75-4,0.023488505553430822,0.13132939766701557,0.5801336034619243,0.2650484933176293
7081-53-0,0.16499445333250637,0.5885429730550207,0.20854500580366223,0.0379175678088105
62924-70-3,0.16169946396721313,0.2236460544300395,0.4357491107171334,0.17890537088561406
13147-25-6,0.0391676052041593,0.21410111696753673,0.6880363434681912,0.05869493436011267
13256-23-0,0.1335212544785429,0.3972492557068093,0.4528113658413281,0.016418123973319612
82018-90-4,0.38456909473163803,0.2888060822365113,0.17692283421748142,0.14970198881436936
2991-51-7,0.04539249249245592,0.150175648597421,0.6884201016390431,0.1160117572710795
70458-96-7,0.025477456387696277,0.14349505372419627,0.5265327430659907,0.30449474682211697
14698-29-4,0.02722587173324104,0.2470596899019245,0.5911269557786751,0.13458748258615966
51940-44-4,0.01379040600920409,0.08120682831842045,0.7021510325652648,0.20285173310711055
19562-30-2,0.01645008484000518,0.1477137954378683,0.5150602572345606,0.3207758624875658
13256-13-8,0.10973806746832998,0.4434556566228974,0.4275251429888665,0.01928113291990597
80472-85-1,0.01584136519479587,0.09494966786300855,0.6350779183832718,0.25413104855892377
20373-56-2,0.006910801467280675,0.24727840541647936,0.6738893019578917,0.07192149115834846
62899-75-6,0.03179688957835292,0.3592951895575948,0.5832814387076357,0.02562648215641656
21590-92-1,0.05958467793577103,0.1348102325822013,0.732547518602278,0.07305757087974973
63716-33-6,0.07430236882631652,0.3428868277885787,0.513466462092503,0.06934434129260124
78467-49-9,0.028750629159132204,0.09792989394166281,0.7981295051243377,0.07518997177486729
63744-48-9,0.07233654013051331,0.34755768900557354,0.5094599794187631,0.0706457914451502
86-28-2,0.050878300295700035,0.13872989544802442,0.5653304007159528,0.24506140354032263
132-32-1,0.0510117355108091,0.5531012029663747,0.3122611780631563,0.08362588345966024
128-53-0,0.023997532622816176,0.12843352872538494,0.7256531371294381,0.12191580152236088
86-35-1,0.020462431994303826,0.0430289660666446,0.7479481582160047,0.1885604437230467
34929-03-8,0.01627125660174891,0.11422551736492763,0.7982157275825262,0.07128749845079731
28657-80-9,0.00994033898882215,0.08993345984071584,0.66490358757487,0.23522261359559193
32976-88-8,0.03301250058845889,0.5131403089588978,0.3659507027899255,0.08789648766271786
3784-99-4,0.04788946509693256,0.22981975538999486,0.5766191061676246,0.14567167334544837
1239-45-8,0.03294747694104237,0.561054990855875,0.21761123880734926,0.18838629339573354
64-17-5,0.052200727726368426,0.29173918459302134,0.45064305874733485,0.20541702893327543
111-73-9,0.008719739464855174,0.023907549520355984,0.6884742297975303,0.2788984812172583
111-35-3,0.0059456771945144635,0.0629676944716515,0.7245553808456087,0.20653124748822563
64050-15-3,0.011543125116705006,0.07066649138866102,0.5185607990084004,0.39922958448623347
2141-62-0,0.03817597736089754,0.11315763250855373,0.8082380409044919,0.04042834922605688
110-80-5,0.0070426201576743895,0.0952846632211054,0.642980030874636,0.2546926857465843
111-90-0,0.005863701191974826,0.033127988341495634,0.6552557827446208,0.30575252772190886
112-50-5,0.004889382558134842,0.02409526737781582,0.5354771933287354,0.435538156735314
64057-86-9,0.0030950551658734085,0.025300069470107486,0.8742185814593123,0.0973862939047065
106-74-1,0.020767801850620538,0.15408964963788174,0.5972447592979657,0.22789778921353152
98519-29-0,0.012294249262473968,0.07208060503516599,0.7950754511262933,0.12054969457606689
6012-83-5,0.008764689551718918,0.22610918444108993,0.5885389930484496,0.17658713295874162
122453-73-0,0.06184527077089857,0.2979069601368428,0.4312300205196031,0.2090177485726559
58567-11-6,0.009488090220128817,0.10575821718856279,0.3063838423304724,0.578369850260836
109-94-4,0.030874663126018543,0.17674913980491896,0.5877954653532147,0.20458073171584779
2979-26-2,0.013477141860338436,0.06361008919225732,0.7915795487333882,0.1313332202140162
103-75-3,0.02278695179580683,0.08811521281874729,0.6130592600499641,0.2760385753354816
10310-32-4,0.0288213686470473,0.3020794925653336,0.19212114505326744,0.4769779937343516
33210-54-7,0.03224807877228426,0.3201183210310241,0.6277915928102765,0.01984200738641517
33210-37-6,0.05623647166198305,0.43783956232498605,0.4797582925158988,0.026165673497132388
33235-81-3,0.031327656353711555,0.3763661925190529,0.5746165182428318,0.01768963288440378
33236-11-2,0.034520670681396304,0.26897373699232224,0.6765898259719862,0.01991576635429554
33235-92-6,0.061504258561527414,0.42835592205977435,0.4885818451361545,0.021557974242543868
33210-59-2,0.03732656503340581,0.4495207328362186,0.4932203301180556,0.019932372012320003
33235-90-4,0.03609184080818526,0.507771404293372,0.44284141469506394,0.013295340203378766
4234-79-1,0.1313239962357888,0.3157360008636981,0.32013050762786904,0.23280949527264433
64037-28-1,0.007962882826069663,0.09284337440868004,0.7613170294142382,0.1378767133510124
105-56-6,0.05797943738679665,0.27369644685748473,0.5246942071377408,0.1436299086179779
638-07-3,0.03334687032451075,0.27011364286708484,0.604424948124505,0.09211453868389925
101-97-3,0.011100789182301292,0.04883392708818131,0.7723483541385286,0.167716929590989
14062-23-8,0.09301348520672086,0.06128893312133166,0.5430362666589588,0.3026613150129887
2122-70-5,0.015238993737760985,0.05398559368052965,0.7154021655593505,0.21537324702235866
27512-72-7,0.025220180954913383,0.14446653490098602,0.7010953531664645,0.12921793097763593
2949-22-6,0.03146878213764648,0.49636324514201624,0.39161312286786865,0.08055484985246877
25059-80-7,0.011814370860295046,0.08695145645576317,0.6217339739692078,0.2795001987147338
119-41-5,0.048284974181723,0.15146750031783404,0.7108632605518318,0.08938426494861158
21045-68-1,0.03511042776087912,0.10385049125556171,0.643710250241566,0.21732883074199325
34580-65-9,0.015089519216133062,0.11049441009291032,0.6539818283427853,0.22043424234817133
77501-90-7,0.018811731002224642,0.26568192394426865,0.362493579002074,0.3530127660514329
623-51-8,0.030544002675963838,0.4578550882937216,0.4451228454096023,0.06647806362071224
63935-38-6,0.09450872033004323,0.557708190875266,0.11974811429746705,0.2280349744972237
637-56-9,0.0628264535606068,0.167611987347306,0.7401993282272804,0.02936223086480679
23609-20-3,0.05368396991462016,0.11596102798123357,0.7576036881004019,0.07275131400374434
150-69-6,0.016344054746569525,0.04150984917856571,0.7216433239573954,0.22050277211746963
38160-03-1,0.018954499909578815,0.2758787911050559,0.5127903987048713,0.1923763102804936
19077-60-2,0.019254982086579803,0.04548776604251177,0.7682051703024552,0.16705208156845314
100-29-8,0.1317561408449616,0.12341257335916547,0.6677677164898097,0.07706356930606323
88599-72-8,0.004988521872637663,0.10264548124347479,0.72721097417854,0.1651550227053476
93-18-5,0.02661156725486455,0.047566087529649456,0.8250006131223956,0.1008217320930905
61361-59-9,0.6995200013891035,0.14294300504691224,0.1383064249085247,0.019230568655459468
66840-01-5,0.5350599075487983,0.24041481576235954,0.16001113855957208,0.0645141381292704
60634-59-5,0.02037957434978581,0.18934443201532702,0.6091949173385913,0.18108107629629627
18637-00-8,0.012834084367159094,0.1651303853605285,0.7841831101471708,0.0378524201251414
938-73-8,0.010585694486869038,0.0927659976863147,0.707198401824178,0.18944990600263806
80834-62-4,0.04430874422581361,0.6753176832128358,0.2410302487410593,0.039343323820291605
80834-63-5,0.034535802358177096,0.6799265154961797,0.2387881679822631,0.046749514163380114
80834-80-6,0.06312437920416455,0.3916509889174897,0.47998894755734384,0.06523568432100192
80834-59-9,0.03740994691370738,0.6899658003404904,0.2157003849480129,0.056923867797789365
80834-56-6,0.029660936400434088,0.6562123878092865,0.24454725823435272,0.06957941755592681
96222-01-4,0.04282230629232091,0.36226406790357646,0.46755142364589486,0.12736220215820795
46817-91-8,0.04251711742406811,0.1319031831819421,0.7982157046203235,0.027363994773665738
118-28-5,0.022895657936295697,0.05519218728330263,0.3269940975712449,0.5949180572091566
63716-32-5,0.18490419290287566,0.274586073600034,0.4625300254984767,0.0779797079986135
42874-03-3,0.009907466321389379,0.12123037712399289,0.5970720965019736,0.27179006005264417
140-88-5,0.04157895621429172,0.5008270559983558,0.29493288228405845,0.16266110550329416
103-36-6,0.0046674933579420475,0.031598384499576054,0.7840810490906744,0.17965307305180742
6048-06-2,0.016098895976643747,0.06666940199614432,0.7590918718594597,0.15813983016775243
14731-78-3,0.0457334529558138,0.170559562225457,0.6473182948630897,0.13638868995563938
117666-88-3,0.10211966939784993,0.12033161596593465,0.5898949727440657,0.18765374189215
117666-82-7,0.09688042990648602,0.1160500207017281,0.6258855807218243,0.16118396866996168
95266-40-3,0.10756222888806907,0.08911135469656041,0.34817041765778445,0.455155998757586
97-81-4,0.020806134522381125,0.13437371137942997,0.5442487183654887,0.3005714357326999
4089-07-0,0.0522134837571588,0.15708248251899068,0.6544732493558135,0.1362307843680371
868-59-7,0.03338056592682077,0.34521366343699295,0.5077726049687118,0.11363316566747449
92077-78-6,0.07325466709999948,0.18920954840070014,0.5058680436733309,0.23166774082596941
86541-74-4,0.030514665003662705,0.15206409375170327,0.6916594144144202,0.12576182683021378
110221-44-8,0.14614024117648186,0.10741638054368577,0.47447617766757555,0.2719672006122567
1187-46-8,0.26194442513588095,0.48482552802271045,0.22874859640174688,0.02448145043966178
121-39-1,0.007543824952295354,0.04528263760945392,0.34545906178199964,0.6017144756562512
548-00-5,0.04531501960624626,0.49428606322342933,0.3512404747258998,0.10915844244442466
29177-84-2,0.02243665118377346,0.09725267660144037,0.5937158269601547,0.2865948452546314
9000-40-2,0.03823695053772774,0.3541000254485625,0.4527957791981452,0.15486724481556505
454-31-9,0.08736217271608261,0.15540737345547218,0.4209217978861197,0.3363086559423255
34580-75-1,0.03446667531431813,0.19501584595486987,0.6891982272437227,0.08131925148708949
10029-04-6,0.02281369396634524,0.17993281597858662,0.504204103521256,0.2930493865338117
7085-85-0,0.03962364661189161,0.5598652132042391,0.3039581224755869,0.09655301770828244
89-33-8,0.017155719856093855,0.1522122603830859,0.6441508924302947,0.18648112733052566
93-89-0,0.00584580955222434,0.035324524425733264,0.8331242695107618,0.12570539651128013
94-09-7,0.0075255288518530665,0.04294828750570918,0.6803670881692305,0.26915909547320727
99-77-4,0.046565500381499154,0.09042126828519122,0.6707130942949625,0.19230013703834709
120-47-8,0.025216638757304552,0.07766249540241085,0.8309218815801671,0.06619898426011715
56974-61-9,0.017433363667657124,0.10617995534503089,0.5729074259840486,0.3034792550032631
87-25-2,0.009602719082518025,0.0501968155360479,0.6409057884732655,0.29929467690816874
122277-22-9,0.055672979877469116,0.18869022271341657,0.6496867226395296,0.10595007476958465
19485-08-6,0.04740809386927081,0.07289191830366296,0.3711954071870745,0.5085045806399917
79660-46-1,0.12396336256498518,0.15583850241896047,0.6271921678082022,0.09300596720785238
98349-25-8,0.033427180945874935,0.09832431559978858,0.6356186377045233,0.23262986574981284
734-88-3,0.009069139204905952,0.09710559074196796,0.7514349490378931,0.14239032101523308
16078-71-0,0.014943212686209358,0.11990331459763488,0.72034261038376,0.14481086233239598
142891-20-1,0.06419975431607446,0.054849271504140616,0.4463113664678303,0.43463960771195453
24237-54-5,0.06272640635156476,0.2685057706378927,0.6177757070849728,0.0509921159255694
19688-04-1,0.011678271165393671,0.08747274513106328,0.7144790793194035,0.18636990438413953
75274-22-5,0.023105103899485065,0.05168138620194913,0.79889215231215,0.12632135758641597
74531-87-6,0.030703474760146197,0.11487644995675382,0.6530075123978848,0.2014125628852152
103112-35-2,0.009544116791126624,0.02054676615288491,0.5654185276005471,0.40449058945544153
13915-60-1,0.08814045853773392,0.15735027676111663,0.7036574067100282,0.05085185799112139
126-12-5,0.03354658398563758,0.6106252265943616,0.3165107732381536,0.03931741618184753
5794-23-0,0.020477344981022744,0.533307311770218,0.3278806317531872,0.11833471149557227
2385-81-1,0.027712516728969468,0.6530976021722917,0.2781759887388352,0.041013892359903825
3691-78-9,0.03313630823022564,0.44209919305467316,0.4454585843664602,0.07930591434864102
510-15-6,0.009592488632029427,0.09539692026725717,0.6514465804594107,0.24356401064130262
