CASRN,Toxic_xgboost_ecfp6counts-0,Toxic_xgboost_ecfp6counts-1
21270-15-5,0.066765666,0.93323433
21270-11-1,0.062286794,0.9377132
1843-05-6,0.8395936,0.1604064
1034-01-1,0.86020464,0.13979535
15741-90-9,0.1628393,0.8371607
117617-70-6,0.5356504,0.46434963
142-31-4,0.46002322,0.5399768
4724-48-5,0.857154,0.14284596
55512-33-9,0.19521356,0.80478644
111-85-3,0.4578523,0.5421477
124-13-0,0.9018568,0.09814325
137-03-1,0.8770008,0.12299916
6071-27-8,0.9147676,0.0852324
2435-16-7,0.5480633,0.45193675
713-95-1,0.88889134,0.11110866
104-67-6,0.9352899,0.06471006
1987-50-4,0.47620982,0.5237902
18979-65-2,0.30350703,0.69649297
63233-54-5,0.06990433,0.9300957
7377-03-9,0.92337745,0.07662256
68155-07-7,0.94846225,0.051537767
4230-97-1,0.5130898,0.48691022
111-70-6,0.8793168,0.120683216
52364-72-4,0.88618314,0.11381685
2499-58-3,0.6260611,0.3739389
2463-53-8,0.675981,0.324019
26680-54-6,0.7372739,0.26272613
111-71-7,0.8970878,0.10291216
13074-65-2,0.84774745,0.15225254
1117-86-8,0.87830234,0.12169769
119-89-1,0.29940116,0.70059884
101-86-0,0.57717335,0.42282668
136-77-6,0.19904655,0.80095345
30406-18-9,0.8810288,0.1189712
111-14-8,0.8058119,0.19418812
7237-81-2,0.6937221,0.3062779
111-26-2,0.2481193,0.7518807
61422-45-5,0.4938302,0.5061698
111-27-3,0.7960719,0.20392808
112-25-4,0.6573217,0.34267834
112-59-4,0.82138985,0.17861015
10305-38-1,0.7807989,0.2192011
3478-44-2,0.8219162,0.17808379
629-33-4,0.8924353,0.10756468
21270-33-7,0.040294945,0.95970505
21270-14-4,0.0735324,0.9264676
5431-31-2,0.79060024,0.20939976
41424-11-7,0.8349989,0.1650011
107187-05-3,0.5630127,0.43698725
147315-50-2,0.7636822,0.2363178
53370-90-4,0.39108145,0.60891855
6789-88-4,0.855939,0.14406103
17867-69-5,0.7889194,0.21108061
111-31-9,0.41829818,0.5817018
544-10-5,0.34163588,0.6583641
111-25-1,0.55797094,0.44202906
42482-06-4,0.5343652,0.4656348
66-25-1,0.82666624,0.17333378
23433-05-8,0.87723887,0.12276113
104-61-0,0.86826974,0.13173024
3391-86-4,0.5998367,0.4001633
745-65-3,0.3177101,0.6822899
363-24-6,0.3560245,0.6439755
80614-27-3,0.34246367,0.6575363
1766-91-2,0.58868706,0.41131294
101-85-9,0.7944141,0.20558588
136-81-2,0.4967193,0.5032807
38237-76-2,0.28530985,0.71469015
4312-93-0,0.8286831,0.17131692
123-68-2,0.25179023,0.7482098
76990-85-7,0.36324173,0.63675827
20308-43-4,0.4818613,0.5181387
10589-74-9,0.13381737,0.8661826
71-41-0,0.71027666,0.28972334
638-49-3,0.80271715,0.19728285
17810-53-6,0.060359776,0.9396402
21270-10-0,0.0425601,0.9574399
52364-71-3,0.8328794,0.16712058
104485-01-0,0.5254183,0.4745817
101893-08-7,0.21697128,0.7830287
2720-73-2,0.25348586,0.74651414
20056-92-2,0.8938271,0.10617289
557-48-2,0.4523087,0.5476913
18829-55-5,0.68839025,0.31160977
110-62-3,0.6212697,0.3787303
110-59-8,0.63669825,0.36330178
23433-04-7,0.8299455,0.1700545
104-50-7,0.79067254,0.20932749
841-73-6,0.51221204,0.48778793
2210-63-1,0.21136767,0.78863233
50-33-9,0.061024725,0.9389753
129-20-4,0.1462006,0.8537994
6066-49-5,0.32154965,0.67845035
335153-21-4,0.35831296,0.64168704
64357-33-1,0.40244603,0.59755397
536-69-6,0.384893,0.615107
3180-09-4,0.42062014,0.57937986
16006-72-7,0.27977502,0.720225
87792-15-2,0.7099589,0.2900411
87792-14-1,0.6860101,0.31398988
87792-13-0,0.5048814,0.49511865
168152-75-8,0.009363592,0.9906364
141645-16-1,0.46028644,0.53971356
138401-24-8,0.14775884,0.85224116
109-52-4,0.75994194,0.24005806
61019-78-1,0.21789616,0.78210384
88671-89-0,0.1047371,0.8952629
58902-64-0,0.056375265,0.94362473
27470-51-5,0.719253,0.280747
79983-71-4,0.4089046,0.5910954
38615-43-9,0.13130242,0.8686976
111-75-1,0.57044244,0.42955756
1126-78-9,0.37621403,0.623786
28395-03-1,0.81467664,0.18532336
2782-40-3,0.31279975,0.68720025
592-31-4,0.30877256,0.69122744
6336-01-2,0.21817005,0.78182995
55406-53-6,0.34644133,0.6535587
13887-58-6,0.10985482,0.8901452
3622-84-2,0.20577073,0.79422927
111-36-4,0.15398383,0.84601617
1005-67-0,0.55668944,0.44331056
3470-98-2,0.6399002,0.3600998
3817-11-6,0.5329603,0.46703967
16227-10-4,0.19459796,0.80540204
63716-31-4,0.12096292,0.8790371
54395-37-8,0.39407378,0.6059262
71-36-3,0.6711707,0.32882932
1928-45-6,0.10402328,0.8959767
6959-71-3,0.81470466,0.18529531
7420-06-6,0.84795094,0.15204906
111-76-2,0.6935425,0.30645755
112-34-5,0.8408945,0.15910548
143-22-6,0.85121316,0.14878683
112-56-1,0.6705433,0.3294567
4223-11-4,0.6515618,0.3484382
3102-00-9,0.62025464,0.37974536
2426-08-6,0.63956213,0.36043784
1852-16-0,0.29481804,0.70518196
111-34-2,0.6296611,0.37033895
17751-76-7,0.21768689,0.7823131
21269-98-7,0.2058832,0.7941168
33236-00-9,0.038406193,0.9615938
70193-21-4,0.30559474,0.69440526
5459-58-5,0.710837,0.289163
122-43-0,0.7658726,0.23412743
66232-25-5,0.09461337,0.9053866
7397-62-8,0.7935341,0.20646591
94-80-4,0.12837154,0.87162846
2438-72-4,0.68451136,0.31548864
141-32-2,0.33959728,0.6604027
90842-58-3,0.20527744,0.79472256
136-60-7,0.82665265,0.17334735
20954-16-9,0.48686028,0.5131397
20954-14-7,0.09627694,0.90372306
28570-58-3,0.46806127,0.53193873
7756-96-9,0.53663754,0.46336246
67330-25-0,0.302055,0.697945
88599-43-3,0.8796292,0.12037082
82989-25-1,0.5980681,0.40193185
2314-09-2,0.58285224,0.41714773
75147-20-5,0.69347906,0.30652094
64047-35-4,0.7651583,0.23484173
544-16-1,0.35049415,0.64950585
6607-49-4,0.6263956,0.3736044
2314-17-2,0.3858071,0.6141929
4560-93-4,0.2554598,0.7445402
64910-63-0,0.35032982,0.6496702
109-69-3,0.14188427,0.85811573
109-67-1,0.31358695,0.68641305
928-95-0,0.6435649,0.35643512
123-72-8,0.6123092,0.38769075
109-74-0,0.69076025,0.30923977
116020-44-1,0.19817501,0.801825
66246-88-6,0.20579654,0.79420346
1211-28-5,0.14299107,0.85700893
21531-91-9,0.7904594,0.20954058
698-76-0,0.641068,0.35893205
105-21-5,0.7442578,0.25574216
60207-90-1,0.057890058,0.94210994
1003-14-1,0.45131177,0.54868823
105-31-7,0.42032278,0.5796772
39067-39-5,0.3416502,0.6583498
6082-56-0,0.066247106,0.9337529
103-65-1,0.44458377,0.5554162
28785-06-0,0.35430562,0.6456944
645-56-7,0.45024645,0.54975355
94-58-6,0.17838448,0.8216155
644-35-9,0.21234077,0.7876592
7231-31-4,0.12679464,0.87320536
51-52-5,0.13391352,0.8660865
14222-60-7,0.12063187,0.8793681
75464-11-8,0.61224747,0.3877525
151327-12-7,0.03187293,0.9681271
151327-04-7,0.029646158,0.97035384
151327-11-6,0.03880018,0.9611998
151327-07-0,0.042453945,0.95754606
168152-96-3,0.2992177,0.7007823
168152-92-9,0.040573,0.959427
168152-72-5,0.033261,0.966739
168152-66-7,0.012892187,0.9871078
168152-81-6,0.06990093,0.93009907
168152-80-5,0.09470427,0.9052957
168152-67-8,0.031368554,0.96863145
168152-84-9,0.032022297,0.9679777
168152-76-9,0.037412643,0.96258736
168152-71-4,0.14699155,0.85300845
1688-71-7,0.2789138,0.7210862
97392-14-8,0.24060446,0.75939554
70735-85-2,0.29620653,0.70379347
63233-46-5,0.14739937,0.85260063
2051-78-7,0.15876585,0.84123415
103-37-7,0.77775407,0.22224596
123-20-6,0.55617714,0.44382286
36597-90-7,0.5805479,0.41945204
107-10-8,0.19355589,0.8064441
125055-68-7,0.21829134,0.78170866
94-20-2,0.5021148,0.49788526
13887-60-0,0.06465793,0.9353421
73941-13-6,0.31054777,0.68945223
27050-40-4,0.29523003,0.70476997
33245-39-5,0.28709733,0.71290267
26399-36-0,0.31313193,0.6868681
64057-89-2,0.11375636,0.88624364
4634-51-9,0.06894821,0.9310518
41078-02-8,0.13715905,0.86284095
816-57-9,0.07748175,0.92251825
2807-30-9,0.75049275,0.24950726
110-74-7,0.66005224,0.33994776
33235-97-1,0.03609264,0.96390736
33236-21-4,0.024971724,0.9750283
52709-86-1,0.8438004,0.1561996
142770-42-1,0.35396582,0.6460342
34614-30-7,0.022476196,0.9775238
627-12-3,0.49897718,0.5010228
83395-30-6,0.86681604,0.13318393
1713-98-0,0.035491526,0.9645085
18705-22-1,0.19839287,0.80160713
64050-66-4,0.14165765,0.85834235
107-03-9,0.20294333,0.7970567
49828-25-3,0.57223,0.42777002
13889-92-4,0.35682142,0.6431786
38827-35-9,0.48501575,0.51498425
918504-27-5,0.8918349,0.108165085
1262985-23-8,0.9237258,0.07627423
1103234-56-5,0.85496974,0.14503029
540-54-5,0.108875096,0.8911249
68526-56-7,0.4616778,0.5383222
928-96-1,0.804818,0.19518204
33467-73-1,0.77938354,0.22061647
42436-07-7,0.88828915,0.11171084
65405-77-8,0.88638526,0.11361474
24880-45-3,0.9441409,0.055859067
2091-24-9,0.83880234,0.16119769
5910-85-0,0.1983419,0.8016581
17369-59-4,0.48171538,0.5182846
107-12-0,0.31328624,0.68671376
118-68-3,0.2054599,0.7945401
96-20-8,0.50062263,0.49937737
3174-67-2,0.78181803,0.21818195
584-03-2,0.7968606,0.20313945
695-06-7,0.73076016,0.26923984
56983-13-2,0.16686416,0.83313584
4437-85-8,0.35740733,0.64259267
98519-44-9,0.039866447,0.96013355
98518-99-1,0.021699727,0.9783003
98532-66-2,0.023233116,0.9767669
106-88-7,0.409164,0.590836
65-14-5,0.72859466,0.27140534
117-26-0,0.27672702,0.723273
435-97-2,0.14894432,0.8510557
90-49-3,0.45015448,0.5498455
14845-06-8,0.074540436,0.92545956
512-16-3,0.4987061,0.5012939
12663-46-6,0.30536145,0.69463855
80834-51-1,0.52007616,0.47992384
113614-08-7,0.54801404,0.45198596
1824-58-4,0.744272,0.25572804
66571-24-2,0.06760889,0.9323911
34314-31-3,0.36187768,0.6381223
78-99-9,0.27349418,0.7265058
58-54-8,0.53688574,0.4631143
1146-95-8,0.83426696,0.16573305
42790-35-2,0.4277721,0.5722279
60270-84-0,0.858615,0.141385
89426-87-9,0.04903096,0.95096904
5223-06-3,0.40199095,0.59800905
5408-74-2,0.29717648,0.7028235
102268-15-5,0.9016371,0.09836293
536-33-4,0.12506217,0.87493783
14736-30-2,0.30132717,0.69867283
121518-45-4,0.36066306,0.63933694
27653-49-2,0.21456784,0.78543216
58-14-0,0.23060495,0.76939505
149979-41-9,0.4879372,0.5120628
168152-88-3,0.016139269,0.98386073
127277-53-6,0.73658514,0.26341486
70-69-9,0.25500643,0.74499357
2295-58-1,0.5500222,0.44997782
63605-45-8,0.27732807,0.7226719
4940-11-8,0.38250184,0.61749816
1477-19-6,0.48412538,0.5158746
3781-28-0,0.24153858,0.7584614
106006-84-2,0.50813687,0.49186316
89427-48-5,0.055696487,0.9443035
709-98-8,0.43208927,0.56791073
13808-36-1,0.4542811,0.5457189
75764-58-8,0.067608,0.932392
15301-48-1,0.35290003,0.6471
79-09-4,0.5371494,0.4628506
23495-12-7,0.5948249,0.40517506
103-56-0,0.84870887,0.1512911
122-63-4,0.7658495,0.23415054
1531-97-1,0.72155833,0.27844167
17511-60-3,0.37115633,0.62884367
682-11-1,0.65907633,0.34092367
682-09-7,0.50168175,0.49831825
5187-23-5,0.64738905,0.35261098
3047-32-3,0.53280145,0.46719855
30499-70-8,0.57468486,0.4253151
66492-51-1,0.3877443,0.6122557
824-11-3,0.3213296,0.6786704
1005-93-2,0.268327,0.731673
10097-02-6,0.81265366,0.18734631
115-70-8,0.6080015,0.3919985
3819-07-6,0.29846823,0.70153177
7747-35-5,0.16357702,0.836423
19882-03-2,0.5922019,0.4077981
6533-00-2,0.7730632,0.22693685
77-21-4,0.19003034,0.80996966
77236-50-1,0.10236049,0.8976395
5556-57-0,0.12480384,0.87519616
50-19-1,0.27262777,0.7273722
509-86-4,0.3639928,0.6360072
125-33-7,0.13831252,0.8616875
50-06-6,0.3661425,0.6338575
57-30-7,0.15368867,0.84631133
61837-66-9,0.714116,0.285884
74697-48-6,0.16551131,0.8344887
56430-99-0,0.24274164,0.75725836
7689-03-4,0.44805956,0.55194044
7789-89-1,0.31627202,0.683728
75-04-7,0.19657284,0.80342716
709-55-7,0.1481018,0.8518982
71130-60-4,0.15882343,0.84117657
5459-93-8,0.3302893,0.6697107
85697-07-0,0.20985103,0.790149
5465-00-9,0.38542753,0.61457247
58473-74-8,0.20214176,0.79785824
625-53-6,0.052624106,0.9473759
71475-35-9,0.27880293,0.72119707
139-94-6,0.2426185,0.7573815
68228-19-3,0.1975019,0.8024981
89427-19-0,0.03841114,0.96158886
4151-50-2,0.47149926,0.52850074
107-29-9,0.26384705,0.73615295
5308-25-8,0.1911155,0.8088845
93106-60-6,0.5206182,0.4793818
139-87-7,0.86839753,0.13160245
100-74-3,0.5457962,0.45420378
538-07-8,0.022481322,0.9775187
134-97-4,0.53765535,0.46234462
23205-24-5,0.25572032,0.7442797
67658-42-8,0.076408744,0.92359126
2687-91-4,0.65690154,0.34309846
92-50-2,0.31262308,0.6873769
92-49-9,0.10383499,0.896165
1508-75-4,0.27834004,0.72165996
7081-53-0,0.095236,0.904764
62924-70-3,0.2058304,0.7941696
13147-25-6,0.13745916,0.86254084
13256-23-0,0.093661845,0.90633816
82018-90-4,0.11725956,0.88274044
2991-51-7,0.7958679,0.20413211
70458-96-7,0.79686767,0.20313233
14698-29-4,0.7966964,0.20330358
51940-44-4,0.7902183,0.20978172
19562-30-2,0.74735063,0.25264937
13256-13-8,0.16739124,0.83260876
80472-85-1,0.135521,0.864479
20373-56-2,0.4148242,0.5851758
62899-75-6,0.4783237,0.5216763
21590-92-1,0.097319484,0.9026805
63716-33-6,0.079633,0.920367
78467-49-9,0.03591609,0.9640839
63744-48-9,0.07156491,0.9284351
86-28-2,0.16377509,0.8362249
132-32-1,0.25183636,0.74816364
128-53-0,0.33266103,0.66733897
86-35-1,0.39587402,0.604126
34929-03-8,0.19104528,0.8089547
28657-80-9,0.28238928,0.7176107
32976-88-8,0.3644318,0.6355682
3784-99-4,0.47939467,0.5206053
1239-45-8,0.36281693,0.63718307
64-17-5,0.5036144,0.49638554
111-73-9,0.7876229,0.21237704
111-35-3,0.58940005,0.41059992
64050-15-3,0.3204456,0.6795544
2141-62-0,0.72925025,0.27074975
110-80-5,0.55479836,0.4452016
111-90-0,0.7306193,0.26938072
112-50-5,0.84442556,0.15557447
64057-86-9,0.5860598,0.41394022
106-74-1,0.2663409,0.7336591
98519-29-0,0.018888175,0.9811118
6012-83-5,0.3303228,0.6696772
122453-73-0,0.46844947,0.5315505
58567-11-6,0.9353428,0.064657204
109-94-4,0.5265807,0.47341928
2979-26-2,0.6990136,0.30098638
103-75-3,0.48760778,0.5123922
10310-32-4,0.6932961,0.30670395
33210-54-7,0.025639772,0.9743602
33210-37-6,0.027561426,0.9724386
33235-81-3,0.023712277,0.9762877
33236-11-2,0.05301684,0.94698316
33235-92-6,0.017138362,0.98286164
33210-59-2,0.04275137,0.9572486
33235-90-4,0.02553147,0.9744685
4234-79-1,0.6479403,0.3520597
64037-28-1,0.3470866,0.6529134
105-56-6,0.40923792,0.5907621
638-07-3,0.4418341,0.5581659
101-97-3,0.74999154,0.25000843
14062-23-8,0.57851046,0.42148954
2122-70-5,0.12484282,0.8751572
27512-72-7,0.32555878,0.6744412
2949-22-6,0.37572473,0.62427527
25059-80-7,0.3250916,0.6749084
119-41-5,0.41152048,0.5884795
21045-68-1,0.38450193,0.61549807
34580-65-9,0.07976836,0.92023164
77501-90-7,0.6490202,0.3509798
623-51-8,0.32869005,0.67130995
63935-38-6,0.40101576,0.59898424
637-56-9,0.21676558,0.7832344
23609-20-3,0.62207425,0.37792572
150-69-6,0.34330398,0.656696
38160-03-1,0.46930838,0.5306916
19077-60-2,0.29032052,0.7096795
100-29-8,0.38234985,0.61765015
88599-72-8,0.93632466,0.06367537
93-18-5,0.7044438,0.2955562
61361-59-9,0.24727637,0.75272363
66840-01-5,0.06844431,0.9315557
60634-59-5,0.5368881,0.46311185
18637-00-8,0.29378867,0.7062113
938-73-8,0.38332933,0.61667067
80834-62-4,0.039183617,0.9608164
80834-63-5,0.025379062,0.97462094
80834-80-6,0.23937953,0.7606205
80834-59-9,0.028831005,0.971169
80834-56-6,0.025599062,0.97440094
96222-01-4,0.12481719,0.8751828
46817-91-8,0.303653,0.696347
118-28-5,0.7358496,0.26415038
63716-32-5,0.21476501,0.785235
42874-03-3,0.20035428,0.7996457
140-88-5,0.18895674,0.81104326
103-36-6,0.7765874,0.22341257
6048-06-2,0.7002177,0.29978228
14731-78-3,0.4649467,0.5350533
117666-88-3,0.30944002,0.69056
117666-82-7,0.09091461,0.9090854
95266-40-3,0.5455972,0.45440277
97-81-4,0.3728379,0.6271621
4089-07-0,0.47153687,0.5284631
868-59-7,0.32665938,0.6733406
92077-78-6,0.8928697,0.10713026
86541-74-4,0.7445945,0.2554055
110221-44-8,0.77353245,0.22646755
38109-77-2,0.44965398,0.550346
1187-46-8,0.1311878,0.8688122
121-39-1,0.64982355,0.35017642
548-00-5,0.44308418,0.5569158
29177-84-2,0.67019314,0.32980686
9000-40-2,0.41776246,0.58223754
454-31-9,0.5256876,0.47431242
34580-75-1,0.025946379,0.9740536
10029-04-6,0.672903,0.327097
7085-85-0,0.19186425,0.80813575
89-33-8,0.30304754,0.69695246
93-89-0,0.7545097,0.24549031
94-09-7,0.6501206,0.3498794
99-77-4,0.61080015,0.38919985
120-47-8,0.6163079,0.3836921
56974-61-9,0.6670413,0.33295873
87-25-2,0.7381455,0.26185456
122277-22-9,0.728327,0.27167302
19485-08-6,0.64662254,0.35337746
79660-46-1,0.58519316,0.41480687
98349-25-8,0.19720638,0.8027936
734-88-3,0.22809237,0.7719076
16078-71-0,0.5807261,0.4192739
142891-20-1,0.7614982,0.23850179
24237-54-5,0.3341825,0.6658175
19688-04-1,0.6358321,0.36416793
75274-22-5,0.2540967,0.7459033
74531-87-6,0.79025066,0.20974934
103112-35-2,0.3619573,0.6380427
13915-60-1,0.1303469,0.8696531
126-12-5,0.053776503,0.9462235
5794-23-0,0.09898764,0.90101236
2385-81-1,0.06427926,0.93572074
3691-78-9,0.0756855,0.9243145
510-15-6,0.7289773,0.2710227
383-63-1,0.34867024,0.65132976
515-84-4,0.2577722,0.7422278
51-79-6,0.37922192,0.6207781
13684-56-5,0.8964042,0.103595786
105774-14-9,0.34998226,0.65001774
75507-68-5,0.5276233,0.4723767
33400-47-4,0.5601696,0.4398304
25717-80-0,0.53489363,0.4651064
13945-53-4,0.6456357,0.35436425
139481-59-7,0.5732902,0.42670974
2593-15-9,0.4016449,0.5983551
79794-75-5,0.13306534,0.86693466
2521-01-9,0.19989908,0.8001009
16322-14-8,0.35752875,0.64247125
1097-57-0,0.4052636,0.5947364
541-41-3,0.3717513,0.6282487
59463-54-6,0.30851978,0.6914802
7495-45-6,0.44102705,0.55897295
719-80-2,0.36735433,0.63264567
23510-39-6,0.1477294,0.8522706
2425-19-6,0.0351575,0.9648425
13067-93-1,0.09508258,0.9049174
2104-64-5,0.056164086,0.9438359
1776-83-6,0.07617962,0.9238204
1623-14-9,0.45668632,0.5433137
3309-67-9,0.087839544,0.91216046
71363-61-6,0.18721932,0.8127807
36519-00-3,0.557418,0.44258204
17109-49-8,0.21197706,0.78802294
1498-51-7,0.09748304,0.90251696
7508-73-8,0.077647686,0.9223523
1498-64-2,0.05580777,0.94419223
607-01-2,0.29999822,0.7000018
19133-28-9,0.06363922,0.9363608
75-08-1,0.25311428,0.7468857
110-77-0,0.40070283,0.59929717
18370-87-1,0.54355204,0.45644793
19594-18-4,0.582108,0.41789198
32666-97-0,0.40939826,0.59060174
2212-67-1,0.26028764,0.73971236
181587-01-9,0.2525484,0.7474516
102251-91-2,0.7474934,0.2525066
513-12-2,0.59211874,0.4078813
594-44-5,0.2932855,0.7067145
74-96-4,0.2636208,0.7363792
10141-07-8,0.8127525,0.18724748
623-68-7,0.87172174,0.12827823
1733-25-1,0.5208804,0.4791196
16491-24-0,0.8290009,0.1709991
60364-26-3,0.50545514,0.49454483
130-01-8,0.0510152,0.9489848
480-54-6,0.047031164,0.95296884
15503-86-3,0.27542216,0.72457784
7785-33-3,0.9273063,0.072693735
25402-06-6,0.26733273,0.73266727
56172-46-4,0.9447174,0.05528258
3016-19-1,0.63151836,0.36848164
11141-17-6,0.7311802,0.2688198
121-20-0,0.28764468,0.7123553
81719-55-3,0.48826832,0.5117317
23726-91-2,0.7010833,0.29891673
8022-96-6,0.30922264,0.69077736
102518-79-6,0.11299223,0.8870078
625-33-2,0.81006,0.18993999
80-59-1,0.5951814,0.4048186
240494-70-6,0.48296952,0.5170305
480-81-9,0.034457862,0.96554214
16568-02-8,0.25782657,0.74217343
2883-98-9,0.7071596,0.29284042
15037-65-7,0.36315566,0.63684434
93-16-3,0.62935317,0.37064683
7319-16-6,0.53626764,0.46373233
97-54-1,0.62404555,0.37595445
120-11-6,0.8127934,0.18720661
623-43-8,0.6759238,0.32407618
6842-15-5,0.393003,0.606997
4635-87-4,0.3725738,0.6274262
964-82-9,0.4028383,0.5971617
33956-49-9,0.8340945,0.16590549
15220-87-8,0.12502915,0.87497085
142-83-6,0.3294983,0.6705017
1516-01-4,0.27898723,0.7210128
4076-62-4,0.34296668,0.6570333
637-50-3,0.7163112,0.28368878
120-58-1,0.37631828,0.6236817
13061-80-8,0.48671567,0.5132843
14861-06-4,0.5003093,0.4996907
590-21-6,0.22087401,0.779126
16219-75-3,0.313708,0.686292
38233-76-0,0.1614787,0.8385213
78919-13-8,0.42422974,0.57577026
88430-50-6,0.1384089,0.8615911
75-05-8,0.1844399,0.8155601
2001-95-8,0.76887983,0.23112017
126-13-6,0.85838324,0.14161678
26305-03-3,0.54802036,0.45197967
3922-90-5,0.79818386,0.20181616
111-01-3,0.9467208,0.053279217
12750-79-7,0.56671447,0.43328553
72559-06-9,0.8235423,0.17645772
16846-24-5,0.93006927,0.06993073
101043-37-2,0.70326674,0.29673326
134652-60-1,0.70115274,0.29884726
6846-50-0,0.8095463,0.19045372
37280-56-1,0.89867353,0.101326495
25448-25-3,0.93879193,0.061208062
25103-12-2,0.8567616,0.14323843
23079-28-9,0.5480087,0.45199135
68937-40-6,0.7643262,0.23567377
126-71-6,0.25435257,0.74564743
96513-83-6,0.29384482,0.7061552
64532-95-2,0.7776766,0.22232339
2162-73-4,0.82844895,0.17155106
85187-23-1,0.6415777,0.35842228
3818-80-2,0.31375164,0.68624836
2667-52-9,0.059118927,0.9408811
157859-20-6,0.5618926,0.43810734
3081-14-9,0.77098745,0.22901253
24916-51-6,0.9241006,0.07589943
68880-55-7,0.9241821,0.07581789
78164-00-8,0.6743936,0.3256064
123-17-1,0.6781665,0.32183352
60828-78-6,0.6912352,0.30876482
16409-46-4,0.8129724,0.18702756
73747-29-2,0.18967676,0.81032324
80621-81-4,0.9383834,0.061616585
3286-46-2,0.47325522,0.5267448
61379-65-5,0.8846533,0.11534675
4345-03-3,0.93522406,0.06477593
43119-47-7,0.6524682,0.34753183
1406-66-2,0.79834765,0.20165233
303-45-7,0.94942945,0.05057054
25497-49-8,0.86992234,0.13007766
84-80-0,0.92572033,0.074279636
77855-81-3,0.7083905,0.29160956
24365-47-7,0.91107774,0.088922285
51356-22-0,0.22160262,0.7783974
51356-10-6,0.20534629,0.7946537
21673-83-6,0.42059398,0.579406
150-86-7,0.9657904,0.034209624
26544-38-7,0.55126274,0.44873726
70384-29-1,0.47100973,0.52899027
71108-02-6,0.10210472,0.8978953
25265-77-4,0.6991777,0.30082232
505-32-8,0.8430555,0.15694451
50-14-6,0.08827013,0.9117299
54573-75-0,0.15010339,0.8498966
330-64-3,0.13051498,0.869485
60244-70-4,0.06466919,0.9353308
60244-66-8,0.17539877,0.82460123
7492-32-2,0.42843282,0.5715672
50-34-0,0.073539674,0.9264603
3700-96-7,0.4500485,0.5499515
3700-90-1,0.14751029,0.8524897
60244-69-1,0.36434835,0.63565165
143201-11-0,0.8186918,0.1813082
1610-18-0,0.59387434,0.40612563
99559-84-9,0.21032834,0.78967166
1445-75-6,0.32657868,0.6734213
41669-30-1,0.9681501,0.031849895
26401-35-4,0.97437245,0.025627557
28472-97-1,0.98521066,0.014789368
166412-78-8,0.9347973,0.06520268
27554-26-3,0.96946675,0.03053323
544-01-4,0.9380202,0.061979786
605-50-5,0.91900194,0.080998056
10086-50-7,0.82487476,0.17512527
63980-62-1,0.8192057,0.18079431
589-59-3,0.86596274,0.13403723
110-96-3,0.34046024,0.65953976
29214-81-1,0.15907222,0.8409278
127-39-9,0.9211061,0.07889389
84-69-5,0.8654974,0.1345026
53378-52-2,0.22486866,0.77513134
97-85-8,0.87796205,0.12203793
68171-33-5,0.9726081,0.027391933
132299-20-8,0.5997123,0.4002877
100-18-5,0.84597754,0.15402249
38640-62-9,0.9034808,0.09651916
28178-42-9,0.83480346,0.16519655
94133-79-6,0.7730502,0.22694984
565-80-0,0.60435796,0.39564204
50847-11-5,0.483575,0.516425
97-72-3,0.8513182,0.14868183
3437-84-1,0.813033,0.18696702
108-18-9,0.42930079,0.5706992
2986-17-6,0.16417783,0.83582217
139-40-2,0.39028996,0.60971004
38588-65-7,0.14410573,0.85589427
96-80-0,0.43166918,0.5683308
66660-95-5,0.28531152,0.7146885
4261-68-1,0.11036271,0.8896373
2303-16-4,0.510232,0.48976806
601-77-4,0.11624402,0.883756
108-20-3,0.75678444,0.24321556
7491-02-3,0.98794836,0.01205165
924-88-9,0.9589815,0.041018456
7283-70-7,0.7193059,0.28069413
10552-74-6,0.7719407,0.22805929
50512-35-1,0.8433343,0.15666567
59937-28-9,0.73270607,0.26729396
105-64-6,0.6692773,0.3307227
1809-20-7,0.85535836,0.14464162
26087-47-8,0.14225203,0.857748
51356-07-1,0.17020798,0.829792
51356-16-2,0.041410208,0.9585898
10141-19-2,0.8329966,0.1670034
3726-36-1,0.6377703,0.3622297
67786-25-8,0.9958449,0.004155119
371756-75-1,0.98802704,0.011972938
128446-33-3,0.6097493,0.39025065
1397-89-3,0.90787953,0.092120476
3773-49-7,0.1284725,0.8715275
108-62-3,0.60364556,0.3963544
68857-95-4,0.7549362,0.24506378
104987-11-3,0.5919286,0.40807137
51596-10-2,0.73672765,0.26327235
10176-39-3,0.35760617,0.6423938
42588-37-4,0.7738186,0.22618139
20780-49-8,0.8809458,0.11905417
108-84-9,0.8267957,0.1732043
67306-03-0,0.43598783,0.56401217
30685-43-9,0.062323987,0.937676
58327-21-2,0.8956091,0.10439092
58327-19-8,0.93224853,0.06775146
516-95-0,0.7711711,0.2288289
65242-49-1,0.38937807,0.6106219
57-88-5,0.5690322,0.43096784
15662-33-6,0.55865854,0.44134146
20562-02-1,0.7082375,0.2917625
71-63-6,0.20776367,0.7922363
20830-75-5,0.063132465,0.93686754
1404-93-9,0.57357574,0.42642426
41294-56-8,0.07678068,0.9232193
57333-96-7,0.0746901,0.9253099
17578-43-7,0.58625734,0.4137427
18470-09-2,0.1968984,0.8031016
29886-96-2,0.3326202,0.6673798
87239-81-4,0.97171307,0.028286912
550-53-8,0.3617583,0.6382417
56717-11-4,0.56521475,0.43478528
106-21-8,0.68993133,0.31006867
