CASRN,Toxic_svm_ecfp6bits-0,Toxic_svm_ecfp6bits-1
66492-51-1,0.49393713129459266,0.5060628687054074
824-11-3,0.45447524294659425,0.545524757053406
1005-93-2,0.3164239512828302,0.6835760487171698
10097-02-6,0.5586288418468593,0.4413711581531407
115-70-8,0.5597863106157821,0.44021368938421795
3819-07-6,0.520548985048843,0.4794510149511571
7747-35-5,0.1316571854038935,0.8683428145961066
19882-03-2,0.7753950455687388,0.22460495443126113
6533-00-2,0.7525356407856374,0.24746435921436258
77-21-4,0.17527557721858011,0.8247244227814199
77236-50-1,0.11668691620148357,0.8833130837985166
5556-57-0,0.25783941674625044,0.7421605832537493
50-19-1,0.3241550520226089,0.6758449479773914
509-86-4,0.6239626368068034,0.37603736319319647
125-33-7,0.22844880191662056,0.7715511980833795
50-06-6,0.3736757045331896,0.6263242954668106
57-30-7,0.11603642389765412,0.8839635761023459
61837-66-9,0.8065745784486846,0.19342542155131554
74697-48-6,0.27121163417635785,0.7287883658236421
56430-99-0,0.26579598145430905,0.7342040185456912
7689-03-4,0.586996702598467,0.4130032974015329
7789-89-1,0.13791783903177193,0.8620821609682282
75-04-7,0.21696574107156114,0.7830342589284387
709-55-7,0.20001651055987224,0.7999834894401276
71130-60-4,0.24903340348020794,0.7509665965197921
5459-93-8,0.3551589360359936,0.6448410639640061
85697-07-0,0.34837708296824643,0.6516229170317537
5465-00-9,0.33925322189078283,0.6607467781092172
58473-74-8,0.292834884928312,0.7071651150716879
625-53-6,0.0634595683970788,0.9365404316029211
71475-35-9,0.3775185901545188,0.6224814098454812
139-94-6,0.22422496071436152,0.7757750392856384
68228-19-3,0.35013696487108215,0.6498630351289179
89427-19-0,0.09699697240098261,0.9030030275990175
4151-50-2,0.40838216050945836,0.5916178394905416
107-29-9,0.2172515048813718,0.7827484951186284
5308-25-8,0.10256760432492361,0.8974323956750765
93106-60-6,0.6355902364254411,0.364409763574559
139-87-7,0.3292995465374098,0.67070045346259
100-74-3,0.26616632935050627,0.7338336706494937
538-07-8,0.024168083358836155,0.9758319166411639
134-97-4,0.3424838816315685,0.6575161183684314
23205-24-5,0.48132640308030744,0.5186735969196924
67658-42-8,0.2713055772477961,0.7286944227522041
2687-91-4,0.6436524608969844,0.35634753910301575
92-50-2,0.6000384054769048,0.3999615945230953
92-49-9,0.07258343779637971,0.9274165622036205
1508-75-4,0.44924696242758755,0.5507530375724123
7081-53-0,0.2023540720833552,0.7976459279166447
62924-70-3,0.21019716801682506,0.7898028319831749
13147-25-6,0.2761459357398726,0.7238540642601273
13256-23-0,0.17381084906790525,0.8261891509320946
82018-90-4,0.12061724069594797,0.8793827593040521
2991-51-7,0.8139117099867805,0.18608829001321953
70458-96-7,0.7512838841949124,0.24871611580508768
14698-29-4,0.6903332903373705,0.30966670966262966
51940-44-4,0.7430056424541961,0.25699435754580385
19562-30-2,0.7869181293695768,0.21308187063042328
13256-13-8,0.13633299244130825,0.8636670075586917
80472-85-1,0.1520602351472815,0.8479397648527185
20373-56-2,0.21775601073797332,0.7822439892620267
62899-75-6,0.4119539418841564,0.5880460581158437
21590-92-1,0.26019970013073246,0.7398002998692675
63716-33-6,0.12360247430410873,0.8763975256958914
78467-49-9,0.18483147919352544,0.8151685208064745
63744-48-9,0.10405740096029645,0.8959425990397035
86-28-2,0.09840649742906298,0.901593502570937
132-32-1,0.174888393209261,0.825111606790739
128-53-0,0.39724653918180414,0.602753460818196
86-35-1,0.5314641075248865,0.46853589247511335
34929-03-8,0.06004375699583628,0.9399562430041638
28657-80-9,0.31207318799083533,0.6879268120091648
32976-88-8,0.20161416979979577,0.7983858302002041
3784-99-4,0.25607968683282295,0.743920313167177
1239-45-8,0.2838622679905659,0.7161377320094339
64-17-5,0.6421426435443243,0.3578573564556757
111-73-9,0.8704802202964046,0.1295197797035954
111-35-3,0.8625705214931725,0.13742947850682766
64050-15-3,0.6139403155552057,0.38605968444479427
2141-62-0,0.7588750938825479,0.2411249061174519
110-80-5,0.765075237965372,0.23492476203462803
111-90-0,0.8556720146224458,0.14432798537755406
112-50-5,0.8411459579119055,0.15885404208809423
64057-86-9,0.5395370134676358,0.4604629865323643
106-74-1,0.5693772836498269,0.4306227163501733
98519-29-0,0.13698861209086519,0.8630113879091348
6012-83-5,0.333481518530001,0.6665184814699988
122453-73-0,0.2842883331427495,0.7157116668572506
58567-11-6,0.7314688940271322,0.26853110597286767
109-94-4,0.6029325084366326,0.3970674915633674
2979-26-2,0.7917854725773373,0.2082145274226627
103-75-3,0.38256489559269935,0.6174351044073008
10310-32-4,0.6922812184131034,0.30771878158689675
33210-54-7,0.0901551624745717,0.9098448375254283
33210-37-6,0.061519596828724016,0.9384804031712761
33235-81-3,0.0555296678933816,0.9444703321066185
33236-11-2,0.3114723626543027,0.688527637345697
33235-92-6,0.08981734983025906,0.9101826501697411
33210-59-2,0.11303290833859085,0.8869670916614091
33235-90-4,0.06708975128773424,0.9329102487122659
4234-79-1,0.5319807104214964,0.4680192895785036
64037-28-1,0.2623503518422894,0.7376496481577106
105-56-6,0.6059596657620501,0.39404033423795
638-07-3,0.45820625553335304,0.541793744466647
101-97-3,0.7858545519391585,0.21414544806084132
14062-23-8,0.7667457668125814,0.2332542331874184
2122-70-5,0.4369761670529528,0.563023832947047
27512-72-7,0.35258943390675085,0.6474105660932491
2949-22-6,0.6781331370915147,0.3218668629084852
25059-80-7,0.35246610837809844,0.6475338916219016
119-41-5,0.7064817274065852,0.2935182725934148
21045-68-1,0.42709369881288967,0.5729063011871105
34580-65-9,0.15940569984057334,0.8405943001594266
77501-90-7,0.40293221819407105,0.5970677818059291
623-51-8,0.538475099448873,0.4615249005511269
63935-38-6,0.341060579769807,0.658939420230193
637-56-9,0.20618398460303966,0.7938160153969605
23609-20-3,0.36440204696819145,0.6355979530318085
150-69-6,0.5377244053743334,0.46227559462566664
38160-03-1,0.45237147306092235,0.5476285269390775
19077-60-2,0.4375291978104073,0.5624708021895927
100-29-8,0.43217495414821316,0.567825045851787
88599-72-8,0.8480265430674987,0.1519734569325013
93-18-5,0.6078773103140087,0.3921226896859913
61361-59-9,0.23014630620686788,0.7698536937931323
66840-01-5,0.18357575136715257,0.8164242486328473
60634-59-5,0.6430626557940284,0.35693734420597156
18637-00-8,0.29476821432301237,0.7052317856769875
938-73-8,0.3758395660364557,0.6241604339635443
80834-62-4,0.2470591808658479,0.7529408191341518
80834-63-5,0.17025602010545543,0.8297439798945446
80834-80-6,0.2452689685300139,0.7547310314699862
80834-59-9,0.18973434445568574,0.8102656555443145
80834-56-6,0.14605796465803284,0.853942035341967
96222-01-4,0.4687818075188861,0.5312181924811139
46817-91-8,0.23372724869314715,0.7662727513068529
118-28-5,0.7512727731206548,0.2487272268793453
63716-32-5,0.3708029882308816,0.6291970117691182
42874-03-3,0.2533131317332088,0.7466868682667912
140-88-5,0.45798689222247924,0.5420131077775209
103-36-6,0.7562165978515508,0.24378340214844935
6048-06-2,0.6909761677681672,0.3090238322318329
14731-78-3,0.6230085773473367,0.3769914226526633
117666-88-3,0.348074544411139,0.6519254555888611
117666-82-7,0.1909600881311951,0.809039911868805
95266-40-3,0.8165150151503578,0.1834849848496422
97-81-4,0.8005699991092864,0.1994300008907137
4089-07-0,0.730464507252977,0.26953549274702326
868-59-7,0.40186000597716376,0.5981399940228364
92077-78-6,0.8514204512316207,0.1485795487683791
86541-74-4,0.7961943375322127,0.2038056624677873
110221-44-8,0.86320009566248,0.13679990433751993
38109-77-2,0.5878822084933738,0.4121177915066264
1187-46-8,0.3974743932132017,0.6025256067867983
121-39-1,0.5321345273103116,0.4678654726896882
548-00-5,0.36148737888160615,0.6385126211183938
29177-84-2,0.8322669744462945,0.1677330255537055
9000-40-2,0.3239484517102558,0.6760515482897442
454-31-9,0.6310221860859323,0.3689778139140676
34580-75-1,0.09098647538447667,0.9090135246155233
10029-04-6,0.8477327172570217,0.15226728274297843
7085-85-0,0.4270396952085752,0.5729603047914247
89-33-8,0.5852820934224716,0.41471790657752833
93-89-0,0.8281453170096522,0.17185468299034773
94-09-7,0.6466369404500848,0.3533630595499153
99-77-4,0.6876678667552603,0.31233213324473974
120-47-8,0.8515014034760569,0.14849859652394318
56974-61-9,0.7554797243802519,0.24452027561974835
87-25-2,0.7572835415921045,0.2427164584078954
122277-22-9,0.683206282930734,0.31679371706926585
19485-08-6,0.8614462787294522,0.13855372127054796
79660-46-1,0.6640647781272457,0.3359352218727544
98349-25-8,0.7358973068380016,0.26410269316199847
734-88-3,0.6545665831715615,0.34543341682843853
16078-71-0,0.43761425993887704,0.5623857400611229
142891-20-1,0.6849665171198526,0.3150334828801475
24237-54-5,0.4130700447038903,0.5869299552961096
19688-04-1,0.7951698745268245,0.2048301254731754
75274-22-5,0.14705860257048015,0.8529413974295197
74531-87-6,0.5678811214709736,0.4321188785290263
103112-35-2,0.5828721509631173,0.41712784903688277
13915-60-1,0.26040113310971136,0.7395988668902889
126-12-5,0.1891121791062691,0.810887820893731
5794-23-0,0.184603622302652,0.8153963776973481
2385-81-1,0.16715126937115066,0.8328487306288493
3691-78-9,0.14736203840151085,0.8526379615984891
510-15-6,0.5373559038444073,0.46264409615559277
383-63-1,0.5722134974048616,0.4277865025951384
515-84-4,0.28144040714087426,0.7185595928591255
51-79-6,0.609527072507667,0.39047292749233303
13684-56-5,0.7383392592936175,0.2616607407063828
105774-14-9,0.38484417931936965,0.6151558206806305
75507-68-5,0.5671201488950438,0.432879851104956
33400-47-4,0.5980249644534241,0.401975035546576
25717-80-0,0.24510923552205113,0.754890764477949
13945-53-4,0.6136909003434495,0.38630909965655036
139481-59-7,0.4453157681386588,0.5546842318613411
2593-15-9,0.2123996873489599,0.7876003126510401
79794-75-5,0.20361783386702717,0.7963821661329729
2521-01-9,0.4462722622747203,0.5537277377252798
16322-14-8,0.3797251101812965,0.6202748898187034
1097-57-0,0.5124444536653894,0.48755554633461073
541-41-3,0.4443920148672116,0.5556079851327885
59463-54-6,0.35951587306697025,0.6404841269330298
7495-45-6,0.4373024138425808,0.5626975861574194
719-80-2,0.6227236847242037,0.37727631527579625
23510-39-6,0.12310959107363319,0.8768904089263667
2425-19-6,0.051818349659868236,0.9481816503401317
13067-93-1,0.15818503016582985,0.8418149698341701
2104-64-5,0.12216978387361296,0.877830216126387
1776-83-6,0.11237130702557858,0.8876286929744214
1623-14-9,0.35658856681979473,0.6434114331802052
3309-67-9,0.15020195381590026,0.8497980461840999
71363-61-6,0.10102494982935925,0.8989750501706407
36519-00-3,0.05918462187564574,0.9408153781243541
17109-49-8,0.09070696695341779,0.9092930330465823
1498-51-7,0.09988599371494959,0.9001140062850504
7508-73-8,0.08312939651604036,0.9168706034839597
1498-64-2,0.055237087373668226,0.9447629126263318
607-01-2,0.19930568424089035,0.8006943157591097
19133-28-9,0.06220865859767434,0.9377913414023257
75-08-1,0.167399471809019,0.8326005281909808
110-77-0,0.5730034200966534,0.42699657990334655
18370-87-1,0.5,0.5
19594-18-4,0.43603749925608337,0.5639625007439166
32666-97-0,0.48099052063366693,0.5190094793663331
2212-67-1,0.44413130110574384,0.5558686988942563
181587-01-9,0.20405413021795668,0.7959458697820435
102251-91-2,0.2050509532730247,0.7949490467269752
513-12-2,0.7831193130969586,0.21688068690304127
594-44-5,0.38227143492096843,0.6177285650790315
74-96-4,0.19817224884513482,0.8018277511548648
10141-07-8,0.7135266404001781,0.28647335959982195
623-68-7,0.8174890493580407,0.18251095064195907
1733-25-1,0.5247961374529966,0.4752038625470033
16491-24-0,0.661107030260334,0.338892969739666
60364-26-3,0.5793224682795405,0.4206775317204594
130-01-8,0.18886942405982865,0.8111305759401711
480-54-6,0.3044193976963924,0.6955806023036074
15503-86-3,0.5997858064470185,0.40021419355298143
7785-33-3,0.844942960305367,0.15505703969463297
25402-06-6,0.6976528232959439,0.30234717670405614
56172-46-4,0.9492917362587608,0.05070826374123911
3016-19-1,0.6532456688062162,0.34675433119378385
11141-17-6,0.7799949790211872,0.22000502097881286
121-20-0,0.5408023163148726,0.45919768368512737
81719-55-3,0.2032511567754471,0.7967488432245531
23726-91-2,0.563231357360305,0.43676864263969484
8022-96-6,0.4917049612844643,0.5082950387155357
102518-79-6,0.35978146725220783,0.6402185327477921
625-33-2,0.7872625904316909,0.2127374095683091
80-59-1,0.6033677081906986,0.39663229180930143
240494-70-6,0.3988402614658815,0.6011597385341184
480-81-9,0.2506778636046596,0.7493221363953404
16568-02-8,0.2365326190776939,0.7634673809223059
2883-98-9,0.5124839007857642,0.48751609921423567
15037-65-7,0.29506840267817885,0.7049315973218212
93-16-3,0.5312608503711318,0.4687391496288682
7319-16-6,0.42167713731315837,0.5783228626868417
97-54-1,0.5811232320214641,0.4188767679785359
120-11-6,0.6842348898126291,0.31576511018737113
623-43-8,0.7306162650611556,0.26938373493884415
6842-15-5,0.4635694322927865,0.5364305677072135
4635-87-4,0.48684744594807583,0.5131525540519242
964-82-9,0.6690255222617207,0.33097447773827937
33956-49-9,0.8486716329279319,0.15132836707206834
15220-87-8,0.10600291287894423,0.893997087121056
142-83-6,0.2640919830045767,0.7359080169954233
1516-01-4,0.12262941263752537,0.8773705873624746
4076-62-4,0.696513074854096,0.30348692514590386
637-50-3,0.3993245474313563,0.6006754525686436
120-58-1,0.4550493249457337,0.5449506750542663
13061-80-8,0.7218906520136364,0.27810934798636355
14861-06-4,0.6884021020475024,0.31159789795249776
590-21-6,0.16629854616822226,0.8337014538317777
16219-75-3,0.34350860283324014,0.65649139716676
38233-76-0,0.3039608673651402,0.6960391326348601
78919-13-8,0.46065994418532136,0.5393400558146788
88430-50-6,0.19612052720024864,0.8038794727997516
75-05-8,0.1499065105472327,0.8500934894527673
2001-95-8,0.5489255828460134,0.4510744171539865
126-13-6,0.8622680188499182,0.13773198115008173
26305-03-3,0.7158014809239557,0.2841985190760444
3922-90-5,0.586103583833297,0.413896416166703
111-01-3,0.7440003704777619,0.2559996295222385
12750-79-7,0.8009445151730559,0.19905548482694424
72559-06-9,0.8473273358833913,0.15267266411660857
16846-24-5,0.8863496437172638,0.11365035628273629
101043-37-2,0.522477722504239,0.47752227749576104
134652-60-1,0.5853758337252531,0.4146241662747468
6846-50-0,0.8345330492672335,0.1654669507327666
37280-56-1,0.8908291116002511,0.10917088839974871
25448-25-3,0.7600757681768762,0.23992423182312383
25103-12-2,0.689288771943878,0.31071122805612217
23079-28-9,0.46712141947133756,0.5328785805286625
68937-40-6,0.4663827906604318,0.5336172093395682
126-71-6,0.24820154070956005,0.7517984592904399
96513-83-6,0.2723763503876678,0.7276236496123324
64532-95-2,0.3871105301466762,0.6128894698533238
2162-73-4,0.3251239739972799,0.6748760260027203
85187-23-1,0.36392499710560283,0.6360750028943971
3818-80-2,0.1349895312347476,0.8650104687652523
2667-52-9,0.15289867074521812,0.847101329254782
157859-20-6,0.4545319442594642,0.5454680557405358
3081-14-9,0.632929545714378,0.367070454285622
24916-51-6,0.8497396244123816,0.15026037558761843
68880-55-7,0.7951832665819903,0.20481673341800985
78164-00-8,0.7671623185124622,0.2328376814875377
123-17-1,0.724435648334639,0.27556435166536103
60828-78-6,0.9120943723868133,0.08790562761318653
16409-46-4,0.8839414703201,0.11605852967989999
73747-29-2,0.43908986168047953,0.5609101383195204
80621-81-4,0.7579973899620468,0.24200261003795323
3286-46-2,0.5386798939934296,0.4613201060065703
61379-65-5,0.6969982026487175,0.3030017973512824
4345-03-3,0.8996178737525895,0.10038212624741047
43119-47-7,0.8138184652786111,0.18618153472138896
1406-66-2,0.860238814910798,0.13976118508920182
303-45-7,0.8464982301858542,0.15350176981414582
25497-49-8,0.7502477705539066,0.24975222944609363
84-80-0,0.884426856430116,0.11557314356988423
77855-81-3,0.9084829230702067,0.09151707692979338
24365-47-7,0.5522212553150158,0.44777874468498413
51356-22-0,0.16286432561860356,0.8371356743813966
51356-10-6,0.2170155979728805,0.7829844020271195
21673-83-6,0.4609062604643175,0.5390937395356824
150-86-7,0.8342077296308784,0.16579227036912159
26544-38-7,0.8494151264203469,0.15058487357965303
70384-29-1,0.6156030554260631,0.3843969445739371
71108-02-6,0.10576512183809897,0.8942348781619011
25265-77-4,0.8534084030131015,0.14659159698689855
505-32-8,0.786876216578251,0.21312378342174865
50-14-6,0.12967509513198053,0.8703249048680194
54573-75-0,0.1814682194951722,0.818531780504828
330-64-3,0.23058492225626415,0.769415077743736
60244-70-4,0.0909928048444175,0.9090071951555826
60244-66-8,0.1347405091839256,0.8652594908160743
7492-32-2,0.24662603549139706,0.753373964508603
50-34-0,0.3959939416476774,0.6040060583523226
3700-96-7,0.3749120521368427,0.6250879478631575
3700-90-1,0.2941313703050027,0.7058686296949972
60244-69-1,0.5419476957119493,0.45805230428805077
143201-11-0,0.7828442064776809,0.2171557935223191
1610-18-0,0.3181746229188008,0.6818253770811992
99559-84-9,0.18148223570740765,0.8185177642925922
1445-75-6,0.474899790116519,0.525100209883481
41669-30-1,0.9240708794714029,0.07592912052859714
26401-35-4,0.9203307883140115,0.07966921168598876
28472-97-1,0.9240708794714029,0.07592912052859714
166412-78-8,0.9440630067101256,0.05593699328987442
27554-26-3,0.9452050557969925,0.0547949442030075
544-01-4,0.8720118734389727,0.1279881265610272
605-50-5,0.876922477316927,0.12307752268307293
10086-50-7,0.8857616198925161,0.11423838010748379
63980-62-1,0.876553796289373,0.12344620371062698
589-59-3,0.7706507900192754,0.2293492099807247
110-96-3,0.4662843629201531,0.533715637079847
29214-81-1,0.29639583120086493,0.7036041687991353
127-39-9,0.8986965849431546,0.10130341505684548
84-69-5,0.8490028726109836,0.1509971273890164
53378-52-2,0.4935310435278137,0.5064689564721863
97-85-8,0.8535583725743342,0.1464416274256655
68171-33-5,0.9492942828195071,0.05070571718049293
132299-20-8,0.7697352060523469,0.2302647939476531
100-18-5,0.35295229603477773,0.6470477039652223
38640-62-9,0.36922209571097353,0.6307779042890265
28178-42-9,0.3825928579744727,0.6174071420255275
94133-79-6,0.3345117996101976,0.6654882003898024
565-80-0,0.5961742348221634,0.4038257651778367
50847-11-5,0.36884599940976914,0.6311540005902309
97-72-3,0.7442497091057815,0.2557502908942185
3437-84-1,0.6892680481667165,0.31073195183328334
108-18-9,0.22381993643252412,0.7761800635674758
2986-17-6,0.1736936222701718,0.826306377729828
139-40-2,0.26058521940879764,0.7394147805912024
38588-65-7,0.21589038309171207,0.784109616908288
96-80-0,0.6895145734089868,0.310485426591013
66660-95-5,0.31764448591379085,0.6823555140862091
4261-68-1,0.10057961177754386,0.8994203882224562
2303-16-4,0.38676406789359147,0.6132359321064087
601-77-4,0.22195009494979487,0.7780499050502049
108-20-3,0.5,0.5
7491-02-3,0.9317455757693055,0.0682544242306944
924-88-9,0.7977862516302591,0.20221374836974101
7283-70-7,0.7280048988398556,0.2719951011601443
10552-74-6,0.6772173555990082,0.32278264440099214
50512-35-1,0.6725195914358499,0.3274804085641501
59937-28-9,0.6436294769707352,0.3563705230292648
105-64-6,0.6559495300880953,0.3440504699119047
1809-20-7,0.5702513334377904,0.4297486665622095
26087-47-8,0.2332941854614327,0.7667058145385671
51356-07-1,0.09125493032324612,0.9087450696767536
51356-16-2,0.24664165912540217,0.7533583408745979
10141-19-2,0.8126910284446415,0.18730897155535844
3726-36-1,0.21608563216372653,0.7839143678362736
67786-25-8,0.9630115029723402,0.036988497027659856
371756-75-1,0.9389233839050554,0.061076616094944615
128446-33-3,0.8286698888902415,0.1713301111097583
1397-89-3,0.8080149529997971,0.19198504700020289
3773-49-7,0.14030014271800748,0.8596998572819927
108-62-3,0.4247117383492715,0.5752882616507285
68857-95-4,0.8514492296911759,0.148550770308824
104987-11-3,0.4358053802318197,0.5641946197681804
51596-10-2,0.8220571253480675,0.1779428746519326
10176-39-3,0.4556151414681024,0.5443848585318976
42588-37-4,0.8321959451280276,0.16780405487197225
20780-49-8,0.9049489341040315,0.09505106589596846
108-84-9,0.8667049017778333,0.1332950982221667
67306-03-0,0.7103165622528298,0.28968343774717015
30685-43-9,0.22997911310514788,0.7700208868948523
58327-21-2,0.8312817606457721,0.16871823935422786
58327-19-8,0.8747571689962126,0.12524283100378739
516-95-0,0.783962121923549,0.21603787807645095
65242-49-1,0.5936154896016461,0.4063845103983538
57-88-5,0.5941767110040006,0.40582328899599923
15662-33-6,0.5643625167468427,0.43563748325315754
20562-02-1,0.6172801843367035,0.38271981566329655
71-63-6,0.29828704832684305,0.7017129516731572
20830-75-5,0.2299188269603215,0.7700811730396783
1404-93-9,0.6695961524702101,0.33040384752978985
41294-56-8,0.2670438239634294,0.7329561760365706
57333-96-7,0.28259786638687023,0.7174021336131299
17578-43-7,0.6175123175229104,0.3824876824770897
18470-09-2,0.40673363511422367,0.5932663648857763
29886-96-2,0.2633076237454675,0.7366923762545325
87239-81-4,0.8303860715209633,0.16961392847903678
550-53-8,0.29708075597498446,0.7029192440250154
56717-11-4,0.4462688353000929,0.5537311646999072
106-21-8,0.8599954272998419,0.14000457270015804
203448-76-4,0.48563138301406983,0.5143686169859302
543-82-8,0.5225264953765478,0.4774735046234523
3081-01-4,0.45298020972052816,0.5470197902794717
7535-34-4,0.4765695854769668,0.5234304145230332
108-11-2,0.6912762828596134,0.3087237171403863
23436-19-3,0.7794742886334647,0.22052571136653537
99-82-1,0.6074415063279724,0.3925584936720276
87061-04-9,0.9236624046540138,0.07633759534598622
26171-78-8,0.8624115433424412,0.13758845665755892
147126-62-3,0.7158183377190545,0.2841816622809454
89-80-5,0.8169861315223989,0.18301386847760104
66941-88-6,0.11020787087990448,0.8897921291200954
103-95-7,0.523861439579483,0.4761385604205168
57144-56-6,0.1782810740919893,0.8217189259080107
64059-37-6,0.5,0.5
860035-10-5,0.8571671848014735,0.14283281519852664
55636-92-5,0.21438530706300446,0.7856146929369955
42978-66-5,0.66146461895635,0.3385353810436501
123-63-7,0.4346719966003245,0.5653280033996755
50765-83-8,0.22235723309344746,0.7776427669065524
50765-86-1,0.5996983746454408,0.40030162535455904
50765-79-2,0.12158977826566678,0.8784102217343333
21259-20-1,0.8995130422704348,0.10048695772956524
68133-73-3,0.9259327479333228,0.07406725206667715
40580-61-8,0.821327919130863,0.17867208086913708
20724-12-3,0.6545523771982469,0.3454476228017532
30129-27-2,0.5566706184926589,0.4433293815073412
78-35-3,0.9125837609818561,0.08741623901814381
964-52-3,0.42084115466633,0.57915884533367
121489-04-1,0.430770866632126,0.569229133367874
30562-34-6,0.5804353854747153,0.4195646145252846
66085-59-4,0.735572460893919,0.2644275391060807
78194-09-9,0.18341722770499852,0.8165827722950014
24353-58-0,0.3578228143522128,0.6421771856477871
73080-51-0,0.9010238790519666,0.09897612094803335
489-84-9,0.5,0.5
6223-35-4,0.8410914061182392,0.1589085938817609
17493-73-1,0.23526320991740057,0.7647367900825994
92671-67-5,0.5643296806422655,0.43567031935773437
113139-67-6,0.5893995158287572,0.4106004841712429
121625-72-7,0.6130819142402566,0.3869180857597435
67801-20-1,0.6810196608527221,0.3189803391472777
56105-46-5,0.8231056563923039,0.17689434360769601
63982-52-5,0.4080030044358123,0.5919969955641879
18659-45-5,0.1370664475466439,0.862933552453356
2752-71-8,0.3384877585330015,0.6615122414669985
119-38-0,0.1842693969950715,0.8157306030049285
72542-61-1,0.1717531672048362,0.8282468327951636
78194-24-8,0.1909033398684855,0.8090966601315145
78194-42-0,0.19070075470683315,0.809299245293167
15037-62-4,0.2770815580900694,0.7229184419099307
94739-29-4,0.6168106922835646,0.38318930771643556
75530-68-6,0.6185014178180576,0.3814985821819424
97-86-9,0.8756021319449737,0.12439786805502649
13749-61-6,0.4853707086078503,0.5146292913921499
23684-11-9,0.6849065068265826,0.31509349317341706
110-12-3,0.8836142838729542,0.11638571612704589
3572-41-6,0.4900768899959479,0.5099231100040521
70318-55-7,0.9005003120600354,0.0994996879399648
70318-56-8,0.5453100691605041,0.45468993083949594
26544-20-7,0.46437458466547604,0.5356254153345239
13706-86-0,0.7574793729336977,0.24252062706630248
81250-17-1,0.19729288706792783,0.802707112932072
123-92-2,0.9050653746547433,0.09493462534525668
110-19-0,0.8827541113986086,0.1172458886013913
99-86-5,0.623519055641538,0.3764809443584621
542-08-5,0.8372550405855723,0.1627449594144276
99-87-6,0.4194850399118484,0.5805149600881516
535-77-3,0.44049582464917636,0.5595041753508238
89-83-8,0.5684693458815546,0.4315306541184455
56211-40-6,0.7956324918167732,0.20436750818322677
22760-18-5,0.6512352723861136,0.34876472761388644
40507-23-1,0.29211278766094406,0.7078872123390559
65765-07-3,0.5834020603018448,0.41659793969815534
499-75-2,0.508589757935881,0.4914102420641187
2814-20-2,0.7665568612818016,0.2334431387181983
80176-21-2,0.5112035032935113,0.48879649670648856
55814-41-0,0.7998908863015716,0.20010911369842838
125055-52-9,0.22093059574010823,0.7790694042598917
563-80-4,0.6765846256500474,0.3234153743499524
59230-57-8,0.8815913860084582,0.11840861399154169
39543-79-8,0.48435798518645873,0.5156420148135412
314-42-1,0.34108868780157064,0.6589113121984292
123524-52-7,0.6164441582158209,0.3835558417841791
6673-35-4,0.5075156640703226,0.49248433592967755
19234-20-9,0.7694897596604791,0.230510240339521
108-21-4,0.7180562574276015,0.28194374257239874
4212-94-6,0.8402936681251111,0.1597063318748888
12650-69-0,0.9262439148702963,0.07375608512970366
828-00-2,0.748207689335622,0.25179231066437796
1445870-18-7,0.3213208539184563,0.6786791460815437
68425-16-1,0.46243333460788855,0.5375666653921113
1222-05-5,0.22195731139031089,0.778042688609689
57052-04-7,0.3242599262251344,0.6757400737748653
540-84-1,0.7587177403819123,0.2412822596180874
67239-26-3,0.23123164789368977,0.7687683521063101
40915-86-4,0.7539948064420897,0.24600519355791026
35256-85-0,0.5627918816202488,0.4372081183797512
19666-30-9,0.5605688611279744,0.4394311388720255
129909-90-6,0.6898286066346175,0.31017139336538285
76-50-6,0.7434087799652426,0.25659122003475754
71108-05-9,0.2208522779185061,0.7791477220814939
71108-06-0,0.14695314654266434,0.8530468534573361
111038-42-7,0.26381495890771944,0.7361850410922804
127-25-3,0.6678770147438474,0.33212298525615247
13254-34-7,0.8812135005130036,0.11878649948699621
144-19-4,0.5965491204888165,0.4034508795111834
3445-42-9,0.5,0.5
14860-89-0,0.4095233035927237,0.5904766964072764
26762-93-6,0.5734598451635609,0.4265401548364392
49562-28-9,0.8565959903782858,0.1434040096217142
51368-55-9,0.7286352653758997,0.2713647346241003
58327-13-2,0.882721017575095,0.11727898242490496
58327-14-3,0.8144329448146621,0.18556705518533792
58327-12-1,0.8280674596623135,0.17193254033768643
666-84-2,0.7793254572978391,0.2206745427021607
53471-69-5,0.8312931313981724,0.16870686860182751
53003-82-0,0.8562508230153605,0.14374917698463946
53003-62-6,0.821796991307913,0.178203008692087
86408-72-2,0.9030218305049061,0.09697816949509404
512-04-9,0.43033366227743647,0.5696663377225634
36011-19-5,0.5638792459208025,0.43612075407919754
33160-78-0,0.23334405758086174,0.7666559424191381
154619-51-9,0.30751338603350514,0.6924866139664946
114311-32-9,0.8976147155893515,0.10238528441064855
69915-63-5,0.7712570191056902,0.22874298089430964
69915-62-4,0.8377021913149462,0.1622978086850537
581-12-4,0.4240845451040204,0.5759154548959797
470-67-7,0.32590846116691763,0.6740915388330825
512-85-6,0.3871938388165222,0.6128061611834777
63968-64-9,0.7148639839867311,0.2851360160132691
13613-99-5,0.4586200806937633,0.5413799193062366
3035-45-8,0.245283235621306,0.754716764378694
1014-69-3,0.19067034226568183,0.8093296577343181
64-00-6,0.11624589815385904,0.8837541018461409
2752-81-0,0.16331482985243326,0.8366851701475668
2631-40-5,0.2543003262553278,0.7456996737446722
114-26-1,0.15570642444688704,0.8442935755531129
366-70-1,0.49453497141933583,0.5054650285806641
54266-83-0,0.3948797449961674,0.6051202550038327
106293-84-9,0.5,0.5
