CASRN,LD50_RF_rdkit2d
51940-44-4,0.5532418319395012
13256-13-8,0.4856211200993295
20373-56-2,0.48063699147119154
21590-92-1,0.18099091995832237
63716-33-6,0.47630918387808574
63744-48-9,0.16348896585864817
132-32-1,0.4838400556385908
128-53-0,0.9257817337706247
86-35-1,0.6947125560419873
34929-03-8,0.23457043327996985
28657-80-9,0.5912918904679473
32976-88-8,0.6652487939827206
64-17-5,1.1963935493606936
111-73-9,1.2978631864326058
111-35-3,1.459209947016194
64050-15-3,1.011158904232188
2141-62-0,1.337873282809933
110-80-5,1.5045613704550451
111-90-0,1.54545871374247
112-50-5,1.4639411048523885
64057-86-9,0.9183734728090895
106-74-1,0.8213183396811924
6012-83-5,0.4298268115014718
122453-73-0,-0.0006236241194834277
109-94-4,1.2618006132564648
2979-26-2,1.2633558770681304
103-75-3,1.047624221660507
33210-54-7,0.3960758206922964
33210-37-6,0.037501429406642105
33235-81-3,0.3096209036361
33236-11-2,0.46679970165242185
33235-92-6,0.3262373694746647
33210-59-2,0.1110880898285517
33235-90-4,0.07615254412673789
4234-79-1,-0.257993800217027
638-07-3,0.5296333030730699
101-97-3,1.2109194659368037
14062-23-8,1.0795353159530674
2122-70-5,0.9714571683204986
27512-72-7,0.5794043981172989
2949-22-6,0.8155957869579203
21045-68-1,0.9996693578624005
77501-90-7,0.2552076864953312
623-51-8,0.49158823486947434
637-56-9,0.8517318436099484
23609-20-3,0.6908453624495907
150-69-6,0.750020574615374
38160-03-1,0.41975887184467175
19077-60-2,0.660904342633197
100-29-8,0.9534562042262202
93-18-5,0.9994955034956268
61361-59-9,-0.3952496070591029
66840-01-5,-0.08466455820121599
60634-59-5,0.5697452672908115
938-73-8,0.9139611266403016
80834-62-4,0.14024137075167414
80834-63-5,0.1308904282889789
80834-80-6,0.05278629437480999
80834-59-9,0.13310351959368563
80834-56-6,0.14735799265549757
96222-01-4,0.19075895016747035
46817-91-8,0.5829038421622602
118-28-5,0.868366129119218
63716-32-5,0.2909434933051238
42874-03-3,0.20905688912379305
140-88-5,0.8119068693872702
103-36-6,1.1707427884962893
6048-06-2,0.8182825472887217
14731-78-3,0.7252147616245462
117666-88-3,0.5112215330601289
117666-82-7,0.612237709874823
95266-40-3,0.5357922062521405
97-81-4,0.8665811687642342
4089-07-0,0.8605219671541247
868-59-7,0.644099863865733
1187-46-8,0.41977195297802944
121-39-1,1.1337579444247297
548-00-5,0.3611904611153991
9000-40-2,0.5294059684340587
10029-04-6,1.2388792964894497
7085-85-0,0.753595448837886
89-33-8,0.757765234398922
93-89-0,1.2314218542457067
94-09-7,1.1773833126828803
99-77-4,0.8963161639054268
120-47-8,1.1269548623176586
56974-61-9,0.6486662539419099
87-25-2,1.1810613794056326
19485-08-6,0.3562181578408668
734-88-3,0.570244375200951
19688-04-1,0.6832598426072166
13915-60-1,0.5860090515108316
126-12-5,0.10546531818547837
5794-23-0,0.35968872813860925
2385-81-1,0.1778201430075539
3691-78-9,0.17182337272660725
510-15-6,0.810036042307903
51-79-6,1.0149203321741993
13684-56-5,0.799362517264837
105774-14-9,0.03520073794407232
75507-68-5,0.34156801192958225
33400-47-4,0.4039712330302272
25717-80-0,0.3425961910197155
13945-53-4,0.37848101416003593
2593-15-9,0.39497548727938153
2521-01-9,0.5012452276719834
16322-14-8,0.5852061427904041
1097-57-0,0.4999276304606094
541-41-3,0.4749315752362541
59463-54-6,0.4606737537233744
7495-45-6,0.7543372973177206
719-80-2,0.5347352509548234
23510-39-6,0.256439501583992
2425-19-6,-0.719639669694144
13067-93-1,-0.23352271760891302
2104-64-5,-0.5965489620323313
1776-83-6,-0.25200296417899654
1623-14-9,0.8211090217670904
3309-67-9,-0.7386656663628438
71363-61-6,-0.5187839783285371
36519-00-3,-0.07273320378281292
17109-49-8,0.1235751570396612
1498-51-7,0.3067942414474083
7508-73-8,-0.21126025582070906
1498-64-2,0.2669708967392803
607-01-2,0.6581117039629854
19133-28-9,-0.5586272651343492
75-08-1,1.0310050700683893
18370-87-1,1.0090390170718264
19594-18-4,0.4047781421534651
32666-97-0,0.5900040216376151
2212-67-1,0.6036268086227787
513-12-2,0.9663734027839748
594-44-5,0.5684934624800773
74-96-4,0.6033250247992779
10141-07-8,0.7489012099518375
623-68-7,0.9333561898483655
16491-24-0,1.1391521494848134
60364-26-3,0.8094538866306944
130-01-8,-0.39644122982900143
480-54-6,-0.5058011696671689
15503-86-3,-0.11871508647247568
25402-06-6,0.44135181732290807
3016-19-1,1.2470807065253717
121-20-0,0.29808650735889897
81719-55-3,0.5610325883853718
23726-91-2,1.1356098645631632
102518-79-6,0.4495962900153815
625-33-2,0.8191640729141397
480-81-9,-0.2997778702478278
16568-02-8,0.574434885878217
2883-98-9,0.6160486196771132
15037-65-7,-0.11155492342365635
93-16-3,0.9174649228494277
97-54-1,1.0285395516664497
120-11-6,0.6357498796553686
4635-87-4,0.6138465382879311
964-82-9,0.5221101610706039
142-83-6,0.9177695018075738
1516-01-4,0.6684773155808708
4076-62-4,0.9365928741987087
637-50-3,1.1982751814187143
120-58-1,0.9959380223994587
13061-80-8,0.7226130680082293
14861-06-4,0.8080308984598191
590-21-6,0.9023621182445498
16219-75-3,1.1620743952752524
38233-76-0,0.843245813186961
88430-50-6,0.26421626953330674
75-05-8,0.26559411859101695
2001-95-8,0.1803680118607913
3922-90-5,-0.010228951506860094
12750-79-7,-0.41328283134237576
37280-56-1,-0.006994009999757422
25448-25-3,1.2110279575872986
25103-12-2,1.2559283186877297
23079-28-9,0.9114674856727845
96513-83-6,0.30236142976110597
3818-80-2,-0.4283347927108948
2667-52-9,-0.8269304638061528
3081-14-9,0.780134844741797
68880-55-7,0.09717739284014362
123-17-1,1.2193988263139395
60828-78-6,1.1984057844542686
73747-29-2,0.4716209475209083
303-45-7,0.5312597986371985
25497-49-8,0.48541489386945885
77855-81-3,-0.37805951718871217
24365-47-7,0.37891981646260464
51356-22-0,-0.2197296573844593
51356-10-6,-0.7060219891758686
26544-38-7,0.8524069243194157
71108-02-6,-0.21604646252216672
25265-77-4,1.1326073908971561
50-14-6,-0.2248722987988199
54573-75-0,-1.6724555066632705
330-64-3,0.23463081157052149
60244-70-4,-0.813544799832838
60244-66-8,-0.9261209089010516
7492-32-2,0.3920516262106483
50-34-0,0.19019894592018957
3700-96-7,0.03395019603596727
3700-90-1,-0.09619020320293258
60244-69-1,-0.7581805167439716
143201-11-0,0.3122143923183263
1610-18-0,0.7289504022613918
99559-84-9,-0.26484594366840275
1445-75-6,0.9587450997586833
27554-26-3,1.5838080507439012
10086-50-7,1.1567672063077101
63980-62-1,1.1079420325167717
110-96-3,0.537115636751078
29214-81-1,0.30643387646682224
127-39-9,0.6399166218905648
84-69-5,1.2184496154896112
97-85-8,1.5227122482638733
132299-20-8,1.2685858473838587
38640-62-9,0.9690702214760527
28178-42-9,0.9708162277955168
94133-79-6,0.9428193547403471
565-80-0,0.9852778389309008
50847-11-5,0.6375523279411733
97-72-3,1.2701388065456383
108-18-9,0.6341592065586887
2986-17-6,0.4718675315573675
139-40-2,0.6531459444562664
38588-65-7,0.7013570893944708
96-80-0,0.9837542320969158
66660-95-5,0.3403472372277449
4261-68-1,0.4016628033542943
2303-16-4,0.4027106163217384
601-77-4,0.7464243221433424
108-20-3,1.2890724792425903
7283-70-7,1.1057750435888134
50512-35-1,0.29071230811237814
59937-28-9,0.47105264275025205
105-64-6,0.892145740401257
1809-20-7,0.8961103853547282
26087-47-8,-0.08899099916318529
51356-07-1,-0.6047971485540874
51356-16-2,-0.0778560199915463
10141-19-2,1.1802307814583863
67786-25-8,0.7832766188268719
371756-75-1,0.6789114366737831
3773-49-7,0.20467553999486354
108-62-3,1.0123309232790911
68857-95-4,0.6160197616979806
104987-11-3,-0.10260952263831712
51596-10-2,-0.3240010330740506
10176-39-3,-0.6899546678541432
42588-37-4,1.036058594136193
108-84-9,1.5505090207366827
67306-03-0,0.3290548306457685
30685-43-9,-1.2239016296502465
15662-33-6,-0.5278031779860362
20562-02-1,-0.3264933970753609
71-63-6,-1.2294188468716596
20830-75-5,-1.511222305239846
41294-56-8,-1.2763763703368405
57333-96-7,-1.9337814126056034
17578-43-7,0.47364173737257087
18470-09-2,0.03859418190323034
550-53-8,0.4489100039243906
56717-11-4,0.58810212048676
543-82-8,0.5061123694265388
3081-01-4,0.5717495613879618
7535-34-4,0.6048672751326648
108-11-2,1.2701823936810024
23436-19-3,1.2149666668933314
89-80-5,1.2334890419960862
66941-88-6,0.2822835030300334
103-95-7,1.0320125412374914
57144-56-6,0.6431048964352695
64059-37-6,0.6840599276137012
55636-92-5,0.5584063440317321
42978-66-5,0.9287784003320428
123-63-7,0.8570000162124964
21259-20-1,0.11813001831506388
40580-61-8,0.48602539397668876
964-52-3,0.43672731160326606
121489-04-1,0.11300477040392341
30562-34-6,0.14034530225085942
66085-59-4,0.490401311872303
78194-09-9,0.6998212710800527
24353-58-0,0.6423083613845397
489-84-9,1.128656789392816
6223-35-4,0.6512966613784773
17493-73-1,0.6979800983420164
92671-67-5,0.4967951150652935
113139-67-6,0.8454194227087187
63982-52-5,0.052040859311472266
18659-45-5,-0.5207547805750659
2752-71-8,-0.19892791877283889
119-38-0,-0.1846415208561886
72542-61-1,-0.508110631056019
78194-24-8,0.5669534615977537
78194-42-0,0.7429563497482782
15037-62-4,-0.002798426012589436
75530-68-6,0.5803824654073141
97-86-9,1.6085144052588278
23684-11-9,1.131942652057543
110-12-3,1.2104971169666932
3572-41-6,0.36669234963194874
70318-55-7,0.6079510774787635
70318-56-8,0.5124093174409403
26544-20-7,0.5487514979299148
81250-17-1,-0.07886154152630777
123-92-2,1.6445253130801112
110-19-0,1.6505847911090077
99-86-5,1.3051602349554752
542-08-5,1.3751756875925931
99-87-6,1.300842179238922
535-77-3,1.4009542019349777
89-83-8,0.806425419284693
22760-18-5,0.6037357045486804
65765-07-3,0.3402817246155371
499-75-2,0.8744845999110704
2814-20-2,0.7725076949062311
80176-21-2,0.49421932535451407
55814-41-0,0.6345139534911911
563-80-4,1.2573590744846947
59230-57-8,1.2540662138926235
39543-79-8,0.5466503041575257
314-42-1,0.5247268642148369
123524-52-7,-0.17790036716234098
6673-35-4,0.6948299683975674
108-21-4,1.565985901796054
4212-94-6,0.6516725477321708
12650-69-0,0.28224761370739626
828-00-2,1.0782368455460551
68425-16-1,0.48922027290281367
67239-26-3,0.5339469796985783
40915-86-4,0.4672941267115417
35256-85-0,0.6799250069582671
19666-30-9,0.20921629656855073
129909-90-6,0.458786383564414
71108-05-9,-0.9241838825677402
71108-06-0,-0.852578547707181
111038-42-7,0.2307049320671575
13254-34-7,1.151059792606829
3445-42-9,1.1362166069201887
14860-89-0,1.2352181785381213
26762-93-6,0.9236378873498486
36011-19-5,-0.07975801994404859
33160-78-0,-1.6525100205551273
154619-51-9,-1.1895373118952237
69915-63-5,0.6472232478684021
581-12-4,0.7071541498660112
470-67-7,1.0449852428353528
512-85-6,0.9413205528198411
63968-64-9,0.2635640473967479
13613-99-5,0.2037804273504415
3035-45-8,0.5760143270927226
1014-69-3,0.6207049334640978
64-00-6,0.1988191351571984
2752-81-0,-0.22288487514123403
2631-40-5,-0.10148503579775059
114-26-1,-0.02930753007703975
366-70-1,0.5891433132376874
54266-83-0,-1.1070300211410076
106293-84-9,-1.0529219046965734
73115-70-5,0.1009475997987069
2315-43-7,0.6040240052270551
1505-95-9,-0.048742842114496074
996-35-0,0.6862440864768348
3938-45-2,0.0011537133052330934
24730-10-7,-0.258989012873798
54270-10-9,0.43168649874483944
18952-79-9,0.03784779423605403
26328-00-7,0.6447215398872433
69788-41-6,0.40838173092575036
97887-77-9,0.16468141462354105
6659-45-6,-0.45120905234821324
22343-07-3,-0.3895919206315774
64249-01-0,-0.4226259141550674
14211-01-9,-0.5044100066753031
36614-38-7,-0.9300351736981687
19645-42-2,-0.43202590694774107
79985-91-4,-0.4975162263095606
71617-10-2,0.7999659967304683
3567-08-6,0.48786218792953856
17959-11-4,0.22538858106359685
404-86-4,0.5262548320148873
111038-37-0,0.2976361619767749
72739-69-6,0.38350404136817573
23485-79-2,-0.43353797568098024
24353-61-5,0.18144308906509646
13955-12-9,-1.0971908291225605
15863-65-7,-0.6941551970032175
14358-50-0,0.5610860736803426
24017-18-3,-0.8933770817227737
6838-93-3,0.8203974147075377
107-44-8,0.6295644331945713
71048-99-2,0.7290245725585645
959-24-0,0.2652961809000927
1330-61-6,1.3883177078972249
26544-23-0,0.6571397360195913
27013-89-4,1.0346449703404939
25168-26-7,0.331908098461473
25103-09-7,0.4873525773897398
646-07-1,1.2719210636313505
41764-14-1,0.6793521850652275
110-45-2,1.429124823437308
94-46-2,1.2261675020817997
87-20-7,1.0367068775599544
928-70-1,0.6704252020589754
590-86-3,1.460740780997027
1553-60-2,0.968348836914836
72221-66-0,0.6932299250103471
93-19-6,0.6548451143605876
503-74-2,1.2252583550192695
140-26-1,1.1765751561447892
2835-39-4,0.934003435284054
78-81-9,0.825629557478374
33207-44-2,0.35512616139187925
371-44-8,0.2061905540197047
52102-44-0,0.682305400209647
30979-48-7,0.6803900999308371
13887-57-5,0.6232231819623152
78-83-1,1.3177999037311476
4439-24-1,1.2646294373605702
51550-64-2,0.3436246740175562
105-01-1,1.0167286082235867
1713-15-1,0.3628111655968034
106-63-8,1.072863982361905
120-50-3,1.2054929077575607
87-19-4,1.1458515678910557
27442-58-6,0.22329050619278726
513-44-0,1.2588606725770752
4621-04-9,1.1851087306123935
34131-99-2,1.1982428138478556
528-92-7,0.7337606739278626
70124-77-5,0.2132587780485001
66827-38-1,0.17203885965659588
7407-66-1,0.5190990705060143
496-67-3,0.514823359289769
565-74-2,0.6583818454107624
64047-48-9,0.6935438708622869
91132-80-8,0.7887648247907912
68683-20-5,1.1587081340350902
4395-92-0,1.278814267647962
536-60-7,1.117272039928594
13816-33-6,1.0724548295443392
31027-31-3,1.0384477991854875
17959-33-0,0.18867040202976484
1333-53-5,0.6739136234876157
643-28-7,0.7291487116043356
13311-84-7,0.1897993874028039
80-34-2,0.7031681577664615
79-31-2,1.268179791466734
103-48-0,1.2561007309855041
103-28-6,1.2311671999125808
1532-00-9,0.8697629973476165
56425-91-3,0.2120619042306308
73681-12-6,0.2672659134023756
21738-42-1,0.41306180603646353
63659-19-8,0.5299002878692064
29122-68-7,0.6414754248711371
59333-90-3,0.5188375086710769
86247-86-1,0.5857178207308513
81486-22-8,0.5148878776222348
586-06-1,0.6003143911692608
5588-22-7,0.4576330260079776
14334-41-9,0.4217933775803596
31802-16-1,0.4044128185410639
768-52-5,0.7758715316552117
101-72-4,0.6346057431763537
2210-25-5,0.8954719037411346
637-32-1,0.35554627440033776
22936-86-3,0.6758639161720114
36734-19-7,0.5017366651396503
63884-40-2,0.8599452605811586
3544-35-2,0.4911690372091578
54-92-2,0.5516486530002412
35944-83-3,0.08671116997152846
2030-63-9,0.2940047602873389
58934-46-6,0.20477101554174476
3772-26-7,0.9440283799352401
142459-58-3,0.21359478695891645
1918-16-7,0.6966700885607606
98410-36-7,0.3080033655505644
25057-89-0,0.5582453766076783
79-46-9,0.7823896450341058
67-63-0,1.462519155281758
4016-14-2,1.2220138704934222
93-78-7,0.4233493145810513
83656-29-5,0.6412365797213896
29026-74-2,0.8445463687952174
38753-50-3,0.8614800205011879
939-48-0,1.2030307583692768
68334-67-8,0.30914684834333905
5836-10-2,0.423384811952427
122-42-9,0.693349374944297
108-23-6,0.5801337466949286
1714-03-0,-0.45490853848218143
1713-97-9,-0.7271768737631262
24441-57-4,-0.7623898579131032
4095-32-3,0.3646364311603818
500-38-9,0.7142576047557087
106-55-8,0.9840794683649275
61477-94-9,0.2990037134534126
98459-18-8,0.20570389248944287
7652-64-4,0.5319374774297873
2935-44-6,1.485178202207561
110-97-4,1.3208176025067249
110-98-5,1.4533142846859672
25322-69-4,1.734696897686914
25136-55-4,1.2970419388064074
1073-79-6,1.2372554390222494
141-91-3,1.0926353687754033
1593-77-7,0.636821544899682
10140-90-6,0.21218428656011804
108-60-1,0.3314441993371705
57472-68-1,1.0458665817694692
27138-31-4,0.9928494485792327
13275-18-8,0.7263984128533291
14663-72-0,-0.7996604139245289
579-56-6,0.6040254039683258
7681-93-8,0.0812748532719272
6280-75-7,0.4325608646963817
93-96-9,0.8559722607605029
4351-70-6,-0.212962177817228
21145-77-7,0.681900344715716
359-83-1,0.022386600600771866
123298-28-2,0.722843799804415
57646-30-7,0.5821450092005277
105-85-1,1.2715690445090397
8000-29-1,1.3140540431477326
51566-62-2,0.916035240791363
502-47-6,1.1790137092868491
16409-43-1,1.223094581251828
36798-79-5,0.5436009021597374
111479-05-1,0.3636802265384124
5370-01-4,0.7060281515574925
40766-31-2,0.9219085611696812
95719-24-7,0.876764814310624
58430-94-7,1.4710475799971798
77-54-3,0.8682336532585366
5634-42-4,0.5176816414409966
80449-58-7,0.9947507725381077
2885-39-4,-0.17701828340654457
34681-10-2,-0.9451192154361373
1477-79-8,0.27551920038927113
62-51-1,1.0906280605419458
108-65-6,1.423189843739288
23541-50-6,-1.2391774927830792
63170-60-5,-0.07307257337146862
27813-02-1,1.02803623504551
3644-61-9,0.36113736783314926
22683-78-9,0.5169602123998971
60789-89-1,0.40575345903905946
10402-52-5,1.258996845013193
40552-84-9,0.9998292965221297
143692-40-4,0.3477942272009737
1331-12-0,1.311802682693269
72619-44-4,-0.016973341135234132
68683-30-7,0.6775862996188703
57852-57-0,-0.48585344158030686
39472-31-6,-0.7922556606965608
6731-36-8,1.0816460617332242
33704-61-9,1.0010975553591492
91-51-0,0.5171368667697758
3302-10-1,1.1614956712660007
71500-37-3,1.0660112175657313
80-54-6,1.1185868025814416
12002-53-8,0.556590488768222
140-57-8,0.010809462867568335
57018-52-7,1.3247634425926027
60560-33-0,0.20931977347815728
32222-06-3,-1.4557326830249289
93503-00-5,-2.01484016507789
1845-38-1,1.1044512562995967
456-59-7,0.6919787495843022
53445-37-7,0.9325904915315526
18479-58-8,0.9409257552932857
21564-62-5,0.5600921749687472
21564-60-3,0.37055609157917113
107-41-5,1.3795871697788276
10141-15-8,0.9716321963328235
32568-89-1,0.21385937914952408
3407-42-9,1.041959278548538
5585-52-4,0.4941632490072008
5076-19-7,1.3819534410178995
302-95-4,0.16158509508423735
1403-66-3,0.6806389843657965
26419-73-8,-1.8477245850702124
1215-83-4,0.27171683507142663
523-86-4,-0.2996663711281848
6970-59-8,1.0193090734248544
83805-11-2,-0.2514071332531936
6754-13-8,0.4543758122937075
551-36-0,1.0221972415782856
2275-23-2,-0.7259288605719915
5588-10-3,0.5787316069451677
101-40-6,0.5706768852776473
300-42-5,0.3521884163218814
1199-85-5,0.3157299037927224
6988-20-1,-0.49371473305590335
926-93-2,0.20527276049459958
894079-42-6,0.7028908334165674
57-92-1,0.6900146107356517
66637-32-9,-1.3104794276229288
106358-90-1,-1.1179232007805677
59375-71-2,-1.8284052130029456
59375-66-5,-1.6195386988129445
54266-57-8,-0.9361557401708382
1563-67-3,0.4078791099071353
54266-46-5,-0.9242411049564113
67151-63-7,0.7922498224536291
97-84-7,0.6595992253748582
13115-40-7,0.23168013422807265
5585-67-1,-0.24200445396092596
5585-73-9,0.3141472597542115
521-78-8,0.3731515526108625
84-96-8,0.297373894965214
70133-85-6,0.24216843295903978
108-16-7,1.1803713286178596
5636-83-9,0.2625304350087314
1225-60-1,0.30688612871663296
22212-93-7,-0.6651326853578426
23915-73-3,0.48235238693261384
2449-49-2,0.3582985862339829
20170-20-1,0.36544668052823825
1892-80-4,0.5140509543196363
603-00-9,0.6107577678344369
66637-35-2,-0.3152198569808112
801-52-5,0.16316705292037503
61738-05-4,0.6739529452853984
34769-67-0,0.6112164896450408
2079-54-1,0.3326840950176278
56393-22-7,0.45712289861764227
64399-29-7,0.5744992503016609
67055-59-8,0.47019010522397614
7635-51-0,0.5353904682390442
3766-60-7,0.644084998989493
68690-89-1,0.4114697148245077
25724-11-2,1.0399999733274679
32358-07-9,-0.23205760473253934
10143-67-6,1.273123098615632
2801-68-5,0.6697047019731999
90-87-9,0.8529381436350977
33419-42-0,-0.04594422922047193
67329-03-7,-0.5877707590881103
106065-10-5,0.7008762380707227
74150-27-9,0.32897034932562524
10024-70-1,1.433765837073948
1589-47-5,1.3860877641726452
60676-84-8,0.6277419076579943
73573-87-2,0.5863986660348836
6142-38-7,1.3505736263445987
16777-42-7,0.4925751017470751
22204-53-1,0.6876775087968436
97699-81-5,0.12113662233600765
110599-10-5,0.6165936382870155
110599-11-6,0.5568727835808123
38835-17-5,0.521649153326297
108912-17-0,0.6582604378047794
52756-25-9,0.5172278194370715
51338-27-3,0.4282369091226896
69806-40-2,0.29397379021653636
34885-03-5,1.162352195446153
55066-48-3,1.0029130354051765
589-92-4,1.1426227058911205
15520-10-2,0.723302082623035
6280-15-5,1.0866064165393694
2470-73-7,0.30311817185909057
19142-68-8,0.21567314688669362
9046-10-0,1.058751721758382
1982-49-6,0.5852585550272225
77287-90-2,0.2345574691217471
31291-71-1,1.222873358132515
18069-17-5,1.340230460630276
1123-85-9,0.9852097825886567
116287-13-9,0.2833938548411034
112344-52-2,0.3481889169289346
37795-71-4,0.5335261724862531
62571-86-2,0.5947738279433575
13330-31-9,0.5147003873915388
357-56-2,0.04048227513040157
590-88-5,0.9813792295170007
78-90-0,1.0108869149152808
10171-78-5,1.3609835542087947
29670-17-5,0.3742508978282438
52663-81-7,0.6073920094697381
59182-63-7,0.5585327294681774
5586-87-8,0.2486519407420008
49561-54-8,0.2620086176136957
30007-14-8,0.22788708604574262
1944-12-3,0.7601149946743547
136-69-6,0.5043459909341508
10138-74-6,1.3923044394987052
109-07-9,1.1402089291993183
17590-01-1,0.5219949894435869
75-55-8,0.6764438731310116
94-91-7,0.6650707231962363
114460-08-1,0.36758835542291723
537-61-1,0.32702485838130246
3478-94-2,0.29346632079205315
59-96-1,0.3527903164713138
23256-30-6,0.3015410271532703
74277-10-4,0.9523639760106469
2425-66-3,0.3502272586090283
107-89-1,1.4248248328106825
57-55-6,1.5572318474038769
4189-47-3,0.5334732658470672
770-35-4,0.917597584089627
999-61-1,0.9008455528273094
29053-27-8,0.6520329671380489
2568-25-4,0.9444801789279891
4353-02-0,0.3552714312049628
709-90-0,0.7901732128760842
159264-96-7,0.4981492741165432
303-47-9,0.45885824636978056
19224-26-1,1.1435905053960824
119446-68-3,0.3103744905171884
6423-43-4,0.5666841232027646
75-56-9,1.0305174926241105
1072-43-1,0.8670456970557514
78-89-7,0.3155578727564083
78-87-5,0.7879867479080681
16529-56-9,0.5371704166695532
93-53-8,1.0637804797891535
64037-53-2,0.780798367879094
21267-72-1,0.5751672133601146
3626-56-0,1.0554901103150418
78-97-7,0.7383965892942929
1967-16-4,0.3420005632818662
74068-00-1,0.46970890821216904
14838-15-4,0.7791403419048359
50901-84-3,0.5794907498989438
117-27-1,0.27842543732206654
1193-81-3,1.1959822402181308
69056-38-8,0.5313952779352676
65489-05-6,0.3405861794401105
78168-92-0,0.3977356968836944
19408-46-9,0.902247881433748
56180-94-0,0.9050516204779786
3094-09-5,0.4642888994426816
70886-61-2,0.5817124561439039
598-77-6,0.8198676208774065
55418-56-9,0.37104169288309774
47073-92-7,0.5006481525013063
95719-25-8,0.7945238598069789
80382-23-6,0.4815473411573838
5005-84-5,0.03609339318380925
55843-86-2,0.6101554795359089
40828-46-4,0.4471999597779393
81265-54-5,0.30988506029139945
56355-17-0,0.45963290097921017
52549-17-4,0.3408613885666786
34691-31-1,0.5881279413636041
56427-43-1,-0.5774557260197456
30087-33-3,0.37188630786677457
53716-49-7,0.2713978795298483
66934-18-7,0.19629844615949235
51234-28-7,0.30890819280961695
55690-47-6,-0.32880543983514615
55689-71-9,0.01970190772653375
5104-49-4,0.17029242382149407
31793-07-4,0.2952844547012077
41363-50-2,0.5173993607041701
72619-41-1,-0.06228662851645328
158836-71-6,0.31198016050496896
67700-30-5,0.3467703535209974
188416-20-8,0.311082714877473
1331-41-5,0.8103239081018497
2126-84-3,0.454220469692335
7654-03-7,0.7004641348270675
33368-94-4,0.6314477508261779
119-51-7,0.8336189084193231
55294-15-0,0.4373924856386341
98-85-1,1.0673681142832048
42818-60-0,0.44460186544485053
54335-70-5,-0.7711951143907425
52570-16-8,0.4874010636448768
87757-18-4,0.3225116063798877
26129-32-8,0.4267140574975935
40843-25-2,0.4388011483043851
105512-06-9,0.396328328606758
1953-02-2,1.018454829971619
598-78-7,0.5794812583256633
1501-84-4,0.7258652473768729
76-00-6,0.6233306414004477
66941-48-8,0.2939172979138001
20602-57-7,0.8912076427395953
35782-82-2,0.7885221054139462
20866-13-1,0.524225536200949
14689-97-5,0.04925453324750704
2592-62-3,-0.5336312287685141
497-26-7,1.1718506523266015
75-34-3,0.9172643080729861
50765-96-3,-0.021799627420752282
22094-93-5,0.33616355456734526
4957-16-8,0.7923755934738971
4474-24-2,0.6789633749259341
465-42-9,0.18265352074719518
85801-02-1,0.01284273716461125
70-38-2,0.80220770968345
50765-94-1,-0.09764346590650613
59263-66-0,0.38647948025969603
33089-61-1,0.45641371950845716
90268-24-9,0.4483415552823144
50765-93-0,0.046151784406959356
627-70-3,0.7427517019803286
4602-84-0,1.1112572656517128
64218-02-6,0.8144304744320428
105-87-3,1.3081068172058659
94238-00-3,0.2592991039304216
3772-23-4,0.7419306927410805
6358-37-8,0.4612815632535285
95-93-2,1.3013113635587992
527-53-7,1.315264727781894
5384-21-4,0.8500117243754838
89269-64-7,0.5328033630705782
89427-45-2,-0.6658557189981594
73840-50-3,0.7116001328689674
1124-11-4,0.6945623957581764
10543-57-4,0.6111047343656584
1709-70-2,0.42079653336628553
40580-62-9,0.5156297976675952
121-21-1,0.48843201789282975
23031-36-9,0.5742769758774416
97-11-0,0.34604205291292
27223-49-0,0.8561448538097184
477-33-8,0.48004915032006695
29171-21-9,0.9429452624919464
82508-32-5,0.19482084104628972
2686-99-9,0.09573489005301362
3971-89-9,-0.0634401581967727
98124-08-4,0.39815540166935903
86780-90-7,0.6887720266148476
5585-39-7,1.101204980020619
459-80-3,1.120794667348315
1786-08-9,1.1613742197555188
110-93-0,1.2370728728851057
586-62-9,1.1761347510535942
68555-58-8,1.1786648944254685
137927-76-5,0.4201896443219433
1191-16-8,1.403722939368502
13884-43-0,0.76855448286001
97-36-9,0.7644895248747007
78-32-0,0.549434356814052
95-63-6,1.4967622439424855
938-18-1,0.9462510840648111
88-05-1,0.817086015477922
108-75-8,0.6475554939392009
78-30-8,1.125927440337165
27945-43-3,0.29230505423272374
700-13-0,0.7917971673637364
14667-55-1,0.7931621206820697
28730-17-8,0.502548391390656
73622-67-0,0.3787020392639284
18869-73-3,0.544141094563615
2169-64-4,0.5937161410771351
96-69-5,1.042434595055186
96-66-2,0.7290780789570047
41208-07-5,0.39066275000575607
1445-23-4,0.8903225438524813
1218-35-5,0.1201972749533024
59708-57-5,0.46347293221845975
2487-01-6,-0.14673978045222486
79006-76-1,-0.04108247474975103
96515-74-1,0.11920391594985788
50588-13-1,-0.048924566365145375
50700-72-6,-0.1257466163942857
34388-29-9,0.6937404252939054
121-29-9,0.4091771788133015
26002-80-2,0.2839354450907211
70-43-9,0.31530950618317405
23031-38-1,1.0275201417344928
72963-72-5,0.30594967856771504
14297-81-5,0.8290391204884928
124416-41-7,-0.10167992818029892
14901-07-6,1.1008930834228237
25812-30-0,0.7156600573726223
80-26-2,1.1881732898256656
78-70-6,0.8171389002411209
315-18-4,-0.5663127536796407
2032-65-7,-0.49474257314048836
2635-10-1,-0.3159809321861857
2655-14-3,0.2361625441736649
2425-10-7,-0.011457440291503336
671-04-5,-0.08297147479711532
66871-56-5,0.5399216704233019
6392-46-7,-0.27528316085248844
79006-73-8,-0.10262827659700004
