CASRN,EPA_svm_ecfp6counts-1,EPA_svm_ecfp6counts-2,EPA_svm_ecfp6counts-3,EPA_svm_ecfp6counts-4
27684-90-8,0.23169524165573047,0.24626108223890758,0.5039857260873501,0.018057950018011817
35384-89-5,0.12788578949234572,0.13980204021508744,0.701152350751728,0.031159819540839
24729-96-2,0.05190018296553146,0.08735594340272665,0.5769137381938458,0.28383013543789587
561-78-4,0.00873189644257548,0.4498200614436608,0.27186883584347826,0.26957920627028525
33499-14-8,0.01941746281054409,0.13487583382150645,0.6709677519516851,0.1747389514162646
30238-40-5,0.007767156030422042,0.19098498235151629,0.5880136175118151,0.21323424410624675
123172-53-2,0.017261433526410144,0.07944987075610217,0.756408444936635,0.14688025078085218
89396-94-1,0.030800199470915467,0.05599005366456192,0.43793080620392993,0.4752789406605926
64050-87-9,0.04909022739136497,0.1424360174641544,0.730591235290106,0.07788251985437464
3614-30-0,0.017666100835079798,0.36354575542704465,0.48672579240176034,0.1320623513361148
2753-45-9,0.013572655183064707,0.14274377260333354,0.6707013473347471,0.17298222487885506
68141-17-3,0.03636643171833207,0.1374630039828824,0.3809118859828641,0.44525867831592164
79985-89-0,0.16666108523792522,0.35729739927047416,0.3897073138088061,0.08633420168279475
82586-52-5,0.03263805557566889,0.09127428622706993,0.7002943495265334,0.17579330867072773
22791-12-4,0.9207760897975574,0.050437077071119614,0.019163179853447235,0.009623653277875992
70667-26-4,0.023916484158365857,0.1447416344717489,0.32781506756657475,0.5035268138033103
7789-99-3,0.06439047503854088,0.1743558101417216,0.6407693010620515,0.12048441375768604
106463-17-6,0.06704883897746144,0.24467814201960525,0.39727429189218033,0.29099872711075303
57558-46-0,0.03751018888599965,0.2940375546465304,0.5806497865252916,0.08780246994217826
33054-87-4,0.045053914710425885,0.12733150016031924,0.33550144798676507,0.4921131371424897
5389-12-8,0.05745653012985518,0.3872651578742574,0.46579882554202223,0.08947948645386489
1093653-57-6,0.021784737978890814,0.0410594730711212,0.3619978282178457,0.5751579607321422
105-30-6,0.04817386449124173,0.10608213956886464,0.5345738717290737,0.31117012421081996
110-41-8,0.012086318200447059,0.14580352391302934,0.39502675954655186,0.4470833983399717
7786-29-0,0.006089385172425083,0.06967790304438232,0.45516522239584034,0.46906748938735243
123-15-9,0.03321330295754135,0.12337345779160948,0.6004118321842995,0.24300140706654963
42615-29-2,0.02969144204504541,0.14214877711303653,0.6343444880400569,0.19381529280186144
97-61-0,0.009198323969600481,0.05145846726099417,0.7765998155558108,0.1627433932135947
76-73-3,0.07317263845181408,0.32004353934972585,0.4247648001535944,0.18201902204486567
309-43-3,0.03127109222379242,0.7279128144187542,0.2001310966188229,0.040684996738630394
66941-93-3,0.03961131732186015,0.4561365928662442,0.41767618157549585,0.08657590823639985
30677-46-4,0.012106074808172131,0.2970455969475653,0.4400433360291206,0.2508049922151418
623-40-5,0.016030634196122426,0.10907417465861353,0.7138342591771376,0.1610609319681264
123-96-6,0.006270250754298084,0.09342908212331123,0.5031065218325611,0.39719414528982927
43201-95-2,0.002805340486113758,0.051542111739559734,0.2985598456808849,0.6470927020934415
142-55-2,0.014950968213680743,0.0576422765189372,0.36401331472609133,0.5633934405412905
5131-66-8,0.0030556201018013046,0.08383189041130315,0.7530950006158526,0.16001748887104306
1569-01-3,0.014138735089304412,0.1978694856494407,0.6006464840619014,0.1873452951993534
81406-37-3,0.03751363234566693,0.12390834948129056,0.602564621941843,0.23601339623119935
99607-70-2,0.10139182621892129,0.35523075864693016,0.38786900206144354,0.1555084130727048
3084-62-6,0.026865774100530457,0.4736913358340636,0.24937730819874748,0.2500655818666583
541-95-7,0.025768030628599163,0.11367297854765421,0.6074650353183102,0.2530939555054363
139001-49-3,0.029577825420323577,0.1696141252227458,0.6041554288202711,0.19665262053665972
120-62-7,0.01930476128158012,0.3047562107657656,0.5432448195723888,0.13269420838026572
557-36-8,0.010327437722191144,0.06887988950482171,0.49231632893314853,0.4284763438398387
96-17-3,0.008099599681059636,0.1740656143024814,0.685591746761337,0.13224303925512199
14765-30-1,0.005058228940228155,0.22641088389436242,0.5922954668233995,0.17623542034200998
99-71-8,0.020613249058449135,0.1854667448239782,0.650928387955949,0.14299161816162387
89-72-5,0.012840538001889095,0.1214470498142217,0.7536151774754574,0.11209723470843196
61005-12-7,0.03710802822192142,0.15054192491083482,0.47730177683021885,0.3350482700370248
88-85-7,0.051649662312863276,0.2813016570144442,0.5625890989063759,0.10445958176631641
61614-62-8,0.044572925285069474,0.6135993427724158,0.18893612780233604,0.15289160414017855
104-89-2,0.048007510314492456,0.11004795591451735,0.7968702611945548,0.045074272576435204
70700-29-7,0.22454047098927485,0.35261885368107665,0.3954196690606992,0.027421006268949676
96-29-7,0.04153267430068363,0.18694039514834002,0.6054518546215355,0.16607507592944068
106461-41-0,0.02235626618417533,0.11155866924094253,0.46859791467675577,0.3974871498981259
84625-61-6,0.029039695171145213,0.1501004564000637,0.6436201625995079,0.17723968582928304
78-92-2,0.01422370128495906,0.1270312250790401,0.7036013538681098,0.15514371976789113
17751-77-8,0.022546944904165322,0.5271452171143594,0.3262013196681506,0.1241065183133247
21270-20-2,0.02093902019854157,0.7841447962319602,0.13707249691751378,0.05784368665198431
21270-21-3,0.047306994317158936,0.4332060572678592,0.4046532127233438,0.11483373569163792
21269-99-8,0.0102779675250825,0.27080899786945184,0.6121999658223857,0.10671306878308003
21395-07-3,0.01779857920451607,0.35600930896181476,0.5010741146836175,0.12511799715005173
83161-22-2,0.00915725841008581,0.11100956644010994,0.6030870687528059,0.2767461063969986
513-53-1,0.018186868997780818,0.16241601002372333,0.7426225510292456,0.07677456994925062
78-86-4,0.013050737546197703,0.25875319477660197,0.561537620923105,0.1666584467540951
27970-79-2,0.004899841195792699,0.056716909768546535,0.5730911400980561,0.36529210893760466
5412-64-6,0.019077254802054605,0.5519869006323699,0.2587680100563947,0.17016783450918105
14417-88-0,0.015054651744509704,0.12656028352595117,0.5692650477251451,0.28912001700439377
59875-04-6,0.005112117171730277,0.06276294803678867,0.6809051407724929,0.2512197940189884
13717-04-9,0.0965572947433858,0.21533959660268523,0.5864004634190838,0.10170264523484518
138-22-7,0.003905078824097777,0.045851444846829195,0.5974607264835154,0.3527827498455576
53651-69-7,0.004003291083733663,0.09858355715817058,0.5276396557403034,0.36977349601779214
99-79-6,0.0268304329594912,0.18773174761244882,0.5743914052423014,0.21104641418575845
122008-85-9,0.0498065878504769,0.47107829820060243,0.3708536011213018,0.10826151282761871
10402-53-6,0.00883623156900648,0.24880899074062926,0.5904995729031614,0.15185520478720294
34067-03-3,0.03252889008356826,0.16056709210446576,0.607231244327145,0.19967277348482088
94876-55-8,0.07519289516340415,0.30755976834177856,0.4850636546632612,0.13218368183155613
66941-53-5,0.03098287953649105,0.32647057794797574,0.5949898124143661,0.04755673010116694
86371-40-6,0.05665398773233724,0.19230287789042066,0.6267949665197892,0.12424816785745303
130693-82-2,0.12918152118085985,0.17085025259491565,0.46160645229933467,0.23836177392489002
29766-64-1,0.00919014147390762,0.030721315735389266,0.6606906957535326,0.2993978470371704
63716-10-9,0.0048137564626456845,0.06595342426722915,0.7820175661298714,0.14721525314025366
1569-02-4,0.005214893054994211,0.06908167968381682,0.680354287816459,0.24534913944472989
1083-57-4,0.05324830695031528,0.2870669670692431,0.5392796886524731,0.12040503732796863
7493-57-4,0.022403071617346507,0.11537576599642273,0.36556594285007515,0.4966552195361559
59323-76-1,0.027545885914728813,0.17516230665631463,0.5955926839354464,0.20169912349351
27205-24-9,0.030234799655833377,0.12541850121413836,0.7651089440370775,0.0792377550929504
1647-12-7,0.004204823850630821,0.3912230242603789,0.3616082071694735,0.2429639447195168
14631-45-9,0.03483505095195165,0.303879605861224,0.47118761444549667,0.19009772874132752
7698-97-7,0.09681259248162327,0.1926808598243378,0.5621802512649808,0.14832629642905792
92454-60-9,0.03206205358244531,0.14072309919505518,0.7063157871787564,0.12089906004374289
120-45-6,0.012636627624838062,0.22738896754992263,0.4293085635921739,0.3306658412330652
10137-87-8,0.03728798795038703,0.370953521266374,0.527816521533221,0.06394196925001787
54335-73-8,0.11662961429679966,0.3161906815789455,0.44081563217783776,0.12636407194641744
83435-67-0,0.038524818074498306,0.07577034721766493,0.5355990520698657,0.3501057826379714
82586-55-8,0.0730935035773684,0.26827441391848555,0.3792799854405199,0.27935209706362646
87333-19-5,0.0210850629202884,0.17605976334258458,0.6146733813325941,0.18818179240453334
16118-49-3,0.02002383499236433,0.12271187573770465,0.5521175672420404,0.3051467220278905
16378-22-6,0.018962913342937603,0.37372348484236484,0.45770990244554516,0.14960369936915216
22212-55-1,0.008884965986913863,0.0402727751073397,0.5914609932673881,0.3593812656383582
97-64-3,0.003507416257291385,0.09445257655879122,0.7079942505288682,0.1940457566550492
87237-48-7,0.014327386046556825,0.380944111745327,0.40533452695564054,0.1993939752524759
66441-23-4,0.017310338434650227,0.2645584975334854,0.49832523518426336,0.21980592884760114
66441-11-0,0.022960573333463224,0.11381345298255766,0.5457810053825684,0.3174449683014107
2556-10-7,0.008179548800815338,0.05026798014078407,0.43716671190350226,0.5043857591548985
51-14-9,0.05763154659045934,0.19668496239531,0.6461419852545242,0.09954150575970684
145040-37-5,0.016126652686054073,0.16022892876324255,0.6602471190566754,0.1633972994940277
54350-48-0,0.010285979121290152,0.16179421564744978,0.3136109619959648,0.5143088432352949
50765-78-1,0.021043007737518608,0.184045133604829,0.6759376532219858,0.11897420543566635
50765-95-2,0.04442971061027766,0.5838014942647481,0.3126212627999029,0.059147532325071306
461432-25-7,0.01759168448628189,0.024078825228127057,0.31839945132849645,0.6399300389570945
54406-48-3,0.009962106783678908,0.14598138554730672,0.491217118535237,0.35283938913377755
79-81-2,0.00609355237320468,0.09174246811821607,0.5279391892092676,0.3742247902993115
53839-71-7,0.05920914816668971,0.11580613892334113,0.6682783541261944,0.1567063587837748
106-29-6,0.007813965450150015,0.018979435954622897,0.3253133397799363,0.6478932588152907
61750-69-4,0.03179459770712191,0.23182624958985382,0.4448119201166359,0.29156723258638856
40267-72-9,0.009901198564107417,0.0327614536862466,0.44367567559961907,0.5136616721500266
3290-92-4,0.025019706660540392,0.03573946148965602,0.1595258450005122,0.7797149868492913
53083-27-5,0.021346115514797464,0.14295370397071158,0.38842747789719834,0.44727270261729235
19089-24-8,0.013515941514462266,0.08621961684228319,0.6736726749733687,0.2265917666698859
70381-67-8,0.08697390325479099,0.23523578948381216,0.5117284971383179,0.16606181012307886
17689-77-9,0.012172930042718046,0.05403926619957868,0.460802928889081,0.47298487486862223
145650-60-8,0.019755694412512965,0.11518780553556357,0.4563515687630293,0.4087049312888943
97-41-6,0.018841934388194228,0.1778307685520564,0.6500815100815565,0.1532457869781932
84012-64-6,0.01371427609031789,0.19604291821045433,0.4483768349488492,0.34186597075037845
144-39-8,0.0026419397199109102,0.033694113877090516,0.1537733547888419,0.8098905916141566
61931-80-4,0.014375431385811216,0.10029764559080961,0.4403940841741383,0.44493283884924123
64748-21-6,0.16689194645380162,0.19195352059029847,0.511331835258945,0.12982269769695495
82163-55-1,0.01772493193480506,0.41417187962383556,0.271824902606852,0.29627828583450777
50765-88-3,0.02210235315288745,0.6443941843636883,0.20185697761666868,0.13164648486675543
90729-41-2,0.08628598651073476,0.2690039296729606,0.4734700670757014,0.17124001674060355
57846-36-3,0.0826414892539313,0.38253214188267265,0.4573574005966698,0.07746896826672668
39562-70-4,0.027878694400295695,0.16644176891595186,0.6278177078743894,0.17786182880936285
638-10-8,0.0051632734957507385,0.06200345629858416,0.7448977680513161,0.1879355021543489
106700-29-2,0.041266946893426595,0.0903915757649385,0.6283936752246974,0.23994780211693717
61792-11-8,0.06437344434283698,0.1288644660719251,0.7089366698590804,0.09782541972615764
24199-46-0,0.02262498956820161,0.10597330069589843,0.6570987563534925,0.21430295338240754
70381-28-1,0.04425485059786222,0.1364065800694643,0.7696706343302797,0.049667935002393734
132031-81-3,0.017233167212446134,0.22918219212156793,0.5500430361488786,0.20354160451710726
80310-21-0,0.11577283454050714,0.1688460041086966,0.49212930334983124,0.2232518580009651
56611-65-5,0.0008450630884348486,0.015259935023414398,0.7042971834549129,0.27959781843323767
13925-07-0,0.006360215675306607,0.14262882774281876,0.7342591622168367,0.11675179436503798
70381-39-4,0.04989379701207999,0.2236160308743287,0.6515064441550275,0.07498372795856406
149543-07-7,0.009203527636536512,0.2283247850311243,0.691380991288109,0.07109069604422982
15911-11-2,0.006173991605648761,0.03497139067693375,0.7043790042343451,0.2544756134830727
88-29-9,0.1346956683459884,0.04959012989858907,0.614334381894026,0.2013798198613964
68480-17-1,0.01780000458299974,0.11307302286972158,0.7292391120965863,0.1398878604506922
5957-75-5,0.07018911433682608,0.14042865993622056,0.620719550677144,0.1686626750498096
35044-59-8,0.014206306862486338,0.14753707610672914,0.7169069945604027,0.12134962247038177
125055-60-9,0.07688183243613615,0.6296795664490574,0.2110631865298344,0.08237541458497179
88969-41-9,0.016146287919242386,0.019496094082245098,0.7761865852997353,0.1881710326987772
62395-45-3,0.018388745729282032,0.05995928160291988,0.3550300250088346,0.5666219476589639
32766-80-6,0.015017129330187954,0.03469254757831866,0.6764091213668616,0.27388120172463215
3763-77-7,0.032429894950716937,0.15378893135934824,0.5269251782909623,0.28685599539897244
125055-73-4,0.014838386905848544,0.2728959851046653,0.5093797886466948,0.2028858393427914
23674-86-4,0.026893177281545912,0.07948584669759017,0.6752537797122345,0.21836719630862933
1253-28-7,0.047304587942283816,0.08581596498840419,0.40005347051412365,0.46682597655518837
33765-80-9,0.07798973786030054,0.055736913345333955,0.2068870518009504,0.659386296993415
3568-56-7,0.3771585015111391,0.5206276342470502,0.07682432239791638,0.025389541843894182
92065-18-4,0.08744964342487525,0.3788831762433735,0.4434953245579028,0.09017185577384858
13539-59-8,0.08244787250524607,0.2771040980048695,0.5199448589534971,0.12050317053638733
2532-49-2,0.16009181851734358,0.23191922884034288,0.5116651995870587,0.09632375305525452
78541-98-7,0.11003226813994171,0.32470639891212405,0.48143239228928303,0.0838289406586511
55242-55-2,0.02802411027427553,0.03776272690667743,0.6876260652037613,0.24658709761528555
87344-11-4,0.012991528388322722,0.049764258318883675,0.779889800350136,0.15735441294265767
1399-80-0,0.02847415920069939,0.3889471250095988,0.41162946660175104,0.17094924918795062
22345-47-7,0.014748377630843116,0.13902263606263388,0.7090220129027592,0.1372069734037639
82875-37-4,0.015003308910537338,0.08834150941652595,0.3345179365088036,0.5621372451641331
6670-95-7,0.01945898029334514,0.10781379075548016,0.7351506842074899,0.13757654474368483
82875-46-5,0.01008246813295815,0.1125775627085214,0.31287877330788677,0.564461195850634
82875-43-2,0.01345171589229109,0.11679429927188044,0.21930031005085968,0.6504536747849691
33232-85-8,0.19309595227459836,0.529540748718838,0.18626672589968682,0.0910965731068764
1942-80-9,0.45083740432395275,0.40332094287354975,0.13106965040188354,0.014772002400614147
88150-62-3,0.10980802589681976,0.28595065355988447,0.4623510634447528,0.14189025709854322
73698-61-0,0.020185231892844862,0.09836379270518522,0.7138133997548356,0.16763757564713438
134169-75-8,0.009368209387545384,0.025350154260521642,0.43036375112833464,0.5349178852235982
57846-37-4,0.11185371384530504,0.5916400122626425,0.277424934220166,0.019081339671886677
85365-53-3,0.009995329187997065,0.17628289088699445,0.6402743700093604,0.17344740991564814
75274-15-6,0.010789416266812353,0.07276417882969916,0.8134519508605096,0.10299445404297898
167004-78-6,0.20751015532711917,0.4764649153828021,0.26880127316523694,0.04722365612484169
75274-19-0,0.0127423821579086,0.09134838667847833,0.8288309872092758,0.06707824395433679
117378-04-8,0.00837339483289132,0.04083436785609987,0.7567627504979323,0.19402948681307633
92-09-1,0.1698351434232074,0.17101643539129008,0.5564727872611132,0.10267563392438922
142-90-5,0.015535020291286982,0.046959924995966865,0.29237742708536263,0.645127627627384
97-88-1,0.007620920711976773,0.07231983131810982,0.3576586692651041,0.5624005787048092
25044-01-3,0.010059898311117072,0.05881258217547379,0.5695405785338865,0.3615869409795226
39670-09-2,0.004123969576537206,0.031598462189263765,0.250448430177468,0.7138291380567311
20363-83-1,0.013506637293086366,0.22747570878446882,0.40185438606956453,0.3571632678528799
97-63-2,0.0032943059194748482,0.1322210069105626,0.4745062636738491,0.3899784234961135
53153-66-5,0.06761492274561137,0.21035155170855965,0.5471235485372491,0.17490997700857946
1128-08-1,0.026425960664042115,0.08630142594703119,0.28360985599005367,0.6036627573988733
112-12-9,0.050015073323869584,0.05833278787101485,0.7197873631843805,0.17186477562073474
821-55-6,0.05652463204071353,0.05324589141276618,0.537431005491677,0.3527984710548436
111-13-7,0.011335917490300771,0.05756935185848054,0.6814052153719689,0.2496895152792498
110-43-0,0.05965603932475853,0.10633988717775907,0.6289504689388521,0.20505360455863025
591-78-6,0.02629463120120075,0.0925448334862296,0.6809541945789551,0.20020634073361432
2052-15-5,0.009750365774106151,0.02945990527216293,0.1725807095790227,0.7882090193747084
40942-73-2,0.018283288562258578,0.07505208199233644,0.4080596979798578,0.49860493146554696
591-60-6,0.004157243186734459,0.0445394982534925,0.5477173840611754,0.40358587449859784
59558-23-5,0.016016392623699766,0.17164377531880787,0.3470566010815226,0.46528323097596946
2748-88-1,0.045704700608301375,0.3475714397638068,0.42368472653840256,0.1830391330894894
64-77-7,0.005209181708522785,0.30640023468327643,0.5186108466873378,0.16977973692086307
63992-49-4,0.04532108621075798,0.15963654786563927,0.7372404530536597,0.05780191286994313
63992-50-7,0.029939796758552555,0.12389675212020049,0.7895070669505414,0.05665638417070596
63989-86-6,0.029058564069644608,0.14106998103440704,0.7592217148561317,0.07064974003981647
5736-70-9,0.01502840335962213,0.12233824910733052,0.8146053459744884,0.048028001558559096
1610-29-3,0.025270748876151824,0.0562618594671194,0.7640725613796986,0.1543948302770305
1147-62-2,0.004872201155649087,0.3561725016175493,0.5971398195502599,0.04181547767654155
31143-55-2,0.018145494436000838,0.21053771454141157,0.7222956329025361,0.04902115812005158
125055-69-8,0.004316336003339791,0.4819580913534166,0.30654565508771386,0.2071799175555295
488-10-8,0.01867572037296955,0.05919027676940245,0.4700713501135307,0.45206265274409707
1713-12-8,0.023088895741079488,0.13383552540553506,0.7477318420572631,0.09534373679612261
125055-71-2,0.021435608443916312,0.5228987338032203,0.3456820388947139,0.10998361885814935
125055-59-6,0.012852243343128414,0.7566374626286386,0.18189330481648633,0.048616989211746814
125055-57-4,0.008621258934876343,0.7660244380106029,0.16060586460828385,0.06474843844623693
125055-55-2,0.008830652503485498,0.7511414680183967,0.18020161986283978,0.05982625961527826
125055-53-0,0.010962739533111304,0.802685761812101,0.1357263171478815,0.05062518150690611
125055-72-3,0.027759311916610983,0.5834215437499324,0.2890315609640033,0.09978758336945345
26485-82-5,0.008717552839552997,0.1628820615592516,0.6514700524972847,0.1769303331039106
70381-35-0,0.03397541703154346,0.15554094562964146,0.6921096249490294,0.11837401238978552
98290-92-7,0.03791696869343882,0.342288698034909,0.4713214839624683,0.1484728493091838
3848-24-6,0.012644431291204976,0.05164939214272109,0.6553163221803159,0.28038985438575814
88107-10-2,0.009850194117158385,0.04998620387311147,0.7551872724020555,0.18497632960767452
112668-65-2,0.006621338254490037,0.05076386363317725,0.8169490046266739,0.12566579348565884
112668-63-0,0.01047939991802244,0.0591002218781969,0.7736873807553695,0.156732997448411
108427-72-1,0.009517849460065009,0.06571790622290788,0.7247682891377342,0.19999595517929297
81250-14-8,0.08883471233037378,0.3810934414848616,0.4311992586949849,0.09887258748977977
168152-83-8,0.02776278092733619,0.6966153743523941,0.1926453109886472,0.08297653373162259
168152-73-6,0.01720103871162799,0.7378064347076846,0.18894824356157763,0.0560442830191098
148504-51-2,0.023282827919932372,0.6035128301259219,0.3173728040723999,0.055831537881745726
629-70-9,0.0068247001300692405,0.023019380215045196,0.2855843904599543,0.6845715291949315
112-17-4,0.008831921081009352,0.04511053864547934,0.29814492115557284,0.6479126191179386
143-13-5,0.019981631433320792,0.04843118716713291,0.28608653287176256,0.6455006485277839
112-14-1,0.013091056020578832,0.03879370761559025,0.26671115176292176,0.6814040846009094
112-06-1,0.01607381917011955,0.04013263046884711,0.3287091976238502,0.6150843527371832
142-92-7,0.010538491047390526,0.03692699029695313,0.2301437197298337,0.7223907989258226
628-63-7,0.009218674805845492,0.04508305243312975,0.4294104231099632,0.516287849651062
14959-86-5,0.011659605316941376,0.020151831037987573,0.2783361913762408,0.6898523722688301
53042-79-8,0.013107249437194855,0.0345581956111722,0.2795012930580714,0.6728332618935619
39920-56-4,0.008876865090692914,0.01777662868056882,0.4344171406041013,0.538929365624637
123-86-4,0.03643417678495638,0.042120529763946354,0.3608388477174011,0.5606064457336961
112-07-2,0.0021761015382238966,0.0234475910186568,0.3007373620608598,0.6736389453822593
124-17-4,0.006428268278946581,0.041215040093794834,0.3283176197014754,0.6240390719257832
2442-10-6,0.013587702811097401,0.14119206308492957,0.4150677490690122,0.4301524850349604
18871-14-2,0.01609696841951706,0.04083350512646105,0.41033009302221213,0.5327394334318094
57960-19-7,0.0686704081735138,0.24523123989000717,0.4818180052267061,0.20428034670977277
539-88-8,0.00994044390796776,0.14121409857612607,0.44477912003975034,0.40406633747615583
66017-91-2,0.08101555083212927,0.18936398702839885,0.665012862298201,0.06460759984127057
20706-25-6,0.003812040961768006,0.03529623395322239,0.5853628217278093,0.3755289033572004
109-60-4,0.009659399947790762,0.048349081890130076,0.5958946928053547,0.34609682535672454
141-97-9,0.007329333472878472,0.15793267046784354,0.462924968593807,0.3718130274654708
122-82-7,0.05625046871856417,0.06535499272562006,0.7446807858333329,0.13371375272248293
623-36-9,0.011135010641719017,0.026642319363726803,0.832128271864964,0.13009439812959017
102-27-2,0.05421794736442444,0.15571388614520376,0.7238744606249405,0.06619370586543093
148-69-6,0.028744743192309154,0.08950110733632115,0.84988657978636,0.031867569685009506
88881-65-6,0.029695227960758002,0.38147351749529335,0.4075750139398835,0.18125624060406523
24441-47-2,0.07678283323108132,0.7492611614962111,0.164479303710445,0.009476701562262447
98476-13-2,0.01072975592591006,0.19165495637844396,0.5497408735956703,0.24787441409997601
65516-17-8,0.022136118693478167,0.5753039009855461,0.36191919433787406,0.04064078598310158
104-90-5,0.007835337111384054,0.12292369009851097,0.7320930069745323,0.13714796581557281
13360-64-0,0.0209525972053431,0.25049375810032776,0.6796945143192656,0.04885913037506369
25646-77-9,0.029662944782913484,0.4466034732306665,0.45950731223196034,0.0642262697544597
58066-96-9,0.27194775434342155,0.2325619325107927,0.3471475760517065,0.14834273709407905
30086-84-1,0.01672389188518836,0.2444057128644807,0.5725794148259575,0.16629098042437335
10443-70-6,0.018758094458048956,0.31760811402128913,0.5215550347544752,0.1420787567661868
25319-90-8,0.008311309472464497,0.10923486084704478,0.7814912950261812,0.10096253465430972
66505-62-2,0.02096305194515433,0.21924848157283272,0.3927553596070554,0.36703310687495727
21062-28-2,0.014391153947326126,0.23732086397658267,0.6218607715972733,0.12642721047881778
50767-79-8,0.023039282813162164,0.02540755109714536,0.19852496301823244,0.75302820307146
13402-08-9,0.04575146798688608,0.28601629377181775,0.5701239191863011,0.09810831905499515
634-55-9,0.05284805683447422,0.3133918276779417,0.49320655249512946,0.14055356299245456
1522-41-4,0.014255498537101214,0.07457997776613925,0.6588747520192842,0.2522897716774755
609-15-4,0.006015705773533822,0.4069759108493927,0.4449382133731835,0.14207017000388952
25331-92-4,0.0066155828788354845,0.42906201750641076,0.23547478941409303,0.3288476102006608
15622-65-8,0.013892652888758846,0.26542521693934695,0.4728871597793798,0.24779497039251439
15707-23-0,0.009184063301470128,0.08248905645772905,0.8206197492606015,0.0877071309801997
70381-33-8,0.03525101076364949,0.16108309813951557,0.7031102842884848,0.10055560680835013
600-14-6,0.02746983665405026,0.10035246757981811,0.48569055204315575,0.38648714372297555
40054-69-1,0.02237926039118711,0.5953436089898029,0.3306332964740109,0.05164383414499873
73839-77-7,0.059228040701657804,0.16048098266357266,0.6307479280167803,0.1495430486179894
74037-54-0,0.014003884823064245,0.16069751378184746,0.673850869348814,0.15144773204627449
17335-06-7,0.007093227215556941,0.0729704756732539,0.6571664467390007,0.26276985037218875
52217-47-7,0.05239142813144739,0.11871869744966201,0.6850764069333727,0.1438134674855183
62-44-2,0.02594853029662791,0.1322033252545289,0.6491746261529986,0.19267351829584492
73-66-5,0.04556468654438923,0.4414315443448892,0.35737569803216257,0.15562807107855928
75274-18-9,0.003889045825825773,0.026015532233988628,0.7246910124746585,0.24540440946552688
80086-35-7,0.020228646469208803,0.15495414390533857,0.6895273014943832,0.13528990813106948
1897-96-7,0.015607480842218812,0.3799436322017901,0.4297136278546546,0.1747352591013367
19387-91-8,0.03344485403695174,0.2407045869739652,0.5827627520939301,0.14308780689515305
65986-80-3,0.058207205896934636,0.16634248810102703,0.6196596998780767,0.15579060612396126
15862-11-0,0.09700226997272604,0.14105871775410642,0.6048265145042179,0.15711249776894945
111-15-9,0.0037910637720828034,0.025161257937951112,0.4634794040301783,0.5075682742597879
63843-89-0,0.015954155142028786,0.060873303558691076,0.7254243416724291,0.19774819962685114
2082-79-3,0.005792788985391496,0.1359081897015505,0.7034179147045106,0.1548811066085473
125643-61-0,0.01046223803399687,0.12434190491998469,0.29629573899572736,0.5689001180502913
5560-69-0,0.01675782000999925,0.08799890205127964,0.5841184454604408,0.3111248324782803
101238-01-1,0.007813855985843788,0.07553434296620133,0.6884618748215311,0.22818992622642392
36306-87-3,0.01783123095126547,0.30148537418990884,0.4680793913589345,0.2126040034998911
58243-85-9,0.05215131727420577,0.32000553309170116,0.41961154378739307,0.20823160584669992
51022-71-0,0.01994687777022717,0.028741824977904305,0.8356127409418639,0.11569855631000474
112143-82-5,0.35923627860443597,0.19662684215938542,0.29538104116504726,0.14875583807113102
2984-66-9,0.15239944173488165,0.5622693202928493,0.2628064697712661,0.022524768201003163
886-50-0,0.0655872521953862,0.2899123507639524,0.5095404510857298,0.1349599459549315
78168-93-1,0.033168334330637074,0.25443741832167377,0.5760969762865952,0.13629727106109382
17751-75-6,0.01617453616110859,0.6324721897202193,0.23773032542129158,0.11362294869738039
21270-06-4,0.020329292859649795,0.5309394624667383,0.37976439157600866,0.06896685309760335
51308-54-4,0.1004522189327212,0.4770557755287915,0.37167411175769016,0.050817893780797006
5434-57-1,0.01309727178268759,0.05566166038655006,0.37330786679528877,0.5579332010354736
66227-09-6,0.00987192456335894,0.1483649900440133,0.5055206582639642,0.33624242712866326
80763-10-6,0.00699600955198639,0.07208866642192416,0.7754396772515536,0.145475646774536
153233-91-1,0.014675803457137744,0.14991213505363013,0.42518020096909376,0.4102318605201383
64529-56-2,0.03435300658752583,0.4246230452892627,0.4468182407155369,0.09420570740767474
59652-29-8,0.012859825321473851,0.18422095421366272,0.6794338672651662,0.12348535319969722
3398-69-4,0.05727731277868868,0.2076104241956285,0.6122354774560813,0.1228767855696011
637-92-3,0.012296141569783032,0.11398334051071224,0.6862947677158797,0.1874257502036248
4492-96-0,0.03433597033667086,0.5438385553822114,0.31116131657169155,0.11066415770942625
15942-48-0,0.16483082589160672,0.4345999403764835,0.3570449907125002,0.04352424301940967
65907-30-4,0.17524887793528263,0.5342266219115226,0.20487667451977215,0.08564782563342278
50673-09-1,0.23766092028976876,0.6068760177701215,0.1293964083980799,0.02606665354202988
116337-75-8,0.014529490250770508,0.19112697759601469,0.6381627100347932,0.15618082211842166
33213-82-0,0.05340442260413302,0.6462646993716293,0.20465320774202347,0.09567767028221441
33210-47-8,0.06853263998920972,0.2439626140549779,0.4935595905964552,0.19394515535935708
55634-91-8,0.023252995934965708,0.23975739391108772,0.5186517039840959,0.21833790616985072
994-05-8,0.014741965402612979,0.07377689796147333,0.7502675470976923,0.1612135895382216
16870-37-4,0.024819459836444624,0.4100350350071507,0.30500340927520936,0.26014209588119547
