CASRN,Toxic_xgboost_mordred-0,Toxic_xgboost_mordred-1
33236-11-2,0.12531847,0.87468153
33235-92-6,0.048244298,0.9517557
33210-59-2,0.035627007,0.964373
33235-90-4,0.054867685,0.9451323
4234-79-1,0.4965669,0.5034331
64037-28-1,0.37564677,0.62435323
105-56-6,0.26196045,0.73803955
638-07-3,0.116738915,0.8832611
101-97-3,0.85752916,0.14247087
14062-23-8,0.79409754,0.20590246
2122-70-5,0.7489606,0.25103936
27512-72-7,0.39284873,0.60715127
2949-22-6,0.40006584,0.59993416
25059-80-7,0.52517104,0.474829
119-41-5,0.59769547,0.4023045
21045-68-1,0.29391503,0.70608497
34580-65-9,0.178689,0.821311
77501-90-7,0.74358547,0.25641453
623-51-8,0.16861582,0.8313842
63935-38-6,0.21940327,0.78059673
637-56-9,0.13708633,0.86291367
23609-20-3,0.34979427,0.65020573
150-69-6,0.21087742,0.7891226
38160-03-1,0.43034947,0.56965053
19077-60-2,0.5124941,0.4875059
100-29-8,0.31772655,0.68227345
88599-72-8,0.8841407,0.11585935
93-18-5,0.6080078,0.3919922
61361-59-9,0.1094808,0.8905192
66840-01-5,0.065374196,0.9346258
60634-59-5,0.59957194,0.4004281
18637-00-8,0.2419824,0.7580176
938-73-8,0.5391351,0.46086493
80834-62-4,0.06143719,0.9385628
80834-63-5,0.05155933,0.9484407
80834-80-6,0.07478815,0.92521185
80834-59-9,0.035736084,0.9642639
80834-56-6,0.039521396,0.9604786
96222-01-4,0.16694582,0.8330542
46817-91-8,0.25099927,0.7490007
118-28-5,0.8325265,0.16747351
63716-32-5,0.21295708,0.7870429
42874-03-3,0.32852674,0.67147326
140-88-5,0.40339065,0.59660935
103-36-6,0.8532441,0.14675589
6048-06-2,0.5458436,0.45415637
14731-78-3,0.61410534,0.38589463
117666-88-3,0.4379847,0.5620153
117666-82-7,0.18141377,0.81858623
95266-40-3,0.7128499,0.28715008
97-81-4,0.7948121,0.20518792
4089-07-0,0.4394945,0.5605055
868-59-7,0.3167897,0.6832103
92077-78-6,0.81832397,0.181676
86541-74-4,0.88560873,0.114391275
110221-44-8,0.88873607,0.11126391
38109-77-2,0.4676122,0.5323878
1187-46-8,0.1411472,0.8588528
121-39-1,0.65309936,0.34690064
548-00-5,0.6519369,0.34806314
29177-84-2,0.6878457,0.31215426
9000-40-2,0.33051056,0.66948944
454-31-9,0.37274957,0.62725043
34580-75-1,0.0519827,0.9480173
10029-04-6,0.7544225,0.2455775
7085-85-0,0.17960107,0.8203989
89-33-8,0.335023,0.664977
93-89-0,0.8459823,0.1540177
94-09-7,0.71317506,0.2868249
99-77-4,0.5279772,0.4720228
120-47-8,0.650681,0.34931895
56974-61-9,0.59787667,0.40212336
87-25-2,0.7539655,0.24603452
122277-22-9,0.7196547,0.2803453
19485-08-6,0.42703116,0.57296884
79660-46-1,0.39210367,0.6078963
98349-25-8,0.3563748,0.6436252
734-88-3,0.49745446,0.50254554
16078-71-0,0.29889935,0.70110065
142891-20-1,0.44711488,0.5528851
24237-54-5,0.1312406,0.8687594
19688-04-1,0.4242372,0.5757628
75274-22-5,0.25595504,0.74404496
74531-87-6,0.54764766,0.45235234
103112-35-2,0.29215574,0.70784426
13915-60-1,0.17280447,0.8271955
126-12-5,0.04696548,0.9530345
5794-23-0,0.12064755,0.87935245
2385-81-1,0.06894183,0.93105817
3691-78-9,0.056049466,0.94395053
510-15-6,0.60374916,0.39625084
383-63-1,0.27270877,0.7272912
515-84-4,0.26032203,0.73967797
51-79-6,0.39221752,0.6077825
13684-56-5,0.8503837,0.14961629
105774-14-9,0.42879987,0.57120013
75507-68-5,0.65535086,0.34464914
33400-47-4,0.6121502,0.3878498
25717-80-0,0.3789839,0.6210161
13945-53-4,0.55248785,0.44751215
139481-59-7,0.3731414,0.6268586
2593-15-9,0.11640549,0.8835945
79794-75-5,0.16523612,0.8347639
2521-01-9,0.36200815,0.63799185
16322-14-8,0.20977622,0.7902238
1097-57-0,0.4156096,0.5843904
541-41-3,0.0980528,0.9019472
59463-54-6,0.07748765,0.92251235
7495-45-6,0.6554656,0.3445344
719-80-2,0.21568727,0.7843127
23510-39-6,0.18742698,0.812573
2425-19-6,0.029744029,0.970256
13067-93-1,0.09908229,0.9009177
2104-64-5,0.053877354,0.94612265
1776-83-6,0.16818511,0.8318149
1623-14-9,0.619426,0.38057402
3309-67-9,0.021741569,0.97825843
71363-61-6,0.055693507,0.9443065
36519-00-3,0.14955676,0.85044324
17109-49-8,0.12090474,0.87909526
1498-51-7,0.04118061,0.9588194
7508-73-8,0.23438942,0.7656106
1498-64-2,0.052245975,0.947754
607-01-2,0.2609113,0.7390887
19133-28-9,0.037028432,0.96297157
75-08-1,0.15373343,0.84626657
110-77-0,0.4555902,0.5444098
18370-87-1,0.47668475,0.52331525
19594-18-4,0.37593973,0.6240603
32666-97-0,0.23614818,0.7638518
2212-67-1,0.14718682,0.8528132
181587-01-9,0.4464386,0.5535614
102251-91-2,0.5816491,0.41835088
513-12-2,0.67526776,0.32473224
594-44-5,0.091685,0.908315
74-96-4,0.110298455,0.88970155
10141-07-8,0.7584603,0.24153975
623-68-7,0.5562528,0.44374722
1733-25-1,0.8749772,0.12502281
16491-24-0,0.89136577,0.108634256
60364-26-3,0.26380628,0.7361937
130-01-8,0.11369538,0.8863046
480-54-6,0.20340252,0.7965975
15503-86-3,0.16178346,0.83821654
7785-33-3,0.95956,0.040440034
25402-06-6,0.4560768,0.5439232
56172-46-4,0.9482185,0.0517815
3016-19-1,0.9224115,0.077588506
11141-17-6,0.5838009,0.41619906
121-20-0,0.2889052,0.7110948
81719-55-3,0.49439478,0.5056052
23726-91-2,0.89030814,0.10969187
8022-96-6,0.7633848,0.23661515
102518-79-6,0.20885819,0.7911418
625-33-2,0.2711457,0.7288543
80-59-1,0.5715244,0.42847562
240494-70-6,0.3040635,0.6959365
480-81-9,0.09245944,0.90754056
16568-02-8,0.2164517,0.7835483
2883-98-9,0.4295848,0.5704152
15037-65-7,0.04245025,0.95754975
93-16-3,0.69207674,0.30792326
7319-16-6,0.49639237,0.50360763
97-54-1,0.6158581,0.3841419
120-11-6,0.8321747,0.16782527
623-43-8,0.5329828,0.4670172
6842-15-5,0.8658141,0.13418594
4635-87-4,0.07864535,0.92135465
964-82-9,0.3994745,0.6005255
33956-49-9,0.87943035,0.12056966
15220-87-8,0.8275711,0.17242889
142-83-6,0.21376717,0.7862328
1516-01-4,0.08467215,0.91532785
4076-62-4,0.35261637,0.64738363
637-50-3,0.7163106,0.28368938
120-58-1,0.6396946,0.36030546
13061-80-8,0.13595462,0.8640454
14861-06-4,0.251683,0.748317
590-21-6,0.06069541,0.9393046
16219-75-3,0.7194772,0.28052285
38233-76-0,0.70656013,0.29343987
78919-13-8,0.37128824,0.62871176
88430-50-6,0.18823361,0.8117664
75-05-8,0.07831454,0.92168546
2001-95-8,0.620132,0.37986797
126-13-6,0.8085128,0.19148721
26305-03-3,0.57015586,0.42984414
3922-90-5,0.42420685,0.57579315
111-01-3,0.96536237,0.034637656
12750-79-7,0.4879048,0.5120952
72559-06-9,0.80021715,0.19978285
16846-24-5,0.8383093,0.1616907
101043-37-2,0.7835006,0.21649939
134652-60-1,0.87824774,0.12175223
6846-50-0,0.93468535,0.06531465
37280-56-1,0.771277,0.22872297
25448-25-3,0.964049,0.035951048
25103-12-2,0.9519221,0.04807789
23079-28-9,0.8201003,0.17989968
68937-40-6,0.91435903,0.08564096
126-71-6,0.53893346,0.46106654
96513-83-6,0.21746302,0.782537
64532-95-2,0.90653604,0.093463935
2162-73-4,0.5636279,0.4363721
85187-23-1,0.70831275,0.29168722
3818-80-2,0.13205022,0.8679498
2667-52-9,0.08028364,0.91971636
157859-20-6,0.8624227,0.13757731
3081-14-9,0.5876692,0.4123308
24916-51-6,0.80657154,0.19342844
68880-55-7,0.70537496,0.294625
78164-00-8,0.5690925,0.43090746
123-17-1,0.94122076,0.05877926
60828-78-6,0.906723,0.09327696
16409-46-4,0.94892335,0.051076658
73747-29-2,0.2959988,0.7040012
80621-81-4,0.8606978,0.13930218
3286-46-2,0.5787213,0.4212787
61379-65-5,0.7928505,0.20714954
4345-03-3,0.88385355,0.11614645
43119-47-7,0.7309413,0.2690587
1406-66-2,0.90892243,0.091077596
303-45-7,0.8636607,0.13633934
25497-49-8,0.8750325,0.12496752
84-80-0,0.9359103,0.06408974
77855-81-3,0.50180244,0.49819753
24365-47-7,0.718854,0.281146
51356-22-0,0.060824633,0.93917537
51356-10-6,0.06987971,0.9301203
21673-83-6,0.19570583,0.80429417
150-86-7,0.9435274,0.05647259
26544-38-7,0.8394319,0.16056809
70384-29-1,0.8083991,0.19160089
71108-02-6,0.2854479,0.7145521
25265-77-4,0.92948866,0.070511326
505-32-8,0.9333489,0.0666511
50-14-6,0.5017895,0.4982105
54573-75-0,0.14792591,0.8520741
330-64-3,0.06905007,0.9309499
60244-70-4,0.08854145,0.91145855
60244-66-8,0.066577435,0.93342257
7492-32-2,0.25900465,0.74099535
50-34-0,0.14052582,0.8594742
3700-96-7,0.23065221,0.7693478
3700-90-1,0.030373335,0.96962667
60244-69-1,0.1801092,0.8198908
143201-11-0,0.49240798,0.507592
1610-18-0,0.30445325,0.69554675
99559-84-9,0.039557695,0.9604423
1445-75-6,0.4741553,0.5258447
41669-30-1,0.9700979,0.02990213
26401-35-4,0.9763765,0.023623517
28472-97-1,0.97855127,0.021448707
166412-78-8,0.97361887,0.026381148
27554-26-3,0.956282,0.043717995
544-01-4,0.9232763,0.0767237
605-50-5,0.90459055,0.09540943
10086-50-7,0.9027578,0.09724216
63980-62-1,0.91801316,0.08198682
589-59-3,0.93076396,0.06923607
110-96-3,0.0783447,0.9216553
29214-81-1,0.1453759,0.8546241
127-39-9,0.63694173,0.36305827
84-69-5,0.89114666,0.108853355
53378-52-2,0.09287083,0.90712917
97-85-8,0.93890893,0.06109106
68171-33-5,0.9684783,0.031521674
132299-20-8,0.84986025,0.15013976
100-18-5,0.8966136,0.10338641
38640-62-9,0.85853255,0.14146742
28178-42-9,0.59607697,0.40392306
94133-79-6,0.60590535,0.39409465
565-80-0,0.7756417,0.22435832
50847-11-5,0.2238577,0.7761423
97-72-3,0.7764221,0.22357793
3437-84-1,0.715039,0.28496101
108-18-9,0.10638064,0.89361936
2986-17-6,0.14443874,0.85556126
139-40-2,0.23040563,0.7695944
38588-65-7,0.17014271,0.8298573
96-80-0,0.26089215,0.73910785
66660-95-5,0.11088717,0.88911283
4261-68-1,0.115731955,0.88426805
2303-16-4,0.28762156,0.71237844
601-77-4,0.06892103,0.931079
108-20-3,0.8282885,0.1717115
7491-02-3,0.96551716,0.03448285
924-88-9,0.93867034,0.06132969
7283-70-7,0.8670403,0.13295971
10552-74-6,0.700806,0.299194
50512-35-1,0.7803124,0.21968757
59937-28-9,0.3813814,0.6186186
105-64-6,0.7234478,0.27655217
1809-20-7,0.53251946,0.46748057
26087-47-8,0.0532434,0.9467566
51356-07-1,0.048184276,0.9518157
51356-16-2,0.102080226,0.8979198
10141-19-2,0.9362752,0.06372479
3726-36-1,0.9059721,0.09402786
67786-25-8,0.97473896,0.025261074
371756-75-1,0.96441495,0.035585057
128446-33-3,0.7964773,0.20352271
1397-89-3,0.83567667,0.1643233
3773-49-7,0.25217533,0.74782467
108-62-3,0.5599623,0.44003773
68857-95-4,0.50716066,0.4928393
104987-11-3,0.72320545,0.27679458
51596-10-2,0.41796857,0.5820314
10176-39-3,0.4860664,0.5139336
42588-37-4,0.88381517,0.11618485
20780-49-8,0.96726143,0.03273858
108-84-9,0.9330263,0.066973716
67306-03-0,0.15984589,0.8401541
30685-43-9,0.16837841,0.8316216
58327-21-2,0.9163768,0.08362316
58327-19-8,0.9333423,0.066657715
516-95-0,0.8775678,0.12243217
65242-49-1,0.74152386,0.25847617
57-88-5,0.47356838,0.5264316
15662-33-6,0.5750029,0.42499706
20562-02-1,0.40017968,0.5998203
71-63-6,0.13317704,0.86682296
20830-75-5,0.14215386,0.85784614
1404-93-9,0.81188726,0.1881127
41294-56-8,0.18721688,0.8127831
57333-96-7,0.108094096,0.8919059
17578-43-7,0.40802395,0.59197605
18470-09-2,0.25362468,0.7463753
29886-96-2,0.7389147,0.26108527
87239-81-4,0.82308394,0.17691608
550-53-8,0.27521425,0.72478575
56717-11-4,0.12614536,0.87385464
106-21-8,0.94580686,0.054193143
203448-76-4,0.13557005,0.86442995
543-82-8,0.09754908,0.9024509
3081-01-4,0.43375623,0.56624377
7535-34-4,0.0873338,0.9126662
108-11-2,0.7129659,0.2870341
23436-19-3,0.7838643,0.21613567
99-82-1,0.92369264,0.076307334
87061-04-9,0.9132022,0.08679779
26171-78-8,0.8925321,0.10746789
147126-62-3,0.6770592,0.32294086
89-80-5,0.8909557,0.10904429
66941-88-6,0.121695995,0.878304
103-95-7,0.8670845,0.13291553
57144-56-6,0.40553564,0.59446436
64059-37-6,0.58497953,0.41502047
860035-10-5,0.60324013,0.3967599
55636-92-5,0.12094706,0.87905294
42978-66-5,0.7267934,0.2732066
123-63-7,0.69582695,0.30417305
50765-83-8,0.044034243,0.95596576
50765-86-1,0.03446287,0.96553713
50765-79-2,0.029461145,0.97053885
21259-20-1,0.51372993,0.48627007
68133-73-3,0.9649157,0.035084326
40580-61-8,0.7927535,0.2072465
20724-12-3,0.8062981,0.19370194
30129-27-2,0.7707778,0.2292222
78-35-3,0.88613176,0.11386827
964-52-3,0.06891018,0.9310898
121489-04-1,0.34444875,0.65555125
30562-34-6,0.6976348,0.30236518
66085-59-4,0.2698943,0.7301057
78194-09-9,0.36850506,0.63149494
24353-58-0,0.46971112,0.5302889
73080-51-0,0.3914442,0.6085558
489-84-9,0.7712678,0.22873223
6223-35-4,0.48135537,0.51864463
17493-73-1,0.3597157,0.6402843
92671-67-5,0.43158877,0.56841123
113139-67-6,0.20438677,0.7956132
121625-72-7,0.35248393,0.6475161
67801-20-1,0.88409597,0.11590402
56105-46-5,0.89990336,0.10009664
63982-52-5,0.09577495,0.90422505
18659-45-5,0.045630872,0.9543691
2752-71-8,0.039958656,0.96004134
119-38-0,0.084491074,0.9155089
72542-61-1,0.02730751,0.9726925
78194-24-8,0.34155655,0.65844345
78194-42-0,0.47371483,0.5262852
15037-62-4,0.032577693,0.9674223
94739-29-4,0.7390773,0.26092264
75530-68-6,0.7180134,0.2819866
97-86-9,0.91863096,0.08136906
13749-61-6,0.27941698,0.720583
23684-11-9,0.7174246,0.28257543
110-12-3,0.8408297,0.15917031
3572-41-6,0.37443012,0.6255699
70318-55-7,0.85767746,0.14232254
70318-56-8,0.5139649,0.4860351
26544-20-7,0.6997037,0.30029634
13706-86-0,0.8807031,0.11929689
81250-17-1,0.110212564,0.88978744
123-92-2,0.9610132,0.038986817
110-19-0,0.95639175,0.043608274
99-86-5,0.8975971,0.10240291
542-08-5,0.7908262,0.20917381
99-87-6,0.83540106,0.16459894
535-77-3,0.8908454,0.10915459
89-83-8,0.1750837,0.8249163
56211-40-6,0.86416173,0.13583824
22760-18-5,0.38221943,0.61778057
40507-23-1,0.15553296,0.84446704
65765-07-3,0.26872474,0.73127526
499-75-2,0.25897717,0.7410228
2814-20-2,0.13003439,0.8699656
80176-21-2,0.3062619,0.6937381
55814-41-0,0.678499,0.32150105
125055-52-9,0.10334617,0.89665383
563-80-4,0.8293699,0.17063011
59230-57-8,0.9207426,0.07925743
39543-79-8,0.26591712,0.7340829
314-42-1,0.15521091,0.8447891
123524-52-7,0.5484377,0.45156232
6673-35-4,0.48900956,0.51099044
19234-20-9,0.9289271,0.07107286
108-21-4,0.8840214,0.115978576
4212-94-6,0.47239155,0.52760845
12650-69-0,0.52234715,0.47765285
828-00-2,0.782011,0.21798904
1445870-18-7,0.696607,0.30339298
68425-16-1,0.7476933,0.25230673
1222-05-5,0.78677636,0.21322365
57052-04-7,0.2843181,0.7156819
540-84-1,0.9212445,0.078755505
67239-26-3,0.3135751,0.6864249
40915-86-4,0.34380686,0.65619314
35256-85-0,0.4664775,0.5335225
19666-30-9,0.2811954,0.7188046
129909-90-6,0.4734164,0.5265836
76-50-6,0.8893816,0.11061842
71108-05-9,0.04817921,0.9518208
71108-06-0,0.06524646,0.93475354
111038-42-7,0.12745011,0.8725499
127-25-3,0.8963971,0.103602886
13254-34-7,0.9335987,0.06640128
144-19-4,0.75859344,0.24140657
3445-42-9,0.66768885,0.33231112
14860-89-0,0.3627603,0.6372397
26762-93-6,0.48850936,0.51149064
49562-28-9,0.8361789,0.16382113
51368-55-9,0.5968952,0.40310475
58327-13-2,0.8506574,0.14934258
58327-14-3,0.76770043,0.23229955
58327-12-1,0.8781229,0.121877044
666-84-2,0.815889,0.18411097
53471-69-5,0.771859,0.22814101
53003-82-0,0.76626986,0.23373012
53003-62-6,0.878642,0.12135799
86408-72-2,0.85627747,0.1437225
512-04-9,0.6703644,0.32963565
36011-19-5,0.7166393,0.28336075
33160-78-0,0.09895182,0.9010482
154619-51-9,0.069435954,0.93056405
114311-32-9,0.6851808,0.31481922
69915-63-5,0.63729554,0.36270446
69915-62-4,0.8930607,0.1069393
581-12-4,0.81659734,0.18340269
470-67-7,0.8217958,0.17820418
512-85-6,0.5479629,0.4520371
63968-64-9,0.52172065,0.47827938
13613-99-5,0.13028437,0.86971563
3035-45-8,0.06171304,0.93828696
1014-69-3,0.09267664,0.90732336
64-00-6,0.048489034,0.95151097
2752-81-0,0.0616678,0.9383322
2631-40-5,0.047581613,0.9524184
114-26-1,0.07896298,0.921037
366-70-1,0.35293955,0.64706045
54266-83-0,0.08276266,0.91723734
106293-84-9,0.101002276,0.8989977
73115-70-5,0.39777994,0.60222006
2315-43-7,0.07714355,0.92285645
1505-95-9,0.04218149,0.9578185
996-35-0,0.06900817,0.9309918
3938-45-2,0.08446628,0.9155337
116666-63-8,0.14541787,0.85458213
24730-10-7,0.29275656,0.70724344
14759-05-8,0.12961543,0.8703846
54270-10-9,0.27607012,0.7239299
18952-79-9,0.09486151,0.9051385
26328-00-7,0.27443272,0.7255673
69788-41-6,0.17216462,0.8278354
97887-77-9,0.69004464,0.30995536
6659-45-6,0.1744973,0.8255027
22343-07-3,0.07915723,0.92084277
64249-01-0,0.03440553,0.9655945
14211-01-9,0.040466547,0.95953345
36614-38-7,0.018630147,0.98136985
19645-42-2,0.028818429,0.9711816
79985-91-4,0.028327823,0.9716722
97699-69-9,0.3338951,0.6661049
30560-28-2,0.03928411,0.9607159
71617-10-2,0.7495244,0.2504756
3567-08-6,0.6504353,0.34956467
17959-11-4,0.31717986,0.68282014
404-86-4,0.49425787,0.50574213
145071-49-4,0.20121145,0.79878855
111038-37-0,0.3487845,0.6512155
72739-69-6,0.53086466,0.46913534
23485-79-2,0.019684792,0.9803152
149877-41-8,0.66932464,0.33067536
24353-61-5,0.103803396,0.8961966
13955-12-9,0.018470883,0.9815291
15863-65-7,0.044463813,0.9555362
14358-50-0,0.48680365,0.51319635
24017-18-3,0.044573545,0.95542645
6838-93-3,0.5066965,0.49330348
107-44-8,0.117519855,0.88248014
71048-99-2,0.7415924,0.25840756
97886-45-8,0.257271,0.742729
959-24-0,0.7221333,0.27786675
27458-93-1,0.96924573,0.030754257
30399-84-9,0.95929277,0.040707216
68784-12-3,0.92684984,0.07315017
68526-86-3,0.96742773,0.032572273
72162-46-0,0.20311117,0.7968888
64354-92-3,0.8661836,0.1338164
1330-61-6,0.9053235,0.09467648
26544-23-0,0.82498056,0.17501946
27013-89-4,0.8168347,0.1831653
71902-23-3,0.8555967,0.14440328
25168-26-7,0.16204,0.83796
25103-09-7,0.8844311,0.11556887
29590-42-9,0.831544,0.16845602
11071-47-9,0.83930886,0.16069117
830322-14-0,0.9319766,0.0680234
646-07-1,0.85859436,0.14140566
41764-14-1,0.4427638,0.5572362
56011-02-0,0.81196153,0.1880385
110-45-2,0.8885214,0.11147863
7779-65-9,0.9113105,0.08868948
94-46-2,0.9280399,0.07196006
87-20-7,0.650933,0.34906694
928-70-1,0.1766119,0.8233881
590-86-3,0.8611733,0.13882674
1553-60-2,0.30558777,0.69441223
91040-96-9,0.40737855,0.59262145
72221-66-0,0.25185192,0.7481481
93-19-6,0.42894387,0.5710561
503-74-2,0.80481666,0.19518335
140-26-1,0.928526,0.07147404
2835-39-4,0.6484939,0.35150608
103-38-8,0.8898041,0.11019586
78-81-9,0.065230966,0.93476903
33207-44-2,0.33309454,0.66690546
371-44-8,0.314601,0.685399
52102-44-0,0.6039351,0.39606488
30979-48-7,0.39317632,0.6068237
13887-57-5,0.15392351,0.8460765
78-83-1,0.6178641,0.38213593
4439-24-1,0.85534745,0.14465256
51550-64-2,0.15119338,0.8488066
105-01-1,0.7593484,0.24065164
102-13-6,0.8867711,0.11322893
1713-15-1,0.1576798,0.8423202
106-63-8,0.54671913,0.45328087
120-50-3,0.8847837,0.11521629
87-19-4,0.6804391,0.31956086
86553-26-6,0.6596433,0.34035668
27442-58-6,0.10617411,0.8938259
18169-57-8,0.2971365,0.7028635
513-44-0,0.56882703,0.43117297
696-29-7,0.9233039,0.076696075
4621-04-9,0.78606766,0.21393232
34131-99-2,0.92607105,0.07392896
528-92-7,0.44513655,0.55486345
70124-77-5,0.68332636,0.31667364
66827-38-1,0.62048584,0.37951416
14845-08-0,0.22973102,0.770269
72-18-4,0.6976774,0.30232266
16652-76-9,0.4973896,0.5026104
7407-66-1,0.6217407,0.3782593
496-67-3,0.18526989,0.8147301
565-74-2,0.23575544,0.76424456
64047-48-9,0.40070462,0.5992954
91132-80-8,0.28874767,0.71125233
28770-01-6,0.549569,0.45043096
68683-20-5,0.9052597,0.09474025
4395-92-0,0.8385165,0.16148351
536-60-7,0.487297,0.512703
13816-33-6,0.6244192,0.37558076
31027-31-3,0.6239575,0.37604246
15763-76-5,0.5068526,0.4931474
17959-33-0,0.23926383,0.76073617
1333-53-5,0.4145612,0.5854388
643-28-7,0.10370064,0.89629936
91040-95-8,0.2513981,0.7486019
13311-84-7,0.20492804,0.79507196
37389-71-2,0.11175847,0.8882415
80-34-2,0.82632166,0.17367834
79-31-2,0.7809329,0.21906711
103-48-0,0.9358076,0.06419242
103-60-6,0.86494917,0.13505082
103-59-3,0.92068624,0.07931378
103-28-6,0.9125628,0.08743719
1532-00-9,0.35007298,0.649927
56425-91-3,0.24025398,0.759746
73681-12-6,0.15941244,0.84058756
21738-42-1,0.29367596,0.70632404
63659-19-8,0.20781505,0.79218495
29122-68-7,0.60036325,0.39963672
59333-90-3,0.12766743,0.8723326
86247-86-1,0.48362923,0.5163708
81486-22-8,0.27438104,0.72561896
586-06-1,0.42656887,0.57343113
5588-22-7,0.14483088,0.8551691
14334-41-9,0.18725097,0.812749
31802-16-1,0.121837854,0.87816215
768-52-5,0.18572193,0.81427807
101-72-4,0.42885184,0.57114816
2210-25-5,0.13083243,0.86916757
637-32-1,0.22481203,0.77518797
22936-86-3,0.3220452,0.6779548
97817-39-5,0.27633345,0.72366655
36734-19-7,0.508168,0.49183202
63884-40-2,0.6665896,0.3334104
3544-35-2,0.21113306,0.78886694
54-92-2,0.328108,0.671892
35944-83-3,0.11006749,0.8899325
99300-63-7,0.05234897,0.947651
2030-63-9,0.66262484,0.33737516
58934-46-6,0.28189963,0.71810037
89703-10-6,0.31989014,0.68010986
3772-26-7,0.28671998,0.71328
22235-81-0,0.33292615,0.66707385
3423-28-7,0.21884137,0.7811586
142459-58-3,0.45082897,0.54917103
1918-16-7,0.23172528,0.7682747
98410-36-7,0.21750236,0.78249764
25057-89-0,0.3778265,0.6221735
79-46-9,0.073810756,0.92618924
67-63-0,0.8553387,0.14466128
98519-41-6,0.07795954,0.92204046
4016-14-2,0.84836155,0.15163845
93-78-7,0.3293262,0.6706738
83656-29-5,0.49233252,0.5076675
66332-96-5,0.25843376,0.74156624
35212-22-7,0.6616847,0.3383153
29026-74-2,0.27654737,0.7234526
38753-50-3,0.35613865,0.64386135
7780-06-5,0.89608115,0.10391886
939-48-0,0.8818734,0.11812657
88599-41-1,0.76863533,0.23136468
88599-42-2,0.82413864,0.17586133
68334-67-8,0.18928534,0.81071466
5836-10-2,0.28789437,0.71210563
122-42-9,0.3926947,0.6073053
83395-31-7,0.7162941,0.2837059
298692-41-8,0.40917206,0.59082794
108-23-6,0.12872636,0.87127364
1714-03-0,0.02758038,0.9724196
1713-97-9,0.02449584,0.97550416
24441-57-4,0.033511817,0.9664882
46355-07-1,0.24572766,0.75427234
75-33-2,0.4761237,0.5238763
4095-32-3,0.16829884,0.83170116
141396-28-3,0.83809954,0.16190048
500-38-9,0.7989467,0.20105334
106-55-8,0.39584333,0.6041567
110871-86-8,0.55602306,0.44397694
61477-94-9,0.13535142,0.8646486
98459-18-8,0.10183823,0.89816177
7652-64-4,0.29309654,0.70690346
2935-44-6,0.9247928,0.07520716
110-97-4,0.89531153,0.104688466
110-98-5,0.93343174,0.066568226
25322-69-4,0.94240576,0.057594236
25136-55-4,0.87403375,0.12596625
1073-79-6,0.843272,0.15672806
141-91-3,0.48468202,0.515318
1593-77-7,0.6230674,0.3769326
10140-90-6,0.047303498,0.9526965
108-60-1,0.14504921,0.8549508
3048-76-8,0.59525114,0.40474886
57472-68-1,0.5373919,0.4626081
27138-31-4,0.9123487,0.08765131
13275-18-8,0.718208,0.28179199
14663-72-0,0.05141902,0.948581
849-55-8,0.25816488,0.7418351
579-56-6,0.53031075,0.46968922
7681-93-8,0.8294981,0.17050187
84985-34-2,0.39399153,0.60600847
513-85-9,0.8678438,0.1321562
98532-74-2,0.06471217,0.93528783
98519-01-8,0.09695017,0.9030498
6280-75-7,0.11796093,0.88203907
93-96-9,0.8485325,0.1514675
4351-70-6,0.38955575,0.61044425
23477-98-7,0.52682686,0.47317317
62563-80-8,0.856087,0.14391296
4433-36-7,0.9620097,0.037990287
21145-77-7,0.68724114,0.31275886
72869-86-4,0.6223733,0.37762672
70172-00-8,0.7488737,0.25112626
71-58-9,0.9335191,0.066480905
33564-31-7,0.8653951,0.13460489
359-83-1,0.08149612,0.9185039
123298-28-2,0.31786352,0.6821365
51155-15-8,0.58582294,0.41417706
57646-30-7,0.59152585,0.40847415
7492-67-3,0.90888524,0.09111475
105-85-1,0.9526139,0.04738612
139-70-8,0.93695265,0.063047364
8000-29-1,0.9475382,0.052461803
51566-62-2,0.7293961,0.27060387
502-47-6,0.908602,0.091398
16409-43-1,0.88056374,0.11943625
2436-90-0,0.89159715,0.10840286
36798-79-5,0.32038444,0.67961556
111479-05-1,0.41822046,0.58177954
141-11-7,0.9678361,0.032163933
5370-01-4,0.26231635,0.73768365
143692-53-9,0.39269894,0.60730106
40766-31-2,0.8468323,0.15316775
161599-46-8,0.9050847,0.09491527
95719-24-7,0.82495135,0.17504863
58430-94-7,0.93178576,0.068214215
77-54-3,0.865246,0.13475399
5634-42-4,0.55378973,0.4462103
80449-58-7,0.87356454,0.12643544
53-36-1,0.8012788,0.19872116
2885-39-4,0.79479694,0.20520307
34681-10-2,0.06990188,0.9300981
1477-79-8,0.057248473,0.9427515
62-51-1,0.64670634,0.3532937
108-65-6,0.83061814,0.16938183
23541-50-6,0.23897702,0.761023
63170-60-5,0.13321888,0.8667811
64544-07-6,0.9131177,0.08688228
10486-14-3,0.91223806,0.08776192
7764-50-3,0.7704054,0.22959456
27813-02-1,0.5865668,0.41343322
3644-61-9,0.13601452,0.8639855
66309-83-9,0.532863,0.46713695
22683-78-9,0.04835707,0.95164293
60789-89-1,0.2572984,0.7427016
5726-19-2,0.8998575,0.1001425
10402-52-5,0.9172935,0.08270653
40552-84-9,0.76468325,0.23531677
74258-86-9,0.8218364,0.17816359
143692-40-4,0.20711857,0.7928814
1331-12-0,0.92240894,0.07759103
2114-33-2,0.88517654,0.11482344
72619-44-4,0.2806536,0.7193464
