CASRN,LD50_xgboost_ecfp6counts
33213-82-0,0.102789484
33210-47-8,0.12344775
55634-91-8,0.58667606
994-05-8,1.2184937
26225-79-6,0.31885856
2370-13-0,1.0096722
33236-02-1,0.21234201
33236-09-8,-0.0046625463
33210-42-3,0.14958258
33236-10-1,0.19266279
33236-06-5,0.08017016
7287-36-7,0.5665247
532-34-3,0.57791597
92448-79-8,0.32861805
16587-71-6,1.0247357
59897-92-6,0.29503983
80-46-6,0.94447803
68505-69-1,0.49710405
1113-10-6,0.42003575
60559-98-0,0.12417904
63956-90-1,0.9428197
52963-60-7,0.3405137
52963-61-8,0.22563927
21725-46-2,0.08807594
1192-22-9,0.9453553
1245-44-9,0.74288434
36576-44-0,0.7115731
57-85-2,0.6501529
121652-76-4,-1.1023695
13764-49-3,-0.3630448
59122-46-2,0.04407144
57-53-4,0.9162196
24089-00-7,0.4285423
71548-68-0,0.67132795
10415-87-9,1.0236846
918-85-4,0.95354164
4475-95-0,0.5986497
33765-68-3,0.5172083
15336-82-0,0.36772844
1565-75-9,0.9461926
77-83-8,0.9789238
21715-46-8,0.33165485
30043-49-3,0.113805704
110-68-9,1.0334669
106358-91-2,-1.2370282
54266-79-4,-1.3703682
54266-78-3,-0.72376126
150824-47-8,0.46837264
29973-13-5,-0.059508484
53380-22-6,0.041202135
53380-23-7,0.016710388
64057-54-1,0.22995022
2185-86-6,0.014829281
112-75-4,0.52875036
1920-05-4,0.53886694
7378-99-6,0.6935802
927-62-8,0.8175531
486-17-9,0.008963433
926-63-6,0.73282355
25606-41-1,0.7945464
54965-24-1,0.47401795
3568-24-9,0.32497922
598-56-1,0.7412383
64049-26-9,0.49879053
5135-83-1,-0.05064462
19622-19-6,0.41117036
1118-92-9,0.94652456
20684-06-4,0.3314208
64951-32-2,0.25228402
653-03-2,0.36063367
2324-94-9,0.24677429
137-20-2,0.944704
20686-45-7,0.33056507
5965-49-1,0.5381074
555-37-3,0.52778655
59263-76-2,0.06259009
7068-83-9,0.4550198
67557-56-6,0.43831208
70458-95-6,0.60736364
96480-44-3,0.37062886
93503-03-8,-0.083575994
10595-95-6,0.36932716
50-12-4,0.6474074
16055-33-7,0.5154288
88124-27-0,0.56540996
73-09-6,0.5479381
38957-41-4,0.7292777
615-53-2,0.28038988
83519-04-4,-0.2153981
63982-03-6,0.49581963
1119-97-7,0.30764756
58066-85-6,0.07201834
3001-63-6,0.5291856
41892-01-7,0.64768726
102-30-7,0.2268117
683-10-3,0.70848495
100-95-8,0.29610863
14007-49-9,0.27221712
1643-20-5,0.48781154
146764-26-3,0.91207355
149-64-4,0.9778915
30286-75-0,0.2674972
316-42-7,0.107445724
69788-35-8,0.53426266
69788-34-7,0.20513871
16006-74-9,0.7381963
69788-42-7,0.58329296
31024-56-3,0.8139666
1067-25-0,1.2998699
23239-21-6,-0.47894317
69788-33-6,0.17061031
24536-75-2,0.64817613
117666-86-1,0.6088595
64037-00-9,-0.24258137
18318-83-7,1.2393008
14817-09-5,0.75135016
25371-54-4,0.32671756
126-22-7,0.27822927
73321-74-1,0.31780183
117666-84-9,0.33935305
51356-12-8,-1.4013704
2088-72-4,-0.3285728
5840-95-9,-0.27909362
2597-03-7,-0.19459146
919-86-8,-0.92523736
867-27-6,-0.60630506
640-15-3,-0.4227118
6389-81-7,-0.545409
301-12-2,-0.7906325
2703-37-9,-0.76768035
25476-48-6,0.16417679
90220-20-5,-0.5480407
90220-19-2,-0.2565738
54473-51-7,-0.470876
54473-33-5,-0.45514125
30560-26-0,-0.3184513
73937-08-3,0.098927625
52868-53-8,-0.08606521
84044-17-7,-0.89158165
33267-37-7,-0.8828417
111-10-4,1.2714881
64058-23-7,-0.019959923
111-80-8,0.8664046
104-45-0,0.9323092
2785-87-7,0.95293325
54965-21-8,0.35035285
61738-04-3,0.65425086
19133-14-3,-0.93802595
1476-98-8,0.28207064
5934-55-4,-0.21945043
33210-62-7,0.43531087
554-12-1,1.1728449
1087-06-5,0.83360624
84964-12-5,0.14281109
85405-59-0,0.18618678
21608-06-0,0.800569
68677-06-5,0.35418123
117666-83-8,0.5612227
94-30-4,1.1068707
90982-32-4,0.86107206
54473-56-2,-0.6101288
71675-87-1,0.9288349
57966-95-7,0.4733366
145071-30-3,0.37120962
2591-57-3,-1.5784894
2633-54-7,-0.3611476
13104-29-5,-0.5185927
13289-13-9,0.05632314
15536-01-3,-0.9069782
33232-87-0,-0.48440075
2720-19-6,-0.59472585
7076-53-1,-0.26638892
13508-53-7,0.7083861
1825-58-7,1.0083419
3239-63-2,-0.4681853
63869-33-0,-0.40599123
63815-53-2,-0.36336333
58995-43-0,-0.52109224
66104-23-2,0.08897137
10265-93-7,-0.48775905
661-19-8,1.5513163
38916-42-6,1.0506018
112-92-5,1.4297212
9005-00-9,1.0873445
3397-16-8,0.8699965
95-19-2,0.66789603
1338-41-6,1.2889944
112-76-5,1.1947341
54460-46-7,0.8765298
38079-66-2,0.99204403
112-72-1,1.3783612
40036-79-1,0.6526219
66232-28-8,-0.612008
6873-46-7,0.3143872
112-70-9,1.3783612
930-09-6,0.8009631
10520-81-7,0.6843888
124-22-1,0.6939936
2439-10-3,0.6495202
2422-90-4,-0.0714656
2372-82-9,0.45672494
14960-06-6,1.0561169
93-23-2,0.44404733
112-53-8,1.3141785
39464-66-9,0.86995906
13150-00-0,0.92808706
1847-58-1,1.1505855
2915-72-2,1.1639825
151-41-7,1.1724372
120-40-1,1.2880875
301-11-1,0.68197066
23551-91-9,1.1892661
2156-96-9,1.2619516
142-87-0,1.1747227
334-56-5,0.34343693
19780-11-1,0.750025
112-31-2,1.3343033
104-40-5,0.8762163
11096-42-7,1.0922021
9014-90-8,0.9537871
56323-90-1,0.7831133
334-48-5,1.4026
5002-47-1,0.07678188
74050-97-8,-0.3223615
143-08-8,1.3824131
7173-62-8,0.6516923
9004-98-2,1.191558
60840-87-1,0.9826584
95-38-5,0.8750412
18787-40-1,0.21342194
52709-84-9,0.48554555
949-13-3,0.7758902
111-86-4,0.8616765
2687-94-7,1.0779762
26530-20-1,0.89241177
17751-69-8,-0.19171192
21270-15-5,-0.12386145
21270-11-1,-0.15928885
1034-01-1,0.9235776
15741-90-9,0.1906686
117617-70-6,0.58384025
142-31-4,1.0440354
4724-48-5,1.1642631
55512-33-9,0.23112503
124-13-0,1.3407815
104-67-6,1.3060774
18979-65-2,0.6485684
7377-03-9,1.3100938
4230-97-1,0.7158089
111-70-6,1.4396045
2499-58-3,1.2578506
2463-53-8,1.1273535
26680-54-6,0.8181143
111-71-7,1.3961128
119-89-1,0.42499205
101-86-0,0.9759661
136-77-6,0.78716755
30406-18-9,1.2487794
111-14-8,1.210378
111-26-2,0.87667304
61422-45-5,0.8014611
111-27-3,1.3006002
112-25-4,1.2606015
112-59-4,1.1556383
10305-38-1,1.1216304
3478-44-2,0.892964
21270-33-7,-0.10726245
21270-14-4,-0.124420084
5431-31-2,1.1836356
107187-05-3,0.7553518
6789-88-4,1.3056041
17867-69-5,0.6733917
111-31-9,0.9812614
544-10-5,0.8470031
42482-06-4,0.7291547
66-25-1,1.1729393
104-61-0,1.2453692
3391-86-4,0.92634803
745-65-3,0.26533055
363-24-6,0.22271813
80614-27-3,0.7821122
101-85-9,1.0760249
136-81-2,0.8185417
38237-76-2,0.49418917
4312-93-0,1.147399
123-68-2,0.7061995
10589-74-9,0.5074865
71-41-0,1.2826079
17810-53-6,-0.13307482
21270-10-0,-0.1552184
104485-01-0,0.3082478
101893-08-7,0.27317944
2720-73-2,0.8220093
20056-92-2,1.3184425
18829-55-5,1.4068648
110-62-3,1.3247318
110-59-8,1.251678
104-50-7,1.3839422
841-73-6,0.54755545
2210-63-1,0.44727886
50-33-9,0.3075933
129-20-4,0.43236375
6066-49-5,0.8715042
335153-21-4,0.72123617
64357-33-1,0.5386323
536-69-6,0.81969583
3180-09-4,0.83967406
16006-72-7,0.65246177
87792-15-2,0.4227429
87792-14-1,0.758639
87792-13-0,0.2293751
109-52-4,1.2220939
61019-78-1,0.5939617
88671-89-0,0.42751825
58902-64-0,0.38842887
27470-51-5,0.5771845
79983-71-4,0.61757845
38615-43-9,0.5587814
111-75-1,1.0156829
1126-78-9,0.83680177
2782-40-3,0.9663906
592-31-4,1.0728035
6336-01-2,0.45339888
55406-53-6,0.5187557
13887-58-6,0.5821268
3622-84-2,0.76083344
111-36-4,0.73651373
1005-67-0,1.2337697
3817-11-6,0.9121545
16227-10-4,0.91309595
63716-31-4,0.21298103
54395-37-8,0.6412842
71-36-3,1.2664281
1928-45-6,0.47295356
6959-71-3,1.1304213
7420-06-6,1.382384
111-76-2,1.367077
112-34-5,1.3519343
143-22-6,1.3709484
112-56-1,0.61471707
4223-11-4,1.3227525
3102-00-9,0.93395835
2426-08-6,1.1538893
1852-16-0,0.7522618
111-34-2,1.1321694
17751-76-7,0.18217957
21269-98-7,0.13535538
33236-00-9,0.4508718
70193-21-4,0.6695156
5459-58-5,0.86539197
66232-25-5,-0.60039014
7397-62-8,1.1862743
94-80-4,0.54671484
2438-72-4,0.7742646
141-32-2,0.9390295
90842-58-3,0.7142094
136-60-7,1.5347168
20954-14-7,0.3333066
28570-58-3,0.8128018
67330-25-0,0.22101092
75147-20-5,0.95911366
64047-35-4,0.881294
544-16-1,1.0821899
6607-49-4,0.91236985
2314-17-2,0.659049
4560-93-4,0.51701754
64910-63-0,0.6884601
109-69-3,0.711975
109-67-1,0.9420402
928-95-0,1.228459
123-72-8,1.3422577
109-74-0,1.2680861
66246-88-6,0.3073104
1211-28-5,0.6713524
60207-90-1,0.28435844
1003-14-1,1.0628648
105-31-7,0.6414647
39067-39-5,0.6886337
6082-56-0,0.29581386
103-65-1,0.9590219
28785-06-0,1.0008602
645-56-7,1.0165243
94-58-6,0.65328443
644-35-9,0.8397646
7231-31-4,0.5134378
51-52-5,0.55138344
14222-60-7,0.6638211
75464-11-8,0.50120324
1688-71-7,0.53813493
97392-14-8,0.31785974
2051-78-7,0.6364345
103-37-7,1.1603892
123-20-6,1.2833474
36597-90-7,0.3144552
107-10-8,0.89185643
94-20-2,0.7091824
13887-60-0,0.6412115
73941-13-6,0.8254481
27050-40-4,0.4909952
33245-39-5,0.26659018
26399-36-0,0.8181754
64057-89-2,0.528448
4634-51-9,-1.8625137
41078-02-8,0.53411686
816-57-9,0.6181147
2807-30-9,1.3854084
110-74-7,1.2466793
33235-97-1,0.33417273
33236-21-4,0.2076846
627-12-3,1.0533246
1713-98-0,-0.37563056
18705-22-1,0.40055564
64050-66-4,-0.051687505
107-03-9,1.0246171
49828-25-3,0.5130567
13889-92-4,0.75599724
38827-35-9,0.7840559
68526-56-7,0.77457464
928-96-1,1.490006
65405-77-8,0.73524374
2091-24-9,1.1307111
5910-85-0,0.7133472
17369-59-4,0.92338
107-12-0,0.7810735
118-68-3,0.73396975
96-20-8,1.226193
3174-67-2,1.3159829
584-03-2,1.3583871
56983-13-2,0.4158875
106-88-7,1.0042876
117-26-0,0.41199374
435-97-2,-0.32682523
14845-06-8,0.5700603
512-16-3,0.49054223
12663-46-6,-0.13335176
80834-51-1,0.13065112
66571-24-2,0.7396836
78-99-9,0.9340923
58-54-8,0.46578947
1146-95-8,0.71538883
42790-35-2,0.8744084
60270-84-0,1.1297082
89426-87-9,-0.9987304
5223-06-3,0.83475393
5408-74-2,0.85426
102268-15-5,1.0320168
536-33-4,0.63771397
14736-30-2,0.7012434
121518-45-4,0.739282
27653-49-2,0.55001736
58-14-0,0.33401224
70-69-9,0.75939333
2295-58-1,0.6117048
63605-45-8,0.1944921
4940-11-8,0.77810127
3781-28-0,0.048275895
89427-48-5,-0.891162
709-98-8,0.7361822
13808-36-1,0.8316553
75764-58-8,-0.44001186
15301-48-1,-0.24000748
79-09-4,1.117847
23495-12-7,0.9649745
103-56-0,1.1209687
122-63-4,0.998399
1531-97-1,1.0266047
682-11-1,1.4136152
682-09-7,1.0424467
30499-70-8,0.86322296
824-11-3,0.27049696
1005-93-2,0.31364003
115-70-8,1.3778977
3819-07-6,0.6499386
7747-35-5,0.8353789
19882-03-2,0.06968278
6533-00-2,0.576866
77-21-4,0.4093827
77236-50-1,0.57496715
5556-57-0,0.35560858
50-19-1,0.9079824
125-33-7,0.3675387
50-06-6,0.546553
57-30-7,0.39018184
56430-99-0,0.55487305
7689-03-4,0.018402994
7789-89-1,0.98695064
75-04-7,0.84259105
709-55-7,0.66674066
71130-60-4,0.16844732
5459-93-8,0.9752234
5465-00-9,1.0244888
58473-74-8,0.55905616
625-53-6,0.03641639
139-94-6,0.5117482
89427-19-0,-1.0131078
4151-50-2,0.022342684
107-29-9,0.8440829
5308-25-8,0.8220791
93106-60-6,0.41339198
139-87-7,1.5073149
100-74-3,0.9295114
538-07-8,-0.9035487
134-97-4,0.7906672
23205-24-5,0.080266245
67658-42-8,0.13983902
2687-91-4,1.0616063
92-50-2,0.799195
92-49-9,0.22758687
1508-75-4,0.1825938
7081-53-0,0.33158582
62924-70-3,0.6220829
13256-23-0,0.42186874
82018-90-4,0.70435923
2991-51-7,-0.060587212
14698-29-4,0.67644405
51940-44-4,0.3242138
13256-13-8,0.6203426
20373-56-2,0.7456099
21590-92-1,0.29769504
63716-33-6,0.35194528
63744-48-9,0.31095517
132-32-1,0.48771104
128-53-0,0.50388604
86-35-1,0.7435871
34929-03-8,0.4207115
28657-80-9,0.2985527
32976-88-8,0.7210517
64-17-5,1.1666974
111-73-9,1.3100035
111-35-3,1.1997184
64050-15-3,0.92483735
2141-62-0,1.170771
110-80-5,1.1236825
111-90-0,1.4102304
112-50-5,1.4004736
64057-86-9,0.93811494
106-74-1,0.8575356
6012-83-5,0.36439857
122453-73-0,0.44348976
109-94-4,1.130879
2979-26-2,0.94782686
103-75-3,0.9890445
33210-54-7,0.37070388
33210-37-6,0.1458062
33235-81-3,0.36236724
33236-11-2,0.3099435
33235-92-6,0.34480935
33210-59-2,0.19230166
33235-90-4,0.109288506
4234-79-1,0.37336987
638-07-3,0.6426073
101-97-3,1.2184243
14062-23-8,0.33707762
2122-70-5,0.7399872
27512-72-7,0.52321184
2949-22-6,0.94554466
21045-68-1,0.95876056
77501-90-7,0.6669378
623-51-8,0.9506415
637-56-9,0.7559052
23609-20-3,0.82284796
150-69-6,0.81384724
38160-03-1,0.6002613
19077-60-2,0.48764852
100-29-8,0.54055846
93-18-5,0.9775158
61361-59-9,-0.5145798
66840-01-5,-0.5029623
60634-59-5,0.51070994
938-73-8,0.7942386
80834-62-4,0.13712628
80834-63-5,0.11506419
80834-80-6,0.16877301
80834-59-9,0.03693752
80834-56-6,0.20101161
96222-01-4,0.18346794
46817-91-8,0.6477037
118-28-5,0.8713003
63716-32-5,0.5315336
42874-03-3,0.6608161
140-88-5,0.8548065
103-36-6,1.158516
6048-06-2,0.9174244
14731-78-3,0.50821275
117666-88-3,0.5628867
117666-82-7,0.5392977
95266-40-3,0.5484731
97-81-4,0.7859978
4089-07-0,0.872034
868-59-7,1.0827045
1187-46-8,0.252853
121-39-1,1.0627167
548-00-5,0.3939137
9000-40-2,0.62532926
10029-04-6,1.1229913
7085-85-0,0.7134241
89-33-8,0.7510553
93-89-0,1.2730818
94-09-7,0.93128914
99-77-4,0.9499872
120-47-8,1.069603
56974-61-9,0.7163159
87-25-2,0.76940775
19485-08-6,0.7633774
734-88-3,0.41252494
19688-04-1,0.8746075
13915-60-1,0.62802845
126-12-5,-0.17690729
5794-23-0,-0.11478122
2385-81-1,-0.02390164
3691-78-9,-0.345782
510-15-6,0.6438495
51-79-6,1.1311393
13684-56-5,1.0108308
105774-14-9,-0.046108924
75507-68-5,0.43202075
33400-47-4,0.46028593
25717-80-0,0.64776546
13945-53-4,0.88437843
2593-15-9,0.6964372
2521-01-9,0.6925273
16322-14-8,0.8138342
1097-57-0,0.6181455
541-41-3,1.0343094
59463-54-6,0.37310302
7495-45-6,0.81019044
719-80-2,0.51367605
23510-39-6,0.3709223
2425-19-6,-1.3016797
13067-93-1,-1.2482467
2104-64-5,-1.3405931
1776-83-6,-0.630611
1623-14-9,0.8645356
3309-67-9,-0.28782633
71363-61-6,0.0029223512
36519-00-3,-0.11026091
17109-49-8,-0.2876317
1498-51-7,0.2783237
7508-73-8,-1.1919345
1498-64-2,0.11086121
607-01-2,0.60725737
19133-28-9,-0.69590163
75-08-1,1.02997
18370-87-1,0.91242176
19594-18-4,0.68855655
32666-97-0,0.69591165
2212-67-1,0.6349507
513-12-2,1.1061863
594-44-5,0.9417796
74-96-4,0.68932164
10141-07-8,0.8617794
623-68-7,0.7827622
16491-24-0,1.0549034
60364-26-3,1.0142478
130-01-8,-0.6340418
480-54-6,-0.6799976
15503-86-3,0.0043805377
25402-06-6,0.4838705
3016-19-1,1.1348423
121-20-0,0.44027662
81719-55-3,0.69103014
23726-91-2,0.6904974
102518-79-6,0.23165056
625-33-2,1.2164266
480-81-9,-0.659861
16568-02-8,0.66677976
2883-98-9,0.89546275
15037-65-7,0.32405415
93-16-3,0.92248166
97-54-1,0.8965425
120-11-6,0.8138179
4635-87-4,0.5168028
964-82-9,0.12557526
142-83-6,0.7915559
1516-01-4,0.40438867
4076-62-4,0.9336438
637-50-3,0.9450592
120-58-1,0.5033918
13061-80-8,0.85714483
14861-06-4,1.2482378
590-21-6,0.7560849
16219-75-3,0.7434192
38233-76-0,0.5951295
88430-50-6,-0.0013653557
75-05-8,0.53188264
2001-95-8,-0.2005091
3922-90-5,0.32688504
12750-79-7,-0.11884409
37280-56-1,0.34149846
25448-25-3,1.057362
25103-12-2,1.2839873
23079-28-9,0.62804866
96513-83-6,0.52140146
3818-80-2,-0.33336744
2667-52-9,-0.52342033
3081-14-9,0.78664327
68880-55-7,0.12902898
123-17-1,0.9502734
60828-78-6,1.0446883
73747-29-2,0.78540915
303-45-7,0.76638037
25497-49-8,0.5678549
77855-81-3,-0.22045694
24365-47-7,1.0797609
51356-22-0,-0.23946834
51356-10-6,-0.85580724
26544-38-7,0.7874969
71108-02-6,-0.5115342
25265-77-4,0.7645073
50-14-6,-1.0604748
54573-75-0,-1.9496478
330-64-3,-0.2545454
60244-70-4,-1.3185544
60244-66-8,-0.1553726
7492-32-2,0.46539074
50-34-0,0.24776259
3700-96-7,0.07546265
3700-90-1,0.103695504
60244-69-1,-0.35079455
143201-11-0,0.81990385
1610-18-0,0.9456364
99559-84-9,-0.28709492
1445-75-6,0.41609225
27554-26-3,1.3870041
10086-50-7,1.2987797
63980-62-1,1.3790268
110-96-3,1.1336328
29214-81-1,0.2549338
127-39-9,1.1735339
84-69-5,1.1323686
97-85-8,1.3567176
132299-20-8,1.3523785
38640-62-9,0.97958297
28178-42-9,0.69202894
94133-79-6,0.798707
565-80-0,1.0574793
50847-11-5,0.7535999
97-72-3,1.1687822
108-18-9,0.99986106
2986-17-6,0.62631494
139-40-2,0.7353889
38588-65-7,0.7882818
96-80-0,1.095108
66660-95-5,0.17001824
4261-68-1,0.16235587
2303-16-4,0.8324832
601-77-4,0.31160572
108-20-3,1.1867149
7283-70-7,0.8317836
50512-35-1,0.87084424
59937-28-9,1.0038646
105-64-6,1.1102432
1809-20-7,1.2197449
26087-47-8,-0.36909693
51356-07-1,-0.9734851
51356-16-2,-0.477892
10141-19-2,1.050931
67786-25-8,0.5386915
371756-75-1,0.2858339
3773-49-7,-0.21541902
108-62-3,0.97202003
68857-95-4,0.66846627
104987-11-3,-0.58903515
51596-10-2,-0.23609047
10176-39-3,-0.9287435
42588-37-4,0.89473414
108-84-9,1.2805636
67306-03-0,0.5261606
30685-43-9,-1.4407169
15662-33-6,0.12413323
20562-02-1,-0.011467279
71-63-6,-1.2827302
20830-75-5,-1.8414638
41294-56-8,-2.1676214
57333-96-7,-2.470279
17578-43-7,0.3833809
18470-09-2,0.1533502
550-53-8,0.49911025
56717-11-4,0.7317703
543-82-8,0.9270782
3081-01-4,0.7035404
7535-34-4,0.6899786
108-11-2,1.3881389
23436-19-3,1.4273081
89-80-5,1.0390418
66941-88-6,0.35611263
103-95-7,1.113055
57144-56-6,0.07729775
64059-37-6,0.8187487
55636-92-5,0.639747
42978-66-5,0.60886484
123-63-7,0.76521146
21259-20-1,0.3590442
40580-61-8,0.97422904
964-52-3,-0.011647046
121489-04-1,0.062103443
30562-34-6,0.056927737
66085-59-4,0.98781437
78194-09-9,0.4385189
24353-58-0,0.66357523
489-84-9,0.90672725
6223-35-4,1.0272909
17493-73-1,0.66626805
92671-67-5,0.43503082
113139-67-6,0.8743619
63982-52-5,-0.034274753
18659-45-5,-0.23419969
2752-71-8,-0.5927199
119-38-0,-0.2866529
72542-61-1,-0.45552623
78194-24-8,0.19487223
78194-42-0,0.6216017
15037-62-4,0.318057
75530-68-6,0.63645643
97-86-9,1.3759139
23684-11-9,1.1460067
110-12-3,1.2994674
3572-41-6,0.5969625
70318-55-7,0.6797473
70318-56-8,0.63559824
26544-20-7,0.47326982
81250-17-1,-0.106503844
123-92-2,1.4672055
110-19-0,1.5058117
99-86-5,0.94436294
542-08-5,1.104341
99-87-6,1.2124916
535-77-3,1.0983096
89-83-8,0.8114043
22760-18-5,0.81410074
65765-07-3,0.6259525
499-75-2,0.7407127
2814-20-2,0.8168885
80176-21-2,0.57823133
55814-41-0,0.7210726
563-80-4,1.2677588
59230-57-8,1.0015798
39543-79-8,0.820274
314-42-1,0.46100673
123524-52-7,0.1255881
6673-35-4,0.98048586
108-21-4,1.3022987
4212-94-6,0.6825921
12650-69-0,0.7797525
828-00-2,1.1437318
68425-16-1,0.6594066
67239-26-3,0.6301011
40915-86-4,0.8471313
35256-85-0,0.66855496
19666-30-9,0.40281826
129909-90-6,0.76274174
71108-05-9,-1.3950956
71108-06-0,-0.9118896
111038-42-7,0.22408952
13254-34-7,1.1708087
3445-42-9,1.033414
14860-89-0,0.91280276
26762-93-6,0.8711285
36011-19-5,0.12506947
33160-78-0,-1.7944766
154619-51-9,-1.2573806
69915-63-5,0.5952966
581-12-4,0.6446087
470-67-7,0.66887623
512-85-6,0.38530716
63968-64-9,0.26518568
13613-99-5,-0.16448084
3035-45-8,0.45044938
1014-69-3,0.5681459
64-00-6,-0.21497115
2752-81-0,-0.0145664485
2631-40-5,-0.06382814
114-26-1,-0.39423296
366-70-1,0.609192
54266-83-0,-0.69394094
106293-84-9,-0.72484803
73115-70-5,-0.8868055
2315-43-7,0.87187177
1505-95-9,0.1596822
996-35-0,0.6459482
3938-45-2,-0.41038784
24730-10-7,-0.6519463
54270-10-9,0.79551566
18952-79-9,-0.17717057
26328-00-7,0.42904645
69788-41-6,0.47885266
97887-77-9,0.44303375
6659-45-6,-0.741364
22343-07-3,-0.09472859
64249-01-0,-0.32879055
14211-01-9,-0.091119386
36614-38-7,-0.5825499
19645-42-2,-0.34402633
79985-91-4,-0.4813477
71617-10-2,1.0220634
3567-08-6,0.7895178
17959-11-4,0.66963404
404-86-4,0.86101454
111038-37-0,0.15025643
72739-69-6,0.80133665
23485-79-2,-1.0785805
24353-61-5,-0.35374543
13955-12-9,-1.3399951
15863-65-7,-0.9118792
14358-50-0,0.70041573
24017-18-3,-0.9090211
6838-93-3,0.45134687
107-44-8,0.47250703
71048-99-2,0.967738
959-24-0,0.14321099
1330-61-6,1.0701766
26544-23-0,0.7713459
27013-89-4,1.0037334
25168-26-7,0.53328526
25103-09-7,0.83540964
646-07-1,1.2881955
41764-14-1,0.7950823
110-45-2,1.2892201
94-46-2,1.3651595
87-20-7,0.92118925
928-70-1,1.0823705
590-86-3,0.9974223
1553-60-2,0.66104054
72221-66-0,0.61312085
93-19-6,0.6959376
503-74-2,1.1609826
140-26-1,1.0352368
2835-39-4,0.8037273
78-81-9,1.040409
33207-44-2,0.60324615
371-44-8,0.38010716
52102-44-0,0.8285087
30979-48-7,0.7595995
13887-57-5,0.76781934
78-83-1,1.2490002
4439-24-1,1.3034267
51550-64-2,0.5117858
105-01-1,1.1756029
1713-15-1,0.6184909
106-63-8,1.0384352
120-50-3,0.9232869
87-19-4,1.0767368
27442-58-6,0.23990183
513-44-0,1.0668503
4621-04-9,1.0839734
34131-99-2,0.8917625
528-92-7,0.8757104
70124-77-5,0.14763749
66827-38-1,-0.46451795
7407-66-1,0.51765245
496-67-3,0.91119087
565-74-2,1.0203475
64047-48-9,0.8268931
91132-80-8,0.63215655
68683-20-5,0.82132065
4395-92-0,0.94986343
536-60-7,1.129684
13816-33-6,0.7530525
31027-31-3,1.1245713
17959-33-0,0.35090375
1333-53-5,0.76525635
643-28-7,0.96871823
13311-84-7,0.437631
80-34-2,0.880413
79-31-2,1.235484
103-48-0,1.1539534
103-28-6,1.0058614
1532-00-9,0.90481883
56425-91-3,0.7313825
73681-12-6,0.5027534
21738-42-1,0.49495718
63659-19-8,0.7226621
29122-68-7,0.90972716
59333-90-3,0.63578975
86247-86-1,0.39194345
81486-22-8,0.335626
586-06-1,0.5832095
5588-22-7,0.6786992
14334-41-9,0.41375437
31802-16-1,0.18482678
768-52-5,0.9059941
101-72-4,0.7766254
2210-25-5,0.8695622
637-32-1,0.579016
22936-86-3,0.7909561
36734-19-7,0.7034524
63884-40-2,0.96837956
3544-35-2,0.6236363
54-92-2,0.7986024
35944-83-3,0.010155523
2030-63-9,0.47209796
58934-46-6,-0.011140683
3772-26-7,0.8044643
142459-58-3,0.09700844
1918-16-7,0.6235437
98410-36-7,0.47713587
25057-89-0,0.6501563
79-46-9,0.951686
67-63-0,1.2080505
4016-14-2,1.0891254
93-78-7,0.63908327
83656-29-5,0.71313095
29026-74-2,0.78377485
38753-50-3,0.78018546
939-48-0,1.2750517
68334-67-8,0.6234161
5836-10-2,0.45030767
122-42-9,0.90010726
108-23-6,0.9876217
1714-03-0,-0.68948084
1713-97-9,-0.5730062
24441-57-4,-0.7911539
4095-32-3,0.6585832
500-38-9,0.8312056
106-55-8,0.8231484
61477-94-9,0.39629492
98459-18-8,0.4153341
7652-64-4,0.75112975
2935-44-6,1.2484299
110-97-4,0.86381483
110-98-5,1.3866351
25322-69-4,1.3674504
25136-55-4,0.3518467
1073-79-6,1.183997
141-91-3,1.0328834
1593-77-7,1.0724114
10140-90-6,0.7860671
108-60-1,0.6051974
57472-68-1,0.97071004
27138-31-4,1.1499941
13275-18-8,0.9568882
14663-72-0,-0.9302156
579-56-6,0.750264
7681-93-8,-0.40955025
6280-75-7,0.7969634
93-96-9,0.74817437
4351-70-6,0.4583946
21145-77-7,0.5329302
359-83-1,0.28162944
123298-28-2,0.6434982
57646-30-7,0.4743501
105-85-1,1.578863
8000-29-1,1.4910909
51566-62-2,1.03386
502-47-6,1.3266852
16409-43-1,0.9678896
36798-79-5,0.735582
111479-05-1,0.24034217
5370-01-4,0.82217956
40766-31-2,0.7461671
95719-24-7,0.56751424
58430-94-7,1.0862865
77-54-3,0.43314147
5634-42-4,0.49165848
80449-58-7,0.6790935
2885-39-4,-0.86955327
34681-10-2,-1.2145973
1477-79-8,0.26500803
62-51-1,0.8770747
108-65-6,1.2649606
23541-50-6,-1.4847444
63170-60-5,-0.6176399
27813-02-1,1.3691093
3644-61-9,0.7385598
22683-78-9,0.86615497
60789-89-1,0.17535208
10402-52-5,0.8240151
40552-84-9,1.0738027
143692-40-4,0.34024054
1331-12-0,1.2898211
72619-44-4,-0.036399335
68683-30-7,0.88279
57852-57-0,-0.43890408
39472-31-6,-0.94863594
6731-36-8,1.1314856
33704-61-9,0.90267044
91-51-0,-0.032405876
3302-10-1,1.1812642
71500-37-3,0.65345365
80-54-6,1.0805235
12002-53-8,0.7475425
140-57-8,0.7792074
57018-52-7,1.2812324
60560-33-0,0.29906264
32222-06-3,-2.7627277
93503-00-5,-1.9854599
1845-38-1,0.9512359
456-59-7,0.5703849
53445-37-7,0.84520733
18479-58-8,1.0741667
21564-62-5,0.7700623
21564-60-3,0.40233666
