CASRN,EPA_svm_ecfp6bits-1,EPA_svm_ecfp6bits-2,EPA_svm_ecfp6bits-3,EPA_svm_ecfp6bits-4
71130-60-4,0.3111395388684902,0.17358650090493652,0.4499921118947875,0.06528184833178569
5459-93-8,0.011652036982625793,0.2545670768455072,0.5987933340385618,0.13498755213330516
85697-07-0,0.012204015801103954,0.07434689462394074,0.8223446364906121,0.09110445308434297
5465-00-9,0.010754324643864187,0.1875117209161308,0.7020346919070873,0.09969926253291782
58473-74-8,0.014732461760259493,0.33790068800976086,0.5591184242979059,0.08824842593207359
625-53-6,0.2652945848945051,0.23315354260019636,0.4729484078884033,0.02860346461689508
71475-35-9,0.011812603451616865,0.3871261819006832,0.531055146358888,0.0700060682888116
139-94-6,0.02000124569989697,0.41879364839170946,0.3546436717245612,0.20656143418383255
68228-19-3,0.014775400541607323,0.07839208242514986,0.7465327109248855,0.16029980610835742
89427-19-0,0.6437487423236233,0.2228203372121544,0.12449160612899161,0.008939314335230616
4151-50-2,0.018316366267434225,0.5442946838798081,0.35557235713838964,0.081816592714368
107-29-9,0.028679419462749326,0.27055802816494356,0.6423590347565641,0.05840351761574311
5308-25-8,0.06442240791629068,0.2830548761361176,0.5966357866416079,0.05588692930598415
93106-60-6,0.027308605901946392,0.2056834343495591,0.6931261148627549,0.07388184488573954
139-87-7,0.01917558774658931,0.08514348552979499,0.6985759500060522,0.19710497671756355
100-74-3,0.024037845935241137,0.13491723296370156,0.6102537894907706,0.2307911316102865
538-07-8,0.11330626640252332,0.6088268893261563,0.26729774549571145,0.010569098775608993
134-97-4,0.018621438851079624,0.11013614944695378,0.7244697331015335,0.14677267860043286
23205-24-5,0.0804416105130542,0.17634884867520664,0.46878765492677427,0.27442188588496486
67658-42-8,0.09246898587046246,0.26387263588529025,0.5125649490852682,0.13109342915897926
2687-91-4,0.03651217027373026,0.1526731677239484,0.6283438757783852,0.18247078622393575
92-50-2,0.02094426438866687,0.047048421482024184,0.7207353466087597,0.21127196752054944
92-49-9,0.11216424485305042,0.339351430819498,0.5052917106976287,0.04319261362982328
1508-75-4,0.02367642692893895,0.09737875504387136,0.603365258850252,0.2755795591769376
7081-53-0,0.014797985708229546,0.3225819858891296,0.4988315830516471,0.1637884453509938
62924-70-3,0.0763690806688443,0.2468169864133909,0.32093389158425106,0.3558800413335136
13147-25-6,0.02831504144443525,0.13717011516521402,0.7137734572468913,0.12074138614345939
13256-23-0,0.046233048424018236,0.16228054139325215,0.7112863882383169,0.08020002194441254
82018-90-4,0.09010624224672746,0.39989468884741186,0.44396501915726944,0.06603404974859117
2991-51-7,0.019889023826369277,0.16805839711972542,0.5538424183034608,0.25821016075044456
70458-96-7,0.027707983146154927,0.15844495720782265,0.5751249516755756,0.23872210797044668
14698-29-4,0.010120666450897342,0.13204325962609484,0.6599794292944624,0.19785664462854524
51940-44-4,0.02424346026353346,0.07186230739682214,0.768913378078746,0.1349808542608983
19562-30-2,0.014676454530156797,0.08460828829979099,0.771890861203808,0.12882439596624412
13256-13-8,0.07686559651393597,0.18269397032733498,0.6822875473246734,0.058152885834055534
80472-85-1,0.007404334530042254,0.16131742688961193,0.7946205353653754,0.036657703214970756
20373-56-2,0.04190662193660277,0.514484187261929,0.36125301486475214,0.08235617593671628
62899-75-6,0.009942956075859167,0.15093393858196358,0.7810816975749566,0.05804140776722066
21590-92-1,0.30613190242409166,0.22841966507316908,0.3537742709462567,0.11167416155648241
63716-33-6,0.07277601783537348,0.2815493248560218,0.5912515446319156,0.054423112676689096
78467-49-9,0.010624577636705643,0.05524870666626031,0.7857524475779624,0.14837426811907195
63744-48-9,0.012955359316656723,0.17419237301198798,0.7788369028772618,0.03401536479409337
86-28-2,0.15950367068136587,0.4653090009246466,0.34927412071222236,0.025913207681765006
132-32-1,0.07995830717497453,0.511125039032564,0.18747819914086478,0.2214384546515968
128-53-0,0.03942892598329396,0.11678926691699458,0.6614531475526694,0.18232865954704255
86-35-1,0.041678249070935314,0.1601844503105333,0.5451979494756316,0.2529393511428999
34929-03-8,0.02985544759702648,0.22898478006988066,0.6415050484371303,0.09965472389596229
28657-80-9,0.012902594416571385,0.23837254927807489,0.5738439137301514,0.17488094257520254
32976-88-8,0.0543320120484547,0.22592742056134574,0.6547979537026606,0.06494261368753895
3784-99-4,0.054198548238690296,0.30863229972807854,0.39646940082395743,0.24069975120927387
1239-45-8,0.01976358279531508,0.3167355799355754,0.6331886029763516,0.03031223429275785
64-17-5,0.012957314102957458,0.12337874550064692,0.7044976798042698,0.15916626059212588
111-73-9,0.0018414989512361168,0.014768024507744467,0.6808209792454754,0.3025694972955441
111-35-3,0.0022111038639824232,0.028340088560472213,0.813202545357122,0.15624626221842355
64050-15-3,0.006527796904152514,0.0720499413507583,0.6395784432622925,0.28184381848279666
2141-62-0,0.021341449740645176,0.06161911498017106,0.7929742199510741,0.12406521532810919
110-80-5,0.01230344335010423,0.0523452179818646,0.6720495332241375,0.26330180544389353
111-90-0,0.007887427718924993,0.032802913912221135,0.7256678608277367,0.23364179754111736
112-50-5,0.007887427718924993,0.032802913912221135,0.7256678608277367,0.23364179754111736
64057-86-9,0.005754608945911622,0.051408946757087855,0.8409785949831233,0.10185784931387723
106-74-1,0.006819967172067955,0.24537011538945655,0.6962882588801537,0.051521658558321866
98519-29-0,0.012193368048685121,0.16105596741983635,0.7744878596247758,0.05226280490670272
6012-83-5,0.009548107584562817,0.16289245542414305,0.6982696671456945,0.12928976984559978
122453-73-0,0.019302168102037883,0.28475762027986673,0.5784031203988449,0.1175370912192503
58567-11-6,0.023910879165565436,0.06373224363495454,0.642270763768184,0.2700861134312959
109-94-4,0.02488601282146432,0.10266835039677097,0.7590993348382384,0.11334630194352617
2979-26-2,0.011912218132855696,0.0591160711397227,0.7214295103085713,0.2075422004188506
103-75-3,0.07593349568268998,0.11100536631662113,0.7019861581499773,0.11107497985071178
10310-32-4,0.010945108163202462,0.06758222500131399,0.4817144253160484,0.439758241519435
33210-54-7,0.03197503878114957,0.30562505626299613,0.6127525210608789,0.04964738389497555
33210-37-6,0.06326530032413706,0.6635463383814718,0.24168263435433507,0.03150572694005617
33235-81-3,0.029818992247386544,0.34480179223351104,0.5997895466082207,0.025589668910881623
33236-11-2,0.027877489516624287,0.15691464783054754,0.6341725091164501,0.18103535353637798
33235-92-6,0.03525826527976716,0.15439294970118136,0.7471192834773118,0.0632295015417401
33210-59-2,0.021847996537219652,0.3639743364173866,0.5372552298138722,0.07692243723152138
33235-90-4,0.017190360411783734,0.2808049165286123,0.6796743643836431,0.02233035867596091
4234-79-1,0.02013436138324862,0.40851955921437555,0.30783938788867177,0.26350669151370437
64037-28-1,0.013324298803834865,0.13688854692612246,0.6038222799198728,0.24596487435016984
105-56-6,0.06759936427586762,0.16019505688387708,0.5318270659687276,0.24037851287152762
638-07-3,0.036609671739333056,0.36600719140920307,0.5358967347692808,0.06148640208218324
101-97-3,0.02177264605984842,0.19405708198120622,0.40852046058499714,0.3756498113739481
14062-23-8,0.03390027687513068,0.10376680242090822,0.6361658653702771,0.22616705533368398
2122-70-5,0.012479675249911221,0.14986325180278384,0.6385564435921403,0.19910062935516476
27512-72-7,0.027592634303758905,0.2373278404682439,0.6897226994236755,0.04535682580432182
2949-22-6,0.015304599226719359,0.2704564239571147,0.5859141511686398,0.1283248256475264
25059-80-7,0.013100987800106654,0.09737466822262814,0.8423895243638774,0.047134819613387814
119-41-5,0.012130611428712074,0.0331956482751482,0.5558371669986167,0.3988365732975233
21045-68-1,0.023479685973636488,0.2619772799730712,0.45511925447783297,0.2594237795754599
34580-65-9,0.018653858242987917,0.17088634785821816,0.6641263081314734,0.14633348576732022
77501-90-7,0.02004085558147917,0.17103083931995536,0.4179391256072488,0.3909891794913167
623-51-8,0.00991396862182593,0.42267230674192025,0.4143081965461225,0.15310552809013092
63935-38-6,0.024165675835462745,0.36184673423839653,0.44703747241375996,0.1669501175123806
637-56-9,0.042595218580549356,0.1407472187611593,0.7581695965456032,0.0584879661126882
23609-20-3,0.06294319964182314,0.14319616871648183,0.7238603298562488,0.07000030178544621
150-69-6,0.04100120507621381,0.05339278843067287,0.7687868912109975,0.13681911528211607
38160-03-1,0.03605518685338793,0.15622661848187241,0.7778230009146758,0.029895193750063564
19077-60-2,0.06457924161072223,0.29049201942720704,0.4800531103447136,0.16487562861735688
100-29-8,0.14198750378263922,0.08725117333610577,0.5930911118454403,0.17767021103581457
88599-72-8,0.020911141728782546,0.047754072776650384,0.7968957529663798,0.13443903252818712
93-18-5,0.017112521936065356,0.07321732772375203,0.8028239760578644,0.1068461742823181
61361-59-9,0.6459401365197434,0.12590153767264303,0.1768730935467944,0.051285232260819186
66840-01-5,0.3723522410070184,0.2517146515028275,0.3225578909740144,0.053375216516140016
60634-59-5,0.08616959849803499,0.23313863662414197,0.40471378081057674,0.2759779840672466
18637-00-8,0.025067641779008845,0.10584030977516014,0.8088127293875099,0.06027931905832151
938-73-8,0.03564009911167564,0.21897179486622367,0.5622489508188038,0.18313915520329652
80834-62-4,0.022378014386103613,0.6709402556334046,0.2273791318970618,0.07930259808342982
80834-63-5,0.02312866965047449,0.7259172082192537,0.1722605581271862,0.07869356400308572
80834-80-6,0.040382805311627246,0.38944067395713194,0.4870704325216024,0.08310608820963827
80834-59-9,0.01646327960098568,0.6332050107875619,0.19765111128062693,0.15268059833082542
80834-56-6,0.03165261164039127,0.6547890975762003,0.21078838224712299,0.10276990853628529
96222-01-4,0.02836711292882562,0.16424781558996523,0.5913531957746724,0.21603187570653667
46817-91-8,0.03711104678348176,0.15841342479439455,0.7262063714010619,0.07826915702106195
118-28-5,0.0290938307160013,0.08253427518634988,0.5738725585383703,0.31449933555927856
63716-32-5,0.015622604141855727,0.15484080672927067,0.6167541754491559,0.21278241367971765
42874-03-3,0.01896817344606525,0.08442528230824572,0.6810657307422964,0.2155408135033929
140-88-5,0.02168584811770631,0.45909238222670035,0.43708798245123154,0.08213378720436178
103-36-6,0.02569475078796984,0.04262093501647544,0.6863989526079618,0.24528536158759276
6048-06-2,0.02428235960529355,0.08639848799823373,0.6784648203564432,0.2108543320400298
14731-78-3,0.025460365805242465,0.19492268766640858,0.6070291594326558,0.17258778709569347
117666-88-3,0.06075561222745829,0.0675899406898656,0.7856010827150403,0.08605336436763589
117666-82-7,0.054984010786539333,0.10954414825796227,0.7703409688038346,0.06513087215166355
95266-40-3,0.0075014411424949076,0.06116711128387566,0.5182055924368291,0.4131258551368005
97-81-4,0.08485689938266146,0.08904125256693561,0.3629775116724635,0.46312433637793954
4089-07-0,0.00968253999235677,0.21017663706803758,0.5792055431973044,0.200935279742301
868-59-7,0.01306069659585734,0.2196230811620824,0.5829913955876533,0.18432482665440647
92077-78-6,0.009359515283012852,0.09679914854983344,0.3017737603352654,0.5920675758318885
86541-74-4,0.004384359575498933,0.06049701573146413,0.43914931129140894,0.4959693134016281
110221-44-8,0.01941263877287918,0.14292285372833025,0.5856029378775864,0.25206156962120435
1187-46-8,0.026587909978106807,0.35683391757012317,0.5756499691581717,0.04092820329359809
121-39-1,0.0042601418016563475,0.12883572426643794,0.7564736261384399,0.11043050779346544
548-00-5,0.06386097405240676,0.29203880272843863,0.503185817676985,0.14091440554216947
29177-84-2,0.0313894957410539,0.12765869601640972,0.48998386888433526,0.35096793935820125
9000-40-2,0.025197489856573326,0.21070057099373424,0.571419623054852,0.1926823160948405
454-31-9,0.07530296518081032,0.2641058765349453,0.36510602736371045,0.2954851309205336
34580-75-1,0.06040828885843113,0.0973843847901793,0.7409701821667297,0.10123714418465952
10029-04-6,0.0052058179327505345,0.0875165562557333,0.5018777535919465,0.4053998722195693
7085-85-0,0.02858009612932896,0.29915843062935565,0.4703307790916701,0.20193069414964532
89-33-8,0.010743047371620575,0.14876306299005718,0.6619147932033443,0.17857909643497819
93-89-0,0.011598175721981577,0.05123881916535896,0.7319606091273875,0.20520239598527187
94-09-7,0.010121924707341278,0.10181322264190146,0.7847514130026849,0.10331343964807241
99-77-4,0.01743837348113072,0.059871301029015146,0.7347688786974317,0.18792144679242245
120-47-8,0.006227343097618038,0.037881967199417305,0.8042300850920026,0.15166060461096179
56974-61-9,0.008086093090039504,0.09816114345752404,0.7417438504429086,0.1520089130095275
87-25-2,0.0038665841622384373,0.08531149085571692,0.620001759927305,0.2908201650547397
122277-22-9,0.01655567137727642,0.12863186818524835,0.783689358800088,0.07112310163738714
19485-08-6,0.017602070890485533,0.022838753021581743,0.48906265563463214,0.47049652045330065
79660-46-1,0.2917763614921241,0.08227310015747377,0.5147986898150765,0.1111518485353254
98349-25-8,0.052182338724253756,0.051553581765910364,0.35616642752364197,0.5400976519861939
734-88-3,0.05021384291797839,0.11918324881245715,0.5634327276996878,0.2671701805698766
16078-71-0,0.015516433496840681,0.27894849778924935,0.5823798226678256,0.12315524604608422
142891-20-1,0.011923433886123706,0.04547468778175034,0.326894381541341,0.6157074967907846
24237-54-5,0.02598803257296817,0.22327724723187464,0.6072704132675476,0.14346430692760945
19688-04-1,0.039411382356020784,0.06610923463062893,0.669523893464842,0.22495548954850872
75274-22-5,0.03639789950140088,0.2342726083594446,0.624051730569872,0.1052777615692825
74531-87-6,0.002046988392319091,0.040033767594658,0.7259793615630187,0.23193988245000427
103112-35-2,0.009904212615041867,0.14320482546099758,0.7690625022416099,0.07782845968235093
13915-60-1,0.015681636989166824,0.1746930384791019,0.7533044398312395,0.05632088470049185
126-12-5,0.023649439051749002,0.46018399503143725,0.39074999268689237,0.12541657322992156
5794-23-0,0.01696529853858132,0.5750640643321364,0.24350011610030478,0.16447052102897736
2385-81-1,0.014638552853578032,0.45142080785442595,0.42885186134883463,0.10508877794316156
3691-78-9,0.020580473562316334,0.6704160832214102,0.24912421292026532,0.0598792302960081
510-15-6,0.0023706742584835654,0.10483163372902883,0.6900586111958225,0.20273908081666525
383-63-1,0.028472184752023493,0.1786905145273364,0.6298987950257708,0.16293850569486948
515-84-4,0.02539460467606527,0.3792967226132632,0.3415141302197793,0.25379454249089217
51-79-6,0.029899716331547425,0.12150892286097187,0.6425137532748013,0.20607760753267937
13684-56-5,0.023356610755172317,0.10561666270745226,0.664168426863883,0.2068582996734926
105774-14-9,0.03900926508479376,0.25748806629228416,0.5119045194170522,0.19159814920586965
75507-68-5,0.021259007629794224,0.10491988526132837,0.6480289609597413,0.22579214614913629
33400-47-4,0.009363923319833049,0.11017152927449175,0.31352660606731053,0.5669379413383645
25717-80-0,0.034128891519222514,0.323088283764862,0.44773982065788076,0.1950430040580347
13945-53-4,0.011871868674444102,0.13828192238150983,0.7070651123114998,0.14278109663254634
139481-59-7,0.006680966708300229,0.19604293016813715,0.6407493738650972,0.15652672925846536
2593-15-9,0.02132164078736376,0.27050275590327016,0.5017831989569359,0.20639240435243034
79794-75-5,0.036286792558042125,0.15615706689162107,0.7436231341916377,0.06393300635869861
2521-01-9,0.056316255665548785,0.2368974738801695,0.38082605752089904,0.3259602129333826
16322-14-8,0.021104891056865152,0.19397733046529328,0.6191475291509332,0.16577024932690834
1097-57-0,0.018504894151097455,0.176037491380382,0.6709093318092667,0.13454828265925375
541-41-3,0.02254260739010158,0.2980930315051151,0.5163921423669446,0.16297221873783868
59463-54-6,0.14905823449638197,0.4424539370772505,0.3817565472529878,0.026731281173380115
7495-45-6,0.00612479293227255,0.13804307609075275,0.7170828734162834,0.13874925756069148
719-80-2,0.02354599705909486,0.11193741801870132,0.6569361428340383,0.2075804420881656
23510-39-6,0.2284602263690742,0.4421391978170825,0.30884645445806636,0.020554121355777
2425-19-6,0.5129554235754704,0.45352098398362095,0.02654515034725927,0.006978442093649215
13067-93-1,0.5680633677586383,0.3232753943545417,0.07334262729921347,0.03531861058760656
2104-64-5,0.6465511929983409,0.24020680742898826,0.07473602623699693,0.038505973335673876
1776-83-6,0.23267290887910752,0.5866360795904952,0.13163536293956207,0.04905564859083529
1623-14-9,0.08096113476200309,0.1927433238351837,0.608974981212776,0.11732056019003707
3309-67-9,0.7188779619693079,0.1976643321106445,0.05170703041323436,0.031750675506813035
71363-61-6,0.32050046452073855,0.10918860181641082,0.36608140930828165,0.2042295243545689
36519-00-3,0.36617880694202165,0.4371044325528446,0.16820986152897185,0.028506898976161585
17109-49-8,0.12371721771617666,0.308040570909024,0.5138215437649067,0.054420667609892455
1498-51-7,0.18986704970097612,0.23070874258549642,0.5350002721414078,0.0444239355721199
7508-73-8,0.8208867486299363,0.12278095412178308,0.0441227380578394,0.012209559190441198
1498-64-2,0.252540457932073,0.42182369800973785,0.30670855930245544,0.018927284755733877
607-01-2,0.027070980251567685,0.19448063253493914,0.7224853780259684,0.055963009187524615
19133-28-9,0.35459256128777267,0.5319175805182689,0.10225227532789403,0.011237582866064385
75-08-1,0.02571971723128764,0.38246877346844466,0.4864738537895981,0.1053376555106696
110-77-0,0.032612202905646044,0.10943100155685347,0.6979579307704651,0.15999886476703506
18370-87-1,0.04270940447794505,0.12013443144354118,0.67488772598014,0.16226843809837352
19594-18-4,0.106065823425392,0.12657091428366787,0.5102662683414372,0.2570969939495036
32666-97-0,0.0283901648059192,0.1981898520252134,0.7197832880025037,0.05363669516636378
2212-67-1,0.03109577840078674,0.05282543691725761,0.8438758164347683,0.07220296824718735
181587-01-9,0.24820465674091066,0.3421927444085842,0.29407164083620757,0.11553095801429787
102251-91-2,0.03877574857339839,0.18183816498133334,0.669866672802515,0.10951941364275318
513-12-2,0.012665343813411209,0.045138975493964686,0.7223298423035152,0.21986583838910878
594-44-5,0.046530228939099035,0.2222128989616863,0.6001148327995116,0.1311420392997032
74-96-4,0.030691844331838445,0.3023368506913491,0.5749502293705161,0.0920210756062965
10141-07-8,0.012868788962522602,0.1247980418422579,0.7362413420895251,0.1260918271056949
623-68-7,0.02216310342198912,0.15098092636221302,0.5601488490590649,0.2667071211567326
1733-25-1,0.039671422785761516,0.14337751574030302,0.5394229158332782,0.27752814564065764
16491-24-0,0.014030313541289098,0.063140714606683,0.6373736217912422,0.28545535006078554
60364-26-3,0.01306170140786824,0.09996313946091831,0.730384212710718,0.1565909464204956
130-01-8,0.32329313160138207,0.31907652668530867,0.30855017428616516,0.04908016742714389
480-54-6,0.3233192528242701,0.3668052010881741,0.16228873988571266,0.14758680620184364
15503-86-3,0.1101832710824378,0.08320291241621831,0.5458928161544059,0.2607210003469376
7785-33-3,0.0018881690783535236,0.01483902699375907,0.1171451686807111,0.866127635247176
25402-06-6,0.027221486057959404,0.35391327747673346,0.4635255915232225,0.15533964494208438
56172-46-4,0.002239514145035301,0.014633067174671409,0.3938374233392909,0.5892899953410023
3016-19-1,0.014551834702098356,0.07070982117042027,0.6774695483743012,0.23726879575318
11141-17-6,0.036639946692711076,0.04098446204637476,0.4031438440743154,0.5192317471865988
121-20-0,0.021690403553444034,0.15582642117351292,0.7127042127201197,0.10977896255292316
81719-55-3,0.10022946345647857,0.20185917126315728,0.6071232638582436,0.09078810142212076
23726-91-2,0.06062321710508288,0.15051923958269608,0.523168222257623,0.2656893210545981
8022-96-6,0.026602034103234966,0.11607473985194733,0.6437202775437567,0.21360294850106093
102518-79-6,0.24605098921219873,0.2173482369721036,0.31014760129759233,0.2264531725181054
625-33-2,0.031804943053286336,0.09256887575948206,0.6140753124448948,0.26155086874233685
80-59-1,0.016735512203591426,0.17139478138269057,0.5111124403359029,0.30075726607781506
240494-70-6,0.1492377324418933,0.2813936963847458,0.4504372117527187,0.1189313594206423
480-81-9,0.4123916348071662,0.2024395506712898,0.31249106815631444,0.07267774636522951
16568-02-8,0.13280279542831813,0.2860945851132916,0.3999616640733517,0.18114095538503877
2883-98-9,0.02296703934928496,0.061233777193884516,0.6322050706988255,0.28359411275800506
15037-65-7,0.11949580520161518,0.1534890572136835,0.5259307478256839,0.20108438975901777
93-16-3,0.011478263359473034,0.1515054253310161,0.5239182627265568,0.3130980485829539
7319-16-6,0.05175885333633515,0.1596890899952767,0.6618589559909376,0.12669310067745107
97-54-1,0.014593739428864671,0.04885722477171378,0.693977440200298,0.24257159559912347
120-11-6,0.06038053352971687,0.05919062660957024,0.6667306358694308,0.2136982039912823
623-43-8,0.017844404324402114,0.22484118661885724,0.625183484603054,0.13213092445368665
6842-15-5,0.025643444208301294,0.15172878003429144,0.6101042363038581,0.21252353945354918
4635-87-4,0.09509786454661864,0.3454991154327398,0.46454984849462105,0.09485317152602057
964-82-9,0.01715459955851227,0.09859432615354642,0.5871578116019989,0.29709326268594205
33956-49-9,0.0056840438882638615,0.03416901694576469,0.30143283592525627,0.6587141032407154
15220-87-8,0.1274750987125302,0.274230030329168,0.45312219364582573,0.14517267731247568
142-83-6,0.015525075911890042,0.17494527834580584,0.7639916136696632,0.04553803207264104
1516-01-4,0.15449145167665362,0.3587337452976705,0.44876353401776264,0.03801126900791334
4076-62-4,0.02189275106466884,0.1047703588524356,0.7006032852278284,0.17273360485506678
637-50-3,0.02674408702182863,0.13407234601722956,0.7269324206903538,0.11225114627058802
120-58-1,0.022433468855042677,0.2762557799253316,0.5834895486795448,0.11782120254008056
13061-80-8,0.02752683083980952,0.09568509068400802,0.7564095843971701,0.12037849407901226
14861-06-4,0.004235423358590422,0.049487204563812406,0.8792677099278802,0.06700966214971676
590-21-6,0.07942065380762652,0.464007604137921,0.379548981147817,0.07702276090663544
16219-75-3,0.09859165452232332,0.11649437079770188,0.48924661652074364,0.295667358159231
38233-76-0,0.04554257608806541,0.3105583814288065,0.5098234835723848,0.13407555891074366
78919-13-8,0.029492086176963143,0.2815327345804036,0.5153109434011439,0.17366423584148905
88430-50-6,0.041331450807795926,0.5886635297648666,0.32847961259105096,0.04152540683628642
75-05-8,0.08298780417854677,0.5664934237624154,0.3068606261825534,0.04365814587648464
2001-95-8,0.06155717823652235,0.2728114258320413,0.4929794333797704,0.17265196255166607
126-13-6,0.04198867673653388,0.041297377203142444,0.5931696802563555,0.323544265803968
26305-03-3,0.032757374030359096,0.1725080328199213,0.5271739233774942,0.26756066977222553
3922-90-5,0.30636030442722756,0.11332901778705769,0.4533711860544678,0.1269394917312469
111-01-3,0.018456682098218057,0.1511923838666838,0.2542639933476106,0.5760869406874879
12750-79-7,0.06424663867002832,0.033271576827930194,0.5602721151126829,0.34220966938935865
72559-06-9,0.08194689626154578,0.116584432552832,0.3774849860051931,0.42398368518042895
16846-24-5,0.025604057330858833,0.04477677779999529,0.13524549227818103,0.7943736725909647
101043-37-2,0.05570606639797417,0.15024627671137222,0.35857720729029596,0.43547044960035763
134652-60-1,0.02283660100350934,0.0835790701949319,0.5713273381650651,0.3222569906364937
6846-50-0,0.0086133030191777,0.061482821167945706,0.5931593326789723,0.3367445431339039
37280-56-1,0.049476187460772,0.09156588258783041,0.38500058258736825,0.4739573473640295
25448-25-3,0.014265206169935159,0.1422312317339085,0.43196396673541704,0.41153959536073886
25103-12-2,0.01729588147613491,0.1546693711336487,0.176372122736102,0.6516626246541144
23079-28-9,0.03245288819796181,0.4490541897244323,0.2515569949849306,0.2669359270926756
68937-40-6,0.07562913716941586,0.17882532389832895,0.2996014646668014,0.44594407426545357
126-71-6,0.07643829483138288,0.14311471570636047,0.4887890141819506,0.291657975280306
96513-83-6,0.05682186211642543,0.35818715970471615,0.4938933831013911,0.09109759507746748
64532-95-2,0.006940311121542017,0.04026728935676719,0.2888208023148647,0.663971597206826
2162-73-4,0.016218286281276906,0.0847508446358939,0.6734955335579828,0.22553533552484628
85187-23-1,0.027014435007256903,0.24008024643465298,0.608599234350663,0.12430608420742723
3818-80-2,0.7122228988455841,0.20662528119196116,0.0633757177829934,0.017776102179461132
2667-52-9,0.801383371204228,0.07757134608858701,0.08695786101723793,0.03408742168994698
157859-20-6,0.022554440957833967,0.3065900657855271,0.5339173929968635,0.13693810025977518
3081-14-9,0.017070165532850075,0.16052904634160634,0.6963076588145519,0.1260931293109917
24916-51-6,0.0701212380354787,0.0664790932571744,0.6252384694647518,0.23816119924259505
68880-55-7,0.10013143833541235,0.0768196543770846,0.3966974236469245,0.4263514836405784
78164-00-8,0.081831962271813,0.2788618827989041,0.41255345285672657,0.2267527020725564
123-17-1,0.027500935631419813,0.13139201414271082,0.5388095684361349,0.3022974817897345
60828-78-6,0.0067217016550758495,0.021608178379694785,0.36039160562212047,0.6112785143431091
16409-46-4,0.003819102518554488,0.10875768398447255,0.4406603980226142,0.4467628154743589
73747-29-2,0.006243882917709892,0.20921743336106965,0.6041297478719522,0.18040893584926815
80621-81-4,0.07585224042774748,0.14005717978368842,0.4956242309760683,0.288466348812496
3286-46-2,0.01261888727782896,0.1154975479149952,0.5490189069461896,0.322864657860986
61379-65-5,0.15188372016065038,0.16298526378338052,0.43245324621827635,0.25267776983769263
4345-03-3,0.014478799761954006,0.06929746319544657,0.3187700811378473,0.5974536559047521
43119-47-7,0.030037885519094656,0.08249943238158489,0.26880238575984006,0.6186602963394804
1406-66-2,0.05438095780716603,0.06516818815008006,0.4612029707141657,0.4192478833285884
303-45-7,0.002529816517111487,0.015838569183494675,0.686833256071421,0.29479835822797285
25497-49-8,0.002938153897929681,0.13431436835579952,0.6359780583577265,0.22676941938854417
84-80-0,0.015191216957684299,0.05060005020989369,0.3426517977003217,0.5915569351321004
77855-81-3,0.034837109407033655,0.36284555285060105,0.3517113495844617,0.25060598815790397
24365-47-7,0.0013392404808308105,0.07750367013291506,0.4632747103525574,0.4578823790336966
51356-22-0,0.30031403676610186,0.459473269705954,0.1031378670083106,0.13707482651963374
51356-10-6,0.5919172871750351,0.14014458578729344,0.13007857104743523,0.1378595559902362
21673-83-6,0.007009238349199065,0.156360635195004,0.6491870895694437,0.1874430368863534
150-86-7,0.014879807712253992,0.17649747189604437,0.23555497411910523,0.5730677462725962
26544-38-7,0.23449091906375447,0.0909730166168566,0.29645477911100265,0.3780812852083861
70384-29-1,0.025931456102685633,0.19501672131590123,0.4575546539995902,0.32149716858182276
71108-02-6,0.13003585328095663,0.730104229656622,0.12037599947279551,0.01948391758962566
25265-77-4,0.006640279283495911,0.04222623750408477,0.6847968179422096,0.26633666527020977
505-32-8,0.03089399127461363,0.05957584514793522,0.47024188207274,0.4392882815047112
50-14-6,0.5501382247700609,0.1895397396447259,0.14581657482179802,0.11450546076341504
54573-75-0,0.567427627509179,0.18049814195913547,0.14707403023625076,0.10500020029543505
330-64-3,0.1896643764940054,0.0941158307515959,0.5940341265043467,0.12218566625005181
60244-70-4,0.27909754848691043,0.5569142006493605,0.10041017538006078,0.06357807548366817
60244-66-8,0.40455191401582774,0.22997712578749474,0.24441242509544586,0.1210585351012313
7492-32-2,0.03038932607437248,0.09461713965435918,0.7406995473941954,0.13429398687707278
50-34-0,0.01979096005598936,0.314522798034604,0.5070293735708205,0.15865686833858667
3700-96-7,0.07880722613198562,0.6091616983242525,0.2319330829077465,0.08009799263601534
3700-90-1,0.051998247741765175,0.25010662391913185,0.6162734633702385,0.08162166496886468
60244-69-1,0.07707209558474594,0.13285300750723483,0.1132183135131586,0.6768565833948605
143201-11-0,0.01675095337759857,0.03385361208005,0.7313759511275858,0.21801948341476549
1610-18-0,0.01419925669572828,0.10194565096247815,0.648854317175765,0.23500077516602846
99559-84-9,0.048055192388605596,0.46025362508838136,0.34849207582422903,0.14319910669878425
1445-75-6,0.054500206288486785,0.07321853401501263,0.7328772911524304,0.1394039685440701
41669-30-1,0.023496430276429055,0.0926134715127871,0.5477388233794589,0.33615127483132506
26401-35-4,0.024656921704542204,0.06764924423329868,0.5587766036950155,0.3489172303671438
28472-97-1,0.0316072326806512,0.0810804570769611,0.6731339097344782,0.21417840050790987
166412-78-8,0.007090447055564814,0.02844263197486247,0.4810704146028838,0.4833965063666888
27554-26-3,0.005444023644311441,0.01657805918160378,0.33824764611516445,0.6397302710589206
544-01-4,0.002742915854455726,0.04360170132259141,0.553576151940882,0.40007923088207065
