CASRN,Toxic_knn_ecfp6bits-0,Toxic_knn_ecfp6bits-1
607-01-2,0.40172996620504975,0.5982700337949503
19133-28-9,0.3439286243621885,0.6560713756378116
75-08-1,0.35741264325642624,0.6425873567435737
110-77-0,0.4519629628685034,0.5480370371314967
18370-87-1,0.5119790766185958,0.4880209233814043
19594-18-4,0.3381761175637265,0.6618238824362735
32666-97-0,0.46209831851423183,0.5379016814857681
2212-67-1,0.4311325018739937,0.5688674981260063
181587-01-9,0.3449722574291264,0.6550277425708737
102251-91-2,0.15737634762986719,0.8426236523701328
513-12-2,0.49562546009173397,0.5043745399082659
594-44-5,0.4858169175027531,0.514183082497247
74-96-4,0.40323123527431837,0.5967687647256816
10141-07-8,0.7571903221459361,0.2428096778540639
623-68-7,0.713554858351714,0.2864451416482862
1733-25-1,0.7377920830427299,0.26220791695726997
16491-24-0,0.9507589154349114,0.04924108456508869
60364-26-3,0.4689052969331271,0.5310947030668729
130-01-8,0.1125912962954265,0.8874087037045736
480-54-6,0.11086665613927078,0.8891333438607293
15503-86-3,0.4691431934201679,0.5308568065798321
7785-33-3,0.9609906703094213,0.03900932969057863
25402-06-6,0.30914127102248273,0.6908587289775172
56172-46-4,0.9585795274246075,0.041420472575392435
3016-19-1,0.6814926620927674,0.3185073379072326
11141-17-6,0.5807501701886021,0.41924982981139786
121-20-0,0.2818455708211894,0.7181544291788107
81719-55-3,0.37287564901391607,0.6271243509860839
23726-91-2,0.751297954187685,0.248702045812315
8022-96-6,0.632012309224554,0.36798769077544596
102518-79-6,0.52567044875256,0.4743295512474401
625-33-2,0.5777820322660308,0.4222179677339694
80-59-1,0.5879693242672671,0.4120306757327328
240494-70-6,0.24916976377867966,0.7508302362213203
480-81-9,0.16227687125824555,0.8377231287417544
16568-02-8,0.2793838344182907,0.7206161655817093
2883-98-9,0.4729006206293147,0.5270993793706853
15037-65-7,0.4611741175928951,0.5388258824071049
93-16-3,0.5519785177074625,0.44802148229253747
7319-16-6,0.5766542992507859,0.423345700749214
97-54-1,0.5886915619987368,0.4113084380012631
120-11-6,0.6728100256549377,0.3271899743450622
623-43-8,0.7430794274897782,0.2569205725102219
6842-15-5,0.4198289981874578,0.5801710018125422
4635-87-4,0.3591641285202617,0.6408358714797383
964-82-9,0.5431438158781623,0.45685618412183754
33956-49-9,0.8935474572568143,0.1064525427431858
15220-87-8,0.3586932471305665,0.6413067528694335
142-83-6,0.47688638996944055,0.5231136100305595
1516-01-4,0.4055591655897947,0.5944408344102052
4076-62-4,0.6874311920762717,0.3125688079237283
637-50-3,0.6766830357847993,0.32331696421520073
120-58-1,0.5407079020014527,0.45929209799854726
13061-80-8,0.6527316590761781,0.34726834092382186
14861-06-4,0.5540242160381884,0.4459757839618117
590-21-6,0.265013438546248,0.7349865614537521
16219-75-3,0.7805194833594277,0.21948051664057244
38233-76-0,0.4875592601220408,0.5124407398779591
78919-13-8,0.438337594791817,0.561662405208183
88430-50-6,0.29571073240052537,0.7042892675994746
75-05-8,0.04710750690415965,0.9528924930958405
2001-95-8,0.6859794975891251,0.31402050241087487
126-13-6,0.8093539815875248,0.19064601841247522
26305-03-3,0.6326507623723127,0.36734923762768723
3922-90-5,0.4390940375294153,0.5609059624705847
111-01-3,0.7705291936023878,0.2294708063976121
12750-79-7,0.5242805070613501,0.47571949293864985
72559-06-9,0.6251154000252825,0.3748845999747174
16846-24-5,0.7436559165797837,0.25634408342021636
101043-37-2,0.683841169427253,0.3161588305727471
134652-60-1,0.6910767448592853,0.3089232551407147
6846-50-0,0.8500156783756755,0.14998432162432465
37280-56-1,0.722618401997213,0.27738159800278706
25448-25-3,0.9213376385856896,0.0786623614143103
25103-12-2,0.9178451847902196,0.08215481520978035
23079-28-9,0.7449271190632217,0.2550728809367782
68937-40-6,0.49181782673202895,0.508182173267971
126-71-6,0.5228796634127868,0.4771203365872132
96513-83-6,0.21286321013430978,0.7871367898656901
64532-95-2,0.5122392876231481,0.48776071237685203
2162-73-4,0.5747593955089536,0.42524060449104645
85187-23-1,0.47367040857064036,0.5263295914293598
3818-80-2,0.151872798870641,0.8481272011293589
2667-52-9,0.04772070192704206,0.952279298072958
157859-20-6,0.27256355875298505,0.727436441247015
3081-14-9,0.7097291175196976,0.2902708824803024
24916-51-6,0.7283109710352562,0.27168902896474384
68880-55-7,0.6993394599776879,0.3006605400223121
78164-00-8,0.561976429908986,0.4380235700910141
123-17-1,0.7478402624207434,0.25215973757925664
60828-78-6,0.8417102406555406,0.1582897593444594
16409-46-4,0.7693843695593902,0.23061563044060981
73747-29-2,0.6921682368559916,0.30783176314400845
80621-81-4,0.6823634331768923,0.31763656682310776
3286-46-2,0.6154720017860341,0.3845279982139658
61379-65-5,0.6802335214567171,0.31976647854328283
4345-03-3,0.8650816435578419,0.13491835644215816
43119-47-7,0.8190474690480687,0.18095253095193134
1406-66-2,0.7660272640438315,0.23397273595616852
303-45-7,0.5966434847622065,0.40335651523779353
25497-49-8,0.6958281016789875,0.3041718983210126
84-80-0,0.8963390325810412,0.10366096741895874
77855-81-3,0.8426776753546908,0.15732232464530918
24365-47-7,0.730404976973302,0.269595023026698
51356-22-0,0.1169306679996904,0.8830693320003096
51356-10-6,0.12125491802209341,0.8787450819779066
21673-83-6,0.6644478772875182,0.33555212271248186
150-86-7,0.9474470600494582,0.05255293995054179
26544-38-7,0.6294123576566113,0.37058764234338876
70384-29-1,0.3158614174337142,0.6841385825662858
71108-02-6,0.03693270316285783,0.9630672968371422
25265-77-4,0.9012351808674312,0.09876481913256895
505-32-8,0.6750615615001,0.3249384384999001
50-14-6,0.3414345288737586,0.6585654711262414
54573-75-0,0.28429500222568993,0.7157049977743101
330-64-3,0.0,1.0
60244-70-4,0.07660016509701725,0.9233998349029828
60244-66-8,0.15720024169711058,0.8427997583028893
7492-32-2,0.3001679243375615,0.6998320756624384
50-34-0,0.6027814065264696,0.39721859347353045
3700-96-7,0.24148697377693187,0.7585130262230682
3700-90-1,0.14237890805153225,0.8576210919484677
60244-69-1,0.4539523133945521,0.5460476866054479
143201-11-0,0.4170226609122861,0.5829773390877139
1610-18-0,0.403977189400609,0.596022810599391
99559-84-9,0.04805255476727792,0.9519474452327221
1445-75-6,0.33603362932296016,0.6639663706770398
41669-30-1,0.9313316520155444,0.06866834798445572
26401-35-4,0.9659604170654117,0.0340395829345883
28472-97-1,0.9313316520155444,0.06866834798445572
166412-78-8,0.8483553158449854,0.15164468415501473
27554-26-3,0.9116903728704544,0.0883096271295456
544-01-4,0.690879953643848,0.30912004635615187
605-50-5,0.9016604056021502,0.09833959439784977
10086-50-7,0.7951853932815611,0.20481460671843896
63980-62-1,0.8125131318341352,0.18748686816586477
589-59-3,0.804949136043678,0.19505086395632193
110-96-3,0.534961782968323,0.465038217031677
29214-81-1,0.39555112758621913,0.6044488724137808
127-39-9,0.6401668764406104,0.3598331235593895
84-69-5,0.7313118146880007,0.26868818531199934
53378-52-2,0.48463407701558897,0.5153659229844111
97-85-8,1.0,0.0
68171-33-5,0.958960812041312,0.04103918795868792
132299-20-8,0.8868181013743752,0.11318189862562474
100-18-5,0.7417051424626891,0.25829485753731074
38640-62-9,0.642287037809344,0.35771296219065596
28178-42-9,0.6381641075775671,0.3618358924224328
94133-79-6,0.21117461322004866,0.7888253867799513
565-80-0,0.5462776924974316,0.4537223075025684
50847-11-5,0.5785209637984849,0.42147903620151494
97-72-3,0.6799857599608977,0.3200142400391022
3437-84-1,0.7299679518936641,0.27003204810633574
108-18-9,0.47250035009826896,0.527499649901731
2986-17-6,0.36107902263908936,0.6389209773609106
139-40-2,0.2480581565986917,0.7519418434013082
38588-65-7,0.35606600653190057,0.6439339934680994
96-80-0,0.5523649473345806,0.44763505266541936
66660-95-5,0.6822360283508071,0.31776397164919296
4261-68-1,0.18300806077911858,0.8169919392208815
2303-16-4,0.20810280501796588,0.7918971949820341
601-77-4,0.0,1.0
108-20-3,0.4722880851337221,0.5277119148662779
7491-02-3,1.0,0.0
924-88-9,0.8050664940517224,0.19493350594827769
7283-70-7,0.7913135910985745,0.20868640890142548
10552-74-6,0.414382905950368,0.5856170940496319
50512-35-1,0.7963554036008433,0.20364459639915672
59937-28-9,0.7572664142186073,0.24273358578139276
105-64-6,0.7403188635048614,0.2596811364951385
1809-20-7,0.6800736914185787,0.31992630858142135
26087-47-8,0.6346336232243401,0.3653663767756598
51356-07-1,0.11394924093899327,0.8860507590610067
51356-16-2,0.04208964002817475,0.9579103599718253
10141-19-2,0.7283706015539582,0.27162939844604184
3726-36-1,0.6253427267244238,0.3746572732755763
67786-25-8,1.0,0.0
371756-75-1,1.0,0.0
128446-33-3,0.7956661011634822,0.20433389883651776
1397-89-3,0.6119036961143096,0.38809630388569033
3773-49-7,0.3188360929147994,0.6811639070852006
108-62-3,0.0,1.0
68857-95-4,0.46135332187905514,0.5386466781209448
104987-11-3,0.5797910940076229,0.42020890599237704
51596-10-2,0.47432235950144164,0.5256776404985584
10176-39-3,0.516971798399838,0.483028201600162
42588-37-4,0.7439876721752294,0.25601232782477057
20780-49-8,0.810260685255133,0.18973931474486713
108-84-9,0.7068895518008144,0.29311044819918564
67306-03-0,0.7419274806726879,0.25807251932731207
30685-43-9,0.2749767628886831,0.7250232371113169
58327-21-2,0.8473500637224106,0.1526499362775894
58327-19-8,0.8610037690881611,0.13899623091183894
516-95-0,0.5337014830005131,0.4662985169994869
65242-49-1,0.4681965599721134,0.5318034400278867
57-88-5,0.4421718255721323,0.5578281744278678
15662-33-6,0.5811138582275573,0.4188861417724426
20562-02-1,0.6903728494346852,0.30962715056531476
71-63-6,0.31633012598348775,0.6836698740165124
20830-75-5,0.2375246508043331,0.7624753491956668
1404-93-9,0.6865826974807648,0.31341730251923505
41294-56-8,0.30032379834864387,0.6996762016513561
57333-96-7,0.3449486854250599,0.65505131457494
17578-43-7,0.36012880163061384,0.6398711983693861
18470-09-2,0.3591099371012308,0.6408900628987692
29886-96-2,0.5825746183636933,0.4174253816363066
87239-81-4,1.0,0.0
550-53-8,0.32128285977678994,0.6787171402232101
56717-11-4,0.6319768085402494,0.3680231914597507
106-21-8,0.7214916131818432,0.2785083868181568
203448-76-4,0.3338473807519643,0.6661526192480357
543-82-8,0.7782086076476583,0.2217913923523417
3081-01-4,0.4020350389134732,0.5979649610865267
7535-34-4,0.7441676804147065,0.2558323195852935
108-11-2,0.9012063392007483,0.09879366079925166
23436-19-3,0.85942889914611,0.14057110085389002
99-82-1,0.6842277345442267,0.3157722654557733
87061-04-9,0.7416491695922284,0.2583508304077716
26171-78-8,0.7853969221900919,0.21460307780990814
147126-62-3,0.741393769164844,0.258606230835156
89-80-5,0.728795181907985,0.271204818092015
66941-88-6,0.11177184639874314,0.8882281536012568
103-95-7,0.6083929175530426,0.39160708244695724
57144-56-6,0.0,1.0
64059-37-6,0.5867750453479061,0.4132249546520938
860035-10-5,0.8968608232497969,0.1031391767502031
55636-92-5,0.1498024817300455,0.8501975182699546
42978-66-5,0.41314494587339295,0.586855054126607
123-63-7,0.0,1.0
50765-83-8,0.0,1.0
50765-86-1,0.16900247410116642,0.8309975258988337
50765-79-2,0.0,1.0
21259-20-1,0.9483964925234577,0.051603507476542354
68133-73-3,1.0,0.0
40580-61-8,0.8047096091731255,0.1952903908268744
20724-12-3,0.4516273707505751,0.548372629249425
30129-27-2,0.38639418103321316,0.6136058189667869
78-35-3,0.9595195327127259,0.040480467287274044
964-52-3,0.15278089365327974,0.8472191063467203
121489-04-1,0.34649858688237084,0.6535014131176291
30562-34-6,0.5288158049944982,0.4711841950055018
66085-59-4,0.40396560530129527,0.5960343946987048
78194-09-9,0.3458854599248354,0.6541145400751647
24353-58-0,0.4700853742744354,0.5299146257255646
73080-51-0,0.7417779317999024,0.2582220682000975
489-84-9,0.7222014988007741,0.27779850119922583
6223-35-4,0.8151085408754792,0.1848914591245208
17493-73-1,0.4436631035679058,0.5563368964320943
92671-67-5,0.5243700475191124,0.4756299524808875
113139-67-6,0.4290091006736524,0.5709908993263476
121625-72-7,0.5248305907814662,0.47516940921853373
67801-20-1,0.846355780384726,0.15364421961527397
56105-46-5,0.7422325710392457,0.2577674289607544
63982-52-5,0.0,1.0
18659-45-5,0.0,1.0
2752-71-8,0.1264831299775774,0.8735168700224227
119-38-0,0.04880004492308818,0.9511999550769118
72542-61-1,0.07158291523027084,0.9284170847697292
78194-24-8,0.4039707907562487,0.5960292092437515
78194-42-0,0.5189154135177046,0.48108458648229546
15037-62-4,0.21591941247973173,0.7840805875202682
94739-29-4,0.39787564770173195,0.6021243522982681
75530-68-6,0.5429318667417568,0.4570681332582431
97-86-9,0.8013672420673758,0.19863275793262425
13749-61-6,0.5593030178229834,0.4406969821770165
23684-11-9,0.7877759123064271,0.212224087693573
110-12-3,0.651618372144146,0.34838162785585397
3572-41-6,0.5579286816040678,0.44207131839593217
70318-55-7,0.7149276969695034,0.2850723030304965
70318-56-8,0.6445344473133053,0.35546555268669466
26544-20-7,0.33743327068534945,0.6625667293146505
13706-86-0,0.7471615604771906,0.2528384395228094
81250-17-1,0.28077580038387334,0.7192241996161267
123-92-2,0.8468521094796454,0.15314789052035468
110-19-0,0.8136629759320572,0.1863370240679428
99-86-5,0.6878335397909239,0.312166460209076
542-08-5,0.8866757240022536,0.11332427599774632
99-87-6,0.6660750705433002,0.33392492945669977
535-77-3,0.5002010006682289,0.49979899933177097
89-83-8,0.5628548638405048,0.4371451361594953
56211-40-6,0.5269390694147723,0.4730609305852278
22760-18-5,0.406263289675407,0.5937367103245931
40507-23-1,0.21415879494093248,0.7858412050590675
65765-07-3,0.5093235987708967,0.49067640122910344
499-75-2,0.5783789648960798,0.42162103510392024
2814-20-2,0.5864225634987582,0.4135774365012418
80176-21-2,0.5638692411756259,0.436130758824374
55814-41-0,0.7619592547939932,0.23804074520600682
125055-52-9,0.028865621543244888,0.9711343784567551
563-80-4,0.6226454755521081,0.3773545244478918
59230-57-8,0.9363092563120032,0.06369074368799675
39543-79-8,0.31014496657505125,0.6898550334249487
314-42-1,0.33484086702653887,0.6651591329734611
123524-52-7,0.42397966390565717,0.576020336094343
6673-35-4,0.38146792448636097,0.618532075513639
19234-20-9,0.8396766803293815,0.16032331967061852
108-21-4,0.5300331920720346,0.46996680792796547
4212-94-6,0.5902722375539067,0.40972776244609344
12650-69-0,0.947837886128154,0.05216211387184596
828-00-2,0.6889725612296683,0.3110274387703317
1445870-18-7,0.7567260992720496,0.2432739007279504
68425-16-1,0.7390432360156903,0.26095676398430967
1222-05-5,0.52587178915499,0.47412821084501
57052-04-7,0.35514087908193703,0.644859120918063
540-84-1,0.7011300190337194,0.29886998096628065
67239-26-3,0.4709497582587563,0.5290502417412437
40915-86-4,0.4231178992366251,0.5768821007633749
35256-85-0,0.6298820441949704,0.3701179558050295
19666-30-9,0.36302924003528075,0.6369707599647192
129909-90-6,0.47408959187578986,0.5259104081242101
76-50-6,0.6760609621378648,0.3239390378621352
71108-05-9,0.0,1.0
71108-06-0,0.03423516206906001,0.9657648379309399
111038-42-7,0.21793342669790253,0.7820665733020975
127-25-3,0.8562155366750109,0.14378446332498898
13254-34-7,0.8604905976509817,0.13950940234901824
144-19-4,0.7800779600444048,0.21992203995559517
3445-42-9,0.668472545858986,0.33152745414101403
14860-89-0,0.44634197460150454,0.5536580253984955
26762-93-6,0.648253686170558,0.35174631382944194
49562-28-9,0.7320541179635215,0.2679458820364785
51368-55-9,0.8437419685691493,0.15625803143085065
58327-13-2,0.8216563005310458,0.17834369946895418
58327-14-3,0.885312871644802,0.1146871283551981
58327-12-1,0.8930739522303409,0.10692604776965917
666-84-2,0.5651719858195335,0.4348280141804664
53471-69-5,0.7998769734355177,0.2001230265644823
53003-82-0,0.7880804541495446,0.21191954585045542
53003-62-6,0.8336298652383735,0.16637013476162657
86408-72-2,0.8415856833232013,0.15841431667679876
512-04-9,0.5849944350909156,0.4150055649090844
36011-19-5,0.4744861017310162,0.5255138982689838
33160-78-0,0.0,1.0
154619-51-9,0.06295194479398283,0.9370480552060171
114311-32-9,0.7522818779591877,0.2477181220408123
69915-63-5,0.852709934510402,0.14729006548959797
69915-62-4,0.9073200044517048,0.09267999554829517
581-12-4,0.8415971591656773,0.15840284083432254
470-67-7,0.5648070099312493,0.4351929900687506
512-85-6,0.42283446343574227,0.5771655365642577
63968-64-9,0.842935330946853,0.15706466905314698
13613-99-5,0.0,1.0
3035-45-8,0.23420900003326556,0.7657909999667345
1014-69-3,0.23148603218883881,0.7685139678111611
64-00-6,0.0,1.0
2752-81-0,0.04233729699216357,0.9576627030078365
2631-40-5,0.04981772811582582,0.9501822718841741
114-26-1,0.0,1.0
366-70-1,0.5241062900539204,0.4758937099460796
54266-83-0,0.04495945068847339,0.9550405493115266
106293-84-9,0.0,1.0
73115-70-5,0.07491068222035689,0.9250893177796431
2315-43-7,0.3353921355083778,0.6646078644916222
1505-95-9,0.04388999193740569,0.9561100080625943
996-35-0,0.2647890572158695,0.7352109427841306
3938-45-2,0.1732443642844883,0.8267556357155117
116666-63-8,0.30827337632909046,0.6917266236709095
24730-10-7,0.22365234086145636,0.7763476591385436
14759-05-8,0.07663016097938576,0.9233698390206143
54270-10-9,0.5909149353892462,0.4090850646107538
18952-79-9,0.13080941813711644,0.8691905818628836
26328-00-7,0.45498439462603485,0.5450156053739651
69788-41-6,0.5115708382555166,0.4884291617444834
97887-77-9,0.6054698345499225,0.39453016545007746
6659-45-6,0.18356704155066245,0.8164329584493376
22343-07-3,0.24102363730093077,0.7589763626990693
64249-01-0,0.11336085936936931,0.8866391406306307
14211-01-9,0.35017351234431754,0.6498264876556825
36614-38-7,0.09949108013677663,0.9005089198632235
19645-42-2,0.04528691612104824,0.9547130838789517
79985-91-4,0.0,1.0
97699-69-9,0.17448922563478378,0.8255107743652162
30560-28-2,0.08973550235354928,0.9102644976464508
71617-10-2,0.8869974116631718,0.11300258833682832
3567-08-6,0.7248922664910016,0.27510773350899825
17959-11-4,0.1467014251496799,0.8532985748503201
404-86-4,0.5315746276444203,0.4684253723555796
145071-49-4,0.5739025849535976,0.4260974150464024
111038-37-0,0.41772381781533574,0.5822761821846643
72739-69-6,0.4732361937914511,0.526763806208549
23485-79-2,0.08757167240921322,0.9124283275907867
149877-41-8,0.5765233004445326,0.4234766995554675
24353-61-5,0.7968740291780322,0.20312597082196793
13955-12-9,0.13390723926552026,0.8660927607344797
15863-65-7,0.1539843899952009,0.8460156100047991
14358-50-0,0.538622787327639,0.46137721267236104
24017-18-3,0.2511690139555279,0.7488309860444721
6838-93-3,0.5043902926161552,0.49560970738384486
107-44-8,0.24805395251941384,0.7519460474805862
71048-99-2,0.6594895946730951,0.3405104053269049
97886-45-8,0.5400483602073473,0.4599516397926528
959-24-0,0.5987948873538611,0.4012051126461389
27458-93-1,1.0,0.0
30399-84-9,1.0,0.0
68784-12-3,0.8127212828687889,0.1872787171312111
68526-86-3,1.0,0.0
72162-46-0,0.7993588126665132,0.20064118733348674
64354-92-3,0.9354327626753374,0.06456723732466263
1330-61-6,0.7683487777499917,0.23165122225000834
26544-23-0,0.846307974432677,0.15369202556732298
27013-89-4,0.7533712404153274,0.24662875958467248
71902-23-3,1.0,0.0
25168-26-7,0.1930290670110486,0.8069709329889514
25103-09-7,0.7398069812925845,0.26019301870741557
29590-42-9,0.6449436889241583,0.3550563110758418
11071-47-9,0.7405556501736326,0.2594443498263675
830322-14-0,0.8507587797691591,0.14924122023084083
646-07-1,0.6330183931512602,0.3669816068487398
41764-14-1,0.23684313724702144,0.7631568627529786
56011-02-0,0.8044736252419233,0.19552637475807666
110-45-2,0.7334613415295712,0.2665386584704289
7779-65-9,0.9594359596973703,0.04056404030262968
94-46-2,0.8691952688688088,0.1308047311311911
87-20-7,0.729744809377773,0.2702551906222271
928-70-1,0.8370607654661567,0.1629392345338434
590-86-3,0.7092579337010273,0.29074206629897265
1553-60-2,0.5641651987786603,0.4358348012213396
91040-96-9,0.5313668621610524,0.46863313783894767
72221-66-0,0.6158184533012173,0.38418154669878257
93-19-6,0.4345822904640577,0.5654177095359423
503-74-2,0.5420963870389386,0.45790361296106147
140-26-1,0.9535705192735315,0.04642948072646848
2835-39-4,0.22972325517163505,0.770276744828365
103-38-8,0.8540495251548081,0.1459504748451918
78-81-9,0.5874900365380561,0.412509963461944
33207-44-2,0.20105165916984347,0.7989483408301565
371-44-8,0.3118101033686538,0.6881898966313462
52102-44-0,0.6613339235886256,0.33866607641137436
30979-48-7,0.5649935581905378,0.4350064418094623
13887-57-5,0.3110436276847344,0.6889563723152655
78-83-1,0.6447060191233012,0.3552939808766989
4439-24-1,0.7760240461864059,0.22397595381359417
51550-64-2,0.04149703041893465,0.9585029695810654
105-01-1,0.6882094488771644,0.31179055112283566
102-13-6,0.8954191918463951,0.10458080815360501
1713-15-1,0.03958701361535463,0.9604129863846453
106-63-8,0.5141062711027511,0.4858937288972489
120-50-3,0.8061380573752419,0.19386194262475806
87-19-4,0.7610485731239622,0.2389514268760378
86553-26-6,0.7688759199626324,0.23112408003736754
27442-58-6,0.37777395345875076,0.6222260465412492
18169-57-8,0.46624958371730096,0.5337504162826991
513-44-0,0.6244172453022635,0.3755827546977364
696-29-7,0.49257231308062777,0.5074276869193721
4621-04-9,0.7143080193052805,0.28569198069471946
34131-99-2,0.7586998270258574,0.24130017297414258
528-92-7,0.4166664043644858,0.5833335956355142
70124-77-5,0.3056350093857872,0.6943649906142129
66827-38-1,0.5991624910566725,0.4008375089433275
14845-08-0,0.184429290075586,0.815570709924414
72-18-4,0.49971675979386965,0.5002832402061304
16652-76-9,0.7642804671296979,0.23571953287030217
7407-66-1,0.13469100774018716,0.8653089922598128
496-67-3,0.4598812862231663,0.5401187137768336
565-74-2,0.5553435184881498,0.4446564815118503
64047-48-9,0.5868322346811079,0.4131677653188921
91132-80-8,0.40067959709241174,0.5993204029075883
28770-01-6,0.6774351442125122,0.3225648557874878
68683-20-5,0.6924569383362298,0.30754306166377016
4395-92-0,0.5960364515721823,0.4039635484278175
536-60-7,0.7495494461759621,0.2504505538240378
13816-33-6,0.6500926760454747,0.3499073239545253
31027-31-3,0.6976991125149352,0.30230088748506484
15763-76-5,0.7203292566697139,0.2796707433302861
17959-33-0,0.2252005446824493,0.7747994553175507
1333-53-5,0.3065013786742384,0.6934986213257616
643-28-7,0.37093512509220977,0.6290648749077903
91040-95-8,0.3493148344938489,0.6506851655061512
13311-84-7,0.3486902177119069,0.651309782288093
37389-71-2,0.1605630737369652,0.8394369262630349
80-34-2,0.760180042580718,0.23981995741928186
79-31-2,0.6991899349078667,0.3008100650921332
103-48-0,0.9512669853601842,0.048733014639815816
103-60-6,0.6939716355387294,0.3060283644612705
103-59-3,0.9089018042527245,0.09109819574727544
103-28-6,0.7745555322405153,0.22544446775948468
1532-00-9,0.6925838931513033,0.3074161068486967
56425-91-3,0.5808335964316629,0.4191664035683372
73681-12-6,0.4918493135295439,0.5081506864704561
21738-42-1,0.26784601036698297,0.7321539896330171
63659-19-8,0.49490731995203924,0.5050926800479607
29122-68-7,0.5724236303740683,0.4275763696259318
59333-90-3,0.18432433302391124,0.8156756669760887
86247-86-1,0.26461143463487186,0.7353885653651281
81486-22-8,0.1510527503028679,0.848947249697132
586-06-1,0.3013934679930613,0.6986065320069387
5588-22-7,0.4071557843409522,0.5928442156590479
14334-41-9,0.10085809967720007,0.8991419003228
31802-16-1,0.21412935282278373,0.7858706471772163
768-52-5,0.24296985903954002,0.7570301409604601
101-72-4,0.45781167594866684,0.5421883240513331
2210-25-5,0.3221682301009574,0.6778317698990426
637-32-1,0.24485024861718946,0.7551497513828105
22936-86-3,0.35075926717277656,0.6492407328272234
97817-39-5,0.4706020529322223,0.5293979470677777
36734-19-7,0.48058045545812456,0.5194195445418754
63884-40-2,0.5794458541510262,0.4205541458489738
3544-35-2,0.48563016492445027,0.5143698350755498
54-92-2,0.319083059661715,0.6809169403382849
35944-83-3,0.1455428435770739,0.8544571564229262
99300-63-7,0.13578634631195458,0.8642136536880455
2030-63-9,0.26497064353259475,0.7350293564674052
58934-46-6,0.4688833468146932,0.5311166531853068
89703-10-6,0.3213057487658402,0.6786942512341597
3772-26-7,0.48736034916823845,0.5126396508317616
22235-81-0,0.4876221811525268,0.5123778188474731
3423-28-7,0.5794246568384184,0.42057534316158174
142459-58-3,0.25597540705663524,0.7440245929433646
1918-16-7,0.6008388400184809,0.3991611599815191
98410-36-7,0.3089099269217636,0.6910900730782363
25057-89-0,0.4730819813038617,0.5269180186961383
79-46-9,0.1894449297337907,0.8105550702662094
67-63-0,0.5276763260554682,0.4723236739445318
98519-41-6,0.0,1.0
4016-14-2,0.3627680622085194,0.6372319377914806
93-78-7,0.238382706484895,0.761617293515105
83656-29-5,0.4554537199976339,0.544546280002366
66332-96-5,0.7645055757838823,0.2354944242161178
35212-22-7,0.31187361843385175,0.6881263815661482
29026-74-2,0.3019098629173604,0.6980901370826397
38753-50-3,0.24699089162213733,0.7530091083778627
7780-06-5,0.8457395917535621,0.154260408246438
939-48-0,0.653150211581292,0.34684978841870795
88599-41-1,0.8921462610787427,0.10785373892125732
88599-42-2,0.879010376053528,0.12098962394647195
68334-67-8,0.658147269663495,0.34185273033650504
5836-10-2,0.4968532252857249,0.503146774714275
122-42-9,0.7426029768422548,0.25739702315774515
83395-31-7,0.9009347832693185,0.09906521673068146
298692-41-8,0.580082504538177,0.419917495461823
108-23-6,0.5067633324862248,0.4932366675137752
1714-03-0,0.04245867895120182,0.9575413210487982
1713-97-9,0.0,1.0
24441-57-4,0.0,1.0
46355-07-1,0.5899755966782898,0.4100244033217101
75-33-2,0.584044975804156,0.415955024195844
4095-32-3,0.15804989504026942,0.8419501049597305
141396-28-3,0.7391793563993636,0.26082064360063634
500-38-9,0.5141839438751554,0.4858160561248445
106-55-8,0.4261398995290655,0.5738601004709345
110871-86-8,0.612924752407729,0.387075247592271
61477-94-9,0.05068269419000235,0.9493173058099976
98459-18-8,0.2404495326776942,0.7595504673223057
7652-64-4,0.49159384011567253,0.5084061598843276
2935-44-6,0.8009375931940107,0.19906240680598927
110-97-4,0.7814982049179803,0.21850179508201975
110-98-5,0.8245942743857216,0.1754057256142783
25322-69-4,0.8535924316978375,0.14640756830216245
25136-55-4,0.23685461235727145,0.7631453876427285
1073-79-6,0.4803245111998167,0.5196754888001833
141-91-3,0.6825503691209892,0.31744963087901085
1593-77-7,0.6326767513060856,0.3673232486939144
10140-90-6,0.422464390354695,0.5775356096453049
108-60-1,0.20703714364384376,0.7929628563561563
3048-76-8,0.5447593483905752,0.4552406516094249
57472-68-1,0.4406342604745541,0.5593657395254459
27138-31-4,0.7671198030050417,0.23288019699495838
13275-18-8,0.3592183786833231,0.6407816213166769
14663-72-0,0.1261841072277839,0.8738158927722162
849-55-8,0.6257870043846251,0.3742129956153748
579-56-6,0.5981114342884835,0.4018885657115165
7681-93-8,0.5676876688750481,0.4323123311249519
84985-34-2,0.6264927248455254,0.3735072751544747
513-85-9,0.5278352937164811,0.47216470628351903
98532-74-2,0.0,1.0
98519-01-8,0.0,1.0
6280-75-7,0.343630871384661,0.656369128615339
93-96-9,0.41540308509100365,0.5845969149089963
4351-70-6,0.20469644068671555,0.7953035593132844
23477-98-7,0.6834877292667609,0.31651227073323895
62563-80-8,0.7371542818884652,0.26284571811153484
4433-36-7,0.9573350560860172,0.04266494391398275
21145-77-7,0.8847878318279678,0.11521216817203223
72869-86-4,0.844310782859441,0.15568921714055897
70172-00-8,0.7979336196126209,0.2020663803873791
71-58-9,0.8041472665629096,0.1958527334370903
33564-31-7,0.8379885584691746,0.16201144153082533
359-83-1,0.292219352293632,0.707780647706368
123298-28-2,0.3527405075026065,0.6472594924973936
51155-15-8,0.7875686698726303,0.21243133012736978
