CASRN,Toxic_xgboost_maccs-0,Toxic_xgboost_maccs-1
106-88-7,0.47335124,0.52664876
65-14-5,0.50197816,0.49802184
117-26-0,0.30426013,0.69573987
435-97-2,0.220402,0.779598
90-49-3,0.5381744,0.4618256
14845-06-8,0.20104039,0.7989596
512-16-3,0.54443264,0.45556736
12663-46-6,0.76684654,0.23315349
80834-51-1,0.14333242,0.8566676
113614-08-7,0.29830873,0.70169127
1824-58-4,0.78407353,0.21592648
66571-24-2,0.2342726,0.7657274
34314-31-3,0.3199494,0.6800506
78-99-9,0.26120198,0.738798
58-54-8,0.41599816,0.58400184
1146-95-8,0.14676213,0.85323787
42790-35-2,0.31407982,0.6859202
60270-84-0,0.6989532,0.3010468
89426-87-9,0.04949951,0.9505005
5223-06-3,0.6323515,0.36764848
5408-74-2,0.1495961,0.8504039
102268-15-5,0.86176753,0.13823245
536-33-4,0.0693326,0.9306674
14736-30-2,0.46320033,0.53679967
121518-45-4,0.16880834,0.83119166
27653-49-2,0.29042572,0.7095743
58-14-0,0.25459415,0.74540585
149979-41-9,0.64304197,0.35695803
168152-88-3,0.05550456,0.94449544
127277-53-6,0.66417396,0.33582604
70-69-9,0.22477728,0.7752227
2295-58-1,0.43320888,0.5667911
63605-45-8,0.35886568,0.6411343
4940-11-8,0.37705988,0.6229401
1477-19-6,0.3435284,0.6564716
3781-28-0,0.17010331,0.8298967
106006-84-2,0.38251525,0.61748475
89427-48-5,0.12582982,0.8741702
709-98-8,0.26138097,0.738619
13808-36-1,0.2766136,0.7233864
75764-58-8,0.093984246,0.90601575
15301-48-1,0.23039955,0.76960045
79-09-4,0.43998373,0.5600163
23495-12-7,0.7811426,0.2188574
103-56-0,0.8824336,0.117566414
122-63-4,0.8838707,0.116129294
1531-97-1,0.57041967,0.4295803
17511-60-3,0.69313544,0.30686456
682-11-1,0.73845994,0.26154003
682-09-7,0.73433733,0.26566264
5187-23-5,0.7867963,0.21320373
3047-32-3,0.6913569,0.3086431
30499-70-8,0.69973004,0.30026993
66492-51-1,0.6782373,0.3217627
824-11-3,0.28000093,0.7199991
1005-93-2,0.36625624,0.63374376
10097-02-6,0.7968289,0.20317106
115-70-8,0.60540324,0.39459676
3819-07-6,0.16919607,0.83080393
7747-35-5,0.15370029,0.8462997
19882-03-2,0.6951884,0.30481157
6533-00-2,0.7322378,0.26776218
77-21-4,0.24363655,0.75636345
77236-50-1,0.13726056,0.86273944
5556-57-0,0.21785623,0.7821438
50-19-1,0.15532148,0.8446785
509-86-4,0.12438041,0.8756196
125-33-7,0.2236942,0.7763058
50-06-6,0.42941368,0.5705863
57-30-7,0.36527985,0.63472015
61837-66-9,0.74900305,0.25099695
74697-48-6,0.78909934,0.21090063
56430-99-0,0.41036373,0.58963627
7689-03-4,0.37844998,0.62155
7789-89-1,0.47155517,0.5284448
75-04-7,0.07487446,0.92512554
709-55-7,0.31074774,0.68925226
71130-60-4,0.40045005,0.59954995
5459-93-8,0.23958313,0.76041687
85697-07-0,0.12088305,0.87911695
5465-00-9,0.33247018,0.6675298
58473-74-8,0.25494742,0.7450526
625-53-6,0.033641517,0.9663585
71475-35-9,0.30838495,0.69161505
139-94-6,0.4580931,0.5419069
68228-19-3,0.49365658,0.5063434
89427-19-0,0.18172908,0.8182709
4151-50-2,0.42269808,0.5773019
107-29-9,0.11262745,0.88737255
5308-25-8,0.34424317,0.65575683
93106-60-6,0.64560485,0.35439515
139-87-7,0.70942265,0.29057735
100-74-3,0.37307602,0.626924
538-07-8,0.2186163,0.7813837
134-97-4,0.5030242,0.4969758
23205-24-5,0.26059383,0.73940617
67658-42-8,0.13039726,0.86960274
2687-91-4,0.68540066,0.31459934
92-50-2,0.42881042,0.5711896
92-49-9,0.22786117,0.77213883
1508-75-4,0.39296627,0.6070337
7081-53-0,0.17331618,0.8266838
62924-70-3,0.20365632,0.7963437
13147-25-6,0.24324113,0.75675887
13256-23-0,0.06142962,0.9385704
82018-90-4,0.058416784,0.9415832
2991-51-7,0.5614692,0.43853077
70458-96-7,0.8309035,0.16909654
14698-29-4,0.58546495,0.41453508
51940-44-4,0.74799734,0.25200266
19562-30-2,0.4051727,0.5948273
13256-13-8,0.04708737,0.9529126
80472-85-1,0.12287742,0.8771226
20373-56-2,0.25053263,0.7494674
62899-75-6,0.33088863,0.6691114
21590-92-1,0.1648621,0.8351379
63716-33-6,0.10246384,0.89753616
78467-49-9,0.14278215,0.85721785
63744-48-9,0.15995061,0.8400494
86-28-2,0.21170384,0.78829616
132-32-1,0.22321087,0.7767891
128-53-0,0.5554388,0.44456118
86-35-1,0.19820207,0.8017979
34929-03-8,0.33370876,0.66629124
28657-80-9,0.26846898,0.731531
32976-88-8,0.19382453,0.8061755
3784-99-4,0.1074087,0.8925913
1239-45-8,0.13789248,0.8621075
64-17-5,0.4113924,0.5886076
111-73-9,0.77755094,0.22244903
111-35-3,0.78248155,0.21751843
64050-15-3,0.61443996,0.38556004
2141-62-0,0.8167332,0.18326683
110-80-5,0.7901915,0.20980853
111-90-0,0.78881156,0.2111884
112-50-5,0.7884648,0.21153525
64057-86-9,0.806831,0.19316898
106-74-1,0.6200577,0.3799423
98519-29-0,0.05094576,0.94905424
6012-83-5,0.47414398,0.525856
122453-73-0,0.2841869,0.7158131
58567-11-6,0.78695947,0.21304055
109-94-4,0.62275946,0.3772405
2979-26-2,0.8899359,0.110064104
103-75-3,0.91009307,0.08990692
10310-32-4,0.70962787,0.2903721
33210-54-7,0.054314673,0.9456853
33210-37-6,0.04900402,0.950996
33235-81-3,0.038246453,0.96175355
33236-11-2,0.2355898,0.7644102
33235-92-6,0.039467156,0.96053284
33210-59-2,0.04047346,0.95952654
33235-90-4,0.041886985,0.958113
4234-79-1,0.6208162,0.37918383
64037-28-1,0.26966614,0.73033386
105-56-6,0.6407126,0.35928738
638-07-3,0.11942178,0.8805782
101-97-3,0.88195443,0.11804558
14062-23-8,0.8977557,0.10224434
2122-70-5,0.7756101,0.2243899
27512-72-7,0.4184091,0.5815909
2949-22-6,0.38300848,0.6169915
25059-80-7,0.5172743,0.48272568
119-41-5,0.53865314,0.46134686
21045-68-1,0.4843675,0.5156325
34580-65-9,0.15669662,0.8433034
77501-90-7,0.41023493,0.5897651
623-51-8,0.3512007,0.6487993
63935-38-6,0.45325065,0.54674935
637-56-9,0.18747902,0.812521
23609-20-3,0.38292998,0.61707
150-69-6,0.5065908,0.49340922
38160-03-1,0.33948904,0.66051096
19077-60-2,0.4690029,0.5309971
100-29-8,0.22705585,0.77294415
88599-72-8,0.93827736,0.06172265
93-18-5,0.7598939,0.2401061
61361-59-9,0.16693997,0.83306
66840-01-5,0.117619514,0.8823805
60634-59-5,0.58990145,0.41009855
18637-00-8,0.3290009,0.6709991
938-73-8,0.4415449,0.5584551
80834-62-4,0.119930685,0.8800693
80834-63-5,0.119930685,0.8800693
80834-80-6,0.11930162,0.8806984
80834-59-9,0.08497,0.91503
80834-56-6,0.11737585,0.88262415
96222-01-4,0.14223695,0.85776305
46817-91-8,0.10265195,0.89734805
118-28-5,0.96292096,0.037079036
63716-32-5,0.34423816,0.65576184
42874-03-3,0.34450626,0.65549374
140-88-5,0.4004873,0.5995127
103-36-6,0.70347935,0.29652065
6048-06-2,0.5203935,0.47960654
14731-78-3,0.77994287,0.22005713
117666-88-3,0.2886806,0.7113194
117666-82-7,0.20274782,0.7972522
95266-40-3,0.6082477,0.3917523
97-81-4,0.67485094,0.3251491
4089-07-0,0.4363966,0.5636034
868-59-7,0.43409586,0.56590414
92077-78-6,0.7804864,0.21951358
86541-74-4,0.83410907,0.16589093
110221-44-8,0.87030685,0.12969312
38109-77-2,0.46263254,0.53736746
1187-46-8,0.46568877,0.53431123
121-39-1,0.6101522,0.38984782
548-00-5,0.30662155,0.69337845
29177-84-2,0.8049556,0.19504437
9000-40-2,0.52799475,0.47200528
454-31-9,0.23902637,0.76097363
34580-75-1,0.07618022,0.9238198
10029-04-6,0.60471106,0.39528894
7085-85-0,0.34595942,0.6540406
89-33-8,0.39538133,0.60461867
93-89-0,0.72218966,0.27781036
94-09-7,0.58211726,0.41788274
99-77-4,0.5723179,0.4276821
120-47-8,0.49928463,0.5007154
56974-61-9,0.60188353,0.39811644
87-25-2,0.8175006,0.18249942
122277-22-9,0.82976186,0.17023815
19485-08-6,0.7668452,0.23315476
79660-46-1,0.67556477,0.32443526
98349-25-8,0.46003985,0.53996015
734-88-3,0.4807698,0.5192302
16078-71-0,0.513772,0.48622802
142891-20-1,0.66852754,0.33147246
24237-54-5,0.18442804,0.81557196
19688-04-1,0.3948877,0.6051123
75274-22-5,0.32738054,0.67261946
74531-87-6,0.4841382,0.5158618
103112-35-2,0.30718583,0.6928142
13915-60-1,0.23567909,0.7643209
126-12-5,0.18585515,0.81414485
5794-23-0,0.18535745,0.81464255
2385-81-1,0.16555864,0.83444136
3691-78-9,0.103061736,0.89693826
510-15-6,0.78367895,0.21632104
383-63-1,0.5043881,0.4956119
515-84-4,0.3942895,0.6057105
51-79-6,0.17893672,0.8210633
13684-56-5,0.88316864,0.11683138
105774-14-9,0.9234742,0.07652579
75507-68-5,0.363671,0.636329
33400-47-4,0.30455363,0.6954464
25717-80-0,0.29634714,0.70365286
13945-53-4,0.513304,0.48669598
139481-59-7,0.4757179,0.5242821
2593-15-9,0.20345223,0.7965478
79794-75-5,0.0946821,0.9053179
2521-01-9,0.23417974,0.76582026
16322-14-8,0.21021086,0.78978914
1097-57-0,0.37800193,0.6219981
541-41-3,0.4629274,0.5370726
59463-54-6,0.19064683,0.8093532
7495-45-6,0.7624632,0.23753679
719-80-2,0.30505103,0.694949
23510-39-6,0.5293052,0.4706948
2425-19-6,0.025397062,0.97460294
13067-93-1,0.18731022,0.8126898
2104-64-5,0.04925722,0.9507428
1776-83-6,0.047932386,0.9520676
1623-14-9,0.77946234,0.22053769
3309-67-9,0.04389763,0.9561024
71363-61-6,0.0876292,0.9123708
36519-00-3,0.25593948,0.7440605
17109-49-8,0.14588428,0.8541157
1498-51-7,0.066318214,0.9336818
7508-73-8,0.058564663,0.94143534
1498-64-2,0.022154868,0.97784513
607-01-2,0.25591493,0.7440851
19133-28-9,0.037489653,0.96251035
75-08-1,0.3053012,0.6946988
110-77-0,0.4716614,0.5283386
18370-87-1,0.44901073,0.5509893
19594-18-4,0.3650332,0.6349668
32666-97-0,0.2713632,0.7286368
2212-67-1,0.24978352,0.7502165
181587-01-9,0.20370275,0.79629725
102251-91-2,0.465652,0.534348
513-12-2,0.4343899,0.5656101
594-44-5,0.13019305,0.86980695
74-96-4,0.29671037,0.7032896
10141-07-8,0.6384244,0.36157563
623-68-7,0.5319856,0.46801442
1733-25-1,0.7512624,0.2487376
16491-24-0,0.8819963,0.11800371
60364-26-3,0.5233565,0.4766435
130-01-8,0.33688205,0.66311795
480-54-6,0.16155893,0.8384411
15503-86-3,0.1514175,0.8485825
7785-33-3,0.9718121,0.028187893
25402-06-6,0.3192873,0.6807127
56172-46-4,0.9725812,0.027418781
3016-19-1,0.74912584,0.2508742
11141-17-6,0.16809887,0.83190113
121-20-0,0.3350271,0.6649729
81719-55-3,0.21647137,0.7835286
23726-91-2,0.9098412,0.09015883
8022-96-6,0.9027883,0.09721175
102518-79-6,0.28998172,0.7100183
625-33-2,0.47614104,0.52385896
80-59-1,0.6552725,0.34472752
240494-70-6,0.34398162,0.6560184
480-81-9,0.23840421,0.7615958
16568-02-8,0.17650437,0.8234956
2883-98-9,0.6138901,0.3861099
15037-65-7,0.13185608,0.8681439
93-16-3,0.6386057,0.36139432
7319-16-6,0.57788885,0.42211115
97-54-1,0.5695112,0.4304888
120-11-6,0.84707063,0.15292937
623-43-8,0.6538061,0.34619394
6842-15-5,0.46339548,0.5366045
4635-87-4,0.22224694,0.77775306
964-82-9,0.5515093,0.44849068
33956-49-9,0.7168772,0.2831228
15220-87-8,0.29432726,0.70567274
142-83-6,0.3449362,0.6550638
1516-01-4,0.18928105,0.81071895
4076-62-4,0.70845044,0.29154953
637-50-3,0.60775787,0.39224213
120-58-1,0.65749526,0.34250474
13061-80-8,0.17820841,0.8217916
14861-06-4,0.2319333,0.7680667
590-21-6,0.14329648,0.8567035
16219-75-3,0.60147476,0.39852527
38233-76-0,0.8740612,0.12593879
78919-13-8,0.48959494,0.51040506
88430-50-6,0.26586968,0.7341303
75-05-8,0.1750083,0.8249917
2001-95-8,0.843193,0.156807
126-13-6,0.8305788,0.1694212
26305-03-3,0.71663994,0.28336006
3922-90-5,0.53843975,0.46156022
111-01-3,0.9585691,0.04143089
12750-79-7,0.35577834,0.64422166
72559-06-9,0.4970557,0.5029443
16846-24-5,0.9127956,0.08720441
101043-37-2,0.663484,0.336516
134652-60-1,0.844389,0.15561098
6846-50-0,0.8887893,0.11121071
37280-56-1,0.8717357,0.12826428
25448-25-3,0.9393228,0.06067718
25103-12-2,0.9332514,0.06674864
23079-28-9,0.6166028,0.38339722
68937-40-6,0.8890492,0.11095083
126-71-6,0.36548883,0.6345112
96513-83-6,0.15503347,0.84496653
64532-95-2,0.82800364,0.17199633
2162-73-4,0.7573799,0.24262014
85187-23-1,0.56629,0.43371
3818-80-2,0.1270904,0.8729096
2667-52-9,0.04297638,0.9570236
157859-20-6,0.811939,0.188061
3081-14-9,0.48310047,0.5168995
24916-51-6,0.7614316,0.2385684
68880-55-7,0.8357369,0.1642631
78164-00-8,0.2808423,0.7191577
123-17-1,0.8482057,0.1517943
60828-78-6,0.8672836,0.13271642
16409-46-4,0.89844877,0.10155124
73747-29-2,0.34312004,0.65687996
80621-81-4,0.76724136,0.23275861
3286-46-2,0.62777734,0.37222266
61379-65-5,0.8397087,0.16029131
4345-03-3,0.6691356,0.33086443
43119-47-7,0.52429384,0.47570616
1406-66-2,0.5336478,0.46635225
303-45-7,0.7107377,0.2892623
25497-49-8,0.92539245,0.07460753
84-80-0,0.8594503,0.14054973
77855-81-3,0.45346642,0.5465336
24365-47-7,0.68110394,0.31889603
51356-22-0,0.16770846,0.83229154
51356-10-6,0.17142576,0.82857424
21673-83-6,0.22363853,0.77636147
150-86-7,0.9438086,0.056191403
26544-38-7,0.5763481,0.42365187
70384-29-1,0.6386765,0.3613235
71108-02-6,0.06893253,0.93106747
25265-77-4,0.8067583,0.19324172
505-32-8,0.83324987,0.16675015
50-14-6,0.7626109,0.23738907
54573-75-0,0.23953122,0.7604688
330-64-3,0.026836634,0.97316337
60244-70-4,0.04619199,0.953808
60244-66-8,0.05781293,0.9421871
7492-32-2,0.16378409,0.8362159
50-34-0,0.11400032,0.8859997
3700-96-7,0.20962083,0.79037917
3700-90-1,0.079569936,0.92043006
60244-69-1,0.124940515,0.8750595
143201-11-0,0.658759,0.34124097
1610-18-0,0.47396272,0.5260373
99559-84-9,0.056603312,0.9433967
1445-75-6,0.30342662,0.6965734
41669-30-1,0.96506864,0.034931343
26401-35-4,0.9714355,0.028564489
28472-97-1,0.9678766,0.032123413
166412-78-8,0.9692797,0.03072031
27554-26-3,0.9612285,0.0387715
544-01-4,0.8652266,0.13477337
605-50-5,0.9574372,0.042562794
10086-50-7,0.8719993,0.12800069
63980-62-1,0.8460043,0.15399568
589-59-3,0.9006846,0.09931542
110-96-3,0.2386176,0.7613824
29214-81-1,0.11395174,0.88604826
127-39-9,0.38508177,0.61491823
84-69-5,0.89262307,0.10737693
53378-52-2,0.102630556,0.89736944
97-85-8,0.931441,0.06855899
68171-33-5,0.9474222,0.0525778
132299-20-8,0.81429845,0.18570153
100-18-5,0.8096378,0.19036219
38640-62-9,0.7880383,0.2119617
28178-42-9,0.577931,0.422069
94133-79-6,0.7331147,0.2668853
565-80-0,0.5677738,0.4322262
50847-11-5,0.32202297,0.677977
97-72-3,0.6804028,0.31959718
3437-84-1,0.84198505,0.15801495
108-18-9,0.15283418,0.8471658
2986-17-6,0.13180983,0.86819017
139-40-2,0.23389214,0.76610786
38588-65-7,0.0967406,0.9032594
96-80-0,0.3165233,0.6834767
66660-95-5,0.31281453,0.68718547
4261-68-1,0.1287781,0.8712219
2303-16-4,0.2849146,0.7150854
601-77-4,0.07308406,0.92691594
108-20-3,0.76485556,0.23514442
7491-02-3,0.9269395,0.07306053
924-88-9,0.8905598,0.10944022
7283-70-7,0.80468136,0.19531865
10552-74-6,0.77109087,0.22890913
50512-35-1,0.71205103,0.287949
59937-28-9,0.3322659,0.6677341
105-64-6,0.77632403,0.22367598
1809-20-7,0.47120464,0.52879536
26087-47-8,0.048598826,0.9514012
51356-07-1,0.16961503,0.83038497
51356-16-2,0.082990885,0.9170091
10141-19-2,0.9198717,0.08012833
3726-36-1,0.8817458,0.11825419
67786-25-8,0.9638687,0.036131307
371756-75-1,0.96442,0.035579983
128446-33-3,0.7171116,0.28288838
1397-89-3,0.7483637,0.25163633
3773-49-7,0.23530954,0.76469046
108-62-3,0.5775007,0.4224993
68857-95-4,0.41374075,0.58625925
104987-11-3,0.45515096,0.54484904
51596-10-2,0.45586306,0.54413694
10176-39-3,0.451854,0.548146
42588-37-4,0.9646064,0.035393592
20780-49-8,0.96241665,0.03758336
108-84-9,0.92093843,0.079061545
67306-03-0,0.15918851,0.8408115
30685-43-9,0.2139703,0.7860297
58327-21-2,0.93038976,0.06961022
58327-19-8,0.9043779,0.09562212
516-95-0,0.7871165,0.2128835
65242-49-1,0.8435228,0.15647724
57-88-5,0.7896556,0.21034436
15662-33-6,0.42883575,0.57116425
20562-02-1,0.33349222,0.6665078
71-63-6,0.22849226,0.77150774
20830-75-5,0.17600393,0.82399607
1404-93-9,0.60411084,0.3958892
41294-56-8,0.17934054,0.82065946
57333-96-7,0.13615924,0.86384076
17578-43-7,0.15676641,0.8432336
18470-09-2,0.152601,0.847399
29886-96-2,0.84547526,0.15452473
87239-81-4,0.8840791,0.11592093
550-53-8,0.49891806,0.50108194
56717-11-4,0.21141136,0.78858864
106-21-8,0.93631184,0.063688174
203448-76-4,0.09402454,0.90597546
543-82-8,0.11115652,0.8888435
3081-01-4,0.4233243,0.5766757
7535-34-4,0.1408956,0.8591044
108-11-2,0.68831545,0.31168455
23436-19-3,0.7821153,0.2178847
99-82-1,0.93041784,0.06958216
87061-04-9,0.8323295,0.1676705
26171-78-8,0.90496236,0.09503764
147126-62-3,0.7055925,0.29440746
89-80-5,0.840841,0.159159
66941-88-6,0.08554238,0.9144576
103-95-7,0.7903685,0.20963152
57144-56-6,0.66778314,0.33221683
64059-37-6,0.65975565,0.34024435
860035-10-5,0.47050148,0.5294985
55636-92-5,0.1734258,0.8265742
42978-66-5,0.9028156,0.09718439
123-63-7,0.6305121,0.36948785
50765-83-8,0.069701076,0.9302989
50765-86-1,0.06761545,0.93238455
50765-79-2,0.075807154,0.92419285
21259-20-1,0.6733502,0.32664976
68133-73-3,0.9638437,0.036156308
40580-61-8,0.6944844,0.3055156
20724-12-3,0.6653727,0.3346273
30129-27-2,0.6653727,0.3346273
78-35-3,0.9225898,0.07741023
964-52-3,0.18207037,0.8179296
121489-04-1,0.43144733,0.5685527
30562-34-6,0.49063486,0.50936514
66085-59-4,0.47938305,0.52061695
78194-09-9,0.3115241,0.6884759
24353-58-0,0.34221196,0.65778804
73080-51-0,0.66029656,0.33970344
489-84-9,0.76425564,0.23574434
6223-35-4,0.52323043,0.47676957
17493-73-1,0.27441198,0.725588
92671-67-5,0.5167354,0.48326463
113139-67-6,0.45236325,0.54763675
121625-72-7,0.26829386,0.73170614
67801-20-1,0.8342182,0.1657818
56105-46-5,0.85121757,0.14878242
63982-52-5,0.25127965,0.74872035
18659-45-5,0.06582111,0.9341789
2752-71-8,0.024435043,0.97556496
119-38-0,0.06260651,0.9373935
72542-61-1,0.15751159,0.8424884
78194-24-8,0.29330313,0.70669687
78194-42-0,0.47112906,0.52887094
15037-62-4,0.07946724,0.92053276
94739-29-4,0.51193315,0.48806685
75530-68-6,0.5250833,0.47491673
97-86-9,0.9214545,0.07854549
13749-61-6,0.39001113,0.60998887
23684-11-9,0.8350369,0.16496313
110-12-3,0.7737416,0.22625838
3572-41-6,0.38001478,0.6199852
70318-55-7,0.81300765,0.18699233
70318-56-8,0.4829256,0.5170744
26544-20-7,0.28223825,0.71776175
13706-86-0,0.8137243,0.18627574
81250-17-1,0.13106978,0.8689302
123-92-2,0.9498709,0.05012914
110-19-0,0.9016233,0.0983767
99-86-5,0.9486989,0.051301118
542-08-5,0.85395163,0.14604838
99-87-6,0.7954455,0.2045545
535-77-3,0.8351039,0.16489609
89-83-8,0.2785765,0.7214235
56211-40-6,0.90097785,0.09902212
22760-18-5,0.38382065,0.61617935
40507-23-1,0.27809262,0.7219074
65765-07-3,0.3361376,0.6638624
499-75-2,0.32504624,0.67495376
2814-20-2,0.38312477,0.61687523
80176-21-2,0.481057,0.518943
55814-41-0,0.7269658,0.2730342
125055-52-9,0.19059914,0.80940086
563-80-4,0.6948534,0.3051466
59230-57-8,0.90823513,0.091764875
39543-79-8,0.61924183,0.38075817
314-42-1,0.24882293,0.7511771
123524-52-7,0.76168734,0.23831265
6673-35-4,0.4997216,0.5002784
19234-20-9,0.8983559,0.101644084
108-21-4,0.7512065,0.2487935
4212-94-6,0.5161368,0.48386317
12650-69-0,0.7481142,0.25188577
828-00-2,0.8405765,0.15942346
1445870-18-7,0.63814867,0.3618513
68425-16-1,0.6384469,0.36155307
1222-05-5,0.7279826,0.27201742
57052-04-7,0.11456412,0.8854359
540-84-1,0.7815375,0.21846253
67239-26-3,0.20796168,0.7920383
40915-86-4,0.33917403,0.66082597
35256-85-0,0.41529888,0.5847011
19666-30-9,0.3112679,0.6887321
129909-90-6,0.6787115,0.32128853
76-50-6,0.8608165,0.13918355
71108-05-9,0.022329986,0.97767
71108-06-0,0.032051206,0.9679488
111038-42-7,0.24402094,0.75597906
127-25-3,0.89403504,0.10596494
13254-34-7,0.7948518,0.20514823
144-19-4,0.82279015,0.17720988
3445-42-9,0.5216586,0.4783414
14860-89-0,0.50138545,0.49861458
26762-93-6,0.5737016,0.4262984
49562-28-9,0.8205484,0.1794516
51368-55-9,0.5446316,0.4553684
58327-13-2,0.9223116,0.0776884
58327-14-3,0.91893715,0.08106286
58327-12-1,0.89903826,0.10096176
666-84-2,0.89703137,0.10296863
53471-69-5,0.6152892,0.3847108
53003-82-0,0.63673764,0.36326236
53003-62-6,0.80644345,0.19355652
86408-72-2,0.87141603,0.12858397
512-04-9,0.6640762,0.3359238
36011-19-5,0.64290357,0.35709643
33160-78-0,0.016076505,0.9839235
154619-51-9,0.028529465,0.97147053
114311-32-9,0.7226057,0.2773943
69915-63-5,0.5191349,0.48086515
69915-62-4,0.917875,0.08212499
581-12-4,0.72219783,0.27780217
470-67-7,0.8635377,0.13646227
512-85-6,0.8796281,0.120371886
63968-64-9,0.51531625,0.48468375
13613-99-5,0.442662,0.557338
3035-45-8,0.15315676,0.84684324
1014-69-3,0.25910163,0.7408984
64-00-6,0.031244695,0.9687553
2752-81-0,0.04505664,0.95494336
2631-40-5,0.025996149,0.97400385
114-26-1,0.033706307,0.9662937
366-70-1,0.1634658,0.8365342
54266-83-0,0.03633839,0.9636616
106293-84-9,0.041847825,0.9581522
73115-70-5,0.22933626,0.77066374
2315-43-7,0.13926095,0.86073905
1505-95-9,0.0639205,0.9360795
996-35-0,0.11681104,0.88318896
3938-45-2,0.06296134,0.93703866
116666-63-8,0.09508228,0.9049177
24730-10-7,0.55766976,0.44233027
14759-05-8,0.042643964,0.95735604
54270-10-9,0.17832339,0.8216766
18952-79-9,0.08003229,0.9199677
26328-00-7,0.27419376,0.72580624
69788-41-6,0.402269,0.597731
97887-77-9,0.6857773,0.3142227
6659-45-6,0.36289042,0.6371096
22343-07-3,0.033641636,0.96635836
64249-01-0,0.046949744,0.95305026
14211-01-9,0.3704415,0.6295585
36614-38-7,0.023993075,0.9760069
19645-42-2,0.030022025,0.969978
79985-91-4,0.082773566,0.91722643
97699-69-9,0.2919472,0.7080528
30560-28-2,0.105344474,0.8946555
71617-10-2,0.7726539,0.22734614
3567-08-6,0.6922152,0.30778477
17959-11-4,0.49805105,0.50194895
404-86-4,0.49030817,0.50969183
145071-49-4,0.0586766,0.9413234
111038-37-0,0.24791032,0.7520897
72739-69-6,0.3369751,0.6630249
23485-79-2,0.022172272,0.9778277
149877-41-8,0.28191406,0.71808594
24353-61-5,0.0831573,0.9168427
13955-12-9,0.0312739,0.9687261
15863-65-7,0.044744134,0.95525587
14358-50-0,0.71116227,0.28883773
24017-18-3,0.06428772,0.9357123
6838-93-3,0.25453,0.74547
107-44-8,0.07794988,0.9220501
71048-99-2,0.42779773,0.57220227
97886-45-8,0.36197573,0.6380243
959-24-0,0.45359784,0.54640216
27458-93-1,0.89454216,0.10545783
30399-84-9,0.92715126,0.07284873
68784-12-3,0.5856426,0.41435742
68526-86-3,0.90950114,0.09049888
72162-46-0,0.37328666,0.62671334
64354-92-3,0.89909875,0.10090122
1330-61-6,0.87551856,0.124481454
26544-23-0,0.88390726,0.11609274
27013-89-4,0.8239863,0.17601374
71902-23-3,0.90629566,0.093704365
25168-26-7,0.12682682,0.8731732
25103-09-7,0.74947596,0.250524
29590-42-9,0.7680437,0.23195629
11071-47-9,0.81822807,0.18177193
830322-14-0,0.79033357,0.20966643
646-07-1,0.8096849,0.19031513
41764-14-1,0.43010533,0.5698947
56011-02-0,0.8374231,0.1625769
110-45-2,0.9004096,0.09959043
7779-65-9,0.8939197,0.10608027
94-46-2,0.90586007,0.094139956
87-20-7,0.65123415,0.34876582
928-70-1,0.27870733,0.7212927
590-86-3,0.6883416,0.31165838
1553-60-2,0.6088245,0.39117548
91040-96-9,0.50184757,0.49815243
72221-66-0,0.49779117,0.5022088
93-19-6,0.2911296,0.7088704
503-74-2,0.6893655,0.31063452
140-26-1,0.878855,0.12114504
2835-39-4,0.6683494,0.33165058
103-38-8,0.84734714,0.15265287
78-81-9,0.08951402,0.910486
33207-44-2,0.38432664,0.61567336
371-44-8,0.15049863,0.8495014
52102-44-0,0.75155246,0.24844752
30979-48-7,0.5975541,0.40244594
13887-57-5,0.075253546,0.92474645
78-83-1,0.54996324,0.45003676
4439-24-1,0.79948217,0.20051785
51550-64-2,0.12396628,0.8760337
105-01-1,0.82921934,0.17078067
102-13-6,0.854447,0.14555301
1713-15-1,0.17490876,0.82509124
106-63-8,0.58247066,0.41752937
120-50-3,0.8475878,0.15241218
87-19-4,0.70301557,0.29698443
86553-26-6,0.813295,0.18670496
27442-58-6,0.42973953,0.57026047
18169-57-8,0.20380527,0.79619473
513-44-0,0.48805594,0.51194406
696-29-7,0.877637,0.12236296
4621-04-9,0.832003,0.16799699
34131-99-2,0.8341023,0.1658977
528-92-7,0.466686,0.533314
70124-77-5,0.6430585,0.35694152
66827-38-1,0.45694095,0.54305905
14845-08-0,0.24997056,0.75002944
72-18-4,0.72445756,0.27554244
16652-76-9,0.5549495,0.44505045
7407-66-1,0.3877282,0.6122718
496-67-3,0.4291131,0.5708869
565-74-2,0.35578066,0.64421934
64047-48-9,0.5492046,0.45079544
91132-80-8,0.32395768,0.6760423
28770-01-6,0.5857954,0.4142046
68683-20-5,0.9410916,0.05890839
4395-92-0,0.76690143,0.23309855
536-60-7,0.7518101,0.24818993
13816-33-6,0.48636836,0.51363164
31027-31-3,0.47415853,0.5258415
15763-76-5,0.62100685,0.37899312
17959-33-0,0.2683648,0.7316352
1333-53-5,0.3122971,0.6877029
643-28-7,0.11542505,0.88457495
91040-95-8,0.32769603,0.672304
13311-84-7,0.42713183,0.57286817
37389-71-2,0.18676537,0.8132346
80-34-2,0.90244234,0.097557686
79-31-2,0.69623125,0.30376872
103-48-0,0.9136881,0.086311854
103-60-6,0.7268446,0.2731554
103-59-3,0.90055066,0.09944933
103-28-6,0.90649414,0.093505844
1532-00-9,0.46304107,0.53695893
