CASRN,Toxic_xgboost_rdkit2d-0,Toxic_xgboost_rdkit2d-1
72716-26-8,0.95105606,0.048943937
63233-56-7,0.18124896,0.81875104
544-63-8,0.9842303,0.0157697
112-70-9,0.97854745,0.021452552
930-09-6,0.93997294,0.06002704
10520-81-7,0.8301021,0.16989794
124-22-1,0.4217248,0.5782752
2439-10-3,0.173284,0.826716
2422-90-4,0.14936262,0.8506374
2372-82-9,0.035492063,0.96450794
14960-06-6,0.96795785,0.032042135
59227-89-3,0.84150463,0.15849535
93-23-2,0.2813244,0.7186756
112-53-8,0.97964644,0.020353556
39464-66-9,0.64933217,0.3506678
13150-00-0,0.74067473,0.25932524
1847-58-1,0.47842783,0.5215722
2915-72-2,0.9522596,0.04774038
151-41-7,0.29576486,0.70423514
143-15-7,0.9653183,0.03468169
67774-74-7,0.9099229,0.09007709
120-40-1,0.92920065,0.07079937
301-11-1,0.5427115,0.4572885
2146-71-6,0.778253,0.22174697
112-44-7,0.98069197,0.019308055
23551-91-9,0.67883986,0.32116014
113885-32-8,0.76911044,0.23088953
68515-73-1,0.8997129,0.10028708
2156-96-9,0.936532,0.063467965
142-87-0,0.56762266,0.43237734
334-56-5,0.8448738,0.15512624
112-29-8,0.92990565,0.070094325
19780-11-1,0.79532707,0.20467292
112-31-2,0.9819501,0.018049879
104-40-5,0.9753157,0.024684334
11096-42-7,0.627493,0.37250698
9014-90-8,0.45924795,0.54075205
56323-90-1,0.78879374,0.21120627
63233-55-6,0.093177855,0.90682214
334-48-5,0.9603923,0.03960773
5002-47-1,0.27796268,0.7220373
86960-46-5,0.7110375,0.28896245
74050-97-8,0.18499774,0.81500226
99313-47-0,0.02159357,0.9784064
143-08-8,0.9552403,0.044759717
112-84-5,0.8604504,0.13954963
7173-62-8,0.2664227,0.7335773
9004-98-2,0.6415155,0.35848448
112-91-4,0.90353984,0.09646017
60840-87-1,0.41611278,0.5838872
95-38-5,0.39076173,0.60923827
124-19-6,0.98593587,0.014064123
6071-32-5,0.9293182,0.070681825
18787-40-1,0.2034043,0.7965957
52709-84-9,0.85088414,0.14911588
949-13-3,0.64741313,0.35258684
20190-95-8,0.8870513,0.11294873
112-05-0,0.971157,0.028842978
111-86-4,0.045731068,0.95426893
2687-94-7,0.811507,0.188493
26530-20-1,0.54040354,0.45959646
111-87-5,0.913131,0.08686899
17751-69-8,0.011646688,0.9883533
21270-15-5,0.023158014,0.976842
21270-11-1,0.024526715,0.9754733
1843-05-6,0.71830237,0.28169763
1034-01-1,0.7194302,0.2805698
15741-90-9,0.12762606,0.87237394
117617-70-6,0.09725958,0.9027404
142-31-4,0.3659277,0.6340723
4724-48-5,0.9041914,0.09580865
55512-33-9,0.43912882,0.5608712
111-85-3,0.95106745,0.04893254
124-13-0,0.94136536,0.058634624
137-03-1,0.9345025,0.06549751
6071-27-8,0.94062054,0.05937949
2435-16-7,0.92910045,0.07089955
713-95-1,0.9219605,0.07803953
104-67-6,0.9529694,0.047030654
1987-50-4,0.6528378,0.3471622
18979-65-2,0.4172262,0.5827738
63233-54-5,0.07359147,0.9264085
7377-03-9,0.83672553,0.16327447
68155-07-7,0.8900807,0.10991929
4230-97-1,0.77906704,0.22093299
111-70-6,0.9317778,0.0682222
52364-72-4,0.96545386,0.03454612
2499-58-3,0.8684215,0.1315785
2463-53-8,0.7318743,0.2681257
26680-54-6,0.4365185,0.5634815
111-71-7,0.91702026,0.08297976
13074-65-2,0.9131689,0.0868311
1117-86-8,0.82903767,0.17096236
119-89-1,0.7440871,0.25591287
101-86-0,0.8941654,0.10583463
136-77-6,0.20665944,0.79334056
30406-18-9,0.8966139,0.10338613
111-14-8,0.87563103,0.12436898
7237-81-2,0.7558937,0.24410631
111-26-2,0.014178216,0.9858218
61422-45-5,0.4466365,0.5533635
111-27-3,0.45840895,0.54159105
112-25-4,0.7199601,0.2800399
112-59-4,0.9301832,0.06981682
10305-38-1,0.8887752,0.11122477
3478-44-2,0.54457724,0.45542273
629-33-4,0.9620554,0.03794463
21270-33-7,0.013142347,0.98685765
21270-14-4,0.02053082,0.9794692
5431-31-2,0.77314025,0.22685976
41424-11-7,0.95413697,0.04586303
107187-05-3,0.75961983,0.24038017
147315-50-2,0.78592134,0.21407868
53370-90-4,0.6375112,0.3624888
6789-88-4,0.92196465,0.078035355
17867-69-5,0.31067878,0.6893212
111-31-9,0.76825964,0.23174036
544-10-5,0.8896146,0.11038544
111-25-1,0.82644135,0.17355865
42482-06-4,0.50692856,0.4930714
66-25-1,0.7448021,0.25519788
23433-05-8,0.93483686,0.06516312
104-61-0,0.92844063,0.07155937
3391-86-4,0.64186347,0.3581365
745-65-3,0.23797208,0.7620279
363-24-6,0.21994382,0.7800562
80614-27-3,0.36144298,0.638557
1766-91-2,0.7130097,0.28699028
101-85-9,0.8144312,0.18556884
136-81-2,0.2393173,0.7606827
38237-76-2,0.3300473,0.6699527
4312-93-0,0.8039261,0.1960739
123-68-2,0.5246526,0.47534743
76990-85-7,0.42573774,0.57426226
20308-43-4,0.37110263,0.62889737
10589-74-9,0.14844596,0.85155404
71-41-0,0.43810683,0.56189317
638-49-3,0.95598876,0.044011228
17810-53-6,0.01886326,0.98113674
21270-10-0,0.0426085,0.9573915
52364-71-3,0.9551831,0.044816885
104485-01-0,0.19298273,0.80701727
101893-08-7,0.08507568,0.9149243
2720-73-2,0.1386382,0.8613618
20056-92-2,0.9662287,0.03377128
557-48-2,0.53269565,0.46730438
18829-55-5,0.7145587,0.28544128
110-62-3,0.66722125,0.33277875
110-59-8,0.40360492,0.5963951
23433-04-7,0.9171818,0.0828182
104-50-7,0.96577096,0.034229014
841-73-6,0.6876501,0.31234992
2210-63-1,0.13784534,0.86215466
50-33-9,0.10307717,0.8969228
129-20-4,0.17209506,0.82790494
6066-49-5,0.6457789,0.3542211
335153-21-4,0.62039137,0.37960863
64357-33-1,0.62309074,0.37690923
536-69-6,0.7601803,0.23981972
3180-09-4,0.12352097,0.876479
16006-72-7,0.34189945,0.65810055
87792-15-2,0.50931996,0.49068004
87792-14-1,0.5533236,0.4466764
87792-13-0,0.49384117,0.5061588
168152-75-8,0.008617222,0.9913828
141645-16-1,0.507473,0.49252704
138401-24-8,0.27375567,0.72624433
109-52-4,0.9311163,0.06888373
61019-78-1,0.24362642,0.7563736
88671-89-0,0.26648563,0.73351437
58902-64-0,0.2430644,0.7569356
27470-51-5,0.6050347,0.3949653
79983-71-4,0.3176468,0.6823532
38615-43-9,0.012242198,0.9877578
111-75-1,0.18355685,0.81644315
1126-78-9,0.22941601,0.770584
28395-03-1,0.8993982,0.10060179
2782-40-3,0.12953389,0.8704661
592-31-4,0.30940932,0.6905907
6336-01-2,0.10987246,0.89012754
55406-53-6,0.030575573,0.9694244
13887-58-6,0.028075874,0.9719241
3622-84-2,0.24032348,0.7596765
111-36-4,0.13420892,0.8657911
1005-67-0,0.20502913,0.79497087
3470-98-2,0.5892702,0.41072983
3817-11-6,0.22377789,0.7762221
16227-10-4,0.047625303,0.9523747
63716-31-4,0.12620622,0.8737938
54395-37-8,0.402816,0.597184
71-36-3,0.73432815,0.26567188
1928-45-6,0.04847306,0.95152694
6959-71-3,0.8572849,0.14271513
7420-06-6,0.88707554,0.11292445
111-76-2,0.6226088,0.37739122
112-34-5,0.91130954,0.08869048
143-22-6,0.947563,0.05243702
112-56-1,0.4738019,0.5261981
4223-11-4,0.7489823,0.2510177
3102-00-9,0.72246647,0.27753353
2426-08-6,0.67389846,0.32610157
1852-16-0,0.05021733,0.94978267
111-34-2,0.609717,0.390283
17751-76-7,0.085011005,0.914989
21269-98-7,0.1315623,0.8684377
33236-00-9,0.006611228,0.9933888
70193-21-4,0.12637985,0.87362015
5459-58-5,0.535198,0.46480206
122-43-0,0.9120743,0.087925695
66232-25-5,0.10651308,0.8934869
7397-62-8,0.8493577,0.1506423
94-80-4,0.084716916,0.9152831
2438-72-4,0.37170434,0.62829566
141-32-2,0.73547304,0.26452696
90842-58-3,0.19506472,0.8049353
136-60-7,0.9627053,0.037294697
20954-16-9,0.8148109,0.18518916
20954-14-7,0.04439634,0.95560366
28570-58-3,0.32796812,0.6720319
7756-96-9,0.8308106,0.16918941
67330-25-0,0.45255005,0.54744995
88599-43-3,0.87061965,0.12938036
82989-25-1,0.6291815,0.37081847
2314-09-2,0.33678305,0.66321695
75147-20-5,0.38413942,0.6158606
64047-35-4,0.33632952,0.6636705
544-16-1,0.08505273,0.9149473
6607-49-4,0.7803252,0.21967486
2314-17-2,0.57835793,0.4216421
4560-93-4,0.1506123,0.8493877
64910-63-0,0.6319244,0.3680756
109-69-3,0.7261778,0.27382216
109-67-1,0.71140707,0.28859296
928-95-0,0.6999855,0.30001447
123-72-8,0.6731281,0.32687184
109-74-0,0.40157455,0.59842545
116020-44-1,0.802753,0.19724701
66246-88-6,0.16530448,0.8346955
1211-28-5,0.15901405,0.84098595
21531-91-9,0.8158622,0.18413784
698-76-0,0.9562599,0.04374011
105-21-5,0.9309835,0.06901651
60207-90-1,0.060148478,0.9398515
1003-14-1,0.19826156,0.80173844
105-31-7,0.22032452,0.7796755
39067-39-5,0.76406145,0.23593855
6082-56-0,0.056103528,0.9438965
103-65-1,0.78119403,0.21880597
28785-06-0,0.786821,0.21317902
645-56-7,0.24001539,0.7599846
94-58-6,0.23570478,0.7642952
644-35-9,0.0971697,0.9028303
7231-31-4,0.02711302,0.972887
51-52-5,0.17257768,0.8274223
14222-60-7,0.028851032,0.97114897
75464-11-8,0.46284658,0.5371534
151327-12-7,0.041926384,0.9580736
151327-04-7,0.05093777,0.9490622
151327-11-6,0.04911095,0.95088905
151327-07-0,0.07961351,0.9203865
168152-96-3,0.06741053,0.9325895
168152-92-9,0.014390647,0.98560935
168152-72-5,0.045285225,0.9547148
168152-66-7,0.007285297,0.9927147
168152-81-6,0.011550188,0.9884498
168152-80-5,0.038052976,0.961947
168152-67-8,0.033702314,0.9662977
168152-84-9,0.026391923,0.9736081
168152-76-9,0.013631761,0.98636824
168152-71-4,0.017234981,0.982765
1688-71-7,0.20397806,0.79602194
97392-14-8,0.119519055,0.88048095
70735-85-2,0.45531583,0.5446842
63233-46-5,0.12469548,0.8753045
2051-78-7,0.32475418,0.6752458
103-37-7,0.9208678,0.07913218
123-20-6,0.44239527,0.55760473
36597-90-7,0.48250127,0.51749873
107-10-8,0.02501458,0.9749854
125055-68-7,0.032520235,0.96747977
94-20-2,0.44643807,0.5535619
13887-60-0,0.026821971,0.973178
73941-13-6,0.02283907,0.97716093
27050-40-4,0.052072883,0.9479271
33245-39-5,0.29811746,0.70188254
26399-36-0,0.70640165,0.29359835
64057-89-2,0.09401733,0.9059827
4634-51-9,0.062784195,0.9372158
41078-02-8,0.09887171,0.9011283
816-57-9,0.1260503,0.8739497
2807-30-9,0.54546225,0.45453775
110-74-7,0.6385101,0.36148992
33235-97-1,0.010702014,0.989298
33236-21-4,0.015858471,0.9841415
52709-86-1,0.86875045,0.13124955
142770-42-1,0.2927106,0.7072894
34614-30-7,0.023231864,0.97676814
627-12-3,0.39784497,0.602155
83395-30-6,0.94907176,0.05092822
1713-98-0,0.009853661,0.99014634
18705-22-1,0.071418226,0.9285818
64050-66-4,0.017741978,0.982258
107-03-9,0.45318735,0.54681265
49828-25-3,0.500854,0.499146
13889-92-4,0.17476171,0.8252383
38827-35-9,0.37168097,0.628319
918504-27-5,0.79201853,0.20798147
1262985-23-8,0.6079798,0.3920202
1103234-56-5,0.6898769,0.31012312
540-54-5,0.4985515,0.5014485
68526-56-7,0.8052663,0.1947337
928-96-1,0.749473,0.250527
33467-73-1,0.90893036,0.091069624
42436-07-7,0.9464286,0.053571407
65405-77-8,0.7903652,0.20963478
24880-45-3,0.9576426,0.042357385
2091-24-9,0.9716141,0.028385878
5910-85-0,0.42285073,0.5771493
17369-59-4,0.7820872,0.2179128
107-12-0,0.29710388,0.7028961
118-68-3,0.08631736,0.91368264
96-20-8,0.7236057,0.2763943
3174-67-2,0.859705,0.14029504
584-03-2,0.8406309,0.1593691
695-06-7,0.8536576,0.1463424
56983-13-2,0.25778687,0.74221313
4437-85-8,0.61014926,0.3898507
98519-44-9,0.036496103,0.9635039
98518-99-1,0.009707212,0.9902928
98532-66-2,0.016498148,0.98350185
106-88-7,0.08155525,0.91844475
65-14-5,0.43002003,0.56997997
117-26-0,0.324701,0.675299
435-97-2,0.23250306,0.76749694
90-49-3,0.21539295,0.78460705
14845-06-8,0.06884593,0.9311541
512-16-3,0.6000361,0.39996392
12663-46-6,0.94496495,0.05503503
80834-51-1,0.12415409,0.8758459
113614-08-7,0.26506096,0.73493904
1824-58-4,0.7240596,0.2759404
66571-24-2,0.32978565,0.67021435
34314-31-3,0.17542559,0.8245744
78-99-9,0.39265454,0.60734546
58-54-8,0.3176409,0.6823591
1146-95-8,0.030856013,0.969144
42790-35-2,0.320028,0.679972
60270-84-0,0.6308557,0.36914432
89426-87-9,0.010004997,0.989995
5223-06-3,0.5380024,0.46199766
5408-74-2,0.117241025,0.882759
102268-15-5,0.8357693,0.16423073
536-33-4,0.02282542,0.9771746
14736-30-2,0.15032619,0.8496738
121518-45-4,0.3444168,0.6555832
27653-49-2,0.16836554,0.83163446
58-14-0,0.08069527,0.9193047
149979-41-9,0.50711167,0.4928883
168152-88-3,0.015657544,0.98434246
127277-53-6,0.65821904,0.34178096
70-69-9,0.14803272,0.8519673
2295-58-1,0.70554525,0.29445475
63605-45-8,0.10244876,0.89755124
4940-11-8,0.13099158,0.8690084
1477-19-6,0.41375935,0.58624065
3781-28-0,0.1239512,0.8760488
106006-84-2,0.6249619,0.3750381
89427-48-5,0.07303417,0.92696583
709-98-8,0.43349677,0.5665032
13808-36-1,0.35719717,0.64280283
75764-58-8,0.14690322,0.8530968
15301-48-1,0.14285535,0.85714465
79-09-4,0.60906607,0.39093393
23495-12-7,0.86571115,0.13428883
103-56-0,0.9022248,0.0977752
122-63-4,0.9259453,0.07405471
1531-97-1,0.9223733,0.077626705
17511-60-3,0.8845886,0.11541137
682-11-1,0.7130578,0.28694218
682-09-7,0.79777783,0.20222218
5187-23-5,0.9299956,0.07000442
3047-32-3,0.3632791,0.6367209
30499-70-8,0.57634413,0.42365587
66492-51-1,0.71867645,0.28132355
824-11-3,0.2646116,0.7353884
1005-93-2,0.08932489,0.9106751
10097-02-6,0.95785385,0.04214613
115-70-8,0.9595423,0.040457718
3819-07-6,0.25241166,0.74758834
7747-35-5,0.298046,0.701954
19882-03-2,0.83093244,0.16906758
6533-00-2,0.8689632,0.1310368
77-21-4,0.166448,0.833552
77236-50-1,0.06061107,0.93938893
5556-57-0,0.15925485,0.84074515
50-19-1,0.24413472,0.7558653
509-86-4,0.2058264,0.7941736
125-33-7,0.22108716,0.77891284
50-06-6,0.46365476,0.53634524
57-30-7,0.11491662,0.8850834
61837-66-9,0.80014884,0.19985117
74697-48-6,0.62786925,0.37213075
56430-99-0,0.22353196,0.77646804
7689-03-4,0.0866037,0.9133963
7789-89-1,0.43155915,0.56844085
75-04-7,0.043681026,0.956319
709-55-7,0.22258282,0.7774172
71130-60-4,0.15592164,0.84407836
5459-93-8,0.027550519,0.9724495
85697-07-0,0.15046418,0.8495358
5465-00-9,0.35383952,0.6461605
58473-74-8,0.23315632,0.7668437
625-53-6,0.011858046,0.98814195
71475-35-9,0.33590662,0.6640934
139-94-6,0.17512405,0.82487595
68228-19-3,0.6684605,0.33153954
89427-19-0,0.18013048,0.8198695
4151-50-2,0.34338146,0.65661854
107-29-9,0.07257956,0.92742044
5308-25-8,0.4350049,0.5649951
93106-60-6,0.5608995,0.43910053
139-87-7,0.9372805,0.06271952
100-74-3,0.33452845,0.66547155
538-07-8,0.042090356,0.95790964
134-97-4,0.8476554,0.15234455
23205-24-5,0.22823292,0.7717671
67658-42-8,0.015462518,0.9845375
2687-91-4,0.7117497,0.2882503
92-50-2,0.4922483,0.5077517
92-49-9,0.07025164,0.92974836
1508-75-4,0.17182744,0.82817256
7081-53-0,0.028906584,0.9710934
62924-70-3,0.16436249,0.8356375
13147-25-6,0.17560387,0.82439613
13256-23-0,0.0696668,0.9303332
82018-90-4,0.02622521,0.9737748
2991-51-7,0.54537135,0.45462865
70458-96-7,0.89247143,0.10752855
14698-29-4,0.7202171,0.27978286
51940-44-4,0.877628,0.122371964
19562-30-2,0.74422497,0.25577503
13256-13-8,0.018732548,0.98126745
80472-85-1,0.22061098,0.779389
20373-56-2,0.21521747,0.7847825
62899-75-6,0.37013876,0.62986124
21590-92-1,0.15562218,0.8443778
63716-33-6,0.062733114,0.9372669
78467-49-9,0.021399438,0.97860056
63744-48-9,0.07891405,0.92108595
86-28-2,0.5400694,0.4599306
132-32-1,0.085051835,0.91494817
128-53-0,0.58210874,0.4178913
86-35-1,0.18045306,0.81954694
34929-03-8,0.088736415,0.9112636
28657-80-9,0.18378866,0.81621134
32976-88-8,0.13847274,0.86152726
3784-99-4,0.2960605,0.7039395
1239-45-8,0.33062387,0.66937613
64-17-5,0.23844749,0.7615525
111-73-9,0.72841024,0.27158973
111-35-3,0.87522,0.12478
64050-15-3,0.4298792,0.5701208
2141-62-0,0.82941335,0.17058666
110-80-5,0.91277677,0.08722322
111-90-0,0.975359,0.024640955
112-50-5,0.9623171,0.037682883
64057-86-9,0.8307606,0.16923942
106-74-1,0.16114122,0.8388588
98519-29-0,0.0058506727,0.9941493
6012-83-5,0.3148132,0.6851868
122453-73-0,0.27720702,0.722793
58567-11-6,0.9481398,0.0518602
109-94-4,0.64849335,0.35150665
2979-26-2,0.8956716,0.10432839
103-75-3,0.69476306,0.30523697
10310-32-4,0.72296566,0.27703434
33210-54-7,0.009545147,0.99045485
33210-37-6,0.0061339736,0.993866
33235-81-3,0.015939713,0.9840603
33236-11-2,0.07104033,0.92895967
33235-92-6,0.010115385,0.9898846
33210-59-2,0.0048746467,0.99512535
33235-90-4,0.0059669614,0.99403304
4234-79-1,0.49272126,0.50727874
64037-28-1,0.28938967,0.71061033
105-56-6,0.69060147,0.3093985
638-07-3,0.2673999,0.7326001
101-97-3,0.9541772,0.045822807
14062-23-8,0.8541058,0.14589421
2122-70-5,0.71578485,0.28421515
27512-72-7,0.35577106,0.64422894
2949-22-6,0.14461654,0.85538346
25059-80-7,0.3402593,0.6597407
119-41-5,0.6060332,0.39396682
21045-68-1,0.39830536,0.60169464
34580-65-9,0.2576654,0.7423346
77501-90-7,0.6425418,0.35745817
623-51-8,0.14341646,0.85658354
63935-38-6,0.19523686,0.80476314
637-56-9,0.11812019,0.8818798
23609-20-3,0.612782,0.38721803
150-69-6,0.40198117,0.5980188
38160-03-1,0.386447,0.613553
19077-60-2,0.7069638,0.29303625
100-29-8,0.5877216,0.41227844
88599-72-8,0.93186426,0.068135716
93-18-5,0.8543746,0.14562543
61361-59-9,0.023443341,0.97655666
66840-01-5,0.07591021,0.9240898
60634-59-5,0.6723081,0.32769194
18637-00-8,0.29403114,0.70596886
938-73-8,0.63899493,0.3610051
80834-62-4,0.09065044,0.90934956
80834-63-5,0.059926808,0.9400732
80834-80-6,0.036031306,0.9639687
80834-59-9,0.021930337,0.97806966
80834-56-6,0.038434148,0.96156585
96222-01-4,0.076162934,0.92383707
46817-91-8,0.22802627,0.7719737
118-28-5,0.861853,0.13814701
63716-32-5,0.19410616,0.80589384
42874-03-3,0.06150639,0.9384936
140-88-5,0.34286624,0.65713376
103-36-6,0.8724969,0.1275031
6048-06-2,0.7624928,0.23750722
14731-78-3,0.6964049,0.30359513
117666-88-3,0.36883312,0.6311669
117666-82-7,0.26571244,0.73428756
95266-40-3,0.7386508,0.2613492
97-81-4,0.8753508,0.12464923
4089-07-0,0.41654265,0.58345735
868-59-7,0.18692476,0.81307524
92077-78-6,0.94541436,0.054585632
86541-74-4,0.90397006,0.096029945
110221-44-8,0.8328498,0.1671502
38109-77-2,0.32330394,0.67669606
1187-46-8,0.18896699,0.811033
121-39-1,0.82355106,0.17644894
548-00-5,0.6095123,0.39048764
29177-84-2,0.59354264,0.40645736
9000-40-2,0.40256494,0.59743506
454-31-9,0.4702316,0.5297684
34580-75-1,0.020219743,0.97978026
10029-04-6,0.8572618,0.14273825
7085-85-0,0.17507857,0.8249214
89-33-8,0.77265453,0.22734548
93-89-0,0.9307447,0.069255315
94-09-7,0.9033574,0.0966426
99-77-4,0.8403854,0.15961461
120-47-8,0.69641817,0.30358183
56974-61-9,0.7717306,0.2282694
87-25-2,0.9362494,0.06375062
122277-22-9,0.77197963,0.22802036
19485-08-6,0.5119394,0.4880606
79660-46-1,0.70738316,0.29261684
98349-25-8,0.58152187,0.4184781
734-88-3,0.53992367,0.4600763
16078-71-0,0.6479429,0.3520571
142891-20-1,0.7311285,0.2688715
24237-54-5,0.16343325,0.83656675
19688-04-1,0.2822863,0.7177137
75274-22-5,0.08360493,0.91639507
74531-87-6,0.4504047,0.5495953
103112-35-2,0.3004771,0.6995229
13915-60-1,0.15923893,0.84076107
126-12-5,0.03201759,0.9679824
5794-23-0,0.113740146,0.88625985
2385-81-1,0.056890428,0.9431096
3691-78-9,0.03320682,0.9667932
510-15-6,0.8159459,0.18405406
383-63-1,0.5671332,0.43286684
515-84-4,0.45069778,0.5493022
51-79-6,0.1465609,0.8534391
13684-56-5,0.94928986,0.050710138
105774-14-9,0.17999226,0.82000774
75507-68-5,0.5128322,0.48716778
33400-47-4,0.19433522,0.8056648
25717-80-0,0.235021,0.764979
13945-53-4,0.34399217,0.6560078
139481-59-7,0.4732086,0.5267914
2593-15-9,0.10659361,0.8934064
79794-75-5,0.061616898,0.9383831
2521-01-9,0.2771278,0.7228722
16322-14-8,0.24074453,0.75925547
1097-57-0,0.6002577,0.3997423
541-41-3,0.06255555,0.93744445
59463-54-6,0.1311428,0.8688572
7495-45-6,0.49329573,0.5067043
719-80-2,0.27220047,0.72779953
23510-39-6,0.04397142,0.9560286
2425-19-6,0.015493929,0.9845061
13067-93-1,0.10038245,0.89961755
2104-64-5,0.038758755,0.96124125
1776-83-6,0.245475,0.754525
1623-14-9,0.8192097,0.18079033
3309-67-9,0.011128604,0.9888714
71363-61-6,0.042697728,0.9573023
36519-00-3,0.10686433,0.89313567
17109-49-8,0.16593689,0.8340631
1498-51-7,0.053178787,0.9468212
7508-73-8,0.27727473,0.7227253
1498-64-2,0.025833488,0.9741665
607-01-2,0.22810423,0.77189577
19133-28-9,0.014080882,0.9859191
75-08-1,0.17024499,0.829755
110-77-0,0.31057668,0.6894233
18370-87-1,0.62762,0.37238005
19594-18-4,0.41509736,0.58490264
32666-97-0,0.18916845,0.81083155
2212-67-1,0.1384002,0.8615998
181587-01-9,0.2686056,0.7313944
102251-91-2,0.49534774,0.50465226
513-12-2,0.92697006,0.07302992
594-44-5,0.15738094,0.84261906
74-96-4,0.14590055,0.85409945
10141-07-8,0.80904466,0.19095536
623-68-7,0.68598604,0.31401393
1733-25-1,0.9282594,0.07174065
16491-24-0,0.8081367,0.19186327
60364-26-3,0.26307684,0.73692316
130-01-8,0.08633667,0.9136633
480-54-6,0.11832315,0.88167685
15503-86-3,0.30270308,0.6972969
7785-33-3,0.9769664,0.023033647
25402-06-6,0.6322342,0.36776575
56172-46-4,0.96828246,0.031717528
3016-19-1,0.94221175,0.05778825
11141-17-6,0.7708234,0.2291766
121-20-0,0.38961524,0.61038476
81719-55-3,0.44372797,0.55627203
23726-91-2,0.8749015,0.12509854
8022-96-6,0.83342016,0.16657983
102518-79-6,0.12178028,0.8782197
625-33-2,0.2030173,0.7969827
80-59-1,0.7893515,0.21064849
240494-70-6,0.34961784,0.65038216
480-81-9,0.072368264,0.92763174
16568-02-8,0.09514415,0.90485585
2883-98-9,0.42435747,0.5756425
15037-65-7,0.06405306,0.93594694
93-16-3,0.7930691,0.20693086
7319-16-6,0.6921008,0.30789918
97-54-1,0.8052745,0.19472554
120-11-6,0.8482741,0.1517259
623-43-8,0.48381478,0.5161852
6842-15-5,0.8571301,0.1428699
4635-87-4,0.15544796,0.84455204
964-82-9,0.22966117,0.77033883
33956-49-9,0.9088044,0.0911956
15220-87-8,0.83285093,0.16714905
142-83-6,0.17100537,0.82899463
1516-01-4,0.12443471,0.8755653
4076-62-4,0.5182838,0.48171622
637-50-3,0.77323383,0.22676615
120-58-1,0.5730486,0.42695144
13061-80-8,0.11943698,0.880563
14861-06-4,0.17871886,0.82128114
590-21-6,0.2749871,0.7250129
16219-75-3,0.5385944,0.46140558
38233-76-0,0.7548933,0.2451067
78919-13-8,0.2211529,0.7788471
88430-50-6,0.17221636,0.82778364
75-05-8,0.038832664,0.96116734
2001-95-8,0.80597955,0.19402047
126-13-6,0.83554786,0.16445215
26305-03-3,0.6269829,0.37301704
3922-90-5,0.49753463,0.50246537
111-01-3,0.98940134,0.010598684
12750-79-7,0.19161773,0.8083823
72559-06-9,0.6001761,0.3998239
16846-24-5,0.8933268,0.106673166
101043-37-2,0.8199535,0.18004651
134652-60-1,0.93089485,0.06910515
6846-50-0,0.9097564,0.09024361
37280-56-1,0.8342074,0.16579258
25448-25-3,0.98769325,0.012306767
25103-12-2,0.9700315,0.029968487
23079-28-9,0.7895372,0.21046281
68937-40-6,0.9816416,0.018358434
126-71-6,0.3267694,0.6732306
96513-83-6,0.12100905,0.87899095
64532-95-2,0.97601765,0.023982354
2162-73-4,0.9251617,0.07483826
85187-23-1,0.92949224,0.070507735
3818-80-2,0.16011083,0.83988917
2667-52-9,0.060878813,0.9391212
157859-20-6,0.90228224,0.097717755
3081-14-9,0.94646937,0.053530626
24916-51-6,0.84680855,0.15319148
68880-55-7,0.5257013,0.4742987
78164-00-8,0.4081701,0.5918299
123-17-1,0.9494223,0.050577708
60828-78-6,0.86289626,0.13710372
16409-46-4,0.9558097,0.04419031
73747-29-2,0.25045496,0.74954504
80621-81-4,0.7173166,0.2826834
3286-46-2,0.51979715,0.48020285
61379-65-5,0.78406775,0.21593224
4345-03-3,0.92464346,0.075356565
43119-47-7,0.78894836,0.21105163
1406-66-2,0.5933808,0.40661922
303-45-7,0.9453268,0.054673176
25497-49-8,0.8664438,0.1335562
84-80-0,0.90996,0.090040006
77855-81-3,0.29210818,0.7078918
24365-47-7,0.45468038,0.5453196
51356-22-0,0.07256824,0.92743176
51356-10-6,0.07505643,0.92494357
21673-83-6,0.4134696,0.5865304
150-86-7,0.9126307,0.0873693
26544-38-7,0.90451074,0.09548928
70384-29-1,0.66424143,0.33575854
71108-02-6,0.52689123,0.47310874
25265-77-4,0.88256145,0.11743853
505-32-8,0.75346875,0.24653126
50-14-6,0.29638565,0.70361435
54573-75-0,0.1281544,0.8718456
330-64-3,0.022147655,0.97785234
60244-70-4,0.038636386,0.9613636
60244-66-8,0.052314997,0.947685
7492-32-2,0.3640545,0.6359455
50-34-0,0.07413858,0.9258614
3700-96-7,0.20626432,0.7937357
3700-90-1,0.0549649,0.9450351
60244-69-1,0.072235286,0.9277647
143201-11-0,0.3770867,0.6229133
1610-18-0,0.3756299,0.6243701
99559-84-9,0.099423766,0.90057623
1445-75-6,0.4061504,0.5938496
41669-30-1,0.9961011,0.0038989054
26401-35-4,0.99668044,0.0033195615
28472-97-1,0.9976626,0.0023373766
166412-78-8,0.99385333,0.006146679
27554-26-3,0.99028367,0.009716341
544-01-4,0.95633215,0.043667875
605-50-5,0.97506666,0.02493335
10086-50-7,0.8680611,0.13193886
63980-62-1,0.89475656,0.10524347
589-59-3,0.9766735,0.023326527
110-96-3,0.040801287,0.9591987
29214-81-1,0.040163875,0.9598361
127-39-9,0.47767717,0.52232283
84-69-5,0.8928463,0.10715371
53378-52-2,0.14063448,0.8593655
97-85-8,0.9799201,0.020079926
68171-33-5,0.9895409,0.010459098
132299-20-8,0.8283266,0.17167339
100-18-5,0.94917655,0.050823424
38640-62-9,0.93905556,0.060944416
