CASRN,Toxic_knn_ecfp6counts-0,Toxic_knn_ecfp6counts-1
18871-14-2,0.9372373800024114,0.06276261999758859
57960-19-7,0.8058419783803269,0.1941580216196731
539-88-8,0.7564733633307873,0.24352663666921268
66017-91-2,0.4247815037535365,0.5752184962464636
20706-25-6,0.7768793479512509,0.22312065204874915
109-60-4,0.7373246611912435,0.2626753388087565
141-97-9,0.6735335928372606,0.32646640716273945
122-82-7,0.4663712009270909,0.5336287990729092
623-36-9,0.7172461798511575,0.28275382014884254
102-27-2,0.5474698800767049,0.4525301199232951
148-69-6,0.421811253763024,0.578188746236976
88881-65-6,0.40857129450235885,0.591428705497641
24441-47-2,0.0,1.0
98476-13-2,0.3726628023741945,0.6273371976258055
65516-17-8,0.31057226931362986,0.6894277306863702
104-90-5,0.20689271007631704,0.793107289923683
13360-64-0,0.12069078660250981,0.8793092133974901
25646-77-9,0.3397676597914782,0.6602323402085218
58066-96-9,0.48759031840423317,0.5124096815957669
30086-84-1,0.7167144790386528,0.2832855209613471
10443-70-6,0.11009077914067739,0.8899092208593227
25319-90-8,0.11037576492689567,0.8896242350731044
66505-62-2,0.542385031369028,0.45761496863097195
21062-28-2,0.2640876434347635,0.7359123565652366
3681-71-8,0.7848024816869594,0.21519751831304065
50767-79-8,1.0,0.0
13402-08-9,0.6940259247334152,0.3059740752665847
634-55-9,0.38625319250813733,0.6137468074918627
1522-41-4,0.6453642307873315,0.3546357692126686
609-15-4,0.4957610978254838,0.5042389021745162
25331-92-4,0.06402122287399359,0.9359787771260064
15622-65-8,0.262983570266705,0.7370164297332951
15707-23-0,0.19530692513409723,0.8046930748659028
70381-33-8,0.1629425271216126,0.8370574728783874
600-14-6,0.5839918488661711,0.416008151133829
40054-69-1,0.4944554150521783,0.5055445849478216
73839-77-7,0.6556854399935756,0.34431456000642435
74037-54-0,0.8372195557036533,0.16278044429634678
17335-06-7,0.6256571419546523,0.37434285804534767
52217-47-7,0.3559626518554062,0.6440373481445938
62-44-2,0.4269029474622759,0.573097052537724
73-66-5,0.5334196513372612,0.46658034866273884
75274-18-9,0.36549709223167753,0.6345029077683226
80086-35-7,0.36587514912282953,0.6341248508771705
1897-96-7,0.2348582982369637,0.7651417017630362
19387-91-8,0.4042965719869638,0.5957034280130362
65986-80-3,0.3644993578771399,0.6355006421228601
15862-11-0,0.5013886905275623,0.49861130947243765
111-15-9,0.7753592718738612,0.22464072812613875
63843-89-0,0.6161398558054725,0.3838601441945275
2082-79-3,0.8839136428015856,0.11608635719841441
125643-61-0,0.7721627348957066,0.22783726510429328
5560-69-0,0.4108688701850331,0.5891311298149668
101238-01-1,1.0,0.0
36306-87-3,0.5922394737690222,0.4077605262309778
58243-85-9,0.6646084667852777,0.3353915332147222
51022-71-0,0.6007514789088467,0.39924852109115333
112143-82-5,0.3800680844099012,0.6199319155900989
2984-66-9,0.1117013830257712,0.8882986169742288
886-50-0,0.2128698955906601,0.78713010440934
78168-93-1,0.253963971045547,0.746036028954453
17751-75-6,0.0,1.0
21270-06-4,0.0,1.0
51308-54-4,0.32626222398492244,0.6737377760150776
5434-57-1,1.0,0.0
66227-09-6,0.6003539192500517,0.39964608074994834
80763-10-6,0.6005374925495782,0.3994625074504217
153233-91-1,0.4714538731216245,0.5285461268783755
64529-56-2,0.31077766889944325,0.6892223311005568
59652-29-8,0.26995117058377804,0.7300488294162218
3398-69-4,0.1923045820987755,0.8076954179012245
637-92-3,0.6460095847458429,0.3539904152541571
4492-96-0,0.0636625674281401,0.9363374325718599
15942-48-0,0.0,1.0
65907-30-4,0.0,1.0
50673-09-1,0.0,1.0
116337-75-8,0.8302351670245584,0.16976483297544165
33213-82-0,0.0,1.0
33210-47-8,0.0,1.0
55634-91-8,0.39639919605459684,0.6036008039454032
994-05-8,0.5709886014048416,0.4290113985951584
16870-37-4,0.4551400704752627,0.5448599295247374
26225-79-6,0.6079679581917354,0.3920320418082647
2370-13-0,0.7330069103397613,0.26699308966023877
33236-02-1,0.0,1.0
33236-09-8,0.0,1.0
33210-42-3,0.0,1.0
33236-10-1,0.0,1.0
33236-06-5,0.0,1.0
98532-80-0,0.0,1.0
7287-36-7,0.18906493471618452,0.8109350652838155
532-34-3,0.8038660857261225,0.19613391427387758
92448-79-8,0.41210280814231687,0.5878971918576831
16587-71-6,0.7970480618412994,0.20295193815870063
59897-92-6,0.47081154090054617,0.5291884590994538
2049-95-8,0.3420849763413373,0.6579150236586627
80-46-6,0.3794930789407224,0.6205069210592776
68505-69-1,0.2658874824987115,0.7341125175012885
67785-77-7,0.8496934542938716,0.15030654570612853
1113-10-6,0.19561189340050578,0.8043881065994943
60559-98-0,0.21904608356916888,0.7809539164308311
63956-90-1,0.599014572382166,0.400985427617834
52963-60-7,0.0,1.0
52963-61-8,0.0,1.0
116337-72-5,0.8339875787785016,0.16601242122149837
21725-46-2,0.30581558970940126,0.6941844102905987
1192-22-9,0.6057268999454914,0.3942731000545085
1245-44-9,0.828430611453659,0.1715693885463409
59703-84-3,0.8834233117461153,0.11657668825388466
2901-13-5,0.5179894023116797,0.4820105976883204
36576-44-0,0.3396888050520092,0.6603111949479907
108957-94-4,0.26408814391364627,0.7359118560863538
600-00-0,0.6835953523718287,0.3164046476281714
315-37-7,0.7008182699498452,0.2991817300501548
13609-67-1,0.7852316463119083,0.21476835368809166
51333-22-3,0.7722127051121638,0.2277872948878362
57-85-2,0.7595310092844416,0.2404689907155585
121652-76-4,0.08458191300029373,0.9154180869997063
13764-49-3,0.0,1.0
59122-46-2,0.5723780139993233,0.42762198600067675
57-53-4,0.3532688111338692,0.6467311888661307
98519-33-6,0.0,1.0
7011-83-8,0.9389522430680035,0.06104775693199649
24089-00-7,0.7967751397174314,0.20322486028256861
70851-61-5,0.9401928005914938,0.05980719940850614
71548-68-0,0.6135509709711019,0.38644902902889816
10415-87-9,0.6356935545722626,0.36430644542773727
918-85-4,0.5220373015371498,0.4779626984628502
4475-95-0,0.1255269037406117,0.8744730962593883
33765-68-3,0.7085506366133778,0.29144936338662203
15336-82-0,0.31132774254883694,0.6886722574511631
1565-75-9,0.5494314418527927,0.45056855814720737
6413-10-1,0.7982012958571931,0.20179870414280687
77-83-8,0.532754000270825,0.4672459997291749
21715-46-8,0.4668353080970042,0.5331646919029959
72391-46-9,0.6984401360203175,0.30155986397968254
30043-49-3,0.1267306465080952,0.8732693534919049
97780-06-8,0.9378729157611244,0.0621270842388756
110-68-9,0.3157150812813238,0.684284918718676
123172-48-5,0.6477922346805859,0.35220776531941406
106358-91-2,0.0,1.0
54266-79-4,0.0,1.0
54266-78-3,0.0,1.0
150824-47-8,0.34411996004073514,0.6558800399592648
29973-13-5,0.0,1.0
53380-22-6,0.0,1.0
53380-23-7,0.0,1.0
64057-54-1,0.12351927825332688,0.8764807217466731
2185-86-6,0.5176152137288583,0.4823847862711417
34140-59-5,0.47650022653752133,0.5234997734624787
112-69-6,0.3158749763482678,0.6841250236517322
112-75-4,0.6129819129427488,0.38701808705725116
1920-05-4,0.5368604288615044,0.4631395711384955
1120-24-7,0.3941556979596863,0.6058443020403137
7378-99-6,0.6540078901509083,0.3459921098490917
7651-02-7,0.7514510898801993,0.24854891011980082
149968-48-9,0.7765844864922151,0.22341551350778488
927-62-8,0.25493143305267163,0.7450685669473284
20954-12-5,0.4309691729095711,0.569030827090429
486-17-9,0.06738206983645743,0.9326179301635426
926-63-6,0.18603016064322572,0.8139698393567742
25606-41-1,0.3287246480141719,0.6712753519858281
54965-24-1,0.5370164802056093,0.4629835197943906
82413-20-5,0.40460181518881233,0.5953981848111877
3568-24-9,0.09079557967166138,0.9092044203283387
598-56-1,0.18081215461801942,0.8191878453819808
64049-26-9,0.3082492691017816,0.6917507308982185
5135-83-1,0.13541771642025444,0.8645822835797455
52207-87-1,0.26566839310664,0.73433160689336
19622-19-6,0.357665751044077,0.642334248955923
14433-76-2,0.9410253575749712,0.05897464242502874
1118-92-9,0.8454524871837977,0.15454751281620227
20684-06-4,0.19560155096948006,0.80439844903052
64951-32-2,0.23016251071100605,0.769837489288994
64973-73-5,0.27485623594453495,0.725143764055465
93697-74-6,1.0,0.0
113702-03-7,0.053104007977657255,0.9468959920223428
653-03-2,0.2234947501263607,0.7765052498736392
2324-94-9,0.061303995794838854,0.9386960042051612
113702-01-5,0.06622664448974787,0.9337733555102521
137-20-2,0.8345076061242838,0.16549239387571624
110-25-8,0.766785517882461,0.233214482117539
20686-45-7,0.1817047229566847,0.8182952770433153
5965-49-1,0.12004090315963616,0.8799590968403638
555-37-3,0.16411622981680032,0.8358837701831998
59263-76-2,0.05736710903859202,0.942632890961408
7068-83-9,0.0,1.0
67557-56-6,0.4000018092361462,0.5999981907638537
70458-95-6,0.4997175203986241,0.500282479601376
96480-44-3,0.5285914028253932,0.47140859717460687
40374-16-1,0.0517639155771509,0.9482360844228491
93503-03-8,0.24535135950144565,0.7546486404985544
52053-74-4,0.3299061055226136,0.6700938944773864
123253-05-4,0.23261983946042714,0.7673801605395729
10595-95-6,0.1270446310258015,0.8729553689741986
50-12-4,0.18548806690925818,0.8145119330907418
16055-33-7,0.06350919226580116,0.9364908077341988
88124-27-0,0.3376139333177012,0.6623860666822988
73-09-6,0.4739366330803298,0.5260633669196702
80085-38-7,0.027890272533217172,0.9721097274667829
80085-45-6,0.0265458849634796,0.9734541150365204
62893-20-3,1.0,0.0
80464-16-0,0.0,1.0
80463-73-6,0.11229688694482252,0.8877031130551776
80464-10-4,0.0,1.0
38957-41-4,0.267505403232666,0.732494596767334
129630-19-9,0.12457948168050821,0.8754205183194917
615-53-2,0.19099054963402395,0.809009450365976
80086-97-1,0.0,1.0
83519-04-4,0.6334298445147332,0.3665701554852669
63982-03-6,0.0,1.0
1119-97-7,0.4437722211766703,0.5562277788233296
58066-85-6,0.5883574910819448,0.4116425089180553
3001-63-6,0.22988232756167884,0.7701176724383212
41892-01-7,0.6711070431610261,0.3288929568389739
102-30-7,0.27058105651652686,0.7294189434834731
683-10-3,0.662050760729202,0.33794923927079795
100-95-8,0.43494908089187173,0.5650509191081283
14007-49-9,0.1992866024217712,0.8007133975782288
1643-20-5,0.6419809571435794,0.35801904285642056
146764-26-3,0.6533480767568406,0.34665192324315935
149-64-4,0.7245506266510051,0.27544937334899483
30286-75-0,0.40383843524210694,0.5961615647578932
84-36-6,0.19589638163704653,0.8041036183629534
316-42-7,0.2543752270171213,0.7456247729828788
69788-35-8,0.25186087894687553,0.7481391210531244
69788-34-7,0.17914948526589097,0.8208505147341091
16006-74-9,0.5803406707000797,0.41965932929992034
69788-42-7,0.4275156296195377,0.5724843703804624
16415-12-6,0.8652148155076723,0.13478518449232768
31024-56-3,0.36426906313936686,0.6357309368606332
1067-25-0,0.6122147842285988,0.38778521577140124
23239-21-6,0.3007880316821691,0.699211968317831
69788-33-6,0.3490723729325649,0.6509276270674351
24536-75-2,0.1447079615410297,0.8552920384589704
117666-86-1,0.3035285854003613,0.6964714145996387
64037-00-9,0.0,1.0
7779-41-1,0.867855369223541,0.132144630776459
13257-44-8,1.0,0.0
91-87-2,0.7779799854219964,0.22202001457800352
18318-83-7,0.8682355478191258,0.13176445218087418
14817-09-5,0.8627675748273836,0.1372324251726164
25371-54-4,0.8648518687486564,0.13514813125134367
126-22-7,0.2651175135183729,0.734882486481627
73321-74-1,0.2525565563011349,0.7474434436988651
69788-36-9,0.549499795216332,0.450500204783668
117666-84-9,0.49379158320615874,0.5062084167938413
64951-26-4,0.20655032172377435,0.7934496782762257
75274-23-6,0.26298744354905124,0.7370125564509488
141776-32-1,1.0,0.0
51356-12-8,0.11334685116579432,0.8866531488342058
2088-72-4,0.0,1.0
5840-95-9,0.18472096807573735,0.8152790319242627
2597-03-7,0.299511140044989,0.700488859955011
919-86-8,0.0,1.0
867-27-6,0.06231981311088606,0.9376801868891139
640-15-3,0.10688252135541036,0.8931174786445897
6389-81-7,0.0,1.0
301-12-2,0.05506761494887986,0.9449323850511201
2703-37-9,0.1244353736037734,0.8755646263962266
25476-48-6,0.06220721728633019,0.9377927827136698
90220-20-5,0.059741320148172114,0.940258679851828
90220-19-2,0.05556702572197441,0.9444329742780255
54473-52-8,0.14910952581678485,0.8508904741832152
54473-51-7,0.13637268049015727,0.8636273195098427
54473-33-5,0.14113638273697193,0.8588636172630281
30560-26-0,0.045771075712575805,0.9542289242874242
30560-27-1,0.05197204828860033,0.9480279517113996
73937-08-3,0.06388341050121316,0.9361165894987868
52868-53-8,0.176041465098689,0.8239585349013111
84044-17-7,0.05101839703497474,0.9489816029650252
33267-37-7,0.058745650736066676,0.9412543492639334
111-10-4,0.871423090172862,0.12857690982713804
168152-95-2,0.0,1.0
64058-23-7,0.1520742831281596,0.8479257168718405
112-61-8,0.9637839810056656,0.03621601899433432
111-82-0,0.9611559885950156,0.03884401140498447
106-73-0,0.8224365603188255,0.17756343968117447
24851-98-7,0.7774108618875393,0.22258913811246075
24863-70-5,0.9371945473622632,0.06280545263773682
111-80-8,0.864645457108772,0.13535454289122792
623-42-7,0.7269294861287108,0.27307051387128917
104-45-0,0.5326106217662261,0.467389378233774
2785-87-7,0.37178497351486806,0.6282150264851319
54965-21-8,0.36686330114143584,0.6331366988585643
61738-04-3,0.15143393339141925,0.8485660666085808
75274-28-1,0.2585695471704038,0.7414304528295963
75274-29-2,0.1260969650669335,0.8739030349330665
75274-27-0,0.12321449909014505,0.876785500909855
19133-14-3,0.1593543206673632,0.8406456793326368
1476-98-8,0.1816072631090727,0.8183927368909274
5934-55-4,0.25972045329099963,0.7402795467090004
20723-84-6,0.4783407630046363,0.5216592369953637
33210-62-7,0.0,1.0
554-12-1,0.7923489064845419,0.207651093515458
104-27-8,0.6103666270668753,0.3896333729331246
1087-06-5,0.3819016279754192,0.6180983720245807
84964-12-5,0.4645760799088835,0.5354239200911165
85405-59-0,0.17028354472380652,0.8297164552761935
21608-06-0,0.43313309297451447,0.5668669070254856
68677-06-5,0.4792371070727581,0.5207628929272419
117666-83-8,0.33653773428503725,0.6634622657149627
94-30-4,0.7530910867410107,0.24690891325898942
536759-91-8,0.4786819103988195,0.5213180896011805
54249-44-4,0.1871288604390345,0.8128711395609656
68274-48-6,0.5933683362755727,0.40663166372442733
75274-14-5,0.19928266305696848,0.8007173369430315
90982-32-4,1.0,0.0
75274-16-7,0.36264286539925045,0.6373571346007495
147150-35-4,0.9342077094552015,0.06579229054479857
623-53-0,0.72854290823949,0.27145709176051
54473-56-2,0.05917612884736746,0.9408238711526326
71675-87-1,0.6648668062293364,0.3351331937706637
57966-95-7,0.4574553325823777,0.5425446674176224
145071-30-3,0.5905666450154419,0.4094333549845582
2591-57-3,0.12309498703485028,0.8769050129651498
2633-54-7,0.05813150464651549,0.9418684953534845
13104-29-5,0.11702251572340612,0.882977484276594
13289-13-9,0.057107604426991046,0.9428923955730089
15536-01-3,0.13045237010294275,0.8695476298970573
33232-87-0,0.06319256131242072,0.9368074386875792
2720-19-6,0.05484169104911705,0.9451583089508829
7076-53-1,0.06012357584367547,0.9398764241563246
286938-65-6,0.7320289223681595,0.2679710776318404
63578-18-7,0.7821547329488151,0.2178452670511849
13508-53-7,0.5481243763548134,0.4518756236451865
1825-58-7,0.5297205344149323,0.4702794655850678
3239-63-2,0.32017894442094746,0.6798210555790527
63869-33-0,0.05721844590207226,0.9427815540979277
63815-53-2,0.1388383353246486,0.8611616646753514
58995-43-0,0.06485971772629598,0.935140282273704
66104-23-2,0.05465106005633905,0.945348939943661
168152-79-2,0.0,1.0
624-89-5,0.4116830749667626,0.5883169250332375
10265-93-7,0.12496806353615474,0.8750319364638453
68855-24-3,0.8643658427397543,0.13563415726024583
661-19-8,1.0,0.0
55726-47-1,0.6080629701561795,0.39193702984382056
112-85-6,1.0,0.0
629-96-9,1.0,0.0
68037-92-3,0.5199934440583045,0.48000655594169556
38916-42-6,0.6888817587174483,0.3111182412825518
112-92-5,1.0,0.0
9005-00-9,0.8513214311798779,0.14867856882012206
930-02-9,0.7938545586547179,0.20614544134528215
68987-29-1,1.0,0.0
638-65-3,1.0,0.0
3397-16-8,1.0,0.0
95-19-2,0.7865750199950787,0.21342498000492127
9004-99-3,0.938628856105346,0.061371143894654166
106-11-6,0.8754027786403947,0.12459722135960528
1338-41-6,1.0,0.0
112-76-5,1.0,0.0
99300-62-6,0.0,1.0
68955-20-4,1.0,0.0
54460-46-7,0.7489613115785262,0.2510386884214737
19035-79-1,1.0,0.0
5894-60-0,0.9335500008471602,0.06644999915283976
112-82-3,1.0,0.0
88599-34-2,0.9356544968560596,0.06434550314394047
88599-70-6,0.9324575669695562,0.06754243303044384
2441-41-0,0.8886560837108246,0.11134391628917543
38079-66-2,1.0,0.0
57-10-3,1.0,0.0
137-66-6,1.0,0.0
130365-35-4,0.0,1.0
68955-19-1,0.0,1.0
112-72-1,1.0,0.0
40036-79-1,0.0,1.0
66232-28-8,0.6233197943952233,0.37668020560477666
56677-60-2,0.8768383279227604,0.1231616720772396
6873-46-7,0.8691523212825246,0.13084767871747538
124-25-4,1.0,0.0
20261-38-5,0.7411225691435724,0.2588774308564275
72716-26-8,0.952566380573252,0.04743361942674792
63233-56-7,0.0883900922192201,0.9116099077807799
544-63-8,1.0,0.0
112-70-9,1.0,0.0
930-09-6,1.0,0.0
10520-81-7,1.0,0.0
124-22-1,0.8445167919420208,0.15548320805797916
2439-10-3,0.7563837676911763,0.24361623230882365
2422-90-4,0.7548352547231595,0.24516474527684046
2372-82-9,0.7270294355897151,0.27297056441028483
14960-06-6,0.8723990948531154,0.12760090514688469
59227-89-3,0.871119342438391,0.1288806575616091
93-23-2,0.4665298283363106,0.5334701716636895
112-53-8,0.9527891850910497,0.04721081490895026
39464-66-9,0.4771522251011618,0.5228477748988383
13150-00-0,0.6017517566708518,0.3982482433291482
1847-58-1,0.7904761627657051,0.20952383723429488
2915-72-2,0.908554007997125,0.09144599200287494
151-41-7,0.4677458090710159,0.532254190928984
143-15-7,0.9402068986327173,0.05979310136728267
67774-74-7,0.8448924935679812,0.15510750643201868
120-40-1,1.0,0.0
301-11-1,0.9372909140444086,0.06270908595559145
2146-71-6,0.9330849525626873,0.06691504743731272
112-44-7,1.0,0.0
23551-91-9,0.8111357378499705,0.18886426215002944
113885-32-8,0.6246644025385006,0.3753355974614993
68515-73-1,0.6623990084592764,0.33760099154072365
2156-96-9,0.873143293551008,0.12685670644899205
142-87-0,0.5610530173263468,0.43894698267365323
334-56-5,0.938967891325149,0.061032108674851024
112-29-8,0.9373769200097977,0.06262307999020238
19780-11-1,0.718117280168006,0.28188271983199387
112-31-2,1.0,0.0
104-40-5,0.7045138678289061,0.2954861321710939
11096-42-7,0.6228828029228023,0.37711719707719776
9014-90-8,0.6808801292969862,0.31911987070301395
56323-90-1,0.7498021626596815,0.2501978373403184
63233-55-6,0.07603244184319038,0.9239675581568096
334-48-5,1.0,0.0
5002-47-1,0.13647756400627065,0.8635224359937294
86960-46-5,0.8185474091953671,0.18145259080463289
74050-97-8,0.12889246696961298,0.8711075330303869
99313-47-0,0.034066824411354946,0.965933175588645
143-08-8,0.8784634951100645,0.12153650488993546
112-84-5,0.8116794413177515,0.1883205586822485
7173-62-8,0.7425333019913696,0.25746669800863053
9004-98-2,0.6104349197523804,0.3895650802476196
112-91-4,0.7950896639489777,0.20491033605102227
60840-87-1,0.7359052032672194,0.2640947967327806
95-38-5,0.8108023566424474,0.18919764335755274
124-19-6,0.9613187345762839,0.03868126542371612
6071-32-5,0.9489334761606913,0.05106652383930862
18787-40-1,0.5386731588467252,0.4613268411532749
52709-84-9,0.7076328334285391,0.2923671665714609
949-13-3,0.4863407927720005,0.5136592072279994
20190-95-8,1.0,0.0
112-05-0,0.9206989683997437,0.07930103160025628
111-86-4,0.5240620068621151,0.4759379931378849
2687-94-7,0.7191091276798074,0.28089087232019266
26530-20-1,0.9318328821896865,0.0681671178103135
111-87-5,0.6056101678429323,0.39438983215706774
17751-69-8,0.0,1.0
21270-15-5,0.0,1.0
21270-11-1,0.0,1.0
1843-05-6,0.9397597669051931,0.06024023309480677
1034-01-1,0.9333060274116028,0.06669397258839713
15741-90-9,0.2698794329168186,0.7301205670831815
117617-70-6,0.7074315398549099,0.2925684601450902
142-31-4,0.39524708161591005,0.60475291838409
4724-48-5,0.8652749101928267,0.13472508980717335
55512-33-9,0.6701294455910044,0.32987055440899565
111-85-3,0.7365429633108169,0.26345703668918313
124-13-0,0.9579992225804786,0.0420007774195214
137-03-1,0.9561073408024611,0.04389265919753896
6071-27-8,0.9522905400386934,0.047709459961306634
2435-16-7,0.7485029301503905,0.25149706984960957
713-95-1,0.9068697099973043,0.09313029000269574
104-67-6,1.0,0.0
1987-50-4,0.4247070646016793,0.5752929353983207
18979-65-2,0.4079291187286041,0.5920708812713958
63233-54-5,0.05805481341428074,0.9419451865857192
7377-03-9,0.9530496145362709,0.046950385463729094
68155-07-7,1.0,0.0
4230-97-1,0.8616845081118453,0.13831549188815467
111-70-6,0.8771749307027739,0.12282506929722618
52364-72-4,0.8006053648617282,0.19939463513827188
2499-58-3,0.8569090829292029,0.14309091707079713
2463-53-8,0.8194081029703221,0.18059189702967804
26680-54-6,0.8984246996559456,0.10157530034405436
111-71-7,0.9252414297537274,0.07475857024627264
13074-65-2,1.0,0.0
1117-86-8,0.8371773724656509,0.162822627534349
119-89-1,0.48553926855581775,0.5144607314441823
101-86-0,0.8662120745157266,0.1337879254842734
136-77-6,0.3653856650185817,0.6346143349814184
30406-18-9,0.9239903915536398,0.07600960844636014
111-14-8,0.74885205550702,0.2511479444929799
7237-81-2,0.8632650989069459,0.13673490109305406
111-26-2,0.53522730247785,0.46477269752215
61422-45-5,0.4616201118348254,0.5383798881651747
111-27-3,0.7333468773740388,0.2666531226259613
112-25-4,0.7077276990585781,0.29227230094142187
112-59-4,0.7308460403617718,0.2691539596382282
10305-38-1,0.8523815722613691,0.14761842773863096
3478-44-2,0.6998053507482962,0.3001946492517039
629-33-4,0.9458202651677017,0.05417973483229832
21270-33-7,0.0,1.0
21270-14-4,0.0,1.0
5431-31-2,0.8673057311227054,0.1326942688772946
41424-11-7,0.8631770813573288,0.1368229186426711
107187-05-3,0.7411568005286756,0.2588431994713245
147315-50-2,0.7379048818079089,0.2620951181920911
53370-90-4,0.7314360446592665,0.2685639553407336
6789-88-4,0.7725973349268278,0.2274026650731723
17867-69-5,0.8511419307379237,0.14885806926207626
111-31-9,0.667676155467567,0.332323844532433
544-10-5,0.8102203117947339,0.18977968820526608
111-25-1,0.6378132530378872,0.36218674696211295
42482-06-4,0.7587653261604242,0.24123467383957573
66-25-1,1.0,0.0
23433-05-8,0.8190802559863286,0.18091974401367134
104-61-0,0.9563709309019213,0.04362906909807869
3391-86-4,0.6725954045884481,0.3274045954115519
745-65-3,0.7019613948915306,0.2980386051084693
363-24-6,0.5286213762538615,0.47137862374613854
80614-27-3,0.729568041292943,0.2704319587070571
1766-91-2,0.7437798287464285,0.25622017125357155
101-85-9,0.6922252227791746,0.3077747772208253
136-81-2,0.4615076362405447,0.5384923637594554
38237-76-2,0.46662049091647095,0.533379509083529
4312-93-0,0.8069926533268433,0.19300734667315678
123-68-2,0.7030030763185007,0.2969969236814993
76990-85-7,0.6569738777783488,0.34302612222165113
20308-43-4,0.6649897889924671,0.33501021100753303
10589-74-9,0.24893557914211203,0.751064420857888
71-41-0,0.7733523168380125,0.22664768316198747
638-49-3,0.8946151545152279,0.10538484548477209
17810-53-6,0.0,1.0
21270-10-0,0.0,1.0
52364-71-3,0.8173587428727302,0.18264125712726975
104485-01-0,0.7310726531247762,0.26892734687522385
101893-08-7,0.3682358695532911,0.631764130446709
2720-73-2,0.9317843567166337,0.06821564328336618
20056-92-2,0.8095329338403309,0.19046706615966913
557-48-2,0.6399027263560364,0.36009727364396366
18829-55-5,0.8906181853251309,0.10938181467486913
110-62-3,0.7074040140334528,0.2925959859665471
110-59-8,0.5761686025034308,0.423831397496569
23433-04-7,0.7875723433984617,0.2124276566015383
104-50-7,0.8374370404175616,0.1625629595824384
841-73-6,0.5952119350974278,0.40478806490257224
2210-63-1,0.11970593043544332,0.8802940695645568
50-33-9,0.08481393946356879,0.9151860605364311
129-20-4,0.08693070790157367,0.9130692920984264
6066-49-5,0.26134452793384677,0.7386554720661532
335153-21-4,0.2701697832401003,0.7298302167598996
64357-33-1,0.40219034370569634,0.5978096562943037
536-69-6,0.7300186511169056,0.26998134888309444
3180-09-4,0.21265228381670628,0.7873477161832937
16006-72-7,0.3306147038071638,0.6693852961928363
87792-15-2,0.4653406675990223,0.5346593324009777
87792-14-1,0.3520237410833336,0.6479762589166663
87792-13-0,0.29598729979815,0.7040127002018501
168152-75-8,0.0,1.0
141645-16-1,0.6130626698894235,0.38693733011057657
138401-24-8,0.06456777983145626,0.9354322201685438
109-52-4,0.9410159835355237,0.05898401646447627
61019-78-1,0.6593750431691557,0.3406249568308442
88671-89-0,0.5227437635594199,0.4772562364405801
58902-64-0,0.055784949315123684,0.9442150506848764
27470-51-5,0.2696302650585271,0.730369734941473
79983-71-4,0.46149488361732127,0.5385051163826787
38615-43-9,0.25727501323733964,0.7427249867626604
111-75-1,0.501584372769948,0.49841562723005206
1126-78-9,0.46809018915145073,0.5319098108485492
28395-03-1,0.5466102607617566,0.4533897392382434
2782-40-3,0.39905943368999885,0.6009405663100011
592-31-4,0.3564645363495377,0.6435354636504623
6336-01-2,0.39139940164629594,0.608600598353704
55406-53-6,0.5850674762772634,0.4149325237227366
13887-58-6,0.26029609573680623,0.7397039042631938
3622-84-2,0.3766291224012487,0.6233708775987513
111-36-4,0.1946592198546004,0.8053407801453996
1005-67-0,0.5282361599497492,0.4717638400502508
3470-98-2,0.7059246958755092,0.29407530412449084
3817-11-6,0.37327649859560164,0.6267235014043985
16227-10-4,0.3929946332568665,0.6070053667431335
63716-31-4,0.23213719956275072,0.7678628004372492
54395-37-8,0.40703525732297763,0.5929647426770224
71-36-3,0.689821870659521,0.310178129340479
1928-45-6,0.0,1.0
6959-71-3,0.6663251836593813,0.3336748163406187
7420-06-6,0.7271845311848063,0.27281546881519364
111-76-2,0.7239126580941251,0.27608734190587486
112-34-5,0.8388339274202105,0.16116607257978954
143-22-6,0.8932881413376004,0.10671185866239957
112-56-1,0.8848816745223654,0.11511832547763456
4223-11-4,0.7923770595716396,0.20762294042836033
3102-00-9,0.6017762107593012,0.39822378924069884
2426-08-6,0.538345237732169,0.46165476226783086
1852-16-0,0.5884711701221682,0.4115288298778318
111-34-2,0.5468901103695162,0.4531098896304838
17751-76-7,0.0,1.0
21269-98-7,0.173247001533225,0.826752998466775
33236-00-9,0.0,1.0
70193-21-4,0.5384498670345731,0.46155013296542674
5459-58-5,0.8786212758799553,0.12137872412004466
122-43-0,0.6857237287288465,0.31427627127115343
66232-25-5,0.4002046796320241,0.5997953203679759
7397-62-8,0.9377629473631599,0.062237052636840005
94-80-4,0.0,1.0
2438-72-4,0.7404884029356913,0.25951159706430865
141-32-2,0.4712145426763338,0.5287854573236662
90842-58-3,0.26443190198611094,0.7355680980138891
136-60-7,0.8322678953052405,0.16773210469475944
20954-16-9,0.44633231127678236,0.5536676887232177
20954-14-7,0.12492302391056727,0.8750769760894327
28570-58-3,0.4378511849761115,0.5621488150238886
7756-96-9,0.8136501248636591,0.1863498751363409
67330-25-0,0.38671565072676184,0.6132843492732382
88599-43-3,0.9430306079873085,0.05696939201269147
82989-25-1,0.6377231114840182,0.3622768885159819
2314-09-2,0.6900226332492073,0.3099773667507926
75147-20-5,0.8593712166817548,0.14062878331824535
64047-35-4,0.7286731076433733,0.27132689235662666
544-16-1,0.6656037552200085,0.3343962447799915
6607-49-4,0.7006640450616026,0.29933595493839743
2314-17-2,0.49871878673040865,0.5012812132695914
