CASRN,EPA_svm_mordred-1,EPA_svm_mordred-2,EPA_svm_mordred-3,EPA_svm_mordred-4
68630-75-1,0.03605982055589031,0.09062861552560733,0.3484622708199361,0.5248492930985658
82560-54-1,0.13896571719704645,0.5757281238345978,0.2458314446851172,0.03947471428323884
33236-08-7,0.02552866940946685,0.1478669987198663,0.7969229204752099,0.02968141139545676
26685-57-4,0.03752395394785018,0.16756434821969998,0.6923117799632742,0.102599917869176
78-69-3,0.008374631422926082,0.007669643226313796,0.5206542159322075,0.4633015094185525
78-44-4,0.06949506845695133,0.17724788829572957,0.6892596057351489,0.0639974375121708
81335-77-5,0.03072019090643849,0.07209219801763725,0.28385538145868544,0.6133322296172388
115767-74-3,0.02245133186457435,0.11742588563529414,0.5124423644341413,0.3476804180659903
51893-82-4,0.2791314589020069,0.6696078317525168,0.044515768851203875,0.006744940494272757
1610-17-9,0.025609725234408208,0.0795607768741789,0.841232353026874,0.053597144864538857
3853-74-5,0.4297215123755762,0.5162911253335487,0.04951445957331824,0.0044729027175567995
834-12-8,0.025334750554715818,0.08838021471293392,0.8277655695006934,0.05851946523165704
72576-80-8,0.012808150312990676,0.031899367715136545,0.6464335907046778,0.30885889126719535
90622-57-4,0.008612080548415127,0.03901195547993766,0.2077784565402689,0.7445975074313785
29804-22-6,0.013425816119794761,0.034113431952790194,0.35439936452593873,0.5980613874014764
2035-99-6,0.061154572230659926,0.014014030599793687,0.18431354762040386,0.7405178495491425
2198-61-0,0.008482316916599215,0.017712523020417613,0.15614169779535444,0.817663462267629
109-19-3,0.0019985096086932055,0.009998964318575538,0.14128872546295784,0.8467138006097732
539-90-2,0.005413601853046935,0.012486493632968708,0.23264333300673873,0.7494565715072459
55837-18-8,0.019120827810541693,0.08907816646486502,0.7918529431073617,0.09994806261723167
57-43-2,0.13625779073657765,0.6456686035249186,0.18818495882418487,0.029888646914318476
64-43-7,0.08833798584130861,0.7727620716462817,0.12248901451084483,0.016410928001565
37205-87-1,0.0031448284976593774,0.02277723964934714,0.7205203577558493,0.2535575740971446
16537-52-3,0.6963970989345115,0.2230655104291912,0.06297882319564872,0.017558567440648626
24838-84-4,0.06511299237220489,0.7281897297193715,0.19153293820710982,0.015164339701313874
137863-20-8,0.029848841052234707,0.10101164484994786,0.6629486338992506,0.2061908801985667
21270-25-7,0.02727534286310441,0.7260013317140714,0.16844456574602543,0.07827875967679856
21270-04-2,0.019916937680247132,0.73841262806554,0.18990500315792858,0.051765431096284106
109-15-9,0.015941314249075814,0.011442489848280663,0.27832217847416263,0.694294017428481
97-87-0,0.0024036559225531187,0.01545850829238483,0.2692184575631927,0.7129193782218695
112-11-8,0.007975688070198578,0.032143194706680964,0.3182237667870817,0.6416573504360388
97683-31-3,0.028430087091216204,0.09200604385321287,0.3679181141312483,0.5116457549243225
1912-24-9,0.028661312143827885,0.12856702338873896,0.7784955289757639,0.06427613549166893
68228-18-2,0.026171031430891466,0.09798432980173398,0.5476907715300495,0.3281538672373252
57375-63-0,0.011245401209853926,0.044415622256894036,0.27999308981554066,0.6643458867177114
3733-84-4,0.16654713178362526,0.2994264420864647,0.47361410401547416,0.060412322114436014
51162-51-7,0.21588241900808847,0.5164370979032791,0.24865101283273705,0.0190294702558953
328-04-1,0.6343264807933049,0.2719169801977538,0.07184607982181225,0.021910459187128813
29911-28-2,0.015615278378655952,0.03401696775720396,0.6582617436347472,0.29210601022939287
91315-15-0,0.010253027514537839,0.18993957301494244,0.6974310486204147,0.10237635085010494
40910-49-4,0.0039968627969746975,0.012768367260521015,0.1308700647110843,0.8523647052314203
141-14-0,0.019359742625396525,0.01111256894642052,0.2044502925435775,0.7650773958846055
69929-16-4,0.0022895408852017713,0.042601394944263654,0.31732807076808417,0.6377809934024502
134701-20-5,0.01710606684829812,0.2530555204462901,0.48210629136937183,0.24773212133603992
113658-85-8,0.09034918844673556,0.14095212288917172,0.5664357716160446,0.202262917048048
10031-58-0,0.026686523275095107,0.1868960699860469,0.5682747991258632,0.21814260761299475
40596-80-3,0.016915734262592665,0.11347704400785903,0.32404913101753235,0.545558090712016
477-32-7,0.05866499207638227,0.13314295246642932,0.70025509388191,0.10793696157527849
86401-95-8,0.02427728882347575,0.032044159220863754,0.4909522538165068,0.452726298139154
1020-35-5,0.43750186214978626,0.4966433648732227,0.05331243300315505,0.01254233997383616
5633-25-0,0.5635340458019703,0.3211063637950102,0.10346688105738619,0.011892709345633154
43033-72-3,0.6501541001257212,0.24988159915341704,0.08939778952692917,0.010566511193932782
51218-45-2,0.011702988232884634,0.10965602363094164,0.8225040184386014,0.056136969697572536
2307-68-8,0.012743800094753541,0.1740996685642802,0.7314268307558496,0.08172970058511685
38285-49-3,0.003503985974000246,0.058939267691653544,0.5771130962039018,0.36044365013044466
37172-05-7,0.02644793352187211,0.28931917301783167,0.5500110102147291,0.1342218832455672
7319-47-3,0.03955010324755873,0.25192236617634695,0.6151426456553153,0.09338488492077918
314-40-9,0.11488811267750791,0.1735876582801442,0.6286957982915562,0.08282843075079162
105-46-4,0.002416272316334658,0.029771869189830436,0.47626345172290974,0.4915484067709254
54839-24-6,0.004729932144021144,0.03598486990797176,0.5264563106726207,0.43282888727538643
141773-73-1,0.012809148353772726,0.04470813380119025,0.6807250624375877,0.26175765540744966
58327-22-3,0.0034977422088319455,0.021858382935522343,0.19042170100349273,0.7842221738521529
236391-76-7,0.026961614115647597,0.023447971501791065,0.5074665616133489,0.4421238527692126
50602-40-9,0.014244181428248235,0.12395991946235971,0.790559881161144,0.07123601794824823
54546-26-8,0.00770424815343978,0.020414194684034163,0.5460306213177641,0.42585093584476175
41767-29-7,0.05040122482603839,0.07483457110501542,0.739877695998921,0.13488650807002525
25122-46-7,0.019329258924257277,0.05551525955880475,0.8185055843802144,0.10664989713672357
80474-14-2,0.031088819677825102,0.07465468526289498,0.7442669765183486,0.14998951854093148
5787-73-5,0.01708818555745817,0.7184381762058014,0.24755792399151152,0.016915714245228558
2282-34-0,0.1777705887216266,0.45739274229152943,0.3054429434120709,0.05939372557477305
2917-19-3,0.7328646532219372,0.23421091627199098,0.029989447214583305,0.0029349832914884774
3766-81-2,0.2623606974648355,0.6296265452006392,0.09573556379321047,0.012277193541315207
1225-25-8,0.019798082805928187,0.19227957513672989,0.5925728128952894,0.19534952916205242
27778-78-5,0.03225038464963431,0.16559800149774148,0.769566487003742,0.0325851268488823
27684-90-8,0.06455749013408639,0.3959665585009723,0.5095196827858031,0.029956268579138193
35384-89-5,0.03947434298179596,0.4748699969101776,0.43374511889820033,0.05191054120982593
24729-96-2,0.047695351828201026,0.12567168894803996,0.4241680421208799,0.40246491710287896
561-78-4,0.07810524139997296,0.7023864993230244,0.2002132616127665,0.019294997664236275
33499-14-8,0.03074773299277828,0.2760273548607309,0.6351019551289435,0.05812295701754756
30238-40-5,0.038413075391679055,0.10323806018373188,0.7578015972118494,0.10054726721273924
123172-53-2,0.032099100014639274,0.17738667261955993,0.6917025724011607,0.09881165496464007
89396-94-1,0.006729966640123232,0.038262348496759344,0.5575390787863951,0.3974686060767225
64050-87-9,0.008404897859128816,0.14190449294006127,0.8241786664282712,0.025511942772538647
3614-30-0,0.06385244301585886,0.2716499288412437,0.6235013685252117,0.04099625961768584
2753-45-9,0.005950592666971984,0.45384491626515405,0.48304231339384845,0.05716217767402542
68141-17-3,0.005745043553519062,0.027278194218933988,0.22160939752327397,0.7453673647042728
79985-89-0,0.07154028420452946,0.20644575587384414,0.6838791795717735,0.038134780349853056
82586-52-5,0.02291959703425451,0.030930388562440823,0.748152036061394,0.19799797834191074
22791-12-4,0.26599508957860835,0.5461188115173532,0.17440444325034288,0.013481655653695315
70667-26-4,0.039813468128317896,0.695096245211333,0.15067051604459047,0.11441977061575878
7789-99-3,0.004093013806382218,0.07583428049059404,0.5446651251004779,0.37540758060254587
106463-17-6,0.008636362095542449,0.09946631690401121,0.46509273820674835,0.42680458279369765
57558-46-0,0.04297062796050221,0.16144090878596076,0.7237661364213472,0.07182232683218996
33054-87-4,0.03604583022447917,0.0754121958856487,0.5800226509398018,0.3085193229500704
5389-12-8,0.2075072039794182,0.18831298407161262,0.5504050359968842,0.05377477595208502
1093653-57-6,0.015243758888071338,0.02846711531902392,0.4402849611344766,0.5160041646584284
105-30-6,0.0033735072523296094,0.04454581590293872,0.8886921957031869,0.06338848114154452
110-41-8,0.005998010106492647,0.008580217356773836,0.2227840685077657,0.7626377040289681
7786-29-0,0.017233721373706018,0.016665149177328552,0.619415101214646,0.3466860282343197
123-15-9,0.004164874587120172,0.022917636595842804,0.8066757422976362,0.16624174651940102
42615-29-2,0.008413900673080362,0.15139565238428856,0.7378660938774666,0.10232435306516406
97-61-0,0.003621446107222685,0.05866302132851077,0.8054694666870524,0.13224606587721396
76-73-3,0.2273367970103025,0.4740778553578064,0.27324363894166087,0.025341708690230433
309-43-3,0.06117438144126796,0.7560850853345421,0.16223202223609104,0.0205085109880987
66941-93-3,0.08256028407037577,0.5452028276451787,0.3314711105330255,0.040765777751419964
30677-46-4,0.012276405159855367,0.4489536919701093,0.5302091825782155,0.008560720291819571
623-40-5,0.011631961130583277,0.2878131615426431,0.6423168952301739,0.058237982096600034
123-96-6,0.09192332521903201,0.09770720042232599,0.48136515088587684,0.3290043234727656
43201-95-2,0.0008211195834281601,0.008350451598050939,0.2121808130618776,0.7786476157566434
142-55-2,0.057731300486075485,0.028745585841158938,0.4529753212156602,0.4605477924571054
5131-66-8,0.01933542800754049,0.22191545585995712,0.5485836644112141,0.2101654517212881
1569-01-3,0.0030714200772644635,0.054035944743696045,0.8351976714686138,0.10769496371042575
81406-37-3,0.019311414524122786,0.30459318811280417,0.5214091184091176,0.1546862789539555
99607-70-2,0.014856371838989869,0.254770043293039,0.5138145532993919,0.2165590315685793
3084-62-6,0.018779190879038673,0.6486359810688757,0.30564852312706153,0.026936304925024
541-95-7,0.0029358424364426166,0.04397468135680801,0.7373730893389633,0.21571638686778627
139001-49-3,0.012058513395984911,0.08414408514999143,0.5629149240923608,0.3408824773616624
120-62-7,0.03473764160622453,0.19674640269084734,0.46796579232525726,0.300550163377671
557-36-8,0.05058420656627016,0.13697236091290646,0.6473023969967914,0.16514103552403178
96-17-3,0.007910851529296669,0.05121334696778756,0.7954326409734148,0.14544316052950085
14765-30-1,0.05773590568914407,0.07974139731448733,0.682016356839045,0.18050634015732328
99-71-8,0.016051588812147737,0.43339064950422895,0.5289186784257123,0.021639083257911227
89-72-5,0.016178509132290055,0.16381092842579079,0.7817536186079244,0.03825694383399498
61005-12-7,0.04286273435174331,0.5082690003029454,0.4241059129793493,0.02476235236596188
88-85-7,0.06012875550195805,0.4799775318807891,0.41179825316986524,0.048095459447387905
61614-62-8,0.291968895241004,0.26403423416104094,0.2534755932339515,0.19052127736400334
104-89-2,0.02570342573868224,0.6533344305828137,0.29357596927265683,0.027386174405846963
70700-29-7,0.03693059406765782,0.3467050610185225,0.5242424992084433,0.09212184570537632
96-29-7,0.016440160320665587,0.44084685889252145,0.4765610293832792,0.06615195140353375
106461-41-0,0.010778197930173514,0.2995062572441511,0.6545411893019226,0.035174355523752976
84625-61-6,0.05123862212721525,0.29473223170448853,0.4825792846677268,0.1714498615005692
78-92-2,0.01086408530569598,0.05984434973603487,0.7843769763664354,0.14491458859183426
17751-77-8,0.08332754567630427,0.645275759356134,0.23759019152314373,0.03380650344441749
21270-20-2,0.008654518293189603,0.7177708826483904,0.23982671438638287,0.03374788467203731
21270-21-3,0.036377613053866026,0.6358137158080298,0.2915295159014484,0.03627915523665623
21269-99-8,0.04611384996097667,0.49082996028309417,0.3967252640584363,0.06633092569749272
21395-07-3,0.048406630803076806,0.3805249723875715,0.4647829614755458,0.10628543533380563
83161-22-2,0.006760041524983653,0.04395655625132876,0.6776571788774366,0.2716262233462511
513-53-1,0.013144833104363455,0.030837191033251676,0.4393436469964164,0.5166743288659688
78-86-4,0.009207593798137455,0.017574973005723055,0.39773527669397385,0.5754821565021658
27970-79-2,0.002537477530792364,0.03466530920585524,0.5658014233204082,0.3969957899429443
5412-64-6,0.026599599322663883,0.6930871529401156,0.2595621181441281,0.020751129593092568
14417-88-0,0.04010605155252875,0.24323724084397572,0.5008568390582283,0.21579986854526723
59875-04-6,0.003893478360552571,0.03731511938571536,0.44461836609548355,0.5141730361582486
13717-04-9,0.022509978045762213,0.29893425375918387,0.5637858773218962,0.11476989087315755
138-22-7,0.00599934044248983,0.03582419161850525,0.7320193215174113,0.22615714642159365
53651-69-7,0.002225085395514191,0.02346000126216397,0.3571677706535092,0.6171471426888125
99-79-6,0.030260494677954945,0.43977738154011814,0.31673332454527364,0.21322879923665328
122008-85-9,0.016892002194228945,0.43195451198246726,0.4893754890777584,0.0617779967455456
10402-53-6,0.021798510935344587,0.3711144023973806,0.5918433087605033,0.015243777906771745
34067-03-3,0.20681566402933568,0.44902790571669093,0.31182737643426145,0.03232905381971206
94876-55-8,0.02785523303156307,0.5210199785915037,0.4027716110600016,0.04835317731693178
66941-53-5,0.028536538894510195,0.21960901336262817,0.6786884053377383,0.07316604240512345
86371-40-6,0.02803834660041299,0.24987286116247004,0.6816971865279704,0.04039160570914633
130693-82-2,0.09037499046795404,0.17080332286895455,0.46499950491749303,0.27382218174559836
29766-64-1,0.037304620105584094,0.136974827160517,0.7624895625019215,0.06323099023197734
63716-10-9,0.0023310984475538037,0.030040398482776627,0.7476616507164191,0.21996685235325042
1569-02-4,0.0026258128207722257,0.025314589838775978,0.6966460454501714,0.27541355189028005
1083-57-4,0.01763234368410403,0.39128657714285603,0.4896180785853801,0.10146300058765961
7493-57-4,0.00275104877529509,0.009609366437045611,0.296936004512268,0.6907035802753914
59323-76-1,0.04788060008890125,0.08327589796644509,0.8269627783240402,0.04188072362061336
27205-24-9,0.022228574544851963,0.22949566220678613,0.6860540275726306,0.06222173567573113
1647-12-7,0.011976001189136316,0.12098951545582166,0.35763697441373987,0.5093975089413022
14631-45-9,0.05378146644335657,0.18949611150642368,0.6758468353792086,0.08087558667101102
7698-97-7,0.01625947510981969,0.08800434823440101,0.5409483747058903,0.35478780194988907
92454-60-9,0.07418241264900717,0.11780224423194716,0.6999746764939946,0.10804066662505094
120-45-6,0.0013022741501337379,0.02137428684853437,0.6936890633614625,0.2836343756398697
10137-87-8,0.47088970294511934,0.18060814375062742,0.3311347098952581,0.017367443408995393
54335-73-8,0.4130255541337843,0.4749440667744337,0.0934836545700031,0.018546724521778957
83435-67-0,0.04637572038203887,0.0814341534679654,0.5784000383825133,0.2937900877674827
82586-55-8,0.039190010097607746,0.055061982267775415,0.7197053712123941,0.1860426364222227
87333-19-5,0.01772759532038678,0.10600394206601621,0.6866567852089589,0.18961167740463822
16118-49-3,0.030460324644475463,0.10021538989062562,0.5923403341796141,0.27698395128528525
16378-22-6,0.03734324342583809,0.4148305003458405,0.4857338230741032,0.06209243315421831
22212-55-1,0.004388211172049788,0.09009567935868257,0.6428090318008988,0.2627070776683691
97-64-3,0.006391021752621762,0.020899739511496755,0.8178578584048896,0.15485138033099202
87237-48-7,0.01671591317698254,0.3878326109306663,0.4914306746169003,0.104020801275451
66441-23-4,0.025425218904313564,0.15235168867782214,0.7437839847710298,0.07843910764683405
66441-11-0,0.02706264504208141,0.0990726689866903,0.5558084771089165,0.3180562088623117
2556-10-7,0.0016223601131274145,0.007944718615971718,0.2808602292926159,0.7095726919782849
51-14-9,0.01910098675029551,0.1277222362916058,0.763506824445447,0.08966995251265175
145040-37-5,0.03228571161520549,0.2173343438072045,0.6027863335215201,0.14759361105606988
54350-48-0,0.011023774904480433,0.08849411198231058,0.44501618920449104,0.455465923908718
50765-78-1,0.018203046951356824,0.18678385058595579,0.7457665352040799,0.04924656725860761
50765-95-2,0.03951243241711052,0.7772515147101982,0.16194990766024878,0.021286145212442386
461432-25-7,0.027869626117883167,0.08985122580553477,0.47790382073612564,0.40437532734045634
54406-48-3,0.02322466643373873,0.3134610235891524,0.36285287337277833,0.3004614366043307
79-81-2,0.02595866624627853,0.08144267671112924,0.39079641509888613,0.5018022419437063
53839-71-7,0.028703187590841173,0.0807904999297366,0.591072704182054,0.2994336082973679
106-29-6,0.005735949698712757,0.005132989294448551,0.19834976570031865,0.7907812953065202
61750-69-4,0.006761377593871931,0.14146457159814577,0.4106564262483142,0.44111762455966796
40267-72-9,0.0016906258367372165,0.014991429505244592,0.1201941565160443,0.8631237881419739
3290-92-4,0.10138136806065222,0.04203462152755941,0.3382014166649577,0.5183825937468305
53083-27-5,0.05622558558006677,0.0781418132308775,0.47665088539923484,0.3889817157898203
19089-24-8,0.03741043042547044,0.14945760768088015,0.7517544940001402,0.06137746789350925
70381-67-8,0.04371181690890427,0.1782398364990339,0.7013245554796332,0.07672379111242877
17689-77-9,0.053951628096740124,0.13786907397043832,0.5706134615283599,0.237565836404462
145650-60-8,0.0376445768774576,0.10045312783782594,0.38077195422638316,0.4811303410583333
97-41-6,0.04141130366010796,0.16003410975121415,0.5454394099489973,0.25311517663968064
84012-64-6,0.0567893068815788,0.06814000015775525,0.3168564164027372,0.5582142765579283
144-39-8,0.006705973441158947,0.01894034444425375,0.25889527446362653,0.7154584076509605
61931-80-4,0.006017462823150071,0.013345922756852547,0.24126946068591446,0.7393671537340829
64748-21-6,0.14827464303893875,0.31374213832021114,0.44767760882420676,0.09030560981664269
82163-55-1,0.0342421475695262,0.2101173308275349,0.5802465209940176,0.17539400060892127
50765-88-3,0.02796369658734193,0.8341676387674998,0.12116211592744146,0.016706548717716763
90729-41-2,0.038877261001665504,0.344474336718415,0.500050053251153,0.11659834902876662
57846-36-3,0.05931876979258988,0.3122389807450809,0.5794056745025844,0.049036574959744755
39562-70-4,0.011657898352603583,0.04770528809576431,0.8060515366439951,0.134585276907637
638-10-8,0.0019359210506349046,0.03228711221927759,0.5552904357778013,0.41048653095228604
106700-29-2,0.016283931195742726,0.1054106372938126,0.7843463364505281,0.09395909505991654
61792-11-8,0.009500891292753486,0.022598003475203927,0.789746817630853,0.17815428760118981
24199-46-0,0.014411861963633773,0.03713709016758868,0.4977987222104763,0.4506523256583013
70381-28-1,0.020487549283635137,0.11829497459077835,0.7951602733606343,0.06605720276495212
132031-81-3,0.03622069772827494,0.1992740391652113,0.5265542206483161,0.23795104245819754
80310-21-0,0.03371573291349192,0.21121831287911313,0.6994362596143415,0.055629694593053294
56611-65-5,0.041996364975564346,0.17609828011418546,0.6699596333970093,0.11194572151324106
13925-07-0,0.007016239032446063,0.12470333129898517,0.8286121335365036,0.039668296132065274
70381-39-4,0.022634455642442142,0.13163034653456876,0.7983259767187167,0.04740922110427231
149543-07-7,0.035366809335415396,0.21448656147371395,0.6798083816085124,0.07033824758235828
15911-11-2,0.029402419598219955,0.1943876462444982,0.6913975548226011,0.08481237933468062
88-29-9,0.021253561918183905,0.0981292745796148,0.7176220626087174,0.1629951008934841
68480-17-1,0.0054052918001195665,0.033101215981722214,0.6167017865859467,0.3447917056322115
5957-75-5,0.03602059756038734,0.17307094272703233,0.7050078490999423,0.08590061061263833
35044-59-8,0.007469223513351443,0.19215609185668756,0.47377336225326194,0.32660132237669914
125055-60-9,0.03669591638177988,0.7738220355166419,0.14579698795168505,0.04368506014989352
88969-41-9,0.012956507028139897,0.023301650163551985,0.4277995060095562,0.5359423367987518
62395-45-3,0.0035193642871893653,0.02248010506285302,0.21866447817897508,0.7553360524709828
32766-80-6,0.014616504298063385,0.07042066144706144,0.48991437463834686,0.42504845961652865
3763-77-7,0.0713862397324994,0.21365168826821107,0.6492866832751886,0.06567538872410114
125055-73-4,0.03838315153265441,0.49095241142371376,0.27904639939024994,0.19161803765338203
23674-86-4,0.06138506627757829,0.06576371602848606,0.7506796578063898,0.12217155988754573
1253-28-7,0.011677784930173745,0.04805476398323267,0.5802833328572579,0.3599841182293359
33765-80-9,0.0144167682274754,0.054710644235501475,0.6775648608442391,0.2533077266927843
3568-56-7,0.5447972756354746,0.4198148075972896,0.03234958304151338,0.0030383337257223722
92065-18-4,0.2352684421927666,0.3456192103564767,0.34388361154228575,0.07522873590847101
13539-59-8,0.04929074419368261,0.3111913103762261,0.5536459447781251,0.0858720006519661
2532-49-2,0.18685728956945236,0.4629775339330177,0.3290648756445093,0.02110030085302051
78541-98-7,0.10542307631011542,0.5434490258463617,0.32925986303554294,0.021868034807979872
55242-55-2,0.05344666627242427,0.11617159787287933,0.6954916268298128,0.13489010902488335
87344-11-4,0.018041985578257775,0.06370038641507429,0.8453999681585757,0.07285765984809227
1399-80-0,0.01616285039014096,0.0712293276497014,0.8389619821315255,0.07364583982863196
22345-47-7,0.03619516800664067,0.136571173609346,0.6356753772569312,0.19155828112708218
82875-37-4,0.007715840883861453,0.03615355447493979,0.36026696592038204,0.5958636387208167
6670-95-7,0.11046991436842801,0.07773470157495421,0.5814391481729463,0.23035623588367138
82875-46-5,0.004547345819822554,0.029360409119026463,0.28781586128197234,0.6782763837791788
82875-43-2,0.006901714159288673,0.029328479057916104,0.31826151509368555,0.6455082916891096
33232-85-8,0.07730239487759799,0.7728990475394838,0.1262778300346392,0.023520727548279257
1942-80-9,0.2217748774417562,0.6647321370564484,0.09716827708504365,0.016324708416752196
88150-62-3,0.054963636231254526,0.24273443686459237,0.5164339282246115,0.18586799867954168
73698-61-0,0.03479470734938887,0.07642171057768124,0.7621758630826425,0.1266077189902875
134169-75-8,0.03537438538597858,0.06543511497410921,0.604739518103537,0.2944509815363754
57846-37-4,0.06604695092770423,0.5897618544164307,0.3066553574992213,0.03753583715664373
85365-53-3,0.03172945736467448,0.1321828008367744,0.7496657522519409,0.08642198954661033
75274-15-6,0.022392499791546405,0.08775470302311492,0.7798365097500658,0.11001628743527272
167004-78-6,0.18909401659077377,0.3517352055084363,0.34938109587670907,0.10978968202408083
75274-19-0,0.03022448443146818,0.09701429434834648,0.7461226595448347,0.1266385616753505
117378-04-8,0.002239244643342263,0.027563513389572195,0.8244713683753349,0.14572587359175085
92-09-1,0.10481204674937765,0.20254609541167604,0.32836828303597393,0.36427357480297223
142-90-5,0.005449737008150566,0.0214807682633597,0.23931328793991063,0.733756206788579
97-88-1,0.005762761048915893,0.055864319767549325,0.26814637896183413,0.6702265402217006
25044-01-3,0.00319686830765703,0.16907579459835595,0.440082310981098,0.38764502611288887
39670-09-2,0.001919860863175205,0.0103646738229593,0.4761462110513706,0.511569254262495
20363-83-1,0.018020209231553393,0.18684418786494195,0.4581005495260227,0.337035053377482
97-63-2,0.005384279627369638,0.10981804358942301,0.30725593348787616,0.5775417432953309
53153-66-5,0.037819037223866536,0.17847321966702867,0.5439041513350831,0.2398035917740217
1128-08-1,0.010299490564085355,0.03503601268332201,0.44932619625598247,0.5053383004966101
112-12-9,0.023435199578464943,0.02898466043781177,0.45232450767849064,0.49525563230523245
821-55-6,0.19503631334570254,0.02673940532049681,0.2370241159809496,0.5412001653528512
111-13-7,0.010594708204157153,0.02880525760515736,0.7920769665257169,0.1685230676649688
110-43-0,0.08419606706961973,0.057545058203014414,0.736888636662575,0.1213702380647904
591-78-6,0.010286066809272907,0.03490484221044526,0.8351791371240204,0.11962995385626145
2052-15-5,0.00724319599954067,0.038457631341612585,0.2210773277443539,0.7332218449144928
40942-73-2,0.004313138581057553,0.01773178915088597,0.10136482154249339,0.8765902507255632
591-60-6,0.013162209179265744,0.19200443780065046,0.23033446209620742,0.5644988909238764
59558-23-5,0.006382874876917768,0.027704987387278765,0.47650641735514554,0.4894057203806582
2748-88-1,0.01610355159098409,0.38413443940379105,0.4432238070318141,0.15653820197341084
64-77-7,0.008942169531164374,0.07505142053474449,0.8118199395358895,0.10418647039820166
63992-49-4,0.004781788529606118,0.0765954780554411,0.8625789286074765,0.056043804807476144
63992-50-7,0.00428677901394954,0.06956317933212781,0.8472144255995018,0.07893561605442104
63989-86-6,0.00477253565973159,0.06270220061316727,0.8674005521921144,0.06512471153498653
5736-70-9,0.006192436204655624,0.043370853479670755,0.9234234333045752,0.027013277011098562
1610-29-3,0.004800388861123465,0.07931637021112789,0.6742427059384299,0.24164053498931834
1147-62-2,0.05549154545618699,0.5219374362166149,0.27866268658795157,0.14390833173924675
31143-55-2,0.03403285603553863,0.6196117823550209,0.3199952360895002,0.026360125519940263
125055-69-8,0.028127240942651927,0.7716303798774115,0.18270934121241222,0.017533037967524537
488-10-8,0.021997796011378738,0.0733002668713393,0.752110680386242,0.15259125673103988
1713-12-8,0.0012436629059443842,0.044092784216629634,0.8975621841739921,0.05710136870343388
125055-71-2,0.028708339964096816,0.7468697167910556,0.19164894728858634,0.03277299595626107
125055-59-6,0.020913654864566544,0.6872924886757519,0.22016506458987747,0.07162879186980424
125055-57-4,0.019430845103736574,0.7419715652576756,0.18671334822023214,0.051884241418355716
125055-55-2,0.018775542780326657,0.7567167443801157,0.18253097899984325,0.04197673383971402
125055-53-0,0.02012648478948474,0.7493919586578381,0.19765999251984626,0.032821564032830694
125055-72-3,0.02345514391638113,0.5446872121876357,0.3870416690451762,0.044815974850806954
26485-82-5,0.01118192297374456,0.05755768098487058,0.8293722152458088,0.10188818079557625
70381-35-0,0.01956033563670721,0.20891284540569516,0.7197942812389243,0.05173253771867337
98290-92-7,0.03190108706773476,0.26830327101721724,0.5882668479149189,0.11152879400012876
3848-24-6,0.002063616703138609,0.023426875886551974,0.6312915530751153,0.3432179543351942
88107-10-2,0.008579185308715495,0.15130766670053775,0.7772198613946091,0.06289328659613766
112668-65-2,0.019225648924893205,0.11550006101168347,0.7588621232979721,0.10641216676545144
112668-63-0,0.02590782581767014,0.1841757885983024,0.7153327115979651,0.07458367398606251
108427-72-1,0.02584673725004413,0.1993238703819628,0.6498347233060437,0.12499466906194914
81250-14-8,0.02524425119231159,0.31040009218436004,0.5800738777431039,0.08428177888022458
168152-83-8,0.032928907944363345,0.7916172648258899,0.1461723899610496,0.029281437268697138
168152-73-6,0.028532667481872626,0.7896462099105741,0.1531023133666002,0.028718809240953328
148504-51-2,0.030025034741659455,0.756599558227425,0.18039629106550664,0.03297911596540936
629-70-9,0.005078503154020015,0.008304547465101222,0.2952165057533666,0.6914004436275124
112-17-4,0.010263241446094092,0.005401807055908112,0.14046647254907368,0.8438684789489242
143-13-5,0.051506162885219434,0.013226854000608815,0.22849343008911496,0.7067735530250571
112-14-1,0.0020417362687131482,0.008245172146119691,0.22020236277468602,0.7695107288104811
112-06-1,0.008894611206914765,0.016367642456155074,0.32371663048808663,0.6510211158488435
142-92-7,0.0032269112050271193,0.0031932903997779487,0.0875260192464333,0.9060537791487613
628-63-7,0.012807129362092905,0.016756627564077923,0.1566078488529288,0.8138283942209001
14959-86-5,0.014756571185803662,0.024267217839407825,0.3702153529198762,0.5907608580549123
53042-79-8,0.010828238219172337,0.04800824442570048,0.32544699550517914,0.615716521849948
39920-56-4,0.021169038023631317,0.04355696709819412,0.4185635143894769,0.5167104804886978
123-86-4,0.001778777450872407,0.009893330448450664,0.21612968094439639,0.7721982111562805
112-07-2,0.0032530075796514337,0.024930675165411264,0.25622469859377295,0.7155916186611645
124-17-4,0.009160685480499631,0.015558857461846128,0.7555754811677774,0.21970497588987725
2442-10-6,0.021941510013159547,0.23851427938886371,0.4782019869414663,0.2613422236565104
18871-14-2,0.013160504601913599,0.03389527134859896,0.5315710660071544,0.4213731580423326
57960-19-7,0.032513502021061576,0.12711650264642604,0.36419219366846545,0.47617780166404666
539-88-8,0.005253808016906459,0.023690759727923418,0.32441265769050565,0.6466427745646643
66017-91-2,0.0316415236010279,0.0949668186570965,0.8307052134688533,0.042686444273022164
20706-25-6,0.0012934650857531285,0.006400617400335874,0.1652389551256407,0.8270669623882702
109-60-4,0.005507267009103706,0.011375380654905107,0.376103054078388,0.6070142982576032
141-97-9,0.005280874289094341,0.10408972181583873,0.3847553107896508,0.5058740931054163
