CASRN,EPA_xgboost_ecfp6bits-1,EPA_xgboost_ecfp6bits-2,EPA_xgboost_ecfp6bits-3,EPA_xgboost_ecfp6bits-4
2438-72-4,0.009714971,0.043414347,0.6612799,0.28559074
141-32-2,0.014149284,0.118451,0.4398996,0.4275001
90842-58-3,0.01293696,0.07837176,0.7503529,0.15833832
136-60-7,0.0040959744,0.008564485,0.34177005,0.6455695
20954-16-9,0.0012400162,0.009730131,0.91452694,0.07450294
20954-14-7,0.0010792916,0.011683327,0.944259,0.04297837
28570-58-3,0.0010484287,0.007184738,0.93443924,0.05732756
7756-96-9,0.0034933174,0.007629674,0.6672336,0.32164344
67330-25-0,0.025850452,0.07799743,0.66858333,0.22756884
88599-43-3,0.0059115393,0.008386829,0.88231,0.10339164
82989-25-1,0.0040052696,0.031846542,0.7694208,0.19472739
2314-09-2,0.0071927975,0.12751995,0.41053084,0.45475644
75147-20-5,0.006141673,0.06971195,0.32904983,0.5950966
64047-35-4,0.028705403,0.06636386,0.42934167,0.4755891
544-16-1,0.008110876,0.14466241,0.6793272,0.16789955
6607-49-4,0.024341874,0.13883342,0.7449102,0.09191448
2314-17-2,0.004795306,0.054823894,0.5034125,0.43696833
4560-93-4,0.025334919,0.20024975,0.59476286,0.17965244
64910-63-0,0.007773643,0.20652086,0.73067623,0.055029288
109-69-3,0.053540885,0.4214346,0.3944784,0.13054611
109-67-1,0.014892165,0.3334097,0.5785603,0.0731378
928-95-0,0.011475588,0.06697074,0.47023195,0.45132178
123-72-8,0.020712852,0.25634137,0.5428163,0.18012954
109-74-0,0.06760964,0.19354388,0.65177816,0.087068334
116020-44-1,0.019911485,0.15614034,0.6795031,0.14444508
66246-88-6,0.0110141635,0.17058359,0.76178086,0.056621376
1211-28-5,0.027390234,0.5350403,0.3352341,0.102335386
21531-91-9,0.01958387,0.09525363,0.47815746,0.40700504
698-76-0,0.016551325,0.057672393,0.48775774,0.43801853
105-21-5,0.018527528,0.06156879,0.6378409,0.2820628
60207-90-1,0.002664228,0.55181456,0.43237054,0.013150707
1003-14-1,0.033267442,0.37416148,0.45617566,0.13639538
105-31-7,0.03019349,0.15875308,0.67219526,0.1388582
39067-39-5,0.02121279,0.14201905,0.7423336,0.09443452
6082-56-0,0.00342769,0.64272165,0.3332469,0.020603769
103-65-1,0.018915495,0.24509034,0.591396,0.1445982
28785-06-0,0.0034051256,0.10204129,0.8294607,0.0650929
645-56-7,0.0059306417,0.03547614,0.8870861,0.071507126
94-58-6,0.012418272,0.15947856,0.80203867,0.026064508
644-35-9,0.01570554,0.10572064,0.8109767,0.06759713
7231-31-4,0.03192265,0.37309924,0.545255,0.049723104
51-52-5,0.07098971,0.21520847,0.6772986,0.036503244
14222-60-7,0.15622401,0.14660431,0.6798375,0.017334152
75464-11-8,0.020123856,0.26423723,0.62233627,0.093302675
151327-12-7,0.0010790478,0.98545754,0.006446909,0.0070164343
151327-04-7,0.014367054,0.899923,0.07471845,0.010991535
151327-11-6,0.0026329935,0.9279573,0.063393205,0.0060165245
151327-07-0,0.00075818424,0.88455075,0.09307337,0.021617634
168152-96-3,0.010234326,0.4177684,0.4751035,0.096893735
168152-92-9,0.0048797387,0.7627611,0.2188249,0.01353428
168152-72-5,0.00019343573,0.98423314,0.01120505,0.004368345
168152-66-7,0.0001231978,0.99175066,0.007262133,0.00086398015
168152-81-6,0.0015091544,0.90232694,0.08992043,0.0062434026
168152-80-5,0.0024043627,0.90954566,0.07472521,0.013324682
168152-67-8,0.00033271412,0.98402196,0.013513705,0.0021316512
168152-84-9,0.0026507718,0.8126987,0.15054013,0.034110326
168152-76-9,0.00023816078,0.988756,0.007146606,0.0038591966
168152-71-4,0.0036224716,0.53070366,0.43890944,0.02676445
1688-71-7,0.014468877,0.5088644,0.42466542,0.052001312
97392-14-8,0.041110277,0.42975456,0.51766276,0.011472378
70735-85-2,0.01030919,0.07038617,0.8415753,0.07772929
63233-46-5,0.021556057,0.83849967,0.0911702,0.048774056
2051-78-7,0.018116893,0.33565494,0.53366095,0.11256724
103-37-7,0.016630488,0.072011374,0.43400174,0.47735634
123-20-6,0.005554247,0.16767143,0.4298722,0.3969021
36597-90-7,0.007243693,0.058562182,0.32942104,0.6047731
107-10-8,0.025364373,0.3602332,0.51133907,0.10306336
125055-68-7,0.004341422,0.76808417,0.17489786,0.05267656
94-20-2,0.016552886,0.12026537,0.7892457,0.07393603
13887-60-0,0.0067310133,0.102743916,0.7783838,0.112141244
73941-13-6,0.015050648,0.19739765,0.70986456,0.07768712
27050-40-4,0.015548015,0.306856,0.56571245,0.11188356
33245-39-5,0.36467195,0.27482805,0.2344796,0.12602039
26399-36-0,0.039641622,0.081964694,0.78459024,0.09380342
64057-89-2,0.056584086,0.58170754,0.33570054,0.02600782
4634-51-9,0.98428345,0.0030153026,0.0068180067,0.0058831726
41078-02-8,0.022956759,0.15609004,0.6471214,0.17383179
816-57-9,0.077329375,0.40299666,0.4575727,0.062101275
2807-30-9,0.013676632,0.08115154,0.43416953,0.47100234
110-74-7,0.076488435,0.12028931,0.520118,0.28310427
33235-97-1,0.013057508,0.512202,0.44733575,0.027404722
33236-21-4,0.0143681625,0.3993933,0.55191034,0.03432824
52709-86-1,0.0551641,0.14342402,0.53834504,0.26306686
142770-42-1,0.037424482,0.030640796,0.8495401,0.08239457
34614-30-7,0.008589172,0.02680746,0.91258645,0.052016914
627-12-3,0.023622407,0.17789426,0.5546379,0.2438454
83395-30-6,0.030047651,0.2309474,0.4051581,0.33384684
1713-98-0,0.11472581,0.83640426,0.044565946,0.004303933
18705-22-1,0.024737585,0.22841518,0.58651084,0.1603364
64050-66-4,0.5235071,0.2987066,0.16210814,0.015678182
107-03-9,0.033921786,0.4088686,0.5218676,0.035342
49828-25-3,0.040747035,0.15413511,0.6742778,0.13084005
13889-92-4,0.026128378,0.17441776,0.7344669,0.064987
38827-35-9,0.027606988,0.23004098,0.54832274,0.1940293
918504-27-5,0.030988544,0.016237417,0.92619365,0.026580416
1262985-23-8,0.16364004,0.15326253,0.5116003,0.17149709
1103234-56-5,0.024477212,0.043607704,0.7796641,0.15225099
540-54-5,0.24489503,0.3058316,0.39435002,0.054923326
68526-56-7,0.05330783,0.22263926,0.35925233,0.3648006
928-96-1,0.019089786,0.08113133,0.30262852,0.5971504
33467-73-1,0.030328222,0.09884386,0.4305376,0.44029024
42436-07-7,0.037318356,0.047691636,0.16581813,0.7491719
65405-77-8,0.0029692075,0.026154842,0.7036004,0.2672756
24880-45-3,0.0018310088,0.020602249,0.2801512,0.6974156
2091-24-9,0.008084516,0.048552457,0.22962315,0.71373993
5910-85-0,0.028141804,0.17452379,0.5225583,0.2747761
17369-59-4,0.013759052,0.092663534,0.7227924,0.17078501
107-12-0,0.10503645,0.3658955,0.464945,0.06412311
118-68-3,0.019686902,0.16516857,0.7400603,0.07508425
96-20-8,0.011160922,0.11498303,0.5349916,0.33886445
3174-67-2,0.01772729,0.07632257,0.47975662,0.42619354
584-03-2,0.05172474,0.067785114,0.560613,0.3198772
695-06-7,0.020333476,0.067448825,0.6306537,0.281564
56983-13-2,0.17504466,0.12069244,0.6530166,0.05124628
4437-85-8,0.04770538,0.28013203,0.35522395,0.31693864
98519-44-9,0.0024494077,0.018640243,0.97374934,0.0051609995
98518-99-1,0.00079537,0.019192996,0.96894526,0.011066388
98532-66-2,0.0015971174,0.028266292,0.96457225,0.0055642873
106-88-7,0.040829316,0.37915468,0.4130793,0.16693668
65-14-5,0.03498158,0.17028117,0.66883934,0.12589791
117-26-0,0.0151615385,0.399798,0.48607266,0.09896782
435-97-2,0.061100736,0.39943266,0.5107781,0.028688462
90-49-3,0.0059295488,0.0600792,0.90799606,0.025995208
14845-06-8,0.0136251375,0.41191414,0.5353638,0.03909691
512-16-3,0.06276913,0.17684747,0.55365807,0.20672534
12663-46-6,0.059506215,0.022964563,0.47051972,0.44700944
80834-51-1,0.0234799,0.22085363,0.65905577,0.09661072
113614-08-7,0.099926636,0.19125178,0.6222643,0.08655727
1824-58-4,0.014564218,0.08767368,0.44624949,0.45151258
66571-24-2,0.13612373,0.1690007,0.6317434,0.06313219
34314-31-3,0.07808989,0.17067197,0.7008448,0.05039332
78-99-9,0.02232464,0.33103868,0.5064766,0.14016008
58-54-8,0.0090965815,0.13046879,0.7632868,0.09714775
1146-95-8,0.020544253,0.083976015,0.7688145,0.12666523
42790-35-2,0.019111047,0.051537037,0.81514084,0.11421102
60270-84-0,0.008620606,0.050347164,0.82582164,0.115210555
89426-87-9,0.37161553,0.483226,0.12507269,0.020085769
5223-06-3,0.0038044155,0.04331011,0.88506824,0.06781716
5408-74-2,0.013080431,0.21336511,0.65487826,0.118676186
102268-15-5,0.007875634,0.07071668,0.7605214,0.1608863
536-33-4,0.06356322,0.20500739,0.7121382,0.019291207
14736-30-2,0.11597582,0.21337608,0.5464797,0.1241684
121518-45-4,0.040926903,0.07118354,0.7745644,0.11332523
27653-49-2,0.009024412,0.28124845,0.60176694,0.107960194
58-14-0,0.019891601,0.54029506,0.37546787,0.06434549
149979-41-9,0.014531487,0.117714345,0.51838946,0.3493647
168152-88-3,0.00018231166,0.9847601,0.013781458,0.0012760883
127277-53-6,0.023057932,0.046533927,0.69839543,0.2320127
70-69-9,0.0037188116,0.46203765,0.5010003,0.03324325
2295-58-1,0.053766824,0.21266785,0.50758713,0.22597818
63605-45-8,0.22486028,0.081766084,0.67231566,0.021058012
4940-11-8,0.030181179,0.118931696,0.78826296,0.06262415
1477-19-6,0.013007547,0.17157678,0.76347417,0.051941518
3781-28-0,0.0135163115,0.37343937,0.5951742,0.01787008
106006-84-2,0.0033848311,0.051274955,0.8467556,0.09858461
89427-48-5,0.55812705,0.30555737,0.05582994,0.0804856
709-98-8,0.024303388,0.15679002,0.7105689,0.108337626
13808-36-1,0.0070942943,0.17802173,0.7413248,0.0735592
75764-58-8,0.14813933,0.23011142,0.55053484,0.07121441
15301-48-1,0.019432468,0.34654635,0.60694563,0.02707553
79-09-4,0.032954868,0.13904773,0.59949636,0.22850104
23495-12-7,0.0034245094,0.07000146,0.5829567,0.34361738
103-56-0,0.008268599,0.06433252,0.6119765,0.3154224
122-63-4,0.015707424,0.09987827,0.5493227,0.33509162
1531-97-1,0.0044200653,0.11451521,0.69068336,0.19038133
17511-60-3,0.010262663,0.049659047,0.81623167,0.123846576
682-11-1,0.016227633,0.2563226,0.33401027,0.39343947
682-09-7,0.016011367,0.22572066,0.6990574,0.059210546
5187-23-5,0.014903935,0.025216382,0.8484972,0.111382544
3047-32-3,0.022751492,0.03714966,0.76853096,0.17156787
30499-70-8,0.018679809,0.18129078,0.5674906,0.23253885
66492-51-1,0.037471488,0.08953749,0.7869551,0.086035945
824-11-3,0.033900265,0.17678182,0.43055582,0.35876215
1005-93-2,0.038664173,0.17201753,0.6069165,0.18240182
10097-02-6,0.07075089,0.18020004,0.5097882,0.23926087
115-70-8,0.0308509,0.09077196,0.56289345,0.3154837
3819-07-6,0.032444958,0.14744017,0.5330598,0.2870551
7747-35-5,0.06122554,0.17726384,0.67022246,0.09128818
19882-03-2,0.019360399,0.11094174,0.6007089,0.2689889
6533-00-2,0.13902064,0.29795212,0.2160665,0.34696072
77-21-4,0.00822893,0.11938244,0.794551,0.07783762
77236-50-1,0.015895909,0.2396871,0.6815023,0.06291477
5556-57-0,0.031149754,0.31541237,0.55677223,0.09666558
50-19-1,0.0070883315,0.09006518,0.7793173,0.123529166
509-86-4,0.06385703,0.31275505,0.3007,0.32268795
125-33-7,0.0190753,0.12592189,0.77039623,0.08460659
50-06-6,0.010308064,0.16838872,0.41053694,0.41076627
57-30-7,0.017127544,0.558559,0.34601915,0.07829435
61837-66-9,0.026335845,0.046290867,0.50390846,0.4234648
74697-48-6,0.029909264,0.17385322,0.6411324,0.15510507
56430-99-0,0.015669053,0.14961554,0.72889525,0.10582023
7689-03-4,0.018904017,0.09955167,0.5413247,0.34021965
7789-89-1,0.01709233,0.32356507,0.5440174,0.11532517
75-04-7,0.047399707,0.35010028,0.48748064,0.11501941
709-55-7,0.025013138,0.31204903,0.51832384,0.144614
71130-60-4,0.14268465,0.11615187,0.6737785,0.06738504
5459-93-8,0.011282273,0.24711294,0.639487,0.10211776
85697-07-0,0.0013990037,0.021089496,0.9427025,0.034809038
5465-00-9,0.043548077,0.24741559,0.57553405,0.13350235
58473-74-8,0.015257712,0.13115664,0.79596126,0.057624333
625-53-6,0.48878172,0.17210233,0.32525298,0.0138629135
71475-35-9,0.0058400985,0.33649862,0.5817761,0.07588524
139-94-6,0.021996917,0.3367934,0.48289654,0.15831313
68228-19-3,0.015168678,0.06455436,0.75135964,0.16891728
89427-19-0,0.509499,0.31389362,0.1590748,0.017532537
4151-50-2,0.07403876,0.6032017,0.2721628,0.050596695
107-29-9,0.02715021,0.31442696,0.590378,0.068044886
5308-25-8,0.062653095,0.4252247,0.45023122,0.06189096
93106-60-6,0.0035649426,0.13552013,0.73061043,0.13030452
139-87-7,0.014268569,0.12970182,0.67419285,0.18183674
100-74-3,0.0289408,0.15058054,0.6875043,0.1329744
538-07-8,0.15854739,0.45462772,0.37748605,0.009338841
134-97-4,0.015099343,0.05019616,0.8740772,0.060627274
23205-24-5,0.16456598,0.12940729,0.5569899,0.14903678
67658-42-8,0.27932706,0.20443091,0.32889926,0.18734272
2687-91-4,0.031650625,0.25772905,0.615019,0.095601335
92-50-2,0.012045739,0.059448693,0.71629906,0.21220653
92-49-9,0.0585084,0.36346033,0.51468766,0.06334365
1508-75-4,0.0083710775,0.11990367,0.77559704,0.096128196
7081-53-0,0.03499219,0.43820545,0.44208705,0.08471527
62924-70-3,0.03587882,0.20117699,0.30156642,0.46137777
13147-25-6,0.027333885,0.15753241,0.6975377,0.117595986
13256-23-0,0.04122106,0.18383099,0.7020842,0.072863765
82018-90-4,0.13891749,0.37413985,0.4414259,0.04551675
2991-51-7,0.0567386,0.082862325,0.6997471,0.16065197
70458-96-7,0.0047445167,0.1378618,0.31570193,0.5416918
14698-29-4,0.011305029,0.11284634,0.5788992,0.29694945
51940-44-4,0.0021164427,0.0352218,0.889267,0.073394746
19562-30-2,0.0015641883,0.03444259,0.87557745,0.08841583
13256-13-8,0.05698776,0.273605,0.63427174,0.035135526
80472-85-1,0.0014730756,0.060726803,0.9217599,0.016040234
20373-56-2,0.001878044,0.23030683,0.71014196,0.057673145
62899-75-6,0.010831132,0.11001925,0.8341521,0.044997517
21590-92-1,0.066010356,0.19038548,0.6486891,0.09491505
63716-33-6,0.03151594,0.43465808,0.47658673,0.057239186
78467-49-9,0.0037633658,0.015096737,0.93784815,0.04329172
63744-48-9,0.01550052,0.19441088,0.7579339,0.0321547
86-28-2,0.06907036,0.5193017,0.37391064,0.037717324
132-32-1,0.031202763,0.6406206,0.22512059,0.103056066
128-53-0,0.057004668,0.11733841,0.59717906,0.2284778
86-35-1,0.027875012,0.1969677,0.5949543,0.18020296
34929-03-8,0.025529131,0.19677295,0.74598825,0.031709623
28657-80-9,0.015311055,0.16961682,0.6958034,0.119268715
32976-88-8,0.03559679,0.18037362,0.74706036,0.036969174
3784-99-4,0.016212184,0.55386317,0.3069457,0.122978926
1239-45-8,0.0061372276,0.085215464,0.8940257,0.0146215875
64-17-5,0.024022214,0.11999616,0.6178206,0.23816103
111-73-9,0.0024827535,0.014761909,0.56946844,0.4132869
111-35-3,0.0024197656,0.034190748,0.73093736,0.23245211
64050-15-3,0.0072834515,0.064765535,0.56561095,0.3623401
2141-62-0,0.054369632,0.09632223,0.73386896,0.11543917
110-80-5,0.017293429,0.08077673,0.5476947,0.35423514
111-90-0,0.0067685284,0.028390737,0.71364236,0.25119838
112-50-5,0.0067685284,0.028390737,0.71364236,0.25119838
64057-86-9,0.007968082,0.040568866,0.74345887,0.20800419
106-74-1,0.003999462,0.19453783,0.7285993,0.07286342
98519-29-0,0.0011204127,0.01940078,0.9741057,0.0053730467
6012-83-5,0.007325963,0.14073336,0.7359432,0.115997486
122453-73-0,0.017788792,0.093265004,0.8266185,0.062327728
58567-11-6,0.007279072,0.11115495,0.50697905,0.37458688
109-94-4,0.05289469,0.093725964,0.70464957,0.14872982
2979-26-2,0.0067524165,0.070472345,0.6664037,0.25637156
103-75-3,0.017145721,0.12306088,0.7267274,0.13306597
10310-32-4,0.004328026,0.038381778,0.7113294,0.24596077
33210-54-7,0.018559387,0.30537274,0.65138245,0.024685461
33210-37-6,0.02143633,0.70174974,0.26544696,0.011366974
33235-81-3,0.012362491,0.32507172,0.6416917,0.020874102
33236-11-2,0.009966226,0.29366127,0.5971299,0.09924264
33235-92-6,0.007278754,0.2227278,0.75610995,0.013883474
33210-59-2,0.0061858273,0.4383215,0.5076126,0.047880065
33235-90-4,0.0041229175,0.17009868,0.81126904,0.01450937
4234-79-1,0.012065712,0.34646943,0.21245976,0.42900515
64037-28-1,0.009033485,0.10395734,0.66126865,0.22574054
105-56-6,0.09179729,0.20552583,0.37734625,0.3253306
638-07-3,0.022138145,0.39572084,0.49484578,0.08729522
101-97-3,0.019077037,0.11102207,0.32931045,0.5405904
14062-23-8,0.070622034,0.11838048,0.5117532,0.29924428
2122-70-5,0.0061214953,0.060779165,0.7741828,0.15891652
27512-72-7,0.0207392,0.09540994,0.8669019,0.01694903
2949-22-6,0.010221998,0.40355182,0.42822084,0.1580053
25059-80-7,0.010331692,0.07719699,0.86625373,0.046217535
119-41-5,0.013078549,0.039626636,0.5489057,0.39838913
21045-68-1,0.012611118,0.23227826,0.4473158,0.30779484
34580-65-9,0.0030676092,0.015271489,0.89900947,0.082651466
77501-90-7,0.008519551,0.075525194,0.29218954,0.6237657
623-51-8,0.014081683,0.24062066,0.5044266,0.24087104
63935-38-6,0.0028342817,0.63096976,0.19481969,0.17137629
637-56-9,0.044310383,0.23925428,0.65925545,0.057179943
23609-20-3,0.017335108,0.034069695,0.9033856,0.045209594
150-69-6,0.023029197,0.034968443,0.8040483,0.13795403
38160-03-1,0.08060277,0.175779,0.70754755,0.036070712
19077-60-2,0.073905006,0.27799585,0.51888525,0.12921387
100-29-8,0.08069914,0.07382061,0.6828846,0.1625957
88599-72-8,0.020464338,0.00860766,0.9018859,0.06904202
93-18-5,0.008306947,0.09683399,0.78647697,0.10838208
61361-59-9,0.35567984,0.0522646,0.52362597,0.06842956
66840-01-5,0.2779393,0.34981048,0.2997276,0.07252264
60634-59-5,0.039841514,0.09876369,0.56156725,0.29982755
18637-00-8,0.025899773,0.08140063,0.81939644,0.07330315
938-73-8,0.019979207,0.24725766,0.542515,0.19024816
80834-62-4,0.0005448222,0.94538414,0.029722026,0.024349071
80834-63-5,0.0005379026,0.951035,0.031384606,0.01704255
80834-80-6,0.008786723,0.5895191,0.38893047,0.01276372
80834-59-9,0.0025536974,0.9519897,0.023118159,0.022338437
80834-56-6,0.0012265769,0.9685969,0.019147718,0.011028832
96222-01-4,0.008055657,0.086547256,0.79522866,0.110168435
46817-91-8,0.031865057,0.16111353,0.77250385,0.034517538
118-28-5,0.024285076,0.021592928,0.5921205,0.36200148
63716-32-5,0.0047397977,0.07787652,0.7370199,0.18036382
42874-03-3,0.02007214,0.11201343,0.7776932,0.090221256
140-88-5,0.020216914,0.42044923,0.3916345,0.1676994
103-36-6,0.013415736,0.012912392,0.7173254,0.25634655
6048-06-2,0.03527824,0.039423674,0.7274313,0.19786683
14731-78-3,0.024720982,0.05881122,0.6449724,0.27149543
117666-88-3,0.04635931,0.048053782,0.81689525,0.0886917
117666-82-7,0.024072068,0.06464287,0.8488604,0.06242473
95266-40-3,0.0093302885,0.12833682,0.54257053,0.31976232
97-81-4,0.06433107,0.15841313,0.3723589,0.40489691
4089-07-0,0.0027129306,0.10221843,0.64725906,0.2478096
868-59-7,0.012213209,0.20358162,0.5605698,0.22363538
92077-78-6,0.009323176,0.2300968,0.2275114,0.53306866
86541-74-4,0.002035002,0.041571416,0.33222628,0.62416726
110221-44-8,0.0057285554,0.040056355,0.58764774,0.3665673
1187-46-8,0.0054948623,0.24532863,0.67410743,0.07506907
121-39-1,0.008724154,0.13661478,0.70237774,0.15228333
548-00-5,0.05337575,0.34226325,0.4716137,0.13274728
29177-84-2,0.009790818,0.034869622,0.23978956,0.71555
9000-40-2,0.024197908,0.12421567,0.672102,0.17948449
454-31-9,0.049509775,0.20046431,0.53977865,0.21024726
34580-75-1,0.0055206264,0.027850162,0.9316472,0.034982003
10029-04-6,0.008684524,0.16250835,0.4184968,0.41031033
7085-85-0,0.027253142,0.42508045,0.43322337,0.114443064
89-33-8,0.0033063598,0.04144817,0.8374665,0.117778994
93-89-0,0.009034665,0.049676377,0.68783814,0.25345078
94-09-7,0.005515092,0.069427356,0.8222206,0.102836914
99-77-4,0.025507903,0.036868248,0.72826135,0.20936248
120-47-8,0.005265022,0.033403605,0.74497956,0.21635179
56974-61-9,0.00466472,0.036613826,0.84271777,0.11600373
87-25-2,0.0080691995,0.038511734,0.69331634,0.2601027
122277-22-9,0.008847,0.011409826,0.95014715,0.029596014
19485-08-6,0.021683043,0.008435321,0.72313356,0.24674812
79660-46-1,0.0980311,0.048595667,0.79047126,0.06290195
98349-25-8,0.014138767,0.047165666,0.34754863,0.591147
734-88-3,0.033810202,0.021512715,0.8477856,0.096891485
16078-71-0,0.00786942,0.14626278,0.7793878,0.06648006
142891-20-1,0.018569922,0.0878768,0.5146541,0.3788992
24237-54-5,0.018193888,0.23697528,0.5900397,0.1547912
19688-04-1,0.01661382,0.06598363,0.63018733,0.2872152
75274-22-5,0.05068259,0.25471276,0.6214163,0.07318842
74531-87-6,0.0026316268,0.028955946,0.88341224,0.08500018
103112-35-2,0.003604977,0.045729756,0.92384225,0.026823033
13915-60-1,0.0071499515,0.20498036,0.75269085,0.035178818
126-12-5,0.001263599,0.8478785,0.09390525,0.05695269
5794-23-0,0.0017002802,0.84231853,0.12297019,0.033011038
2385-81-1,0.004823717,0.67475855,0.26711306,0.053304616
3691-78-9,0.0041804737,0.838274,0.12446865,0.03307688
510-15-6,0.003499803,0.051822476,0.7815826,0.16309509
383-63-1,0.031323455,0.14544548,0.5942847,0.22894636
515-84-4,0.02509522,0.44867644,0.24155436,0.28467402
51-79-6,0.020331496,0.14534055,0.5617359,0.27259204
13684-56-5,0.06097041,0.22106095,0.37721407,0.34075457
105774-14-9,0.008226984,0.3163088,0.5542786,0.12118564
75507-68-5,0.013310737,0.122156106,0.6964083,0.1681249
33400-47-4,0.010596709,0.2761637,0.28740066,0.42583895
25717-80-0,0.022715602,0.1761937,0.63280284,0.16828783
13945-53-4,0.0134360595,0.07373547,0.7944009,0.11842756
139481-59-7,0.0015541988,0.26023525,0.6828706,0.05533997
2593-15-9,0.012214167,0.5070972,0.42960078,0.05108785
79794-75-5,0.0030484276,0.12149817,0.84844464,0.027008707
2521-01-9,0.060624987,0.29081756,0.3426493,0.3059081
16322-14-8,0.006316204,0.12862706,0.5924687,0.27258798
1097-57-0,0.0023194333,0.1531263,0.70640266,0.13815156
541-41-3,0.017152755,0.26762012,0.5078652,0.20736195
59463-54-6,0.08586788,0.5154179,0.36555344,0.03316081
7495-45-6,0.012347473,0.16164118,0.6957553,0.13025609
719-80-2,0.023776358,0.1709555,0.6741628,0.1311053
23510-39-6,0.19570492,0.332817,0.423804,0.047674105
2425-19-6,0.82072103,0.16283149,0.013371168,0.0030762644
13067-93-1,0.62169063,0.31010225,0.033343125,0.03486399
2104-64-5,0.8281912,0.12715787,0.02946687,0.015184077
1776-83-6,0.24622326,0.60716784,0.10623117,0.040377717
1623-14-9,0.18578166,0.15435192,0.47628784,0.18357855
3309-67-9,0.7080544,0.13857995,0.12897986,0.024385763
71363-61-6,0.6605262,0.178035,0.120091975,0.041346814
36519-00-3,0.48637167,0.32425648,0.1620637,0.02730809
17109-49-8,0.23495357,0.4518645,0.23647459,0.07670736
1498-51-7,0.22967494,0.2334508,0.47955725,0.057316992
7508-73-8,0.92591476,0.054609437,0.015168623,0.004307164
1498-64-2,0.31007895,0.43450367,0.23162296,0.023794463
607-01-2,0.023465198,0.19783506,0.6943394,0.08436031
19133-28-9,0.50466627,0.44235268,0.043667458,0.009313582
75-08-1,0.030209253,0.47616675,0.376738,0.11688601
110-77-0,0.03973074,0.10293901,0.67922705,0.17810321
18370-87-1,0.04337213,0.1490679,0.745818,0.061742004
19594-18-4,0.05549455,0.14684959,0.66492623,0.13272968
32666-97-0,0.023167612,0.11380398,0.7839046,0.07912381
2212-67-1,0.018797573,0.0777283,0.8179121,0.085562006
181587-01-9,0.13253275,0.43364692,0.30821145,0.1256089
102251-91-2,0.021458147,0.23663004,0.5359788,0.20593308
513-12-2,0.032745413,0.043331657,0.6312547,0.29266828
594-44-5,0.054576207,0.21381402,0.5787766,0.1528332
74-96-4,0.03768926,0.30469492,0.5084409,0.14917494
10141-07-8,0.012900224,0.10060214,0.7263435,0.16015412
623-68-7,0.029615683,0.061986715,0.6238233,0.28457433
1733-25-1,0.06610176,0.13940871,0.5652515,0.22923799
16491-24-0,0.016045269,0.072054625,0.7062388,0.20566128
60364-26-3,0.0052248305,0.05852092,0.87688327,0.059371006
130-01-8,0.428463,0.20624581,0.29294902,0.072342165
480-54-6,0.24647821,0.45999658,0.19061638,0.10290877
15503-86-3,0.15300488,0.046930593,0.58293635,0.21712817
7785-33-3,0.0006795298,0.008014446,0.035507455,0.95579857
25402-06-6,0.02374215,0.3018711,0.44672084,0.22766595
56172-46-4,0.0007262858,0.0044200793,0.13661599,0.8582377
3016-19-1,0.043619245,0.061928615,0.71256125,0.18189086
11141-17-6,0.22258618,0.017979506,0.12048693,0.63894737
121-20-0,0.017264709,0.27438837,0.528959,0.17938788
81719-55-3,0.06799041,0.26419985,0.5998399,0.06796981
23726-91-2,0.028764587,0.34683773,0.33641934,0.28797832
8022-96-6,0.0128821535,0.12584323,0.75219953,0.1090751
102518-79-6,0.0757153,0.12335679,0.46067342,0.34025446
625-33-2,0.044329017,0.10496086,0.61736476,0.23334533
80-59-1,0.03834624,0.16960217,0.4905076,0.301544
240494-70-6,0.079825304,0.38515222,0.43488717,0.10013533
480-81-9,0.8264794,0.058463156,0.08157386,0.03348364
16568-02-8,0.16540162,0.46629298,0.27182448,0.096480876
2883-98-9,0.020607827,0.090186544,0.63788754,0.25131807
15037-65-7,0.13313,0.17874013,0.5578038,0.13032605
93-16-3,0.016354814,0.13260671,0.51754236,0.3334961
7319-16-6,0.047716513,0.14330593,0.6193719,0.18960571
97-54-1,0.041940775,0.048296615,0.68829376,0.22146885
120-11-6,0.09769787,0.045793675,0.6538359,0.20267257
623-43-8,0.023833085,0.084991425,0.71116567,0.18000986
6842-15-5,0.09748683,0.14069933,0.5728335,0.18898039
4635-87-4,0.06399321,0.25535548,0.6029055,0.07774583
964-82-9,0.0508572,0.15621057,0.6403061,0.1526261
33956-49-9,0.0049197315,0.036310732,0.3122199,0.64654964
15220-87-8,0.19846076,0.2728881,0.3143599,0.21429126
142-83-6,0.030005034,0.1760901,0.7313889,0.062515974
1516-01-4,0.2711408,0.38292676,0.31126365,0.034668744
4076-62-4,0.026225222,0.049964495,0.7554542,0.1683561
637-50-3,0.034362983,0.11896662,0.7263689,0.120301455
120-58-1,0.020513102,0.39413583,0.4479553,0.13739581
13061-80-8,0.032692317,0.085862346,0.70228213,0.17916322
14861-06-4,0.012013162,0.0673256,0.8147566,0.10590473
590-21-6,0.04791959,0.48140168,0.34302902,0.12764968
16219-75-3,0.04574997,0.16596812,0.59405446,0.19422743
38233-76-0,0.10111255,0.16024302,0.6316165,0.10702793
78919-13-8,0.005828505,0.16628407,0.5037891,0.3240983
88430-50-6,0.025882918,0.6323076,0.31510726,0.026702203
75-05-8,0.079616904,0.57207686,0.3026761,0.04563017
2001-95-8,0.027524404,0.37968895,0.51442945,0.078357175
