CASRN,Toxic_svm_rdkit2d-0,Toxic_svm_rdkit2d-1
25448-25-3,0.8867425842148727,0.11325741578512734
25103-12-2,0.9028091892716764,0.09719081072832352
23079-28-9,0.8557317969454049,0.14426820305459515
68937-40-6,0.8905175783260822,0.10948242167391771
126-71-6,0.5726910044274608,0.42730899557253915
96513-83-6,0.11860386125878092,0.8813961387412191
64532-95-2,0.8628790865265309,0.13712091347346902
2162-73-4,0.7748114854336068,0.22518851456639324
85187-23-1,0.8767360999618046,0.12326390003819544
3818-80-2,0.12757706522121406,0.872422934778786
2667-52-9,0.227201997513162,0.7727980024868377
157859-20-6,0.7228177137581676,0.27718228624183233
3081-14-9,0.7467441399530925,0.25325586004690737
24916-51-6,0.8486900302454606,0.15130996975453928
68880-55-7,0.8527257153489034,0.14727428465109657
78164-00-8,0.5889188523821571,0.4110811476178427
123-17-1,0.8743936411795683,0.12560635882043186
60828-78-6,0.8681857336934696,0.13181426630653037
16409-46-4,0.9484402164269053,0.051559783573094625
73747-29-2,0.1869606009711859,0.8130393990288144
80621-81-4,0.5860718812240516,0.4139281187759485
3286-46-2,0.4778935401263553,0.5221064598736447
61379-65-5,0.643551984995057,0.35644801500494294
4345-03-3,0.87564877388104,0.1243512261189601
43119-47-7,0.5862829850152865,0.4137170149847135
1406-66-2,0.8649038458477718,0.13509615415222803
303-45-7,0.7892100770061254,0.21078992299387478
25497-49-8,0.7509693573430631,0.24903064265693678
84-80-0,0.8134779035334426,0.18652209646655749
77855-81-3,0.4556639352876311,0.5443360647123691
24365-47-7,0.720126880952163,0.27987311904783685
51356-22-0,0.11972142012609455,0.8802785798739052
51356-10-6,0.09679057564453675,0.9032094243554635
21673-83-6,0.23545645837298584,0.7645435416270142
150-86-7,0.8405938615016321,0.1594061384983677
26544-38-7,0.9000611932845752,0.0999388067154247
70384-29-1,0.6515544075044943,0.34844559249550566
71108-02-6,0.5320158826240627,0.4679841173759371
25265-77-4,0.9091293009972353,0.09087069900276484
505-32-8,0.8898550350642882,0.11014496493571183
50-14-6,0.35531181237780834,0.6446881876221916
54573-75-0,0.30124792954957147,0.6987520704504284
330-64-3,0.2486151106715203,0.7513848893284797
60244-70-4,0.14835512965416678,0.8516448703458331
60244-66-8,0.14283151534382946,0.8571684846561706
7492-32-2,0.19170318662689262,0.8082968133731072
50-34-0,0.16709688534313208,0.8329031146568681
3700-96-7,0.22157171830567152,0.7784282816943288
3700-90-1,0.1975206575572029,0.802479342442797
60244-69-1,0.3463692502381823,0.6536307497618179
143201-11-0,0.5621622682523373,0.4378377317476627
1610-18-0,0.2543067489032904,0.7456932510967096
99559-84-9,0.1256809093301489,0.874319090669851
1445-75-6,0.39324198871637644,0.6067580112836236
41669-30-1,0.9303138791028525,0.06968612089714737
26401-35-4,0.965048929165076,0.03495107083492401
28472-97-1,0.9751126182950679,0.02488738170493215
166412-78-8,0.9515649323499551,0.048435067650045
27554-26-3,0.9754183137714608,0.02458168622853911
544-01-4,0.8122528905678259,0.18774710943217418
605-50-5,0.9594828698246819,0.04051713017531805
10086-50-7,0.8652036745609479,0.13479632543905196
63980-62-1,0.8716660460132378,0.12833395398676206
589-59-3,0.9587668362283261,0.04123316377167386
110-96-3,0.353698173536409,0.646301826463591
29214-81-1,0.15617311691399396,0.8438268830860062
127-39-9,0.5,0.5
84-69-5,0.9353736852240953,0.06462631477590508
53378-52-2,0.3346864489856954,0.6653135510143048
97-85-8,0.9312396326904607,0.06876036730953938
68171-33-5,0.955157807921536,0.044842192078463884
132299-20-8,0.7898589372209294,0.2101410627790708
100-18-5,0.8675962614787318,0.13240373852126813
38640-62-9,0.9236084866423809,0.07639151335761891
28178-42-9,0.7039662386543548,0.2960337613456449
94133-79-6,0.9163944771663685,0.08360552283363164
565-80-0,0.6448537315803216,0.3551462684196784
50847-11-5,0.1881494158901676,0.8118505841098324
97-72-3,0.8886754041039591,0.11132459589604073
3437-84-1,0.5431436360957458,0.4568563639042545
108-18-9,0.5078633518657105,0.4921366481342895
2986-17-6,0.1155593599564396,0.8844406400435604
139-40-2,0.1876728583765611,0.8123271416234387
38588-65-7,0.15510651505170323,0.8448934849482969
96-80-0,0.6197994915895662,0.38020050841043385
66660-95-5,0.14426895186746094,0.8557310481325391
4261-68-1,0.2121966231924445,0.7878033768075554
2303-16-4,0.1918451765144096,0.8081548234855904
601-77-4,0.1684586662810869,0.831541333718913
108-20-3,0.7534275300592035,0.24657246994079637
7491-02-3,0.9821394135609705,0.017860586439029477
924-88-9,0.9248848430690421,0.07511515693095791
7283-70-7,0.9121191088993403,0.08788089110065965
10552-74-6,0.8052417616346752,0.19475823836532508
50512-35-1,0.5360647459377903,0.4639352540622097
59937-28-9,0.6451590123747335,0.35484098762526656
105-64-6,0.8476406972755238,0.15235930272447618
1809-20-7,0.5125487692954405,0.4874512307045597
26087-47-8,0.16012714260940927,0.8398728573905909
51356-07-1,0.07715783176714448,0.9228421682328555
51356-16-2,0.12295498123668172,0.8770450187633182
10141-19-2,0.8676085545418754,0.1323914454581247
3726-36-1,0.8632616760547757,0.1367383239452245
67786-25-8,0.8540372821925862,0.14596271780741366
371756-75-1,0.7462005971552705,0.2537994028447294
128446-33-3,0.8091562691053987,0.19084373089460133
1397-89-3,0.7543726774072509,0.24562732259274916
3773-49-7,0.292587491926172,0.7074125080738278
108-62-3,0.5251043605652864,0.47489563943471347
68857-95-4,0.7681151356931885,0.23188486430681146
104987-11-3,0.6726273695548206,0.32737263044517945
51596-10-2,0.4559162632924939,0.5440837367075061
10176-39-3,0.5156199336143888,0.4843800663856111
42588-37-4,0.4924231588471351,0.5075768411528647
20780-49-8,0.9399691569563902,0.06003084304360984
108-84-9,0.923379567973757,0.07662043202624291
67306-03-0,0.2527576728705878,0.7472423271294124
30685-43-9,0.16253571707686087,0.8374642829231392
58327-21-2,0.7814129848877389,0.21858701511226106
58327-19-8,0.6929043754026412,0.30709562459735884
516-95-0,0.8202736205712158,0.1797263794287841
65242-49-1,0.7657295257394613,0.23427047426053874
57-88-5,0.6399697992285219,0.3600302007714781
15662-33-6,0.4012375308921504,0.5987624691078495
20562-02-1,0.4241484708470226,0.5758515291529773
71-63-6,0.1957564627850107,0.804243537214989
20830-75-5,0.1578667720503194,0.8421332279496805
1404-93-9,0.65158596881226,0.34841403118774
41294-56-8,0.28204090056449305,0.7179590994355068
57333-96-7,0.3354504949090096,0.6645495050909901
17578-43-7,0.46736264831479934,0.5326373516852004
18470-09-2,0.3411922315198608,0.6588077684801391
29886-96-2,0.4773387442493522,0.5226612557506479
87239-81-4,0.8503130196909704,0.14968698030902958
550-53-8,0.5419491541564948,0.45805084584350525
56717-11-4,0.16698458643524394,0.8330154135647561
106-21-8,0.8464459131175497,0.1535540868824504
203448-76-4,0.11142153310945861,0.8885784668905417
543-82-8,0.21150097406077753,0.7884990259392227
3081-01-4,0.6019698922111136,0.39803010778888637
7535-34-4,0.24153943376806056,0.7584605662319395
108-11-2,0.7783337181972246,0.2216662818027754
23436-19-3,0.8633951392701663,0.1366048607298337
99-82-1,0.8481728342465825,0.1518271657534177
87061-04-9,0.8641711904799817,0.13582880952001858
26171-78-8,0.8870396982066298,0.11296030179337022
147126-62-3,0.8996809207244497,0.10031907927555038
89-80-5,0.8809530764136326,0.11904692358636737
66941-88-6,0.18523864235587875,0.8147613576441209
103-95-7,0.7903797231390908,0.2096202768609094
57144-56-6,0.3635201838083005,0.6364798161916996
64059-37-6,0.3409400714133574,0.6590599285866426
860035-10-5,0.7661029977933216,0.23389700220667836
55636-92-5,0.29126180955950526,0.7087381904404948
42978-66-5,0.8197870578855003,0.1802129421144994
123-63-7,0.5992843415518552,0.400715658448145
50765-83-8,0.16339787712367057,0.8366021228763295
50765-86-1,0.14190102699261287,0.8580989730073872
50765-79-2,0.14687207027024468,0.8531279297297555
21259-20-1,0.6716406727181015,0.3283593272818986
68133-73-3,0.9333347449181468,0.06666525508185332
40580-61-8,0.7528904514300988,0.24710954856990114
20724-12-3,0.7526754940150711,0.24732450598492883
30129-27-2,0.7777497913886132,0.22225020861138672
78-35-3,0.8915261179304971,0.10847388206950291
964-52-3,0.1674475499454982,0.8325524500545017
121489-04-1,0.15504620440202818,0.8449537955979717
30562-34-6,0.5793969225826865,0.42060307741731356
66085-59-4,0.2888897637833926,0.7111102362166075
78194-09-9,0.4004596793396838,0.5995403206603162
24353-58-0,0.33277354197328524,0.6672264580267148
73080-51-0,0.6687607285695247,0.3312392714304754
489-84-9,0.9097354683539703,0.0902645316460297
6223-35-4,0.5638132069933016,0.4361867930066985
17493-73-1,0.34567285845328216,0.6543271415467181
92671-67-5,0.6101312573430813,0.38986874265691857
113139-67-6,0.5174953942360401,0.48250460576396004
121625-72-7,0.3880393208912873,0.6119606791087125
67801-20-1,0.843835942645128,0.15616405735487196
56105-46-5,0.816949269007673,0.18305073099232716
63982-52-5,0.1647624371559997,0.8352375628440003
18659-45-5,0.05433760453760529,0.9456623954623946
2752-71-8,0.13592257178509073,0.8640774282149093
119-38-0,0.0893356937298182,0.9106643062701818
72542-61-1,0.023660285851412662,0.9763397141485872
78194-24-8,0.15477846863829114,0.8452215313617087
78194-42-0,0.21751832808094673,0.7824816719190532
15037-62-4,0.07443402326051413,0.9255659767394858
94739-29-4,0.5688699951926233,0.4311300048073768
75530-68-6,0.6972778267941152,0.30272217320588446
97-86-9,0.8203114507275314,0.1796885492724687
13749-61-6,0.4727187460101728,0.5272812539898273
23684-11-9,0.6963954097607294,0.3036045902392708
110-12-3,0.8331892073505982,0.16681079264940174
3572-41-6,0.7340732910111102,0.2659267089888898
70318-55-7,0.7502869189546779,0.24971308104532214
70318-56-8,0.4882729383381654,0.5117270616618345
26544-20-7,0.6862236844384348,0.31377631556156516
13706-86-0,0.7068255505603382,0.29317444943966176
81250-17-1,0.19806596641806962,0.8019340335819303
123-92-2,0.8902700958600006,0.10972990413999947
110-19-0,0.8700462629021841,0.12995373709781582
99-86-5,0.8951185398008986,0.10488146019910151
542-08-5,0.866348900417754,0.13365109958224602
99-87-6,0.8616473524389123,0.13835264756108764
535-77-3,0.8671051259134354,0.13289487408656467
89-83-8,0.4730923672518694,0.5269076327481306
56211-40-6,0.8894747180183565,0.11052528198164337
22760-18-5,0.35831999698943945,0.6416800030105607
40507-23-1,0.19557929837269816,0.8044207016273021
65765-07-3,0.3052873683091185,0.6947126316908816
499-75-2,0.4094617673306231,0.5905382326693768
2814-20-2,0.5,0.5
80176-21-2,0.1894335377144052,0.8105664622855948
55814-41-0,0.6795095739426461,0.3204904260573539
125055-52-9,0.1785766541286808,0.8214233458713189
563-80-4,0.7255250975123233,0.2744749024876764
59230-57-8,0.8404360234105437,0.15956397658945626
39543-79-8,0.5387683026928196,0.46123169730718044
314-42-1,0.193308849662105,0.8066911503378952
123524-52-7,0.2647762684173175,0.7352237315826826
6673-35-4,0.5308387067673155,0.4691612932326845
19234-20-9,0.9115211865226833,0.08847881347731665
108-21-4,0.8923743685438331,0.10762563145616667
4212-94-6,0.38368277604541795,0.616317223954582
12650-69-0,0.7757438028040226,0.2242561971959774
828-00-2,0.9231088987432868,0.07689110125671307
1445870-18-7,0.768118788344362,0.23188121165563796
68425-16-1,0.7077419345549004,0.29225806544509947
1222-05-5,0.6216710468479767,0.3783289531520232
57052-04-7,0.14534981689204482,0.8546501831079553
540-84-1,0.8336002897824748,0.1663997102175251
67239-26-3,0.1571116610414958,0.8428883389585041
40915-86-4,0.21017215010659365,0.7898278498934063
35256-85-0,0.3281035623195105,0.6718964376804896
19666-30-9,0.20784408808394222,0.7921559119160576
129909-90-6,0.1614313714217291,0.838568628578271
76-50-6,0.899888516491954,0.100111483508046
71108-05-9,0.1343414897648217,0.8656585102351784
71108-06-0,0.1609511691381433,0.8390488308618567
111038-42-7,0.09113850412853301,0.9088614958714668
127-25-3,0.9014421789790162,0.09855782102098386
13254-34-7,0.8467493796492266,0.1532506203507735
144-19-4,0.8380169811140813,0.16198301888591843
3445-42-9,0.6352492153135427,0.36475078468645716
14860-89-0,0.6373051802539984,0.36269481974600154
26762-93-6,0.6650046394949338,0.33499536050506606
49562-28-9,0.8450327216413319,0.15496727835866791
51368-55-9,0.6823511657582065,0.31764883424179324
58327-13-2,0.8469749790460539,0.15302502095394602
58327-14-3,0.5907670211966128,0.4092329788033872
58327-12-1,0.6628497705267222,0.3371502294732778
666-84-2,0.7803937208325753,0.2196062791674248
53471-69-5,0.8354737650072026,0.16452623499279725
53003-82-0,0.8206638828717497,0.1793361171282503
53003-62-6,0.8250836882786298,0.1749163117213703
86408-72-2,0.6803939233159202,0.3196060766840798
512-04-9,0.7709246265493367,0.22907537345066337
36011-19-5,0.4078694142579068,0.5921305857420931
33160-78-0,0.10081222312322627,0.8991877768767739
154619-51-9,0.17702664849700422,0.8229733515029958
114311-32-9,0.7508591521728392,0.24914084782716084
69915-63-5,0.705597991498212,0.29440200850178827
69915-62-4,0.8310481668512416,0.1689518331487583
581-12-4,0.6399502226123555,0.36004977738764443
470-67-7,0.6434599936897086,0.3565400063102913
512-85-6,0.6916629930718426,0.30833700692815774
63968-64-9,0.7482798739716446,0.2517201260283555
13613-99-5,0.4023481946740006,0.5976518053259994
3035-45-8,0.15334171252638668,0.8466582874736134
1014-69-3,0.11786590087349981,0.8821340991265002
64-00-6,0.14622556371685644,0.8537744362831436
2752-81-0,0.07370071928880444,0.9262992807111956
2631-40-5,0.11152836850105302,0.8884716314989468
114-26-1,0.10990117139944093,0.890098828600559
366-70-1,0.1736554482089416,0.8263445517910581
54266-83-0,0.1753266267402203,0.8246733732597797
106293-84-9,0.17793540811027028,0.8220645918897296
73115-70-5,0.6019222700912517,0.3980777299087483
2315-43-7,0.1256684505957909,0.8743315494042092
1505-95-9,0.07118976892312502,0.928810231076875
996-35-0,0.15877967156355938,0.8412203284364403
3938-45-2,0.11499652938973492,0.8850034706102651
116666-63-8,0.3701288673067132,0.6298711326932868
24730-10-7,0.3177250124671552,0.6822749875328448
14759-05-8,0.06307183103001948,0.9369281689699807
54270-10-9,0.09526884864161173,0.9047311513583882
18952-79-9,0.08914314392998585,0.910856856070014
26328-00-7,0.3103690809088312,0.6896309190911686
69788-41-6,0.1745415981429068,0.8254584018570933
97887-77-9,0.5989144109961357,0.40108558900386426
6659-45-6,0.16416006367479866,0.8358399363252015
22343-07-3,0.03984313242593141,0.9601568675740685
64249-01-0,0.06125612672217254,0.9387438732778274
14211-01-9,0.1441679989079583,0.8558320010920415
36614-38-7,0.10003011527481032,0.8999698847251896
19645-42-2,0.04475688263015242,0.9552431173698478
79985-91-4,0.1250567469490733,0.8749432530509266
97699-69-9,0.33079642486098715,0.6692035751390125
30560-28-2,0.09991519793111632,0.9000848020688834
71617-10-2,0.8279858522850359,0.17201414771496418
3567-08-6,0.8299393768868054,0.1700606231131945
17959-11-4,0.40436799089666414,0.5956320091033358
404-86-4,0.47579699707549084,0.5242030029245093
145071-49-4,0.1596852963647166,0.8403147036352834
111038-37-0,0.41253352959993644,0.5874664704000637
72739-69-6,0.2810834822309052,0.7189165177690948
23485-79-2,0.05290772605743032,0.9470922739425696
149877-41-8,0.5345312378621809,0.46546876213781907
24353-61-5,0.29264439122298397,0.707355608777016
13955-12-9,0.08813101412734024,0.9118689858726599
15863-65-7,0.19864461028317348,0.8013553897168263
14358-50-0,0.509342880089533,0.4906571199104668
24017-18-3,0.18976919900853656,0.8102308009914633
6838-93-3,0.5112149386179505,0.48878506138204963
107-44-8,0.4276758806951664,0.5723241193048336
71048-99-2,0.9083556422276713,0.09164435777232882
97886-45-8,0.32718501536791356,0.6728149846320862
959-24-0,0.7578071869264067,0.24219281307359347
27458-93-1,0.9014039384236976,0.09859606157630235
30399-84-9,0.9302418837036974,0.06975811629630262
68784-12-3,0.8763257169178523,0.12367428308214756
68526-86-3,0.8766468262649094,0.12335317373509021
72162-46-0,0.20645691832129523,0.7935430816787049
64354-92-3,0.836820238050334,0.16317976194966602
1330-61-6,0.8971044019776484,0.10289559802235149
26544-23-0,0.7978453897357143,0.20215461026428552
27013-89-4,0.7985026154808142,0.20149738451918553
71902-23-3,0.9070539397064226,0.09294606029357737
25168-26-7,0.3540978086924417,0.6459021913075581
25103-09-7,0.5518616165038839,0.448138383496116
29590-42-9,0.8285016710830078,0.1714983289169921
11071-47-9,0.8474790882315656,0.15252091176843446
830322-14-0,0.8613202567433001,0.13867974325669996
646-07-1,0.8800461858539751,0.11995381414602517
41764-14-1,0.5284022164574088,0.4715977835425911
56011-02-0,0.6069632831933192,0.39303671680668095
110-45-2,0.8044649628952949,0.1955350371047051
7779-65-9,0.8488333753881132,0.15116662461188685
94-46-2,0.856685586647259,0.14331441335274084
87-20-7,0.6277177062850289,0.3722822937149712
928-70-1,0.0882382401529591,0.9117617598470407
590-86-3,0.8557215029148744,0.14427849708512555
1553-60-2,0.3701416559380254,0.6298583440619746
91040-96-9,0.18842545221368545,0.8115745477863144
72221-66-0,0.21839390095757438,0.7816060990424256
93-19-6,0.17882190493496475,0.8211780950650351
503-74-2,0.8609934561859426,0.13900654381405733
140-26-1,0.8916565411520952,0.10834345884790461
2835-39-4,0.7537364371558464,0.24626356284415352
103-38-8,0.8942949108301794,0.1057050891698206
78-81-9,0.19317548524141662,0.8068245147585834
33207-44-2,0.3223826719583991,0.6776173280416008
371-44-8,0.42601088441966783,0.573989115580332
52102-44-0,0.851194888945393,0.14880511105460706
30979-48-7,0.3332964307572188,0.6667035692427813
13887-57-5,0.1617204238913607,0.8382795761086395
78-83-1,0.7531031957120522,0.24689680428794786
4439-24-1,0.8418552898596691,0.1581447101403311
51550-64-2,0.3568147582531623,0.6431852417468377
105-01-1,0.691216474759169,0.3087835252408308
102-13-6,0.8760959173439531,0.12390408265604673
1713-15-1,0.3614394964818322,0.6385605035181676
106-63-8,0.6801035135313013,0.3198964864686988
120-50-3,0.8565976192034271,0.14340238079657283
87-19-4,0.5769737444431515,0.4230262555568486
86553-26-6,0.5460530635519104,0.4539469364480896
27442-58-6,0.14712104967109702,0.852878950328903
18169-57-8,0.1144152244105901,0.8855847755894096
513-44-0,0.14935534678515244,0.8506446532148476
696-29-7,0.8749882331469583,0.12501176685304158
4621-04-9,0.8219887236719474,0.17801127632805255
34131-99-2,0.8835506036023836,0.11644939639761637
528-92-7,0.3459453575256773,0.6540546424743227
70124-77-5,0.606308101413584,0.39369189858641607
66827-38-1,0.6589933578295927,0.34100664217040727
14845-08-0,0.5508798291664138,0.44912017083358613
72-18-4,0.8035939833733459,0.19640601662665413
16652-76-9,0.6686798887747832,0.3313201112252168
7407-66-1,0.1833324460732248,0.8166675539267751
496-67-3,0.08727850955781676,0.9127214904421832
565-74-2,0.5709991128277375,0.4290008871722624
64047-48-9,0.23155293271474925,0.7684470672852509
91132-80-8,0.4082452824547931,0.5917547175452069
28770-01-6,0.4854281660240835,0.5145718339759164
68683-20-5,0.8178546333020449,0.18214536669795522
4395-92-0,0.79973433313245,0.20026566686754993
536-60-7,0.5681404198210974,0.4318595801789024
13816-33-6,0.4738066221330035,0.5261933778669966
31027-31-3,0.6164713564274131,0.3835286435725868
15763-76-5,0.48906275809868915,0.5109372419013107
17959-33-0,0.20971333782202795,0.790286662177972
1333-53-5,0.1817565748774056,0.8182434251225944
643-28-7,0.13884299205124448,0.8611570079487556
91040-95-8,0.22786952355608228,0.7721304764439176
13311-84-7,0.22175395322595964,0.7782460467740403
37389-71-2,0.05767264477037102,0.9423273552296291
80-34-2,0.8323085470943943,0.16769145290560578
79-31-2,0.8710183439905973,0.12898165600940262
103-48-0,0.8692685290136852,0.13073147098631493
103-60-6,0.7525528529635068,0.24744714703649318
103-59-3,0.8304177315900689,0.1695822684099311
103-28-6,0.8647609906251789,0.13523900937482114
1532-00-9,0.5830520180683542,0.4169479819316457
56425-91-3,0.22380731758106698,0.7761926824189331
73681-12-6,0.14824866613439852,0.8517513338656012
21738-42-1,0.30962369814176843,0.6903763018582317
63659-19-8,0.3229164258379655,0.6770835741620345
29122-68-7,0.4890436012123185,0.5109563987876816
59333-90-3,0.32007874102907574,0.6799212589709244
86247-86-1,0.4026278143010654,0.5973721856989346
81486-22-8,0.216073544159293,0.7839264558407071
586-06-1,0.41653476372323506,0.583465236276765
5588-22-7,0.3112512171198677,0.6887487828801321
14334-41-9,0.26766071292222804,0.732339287077772
31802-16-1,0.23491763460644974,0.7650823653935502
768-52-5,0.2747484122666843,0.7252515877333158
101-72-4,0.6101512808075021,0.38984871919249775
2210-25-5,0.35273505810450717,0.6472649418954929
637-32-1,0.13694634809503375,0.8630536519049661
22936-86-3,0.17810280008170196,0.8218971999182982
97817-39-5,0.557381659885531,0.4426183401144691
36734-19-7,0.8506070661571374,0.14939293384286256
63884-40-2,0.4911996086607166,0.5088003913392833
3544-35-2,0.20337911872273803,0.7966208812772618
54-92-2,0.11809656248361161,0.8819034375163884
35944-83-3,0.0837781592946188,0.9162218407053812
99300-63-7,0.10404820193501613,0.895951798064984
2030-63-9,0.8571285823587695,0.14287141764123024
58934-46-6,0.13084030205118383,0.8691596979488159
89703-10-6,0.218435899216553,0.781564100783447
3772-26-7,0.6152021495900799,0.3847978504099202
22235-81-0,0.16752187821377001,0.8324781217862299
3423-28-7,0.26695209217590843,0.7330479078240915
142459-58-3,0.40861167763613193,0.5913883223638682
1918-16-7,0.16250059220881258,0.8374994077911874
98410-36-7,0.27589586559952456,0.7241041344004753
25057-89-0,0.17708310035001842,0.8229168996499816
79-46-9,0.48383577021088353,0.5161642297891167
67-63-0,0.7406118996681124,0.25938810033188764
98519-41-6,0.16947865052873937,0.8305213494712609
4016-14-2,0.5481344294505909,0.45186557054940907
93-78-7,0.3520245117746764,0.6479754882253236
83656-29-5,0.633286507410132,0.366713492589868
66332-96-5,0.5581294802219641,0.44187051977803593
35212-22-7,0.5179389225368425,0.4820610774631576
29026-74-2,0.24461689594450037,0.7553831040554998
38753-50-3,0.15280215465606803,0.8471978453439318
7780-06-5,0.8605873481494439,0.13941265185055599
939-48-0,0.8484058086375437,0.15159419136245614
88599-41-1,0.6370004007693647,0.3629995992306353
88599-42-2,0.5904613990139954,0.40953860098600475
68334-67-8,0.13904532507642414,0.8609546749235758
5836-10-2,0.7762143841581495,0.22378561584185036
122-42-9,0.4418671374385896,0.5581328625614105
83395-31-7,0.553988834230874,0.44601116576912614
298692-41-8,0.5147758830827808,0.4852241169172193
108-23-6,0.5,0.5
1714-03-0,0.06153846969685295,0.938461530303147
1713-97-9,0.06487055333305307,0.9351294466669469
24441-57-4,0.04619936048903432,0.9538006395109656
46355-07-1,0.15361205611599713,0.846387943884003
75-33-2,0.25653990830350687,0.7434600916964933
4095-32-3,0.10800530489404778,0.8919946951059523
141396-28-3,0.6697807868373054,0.33021921316269454
500-38-9,0.8544510939441583,0.14554890605584175
106-55-8,0.8003553352269878,0.19964466477301224
110871-86-8,0.8015121326478011,0.19848786735219884
61477-94-9,0.07306435250442399,0.9269356474955759
98459-18-8,0.1315413761120524,0.8684586238879475
7652-64-4,0.465972979222171,0.5340270207778289
2935-44-6,0.8157114887595442,0.18428851124045564
110-97-4,0.8518802046076871,0.14811979539231276
110-98-5,0.8919390083018129,0.10806099169818717
25322-69-4,0.9082033330830315,0.09179666691696853
25136-55-4,0.8124375389290851,0.1875624610709149
1073-79-6,0.863486682022341,0.13651331797765923
141-91-3,0.6809995145573238,0.31900048544267584
1593-77-7,0.7715446565535569,0.22845534344644286
10140-90-6,0.20442419809535964,0.7955758019046404
108-60-1,0.14317648153885934,0.8568235184611407
3048-76-8,0.8819154494437506,0.11808455055624964
57472-68-1,0.7685691717228965,0.23143082827710368
27138-31-4,0.9234440550212382,0.07655594497876204
13275-18-8,0.23919646398318298,0.760803536016817
14663-72-0,0.048739161459996586,0.9512608385400035
849-55-8,0.4161924177028145,0.5838075822971854
579-56-6,0.5065922783799005,0.49340772162009944
7681-93-8,0.8345648032794651,0.16543519672053483
84985-34-2,0.31658243322763846,0.6834175667723614
513-85-9,0.7882746708854136,0.21172532911458627
98532-74-2,0.1478605461157565,0.8521394538842436
98519-01-8,0.1753689825627653,0.8246310174372345
6280-75-7,0.28909803110905175,0.7109019688909484
93-96-9,0.7955987010213187,0.20440129897868134
4351-70-6,0.3368002107792774,0.6631997892207224
23477-98-7,0.6599721892986775,0.3400278107013224
62563-80-8,0.8529140130139934,0.14708598698600678
4433-36-7,0.9114144905383007,0.08858550946169935
21145-77-7,0.7884452350211868,0.21155476497881312
72869-86-4,0.6534077764131353,0.3465922235868646
70172-00-8,0.8496496707171481,0.15035032928285177
71-58-9,0.9311951099745809,0.06880489002541915
33564-31-7,0.8876665646328674,0.11233343536713267
359-83-1,0.0842819843368325,0.9157180156631676
123298-28-2,0.47320691177441176,0.5267930882255881
51155-15-8,0.7044641499432287,0.29553585005677113
57646-30-7,0.4883765852547208,0.5116234147452793
7492-67-3,0.9186453429522619,0.08135465704773805
105-85-1,0.9094772097428724,0.0905227902571276
139-70-8,0.903821350695604,0.09617864930439622
8000-29-1,0.9264865033480626,0.07351349665193727
51566-62-2,0.6077221396176604,0.39227786038233964
502-47-6,0.8486654040034713,0.15133459599652854
16409-43-1,0.7591052158032026,0.2408947841967976
2436-90-0,0.8669128358878962,0.1330871641121038
36798-79-5,0.4693983351037943,0.5306016648962057
111479-05-1,0.30652317781699534,0.6934768221830047
141-11-7,0.8987309881591792,0.10126901184082066
5370-01-4,0.18968097154281677,0.8103190284571832
143692-53-9,0.535876021349755,0.4641239786502449
40766-31-2,0.8480715491118831,0.15192845088811682
161599-46-8,0.7933810880187259,0.2066189119812744
95719-24-7,0.8461962419065063,0.15380375809349364
58430-94-7,0.926537121377967,0.0734628786220331
77-54-3,0.8742345732336485,0.12576542676635125
5634-42-4,0.671355252449386,0.32864474755061407
80449-58-7,0.8476504242406372,0.1523495757593628
53-36-1,0.8877580609516543,0.1122419390483457
2885-39-4,0.6794533968961453,0.32054660310385447
34681-10-2,0.12679420828834867,0.8732057917116514
1477-79-8,0.14244365731728123,0.8575563426827186
62-51-1,0.5887131726784376,0.41128682732156224
108-65-6,0.8824016752535228,0.1175983247464775
23541-50-6,0.16330879899523498,0.8366912010047651
63170-60-5,0.25929497916366073,0.7407050208363395
64544-07-6,0.7989989686543626,0.20100103134563738
10486-14-3,0.8803966458141916,0.11960335418580825
7764-50-3,0.8022566945334215,0.19774330546657862
27813-02-1,0.6644936618872732,0.3355063381127269
3644-61-9,0.1075574562944563,0.8924425437055438
66309-83-9,0.7007322838303183,0.2992677161696814
22683-78-9,0.12159486571458925,0.8784051342854107
60789-89-1,0.11966906695090888,0.8803309330490912
5726-19-2,0.8740672271954213,0.12593277280457885
10402-52-5,0.8214036321167831,0.17859636788321676
40552-84-9,0.8332213498182038,0.16677865018179622
74258-86-9,0.8562836336580115,0.14371636634198856
143692-40-4,0.1869389098011504,0.8130610901988495
1331-12-0,0.8085098522793781,0.19149014772062176
2114-33-2,0.825032252109264,0.17496774789073585
72619-44-4,0.3535277431034866,0.6464722568965133
13740-38-0,0.5229921270639678,0.4770078729360323
17560-51-9,0.8263494985264119,0.17365050147358807
68683-30-7,0.588800031763552,0.41119996823644817
57852-57-0,0.2250336353855855,0.7749663646144145
39472-31-6,0.22377855623782933,0.7762214437621706
207574-76-3,0.7277441902699701,0.2722558097300298
4390-04-9,0.8675052723308604,0.13249472766913964
6731-36-8,0.9194200929821805,0.08057990701781947
13475-82-6,0.8340541440237215,0.1659458559762785
58327-15-4,0.7548425394438392,0.24515746055616064
1392325-86-8,0.36841164562335565,0.6315883543766444
365411-50-3,0.8641013266635353,0.1358986733364648
33704-61-9,0.868630461225154,0.13136953877484625
34396-03-7,0.7419711131566746,0.25802888684332526
91-51-0,0.79801413425399,0.2019858657460099
