CASRN,EPA_RF_rdkit2d-1,EPA_RF_rdkit2d-2,EPA_RF_rdkit2d-3,EPA_RF_rdkit2d-4
363-24-6,0.028666666666666667,0.5793333333333335,0.21399999999999994,0.17799999999999996
80614-27-3,0.019,0.3403333333333333,0.4897333333333336,0.15093333333333334
1766-91-2,0.09449999999999999,0.15766666666666662,0.40899999999999986,0.3388333333333333
101-85-9,0.011333333333333332,0.06666666666666667,0.8073333333333332,0.11466666666666667
136-81-2,0.004666666666666666,0.12408095238095235,0.8512857142857142,0.019966666666666667
38237-76-2,0.03166666666666667,0.40000000000000013,0.4483333333333334,0.12000000000000002
4312-93-0,0.014,0.08200000000000002,0.7456666666666665,0.1583333333333333
123-68-2,0.0036666666666666666,0.05525,0.6087666666666666,0.33231666666666654
76990-85-7,0.015999999999999997,0.125,0.6581333333333336,0.2008666666666667
20308-43-4,0.01333333333333333,0.11100000000000004,0.4863333333333334,0.3893333333333333
10589-74-9,0.027333333333333334,0.46116666666666667,0.431,0.0805
71-41-0,0.00308,0.08022666666666663,0.8604666666666665,0.05622666666666667
638-49-3,0.004678642714570858,0.05307185628742515,0.25857802576664846,0.6836714752313555
17810-53-6,0.006333333333333334,0.9096666666666667,0.06566666666666666,0.018333333333333337
21270-10-0,0.012,0.8905,0.063,0.0345
52364-71-3,0.01333333333333333,0.039666666666666656,0.12350000000000001,0.8235000000000001
104485-01-0,0.0961666666666667,0.2421666666666666,0.5483333333333333,0.11333333333333331
101893-08-7,0.04466666666666668,0.569,0.31366666666666665,0.07266666666666666
2720-73-2,0.024333333333333332,0.11925238095238097,0.7513047619047618,0.10510952380952382
20056-92-2,0.004028368794326241,0.03086160081053698,0.3936005065856129,0.5715095238095238
557-48-2,0.018,0.08631764705882354,0.49890392156862745,0.396778431372549
18829-55-5,0.011666666666666665,0.10485238095238095,0.6736619047619048,0.20981904761904752
110-62-3,0.02133333333333333,0.1653333333333333,0.7147666666666667,0.09856666666666668
110-59-8,0.2955619047619047,0.23701904761904757,0.4004190476190478,0.06699999999999998
23433-04-7,0.003333333333333333,0.0236007326007326,0.34782600732600744,0.625239926739927
104-50-7,0.0006666666666666666,0.007,0.08185714285714285,0.9104761904761905
841-73-6,0.06899999999999999,0.19033333333333338,0.47933333333333344,0.2613333333333333
2210-63-1,0.03133333333333334,0.19813333333333336,0.6927,0.07783333333333332
50-33-9,0.003333333333333333,0.20529999999999995,0.7700333333333336,0.021333333333333336
129-20-4,0.010999999999999998,0.1313333333333333,0.7723333333333331,0.08533333333333333
6066-49-5,0.018011976047904187,0.14940518962075852,0.5035628742514972,0.3290199600798403
335153-21-4,0.043333333333333335,0.08633333333333333,0.6366666666666666,0.2336666666666667
64357-33-1,0.020166666666666663,0.24233333333333326,0.5655,0.17199999999999996
536-69-6,0.021333333333333333,0.15433333333333335,0.6430000000000001,0.1813333333333333
3180-09-4,0.003999999999999999,0.3563726190476189,0.6269607142857142,0.012666666666666666
16006-72-7,0.0285,0.09400000000000001,0.7377999999999999,0.13970000000000002
87792-15-2,0.026,0.12233333333333336,0.6786666666666665,0.17300000000000001
87792-14-1,0.03266666666666667,0.12800000000000003,0.7096666666666666,0.12966666666666665
87792-13-0,0.09100000000000001,0.1839999999999999,0.48400000000000026,0.24099999999999996
168152-75-8,0.0,0.997,0.003,0.0
141645-16-1,0.04599999999999999,0.20713333333333334,0.5488000000000001,0.1980666666666667
138401-24-8,0.027000000000000003,0.37466666666666665,0.46983333333333344,0.12849999999999998
109-52-4,0.013999999999999997,0.09033333333333335,0.6878628205128203,0.20780384615384614
61019-78-1,0.027,0.2351666666666667,0.6739999999999998,0.06383333333333331
88671-89-0,0.031,0.2143333333333333,0.6716666666666667,0.08300000000000002
58902-64-0,0.029333333333333336,0.31173333333333353,0.5009333333333335,0.15799999999999997
27470-51-5,0.052666666666666674,0.1615,0.4203333333333334,0.3655000000000001
79983-71-4,0.017333333333333333,0.27466666666666656,0.6436666666666666,0.06433333333333333
38615-43-9,0.01311212121212121,0.5877292929292928,0.3696464646464648,0.02951212121212122
111-75-1,0.004333333333333333,0.18035714285714283,0.687452380952381,0.1278571428571429
1126-78-9,0.06161904761904762,0.12383809523809526,0.7635238095238095,0.05101904761904762
28395-03-1,0.024666666666666667,0.08266666666666665,0.35266666666666674,0.5400000000000003
2782-40-3,0.007666666666666667,0.059333333333333335,0.9066666666666666,0.026333333333333337
592-31-4,0.04266666666666666,0.18999999999999997,0.6211666666666669,0.14616666666666667
6336-01-2,0.09176666666666666,0.3848333333333334,0.4926666666666667,0.030733333333333338
55406-53-6,0.1786666666666666,0.37566666666666676,0.3596666666666668,0.08600000000000002
13887-58-6,0.013,0.026,0.9443333333333332,0.016666666666666663
3622-84-2,0.02366666666666667,0.15166666666666664,0.7519999999999998,0.07266666666666667
111-36-4,0.030833333333333334,0.4767857142857142,0.4203380952380954,0.07204285714285713
1005-67-0,0.014999999999999998,0.13199999999999998,0.8164999999999999,0.03649999999999999
3817-11-6,0.03266666666666666,0.16010952380952384,0.7179904761904762,0.08923333333333333
16227-10-4,0.035500000000000004,0.33700000000000013,0.5851666666666668,0.04233333333333332
63716-31-4,0.02866666666666667,0.7437060606060606,0.18294545454545447,0.04468181818181817
54395-37-8,0.04233333333333332,0.153,0.589,0.21566666666666662
71-36-3,0.015333333333333332,0.08085569050832211,0.7853723796671168,0.1184385964912281
1928-45-6,0.056666666666666664,0.39000000000000007,0.4183333333333335,0.135
6959-71-3,0.01533333333333333,0.11566666666666667,0.8236666666666668,0.04533333333333334
7420-06-6,0.013,0.04898717948717948,0.5262417582417582,0.41177106227106225
111-76-2,0.003,0.11330454316924911,0.7686917317976146,0.11500372503313677
112-34-5,0.0026666666666666666,0.05033333333333335,0.5527000000000001,0.3943
143-22-6,0.0026666666666666666,0.03645454545454547,0.5216212121212122,0.43925757575757585
112-56-1,0.10666666666666672,0.2601666666666666,0.4829166666666669,0.15025000000000002
4223-11-4,0.006999999999999999,0.06166666666666666,0.6690000000000002,0.2623333333333333
3102-00-9,0.012333333333333333,0.09557142857142858,0.7908095238095239,0.10128571428571433
2426-08-6,0.022,0.13525238095238099,0.6709380952380952,0.17180952380952386
1852-16-0,0.021666666666666664,0.17333333333333328,0.48580952380952375,0.3191904761904761
111-34-2,0.008333333333333331,0.11333333333333334,0.808,0.07033333333333333
17751-76-7,0.016,0.6969333333333335,0.22273333333333326,0.06433333333333333
21269-98-7,0.018333333333333337,0.639913043478261,0.2739202898550724,0.06783333333333331
33236-00-9,0.017999999999999995,0.44351111111111124,0.5136555555555555,0.024833333333333332
70193-21-4,0.075,0.16466666666666668,0.6013333333333334,0.159
5459-58-5,0.028000000000000004,0.2128,0.40139999999999987,0.3578
122-43-0,0.0050119760479041915,0.016189503346248676,0.3200078327094565,0.6587906878963906
66232-25-5,0.1413333333333333,0.3203333333333334,0.42566666666666664,0.11266666666666666
7397-62-8,0.012666666666666666,0.074,0.4556,0.4577333333333333
94-80-4,0.016333333333333328,0.4401666666666668,0.4831666666666668,0.06033333333333332
2438-72-4,0.018,0.12533333333333338,0.6776666666666665,0.17899999999999996
141-32-2,0.005345309381237525,0.2750869356525045,0.3923882100268327,0.3271795449394253
90842-58-3,0.1176214285714286,0.2092047619047619,0.5201333333333334,0.15304047619047614
136-60-7,0.005666666666666666,0.014666666666666665,0.34783333333333327,0.6318333333333331
20954-16-9,0.011666666666666667,0.04866666666666666,0.8976666666666667,0.042
20954-14-7,0.006666666666666666,0.042666666666666665,0.9106666666666666,0.039999999999999994
28570-58-3,0.022,0.10033333333333333,0.7366666666666665,0.14099999999999996
7756-96-9,0.016666666666666663,0.052,0.7174333333333331,0.2139
67330-25-0,0.029666666666666668,0.22366666666666665,0.5176666666666668,0.22899999999999998
88599-43-3,0.016666666666666663,0.051000000000000004,0.8093333333333336,0.12300000000000001
82989-25-1,0.02666666666666666,0.11733333333333335,0.6920000000000001,0.16399999999999998
2314-09-2,0.027666666666666676,0.14933333333333343,0.6349999999999999,0.18799999999999994
75147-20-5,0.07333333333333332,0.16026666666666664,0.5486666666666667,0.2177333333333333
64047-35-4,0.10333333333333335,0.2182333333333333,0.5177666666666668,0.1606666666666666
544-16-1,0.05333333333333334,0.35785000000000006,0.5156000000000001,0.07321666666666668
6607-49-4,0.03823333333333334,0.20659999999999995,0.5803666666666669,0.17479999999999998
2314-17-2,0.03233333333333334,0.2643333333333333,0.5003333333333335,0.20299999999999996
4560-93-4,0.12160000000000003,0.458264824717766,0.3192715389185977,0.10086363636363638
64910-63-0,0.032833333333333325,0.23616666666666666,0.5804999999999999,0.15050000000000002
109-69-3,0.017333333333333333,0.12378333333333334,0.5824999999999998,0.27638333333333326
109-67-1,0.022,0.2372698412698412,0.4761079365079364,0.2646222222222222
928-95-0,0.01,0.10903333333333333,0.8266999999999994,0.054266666666666664
123-72-8,0.06544444444444444,0.15057936507936504,0.5932079365079367,0.19076825396825403
109-74-0,0.3327151515151515,0.3452030303030306,0.29323333333333323,0.02884848484848486
116020-44-1,0.012333333333333333,0.06810526315789472,0.4160012531328321,0.5035601503759399
66246-88-6,0.023999999999999997,0.2253333333333333,0.6773333333333333,0.07333333333333333
1211-28-5,0.03366666666666667,0.4430000000000001,0.47133333333333327,0.05199999999999999
21531-91-9,0.007166666666666667,0.018200000000000004,0.19915714285714278,0.7754761904761909
698-76-0,0.0006666666666666666,0.015299999999999998,0.4769859788359789,0.5070473544973544
105-21-5,0.004166666666666666,0.05059090909090908,0.6323192640692639,0.31292316017316013
60207-90-1,0.04233333333333332,0.4473333333333334,0.42833333333333323,0.082
1003-14-1,0.028008484848484852,0.5155663203463203,0.3645356709956709,0.09188952380952384
105-31-7,0.06849999999999998,0.21683333333333335,0.6223333333333332,0.09233333333333334
39067-39-5,0.013666666666666667,0.2040333333333334,0.5301333333333335,0.25216666666666665
6082-56-0,0.004666666666666666,0.2895333333333333,0.6851333333333335,0.020666666666666667
103-65-1,0.009055555555555555,0.038914603174603164,0.8295961904761903,0.12243365079365079
28785-06-0,0.0031666666666666666,0.03216666666666666,0.8386666666666669,0.12600000000000003
645-56-7,0.004333333333333333,0.14706666666666668,0.8204333333333333,0.028166666666666666
94-58-6,0.012666666666666668,0.1041666666666667,0.803,0.08016666666666668
644-35-9,0.0026666666666666666,0.22916666666666669,0.7538333333333332,0.014333333333333332
7231-31-4,0.05599999999999999,0.31700000000000006,0.6056666666666666,0.021333333333333333
51-52-5,0.022333333333333337,0.11833333333333335,0.8248333333333335,0.03450000000000001
14222-60-7,0.06666666666666665,0.19266666666666662,0.717,0.023666666666666673
75464-11-8,0.06666666666666667,0.2833333333333335,0.39366666666666666,0.2563333333333333
151327-12-7,0.014666666666666668,0.8195000000000001,0.1255,0.040333333333333325
151327-04-7,0.015666666666666666,0.85,0.09566666666666669,0.038666666666666655
151327-11-6,0.017666666666666664,0.8756666666666667,0.06733333333333333,0.039333333333333345
151327-07-0,0.02033333333333333,0.617,0.23866666666666667,0.124
168152-96-3,0.03933333333333334,0.36150000000000004,0.5048333333333334,0.09433333333333337
168152-92-9,0.002,0.9326666666666666,0.04266666666666667,0.022666666666666665
168152-72-5,0.012333333333333332,0.8399999999999999,0.09433333333333332,0.05333333333333333
168152-66-7,0.0,0.998,0.002,0.0
168152-81-6,0.0,0.9523333333333333,0.03633333333333333,0.011333333333333336
168152-80-5,0.006666666666666666,0.8174999999999999,0.10850000000000003,0.06733333333333333
168152-67-8,0.009,0.8019999999999999,0.12433333333333335,0.06466666666666666
168152-84-9,0.012666666666666668,0.8539999999999999,0.10266666666666666,0.03066666666666667
168152-76-9,0.0013333333333333333,0.9460000000000001,0.028666666666666667,0.024
168152-71-4,0.004666666666666666,0.9246666666666666,0.05433333333333333,0.01633333333333333
1688-71-7,0.016999999999999998,0.5768000000000001,0.3638666666666667,0.042333333333333334
97392-14-8,0.018666666666666665,0.46599999999999997,0.4903333333333333,0.024999999999999998
70735-85-2,0.051,0.15666666666666665,0.721,0.07133333333333333
63233-46-5,0.04,0.6183333333333334,0.25633333333333325,0.08533333333333333
2051-78-7,0.008,0.40408333333333324,0.3800388888888889,0.20787777777777774
103-37-7,0.002345309381237525,0.013689503346248678,0.4611377762122813,0.5228274110602326
123-20-6,0.022,0.23836666666666662,0.5854428571428572,0.1541904761904762
36597-90-7,0.061333333333333344,0.17833333333333332,0.669,0.09133333333333332
107-10-8,0.03966666666666667,0.5664761904761905,0.3605714285714285,0.03328571428571429
125055-68-7,0.022333333333333334,0.8126666666666666,0.13199999999999998,0.033
94-20-2,0.02033333333333333,0.04466666666666667,0.894,0.041
13887-60-0,0.005,0.015,0.9750000000000001,0.005
73941-13-6,0.0606190476190476,0.40476984126984134,0.5052777777777778,0.029333333333333333
27050-40-4,0.05166666666666666,0.48399999999999993,0.386,0.07833333333333332
33245-39-5,0.18733333333333335,0.26633333333333326,0.3386666666666667,0.2076666666666666
26399-36-0,0.08600000000000002,0.14899999999999997,0.2976666666666667,0.4673333333333332
64057-89-2,0.011333333333333334,0.3684166666666665,0.5645833333333334,0.055666666666666656
4634-51-9,0.8562333333333334,0.04133333333333332,0.06693333333333333,0.0355
41078-02-8,0.034,0.15866666666666662,0.715,0.09233333333333332
816-57-9,0.044666666666666674,0.25833333333333325,0.5940000000000001,0.10299999999999998
2807-30-9,0.0045,0.31181111111111115,0.3967642857142859,0.28692460317460317
110-74-7,0.014066666666666665,0.17906666666666662,0.4691000000000001,0.33776666666666666
33235-97-1,0.010833333333333332,0.8089428571428573,0.17089047619047604,0.009333333333333332
33236-21-4,0.006,0.15966666666666668,0.828666666666667,0.005666666666666666
52709-86-1,0.03866666666666666,0.07333333333333332,0.3885666666666667,0.4994333333333334
142770-42-1,0.04466666666666667,0.2223333333333333,0.5646666666666668,0.16833333333333333
34614-30-7,0.004,0.02033333333333333,0.954,0.021666666666666664
627-12-3,0.03266666666666667,0.19766666666666666,0.6358333333333333,0.1338333333333333
83395-30-6,0.031000000000000014,0.05866666666666664,0.5088333333333338,0.4015000000000001
1713-98-0,0.6300356589147287,0.30194496124031006,0.05530620155038758,0.012713178294573644
18705-22-1,0.057666666666666665,0.18793333333333334,0.7017333333333333,0.052666666666666674
64050-66-4,0.4585785714285715,0.37806904761904764,0.1303357142857144,0.03301666666666667
107-03-9,0.025333333333333336,0.1591719298245614,0.4832489974937346,0.3322457393483709
49828-25-3,0.06533333333333333,0.17500000000000002,0.5446666666666667,0.21500000000000002
13889-92-4,0.03961904761904762,0.30052380952380964,0.5997380952380953,0.06011904761904761
38827-35-9,0.09800000000000002,0.21699999999999997,0.4603333333333334,0.22466666666666663
918504-27-5,0.11000000000000001,0.1826666666666667,0.4196666666666669,0.2876666666666666
1262985-23-8,0.14833333333333332,0.1636666666666667,0.373,0.31500000000000006
1103234-56-5,0.055666666666666656,0.13616666666666669,0.5131666666666668,0.29500000000000015
540-54-5,0.029833333333333333,0.16960769230769226,0.6631158119658117,0.1374431623931624
68526-56-7,0.011,0.07456666666666666,0.28680303030303045,0.6276303030303031
928-96-1,0.0064333333333333334,0.06595959595959594,0.8095878787878791,0.11801919191919193
33467-73-1,0.004,0.06883333333333333,0.3430333333333333,0.5841333333333333
42436-07-7,0.006,0.019333333333333334,0.22161363636363637,0.7530530303030305
65405-77-8,0.007666666666666667,0.03899999999999999,0.8109285714285714,0.1424047619047619
24880-45-3,0.0029999999999999996,0.03300000000000001,0.16288333333333335,0.8011166666666666
2091-24-9,0.008333333333333331,0.04856666666666666,0.18256666666666665,0.7605333333333332
5910-85-0,0.030000000000000002,0.3933333333333335,0.4763333333333335,0.10033333333333337
17369-59-4,0.005666666666666666,0.05133333333333333,0.8318333333333331,0.11116666666666662
107-12-0,0.33063968253968246,0.4426126984126987,0.2086206349206349,0.018126984126984127
118-68-3,0.044,0.4465476190476192,0.48045238095238096,0.029
96-20-8,0.02816666666666667,0.15916666666666668,0.5370000000000003,0.2756666666666667
3174-67-2,0.003,0.026822222222222223,0.2002820512820513,0.7698957264957266
584-03-2,0.02413333333333333,0.055558741258741245,0.4860353146853145,0.43427261072261075
695-06-7,0.005833333333333333,0.05259090909090908,0.7250435064935065,0.21653225108225108
56983-13-2,0.018333333333333333,0.15599999999999994,0.7436666666666665,0.08200000000000002
4437-85-8,0.08400000000000002,0.19739999999999996,0.4790272727272727,0.23957272727272727
98519-44-9,0.010666666666666666,0.035,0.9113333333333333,0.04300000000000001
98518-99-1,0.0,0.009,0.9833333333333333,0.007666666666666666
98532-66-2,0.002333333333333333,0.004333333333333333,0.9846666666666667,0.008666666666666666
106-88-7,0.05000848484848485,0.5615425108225107,0.34027376623376615,0.04817523809523808
65-14-5,0.05239999999999998,0.15100000000000002,0.5316666666666667,0.2649333333333334
117-26-0,0.017,0.11500000000000003,0.7180000000000002,0.15
435-97-2,0.11966666666666667,0.19266666666666662,0.5033333333333334,0.18433333333333332
90-49-3,0.01933333333333333,0.08233333333333333,0.8143333333333332,0.08399999999999999
14845-06-8,0.007,0.1456666666666667,0.8003333333333333,0.046999999999999986
512-16-3,0.10533333333333338,0.11066666666666668,0.6222000000000002,0.16179999999999994
12663-46-6,0.031,0.06499999999999997,0.28733333333333344,0.6166666666666665
80834-51-1,0.049999999999999996,0.41300000000000014,0.43500000000000005,0.10200000000000001
113614-08-7,0.041333333333333326,0.2166666666666667,0.5400000000000003,0.20200000000000004
1824-58-4,0.037,0.06533333333333333,0.527,0.37066666666666676
66571-24-2,0.008333333333333331,0.0355,0.9311666666666667,0.025000000000000005
34314-31-3,0.068,0.2826666666666667,0.5675000000000003,0.08183333333333333
78-99-9,0.015333333333333332,0.08791578947368422,0.8078456140350876,0.08890526315789474
58-54-8,0.04366666666666667,0.1675,0.6534999999999999,0.1353333333333333
1146-95-8,0.03933333333333333,0.33566666666666667,0.5623333333333332,0.06266666666666666
42790-35-2,0.041,0.138,0.6586666666666668,0.16233333333333327
60270-84-0,0.043125,0.15170833333333333,0.4510416666666668,0.3541250000000001
89426-87-9,0.22033333333333333,0.6953333333333334,0.06066666666666666,0.02366666666666667
5223-06-3,0.029333333333333336,0.1901666666666667,0.7408333333333332,0.03966666666666666
5408-74-2,0.030416666666666668,0.50125,0.43933333333333335,0.028999999999999998
102268-15-5,0.037333333333333336,0.12700000000000003,0.6146666666666669,0.221
536-33-4,0.03566666666666667,0.18533333333333332,0.7543333333333335,0.024666666666666663
14736-30-2,0.022333333333333337,0.1426666666666667,0.7779999999999997,0.05699999999999999
121518-45-4,0.0418,0.11133333333333334,0.8244000000000001,0.02246666666666667
27653-49-2,0.035,0.546,0.3750000000000001,0.044
58-14-0,0.02166666666666667,0.6389999999999999,0.2946666666666667,0.04466666666666665
149979-41-9,0.07766666666666668,0.17883333333333337,0.5731666666666666,0.1703333333333333
168152-88-3,0.0016666666666666666,0.985,0.007,0.006333333333333333
127277-53-6,0.06466666666666666,0.09166666666666669,0.6299166666666669,0.21374999999999994
70-69-9,0.009333333333333334,0.4611666666666666,0.5038333333333334,0.025666666666666664
2295-58-1,0.05433333333333333,0.11400000000000003,0.6346666666666665,0.197
63605-45-8,0.07366666666666666,0.20666666666666664,0.6176666666666667,0.10199999999999997
4940-11-8,0.032333333333333346,0.10800000000000001,0.8063333333333331,0.05333333333333332
1477-19-6,0.028333333333333335,0.263,0.5613333333333334,0.14733333333333334
3781-28-0,0.050666666666666665,0.3306666666666666,0.5400000000000004,0.07866666666666668
106006-84-2,0.014666666666666665,0.12633333333333333,0.807333333333333,0.051666666666666666
89427-48-5,0.5293333333333333,0.2449999999999999,0.18899999999999992,0.03666666666666667
709-98-8,0.010666666666666666,0.15033333333333335,0.7979999999999999,0.040999999999999995
13808-36-1,0.04299999999999998,0.3606666666666667,0.5280000000000001,0.06833333333333332
75764-58-8,0.022666666666666665,0.38606666666666656,0.4829333333333335,0.10833333333333335
15301-48-1,0.058,0.26333333333333336,0.5533333333333335,0.12533333333333338
79-09-4,0.08826666666666666,0.31719999999999976,0.4104333333333336,0.18409999999999999
23495-12-7,0.016,0.04173333333333333,0.5374000000000001,0.40486666666666654
103-56-0,0.0006666666666666666,0.009666666666666667,0.7593333333333335,0.23033333333333333
122-63-4,0.0,0.008,0.7765476190476193,0.21545238095238087
1531-97-1,0.01991666666666667,0.0645,0.7719166666666665,0.14366666666666664
17511-60-3,0.011,0.051490909090909094,0.6995363636363637,0.23797272727272728
682-11-1,0.025666666666666664,0.06966666666666665,0.512,0.39266666666666683
682-09-7,0.03699999999999999,0.10000000000000003,0.6374166666666667,0.2255833333333333
5187-23-5,0.014999999999999998,0.09266666666666669,0.6541666666666669,0.23816666666666655
3047-32-3,0.010999999999999998,0.14073333333333332,0.6946047619047618,0.15366190476190478
30499-70-8,0.04633333333333333,0.1225714285714286,0.6049761904761908,0.22611904761904755
66492-51-1,0.028333333333333335,0.11999999999999998,0.6014333333333336,0.25023333333333336
824-11-3,0.07766666666666668,0.20740476190476187,0.5914285714285714,0.12350000000000003
1005-93-2,0.2336666666666667,0.16200000000000003,0.45583333333333326,0.14850000000000002
10097-02-6,0.029666666666666668,0.045000000000000005,0.6543333333333335,0.27099999999999985
115-70-8,0.01733333333333333,0.027380952380952388,0.2228190476190476,0.7324666666666664
3819-07-6,0.0207719298245614,0.08933333333333338,0.8372456140350878,0.052649122807017536
7747-35-5,0.023333333333333327,0.2198333333333334,0.6429999999999999,0.11383333333333336
19882-03-2,0.043666666666666666,0.09633333333333335,0.7135000000000002,0.1465
6533-00-2,0.020333333333333328,0.061833333333333323,0.6220000000000002,0.2958333333333334
77-21-4,0.022333333333333334,0.12933333333333338,0.7446666666666666,0.10366666666666668
77236-50-1,0.027666666666666676,0.1393333333333333,0.7546666666666667,0.07833333333333332
5556-57-0,0.018833333333333334,0.13533333333333333,0.7663333333333335,0.07949999999999999
50-19-1,0.03228571428571429,0.18285714285714286,0.6625238095238094,0.12233333333333335
509-86-4,0.13366666666666668,0.48293333333333344,0.2900666666666666,0.09333333333333337
125-33-7,0.017666666666666664,0.18046666666666664,0.6459142857142856,0.15595238095238095
50-06-6,0.11533333333333337,0.19833333333333322,0.4056666666666668,0.28066666666666656
57-30-7,0.054,0.3391666666666666,0.4661666666666668,0.1406666666666667
61837-66-9,0.020333333333333335,0.07133333333333333,0.46716666666666673,0.44116666666666665
74697-48-6,0.03166666666666667,0.09966666666666667,0.26316666666666666,0.6054999999999998
56430-99-0,0.04,0.24399999999999997,0.5356666666666665,0.1803333333333333
7689-03-4,0.08500000000000002,0.20933333333333334,0.522,0.1836666666666667
7789-89-1,0.013105882352941176,0.24310784313725486,0.6415627450980392,0.1022235294117647
75-04-7,0.0857380952380952,0.5048650793650794,0.32741904761904767,0.08197777777777777
709-55-7,0.04833333333333333,0.3758333333333334,0.537166666666667,0.03866666666666667
71130-60-4,0.20306666666666662,0.13200000000000003,0.6025333333333334,0.062400000000000004
5459-93-8,0.0460095238095238,0.5606928571428571,0.37629761904761894,0.016999999999999998
85697-07-0,0.013666666666666666,0.09833333333333334,0.8560000000000001,0.03200000000000001
5465-00-9,0.021000000000000005,0.11485952380952384,0.7703452380952379,0.0937952380952381
58473-74-8,0.028000000000000004,0.18533333333333332,0.6986666666666668,0.088
625-53-6,0.4277666666666667,0.25139999999999996,0.2947666666666666,0.026066666666666665
71475-35-9,0.017666666666666664,0.20816666666666664,0.6477666666666666,0.12640000000000007
139-94-6,0.081,0.21866666666666656,0.5823333333333333,0.11800000000000001
68228-19-3,0.03333333333333333,0.14733333333333332,0.5496666666666667,0.26966666666666667
89427-19-0,0.49550000000000033,0.26649999999999996,0.1406666666666667,0.09733333333333333
4151-50-2,0.04369999999999999,0.4459333333333333,0.4081,0.10226666666666671
107-29-9,0.1136666666666667,0.4314142857142858,0.4227523809523811,0.03216666666666667
5308-25-8,0.06433333333333334,0.2657261904761905,0.6442738095238095,0.02566666666666667
93106-60-6,0.024333333333333335,0.086,0.7776666666666665,0.11199999999999997
139-87-7,0.005333333333333333,0.10083333333333339,0.42333333333333345,0.47050000000000014
100-74-3,0.012333333333333332,0.3321666666666666,0.613,0.0425
538-07-8,0.4191666666666668,0.20668333333333325,0.33137500000000003,0.042775
134-97-4,0.053333333333333316,0.13533333333333333,0.6206666666666667,0.19066666666666662
23205-24-5,0.07186666666666666,0.3414666666666667,0.5060000000000001,0.08066666666666668
67658-42-8,0.04699999999999999,0.5156666666666667,0.40233333333333327,0.03500000000000001
2687-91-4,0.015666666666666666,0.14673333333333338,0.7806000000000001,0.056999999999999995
92-50-2,0.031,0.08766666666666666,0.8653333333333333,0.015999999999999997
92-49-9,0.05266666666666666,0.4208821138211383,0.49654065040650414,0.029910569105691058
1508-75-4,0.025666666666666667,0.1863333333333333,0.6996666666666665,0.08833333333333335
7081-53-0,0.02433333333333333,0.6031666666666669,0.33849999999999997,0.034
62924-70-3,0.31199999999999994,0.25066666666666665,0.29333333333333345,0.144
13147-25-6,0.035666666666666666,0.29079999999999995,0.5531999999999998,0.12033333333333333
13256-23-0,0.07650000000000001,0.4153333333333333,0.48083333333333367,0.027333333333333338
82018-90-4,0.15273333333333336,0.33106666666666673,0.34333333333333343,0.17286666666666659
2991-51-7,0.047,0.175,0.6083333333333334,0.16966666666666666
70458-96-7,0.035,0.07233333333333335,0.6086666666666666,0.2839999999999999
14698-29-4,0.0325,0.10799999999999998,0.7301666666666665,0.12933333333333333
51940-44-4,0.022,0.14433333333333329,0.5979999999999999,0.23566666666666672
19562-30-2,0.025,0.13666666666666666,0.5953333333333335,0.24299999999999994
13256-13-8,0.0525,0.5735,0.33666666666666667,0.03733333333333333
80472-85-1,0.012666666666666665,0.275,0.6243333333333334,0.08800000000000001
20373-56-2,0.033666666666666664,0.3234666666666667,0.5785333333333335,0.06433333333333333
62899-75-6,0.022000000000000002,0.3456,0.5397333333333334,0.09266666666666667
21590-92-1,0.031000000000000007,0.2866666666666665,0.5873333333333334,0.09500000000000003
63716-33-6,0.019866666666666664,0.32253333333333334,0.6206,0.037
78467-49-9,0.014666666666666668,0.05066666666666667,0.9099999999999999,0.024666666666666663
63744-48-9,0.030199999999999998,0.29736666666666667,0.6234333333333333,0.049
86-28-2,0.0484,0.201,0.5431999999999998,0.20739999999999995
132-32-1,0.01833333333333333,0.7855692307692309,0.13594358974358972,0.06015384615384614
128-53-0,0.04233333333333333,0.157,0.4366666666666668,0.3639999999999999
86-35-1,0.011333333333333332,0.05899999999999999,0.8709999999999999,0.05866666666666667
34929-03-8,0.05583333333333333,0.18949999999999995,0.631,0.1236666666666667
28657-80-9,0.03833333333333333,0.08733333333333333,0.7160000000000001,0.15833333333333335
32976-88-8,0.042666666666666665,0.37033333333333335,0.44966666666666666,0.13733333333333334
3784-99-4,0.029333333333333336,0.3843333333333334,0.4286666666666667,0.15766666666666665
1239-45-8,0.03533333333333333,0.3341666666666665,0.4603333333333333,0.17016666666666663
64-17-5,0.07436666666666668,0.3457,0.4824666666666667,0.09746666666666669
111-73-9,0.0064333333333333334,0.04139141414141414,0.5322106060606061,0.4199646464646465
111-35-3,0.0044222222222222215,0.07876666666666667,0.6998676767676771,0.2169434343434343
64050-15-3,0.025428571428571436,0.07928571428571429,0.6403754578754579,0.25491025641025633
2141-62-0,0.04633333333333333,0.11350000000000003,0.7177619047619047,0.12240476190476192
110-80-5,0.005333333333333333,0.10354285714285714,0.4895142857142858,0.401609523809524
111-90-0,0.0038,0.04487359307359307,0.2850307359307359,0.6662956709956712
112-50-5,0.003666666666666666,0.037121212121212124,0.3479545454545455,0.6112575757575757
64057-86-9,0.01466666666666667,0.07566666666666666,0.7881666666666667,0.12150000000000002
106-74-1,0.017666666666666667,0.4499619047619048,0.36287142857142857,0.16949999999999998
98519-29-0,0.002333333333333333,0.03266666666666667,0.9496666666666667,0.015333333333333334
