CASRN,EPA_xgboost_rdkit2d-1,EPA_xgboost_rdkit2d-2,EPA_xgboost_rdkit2d-3,EPA_xgboost_rdkit2d-4
112-76-5,6.589913e-05,0.004120318,0.2006683,0.79514545
99300-62-6,0.0040468965,0.98502016,0.004622734,0.0063102157
68955-20-4,1.1977206e-05,4.7849964e-05,0.99905914,0.000881087
54460-46-7,0.0010227332,0.0075984276,0.17862391,0.81275487
112-82-3,8.6696986e-05,0.0008065914,0.9144321,0.084674604
88599-34-2,0.00031594583,0.0009175097,0.9853742,0.013392311
88599-70-6,0.001306854,0.0015493352,0.77258635,0.22455747
2441-41-0,0.00017309253,0.0031324408,0.5123168,0.48437762
38079-66-2,0.0004352289,0.00073788076,0.99102813,0.0077988356
57-10-3,2.9403707e-05,0.000110763416,0.0128202075,0.9870396
137-66-6,0.004011539,0.0077507826,0.6507441,0.33749357
130365-35-4,0.0030770688,0.9940534,0.0015828846,0.0012866023
68955-19-1,0.00017241438,0.00087015744,0.9868667,0.012090697
112-72-1,8.171624e-06,3.887085e-05,0.007244783,0.99270815
40036-79-1,0.00011410627,0.0018736606,0.970347,0.027665233
66232-28-8,0.4504833,0.010353764,0.13089035,0.40827262
56677-60-2,0.0005857629,0.008300104,0.06216992,0.92894423
6873-46-7,0.00074600586,0.116199724,0.5013312,0.3817231
124-25-4,0.000109539906,8.348876e-05,0.01598814,0.9838188
20261-38-5,0.0012153866,0.1846117,0.35180733,0.46236557
72716-26-8,0.00028342174,0.0011386725,0.9745831,0.02399486
63233-56-7,0.010910881,0.8872087,0.07955121,0.022329217
544-63-8,0.00011222928,0.00032187163,0.1990422,0.8005237
112-70-9,1.0141952e-05,2.0085854e-05,0.02074347,0.97922635
930-09-6,0.00013165074,0.00056034036,0.9522467,0.04706128
10520-81-7,0.002146201,0.029971162,0.21056458,0.7573181
124-22-1,0.00085692736,0.28063172,0.70626664,0.0122447405
2439-10-3,0.0004689212,0.7016092,0.28735495,0.01056689
2422-90-4,0.001788679,0.98135924,0.011929418,0.004922582
2372-82-9,0.00019673386,0.51103175,0.48719552,0.0015759803
14960-06-6,0.0004773886,0.008050051,0.93844587,0.05302668
59227-89-3,0.0012298345,0.04757494,0.9014106,0.04978463
93-23-2,0.018193338,0.0686407,0.44829077,0.46487525
112-53-8,0.00011465634,0.00029236224,0.094468616,0.9051244
39464-66-9,0.00063524686,0.0020034397,0.8316835,0.16567777
13150-00-0,0.00076687196,0.017658105,0.80825984,0.17331514
1847-58-1,0.00023118385,0.017264277,0.37384704,0.60865754
2915-72-2,5.7594112e-05,0.00088832056,0.005627519,0.99342656
151-41-7,4.346709e-05,0.0009759137,0.998166,0.00081465323
143-15-7,2.0419751e-05,0.00015877074,0.97345316,0.026367653
67774-74-7,0.000106743835,0.0030345062,0.029736262,0.9671225
120-40-1,0.00022442816,0.018033639,0.28006926,0.7016726
301-11-1,0.0071535013,0.09637312,0.11903222,0.77744114
2146-71-6,0.0003007118,0.0007108141,0.080118194,0.9188702
112-44-7,1.2442315e-05,1.5051241e-05,0.00049349637,0.999479
23551-91-9,0.00023763638,0.0025014158,0.9608817,0.036379177
113885-32-8,0.0038837316,0.035894994,0.72710365,0.23311765
68515-73-1,0.0010030015,0.009322158,0.34990156,0.6397733
2156-96-9,0.00013847034,0.0001233972,0.3358562,0.66388196
142-87-0,0.00015437364,8.922285e-05,0.9984865,0.0012698376
334-56-5,7.578153e-05,0.0015739397,0.13987449,0.85847574
112-29-8,0.0027099112,0.020067148,0.7136741,0.26354882
19780-11-1,0.0008901908,0.025016224,0.4862839,0.48780972
112-31-2,3.0312702e-05,4.2139236e-05,0.0011567764,0.9987708
104-40-5,0.000121523706,0.00046127813,0.98638135,0.013035881
11096-42-7,4.096597e-05,0.0065189754,0.9430746,0.05036543
9014-90-8,3.8937378e-05,0.007958648,0.9891143,0.0028880967
56323-90-1,6.0695693e-06,0.0012669725,0.9926347,0.0060922303
63233-55-6,0.001191728,0.9877037,0.009424276,0.0016802774
334-48-5,3.2358214e-05,5.175268e-05,0.95869935,0.041216515
5002-47-1,0.0031836885,0.0018295676,0.9894946,0.0054920726
86960-46-5,0.00041770758,0.14094973,0.665039,0.19359355
74050-97-8,0.06488711,0.3613114,0.41695076,0.15685077
99313-47-0,0.0014598138,0.9962179,0.0017693698,0.0005529602
143-08-8,0.00014734303,0.063097544,0.03165214,0.9051029
112-84-5,0.00027567236,0.015241791,0.851577,0.13290557
7173-62-8,0.00045607434,0.15274982,0.84093326,0.005860798
9004-98-2,0.00016049815,0.0046897833,0.7609037,0.23424597
112-91-4,0.0012848087,0.098600365,0.044273287,0.8558416
60840-87-1,0.00011864523,0.0034133901,0.9813436,0.015124324
95-38-5,0.0007241443,0.12698628,0.85666484,0.015624736
124-19-6,0.0024117988,0.0018032471,0.790065,0.20571996
6071-32-5,0.00029607533,0.0016876648,0.04447422,0.95354205
18787-40-1,0.0014973785,0.35913616,0.625188,0.014178514
52709-84-9,0.0010616299,0.13645945,0.2724544,0.59002453
949-13-3,4.626118e-05,5.432046e-05,0.9994055,0.00049393676
20190-95-8,0.00038503422,0.0053224876,0.39698383,0.5973087
111-86-4,0.0007129072,0.48064324,0.51476336,0.0038804917
2687-94-7,0.0010579372,0.0071559516,0.9007314,0.09105475
26530-20-1,0.00042572088,0.0026280333,0.98719215,0.009754156
17751-69-8,9.2590264e-05,0.99939585,0.000297646,0.00021396193
21270-15-5,2.2552185e-05,0.99922764,0.0005957526,0.0001540548
21270-11-1,1.4913787e-05,0.998992,0.00086173404,0.0001312772
1843-05-6,0.0014757735,0.041426808,0.7452333,0.21186416
1034-01-1,6.700222e-05,0.0022656498,0.9719821,0.025685227
15741-90-9,0.008308556,0.51942044,0.1846295,0.28764147
117617-70-6,0.022643587,0.047708813,0.9247755,0.00487216
142-31-4,8.723152e-05,0.0002847317,0.9921186,0.0075093717
4724-48-5,0.0014482479,0.009564003,0.7957278,0.19325995
55512-33-9,0.010692524,0.06972371,0.6994192,0.22016455
111-85-3,0.001283925,0.021429015,0.010110579,0.9671765
124-13-0,0.004943459,0.0012658326,0.030025601,0.96376514
137-03-1,0.0011978244,0.0010482825,0.12026438,0.87748945
6071-27-8,0.0002938161,0.0005998692,0.023710057,0.9753963
2435-16-7,0.0007539489,0.024849039,0.5560456,0.4183514
713-95-1,1.4139692e-05,4.889677e-05,0.005051618,0.9948854
104-67-6,2.9563635e-05,8.444576e-05,0.016096205,0.98378974
1987-50-4,1.6789854e-05,6.006036e-05,0.99985313,7.0038775e-05
18979-65-2,0.00020827285,0.00053706596,0.99798226,0.0012723655
63233-54-5,0.000563815,0.9569041,0.018879613,0.023652488
7377-03-9,0.0028519188,0.007950644,0.14057657,0.8486209
4230-97-1,0.0017258961,0.047700852,0.6074596,0.3431137
111-70-6,0.0002250447,0.0033823235,0.9855555,0.010837079
52364-72-4,0.00011348446,0.00048991654,0.06403723,0.9353594
2499-58-3,0.00011384236,0.00019380906,0.07960351,0.9200888
2463-53-8,0.0093666045,0.0081318775,0.6372089,0.34529263
26680-54-6,0.0001231523,0.0003501195,0.9954022,0.004124515
111-71-7,0.0054293475,0.002236718,0.43721375,0.55512017
13074-65-2,0.00812321,0.010632185,0.35666588,0.6245787
1117-86-8,0.0010702894,0.0042977743,0.23600031,0.75863165
119-89-1,0.00060446776,0.0038888052,0.9773701,0.018136628
101-86-0,0.00016375362,0.00032811635,0.8648018,0.13470629
136-77-6,0.000654579,0.0029283506,0.9955941,0.0008229222
30406-18-9,0.001501934,0.0069774017,0.36213085,0.6293898
111-14-8,0.00013362366,5.5403823e-05,0.9894421,0.010368898
7237-81-2,0.0012147947,0.0048156134,0.6668815,0.3270881
111-26-2,0.00023769766,0.93622285,0.06336035,0.00017911843
61422-45-5,0.008869994,0.02954803,0.95941085,0.0021710857
111-27-3,0.0013007225,0.06836774,0.90794545,0.02238607
112-25-4,0.00070657063,0.096834786,0.85442203,0.048036635
112-59-4,0.00014598721,0.0034636422,0.068076074,0.92831427
10305-38-1,8.5146705e-05,0.001293165,0.99390644,0.0047153113
3478-44-2,0.00011061127,0.044724893,0.93813896,0.017025534
629-33-4,2.3537541e-05,0.000563681,0.015943052,0.98346967
21270-33-7,4.995108e-05,0.99976844,0.00015792306,2.368077e-05
21270-14-4,2.038959e-05,0.9995858,0.00028308132,0.000110689536
5431-31-2,0.00013946486,0.0008225544,0.9935806,0.0054573654
41424-11-7,6.463545e-05,0.00028947022,0.0039747106,0.99567115
107187-05-3,0.0010691639,0.0026134881,0.9422238,0.054093596
147315-50-2,0.0005800712,0.0004906001,0.89914083,0.09978848
53370-90-4,0.0019157463,0.0036596009,0.96876836,0.025656328
6789-88-4,1.8545263e-05,0.00032079374,0.36518785,0.6344728
17867-69-5,0.00036269423,0.033845484,0.91793776,0.047854096
111-31-9,0.0023455492,0.008442758,0.78826797,0.20094374
544-10-5,0.002630909,0.0013322053,0.96203184,0.034005053
111-25-1,0.0004764622,0.0016972063,0.9788382,0.018988106
42482-06-4,5.6884033e-05,0.00013528865,0.99137163,0.008436235
66-25-1,0.0010317196,0.006529779,0.97760713,0.0148313595
23433-05-8,3.7509802e-05,0.00011613132,0.010765829,0.98908055
104-61-0,0.00015907058,0.00045317537,0.07491828,0.9244695
3391-86-4,0.0020276224,0.0034565553,0.988214,0.0063017504
745-65-3,0.07688549,0.5913512,0.117887415,0.21387585
363-24-6,0.0009403847,0.96578103,0.013593761,0.019684821
80614-27-3,0.0005828704,0.11749153,0.78698355,0.094942026
1766-91-2,0.036858466,0.073262885,0.6294235,0.26045516
101-85-9,8.252878e-05,6.5884524e-05,0.9988366,0.0010150038
136-81-2,0.0005556917,0.0018459791,0.99732995,0.00026838688
38237-76-2,0.004666449,0.5065327,0.42387092,0.06492989
4312-93-0,0.00017336501,0.014430824,0.96900976,0.016386064
123-68-2,0.00025343074,0.0039342837,0.6923953,0.30341694
76990-85-7,0.00023189199,0.0055959136,0.98245734,0.011714811
20308-43-4,0.00045946392,0.0071599833,0.07818666,0.91419387
10589-74-9,0.0005175855,0.33377925,0.66139436,0.0043088384
71-41-0,0.0003140459,0.0031741674,0.9927517,0.003760127
638-49-3,1.2846988e-05,0.00024016364,0.012143187,0.9876038
17810-53-6,0.0001273437,0.9989795,0.0008192564,7.391204e-05
21270-10-0,4.0050323e-05,0.9996339,0.00018700195,0.00013898448
52364-71-3,0.00011571024,0.0010083383,0.0046629915,0.9942129
104485-01-0,0.0054423693,0.1832828,0.79379576,0.017479073
101893-08-7,0.0023058418,0.96149343,0.033512793,0.0026879876
2720-73-2,0.0007088082,0.0058195177,0.92279065,0.07068105
20056-92-2,0.00030177625,0.0025249326,0.57956296,0.41761035
557-48-2,0.0034522922,0.008105494,0.9176832,0.07075907
18829-55-5,0.0034816703,0.005088951,0.90825284,0.083176516
110-62-3,0.004625811,0.20471172,0.78300905,0.0076533468
110-59-8,0.45407856,0.16448118,0.36308262,0.018357685
23433-04-7,6.555041e-05,0.0016293782,0.018617695,0.97968733
104-50-7,1.1392557e-05,0.0001303477,0.0010850083,0.9987733
841-73-6,0.00034104253,0.00022091254,0.9785413,0.020896744
2210-63-1,0.0048643397,0.22030094,0.7623355,0.012499207
50-33-9,0.000113870105,0.091157384,0.9070089,0.0017197868
129-20-4,0.00016831212,0.006419889,0.9900489,0.0033628703
6066-49-5,6.109629e-05,0.006082088,0.79870844,0.19514835
335153-21-4,0.00047088828,0.00017110263,0.9659384,0.03341957
64357-33-1,0.0010573772,0.054156534,0.92515737,0.019628778
536-69-6,0.00204981,0.09009687,0.86064756,0.047205705
3180-09-4,0.0012888538,0.31942365,0.67816246,0.0011250228
16006-72-7,0.0012180387,0.00632302,0.98450696,0.007951966
87792-15-2,0.00069996994,0.01050329,0.978508,0.01028876
87792-14-1,6.546431e-05,0.004258102,0.9942536,0.0014228184
87792-13-0,0.0028369639,0.0149639845,0.94913363,0.03306547
168152-75-8,1.7984252e-05,0.99971384,0.00024079377,2.7352711e-05
141645-16-1,0.0037941553,0.08924027,0.83986825,0.06709738
138401-24-8,0.011460266,0.5638279,0.39461488,0.030096948
109-52-4,0.0005042244,0.0016004256,0.7283048,0.26959056
61019-78-1,0.0040311036,0.038946725,0.9555946,0.0014275537
88671-89-0,0.00014969037,0.0021340095,0.997113,0.0006033281
58902-64-0,0.00076688826,0.31982467,0.66158056,0.017827885
27470-51-5,0.0048509343,0.070087574,0.79198694,0.13307455
79983-71-4,0.00040857293,0.06630519,0.9330431,0.00024312564
38615-43-9,0.00014085059,0.9563497,0.043423463,8.593814e-05
111-75-1,0.00040157692,0.08754959,0.8755385,0.036510285
1126-78-9,0.0045768255,0.003688809,0.9906008,0.001133529
28395-03-1,4.2951786e-05,0.0006023399,0.029394638,0.96996003
2782-40-3,5.6461588e-05,0.0053640148,0.9942668,0.00031270972
592-31-4,0.0026384613,0.053620774,0.90655565,0.03718512
6336-01-2,0.023007035,0.13602518,0.8168737,0.02409399
55406-53-6,0.09558978,0.12213086,0.7788108,0.0034685666
13887-58-6,4.8364822e-05,0.00056092965,0.9992994,9.131879e-05
3622-84-2,0.00055832294,0.01280849,0.9837014,0.0029317709
111-36-4,0.0014162898,0.40434715,0.57082856,0.023408046
1005-67-0,0.00020760961,0.006520931,0.9923349,0.0009365122
3817-11-6,0.00017264142,0.013138408,0.98592967,0.0007592587
16227-10-4,0.002508364,0.12927653,0.86798877,0.00022633414
63716-31-4,0.00057091564,0.9827304,0.016141986,0.00055669143
54395-37-8,0.0048022214,0.02681038,0.921503,0.04688441
71-36-3,0.00015675246,0.011911107,0.97408855,0.013843592
1928-45-6,0.00356096,0.17750381,0.80869925,0.010236017
6959-71-3,0.00088776834,0.014831897,0.9791093,0.0051710354
7420-06-6,0.0003464093,0.0011088608,0.06101174,0.93753296
111-76-2,2.2094484e-05,0.0028694961,0.99245054,0.004657856
112-34-5,0.00017416921,0.04952273,0.30548352,0.6448196
143-22-6,8.414832e-05,0.0015906343,0.7187012,0.27962407
112-56-1,0.019857934,0.21762584,0.74110824,0.021407967
4223-11-4,0.0020735401,0.016038338,0.6191605,0.36272764
3102-00-9,8.8064924e-05,0.0019186662,0.9876001,0.010393218
2426-08-6,0.0048918854,0.021117434,0.8407742,0.13321657
1852-16-0,0.0010369265,0.3249222,0.6597761,0.014264793
111-34-2,6.0285427e-05,0.0009793165,0.99828774,0.00067260314
17751-76-7,0.00016595272,0.98057246,0.017951857,0.0013097173
21269-98-7,0.00031610925,0.93598163,0.05762056,0.0060817343
33236-00-9,0.0010962733,0.19174868,0.80615455,0.0010004659
70193-21-4,9.010221e-05,0.0060140905,0.9927193,0.0011765341
5459-58-5,0.0025092552,0.08091594,0.7831697,0.13340515
122-43-0,7.1672635e-05,0.0005742331,0.028061835,0.9712922
66232-25-5,0.048742644,0.7102188,0.23961575,0.0014227708
7397-62-8,0.0006073377,0.0010259493,0.31627676,0.6820899
94-80-4,0.000120434364,0.271554,0.72704095,0.0012845946
2438-72-4,0.0042612823,0.010747809,0.8245655,0.1604254
141-32-2,8.415633e-05,0.024926752,0.25021315,0.7247759
90842-58-3,0.07620197,0.096856564,0.7689938,0.057947706
136-60-7,5.7663865e-06,0.00018302632,0.008931133,0.99088
20954-16-9,1.1502766e-05,0.00035794155,0.9992495,0.00038105843
20954-14-7,1.23953005e-05,0.00075787073,0.9990552,0.00017457678
28570-58-3,6.5199274e-05,0.0022170362,0.99692553,0.0007921912
7756-96-9,0.001416204,0.0057941666,0.7772579,0.21553174
67330-25-0,0.00043786905,0.08362816,0.49978116,0.4161528
88599-43-3,0.0001232991,0.00070502824,0.99389523,0.0052764285
82989-25-1,0.00022070731,0.005736041,0.9837695,0.010273833
2314-09-2,0.0016809102,0.012278835,0.97461873,0.011421493
75147-20-5,0.0026617816,0.018780487,0.73634046,0.24221724
64047-35-4,0.020255059,0.038103662,0.7800093,0.16163191
544-16-1,0.0016060078,0.17792301,0.80018306,0.02028791
6607-49-4,0.002346244,0.056606352,0.77334553,0.16770187
2314-17-2,0.0037230782,0.15009192,0.7068956,0.13928941
4560-93-4,0.010040081,0.90287995,0.07462363,0.012456327
64910-63-0,0.0010635899,0.067208976,0.85557115,0.07615631
109-69-3,0.013962789,0.07655048,0.7888518,0.120634995
109-67-1,0.0019335527,0.13053517,0.30599266,0.5615386
928-95-0,0.00023335383,0.017875742,0.9790719,0.0028189486
123-72-8,0.041915547,0.02918358,0.9198268,0.009074028
109-74-0,0.100676484,0.091063544,0.8072182,0.0010418023
116020-44-1,2.9986286e-05,0.0015223828,0.19316082,0.80528677
66246-88-6,0.0002490433,0.0016645654,0.997872,0.00021436796
1211-28-5,0.0074177654,0.335455,0.63950205,0.017625205
21531-91-9,5.9556758e-05,0.0006094699,0.12577714,0.8735538
698-76-0,6.954128e-05,0.0013039769,0.54840297,0.45022348
105-21-5,0.00019191999,0.00211678,0.92949945,0.06819185
60207-90-1,0.00022708559,0.15540332,0.8433935,0.00097609306
1003-14-1,0.00014090224,0.99395365,0.0035161017,0.0023893842
105-31-7,0.01630715,0.03448855,0.9477567,0.0014476143
39067-39-5,0.0015931681,0.038033612,0.9189054,0.04146783
6082-56-0,4.6505495e-05,0.16289158,0.83582026,0.0012416802
103-65-1,0.0021239824,0.0055059427,0.6877308,0.30463928
28785-06-0,0.00028844905,0.0003421979,0.9808446,0.018524773
645-56-7,0.0011994916,0.0069578695,0.9909434,0.00089928193
94-58-6,0.0006291764,0.05821379,0.9381271,0.0030298713
644-35-9,0.0016236776,0.03881521,0.95895934,0.0006018067
7231-31-4,0.012255857,0.033589087,0.95401305,0.00014202367
51-52-5,0.00026689775,0.0007917722,0.9988452,9.611884e-05
14222-60-7,0.034950893,0.049177747,0.9146981,0.0011732171
75464-11-8,0.010245673,0.90344363,0.052984904,0.03332578
151327-12-7,0.00020356021,0.9970567,0.0021381688,0.0006016015
151327-04-7,0.00013997543,0.9946572,0.0050714114,0.00013137703
151327-11-6,0.00040155696,0.97859234,0.020619703,0.00038639494
151327-07-0,0.00032691087,0.97824895,0.013147505,0.008276621
168152-96-3,0.00034517114,0.76061636,0.23843458,0.0006038812
168152-92-9,1.646663e-05,0.998638,0.0012732014,7.235547e-05
168152-72-5,0.00032925617,0.9959915,0.002734245,0.00094500545
168152-66-7,6.405201e-06,0.9998079,0.00018242205,3.2929795e-06
168152-81-6,7.7624165e-05,0.99518305,0.0046738307,6.55332e-05
168152-80-5,0.00010902762,0.9944666,0.0048817983,0.0005426308
168152-67-8,0.00031278183,0.9904857,0.004939073,0.004262415
168152-84-9,0.00010269249,0.99704933,0.002808675,3.9315608e-05
168152-76-9,1.1662931e-05,0.9997354,0.00021935662,3.359954e-05
168152-71-4,4.8598005e-05,0.9987435,0.0011181918,8.973329e-05
1688-71-7,0.00045707347,0.9726763,0.025986003,0.0008806848
97392-14-8,0.005228775,0.77470803,0.2189258,0.0011374668
70735-85-2,0.0013857239,0.044655073,0.9536807,0.0002784899
63233-46-5,0.00096243504,0.8422961,0.14745645,0.009285027
2051-78-7,0.00012891315,0.66130304,0.33200207,0.006566018
103-37-7,0.00014803046,0.00015360779,0.43307695,0.5666214
123-20-6,0.0002726134,0.1066051,0.88635546,0.0067668073
36597-90-7,0.0005297239,0.0009880649,0.9958222,0.0026600435
107-10-8,0.005578025,0.5992103,0.38794774,0.007263989
125055-68-7,6.18458e-05,0.9878757,0.011543105,0.0005192674
94-20-2,0.00035970783,0.007875169,0.9887609,0.003004212
13887-60-0,0.00018514787,0.00089052797,0.9988018,0.00012248386
73941-13-6,0.0020064274,0.5412139,0.45618343,0.00059623556
27050-40-4,0.0020706733,0.80571073,0.18192017,0.010298481
33245-39-5,0.050408807,0.1923751,0.650871,0.106345125
26399-36-0,0.010381305,0.062163237,0.1309217,0.7965337
64057-89-2,0.0012082931,0.21753937,0.76727873,0.0139735965
4634-51-9,0.9884355,0.003293349,0.0071360944,0.0011350579
41078-02-8,0.0016546315,0.01064889,0.9860188,0.0016777302
816-57-9,0.0018246812,0.07605058,0.91136193,0.010762791
2807-30-9,0.00033691913,0.13037504,0.6490046,0.22028345
110-74-7,0.00036851942,0.053874422,0.82183945,0.12391767
33235-97-1,8.981578e-05,0.99187183,0.007911973,0.00012641354
33236-21-4,0.00015234957,0.0030101335,0.9967632,7.4218806e-05
52709-86-1,0.004091464,0.009186982,0.61856204,0.36815953
142770-42-1,0.012420215,0.16863777,0.7902893,0.02865273
34614-30-7,2.267304e-05,0.0004770019,0.998743,0.00075736444
627-12-3,0.0010449678,0.02095411,0.95864034,0.019360587
83395-30-6,0.000409772,0.0063103344,0.7554791,0.23780084
1713-98-0,0.9470394,0.04902352,0.0034068194,0.0005302205
18705-22-1,0.00957402,0.102696076,0.8717029,0.016027007
64050-66-4,0.70721614,0.23973563,0.050395176,0.0026530724
107-03-9,0.011115372,0.020578457,0.27816924,0.6901369
49828-25-3,0.0035157555,0.06760784,0.70860046,0.22027592
13889-92-4,0.0019147845,0.033640597,0.96349627,0.0009483455
38827-35-9,0.004092174,0.040474825,0.7179333,0.23749977
918504-27-5,0.0024623924,0.011655353,0.89537144,0.09051078
1262985-23-8,0.008206866,0.005987075,0.32067668,0.6651294
1103234-56-5,0.001982289,0.21391773,0.74456596,0.03953402
540-54-5,0.010114706,0.0061428323,0.96343696,0.020305479
68526-56-7,0.0010785162,0.007661641,0.2022309,0.7890289
928-96-1,0.00080964394,0.026243951,0.918571,0.054375358
33467-73-1,0.00010525774,0.0018024392,0.12197594,0.87611634
42436-07-7,3.1278778e-05,0.00014456238,0.043510158,0.956314
65405-77-8,0.00013904294,0.0053047207,0.9810362,0.01352008
24880-45-3,1.7498913e-05,0.00015793377,0.0017023095,0.9981223
2091-24-9,0.00011381179,0.0012420722,0.141546,0.85709816
5910-85-0,0.0020133029,0.38726565,0.5749136,0.035807412
17369-59-4,2.6133364e-05,0.0033185978,0.9879076,0.008747607
107-12-0,0.6432677,0.30459642,0.050720938,0.0014149856
118-68-3,0.0035125632,0.22373529,0.7704243,0.0023278347
96-20-8,0.0011655864,0.033852287,0.09191904,0.873063
3174-67-2,7.5580356e-05,0.0024006427,0.1322722,0.8652516
584-03-2,0.004204831,0.010193478,0.5261777,0.45942396
695-06-7,0.00017859189,0.0013543909,0.9763796,0.02208741
56983-13-2,0.0007401937,0.044160374,0.9528967,0.002202686
4437-85-8,0.0019398993,0.05331048,0.8915184,0.053231187
98519-44-9,0.00028698257,0.00079100265,0.9978393,0.0010828158
98518-99-1,8.290638e-06,0.00025218457,0.9994752,0.00026430681
98532-66-2,3.2247513e-05,0.0002810481,0.99893624,0.00075049506
106-88-7,0.00021232612,0.9900475,0.009066927,0.0006732575
65-14-5,0.0064245784,0.079434246,0.84434193,0.069799274
117-26-0,0.00018125707,0.011129012,0.9147172,0.07397253
435-97-2,0.021885911,0.1053569,0.8399256,0.032831572
90-49-3,3.622534e-05,0.00042171695,0.9989555,0.0005865948
14845-06-8,4.1388663e-05,0.07044525,0.92702466,0.0024886911
512-16-3,0.018494098,0.0043041087,0.90528315,0.07191868
12663-46-6,0.00024514878,0.0011051497,0.028001992,0.9706477
80834-51-1,0.0027842994,0.6196379,0.34966582,0.027911961
113614-08-7,0.00072155223,0.43880233,0.477799,0.08267716
1824-58-4,0.011746855,0.005407054,0.83880854,0.14403757
66571-24-2,5.701233e-05,0.0012307848,0.9978637,0.00084852136
34314-31-3,0.0013730817,0.117174305,0.8741179,0.0073347464
78-99-9,0.00031658844,0.0038536089,0.99172336,0.004106445
58-54-8,0.000101793004,0.014015533,0.9818641,0.00401855
1146-95-8,0.0005179624,0.76323444,0.23432629,0.001921296
42790-35-2,0.0041745384,0.003472466,0.9793729,0.012980108
60270-84-0,0.012130585,0.4132697,0.4859648,0.08863488
89426-87-9,0.023417354,0.9757431,0.0005954052,0.00024415954
5223-06-3,0.0002071654,0.0032023967,0.9959776,0.0006128954
5408-74-2,0.002356903,0.6524761,0.3415272,0.0036398715
102268-15-5,0.0002627104,0.017290862,0.8989042,0.08354229
536-33-4,0.0009048695,0.054499637,0.94436526,0.00023019059
14736-30-2,0.0001592182,0.0031451497,0.9954855,0.0012100766
121518-45-4,0.0013069365,0.0067959344,0.9917965,0.00010058069
27653-49-2,0.00020656611,0.88642156,0.112271994,0.0010998399
58-14-0,0.00027085593,0.820787,0.17805222,0.00088992657
149979-41-9,0.016297793,0.3345183,0.6154739,0.03370997
168152-88-3,1.4100011e-05,0.99929583,0.00065108784,3.8934573e-05
127277-53-6,0.08708994,0.015825128,0.71800745,0.17907746
70-69-9,0.0019913656,0.31108314,0.6839848,0.0029406261
2295-58-1,0.002574674,0.004676351,0.95722264,0.03552632
63605-45-8,0.0039553302,0.010622803,0.9843827,0.0010391665
4940-11-8,0.0004779799,0.002735656,0.99649835,0.00028804372
1477-19-6,0.00020556255,0.019151254,0.9792631,0.0013800495
3781-28-0,0.0012538809,0.13934442,0.8588356,0.0005660773
106006-84-2,0.000759408,0.005234606,0.9722138,0.021792183
89427-48-5,0.8650692,0.11637689,0.018012797,0.0005411118
709-98-8,3.641611e-05,0.008715912,0.9906916,0.0005560541
13808-36-1,0.009399503,0.8174229,0.1619538,0.011223787
75764-58-8,0.00037701995,0.22621185,0.76870275,0.004708383
15301-48-1,0.003275456,0.08248663,0.91222435,0.002013517
79-09-4,0.0150760235,0.17972286,0.67506796,0.13013312
23495-12-7,5.5922927e-05,0.0029221347,0.49336046,0.5036615
103-56-0,9.6603735e-06,0.00028873974,0.98609716,0.01360446
122-63-4,2.764892e-05,0.0003181056,0.9620907,0.037563544
1531-97-1,0.0004179475,0.0027338283,0.780521,0.21632724
17511-60-3,0.00019389906,0.0011065704,0.9649567,0.033742763
682-11-1,0.0001483647,0.00402383,0.9388425,0.05698534
682-09-7,0.0013978684,0.0026316005,0.96354187,0.032428645
5187-23-5,0.00090778316,0.0029437456,0.9218734,0.07427504
3047-32-3,0.00015530812,0.011866804,0.9842046,0.0037733326
30499-70-8,0.0013100303,0.024259347,0.9506705,0.02376011
66492-51-1,0.0012686102,0.011476962,0.9684607,0.018793786
824-11-3,0.0084673315,0.31953824,0.66479737,0.00719708
1005-93-2,0.39841378,0.09492255,0.47033727,0.03632642
10097-02-6,0.0004016195,7.3142786e-05,0.962498,0.03702724
115-70-8,9.028451e-05,4.167392e-05,0.013699747,0.9861683
3819-07-6,0.00017411445,0.0053043147,0.99424523,0.00027630065
7747-35-5,0.00060843927,0.7361653,0.25866765,0.004558595
19882-03-2,0.016496914,0.0043667136,0.90334666,0.07578972
6533-00-2,0.00072810176,0.012007676,0.5874187,0.39984554
77-21-4,0.00029296603,0.001453622,0.996323,0.0019304878
77236-50-1,7.561915e-05,0.06391472,0.9353924,0.00061727234
5556-57-0,9.457333e-05,0.017047375,0.9792351,0.0036228762
50-19-1,0.00027130035,0.0045371456,0.98629516,0.00889645
509-86-4,0.0042745303,0.84488696,0.14393137,0.0069070994
125-33-7,0.00043318328,0.01442647,0.95972973,0.025410578
50-06-6,0.030983495,0.42232826,0.08981053,0.4568777
57-30-7,0.0025049734,0.27951422,0.7148627,0.0031180694
61837-66-9,0.00093700195,0.017604433,0.4782147,0.50324386
74697-48-6,0.0003632144,0.008684731,0.01712542,0.97382665
56430-99-0,0.016229901,0.31241775,0.54918426,0.12216812
7689-03-4,0.07423543,0.25458297,0.6456498,0.025531821
7789-89-1,0.00017925308,0.009924942,0.9875186,0.0023772337
75-04-7,0.0053971168,0.48490018,0.4921626,0.017540144
709-55-7,0.005770228,0.09333288,0.89878666,0.0021101595
71130-60-4,0.0083008,0.0013721501,0.9886536,0.0016734345
5459-93-8,0.07225769,0.72827107,0.19687846,0.0025927278
85697-07-0,0.000116364,0.01107181,0.98735577,0.0014560553
