CASRN,EPA_knn_ecfp6bits-1,EPA_knn_ecfp6bits-2,EPA_knn_ecfp6bits-3,EPA_knn_ecfp6bits-4
16491-24-0,0.0,0.0,0.2646175182918118,0.7353824817081882
60364-26-3,0.0,0.31991647595192185,0.680083524048078,0.0
130-01-8,0.5006656900719664,0.4381679539164816,0.06116635601155199,0.0
480-54-6,0.26585473728534953,0.6145538956980618,0.11959136701658875,0.0
15503-86-3,0.3964494515657286,0.24765453121993083,0.08768893722154471,0.2682070799927958
7785-33-3,0.0,0.0,0.0,1.0
25402-06-6,0.0,0.4263526383460326,0.44136449851521775,0.1322828631387496
56172-46-4,0.0,0.0,0.0,1.0
3016-19-1,0.0,0.0,0.7865826596403,0.21341734035970003
11141-17-6,0.21942681858150964,0.0,0.22552487992889533,0.555048301489595
121-20-0,0.0,0.33974559432594703,0.5356645033198892,0.12458990235416373
81719-55-3,0.0,0.21923469819396146,0.7807653018060385,0.0
23726-91-2,0.0,0.0,0.5878309530618493,0.41216904693815076
8022-96-6,0.11460200966008087,0.10305296992689442,0.44928082203171854,0.3330641983813061
102518-79-6,0.22171810765611846,0.0,0.5576317796176586,0.22065011272622284
625-33-2,0.0,0.11805021314338984,0.6727671985446515,0.20918258831195868
80-59-1,0.0,0.0,0.6715152350751413,0.32848476492485873
240494-70-6,0.14667918275831635,0.3573920768086902,0.11536205877070198,0.3805666816622914
480-81-9,0.4307361144534436,0.36192743517004305,0.2073364503765133,0.0
16568-02-8,0.10499443385278877,0.5295595500209331,0.3654460161262781,0.0
2883-98-9,0.0,0.11755021678354567,0.6593964215557513,0.22305336166070308
15037-65-7,0.0,0.18009470723527152,0.6918019026135162,0.12810339015121228
93-16-3,0.0,0.15360919625302308,0.5436249331541487,0.30276587059282817
7319-16-6,0.0,0.13425293303157984,0.6695312417684188,0.1962158252000013
97-54-1,0.0,0.09382954585177818,0.6652567553396023,0.24091369880861968
120-11-6,0.0,0.0,0.7451769341077816,0.2548230658922184
623-43-8,0.0,0.32002414506834526,0.4574302462687427,0.22254560866291204
6842-15-5,0.22549374516978998,0.3263956155765053,0.3366123851320366,0.11149825412166806
4635-87-4,0.34804476659337336,0.3236132422561498,0.32834199115047685,0.0
964-82-9,0.10460426027787227,0.3336329565462513,0.34498383552487466,0.21677894765100178
33956-49-9,0.0,0.0,0.10586515639773846,0.8941348436022616
15220-87-8,0.10664720888035592,0.0,0.5639183909408744,0.3294344001787698
142-83-6,0.0,0.1051089695004978,0.6709012380632322,0.22398979243627004
1516-01-4,0.249579116435886,0.3203714389557858,0.32191851839837204,0.10813092620995617
4076-62-4,0.0,0.11212834554126448,0.6800440249939743,0.20782762946476127
637-50-3,0.10517581792915962,0.0,0.8948241820708405,0.0
120-58-1,0.0,0.2678250512051946,0.7321749487948053,0.0
13061-80-8,0.0,0.11788150996046472,0.5866920563602067,0.2954264336793285
14861-06-4,0.0,0.19908558106530067,0.6005438352698481,0.20037058366485114
590-21-6,0.10299901845169583,0.677416621355384,0.21958436019292016,0.0
16219-75-3,0.10682421526584919,0.0,0.666463813847171,0.22671197088697967
38233-76-0,0.0,0.3195049763793179,0.35598507052195694,0.32450995309872516
78919-13-8,0.27510651716516205,0.33952799798458544,0.2895153615002552,0.09585012334999722
88430-50-6,0.0,0.6951658117720811,0.30483418822791886,0.0
75-05-8,0.3239657301973176,0.5715489060460975,0.1044853637565849,0.0
2001-95-8,0.0,0.22432961133816906,0.6656086324996304,0.11006175616220051
126-13-6,0.09185609915672972,0.0,0.2831790885653291,0.6249648122779413
26305-03-3,0.0,0.0,0.8931733765611454,0.10682662343885457
3922-90-5,0.0,0.0,0.586549693606194,0.413450306393806
111-01-3,0.0,0.16892483598645205,0.0,0.831075164013548
12750-79-7,0.22272162851663568,0.0,0.3352696989868613,0.4420086724965031
72559-06-9,0.19802351009606453,0.09884390432473625,0.4052906896800511,0.297841895899148
16846-24-5,0.0,0.0,0.2519261189725742,0.7480738810274258
101043-37-2,0.0,0.11118243522478118,0.11275824926733713,0.7760593155078817
134652-60-1,0.10274748203422278,0.20715250755198011,0.1326077342501182,0.5574922761636787
6846-50-0,0.0,0.0,0.38850802579496724,0.6114919742050329
37280-56-1,0.0,0.0,0.2346091963762761,0.7653908036237239
25448-25-3,0.0,0.0,0.3782659021922428,0.6217340978077571
25103-12-2,0.0,0.07256813325979504,0.3546685447660474,0.5727633219741576
23079-28-9,0.0,0.09918043446742553,0.5168402640580286,0.38397930147454595
68937-40-6,0.09722290157400368,0.22414376862323257,0.32740283644691826,0.3512304933558455
126-71-6,0.10640152048355875,0.0,0.4467985602621171,0.4467999192543241
96513-83-6,0.0,0.43732706598103727,0.4497020981941038,0.11297083582485905
64532-95-2,0.0,0.3312744509969412,0.3399980613809885,0.3287274876220703
2162-73-4,0.0,0.0,0.6814752890516601,0.31852471094833995
85187-23-1,0.0,0.33279324732537463,0.44894372121494486,0.21826303145968057
3818-80-2,0.44190456791467514,0.11570908838187473,0.22003937752313088,0.2223469661803193
2667-52-9,0.5972297255734379,0.30676730539792646,0.09600296902863566,0.0
157859-20-6,0.0,0.4360161240313183,0.46385793744815884,0.1001259385205228
3081-14-9,0.0,0.09416868501507934,0.9058313149849206,0.0
24916-51-6,0.0,0.0,0.5024455331535737,0.49755446684642646
68880-55-7,0.0,0.0,0.2435362973005786,0.7564637026994213
78164-00-8,0.4475430105055698,0.23474844029125272,0.10638420289830275,0.21132434630487468
123-17-1,0.0,0.0,0.5647185962435134,0.4352814037564866
60828-78-6,0.0,0.10424395124784033,0.503040654233023,0.3927153945191368
16409-46-4,0.0,0.2441563635598621,0.35202309637764423,0.4038205400624936
73747-29-2,0.0,0.0,0.44428684588455775,0.5557131541154423
80621-81-4,0.09222583367622832,0.0973289201735333,0.43622346320106775,0.37422178294917063
3286-46-2,0.0,0.10297278207225546,0.33863675575771884,0.5583904621700256
61379-65-5,0.0,0.0,0.3985465384778052,0.6014534615221948
4345-03-3,0.0,0.0,0.09403242978318213,0.9059675702168178
43119-47-7,0.0,0.0,0.1691970217336679,0.8308029782663321
1406-66-2,0.0,0.0,0.10993070027458639,0.8900692997254136
303-45-7,0.0,0.0,0.6929736432432279,0.3070263567567722
25497-49-8,0.0,0.0,0.5870448808449082,0.41295511915509175
84-80-0,0.0,0.0,0.20990942402815108,0.790090575971849
77855-81-3,0.0,0.47578754890666486,0.19564173578624228,0.32857071530709286
24365-47-7,0.0,0.1178375193597037,0.32445082336863806,0.5577116572716582
51356-22-0,0.38795981500434695,0.32173350518918464,0.09425452333155253,0.19605215647491586
51356-10-6,0.775805546014614,0.11273846962118172,0.0,0.11145598436420419
21673-83-6,0.0,0.0,0.5861411333195518,0.4138588666804483
150-86-7,0.0,0.08910220792064702,0.13163924750663403,0.779258544572719
26544-38-7,0.0,0.11062496414444664,0.5499184096095678,0.3394566262459856
70384-29-1,0.11173358837251665,0.10899793526141607,0.44691111606546124,0.3323573603006061
71108-02-6,0.27810792241261634,0.4839799137145218,0.23791216387286185,0.0
25265-77-4,0.0,0.0,0.587715601089353,0.41228439891064717
505-32-8,0.0,0.0,0.2504797146238399,0.7495202853761601
50-14-6,0.8217307670986095,0.0,0.11928685218922261,0.05898238071216789
54573-75-0,0.8581019280538149,0.0,0.09384459023697446,0.048053481709210685
330-64-3,0.4422221017134828,0.23784082808489163,0.31993707020162565,0.0
60244-70-4,0.6176298597238508,0.2546393418338388,0.06517944063603984,0.06255135780627054
60244-66-8,0.4521533681534628,0.3471480251109348,0.07071182528981092,0.12998678144579154
7492-32-2,0.0,0.09179965269842447,0.9082003473015756,0.0
50-34-0,0.0,0.3015454624894656,0.35554838513037057,0.3429061523801638
3700-96-7,0.0,0.555821302666759,0.44417869733324106,0.0
3700-90-1,0.0,0.27801595113573896,0.7219840488642612,0.0
60244-69-1,0.45826805252311026,0.314051120406562,0.10002714159993475,0.12765368547039294
143201-11-0,0.0,0.3358705559542636,0.6641294440457363,0.0
1610-18-0,0.0,0.0,1.0,0.0
99559-84-9,0.4168606161882654,0.4834405199782679,0.09969886383346675,0.0
1445-75-6,0.17574475167019327,0.27643184898124146,0.18639594874111406,0.3614274506074511
41669-30-1,0.0,0.0,1.0,0.0
26401-35-4,0.0,0.06235765047400395,0.6200619833767703,0.31758036614922563
28472-97-1,0.0,0.0,1.0,0.0
166412-78-8,0.0,0.11180740938872284,0.34146587191691036,0.5467267186943667
27554-26-3,0.0,0.0,0.24035835245274775,0.7596416475472522
544-01-4,0.0,0.21072077727905367,0.43121981801352627,0.35805940470742015
605-50-5,0.0,0.0,0.45527905467771856,0.5447209453222814
10086-50-7,0.0,0.0,0.5378517250640495,0.4621482749359506
63980-62-1,0.0,0.0,0.12720481958532123,0.8727951804146787
589-59-3,0.0,0.125610632361716,0.19767524658523764,0.6767141210530464
110-96-3,0.10833273626137421,0.0978003869026295,0.5717561080461419,0.22211076878985456
29214-81-1,0.22707756880892133,0.5702628541025898,0.20265957708848895,0.0
127-39-9,0.0,0.09841153180241877,0.4576246026164117,0.4439638655811695
84-69-5,0.0,0.0,0.3672926770024236,0.6327073229975764
53378-52-2,0.10326732113296443,0.21290264700757514,0.32774160344903547,0.356088428410425
97-85-8,0.0,0.0,0.22550372619376205,0.7744962738062379
68171-33-5,0.0,0.0,0.9020856377714386,0.09791436222856145
132299-20-8,0.0,0.1186307265093284,0.3374011553554786,0.543968118135193
100-18-5,0.0,0.0,0.6844556742816409,0.3155443257183591
38640-62-9,0.0,0.0,0.5833502564219406,0.41664974357805934
28178-42-9,0.0,0.0,0.7675924976828756,0.23240750231712437
94133-79-6,0.0,0.3309209858530021,0.6690790141469979,0.0
565-80-0,0.09530368329852934,0.31767894432843113,0.3964100057759808,0.19060736659705868
50847-11-5,0.0,0.22222470076394887,0.44909305814876554,0.32868224108728555
97-72-3,0.0,0.33470283819200985,0.3645986256810048,0.3006985361269854
3437-84-1,0.0,0.11393006162222792,0.4155760159242526,0.47049392245351956
108-18-9,0.0,0.22389958442880165,0.5600033924179458,0.21609702315325247
2986-17-6,0.32749344396749436,0.33107420453876113,0.34143235149374457,0.0
139-40-2,0.0,0.0,0.8890140210157773,0.1109859789842227
38588-65-7,0.21339129868822604,0.2361618292233732,0.445004345164386,0.10544252692401483
96-80-0,0.0,0.10383376256624934,0.5780723298895264,0.3180939075442242
66660-95-5,0.0,0.12794442317420823,0.430167747898924,0.44188782892686773
4261-68-1,0.4580014482259232,0.3383417813178855,0.20365677045619113,0.0
2303-16-4,0.0,0.4357156573397756,0.34642580196451483,0.21785854069570956
601-77-4,0.23526874170688025,0.4366004010448587,0.328130857248261,0.0
108-20-3,0.10945448166988248,0.11296263813366077,0.5617143191252997,0.2158685610711571
7491-02-3,0.0,0.0,0.6879144028645334,0.31208559713546663
924-88-9,0.0,0.10782881422346664,0.6764607000677259,0.21571048570880752
7283-70-7,0.0,0.12247827683888993,0.5464431425664076,0.33107858059470263
10552-74-6,0.0,0.384923948246061,0.41320010417961417,0.20187594757432478
50512-35-1,0.0,0.1061532230639486,0.7843236102827711,0.10952316665328031
59937-28-9,0.0,0.1066022776416318,0.7946919097272275,0.09870581263114057
105-64-6,0.0,0.13479096588178763,0.4463132041219499,0.4188958299962625
1809-20-7,0.11421866791983054,0.0,0.6665551791372689,0.21922615294290057
26087-47-8,0.2216657829861178,0.0,0.4445836095410961,0.333750607472786
51356-07-1,0.7293655211869212,0.2706344788130787,0.0,0.0
51356-16-2,0.519006883540564,0.24767758834706294,0.23331552811237308,0.0
10141-19-2,0.0,0.10732199734877426,0.3438955642600042,0.5487824383912215
3726-36-1,0.11607006871801576,0.22423017719747046,0.5482724881152186,0.11142726596929513
67786-25-8,0.0,0.0,0.08359737695746432,0.9164026230425357
371756-75-1,0.0,0.0,0.08802034889934089,0.9119796511006591
128446-33-3,0.0,0.102705068691266,0.5025161706526479,0.39477876065608614
1397-89-3,0.19152294948618317,0.0,0.419908906207538,0.3885681443062788
3773-49-7,0.0,0.2203584891691148,0.6739814385714864,0.10566007225939884
108-62-3,0.0,0.0,1.0,0.0
68857-95-4,0.0,0.21549434049678765,0.6797764836683763,0.10472917583483615
104987-11-3,0.0,0.1116109392595617,0.5555307601512842,0.3328583005891541
51596-10-2,0.12999145040109647,0.06506862658592995,0.6743124397996912,0.1306274832132824
10176-39-3,0.5507748013424112,0.08989764090328814,0.09196811255807909,0.2673594451962216
42588-37-4,0.0,0.11051013196710026,0.1035232629037656,0.7859666051291341
20780-49-8,0.0,0.0,0.29973927973307574,0.7002607202669242
108-84-9,0.0,0.08866201836186624,0.3930133041178753,0.5183246775202585
67306-03-0,0.0,0.0,1.0,0.0
30685-43-9,0.727870180077688,0.04835418071324762,0.08942907239944374,0.13434656680962048
58327-21-2,0.0,0.0,0.18555038177955205,0.8144496182204479
58327-19-8,0.0,0.0,0.18609655047962995,0.81390344952037
516-95-0,0.09054143514400932,0.09005181025138542,0.3738279685108433,0.44557878609376195
65242-49-1,0.08718177286574992,0.08161697885304246,0.7424536536196953,0.08874759466151225
57-88-5,0.09547900680653951,0.16728281161183367,0.08558655477814744,0.6516516268034794
15662-33-6,0.0,0.0,0.33058788153267415,0.6694121184673257
20562-02-1,0.10841594069256962,0.1117275323723027,0.1129036116604322,0.6669529152746956
71-63-6,0.6080079489264614,0.06664884045161777,0.19477927604802645,0.13056393457389429
20830-75-5,0.7415317656280587,0.04547974557270353,0.16895882207088128,0.04402966672835647
1404-93-9,0.1107242934296398,0.1096474814056758,0.22001207009506488,0.5596161550696195
41294-56-8,0.7993062261007564,0.0,0.1079722282435748,0.0927215456556688
57333-96-7,0.877345637929354,0.0,0.042234344574314055,0.08042001749633179
17578-43-7,0.15072134530699266,0.08191377462336558,0.4503572658374303,0.31700761423221147
18470-09-2,0.0,0.429527900555806,0.43089127973716196,0.13958081970703212
29886-96-2,0.0,0.0,0.7060023173804485,0.2939976826195515
87239-81-4,0.0,0.0,0.0,1.0
550-53-8,0.0,0.4693979702413751,0.5306020297586249,0.0
56717-11-4,0.0,0.0,0.21948690771814694,0.7805130922818532
106-21-8,0.0,0.0,0.4348790173290179,0.5651209826709821
203448-76-4,0.0,0.2028575138276086,0.7971424861723915,0.0
543-82-8,0.0,0.13211374265114753,0.3305052826189243,0.5373809747299283
3081-01-4,0.0,0.19584058613860986,0.7164491974939101,0.0877102163674801
7535-34-4,0.0,0.10292489026077119,0.5782164887647444,0.31885862097448453
108-11-2,0.0,0.12057379783634369,0.5462755564028022,0.333150645760854
23436-19-3,0.0,0.09527782579687494,0.48770846042520005,0.4170137137779251
99-82-1,0.0,0.19824843926141056,0.46678941248350053,0.3349621482550888
87061-04-9,0.0,0.24611097023120754,0.5106045274017006,0.2432845023670919
26171-78-8,0.0,0.13300085981339219,0.3122353518476302,0.5547637883389777
147126-62-3,0.0,0.23996676719490181,0.39618908682046344,0.3638441459846348
89-80-5,0.0,0.2162427990662652,0.561495592252139,0.22226160868159592
66941-88-6,0.0,0.6774706513138141,0.3225293486861859,0.0
103-95-7,0.0,0.0,0.8186415631063538,0.18135843689364617
57144-56-6,0.22801384552339726,0.6702749823061738,0.101711172170429,0.0
64059-37-6,0.0,0.19799101639801622,0.6795540356448915,0.12245494795709239
55636-92-5,0.0,0.0,1.0,0.0
42978-66-5,0.0,0.42945114284804464,0.4523541942443326,0.11819466290762286
123-63-7,0.0,1.0,0.0,0.0
50765-83-8,0.0,0.292283325569083,0.707716674430917,0.0
50765-86-1,0.0,0.19278067457618575,0.8072193254238141,0.0
50765-79-2,0.0,0.29621484333173864,0.7037851566682612,0.0
21259-20-1,0.0,0.0,0.328650713174556,0.6713492868254439
68133-73-3,0.0,0.0,0.10950724320570002,0.8904927567943001
40580-61-8,0.0,0.0,0.41626378592253027,0.5837362140774697
20724-12-3,0.0,0.1956428171602669,0.8043571828397331,0.0
30129-27-2,0.0,0.28196246081237947,0.7180375391876206,0.0
78-35-3,0.0,0.0,0.09057704082035878,0.9094229591796412
964-52-3,0.0,0.46928647566928755,0.5307135243307125,0.0
121489-04-1,0.0970253071405075,0.2035986023303406,0.699376090529152,0.0
30562-34-6,0.0,0.11036406139530251,0.44194125820741664,0.44769468039728083
66085-59-4,0.0,0.2005370256923156,0.5655098232988894,0.23395315100879496
78194-09-9,0.0,0.0,1.0,0.0
24353-58-0,0.0,0.0,1.0,0.0
73080-51-0,0.0,0.0,0.5580964488902093,0.4419035511097908
489-84-9,0.0,0.10980842050416388,0.7755848078435911,0.11460677165224499
6223-35-4,0.0,0.10873050459844834,0.5634623113068418,0.32780718409471
17493-73-1,0.0,0.0,1.0,0.0
92671-67-5,0.0,0.0,0.6644174771901248,0.3355825228098752
113139-67-6,0.11022692727174825,0.21363920503828474,0.5671553466564732,0.10897852103349394
121625-72-7,0.11422202395926714,0.10804550933542253,0.6689981426473486,0.10873432405796167
67801-20-1,0.0,0.10753638659377737,0.44705607926097496,0.44540753414524764
56105-46-5,0.0,0.0,0.457859630218227,0.5421403697817729
63982-52-5,0.43023344397061386,0.46017410081573584,0.10959245521365027,0.0
18659-45-5,0.44389649139328213,0.5561035086067179,0.0,0.0
2752-71-8,0.4526020462136939,0.44017792721884835,0.10722002656745784,0.0
119-38-0,0.33874977156604347,0.5616325021173687,0.09961772631658777,0.0
72542-61-1,0.0,0.6884974920960384,0.3115025079039615,0.0
78194-24-8,0.0,0.0,1.0,0.0
78194-42-0,0.0,0.0,1.0,0.0
15037-62-4,0.0,0.22319822345238155,0.7768017765476184,0.0
94739-29-4,0.0,0.19554090833229684,0.6022349700985695,0.20222412156913355
75530-68-6,0.0,0.20789479428391933,0.5661944182202195,0.22591078749586108
97-86-9,0.0,0.19614874337228747,0.20290023997386983,0.6009510166538429
13749-61-6,0.0,0.5636081053687524,0.33425810271744255,0.10213379191380505
23684-11-9,0.107234989189047,0.21877672053150857,0.32814955811239477,0.34583873216704963
110-12-3,0.0,0.09678709324681842,0.5947541274965866,0.30845877925659504
3572-41-6,0.0,0.268785387875129,0.6522431386337219,0.07897147349114925
70318-55-7,0.0,0.08520286335711462,0.7378601330631273,0.176937003579758
70318-56-8,0.0,0.0,0.736354034388361,0.263645965611639
26544-20-7,0.0,0.2490030727798121,0.6759921718117038,0.0750047554084842
13706-86-0,0.0,0.10554045586829704,0.4798626030072445,0.4145969411244584
81250-17-1,0.10796892874389316,0.0,0.8920310712561069,0.0
123-92-2,0.0,0.0,0.33348022380028935,0.6665197761997107
110-19-0,0.0,0.0,0.10137303263687211,0.8986269673631279
99-86-5,0.0,0.0,1.0,0.0
542-08-5,0.0,0.0,0.6976505252218685,0.3023494747781314
99-87-6,0.0,0.0,0.7024411028813337,0.29755889711866634
535-77-3,0.0,0.319178635821355,0.3908460888260714,0.28997527535257367
89-83-8,0.0,0.0,0.8949366447665845,0.10506335523341549
56211-40-6,0.0,0.1077670318119384,0.6723266821122305,0.21990628607583115
22760-18-5,0.0,0.0,1.0,0.0
40507-23-1,0.0,0.07215327052439074,0.8530893356312361,0.07475739384437315
65765-07-3,0.0,0.28816004507175186,0.6167767331239458,0.09506322180430239
499-75-2,0.0,0.0,0.8888254835604378,0.11117451643956223
2814-20-2,0.0,0.1975344836606614,0.5246267203590883,0.2778387959802503
80176-21-2,0.0,0.1188940504027842,0.7755239801130058,0.10558196948420992
55814-41-0,0.0,0.0,0.45887336214422964,0.5411266378557703
125055-52-9,0.0,1.0,0.0,0.0
563-80-4,0.0,0.14380159115526836,0.6431105964964705,0.2130878123482613
59230-57-8,0.0,0.0,0.7406132380576508,0.2593867619423491
39543-79-8,0.0,0.0,1.0,0.0
314-42-1,0.09089350367044993,0.08892291280496592,0.8201835835245841,0.0
123524-52-7,0.0,0.3380391868036125,0.5509896676327892,0.1109711455635983
6673-35-4,0.0,0.0,0.9049213085638087,0.09507869143619131
108-21-4,0.10106604607676753,0.13409416570969807,0.33612463287974714,0.42871515533378723
4212-94-6,0.0,0.0,0.669405769944265,0.3305942300557349
12650-69-0,0.0,0.10835896712089862,0.11399755590773271,0.7776434769713687
828-00-2,0.10812544641424661,0.0,0.4475385692110234,0.44433598437472993
1445870-18-7,0.0,0.10907665595982197,0.5707861791156745,0.32013716492450356
68425-16-1,0.0,0.0,0.7793889001826373,0.22061109981736268
57052-04-7,0.10941827418471396,0.17089624285689298,0.623148094215677,0.09653738874271599
540-84-1,0.0,0.09650736199451768,0.5152310469608716,0.3882615910446106
67239-26-3,0.10989291730571733,0.11455309932769317,0.6593406941935673,0.11621328917302205
40915-86-4,0.10841847939142457,0.2208293538812675,0.4444196051382058,0.22633256158910228
35256-85-0,0.0,0.12168451033746154,0.6584695979452229,0.21984589171731556
19666-30-9,0.1003790284596778,0.2047769263571086,0.3788130396104094,0.31603100557280417
129909-90-6,0.11287825995237845,0.1112147908583434,0.6588880194140851,0.11701892977519297
76-50-6,0.0,0.20838174836521484,0.33967392355045006,0.4519443280843351
71108-05-9,0.816466345679705,0.18353365432029498,0.0,0.0
71108-06-0,0.3578876630465696,0.44211422236543385,0.19999811458799654,0.0
111038-42-7,0.0,0.422550323326553,0.5774496766734469,0.0
127-25-3,0.0,0.0,0.812234887311261,0.18776511268873894
13254-34-7,0.09495235338172163,0.0,0.6484338330621556,0.2566138135561228
144-19-4,0.0,0.2413430130838775,0.4357770693474275,0.32287991756869494
3445-42-9,0.0,0.0,0.6917506390169299,0.30824936098307004
14860-89-0,0.10682942079314578,0.10045154492489826,0.6518742755248235,0.14084475875713248
26762-93-6,0.0,0.12852103835958567,0.5229065424427926,0.34857241919762183
49562-28-9,0.0,0.09210484781683004,0.6000987562382957,0.3077963959448743
51368-55-9,0.0,0.11889955890455385,0.5730081785775423,0.30809226251790384
58327-13-2,0.0,0.0,0.1518243081865881,0.8481756918134119
58327-14-3,0.0,0.0,0.23989737968850483,0.7601026203114952
58327-12-1,0.0,0.0,0.2080730431125055,0.7919269568874945
666-84-2,0.1877179121680806,0.09417302976329253,0.2882327827335808,0.429876275335046
53471-69-5,0.0,0.04988680440593227,0.8428889601501484,0.10722423544391936
53003-82-0,0.0,0.0,0.9400682871703728,0.059931712829627226
53003-62-6,0.0,0.05097918346966247,0.8420969447076039,0.10692387182273363
86408-72-2,0.0,0.0,0.4414652109914883,0.5585347890085117
512-04-9,0.0,0.2359521287364621,0.4162359642667459,0.3478119069967921
36011-19-5,0.0,0.22170415994484458,0.6683464039018059,0.10994943615334961
33160-78-0,1.0,0.0,0.0,0.0
154619-51-9,0.9651271705454284,0.0,0.03487282945457166,0.0
114311-32-9,0.0,0.14391414306673278,0.14471159721687124,0.711374259716396
69915-63-5,0.0,0.0,0.5724838446804912,0.4275161553195089
69915-62-4,0.0,0.0,0.4911756469574973,0.5088243530425027
581-12-4,0.11326017456261211,0.0,0.22192316006340393,0.6648166653739839
470-67-7,0.10693159468103768,0.2473098038044837,0.6457586015144786,0.0
512-85-6,0.1051366020747153,0.11427891529860357,0.7805844826266812,0.0
63968-64-9,0.0,0.0,0.564116955321765,0.435883044678235
13613-99-5,0.5733240779809309,0.324939045091486,0.10173687692758314,0.0
3035-45-8,0.0,0.09165173196197272,0.9083482680380273,0.0
1014-69-3,0.0,0.0,1.0,0.0
64-00-6,0.1458452078161339,0.7660065896576314,0.08814820252623477,0.0
2752-81-0,0.5036072649351173,0.3851635569012919,0.11122917816359086,0.0
2631-40-5,0.10823051446080344,0.6940149652898273,0.10823051446080344,0.0895240057885658
114-26-1,0.09563017934350378,0.782441341993529,0.12192847866296731,0.0
366-70-1,0.0,0.22441027939561084,0.7755897206043891,0.0
54266-83-0,0.908678716874004,0.09132128312599586,0.0,0.0
106293-84-9,0.9086085525587442,0.09139144744125588,0.0,0.0
73115-70-5,0.6813114949017899,0.25400590152872826,0.06468260356948194,0.0
2315-43-7,0.0,0.3383122625837472,0.6616877374162529,0.0
1505-95-9,0.0,0.6927730033028033,0.30722699669719666,0.0
996-35-0,0.0,0.3431685200077646,0.5378663930562103,0.11896508693602506
3938-45-2,0.3299406297028647,0.43533822319380755,0.23472114710332775,0.0
116666-63-8,0.10555522369606929,0.3195816284333487,0.3600885672126252,0.21477458065795674
24730-10-7,0.10243215750448095,0.7772054927148526,0.12036234978066639,0.0
14759-05-8,0.0,0.06359608423271829,0.9364039157672817,0.0
54270-10-9,0.0,0.0,0.7829356633634551,0.21706433663654479
18952-79-9,0.23245660921492906,0.44244218750209263,0.24490961322160998,0.0801915900613682
26328-00-7,0.0,0.0,0.9275710189277,0.07242898107230002
69788-41-6,0.0,0.0,1.0,0.0
97887-77-9,0.0,0.097163164435218,0.39410083984467076,0.5087359957201112
6659-45-6,0.31631839444887555,0.1729261680592093,0.34037599068860985,0.17037944680330527
22343-07-3,0.23180072287179668,0.5105406566191126,0.2576586205090908,0.0
64249-01-0,0.0,0.4468553210011804,0.4464016447111681,0.10674303428765149
14211-01-9,0.12032009826165133,0.31482966422613906,0.5648502375122096,0.0
36614-38-7,0.348482877292376,0.46372087200496825,0.18779625070265574,0.0
19645-42-2,0.18935368976484365,0.7175035808948109,0.09314272934034555,0.0
79985-91-4,0.3216326560883446,0.5853651301029773,0.09300221380867797,0.0
97699-69-9,0.0,0.32622312765513706,0.6139380220608793,0.059838850283983745
30560-28-2,0.10286509738371162,0.5227338911201916,0.3744010114960967,0.0
71617-10-2,0.0,0.0,0.3800712684549275,0.6199287315450724
3567-08-6,0.0,0.16746002477775168,0.8325399752222482,0.0
17959-11-4,0.19037391476812224,0.7098136746757012,0.09981241055617662,0.0
404-86-4,0.0,0.10383569671363965,0.793046944149432,0.10311735913692821
145071-49-4,0.0,0.44881035078608345,0.36206635840959434,0.18912329080432214
111038-37-0,0.0,0.0,0.8989107894747617,0.10108921052523827
72739-69-6,0.0,0.21661106892217286,0.6699945886179396,0.1133943424598875
23485-79-2,0.5474201788075808,0.3819715029409825,0.07060831825143679,0.0
149877-41-8,0.22417456506182407,0.0,0.6689391721459141,0.10688626279226175
24353-61-5,0.0,0.0,1.0,0.0
13955-12-9,0.6729052136406153,0.22876058252911582,0.0983342038302689,0.0
15863-65-7,0.774778256314748,0.22522174368525205,0.0,0.0
14358-50-0,0.0,0.09236682289546795,0.8157649605404836,0.0918682165640484
24017-18-3,0.8172295726344311,0.10094878255656427,0.08182164480900474,0.0
6838-93-3,0.16185364740963087,0.2018211841167885,0.5371898094351817,0.09913535903839892
107-44-8,0.1910848427693915,0.18280101898448894,0.267537764958397,0.3585763732877226
71048-99-2,0.0,0.0,0.6909457839391144,0.3090542160608855
97886-45-8,0.0,0.09722825457591214,0.7072414068099606,0.19553033861412727
959-24-0,0.09185638320982871,0.10889191897898555,0.6377690149993864,0.1614826828117993
27458-93-1,0.0,0.0,1.0,0.0
68784-12-3,0.0,0.0,0.7240474378012632,0.2759525621987368
68526-86-3,0.0,0.0,1.0,0.0
72162-46-0,0.0,0.0,0.45854152191867886,0.5414584780813211
64354-92-3,0.0,0.12664951899352775,0.31786085215477006,0.5554896288517023
1330-61-6,0.0,0.06181116505075627,0.30153608148190547,0.6366527534673383
26544-23-0,0.0,0.1056378909893145,0.18338006184725156,0.7109820471634339
27013-89-4,0.0,0.10580837978264453,0.7625499079439191,0.13164171227343635
71902-23-3,0.0,0.0,0.44664652567975827,0.5533534743202416
25168-26-7,0.0,0.17048246293870514,0.8295175370612948,0.0
25103-09-7,0.0,0.0,0.45603044224936634,0.5439695577506337
29590-42-9,0.0,0.07031665526935642,0.297317832991414,0.6323655117392295
11071-47-9,0.0,0.0,0.6804591595549386,0.3195408404450613
830322-14-0,0.0,0.0,0.47237436464341126,0.5276256353565887
646-07-1,0.0,0.14112226136785078,0.6678852044500956,0.19099253418205364
41764-14-1,0.5074279975148801,0.10375697330427588,0.388815029180844,0.0
56011-02-0,0.0,0.0,0.42134344798714884,0.5786565520128512
