CASRN,Toxic_RF_maccs-0,Toxic_RF_maccs-1
111-34-2,0.5892937125243388,0.41070628747566024
17751-76-7,0.0585738686275801,0.9414261313724205
21269-98-7,0.2313354413394696,0.7686645586605311
33236-00-9,0.03450181657236154,0.9654981834276384
70193-21-4,0.43617149535289307,0.5638285046471071
5459-58-5,0.7250740829507804,0.2749259170492174
122-43-0,0.8085895850552262,0.19141041494477276
66232-25-5,0.26985521670385626,0.7301447832961431
7397-62-8,0.7899482363940962,0.21005176360590228
94-80-4,0.16705160260422497,0.832948397395776
2438-72-4,0.5660197083166892,0.4339802916833104
141-32-2,0.6706548144601632,0.329345185539836
90842-58-3,0.42369048884364435,0.5763095111563559
136-60-7,0.8417963899287378,0.15820361007126468
20954-16-9,0.566864051953981,0.43313594804601857
20954-14-7,0.15499302707781648,0.8450069729221827
28570-58-3,0.27451724236110303,0.7254827576388952
7756-96-9,0.6814101585432197,0.31858984145677893
67330-25-0,0.5397291927971182,0.46027080720288194
88599-43-3,0.6634288493061385,0.33657115069385996
82989-25-1,0.5466737234987237,0.45332627650127644
2314-09-2,0.6112015457115515,0.38879845428844806
75147-20-5,0.4364644327554149,0.563535567244585
64047-35-4,0.544993350166933,0.45500664983306643
544-16-1,0.4172120817629946,0.5827879182370053
6607-49-4,0.7277043891386901,0.2722956108613086
2314-17-2,0.3313607458562091,0.6686392541437898
4560-93-4,0.3843797970411518,0.6156202029588476
64910-63-0,0.5100177518893366,0.48998224811066365
109-69-3,0.5447280196755532,0.45527198032444666
109-67-1,0.5670251771003885,0.4329748228996114
928-95-0,0.7306112205010218,0.26938877949897705
123-72-8,0.5985555612495109,0.4014444387504884
109-74-0,0.3362330393294055,0.6637669606705938
116020-44-1,0.8066061010785996,0.19339389892140085
66246-88-6,0.3126196221462532,0.687380377853746
1211-28-5,0.21481090107056822,0.7851890989294307
21531-91-9,0.8288762331956087,0.1711237668043895
698-76-0,0.8523552118784293,0.1476447881215715
105-21-5,0.8715403703662714,0.1284596296337289
60207-90-1,0.1324962016258076,0.8675037983741926
1003-14-1,0.7228996016171834,0.2771003983828161
105-31-7,0.5398727719848581,0.46012722801514216
39067-39-5,0.688518094171062,0.3114819058289383
6082-56-0,0.21960567074961626,0.7803943292503837
103-65-1,0.5897606910450733,0.41023930895492566
28785-06-0,0.6964851686697576,0.30351483133024043
645-56-7,0.4509447880375765,0.5490552119624234
94-58-6,0.556483480556526,0.4435165194434744
644-35-9,0.2263553304002001,0.7736446695997989
7231-31-4,0.1589567308729835,0.8410432691270154
51-52-5,0.460038343814768,0.5399616561852321
14222-60-7,0.11024285053636186,0.889757149463638
75464-11-8,0.6621404906323138,0.3378595093676855
151327-12-7,0.13086297134353872,0.8691370286564613
151327-04-7,0.19789034325841773,0.8021096567415822
151327-11-6,0.13124385839344846,0.8687561416065521
151327-07-0,0.27412548696261735,0.7258745130373823
168152-96-3,0.26077576106912087,0.7392242389308786
168152-92-9,0.04569751798985126,0.9543024820101491
168152-72-5,0.1896206016858845,0.8103793983141155
168152-66-7,0.005476690910471035,0.9945233090895291
168152-81-6,0.010680175998627328,0.9893198240013733
168152-80-5,0.10453393946482949,0.895466060535171
168152-67-8,0.18059009443913515,0.819409905560865
168152-84-9,0.2569672800883324,0.7430327199116674
168152-76-9,0.1465588482807174,0.8534411517192825
168152-71-4,0.10364736326042705,0.896352636739573
1688-71-7,0.2942439951753809,0.7057560048246174
97392-14-8,0.39252851773769076,0.6074714822623086
70735-85-2,0.39642686549403233,0.6035731345059675
63233-46-5,0.11810085914520295,0.8818991408547969
2051-78-7,0.7279968576943489,0.27200314230565237
103-37-7,0.8154253260248719,0.18457467397512817
123-20-6,0.5353059193485274,0.4646940806514719
36597-90-7,0.5629706055750127,0.43702939442498756
107-10-8,0.1441537520593454,0.8558462479406549
125055-68-7,0.03088422734188451,0.9691157726581159
94-20-2,0.5242937718269527,0.4757062281730474
13887-60-0,0.08909654935312247,0.9109034506468777
73941-13-6,0.18904424807209008,0.8109557519279103
27050-40-4,0.1916872011273415,0.8083127988726588
33245-39-5,0.5133367113323563,0.4866632886676434
26399-36-0,0.5365299864452802,0.46347001355471834
64057-89-2,0.09953003220061542,0.9004699677993846
4634-51-9,0.2221977899164173,0.7778022100835813
41078-02-8,0.3007483793382649,0.699251620661735
816-57-9,0.0643674639324305,0.9356325360675699
2807-30-9,0.693972012702842,0.30602798729715835
110-74-7,0.6228141778955135,0.37718582210448653
33235-97-1,0.0296400279673022,0.9703599720326982
33236-21-4,0.11792802163501788,0.8820719783649826
52709-86-1,0.7043616818884223,0.29563831811157765
142770-42-1,0.3726300156466838,0.6273699843533161
34614-30-7,0.10708224099893351,0.892917759001067
627-12-3,0.2950345800569454,0.7049654199430528
83395-30-6,0.7764301328301322,0.22356986716986704
1713-98-0,0.053272601158289364,0.946727398841711
18705-22-1,0.38536144586916604,0.6146385541308341
64050-66-4,0.18078710666744283,0.8192128933325574
107-03-9,0.458419303176673,0.5415806968233268
49828-25-3,0.4661312290833826,0.5338687709166173
13889-92-4,0.3118210617773652,0.6881789382226332
38827-35-9,0.36009313033901297,0.639906869660987
918504-27-5,0.653533457838457,0.34646654216154177
1262985-23-8,0.6192562335812338,0.3807437664187659
1103234-56-5,0.5863054044927215,0.4136945955072783
540-54-5,0.43134992484303736,0.5686500751569631
68526-56-7,0.7445603553499232,0.2554396446500762
928-96-1,0.7962339828269089,0.20376601717308987
33467-73-1,0.8076302192161929,0.19236978078380676
42436-07-7,0.8787219058648288,0.12127809413517307
65405-77-8,0.7567913287082144,0.24320867129178547
24880-45-3,0.812808677145688,0.18719132285431161
2091-24-9,0.8098834185829086,0.19011658141709115
5910-85-0,0.4817021599500423,0.5182978400499574
17369-59-4,0.5846654109309696,0.4153345890690303
107-12-0,0.2753697912284893,0.7246302087715097
118-68-3,0.21597484274461892,0.7840251572553811
96-20-8,0.45454141570098433,0.5454585842990154
3174-67-2,0.773995814074017,0.22600418592598112
584-03-2,0.6996391078703617,0.3003608921296384
695-06-7,0.8679504254894289,0.13204957451057167
56983-13-2,0.6168621094835681,0.3831378905164324
4437-85-8,0.6542398139098726,0.34576018609012704
98519-44-9,0.047827844484509406,0.9521721555154908
98518-99-1,0.01656976460766794,0.9834302353923319
98532-66-2,0.015303313543005442,0.9846966864569953
106-88-7,0.54386621027299,0.4561337897270098
65-14-5,0.49491342786377496,0.505086572136225
117-26-0,0.22183205134953254,0.7781679486504676
435-97-2,0.3607435352875635,0.6392564647124359
90-49-3,0.5226407650703164,0.4773592349296837
14845-06-8,0.2071460944109371,0.7928539055890619
512-16-3,0.6200059900265905,0.37999400997341015
12663-46-6,0.6477218951084719,0.35227810489152883
80834-51-1,0.19196129628162073,0.8080387037183788
113614-08-7,0.4017609927092364,0.5982390072907633
1824-58-4,0.7516957707723507,0.24830422922764697
66571-24-2,0.31803855251940183,0.6819614474805977
34314-31-3,0.36847396381451586,0.6315260361854834
78-99-9,0.36714975615743395,0.6328502438425668
58-54-8,0.45128829261888137,0.548711707381119
1146-95-8,0.22531506753767558,0.7746849324623247
42790-35-2,0.3503014378481329,0.6496985621518664
60270-84-0,0.7045686375573968,0.2954313624426015
89426-87-9,0.06317394839513325,0.9368260516048704
5223-06-3,0.6381371296821932,0.361862870317806
5408-74-2,0.12884337323322478,0.8711566267667769
102268-15-5,0.7089760020770691,0.2910239979229309
536-33-4,0.09510477900638119,0.9048952209936194
14736-30-2,0.47169907790249566,0.528300922097504
121518-45-4,0.3208545248487809,0.6791454751512185
27653-49-2,0.269731585647725,0.7302684143522745
58-14-0,0.23415664400950117,0.7658433559904988
149979-41-9,0.6004873157087837,0.39951268429121545
168152-88-3,0.05322897319638352,0.9467710268036167
127277-53-6,0.6492583337000619,0.3507416662999371
70-69-9,0.267051307316203,0.7329486926837954
2295-58-1,0.49538842380611753,0.5046115761938827
63605-45-8,0.3748222540527854,0.6251777459472146
4940-11-8,0.4638821371964326,0.5361178628035669
1477-19-6,0.36897326185023543,0.6310267381497654
3781-28-0,0.2714101872584746,0.7285898127415256
106006-84-2,0.5074793997931331,0.492520600206867
89427-48-5,0.20167973126910996,0.7983202687308898
709-98-8,0.32285855327846996,0.6771414467215293
13808-36-1,0.33295028719586717,0.6670497128041306
75764-58-8,0.12485571205518607,0.8751442879448146
15301-48-1,0.2881353627927955,0.7118646372072034
79-09-4,0.5036694705612054,0.49633052943879474
23495-12-7,0.7428582808245787,0.25714171917542006
103-56-0,0.8543987339122711,0.1456012660877289
122-63-4,0.8332747382302798,0.16672526176972058
1531-97-1,0.5171650213762063,0.48283497862379354
17511-60-3,0.6986454441074696,0.3013545558925296
682-11-1,0.7621153002440247,0.2378846997559747
682-09-7,0.7503299142406787,0.24967008575932023
5187-23-5,0.7669615920149068,0.23303840798509334
3047-32-3,0.6450792407998593,0.3549207592001399
30499-70-8,0.655733728936019,0.34426627106398133
66492-51-1,0.7253480294498619,0.27465197055013835
824-11-3,0.2981547862183386,0.7018452137816618
1005-93-2,0.32412439900544915,0.6758756009945502
10097-02-6,0.7484766145025803,0.2515233854974194
115-70-8,0.630154128872354,0.36984587112764467
3819-07-6,0.31572124705904675,0.6842787529409523
7747-35-5,0.294138610921179,0.7058613890788198
19882-03-2,0.6906654745842021,0.30933452541579715
6533-00-2,0.7347711497198458,0.2652288502801535
77-21-4,0.33604897367863446,0.663951026321365
77236-50-1,0.2030413836223542,0.7969586163776459
5556-57-0,0.28805146232881185,0.7119485376711876
50-19-1,0.37738537915377346,0.6226146208462262
509-86-4,0.2191334897189054,0.7808665102810943
125-33-7,0.3088939285520057,0.6911060714479936
50-06-6,0.4690286775702704,0.5309713224297296
57-30-7,0.3561659437098309,0.6438340562901684
61837-66-9,0.800033202490438,0.19996679750956242
74697-48-6,0.802666461714716,0.1973335382852834
56430-99-0,0.4386503866800869,0.561349613319913
7689-03-4,0.41624982984032854,0.5837501701596713
7789-89-1,0.4712050570192787,0.5287949429807216
75-04-7,0.07056135238948226,0.9294386476105183
709-55-7,0.34138868892912144,0.6586113110708766
71130-60-4,0.33881810201968265,0.6611818979803173
5459-93-8,0.24380035046089388,0.7561996495391047
85697-07-0,0.14794523141132157,0.8520547685886783
5465-00-9,0.37815776749962765,0.6218422325003726
58473-74-8,0.2927019291758592,0.7072980708241399
625-53-6,0.041615636099844144,0.9583843639001556
71475-35-9,0.4213997730307401,0.5786002269692593
139-94-6,0.41669671003488723,0.5833032899651127
68228-19-3,0.49904578238306474,0.5009542176169353
89427-19-0,0.30702906768034866,0.6929709323196515
4151-50-2,0.4312099509112144,0.5687900490887856
107-29-9,0.20771380086266428,0.7922861991373353
5308-25-8,0.3665503980102245,0.6334496019897747
93106-60-6,0.6596689308056795,0.3403310691943198
139-87-7,0.5398353844203932,0.46016461557960664
100-74-3,0.3472320491732579,0.6527679508267413
538-07-8,0.2100739734214426,0.7899260265785564
134-97-4,0.4927519679272422,0.5072480320727576
23205-24-5,0.34578558624404504,0.6542144137559537
67658-42-8,0.16627057612812068,0.8337294238718786
2687-91-4,0.6503016109814284,0.3496983890185683
92-50-2,0.44304593907174195,0.5569540609282582
92-49-9,0.2892219702908808,0.7107780297091181
1508-75-4,0.35947011678745955,0.6405298832125397
7081-53-0,0.24394194197087318,0.7560580580291262
62924-70-3,0.2841087207815691,0.7158912792184288
13147-25-6,0.2947150382690691,0.7052849617309309
13256-23-0,0.100082559733884,0.8999174402661163
82018-90-4,0.03994603905250818,0.9600539609474917
2991-51-7,0.5495264139818055,0.450473586018194
70458-96-7,0.726312927201569,0.27368707279842974
14698-29-4,0.4986607833405695,0.5013392166594306
51940-44-4,0.6882791087099246,0.31172089129007396
19562-30-2,0.4846018180800417,0.5153981819199585
13256-13-8,0.043805873110012404,0.9561941268899881
80472-85-1,0.13756561892320154,0.8624343810767992
20373-56-2,0.2827065319460894,0.7172934680539093
62899-75-6,0.33065573863875414,0.6693442613612449
21590-92-1,0.21552504200825676,0.7844749579917429
63716-33-6,0.09384505504722446,0.9061549449527752
78467-49-9,0.12826642073790723,0.8717335792620927
63744-48-9,0.15387187903571217,0.8461281209642874
86-28-2,0.22322709474014552,0.7767729052598543
132-32-1,0.2703919999249091,0.7296080000750897
128-53-0,0.5380020755749417,0.4619979244250581
86-35-1,0.3141591552982144,0.6858408447017849
34929-03-8,0.3822461358233452,0.6177538641766549
28657-80-9,0.3022621375564814,0.6977378624435174
32976-88-8,0.19867224698886396,0.8013277530111363
3784-99-4,0.16391572818437541,0.8360842718156251
1239-45-8,0.2224257714171398,0.7775742285828601
64-17-5,0.4238645931379973,0.5761354068620029
111-73-9,0.7685192539130609,0.23148074608693806
111-35-3,0.7746464419458426,0.2253535580541558
64050-15-3,0.6703136468621305,0.32968635313786954
2141-62-0,0.7937432539840623,0.2062567460159374
110-80-5,0.781271442727464,0.2187285572725363
111-90-0,0.7607261071709743,0.239273892829025
112-50-5,0.7859116216055955,0.214088378394402
64057-86-9,0.7479443854353055,0.2520556145646932
106-74-1,0.6527019126500496,0.34729808734994905
98519-29-0,0.02894979882762304,0.9710502011723768
6012-83-5,0.4643843678473055,0.5356156321526944
122453-73-0,0.2972156145099022,0.7027843854900975
58567-11-6,0.7466811162921746,0.25331888370782507
109-94-4,0.5981375413847059,0.4018624586152936
2979-26-2,0.7765255488627708,0.2234744511372287
103-75-3,0.8171914645934072,0.18280853540659195
10310-32-4,0.6500974014292068,0.34990259857079253
33210-54-7,0.053359306495930715,0.9466406935040695
33210-37-6,0.0538052219877106,0.9461947780122898
33235-81-3,0.013932569737133001,0.986067430262867
33236-11-2,0.32196613402863267,0.6780338659713673
33235-92-6,0.027639454004024736,0.9723605459959759
33210-59-2,0.03456483598627212,0.9654351640137283
33235-90-4,0.04176447027821582,0.9582355297217844
4234-79-1,0.6108616743779581,0.38913832562204215
64037-28-1,0.3196569940239117,0.6803430059760874
105-56-6,0.5787159186474476,0.4212840813525527
638-07-3,0.3523055851555528,0.6476944148444467
101-97-3,0.8541885129199378,0.14581148708006414
14062-23-8,0.8553280721941819,0.1446719278058189
2122-70-5,0.6905336854986495,0.30946631450134865
27512-72-7,0.39644546983624757,0.6035545301637517
2949-22-6,0.394274076328925,0.6057259236710753
25059-80-7,0.458773372476676,0.5412266275233243
119-41-5,0.5563293964617636,0.4436706035382369
21045-68-1,0.5458006387415543,0.4541993612584461
34580-65-9,0.3189070283050183,0.681092971694983
77501-90-7,0.3923247936983752,0.607675206301625
623-51-8,0.5512308330107777,0.4487691669892228
63935-38-6,0.43289762166269874,0.5671023783373008
637-56-9,0.31360369127486026,0.6863963087251389
23609-20-3,0.3790047063964854,0.6209952936035142
150-69-6,0.4468983349645168,0.553101665035483
38160-03-1,0.37118485604824886,0.6288151439517506
19077-60-2,0.44125637582342414,0.5587436241765757
100-29-8,0.31869289387789235,0.6813071061221069
88599-72-8,0.8635104063976723,0.13648959360232704
93-18-5,0.6802572161616789,0.31974278383832005
61361-59-9,0.1823802668590125,0.8176197331409871
66840-01-5,0.12416492336207685,0.8758350766379238
60634-59-5,0.6211304328465322,0.3788695671534673
18637-00-8,0.3921707378922089,0.6078292621077915
938-73-8,0.3687497026393157,0.6312502973606842
80834-62-4,0.1051757957491312,0.8948242042508677
80834-63-5,0.1051757957491312,0.8948242042508677
80834-80-6,0.10079509163346961,0.8992049083665304
80834-59-9,0.046878500094312894,0.9531214999056881
80834-56-6,0.07509364839680852,0.9249063516031909
96222-01-4,0.1396295913019813,0.8603704086980197
46817-91-8,0.15848238711832907,0.8415176128816709
118-28-5,0.9353475721828781,0.06465242781712317
63716-32-5,0.3507990198953586,0.6492009801046406
42874-03-3,0.37798787638859704,0.6220121236114035
140-88-5,0.4965775820724792,0.5034224179275208
103-36-6,0.7141257100706926,0.2858742899293076
6048-06-2,0.4742398642873705,0.5257601357126296
14731-78-3,0.7149782214547198,0.285021778545278
117666-88-3,0.3500160981417542,0.6499839018582455
117666-82-7,0.20603788415281413,0.7939621158471857
95266-40-3,0.6806554474001661,0.3193445525998332
97-81-4,0.6901565779742864,0.30984342202571263
4089-07-0,0.47807508763638523,0.5219249123636149
868-59-7,0.502335099125568,0.4976649008744318
92077-78-6,0.6391084686036218,0.36089153139637786
86541-74-4,0.7189262156133415,0.2810737843866578
110221-44-8,0.7675980536974435,0.2324019463025564
38109-77-2,0.4387915469797098,0.56120845302029
1187-46-8,0.38423968457894814,0.615760315421052
121-39-1,0.6285973827807786,0.371402617219221
548-00-5,0.38564070998648914,0.6143592900135105
29177-84-2,0.6531264390626145,0.34687356093738514
9000-40-2,0.48590855034863695,0.5140914496513631
454-31-9,0.32733628093321926,0.6726637190667797
34580-75-1,0.08466405796956597,0.915335942030434
10029-04-6,0.6394732330773473,0.36052676692265256
7085-85-0,0.35776941419858094,0.6422305858014187
89-33-8,0.35780956055972707,0.6421904394402719
93-89-0,0.7002817647324344,0.2997182352675658
94-09-7,0.6776951915825961,0.3223048084174023
99-77-4,0.5535851893896113,0.4464148106103881
120-47-8,0.5963873725844253,0.403612627415574
56974-61-9,0.5841341273005181,0.4158658726994824
87-25-2,0.8179012826399549,0.1820987173600459
122277-22-9,0.7705132549216532,0.22948674507834613
19485-08-6,0.712368520411821,0.2876314795881787
79660-46-1,0.614818482725046,0.38518151727495364
98349-25-8,0.3857191726521449,0.6142808273478545
734-88-3,0.4666657213218621,0.5333342786781382
16078-71-0,0.4338463806420914,0.5661536193579085
142891-20-1,0.5208914013034386,0.479108598696561
24237-54-5,0.2805332481704447,0.7194667518295556
19688-04-1,0.2454640526051401,0.7545359473948599
75274-22-5,0.3109747679682835,0.6890252320317155
74531-87-6,0.5080635228071928,0.49193647719280725
103112-35-2,0.29628153189317596,0.7037184681068234
13915-60-1,0.22627196191479676,0.7737280380852024
126-12-5,0.2688621291314613,0.7311378708685388
5794-23-0,0.22940203343425553,0.7705979665657438
2385-81-1,0.213988236659525,0.7860117633404733
3691-78-9,0.12785499598163091,0.8721450040183691
510-15-6,0.628933928033041,0.3710660719669585
383-63-1,0.48786218860028174,0.5121378113997184
515-84-4,0.37983299030467566,0.6201670096953241
51-79-6,0.2670483207209072,0.7329516792790912
13684-56-5,0.7503863056484947,0.24961369435150496
105774-14-9,0.7568500802518041,0.24314991974819536
75507-68-5,0.3975419880457761,0.6024580119542241
33400-47-4,0.4104593877191835,0.5895406122808166
25717-80-0,0.36173386089628934,0.6382661391037098
13945-53-4,0.509122077877341,0.49087792212265907
139481-59-7,0.5122674129525441,0.48773258704745603
2593-15-9,0.3022919895868934,0.697708010413107
79794-75-5,0.21440288101977042,0.785597118980229
2521-01-9,0.3056468414551217,0.6943531585448774
16322-14-8,0.2910005092213365,0.708999490778663
1097-57-0,0.4759722169451473,0.5240277830548524
541-41-3,0.4667082250904106,0.5332917749095897
59463-54-6,0.2793841591910261,0.7206158408089735
7495-45-6,0.7055623018452708,0.2944376981547284
719-80-2,0.4496212357606511,0.5503787642393488
23510-39-6,0.510965367900715,0.48903463209928494
2425-19-6,0.037584584989106794,0.962415415010894
13067-93-1,0.20120783762953887,0.7987921623704609
2104-64-5,0.051566520573210026,0.9484334794267898
1776-83-6,0.10110794471685129,0.898892055283149
1623-14-9,0.6583323181194775,0.3416676818805218
3309-67-9,0.0877672577485458,0.9122327422514548
71363-61-6,0.17592444065502416,0.8240755593449762
36519-00-3,0.31472945980826156,0.6852705401917379
17109-49-8,0.21525763203683176,0.7847423679631683
1498-51-7,0.1953438940708825,0.8046561059291182
7508-73-8,0.0962238722124939,0.9037761277875056
1498-64-2,0.03976664609058514,0.960233353909415
607-01-2,0.3779718930297294,0.6220281069702706
19133-28-9,0.06641783632988378,0.9335821636701166
75-08-1,0.42110704342472316,0.5788929565752776
110-77-0,0.602573336604755,0.3974266633952432
18370-87-1,0.5962369703400069,0.4037630296599924
19594-18-4,0.39107909762169357,0.6089209023783066
32666-97-0,0.2919696816564421,0.7080303183435582
2212-67-1,0.2861423175040701,0.7138576824959282
181587-01-9,0.2882822680049383,0.7117177319950612
102251-91-2,0.5609958374196363,0.43900416258036323
513-12-2,0.5077120145517681,0.492287985448232
594-44-5,0.14977755123191844,0.8502224487680816
74-96-4,0.35161765375172105,0.6483823462482788
10141-07-8,0.560827964325667,0.439172035674333
623-68-7,0.5692566930973663,0.4307433069026338
1733-25-1,0.7306092110881182,0.26939078891188134
16491-24-0,0.8299602169368291,0.17003978306317055
60364-26-3,0.4744144927410097,0.5255855072589903
130-01-8,0.22299240577062543,0.777007594229375
480-54-6,0.18797452780306423,0.8120254721969354
15503-86-3,0.2305798514666159,0.7694201485333831
7785-33-3,0.9780606519582891,0.021939348041710677
25402-06-6,0.3437022140667432,0.6562977859332556
56172-46-4,0.9772381416409262,0.022761858359075356
3016-19-1,0.625894639531561,0.3741053604684379
11141-17-6,0.33998224918313863,0.6600177508168611
121-20-0,0.3614491574451813,0.6385508425548173
81719-55-3,0.2494526708949691,0.7505473291050307
23726-91-2,0.8866034740159737,0.11339652598402582
8022-96-6,0.8641615990068011,0.13583840099320005
102518-79-6,0.4071232533829043,0.5928767466170952
625-33-2,0.44674188061000186,0.5532581193899981
80-59-1,0.6189618090337841,0.3810381909662151
240494-70-6,0.41843865896150184,0.5815613410384981
480-81-9,0.20842256789305266,0.7915774321069463
16568-02-8,0.27876319070709615,0.7212368092929032
2883-98-9,0.5487634909056748,0.4512365090943243
15037-65-7,0.23671770251072607,0.763282297489272
93-16-3,0.5419324187464788,0.4580675812535208
7319-16-6,0.5816758327258141,0.4183241672741856
97-54-1,0.4829191281402577,0.5170808718597423
120-11-6,0.7109339908504825,0.28906600914951686
623-43-8,0.5704183571668123,0.4295816428331875
6842-15-5,0.5693821802504456,0.43061781974955377
4635-87-4,0.2956983620243735,0.7043016379756252
964-82-9,0.5943259031885076,0.4056740968114913
33956-49-9,0.736678486808777,0.263321513191221
15220-87-8,0.3759964855149396,0.6240035144850605
142-83-6,0.35931459199523536,0.6406854080047637
1516-01-4,0.28143840785863333,0.7185615921413656
4076-62-4,0.6553425889848629,0.3446574110151374
637-50-3,0.6073008297343836,0.39269917026561574
120-58-1,0.6223803915968441,0.3776196084031549
13061-80-8,0.32736993575931306,0.6726300642406864
14861-06-4,0.30871728153552447,0.6912827184644751
590-21-6,0.2303693673226803,0.7696306326773202
16219-75-3,0.5938710721886592,0.40612892781134036
38233-76-0,0.7943909432033545,0.20560905679664573
78919-13-8,0.5665986811416737,0.4334013188583262
88430-50-6,0.442784033699293,0.5572159663007074
75-05-8,0.20155020405542082,0.7984497959445792
2001-95-8,0.6671752030976842,0.3328247969023151
126-13-6,0.7662002847566315,0.2337997152433674
26305-03-3,0.6698133390778054,0.3301866609221936
3922-90-5,0.5011904765303109,0.49880952346968926
111-01-3,0.9383915796371008,0.061608420362899874
12750-79-7,0.49039568088729313,0.5096043191127069
72559-06-9,0.5116931560255167,0.4883068439744833
16846-24-5,0.8882143426769317,0.1117856573230679
101043-37-2,0.5923439497436404,0.4076560502563599
134652-60-1,0.7679487336113968,0.23205126638860205
6846-50-0,0.8433290388557678,0.15667096114423304
37280-56-1,0.8628347226356561,0.13716527736434347
25448-25-3,0.8542719872876273,0.14572801271237273
25103-12-2,0.837024222186156,0.16297577781384445
23079-28-9,0.5921224943579031,0.4078775056420974
68937-40-6,0.7817426227545339,0.2182573772454675
126-71-6,0.40923525548610556,0.5907647445138944
96513-83-6,0.2800871837514657,0.7199128162485343
64532-95-2,0.7128886598415376,0.28711134015846224
2162-73-4,0.7651340350848392,0.2348659649151609
85187-23-1,0.5446735407741071,0.4553264592258923
3818-80-2,0.1521694982371499,0.8478305017628505
2667-52-9,0.06758805112781684,0.9324119488721837
157859-20-6,0.7477756904381918,0.25222430956180747
3081-14-9,0.494486330143166,0.505513669856834
24916-51-6,0.7577317643524403,0.24226823564755812
68880-55-7,0.80469208345581,0.19530791654418989
78164-00-8,0.3568868180777962,0.6431131819222035
123-17-1,0.7799322301784687,0.2200677698215316
60828-78-6,0.8098454298395161,0.1901545701604844
16409-46-4,0.8399509334188301,0.16004906658117085
73747-29-2,0.3276115030607085,0.6723884969392921
80621-81-4,0.6721463702710895,0.3278536297289098
3286-46-2,0.5150728333648422,0.48492716663515795
61379-65-5,0.6637588596588592,0.33624114034114005
4345-03-3,0.6225234907186743,0.37747650928132526
43119-47-7,0.5770013512464117,0.4229986487535881
1406-66-2,0.5475593563561663,0.4524406436438336
303-45-7,0.586421744550128,0.4135782554498719
25497-49-8,0.8134422299602041,0.186557770039795
84-80-0,0.7896921093666451,0.21030789063335523
77855-81-3,0.48858414596044264,0.5114158540395572
24365-47-7,0.5994533814752048,0.40054661852479484
51356-22-0,0.2605805122825175,0.7394194877174799
51356-10-6,0.22566476297287139,0.7743352370271275
21673-83-6,0.3044305409282075,0.695569459071792
150-86-7,0.934934528859124,0.06506547114087695
26544-38-7,0.6275243617455658,0.3724756382544341
70384-29-1,0.6084445213708991,0.3915554786291011
71108-02-6,0.09603237414376042,0.9039676258562399
25265-77-4,0.8030719016232739,0.19692809837672656
505-32-8,0.812590144337576,0.18740985566242474
50-14-6,0.7250830130519405,0.2749169869480578
54573-75-0,0.36849194782521416,0.6315080521747849
330-64-3,0.024864056613928022,0.9751359433860731
60244-70-4,0.07527339828858597,0.9247266017114137
60244-66-8,0.10483224797243161,0.8951677520275687
7492-32-2,0.15774281115375458,0.8422571888462451
50-34-0,0.15721174537434762,0.8427882546256522
3700-96-7,0.2678928102742976,0.7321071897257007
3700-90-1,0.13162905888577728,0.8683709411142235
60244-69-1,0.25334146302035115,0.7466585369796485
143201-11-0,0.5848165390529322,0.41518346094706765
1610-18-0,0.4990558870605106,0.5009441129394895
99559-84-9,0.08087143887874433,0.9191285611212563
1445-75-6,0.39854588594662593,0.601454114053374
41669-30-1,0.959028695873951,0.04097130412605043
26401-35-4,0.9615537871435552,0.03844621285644569
28472-97-1,0.9619798138499958,0.038020186150005235
166412-78-8,0.9512885218198264,0.04871147818017396
27554-26-3,0.9499194455606694,0.050080554439331196
544-01-4,0.8262980235650336,0.17370197643496757
605-50-5,0.9292523202589019,0.07074767974109866
10086-50-7,0.8551882894199692,0.14481171058003214
63980-62-1,0.8205763318928063,0.17942366810719326
589-59-3,0.8544817235078018,0.14551827649219884
110-96-3,0.20778478240156986,0.7922152175984302
29214-81-1,0.11573456124932584,0.8842654387506738
127-39-9,0.3392855746273245,0.6607144253726756
84-69-5,0.8097685103497232,0.19023148965027573
53378-52-2,0.27238730281168827,0.7276126971883126
97-85-8,0.896483231437333,0.10351676856266863
68171-33-5,0.9374145159564229,0.0625854840435784
132299-20-8,0.7492993849695244,0.25070061503047375
100-18-5,0.8078455339012879,0.19215446609871348
38640-62-9,0.6919247430798694,0.30807525692013005
28178-42-9,0.5007882112285311,0.4992117887714689
94133-79-6,0.6933032426624207,0.3066967573375794
565-80-0,0.49237585505955506,0.5076241449404449
50847-11-5,0.3950952830079964,0.604904716992004
97-72-3,0.6536723793014775,0.34632762069852174
3437-84-1,0.7746985929293997,0.2253014070705996
108-18-9,0.18549781694981354,0.8145021830501858
2986-17-6,0.14306687362953252,0.856933126370468
139-40-2,0.2090188292159714,0.790981170784028
38588-65-7,0.12895933934132578,0.8710406606586742
96-80-0,0.3351149129160693,0.6648850870839293
66660-95-5,0.2832469941350818,0.7167530058649175
4261-68-1,0.17130520154353773,0.8286947984564615
2303-16-4,0.31304049414842916,0.68695950585157
601-77-4,0.06617095980760435,0.9338290401923961
108-20-3,0.7443311863584529,0.2556688136415467
7491-02-3,0.8891684209145061,0.1108315790854948
924-88-9,0.8150747442415825,0.18492525575841748
7283-70-7,0.7273294262373858,0.27267057376261356
10552-74-6,0.6438628529698637,0.35613714703013694
50512-35-1,0.6757647990962886,0.32423520090371083
59937-28-9,0.39316614171944897,0.6068338582805506
