CASRN,Toxic_RF_mordred-0,Toxic_RF_mordred-1
2185-86-6,0.26383650793650787,0.7361634920634916
34140-59-5,0.22112857142857142,0.7788714285714287
112-69-6,0.25238571428571427,0.7476142857142851
112-75-4,0.4201206349206351,0.5798793650793655
1920-05-4,0.384846031746032,0.6151539682539692
1120-24-7,0.07346984126984124,0.9265301587301586
7378-99-6,0.32107936507936524,0.678920634920635
7651-02-7,0.7678952380952376,0.23210476190476187
149968-48-9,0.7843857142857134,0.21561428571428556
927-62-8,0.0773873015873016,0.9226126984126983
20954-12-5,0.2612015873015874,0.7387984126984126
486-17-9,0.1767444444444443,0.8232555555555556
926-63-6,0.04228253968253967,0.9577174603174605
25606-41-1,0.42702222222222197,0.5729777777777781
54965-24-1,0.373893650793651,0.6261063492063491
82413-20-5,0.1842079365079365,0.8157920634920633
3568-24-9,0.09512539682539682,0.9048746031746037
598-56-1,0.06275396825396826,0.9372460317460318
64049-26-9,0.15111904761904763,0.8488809523809522
5135-83-1,0.06705396825396824,0.932946031746032
52207-87-1,0.20904444444444456,0.7909555555555557
19622-19-6,0.23977301587301583,0.7602269841269843
14433-76-2,0.5869444444444449,0.4130555555555551
1118-92-9,0.5442253968253968,0.45577460317460294
20684-06-4,0.33000793650793653,0.6699920634920636
64951-32-2,0.1363380952380952,0.8636619047619054
64973-73-5,0.1681587301587301,0.8318412698412694
93697-74-6,0.9195904761904761,0.08040952380952382
113702-03-7,0.15465714285714285,0.8453428571428568
653-03-2,0.18048730158730156,0.8195126984126984
2324-94-9,0.053439682539682544,0.9465603174603173
113702-01-5,0.05363809523809523,0.946361904761905
137-20-2,0.5978650793650795,0.4021349206349202
110-25-8,0.7719539682539684,0.22804603174603172
20686-45-7,0.1743396825396825,0.8256603174603175
5965-49-1,0.07556825396825399,0.9244317460317462
555-37-3,0.28997619047619055,0.7100238095238096
59263-76-2,0.056758730158730196,0.9432412698412697
7068-83-9,0.06695555555555559,0.9330444444444445
67557-56-6,0.11858730158730155,0.8814126984126983
70458-95-6,0.5353984126984127,0.46460158730158735
96480-44-3,0.14861587301587303,0.8513841269841271
40374-16-1,0.220831746031746,0.7791682539682538
93503-03-8,0.19597936507936498,0.8040206349206349
52053-74-4,0.37473174603174647,0.625268253968254
123253-05-4,0.48602539682539647,0.5139746031746038
10595-95-6,0.0951793650793651,0.904820634920634
50-12-4,0.17610158730158723,0.823898412698413
16055-33-7,0.3157349206349208,0.6842650793650794
88124-27-0,0.3374190476190477,0.6625809523809528
73-09-6,0.5137238095238094,0.4862761904761904
80085-38-7,0.09815555555555555,0.9018444444444448
80085-45-6,0.06516984126984127,0.9348301587301586
62893-20-3,0.9032809523809525,0.09671904761904762
80464-16-0,0.2954825396825396,0.7045174603174603
80463-73-6,0.07990317460317464,0.920096825396825
80464-10-4,0.09468571428571429,0.9053142857142858
38957-41-4,0.2756333333333334,0.7243666666666669
129630-19-9,0.44216507936507954,0.5578349206349206
615-53-2,0.10162063492063496,0.8983793650793649
80086-97-1,0.14851111111111107,0.8514888888888889
83519-04-4,0.460103174603175,0.5398968253968249
63982-03-6,0.25704285714285674,0.7429571428571418
1119-97-7,0.27412380952380944,0.7258761904761906
58066-85-6,0.3536555555555555,0.6463444444444447
3001-63-6,0.3109000000000003,0.6891000000000002
41892-01-7,0.46988412698412646,0.5301158730158735
102-30-7,0.24495079365079372,0.7550492063492066
683-10-3,0.5354015873015874,0.4645984126984128
100-95-8,0.2876396825396825,0.7123603174603174
14007-49-9,0.2668999999999998,0.7330999999999993
1643-20-5,0.41776031746031744,0.5822396825396825
146764-26-3,0.47914920634920616,0.5208507936507941
149-64-4,0.4566190476190475,0.5433809523809526
30286-75-0,0.19510158730158728,0.8048984126984128
84-36-6,0.4502968253968255,0.5497031746031746
316-42-7,0.23839206349206365,0.7616079365079366
69788-35-8,0.30515555555555546,0.6948444444444439
69788-34-7,0.21552222222222223,0.784477777777778
16006-74-9,0.5513492063492063,0.4486507936507934
69788-42-7,0.27964920634920665,0.7203507936507941
16415-12-6,0.861379365079365,0.13862063492063487
31024-56-3,0.3694650793650792,0.6305349206349202
1067-25-0,0.7673746031746032,0.23262539682539674
23239-21-6,0.20519999999999994,0.7947999999999998
69788-33-6,0.22433968253968248,0.7756603174603174
24536-75-2,0.19850952380952389,0.8014904761904763
117666-86-1,0.32405873015873027,0.6759412698412697
64037-00-9,0.06184603174603177,0.9381539682539678
7779-41-1,0.9553777777777778,0.04462222222222224
13257-44-8,0.8042460317460322,0.19575396825396824
91-87-2,0.7321682539682537,0.267831746031746
18318-83-7,0.7904206349206349,0.20957936507936503
14817-09-5,0.5909984126984129,0.4090015873015874
25371-54-4,0.8661396825396823,0.1338603174603174
126-22-7,0.19936190476190485,0.8006380952380955
73321-74-1,0.08643492063492066,0.913565079365079
69788-36-9,0.3128396825396825,0.6871603174603176
117666-84-9,0.2180095238095237,0.7819904761904759
64951-26-4,0.20457142857142843,0.7954285714285712
75274-23-6,0.30280317460317446,0.6971968253968251
141776-32-1,0.8846126984126982,0.11538730158730157
51356-12-8,0.022663492063492066,0.9773365079365081
2088-72-4,0.07765873015873016,0.9223412698412702
5840-95-9,0.025758730158730158,0.97424126984127
2597-03-7,0.057961904761904784,0.942038095238095
919-86-8,0.007685714285714285,0.9923142857142858
867-27-6,0.015614285714285714,0.9843857142857141
640-15-3,0.004934920634920635,0.9950650793650794
6389-81-7,0.021152380952380943,0.978847619047619
301-12-2,0.026033333333333325,0.9739666666666661
2703-37-9,0.012401587301587302,0.987598412698413
25476-48-6,0.060971428571428586,0.9390285714285714
90220-20-5,0.02816666666666667,0.9718333333333337
90220-19-2,0.010576190476190475,0.9894238095238096
54473-52-8,0.35127936507936497,0.6487206349206347
54473-51-7,0.17533174603174584,0.8246682539682539
54473-33-5,0.170363492063492,0.8296365079365077
30560-26-0,0.01962380952380952,0.9803761904761906
30560-27-1,0.037866666666666667,0.9621333333333335
73937-08-3,0.1302777777777778,0.8697222222222225
52868-53-8,0.15229047619047606,0.8477095238095239
84044-17-7,0.024355555555555557,0.9756444444444444
33267-37-7,0.16601428571428567,0.833985714285714
111-10-4,0.9360873015873016,0.06391269841269841
168152-95-2,0.16885079365079364,0.8311492063492062
64058-23-7,0.06327142857142858,0.9367285714285712
112-61-8,0.97715873015873,0.02284126984126984
111-82-0,0.9630809523809526,0.03691904761904763
106-73-0,0.9659380952380953,0.03406190476190478
24851-98-7,0.8789253968253958,0.1210746031746031
24863-70-5,0.7954873015873016,0.2045126984126985
111-80-8,0.7596952380952383,0.2403047619047619
623-42-7,0.9101492063492065,0.08985079365079367
104-45-0,0.6050380952380946,0.39496190476190485
2785-87-7,0.5633063492063493,0.4366936507936508
54965-21-8,0.32760793650793657,0.6723920634920636
61738-04-3,0.129584126984127,0.8704158730158733
75274-28-1,0.3024968253968253,0.6975031746031751
75274-29-2,0.26501111111111103,0.7349888888888889
75274-27-0,0.24502857142857135,0.7549714285714282
19133-14-3,0.022053968253968256,0.9779460317460317
1476-98-8,0.10663650793650788,0.8933634920634922
5934-55-4,0.07242698412698416,0.9275730158730159
20723-84-6,0.6829746031746031,0.31702539682539693
33210-62-7,0.09887460317460314,0.9011253968253968
554-12-1,0.712393650793651,0.2876063492063493
104-27-8,0.8841285714285708,0.11587142857142858
1087-06-5,0.503626984126984,0.49637301587301597
84964-12-5,0.29798253968253957,0.7020174603174607
85405-59-0,0.17662698412698413,0.8233730158730163
21608-06-0,0.47626507936507945,0.5237349206349207
68677-06-5,0.5037825396825396,0.4962174603174603
117666-83-8,0.3507460317460318,0.6492539682539687
94-30-4,0.6838825396825393,0.31611746031746024
536759-91-8,0.5288412698412699,0.4711587301587305
54249-44-4,0.6662714285714283,0.33372857142857115
68274-48-6,0.6120507936507938,0.38794920634920643
75274-14-5,0.18916666666666657,0.8108333333333331
90982-32-4,0.9391888888888889,0.06081111111111113
75274-16-7,0.5406142857142854,0.4593857142857145
147150-35-4,0.7789666666666664,0.22103333333333328
623-53-0,0.5207523809523811,0.47924761904761914
54473-56-2,0.06118412698412701,0.9388158730158727
71675-87-1,0.7092142857142854,0.2907857142857142
57966-95-7,0.43442539682539655,0.5655746031746031
145071-30-3,0.3339047619047619,0.6660952380952382
2591-57-3,0.017544444444444442,0.9824555555555556
2633-54-7,0.030519047619047616,0.969480952380952
13104-29-5,0.034169841269841274,0.9658301587301586
13289-13-9,0.02274444444444444,0.9772555555555558
15536-01-3,0.16404603174603172,0.8359539682539685
33232-87-0,0.04994761904761905,0.9500523809523812
2720-19-6,0.054692063492063514,0.9453079365079368
7076-53-1,0.06319841269841271,0.936801587301587
286938-65-6,0.7583412698412699,0.24165873015873027
63578-18-7,0.7151777777777782,0.28482222222222237
13508-53-7,0.44468095238095245,0.5553190476190478
1825-58-7,0.49511269841269834,0.5048873015873017
3239-63-2,0.029082539682539675,0.9709174603174603
63869-33-0,0.03873492063492065,0.9612650793650793
63815-53-2,0.17152380952380947,0.8284761904761903
58995-43-0,0.10449523809523814,0.8955047619047618
66104-23-2,0.2082222222222221,0.7917777777777786
168152-79-2,0.13188095238095243,0.8681190476190476
624-89-5,0.47350634920634904,0.526493650793651
10265-93-7,0.05673015873015876,0.9432698412698415
68855-24-3,0.8328000000000007,0.1671999999999999
661-19-8,0.8229984126984121,0.17700158730158708
55726-47-1,0.6867,0.3133000000000001
112-85-6,0.9742904761904756,0.02570952380952381
629-96-9,0.8613650793650796,0.13863492063492067
68037-92-3,0.5739190476190476,0.4260809523809521
38916-42-6,0.6236666666666667,0.3763333333333332
112-92-5,0.8977666666666668,0.10223333333333341
9005-00-9,0.9215126984126975,0.07848730158730173
930-02-9,0.6675238095238093,0.33247619047619065
68987-29-1,0.8546015873015872,0.14539841269841258
638-65-3,0.8139142857142851,0.18608571428571405
3397-16-8,0.9283999999999997,0.07160000000000004
95-19-2,0.4286492063492066,0.5713507936507934
9004-99-3,0.980257142857143,0.019742857142857142
106-11-6,0.9235333333333333,0.07646666666666668
1338-41-6,0.947153968253968,0.05284603174603177
112-76-5,0.8791396825396824,0.1208603174603175
99300-62-6,0.2523396825396826,0.7476603174603174
68955-20-4,0.7372587301587302,0.26274126984126983
54460-46-7,0.9654317460317461,0.03456825396825397
19035-79-1,0.8131365079365084,0.1868634920634919
5894-60-0,0.6361809523809523,0.36381904761904776
112-82-3,0.8777571428571428,0.12224285714285706
88599-34-2,0.8128492063492064,0.18715079365079362
88599-70-6,0.8291444444444441,0.17085555555555537
2441-41-0,0.9050793650793648,0.0949206349206349
38079-66-2,0.9594857142857139,0.04051428571428572
57-10-3,0.9925079365079367,0.007492063492063493
137-66-6,0.7206825396825396,0.2793174603174604
130365-35-4,0.17961428571428562,0.8203857142857137
68955-19-1,0.12714126984126986,0.8728587301587296
112-72-1,0.9764015873015872,0.023598412698412688
40036-79-1,0.537571428571428,0.462428571428572
66232-28-8,0.4983523809523809,0.5016476190476191
56677-60-2,0.8313793650793646,0.16862063492063498
6873-46-7,0.5961857142857142,0.4038142857142854
124-25-4,0.9809666666666667,0.019033333333333326
20261-38-5,0.7404714285714283,0.2595285714285713
72716-26-8,0.917680952380952,0.08231904761904767
63233-56-7,0.3380396825396825,0.6619603174603175
544-63-8,0.9929444444444445,0.007055555555555556
112-70-9,0.992079365079365,0.007920634920634922
930-09-6,0.8948063492063485,0.10519365079365081
10520-81-7,0.6626142857142858,0.33738571428571434
124-22-1,0.27139682539682536,0.7286031746031748
2439-10-3,0.24617619047619052,0.7538238095238093
2422-90-4,0.3217968253968255,0.6782031746031743
2372-82-9,0.2035841269841269,0.796415873015873
14960-06-6,0.8550936507936506,0.14490634920634915
59227-89-3,0.875636507936508,0.12436349206349206
93-23-2,0.2801587301587301,0.7198412698412696
112-53-8,0.9909190476190476,0.00908095238095238
39464-66-9,0.7866857142857147,0.21331428571428585
13150-00-0,0.4892079365079359,0.510792063492064
1847-58-1,0.48305238095238123,0.5169476190476187
2915-72-2,0.8862873015873014,0.11371269841269849
151-41-7,0.3856111111111114,0.6143888888888889
143-15-7,0.9042015873015878,0.09579841269841266
67774-74-7,0.9050984126984134,0.09490158730158724
120-40-1,0.859301587301587,0.14069841269841263
301-11-1,0.5699476190476189,0.4300523809523814
2146-71-6,0.8896698412698413,0.11033015873015867
112-44-7,0.9909984126984128,0.0090015873015873
23551-91-9,0.3648603174603174,0.6351396825396824
113885-32-8,0.7758999999999994,0.2240999999999999
68515-73-1,0.8555571428571431,0.1444428571428571
2156-96-9,0.8766587301587294,0.12334126984126968
142-87-0,0.48985396825396804,0.5101460317460317
334-56-5,0.7132698412698413,0.28673015873015856
112-29-8,0.8799888888888886,0.12001111111111107
19780-11-1,0.8098698412698411,0.19013015873015873
112-31-2,0.9779460317460319,0.022053968253968256
104-40-5,0.9428777777777775,0.05712222222222224
11096-42-7,0.7095158730158729,0.290484126984127
9014-90-8,0.468838095238095,0.5311619047619051
56323-90-1,0.7718952380952377,0.2281047619047619
63233-55-6,0.1821666666666665,0.8178333333333331
334-48-5,0.9739079365079366,0.02609206349206349
5002-47-1,0.2989873015873017,0.7010126984126982
86960-46-5,0.6534095238095237,0.34659047619047617
74050-97-8,0.4346714285714288,0.5653285714285712
99313-47-0,0.172515873015873,0.8274841269841271
143-08-8,0.9533142857142857,0.04668571428571431
112-84-5,0.7887079365079364,0.21129206349206356
7173-62-8,0.4320539682539683,0.5679460317460315
9004-98-2,0.617680952380952,0.3823190476190473
112-91-4,0.8017984126984118,0.19820158730158718
60840-87-1,0.36525079365079344,0.6347492063492061
95-38-5,0.7269904761904759,0.27300952380952365
124-19-6,0.9834476190476192,0.01655238095238095
6071-32-5,0.9536301587301583,0.0463698412698413
18787-40-1,0.30422857142857124,0.6957714285714283
52709-84-9,0.6771936507936509,0.3228063492063493
949-13-3,0.7373079365079362,0.26269206349206353
20190-95-8,0.7976317460317456,0.202368253968254
112-05-0,0.9669571428571428,0.03304285714285714
111-86-4,0.0329,0.9671000000000005
2687-94-7,0.6649777777777777,0.3350222222222221
26530-20-1,0.3926936507936511,0.6073063492063496
111-87-5,0.8763682539682536,0.12363174603174597
17751-69-8,0.08007936507936513,0.9199206349206347
21270-15-5,0.12001111111111108,0.8799888888888886
21270-11-1,0.0781904761904762,0.9218095238095239
1843-05-6,0.7577920634920636,0.2422079365079366
1034-01-1,0.6332555555555557,0.36674444444444454
15741-90-9,0.4037936507936511,0.5962063492063491
117617-70-6,0.29045238095238096,0.7095476190476186
142-31-4,0.4046507936507938,0.5953492063492061
4724-48-5,0.7457904761904756,0.2542095238095238
55512-33-9,0.44966349206349226,0.5503365079365077
111-85-3,0.898128571428571,0.10187142857142852
124-13-0,0.86396507936508,0.13603492063492065
137-03-1,0.9791682539682537,0.020831746031746028
6071-27-8,0.9442111111111113,0.05578888888888893
2435-16-7,0.9154666666666669,0.08453333333333336
713-95-1,0.9733904761904761,0.02660952380952381
104-67-6,0.9659682539682539,0.03403174603174603
1987-50-4,0.6216523809523812,0.3783476190476187
18979-65-2,0.40196507936507925,0.5980349206349207
63233-54-5,0.17800952380952356,0.8219904761904765
7377-03-9,0.8368650793650794,0.16313492063492063
68155-07-7,0.8564619047619045,0.14353809523809524
4230-97-1,0.8426952380952379,0.15730476190476186
111-70-6,0.72227619047619,0.27772380952380943
52364-72-4,0.8126571428571425,0.18734285714285714
2499-58-3,0.6912396825396823,0.3087603174603174
2463-53-8,0.8070920634920632,0.19290793650793633
26680-54-6,0.4009888888888889,0.5990111111111104
111-71-7,0.8363079365079364,0.16369206349206342
13074-65-2,0.9626698412698409,0.037330158730158734
1117-86-8,0.8371428571428571,0.16285714285714278
119-89-1,0.6813888888888886,0.3186111111111112
101-86-0,0.8061238095238106,0.19387619047619056
136-77-6,0.33419841269841266,0.6658015873015869
30406-18-9,0.8911269841269835,0.10887301587301583
111-14-8,0.8360761904761908,0.16392380952380953
7237-81-2,0.6027015873015873,0.3972984126984128
111-26-2,0.023452380952380957,0.9765476190476192
61422-45-5,0.4670507936507934,0.5329492063492066
111-27-3,0.4160079365079365,0.5839920634920636
112-25-4,0.781660317460318,0.21833968253968272
112-59-4,0.8954857142857147,0.10451428571428571
10305-38-1,0.8440460317460319,0.15595396825396812
3478-44-2,0.5506174603174598,0.44938253968254027
629-33-4,0.9097126984126983,0.09028730158730161
21270-33-7,0.030184126984126976,0.969815873015873
21270-14-4,0.050304761904761915,0.9496952380952383
5431-31-2,0.7402126984126988,0.2597873015873017
41424-11-7,0.8470714285714286,0.1529285714285713
107187-05-3,0.5087206349206348,0.4912793650793652
147315-50-2,0.5925031746031743,0.4074968253968258
53370-90-4,0.5681428571428572,0.43185714285714283
6789-88-4,0.8060857142857139,0.1939142857142855
17867-69-5,0.6170444444444445,0.38295555555555566
111-31-9,0.7351238095238098,0.2648761904761903
544-10-5,0.8485317460317462,0.151468253968254
111-25-1,0.7292619047619043,0.27073809523809506
42482-06-4,0.37958888888888875,0.6204111111111107
66-25-1,0.8082238095238098,0.19177619047619043
23433-05-8,0.8386746031746026,0.16132539682539673
104-61-0,0.9037555555555558,0.09624444444444445
3391-86-4,0.642852380952381,0.35714761904761905
745-65-3,0.44570634920634894,0.5542936507936511
363-24-6,0.34806349206349213,0.6519365079365081
80614-27-3,0.2720460317460318,0.7279539682539685
1766-91-2,0.6812206349206348,0.3187793650793653
101-85-9,0.6264857142857145,0.3735142857142858
136-81-2,0.39371428571428563,0.6062857142857148
38237-76-2,0.4066380952380953,0.5933619047619048
4312-93-0,0.7797095238095232,0.22029047619047598
123-68-2,0.7042746031746032,0.29572539682539667
76990-85-7,0.5891761904761899,0.41082380952380965
20308-43-4,0.37688095238095254,0.6231190476190479
10589-74-9,0.2747349206349207,0.725265079365079
71-41-0,0.5415761904761917,0.4584238095238088
638-49-3,0.9099841269841272,0.09001587301587309
17810-53-6,0.07875079365079365,0.9212492063492067
21270-10-0,0.10805555555555554,0.8919444444444443
52364-71-3,0.8230412698412694,0.17695873015873007
104485-01-0,0.42168412698412694,0.5783158730158735
101893-08-7,0.1645904761904762,0.8354095238095235
2720-73-2,0.19886190476190477,0.8011380952380956
20056-92-2,0.9429412698412702,0.05705873015873013
557-48-2,0.5593936507936508,0.4406063492063491
18829-55-5,0.7358396825396821,0.26416031746031726
110-62-3,0.7836460317460314,0.21635396825396822
110-59-8,0.2517095238095239,0.7482904761904764
23433-04-7,0.858912698412698,0.14108730158730148
104-50-7,0.9461492063492067,0.05385079365079364
841-73-6,0.5621825396825397,0.4378174603174604
2210-63-1,0.3483428571428574,0.651657142857143
50-33-9,0.183363492063492,0.8166365079365079
129-20-4,0.26687936507936516,0.7331206349206348
6066-49-5,0.6858523809523809,0.3141476190476191
335153-21-4,0.5832507936507935,0.4167492063492066
64357-33-1,0.5186968253968258,0.48130317460317434
536-69-6,0.503206349206349,0.496793650793651
3180-09-4,0.21558412698412685,0.784415873015873
16006-72-7,0.29550793650793644,0.7044920634920633
87792-15-2,0.5536650793650792,0.4463349206349206
87792-14-1,0.521625396825397,0.47837460317460295
87792-13-0,0.6050079365079367,0.3949920634920632
168152-75-8,0.02126984126984127,0.978730158730159
141645-16-1,0.3607888888888889,0.6392111111111107
138401-24-8,0.36323492063492085,0.6367650793650791
109-52-4,0.9060650793650792,0.09393492063492065
61019-78-1,0.20572857142857143,0.7942714285714289
88671-89-0,0.2661984126984128,0.7338015873015873
58902-64-0,0.24085396825396818,0.7591460317460316
27470-51-5,0.6014365079365078,0.3985634920634922
79983-71-4,0.28785555555555564,0.7121444444444445
38615-43-9,0.04197142857142857,0.9580285714285717
111-75-1,0.22205396825396823,0.7779460317460312
1126-78-9,0.2220206349206349,0.777979365079365
28395-03-1,0.7628920634920634,0.23710793650793657
2782-40-3,0.33849047619047623,0.6615095238095237
592-31-4,0.5346539682539686,0.4653460317460313
6336-01-2,0.21574761904761916,0.7842523809523808
55406-53-6,0.24282222222222238,0.757177777777778
13887-58-6,0.1432587301587301,0.85674126984127
3622-84-2,0.3454587301587301,0.6545412698412696
111-36-4,0.3496746031746031,0.6503253968253971
1005-67-0,0.4571936507936512,0.542806349206349
3470-98-2,0.48503968253968205,0.5149603174603177
3817-11-6,0.4261031746031746,0.5738968253968255
16227-10-4,0.1836301587301587,0.8163698412698421
63716-31-4,0.16436984126984117,0.8356301587301582
54395-37-8,0.46378571428571447,0.5362142857142854
71-36-3,0.7330682539682536,0.26693174603174585
1928-45-6,0.16942698412698404,0.8305730158730159
6959-71-3,0.6543174603174597,0.34568253968253937
7420-06-6,0.8728333333333329,0.12716666666666662
111-76-2,0.8175031746031753,0.1824968253968252
112-34-5,0.8712650793650798,0.12873492063492056
143-22-6,0.9456222222222224,0.0543777777777778
112-56-1,0.4119492063492064,0.5880507936507935
4223-11-4,0.7523396825396823,0.2476603174603177
3102-00-9,0.6478063492063489,0.3521936507936508
2426-08-6,0.7653523809523819,0.2346476190476191
1852-16-0,0.40306666666666685,0.5969333333333334
111-34-2,0.5787,0.42129999999999995
17751-76-7,0.14551904761904763,0.8544809523809522
21269-98-7,0.1364476190476191,0.8635523809523813
33236-00-9,0.051501587301587305,0.9484984126984123
70193-21-4,0.3434349206349206,0.6565650793650794
5459-58-5,0.5254777777777778,0.4745222222222223
122-43-0,0.8638634920634922,0.1361365079365079
66232-25-5,0.2499444444444444,0.7500555555555554
7397-62-8,0.8648460317460317,0.1351539682539682
94-80-4,0.08900952380952389,0.9109904761904759
2438-72-4,0.43074761904761877,0.5692523809523812
141-32-2,0.5879952380952386,0.41200476190476154
90842-58-3,0.4116523809523807,0.5883476190476195
136-60-7,0.95421746031746,0.045782539682539695
20954-16-9,0.5093666666666664,0.4906333333333336
20954-14-7,0.10794285714285712,0.8920571428571422
28570-58-3,0.43774444444444455,0.562255555555556
7756-96-9,0.5981301587301584,0.4018698412698413
67330-25-0,0.4556126984126986,0.5443873015873013
88599-43-3,0.694184126984127,0.305815873015873
82989-25-1,0.46418412698412687,0.5358158730158732
2314-09-2,0.4239825396825397,0.57601746031746
75147-20-5,0.34357777777777776,0.6564222222222222
64047-35-4,0.38953015873015884,0.6104698412698416
544-16-1,0.18348412698412694,0.8165158730158736
6607-49-4,0.6491047619047614,0.3508952380952383
2314-17-2,0.39897460317460326,0.601025396825397
4560-93-4,0.1927730158730158,0.8072269841269843
64910-63-0,0.40592063492063485,0.5940793650793651
109-69-3,0.7400301587301588,0.25996984126984096
109-67-1,0.59304126984127,0.4069587301587303
928-95-0,0.7772396825396826,0.22276031746031738
123-72-8,0.5824587301587304,0.41754126984126977
109-74-0,0.15463492063492057,0.8453650793650795
116020-44-1,0.8386476190476189,0.16135238095238078
66246-88-6,0.16394444444444445,0.8360555555555557
1211-28-5,0.22467301587301583,0.7753269841269841
21531-91-9,0.9241968253968249,0.07580317460317465
698-76-0,0.9384714285714284,0.06152857142857144
105-21-5,0.9162222222222223,0.0837777777777778
60207-90-1,0.18859206349206348,0.8114079365079362
1003-14-1,0.3268142857142855,0.6731857142857138
105-31-7,0.4522412698412697,0.5477587301587302
39067-39-5,0.670642857142857,0.32935714285714285
6082-56-0,0.18951111111111102,0.8104888888888883
103-65-1,0.8308412698412698,0.16915873015873006
28785-06-0,0.6683714285714286,0.33162857142857166
645-56-7,0.34210000000000007,0.6578999999999999
94-58-6,0.6141412698412698,0.38585873015873046
644-35-9,0.17700476190476175,0.8229952380952377
7231-31-4,0.10373174603174601,0.8962682539682538
51-52-5,0.28382222222222225,0.7161777777777775
14222-60-7,0.12165873015873012,0.8783412698412706
75464-11-8,0.5369666666666664,0.46303333333333346
151327-12-7,0.0983365079365079,0.901663492063492
151327-04-7,0.13356031746031735,0.866439682539683
151327-11-6,0.14762222222222215,0.8523777777777772
151327-07-0,0.18982539682539676,0.8101746031746032
168152-96-3,0.26845079365079383,0.7315492063492064
168152-92-9,0.05873333333333333,0.941266666666667
168152-72-5,0.17780793650793653,0.8221920634920642
168152-66-7,0.0032619047619047623,0.9967380952380953
168152-81-6,0.06599841269841271,0.9340015873015874
168152-80-5,0.13238253968253957,0.8676174603174597
168152-67-8,0.10819365079365074,0.8918063492063487
168152-84-9,0.1127952380952381,0.8872047619047619
168152-76-9,0.10924126984126982,0.8907587301587302
168152-71-4,0.16339841269841265,0.8366015873015876
1688-71-7,0.21022539682539695,0.7897746031746032
97392-14-8,0.21819047619047607,0.7818095238095235
70735-85-2,0.36234126984127013,0.6376587301587302
63233-46-5,0.21908412698412702,0.7809158730158733
2051-78-7,0.4483666666666673,0.5516333333333329
103-37-7,0.846725396825397,0.1532746031746031
123-20-6,0.600790476190476,0.399209523809524
36597-90-7,0.43373333333333336,0.5662666666666671
107-10-8,0.07141904761904766,0.9285809523809524
125055-68-7,0.11991587301587298,0.8800841269841274
94-20-2,0.41905079365079384,0.5809492063492063
13887-60-0,0.10278412698412702,0.8972158730158734
73941-13-6,0.14534444444444444,0.8546555555555556
27050-40-4,0.13938412698412697,0.860615873015873
33245-39-5,0.43907936507936507,0.560920634920635
26399-36-0,0.5159555555555557,0.4840444444444443
64057-89-2,0.14814920634920622,0.8518507936507943
4634-51-9,0.1776206349206348,0.8223793650793646
41078-02-8,0.30441111111111124,0.6955888888888888
816-57-9,0.16206984126984128,0.8379301587301592
2807-30-9,0.6791825396825397,0.3208174603174604
110-74-7,0.5538603174603175,0.4461396825396827
33235-97-1,0.03451428571428571,0.9654857142857144
33236-21-4,0.031206349206349196,0.9687936507936509
52709-86-1,0.6169158730158727,0.3830841269841269
142770-42-1,0.39654761904761887,0.6034523809523804
34614-30-7,0.06571904761904762,0.9342809523809525
627-12-3,0.44232222222222245,0.5576777777777774
83395-30-6,0.8363666666666665,0.16363333333333308
1713-98-0,0.021611111111111116,0.9783888888888886
18705-22-1,0.10760952380952381,0.8923904761904756
64050-66-4,0.027453968253968255,0.9725460317460319
107-03-9,0.5430825396825399,0.45691746031746006
49828-25-3,0.44636984126984114,0.5536301587301589
13889-92-4,0.16495555555555558,0.8350444444444444
38827-35-9,0.3808571428571429,0.619142857142857
918504-27-5,0.6670507936507938,0.33294920634920644
1262985-23-8,0.7149063492063489,0.2850936507936509
1103234-56-5,0.6345476190476195,0.365452380952381
540-54-5,0.43122222222222223,0.5687777777777774
68526-56-7,0.7749047619047618,0.22509523809523824
928-96-1,0.8050507936507937,0.19494920634920626
33467-73-1,0.7712412698412702,0.2287587301587302
42436-07-7,0.8934317460317458,0.10656825396825392
65405-77-8,0.7621698412698416,0.2378301587301587
24880-45-3,0.814425396825397,0.18557460317460311
2091-24-9,0.7859238095238097,0.21407619047619042
5910-85-0,0.36659365079365064,0.6334063492063493
17369-59-4,0.4697539682539682,0.5302460317460318
107-12-0,0.22026349206349174,0.7797365079365074
118-68-3,0.092784126984127,0.9072158730158734
96-20-8,0.46240317460317404,0.537596825396826
3174-67-2,0.8819206349206344,0.11807936507936505
584-03-2,0.8521746031746033,0.14782539682539678
695-06-7,0.8117873015873018,0.1882126984126985
56983-13-2,0.4481396825396828,0.5518603174603173
4437-85-8,0.5772285714285715,0.4227714285714288
98519-44-9,0.09521904761904759,0.9047809523809522
98518-99-1,0.023603174603174595,0.9763968253968255
98532-66-2,0.028034920634920635,0.9719650793650793
106-88-7,0.25315873015873,0.7468412698412695
65-14-5,0.5031714285714286,0.49682857142857134
117-26-0,0.2922111111111113,0.7077888888888888
435-97-2,0.37206190476190476,0.627938095238095
90-49-3,0.3349111111111114,0.6650888888888887
14845-06-8,0.1386984126984127,0.8613015873015876
512-16-3,0.5214634920634925,0.4785365079365075
12663-46-6,0.7943333333333337,0.20566666666666664
80834-51-1,0.21764285714285708,0.7823571428571425
113614-08-7,0.39928412698412685,0.600715873015873
1824-58-4,0.766896825396826,0.23310317460317453
66571-24-2,0.264490476190476,0.7355095238095235
34314-31-3,0.27093015873015863,0.7290698412698409
