CASRN,LD50_xgboost_ecfp6bits
33213-82-0,0.003114479
33210-47-8,0.07963267
55634-91-8,0.28188854
994-05-8,1.1763451
26225-79-6,-0.04446723
2370-13-0,1.1848942
33236-02-1,0.16388746
33236-09-8,-0.031600934
33210-42-3,0.15261805
33236-10-1,0.089333214
33236-06-5,-0.07673843
7287-36-7,0.7796685
532-34-3,0.7271464
92448-79-8,0.27653062
16587-71-6,1.0617967
59897-92-6,0.47788382
80-46-6,0.9123875
68505-69-1,0.26678747
1113-10-6,0.25549704
60559-98-0,0.2780586
63956-90-1,0.7372512
52963-60-7,0.24749978
52963-61-8,0.3459285
21725-46-2,0.27077588
1192-22-9,1.1447146
1245-44-9,0.84842294
36576-44-0,0.69813025
57-85-2,0.73390114
121652-76-4,-1.0440925
13764-49-3,0.06329997
59122-46-2,0.36104587
57-53-4,1.1783798
24089-00-7,0.925303
71548-68-0,0.8262861
10415-87-9,0.9981009
918-85-4,0.95652485
4475-95-0,0.5535361
33765-68-3,0.41094542
15336-82-0,0.46061096
1565-75-9,0.97651523
77-83-8,0.7943449
21715-46-8,0.49997467
30043-49-3,0.5683234
110-68-9,0.96736556
106358-91-2,-1.3853045
54266-79-4,-1.2046844
54266-78-3,-1.1058315
150824-47-8,0.35188466
29973-13-5,-0.23456848
53380-22-6,0.15576778
53380-23-7,-0.14390111
64057-54-1,0.45636156
2185-86-6,-0.19497748
112-75-4,0.363346
1920-05-4,0.338008
7378-99-6,0.52815765
927-62-8,0.7481256
486-17-9,0.15572943
926-63-6,0.7850385
25606-41-1,0.67155373
54965-24-1,0.60910547
3568-24-9,0.31270874
598-56-1,0.71482265
64049-26-9,0.36726454
5135-83-1,0.46260384
19622-19-6,0.435529
1118-92-9,1.0217267
20684-06-4,0.81716204
64951-32-2,0.3271818
653-03-2,0.38902402
2324-94-9,-0.28015584
137-20-2,0.8989401
20686-45-7,0.3646262
5965-49-1,-0.006296627
555-37-3,0.71638817
59263-76-2,-0.10534281
7068-83-9,0.22731148
67557-56-6,0.44879884
70458-95-6,0.45228472
96480-44-3,0.6269914
93503-03-8,-0.13986093
10595-95-6,0.3442473
50-12-4,0.6054463
16055-33-7,-0.029943591
88124-27-0,0.56953853
73-09-6,0.4382426
38957-41-4,0.83965445
615-53-2,0.1990356
83519-04-4,-0.52883226
63982-03-6,0.42923516
1119-97-7,0.38534817
58066-85-6,1.0185133
3001-63-6,0.49967197
41892-01-7,0.6993156
102-30-7,0.2790026
683-10-3,0.76372254
100-95-8,0.38558456
14007-49-9,0.3051518
1643-20-5,0.3438298
146764-26-3,1.1552045
149-64-4,0.80314183
30286-75-0,0.58517003
316-42-7,0.22996333
69788-35-8,0.6552908
69788-34-7,0.35312352
16006-74-9,0.7352946
69788-42-7,0.6346931
31024-56-3,0.8204506
1067-25-0,1.1247884
23239-21-6,-0.9450509
69788-33-6,0.20783469
24536-75-2,0.41483992
117666-86-1,0.57363594
64037-00-9,-0.63512194
18318-83-7,1.036889
14817-09-5,0.91625434
25371-54-4,0.24427883
126-22-7,0.41617432
73321-74-1,0.47834453
117666-84-9,0.552546
51356-12-8,-1.4207
2088-72-4,-0.36071694
5840-95-9,-0.20494276
2597-03-7,-0.31460434
919-86-8,-1.1250323
867-27-6,-0.49518928
640-15-3,-0.8392083
6389-81-7,-0.6413528
301-12-2,-1.044691
2703-37-9,-0.95591795
25476-48-6,0.23532526
90220-20-5,-0.26309553
90220-19-2,-0.6951533
54473-51-7,-0.41362458
54473-33-5,-0.38770205
30560-26-0,-0.41795602
73937-08-3,-0.089201935
52868-53-8,-0.20819129
84044-17-7,-0.8150579
33267-37-7,-0.856304
111-10-4,1.3316865
64058-23-7,0.044095613
111-80-8,1.022787
104-45-0,0.8769197
2785-87-7,0.8830293
54965-21-8,0.038374163
61738-04-3,0.79557544
19133-14-3,-0.8616097
1476-98-8,0.4039279
5934-55-4,-0.17803809
33210-62-7,0.0805173
554-12-1,1.1756197
1087-06-5,0.96016
84964-12-5,-0.51003194
85405-59-0,0.10692734
21608-06-0,0.64059407
68677-06-5,0.6542375
117666-83-8,0.76431924
94-30-4,1.0601456
90982-32-4,0.44349405
54473-56-2,-0.70260185
71675-87-1,0.66212857
57966-95-7,0.4175481
145071-30-3,0.28089303
2591-57-3,-1.3456936
2633-54-7,-0.65620625
13104-29-5,-0.8917401
13289-13-9,-0.520055
15536-01-3,-1.2219439
33232-87-0,-0.7014774
2720-19-6,-0.75083
7076-53-1,-1.0848092
13508-53-7,0.5975285
1825-58-7,0.6619833
3239-63-2,-0.74001896
63869-33-0,-0.3428185
63815-53-2,-0.59191144
58995-43-0,-1.0537058
66104-23-2,-0.13111046
10265-93-7,-0.94545037
661-19-8,1.4760293
38916-42-6,0.8272431
112-92-5,1.456119
9005-00-9,1.1088554
3397-16-8,0.9601593
95-19-2,0.4355362
1338-41-6,1.1469787
112-76-5,1.0572864
54460-46-7,1.1993123
38079-66-2,1.0238459
112-72-1,1.3806647
40036-79-1,0.9078461
66232-28-8,-0.65467936
6873-46-7,-0.0057721194
112-70-9,1.3806647
930-09-6,1.0560151
10520-81-7,0.7794237
124-22-1,0.70353776
2439-10-3,0.98487085
2422-90-4,-0.1866371
2372-82-9,0.6929442
14960-06-6,0.89352566
93-23-2,0.57658726
112-53-8,1.3806647
39464-66-9,0.8982017
13150-00-0,0.9945238
1847-58-1,1.116227
2915-72-2,1.2230521
151-41-7,1.136393
120-40-1,1.3593409
301-11-1,0.33787197
23551-91-9,1.2417489
2156-96-9,1.1075459
142-87-0,1.136393
334-56-5,-0.037052087
19780-11-1,0.80744106
112-31-2,1.3953636
104-40-5,0.895533
11096-42-7,1.0879978
9014-90-8,0.9082122
56323-90-1,0.69037926
334-48-5,1.3284785
5002-47-1,0.20730303
74050-97-8,-0.3349178
143-08-8,1.456119
7173-62-8,0.5811926
9004-98-2,1.082172
60840-87-1,1.1886188
95-38-5,0.6452233
18787-40-1,0.19476287
52709-84-9,0.48885506
949-13-3,0.81665295
111-86-4,0.7493774
2687-94-7,0.99535024
26530-20-1,0.6418909
17751-69-8,-0.14047553
21270-15-5,-0.07028155
21270-11-1,-0.08839386
1034-01-1,1.2834193
15741-90-9,0.2249246
117617-70-6,0.47120985
142-31-4,1.0448264
4724-48-5,1.0549061
55512-33-9,0.33479193
124-13-0,1.3491912
104-67-6,1.3289263
18979-65-2,0.6849474
7377-03-9,1.2116088
4230-97-1,0.8119577
111-70-6,1.5230463
2499-58-3,1.084428
2463-53-8,1.1258335
26680-54-6,0.82317346
111-71-7,1.4359221
119-89-1,0.7014039
101-86-0,0.9686801
136-77-6,0.81315506
30406-18-9,1.2498355
111-14-8,1.2614774
111-26-2,0.8341856
61422-45-5,0.6370065
111-27-3,1.370127
112-25-4,1.1789882
112-59-4,1.1499728
10305-38-1,1.3002704
3478-44-2,0.9113904
21270-33-7,-0.101230145
21270-14-4,-0.094064884
5431-31-2,0.8945068
107187-05-3,0.9581195
6789-88-4,1.2691319
17867-69-5,0.7825055
111-31-9,0.8849665
544-10-5,0.751934
42482-06-4,0.7648897
66-25-1,1.1309725
104-61-0,1.2168121
3391-86-4,0.91309357
745-65-3,0.25054592
363-24-6,0.6063883
80614-27-3,0.65390545
101-85-9,0.96362907
136-81-2,0.8589858
38237-76-2,0.43573266
4312-93-0,1.1600865
123-68-2,0.76990104
10589-74-9,0.8257812
71-41-0,1.4003907
17810-53-6,-0.1018444
21270-10-0,-0.1055251
104485-01-0,0.12526342
101893-08-7,0.20729198
2720-73-2,0.90187025
20056-92-2,1.3523978
18829-55-5,1.3806376
110-62-3,1.3324178
110-59-8,1.312071
104-50-7,1.2919906
841-73-6,0.3889047
2210-63-1,0.3868289
50-33-9,0.49189183
129-20-4,0.5733238
6066-49-5,0.63061565
335153-21-4,0.15612596
64357-33-1,0.46839476
536-69-6,0.7880074
3180-09-4,0.8683049
16006-72-7,0.77735025
87792-15-2,0.62150943
87792-14-1,0.8454409
87792-13-0,0.4572374
109-52-4,1.2518512
61019-78-1,0.24817395
88671-89-0,0.14451917
58902-64-0,0.49836937
27470-51-5,0.57373345
79983-71-4,0.5128763
38615-43-9,0.4290188
111-75-1,1.1221787
1126-78-9,0.6452627
2782-40-3,0.95910597
592-31-4,1.0532956
6336-01-2,0.45726258
55406-53-6,0.4368294
13887-58-6,0.7349371
3622-84-2,0.7859535
111-36-4,0.7910445
1005-67-0,1.0597366
3817-11-6,1.108953
16227-10-4,0.93344176
63716-31-4,0.1997733
54395-37-8,0.65313166
71-36-3,1.3674816
1928-45-6,0.6103079
6959-71-3,1.2345263
7420-06-6,1.2169043
111-76-2,1.3487601
112-34-5,1.3071134
143-22-6,1.3071134
112-56-1,0.52341753
4223-11-4,1.4319516
3102-00-9,0.90376705
2426-08-6,1.2882264
1852-16-0,0.82069
111-34-2,1.309746
17751-76-7,0.053206462
21269-98-7,0.29908982
33236-00-9,0.38339758
70193-21-4,0.6236868
5459-58-5,0.92072254
66232-25-5,-0.2747631
7397-62-8,1.0592799
94-80-4,0.5992609
2438-72-4,0.91721666
141-32-2,1.0034108
90842-58-3,0.48521855
136-60-7,1.4551609
20954-14-7,0.47314957
28570-58-3,0.9311029
67330-25-0,0.5297065
75147-20-5,1.0766604
64047-35-4,0.6352335
544-16-1,1.0434276
6607-49-4,1.2395604
2314-17-2,0.78641415
4560-93-4,0.6400738
64910-63-0,0.8633931
109-69-3,0.63708663
109-67-1,0.88762045
928-95-0,1.3202621
123-72-8,1.22365
109-74-0,1.2295524
66246-88-6,0.46164882
1211-28-5,0.5134328
60207-90-1,0.16157869
1003-14-1,1.03029
105-31-7,1.0050342
39067-39-5,1.1962334
6082-56-0,0.45530242
103-65-1,0.927734
28785-06-0,1.1419498
645-56-7,1.0184925
94-58-6,0.6256312
644-35-9,0.87748736
7231-31-4,0.5502439
51-52-5,0.22810075
14222-60-7,0.49529842
75464-11-8,0.6657655
1688-71-7,0.48218
97392-14-8,0.18742064
2051-78-7,0.8122164
103-37-7,1.0629154
123-20-6,1.3688165
36597-90-7,0.5632821
107-10-8,0.8967256
94-20-2,0.5910839
13887-60-0,0.6463399
73941-13-6,0.70654786
27050-40-4,0.43279132
33245-39-5,-0.07963777
26399-36-0,0.6369437
64057-89-2,0.43188033
4634-51-9,-1.9655577
41078-02-8,0.7462729
816-57-9,0.4887775
2807-30-9,1.3434391
110-74-7,1.2969092
33235-97-1,0.38484135
33236-21-4,0.3399626
627-12-3,1.0858926
1713-98-0,-0.4787947
18705-22-1,0.556651
64050-66-4,-0.14331348
107-03-9,1.0497854
49828-25-3,0.5161306
13889-92-4,0.3942298
38827-35-9,0.65892756
68526-56-7,0.3065751
928-96-1,1.4869913
65405-77-8,0.7369201
2091-24-9,1.196206
5910-85-0,1.0369112
17369-59-4,0.9927646
107-12-0,0.7428774
118-68-3,0.7847057
96-20-8,1.2346939
3174-67-2,1.2443986
584-03-2,1.10654
56983-13-2,0.5588673
106-88-7,0.9466989
117-26-0,0.513204
435-97-2,-0.41277
14845-06-8,0.49069327
512-16-3,0.2952207
12663-46-6,-0.016981505
80834-51-1,0.15020801
66571-24-2,0.57480264
78-99-9,0.81536585
58-54-8,0.54275423
1146-95-8,0.87226146
42790-35-2,0.7223772
60270-84-0,1.0580682
89426-87-9,-0.9118739
5223-06-3,1.1387066
5408-74-2,0.9224996
102268-15-5,1.0171673
536-33-4,0.4103826
14736-30-2,0.60142356
121518-45-4,0.69027865
27653-49-2,0.60650283
58-14-0,0.16390108
70-69-9,0.6381563
2295-58-1,0.86178315
63605-45-8,0.20989376
4940-11-8,0.5914512
3781-28-0,-0.26305827
89427-48-5,-1.1202998
709-98-8,0.53437203
13808-36-1,0.6553012
75764-58-8,-0.25237867
15301-48-1,0.17549245
79-09-4,1.1459428
23495-12-7,0.9543474
103-56-0,1.0103062
122-63-4,0.96755844
1531-97-1,1.037123
682-11-1,1.1211141
682-09-7,1.0920193
30499-70-8,1.0423082
824-11-3,0.61524415
1005-93-2,0.4096633
115-70-8,1.2213141
3819-07-6,0.90235037
7747-35-5,0.49752754
19882-03-2,0.26108626
6533-00-2,0.35653687
77-21-4,0.45400944
77236-50-1,0.26976284
5556-57-0,0.33019087
50-19-1,0.7619579
125-33-7,0.47130433
50-06-6,0.77257365
57-30-7,0.33415794
56430-99-0,0.57131565
7689-03-4,0.41287106
7789-89-1,0.680461
75-04-7,0.81147325
709-55-7,0.6356899
71130-60-4,0.41490212
5459-93-8,1.0181146
5465-00-9,0.70096457
58473-74-8,0.43880832
625-53-6,-0.09084113
139-94-6,0.73223984
89427-19-0,-1.01501
4151-50-2,0.18171822
107-29-9,0.8695614
5308-25-8,0.7496648
93106-60-6,0.3870139
139-87-7,1.1847948
100-74-3,0.96001387
538-07-8,-0.53386486
134-97-4,0.76881504
23205-24-5,0.40938285
67658-42-8,-0.1346447
2687-91-4,0.98319983
92-50-2,1.0533772
92-49-9,-0.08482603
1508-75-4,0.50202686
7081-53-0,0.39408377
62924-70-3,0.4674501
13256-23-0,0.6123804
82018-90-4,0.37361133
2991-51-7,0.047653507
14698-29-4,0.6021984
51940-44-4,0.53481233
13256-13-8,0.5941332
20373-56-2,0.34888038
21590-92-1,0.062647484
63716-33-6,0.18499652
63744-48-9,0.26827013
132-32-1,0.5182865
128-53-0,0.56678724
86-35-1,0.34308788
34929-03-8,0.2944925
28657-80-9,0.59762114
32976-88-8,0.5731149
64-17-5,1.3440791
111-73-9,1.5539676
111-35-3,1.4110975
64050-15-3,0.8835195
2141-62-0,1.3125111
110-80-5,1.4264737
111-90-0,1.4815667
112-50-5,1.4783431
64057-86-9,0.981566
106-74-1,0.76693314
6012-83-5,0.6612048
122453-73-0,0.6587345
109-94-4,1.1810721
2979-26-2,1.2471781
103-75-3,1.1551608
33210-54-7,0.43397936
33210-37-6,0.094636224
33235-81-3,0.3500317
33236-11-2,0.4774737
33235-92-6,0.21564218
33210-59-2,0.12848832
33235-90-4,0.18050557
4234-79-1,0.11301508
638-07-3,0.5965159
101-97-3,1.0912646
14062-23-8,0.5031801
2122-70-5,1.0039858
27512-72-7,0.17843126
2949-22-6,0.9653293
21045-68-1,1.0457245
77501-90-7,0.5456902
623-51-8,0.94590926
637-56-9,0.6724122
23609-20-3,1.0367051
150-69-6,0.91294235
38160-03-1,0.44639584
19077-60-2,0.39988127
100-29-8,0.8305726
93-18-5,0.9312765
61361-59-9,-0.52745795
66840-01-5,-0.5255339
60634-59-5,0.89697814
938-73-8,0.89583105
80834-62-4,0.11486809
80834-63-5,0.093746506
80834-80-6,0.10803865
80834-59-9,0.13518581
80834-56-6,0.23338385
96222-01-4,0.3857234
46817-91-8,0.60318416
118-28-5,0.86934394
63716-32-5,0.56469566
42874-03-3,0.8967515
140-88-5,0.8933353
103-36-6,1.0154647
6048-06-2,0.8928133
14731-78-3,0.6765079
117666-88-3,0.7104474
117666-82-7,0.56913334
95266-40-3,0.8342807
97-81-4,0.99906904
4089-07-0,0.906958
868-59-7,1.1072975
1187-46-8,0.35970882
121-39-1,0.94545025
548-00-5,0.37186295
9000-40-2,0.2585548
10029-04-6,1.3364606
7085-85-0,0.766689
89-33-8,0.7510532
93-89-0,1.0874076
94-09-7,0.8166971
99-77-4,0.91900617
120-47-8,1.1604413
56974-61-9,0.97955275
87-25-2,1.0292645
19485-08-6,0.7145163
734-88-3,0.83543664
19688-04-1,1.0555564
13915-60-1,0.6430603
126-12-5,-0.12959325
5794-23-0,0.018342169
2385-81-1,0.108768605
3691-78-9,-0.13262323
510-15-6,0.81209564
51-79-6,1.1688237
13684-56-5,0.8918881
105774-14-9,-0.084712036
75507-68-5,0.27783984
33400-47-4,0.63680404
25717-80-0,0.12672156
13945-53-4,0.69440436
2593-15-9,0.42476872
2521-01-9,0.54486394
16322-14-8,0.69094557
1097-57-0,0.6577325
541-41-3,0.8082531
59463-54-6,0.25423285
7495-45-6,0.8368085
719-80-2,0.9619275
23510-39-6,0.2747601
2425-19-6,-1.2952585
13067-93-1,-1.1307703
2104-64-5,-1.3457465
1776-83-6,-1.3995969
1623-14-9,0.54957736
3309-67-9,-0.95880514
71363-61-6,-0.6238303
36519-00-3,-0.7387793
17109-49-8,-0.808711
1498-51-7,-0.09631637
7508-73-8,-1.728387
1498-64-2,-0.5880452
607-01-2,0.8650031
19133-28-9,-0.87343097
75-08-1,1.014426
18370-87-1,1.0019925
19594-18-4,0.6644657
32666-97-0,0.6424738
2212-67-1,0.79363155
513-12-2,1.324311
594-44-5,0.5572923
74-96-4,0.5222953
10141-07-8,1.0071481
623-68-7,1.1092122
16491-24-0,1.381041
60364-26-3,0.9876663
130-01-8,-0.50241566
480-54-6,-0.33021203
15503-86-3,0.16430499
25402-06-6,0.5376449
3016-19-1,1.2412035
121-20-0,0.32296994
81719-55-3,0.49463966
23726-91-2,0.57772547
102518-79-6,0.45742357
625-33-2,1.2942393
480-81-9,-0.6414323
16568-02-8,0.50578123
2883-98-9,0.92345303
15037-65-7,0.15182863
93-16-3,0.9607276
97-54-1,0.9416727
120-11-6,0.64138687
4635-87-4,0.6122285
964-82-9,0.40491503
142-83-6,1.034485
1516-01-4,0.3672569
4076-62-4,1.1207119
637-50-3,0.85944283
120-58-1,0.67170084
13061-80-8,1.1241702
14861-06-4,1.2946993
590-21-6,0.56295824
16219-75-3,0.8948875
38233-76-0,0.8114341
88430-50-6,-0.2636391
75-05-8,0.47506347
2001-95-8,0.42707714
3922-90-5,-0.054911382
12750-79-7,0.27189177
37280-56-1,0.35182974
25448-25-3,1.0762285
25103-12-2,1.1794609
23079-28-9,0.91345847
96513-83-6,0.33539006
3818-80-2,-0.7089447
2667-52-9,-0.96647644
3081-14-9,0.77637076
68880-55-7,0.14224683
123-17-1,0.98280996
60828-78-6,1.3905325
73747-29-2,0.93844754
303-45-7,1.2030251
25497-49-8,0.6094635
77855-81-3,0.28153086
24365-47-7,1.1492717
51356-22-0,0.086383566
51356-10-6,-0.8449645
26544-38-7,0.34066954
71108-02-6,-0.5324227
25265-77-4,0.9879352
50-14-6,-1.0909878
54573-75-0,-2.0889928
330-64-3,-0.1750596
60244-70-4,-1.1712264
60244-66-8,-0.44922924
7492-32-2,0.6409687
50-34-0,0.5314548
3700-96-7,-0.025094971
3700-90-1,0.114414364
60244-69-1,-0.7363974
143201-11-0,0.5155958
1610-18-0,0.94202185
99559-84-9,-0.27388737
1445-75-6,0.13108969
27554-26-3,1.2760985
10086-50-7,1.2699728
63980-62-1,1.463509
110-96-3,1.023982
29214-81-1,0.4972641
127-39-9,1.2294078
84-69-5,1.301575
97-85-8,1.3264656
132299-20-8,1.3951026
38640-62-9,0.9811585
28178-42-9,1.0954808
94133-79-6,0.8438139
565-80-0,1.1153502
50847-11-5,0.6710756
97-72-3,1.2135451
108-18-9,0.74369293
2986-17-6,0.15148662
139-40-2,0.6374706
38588-65-7,0.39452296
96-80-0,1.3810552
66660-95-5,0.49070796
4261-68-1,-0.46726152
2303-16-4,0.67107666
601-77-4,0.71910524
108-20-3,1.1133713
7283-70-7,1.0943397
50512-35-1,0.6422632
59937-28-9,0.8267564
105-64-6,1.1365993
1809-20-7,1.2690512
26087-47-8,-0.60647696
51356-07-1,-0.95754826
51356-16-2,-0.58207583
10141-19-2,1.2969131
67786-25-8,0.9271617
371756-75-1,0.7484204
3773-49-7,0.3124552
108-62-3,1.0514859
68857-95-4,0.6806221
104987-11-3,-0.51029193
51596-10-2,0.00062454445
10176-39-3,-0.98921406
42588-37-4,0.85512555
108-84-9,1.1366372
67306-03-0,0.2739195
30685-43-9,-1.2949601
15662-33-6,0.237738
20562-02-1,0.2603627
71-63-6,-1.4184719
20830-75-5,-1.8441236
41294-56-8,-2.747193
57333-96-7,-2.8236551
17578-43-7,0.55497336
18470-09-2,0.36764118
550-53-8,0.58380187
56717-11-4,0.7033056
543-82-8,0.9101394
3081-01-4,0.5312645
7535-34-4,0.7408598
108-11-2,1.1724612
23436-19-3,1.2924495
89-80-5,0.8363999
66941-88-6,0.16664538
103-95-7,0.8992769
57144-56-6,-0.28905597
64059-37-6,0.7247695
55636-92-5,0.56225884
42978-66-5,0.84246457
123-63-7,0.92476505
21259-20-1,0.8194307
40580-61-8,0.99465847
964-52-3,0.3227958
121489-04-1,0.13550906
30562-34-6,0.2995761
66085-59-4,0.9657106
78194-09-9,0.55828613
24353-58-0,0.7165359
489-84-9,0.7668299
6223-35-4,1.3067278
17493-73-1,0.7483974
92671-67-5,0.41242608
113139-67-6,0.8787057
63982-52-5,-0.236991
18659-45-5,-0.20861784
2752-71-8,-0.503301
119-38-0,0.026052864
72542-61-1,-0.44096756
78194-24-8,0.44402045
78194-42-0,0.4537046
15037-62-4,0.59784186
75530-68-6,0.61407584
97-86-9,1.6523587
23684-11-9,0.77734894
110-12-3,1.3354936
3572-41-6,0.49059367
70318-55-7,0.9002011
70318-56-8,0.72569436
26544-20-7,0.6042089
81250-17-1,-0.42618787
123-92-2,1.439506
110-19-0,1.4262043
99-86-5,0.945344
542-08-5,1.1255357
99-87-6,1.158006
535-77-3,1.0557456
89-83-8,1.0971049
22760-18-5,0.76012784
65765-07-3,0.63062173
499-75-2,0.9351275
2814-20-2,1.1206243
80176-21-2,0.37796533
55814-41-0,0.8871519
563-80-4,1.190399
59230-57-8,1.0948877
39543-79-8,0.8759744
314-42-1,0.4520911
123524-52-7,0.22100504
6673-35-4,0.92649674
108-21-4,1.1674502
4212-94-6,0.7383953
12650-69-0,0.883708
828-00-2,1.0459077
68425-16-1,0.5305241
67239-26-3,0.8836869
40915-86-4,0.7517119
35256-85-0,0.8491545
19666-30-9,0.396372
129909-90-6,0.6172386
71108-05-9,-1.5580347
71108-06-0,-0.7847162
111038-42-7,0.3753529
13254-34-7,0.86697656
3445-42-9,0.9656302
14860-89-0,1.0145868
26762-93-6,0.99129766
36011-19-5,0.010252182
33160-78-0,-1.5959653
154619-51-9,-1.0276655
69915-63-5,0.8935184
581-12-4,0.44905707
470-67-7,0.7935959
512-85-6,0.5744122
63968-64-9,0.588761
13613-99-5,-0.32849112
3035-45-8,0.6579875
1014-69-3,0.32838148
64-00-6,-0.31017214
2752-81-0,0.14961115
2631-40-5,-0.1260484
114-26-1,-0.21509308
366-70-1,0.6354986
54266-83-0,-0.3060086
106293-84-9,-0.39314255
73115-70-5,-1.4254626
2315-43-7,0.8871076
1505-95-9,-0.025655216
996-35-0,0.65607935
3938-45-2,0.0070138453
24730-10-7,-0.74732906
54270-10-9,0.53430575
18952-79-9,-0.16744399
26328-00-7,0.51494086
69788-41-6,0.6310667
97887-77-9,0.6423981
6659-45-6,-0.81360686
22343-07-3,-0.12069558
64249-01-0,-0.26161405
14211-01-9,0.12900984
36614-38-7,-0.5724799
19645-42-2,0.07560039
79985-91-4,-0.27592936
71617-10-2,0.88208514
3567-08-6,0.86681086
17959-11-4,0.6827182
404-86-4,0.680887
111038-37-0,0.39163023
72739-69-6,0.7247463
23485-79-2,-0.95122015
24353-61-5,-0.014207908
13955-12-9,-1.1783837
15863-65-7,-0.78883195
14358-50-0,0.6351363
24017-18-3,-1.1422174
6838-93-3,0.59311277
107-44-8,0.23434931
71048-99-2,0.9593149
959-24-0,0.3588501
1330-61-6,1.0780076
26544-23-0,0.8857513
27013-89-4,1.0122195
25168-26-7,0.5343786
25103-09-7,0.7127864
646-07-1,1.2619127
41764-14-1,0.6736864
110-45-2,1.3350682
94-46-2,1.2914474
87-20-7,0.984868
928-70-1,0.88077503
590-86-3,1.1267303
1553-60-2,0.53403
72221-66-0,0.62822926
93-19-6,0.8350893
503-74-2,1.1040138
140-26-1,0.9345226
2835-39-4,0.7637212
78-81-9,1.0161539
33207-44-2,0.58819747
371-44-8,-0.530679
52102-44-0,0.5571196
30979-48-7,0.6002791
13887-57-5,0.7110398
78-83-1,1.3884906
4439-24-1,1.4153887
51550-64-2,0.64111507
105-01-1,0.79397154
1713-15-1,0.5117014
106-63-8,0.9304296
120-50-3,1.1242388
87-19-4,1.1931143
27442-58-6,0.20404671
513-44-0,1.0363175
4621-04-9,1.1346405
34131-99-2,1.0912405
528-92-7,0.99951756
70124-77-5,0.053002756
66827-38-1,0.09418187
7407-66-1,0.6432858
496-67-3,0.8023321
565-74-2,0.79875404
64047-48-9,0.61433583
91132-80-8,0.7330195
68683-20-5,0.83281314
4395-92-0,0.9332854
536-60-7,1.0374961
13816-33-6,0.7736204
31027-31-3,1.1985469
17959-33-0,0.05747271
1333-53-5,0.8281297
643-28-7,1.0425647
13311-84-7,0.4504658
80-34-2,0.99462444
79-31-2,1.0961195
103-48-0,1.0166702
103-28-6,0.97512674
1532-00-9,1.0390606
56425-91-3,0.4886803
73681-12-6,0.33594465
21738-42-1,0.39937177
63659-19-8,0.4783764
29122-68-7,0.87573355
59333-90-3,0.6539517
86247-86-1,0.42693487
81486-22-8,0.5166331
586-06-1,0.70997554
5588-22-7,0.5880742
14334-41-9,0.6206078
31802-16-1,0.33387065
768-52-5,0.84010714
101-72-4,0.71987885
2210-25-5,0.52999014
637-32-1,0.09833981
22936-86-3,0.6292201
36734-19-7,0.30665693
63884-40-2,1.0566474
3544-35-2,0.5246203
54-92-2,0.8747973
35944-83-3,0.062425535
2030-63-9,0.57443696
58934-46-6,0.2590447
3772-26-7,0.85069454
142459-58-3,0.1760826
1918-16-7,0.767253
98410-36-7,-0.07628535
25057-89-0,0.72128737
79-46-9,0.81405354
67-63-0,1.1158819
4016-14-2,1.0737035
93-78-7,0.41430306
83656-29-5,0.5470105
29026-74-2,0.86961484
38753-50-3,0.69348073
939-48-0,1.1171564
68334-67-8,0.60156286
5836-10-2,0.7087785
122-42-9,0.9047413
108-23-6,0.62814385
1714-03-0,-0.80998987
1713-97-9,-0.6265904
24441-57-4,-0.9999012
4095-32-3,0.57322997
500-38-9,0.8646443
106-55-8,0.6413749
61477-94-9,0.35067296
98459-18-8,0.6836681
7652-64-4,0.7900023
2935-44-6,1.1250812
110-97-4,0.9510378
110-98-5,1.3314679
25322-69-4,1.1964796
25136-55-4,0.83008575
1073-79-6,1.1012217
141-91-3,0.99039626
1593-77-7,0.64114743
10140-90-6,0.36782017
108-60-1,0.6514673
57472-68-1,1.0930394
27138-31-4,0.91079277
13275-18-8,0.752095
14663-72-0,-0.8599683
579-56-6,0.70821655
7681-93-8,-0.4958969
6280-75-7,0.71468234
93-96-9,0.7532225
4351-70-6,0.4663876
21145-77-7,0.49787042
359-83-1,0.0052777375
123298-28-2,0.83596665
57646-30-7,0.6666737
105-85-1,1.3865141
8000-29-1,1.2893956
51566-62-2,0.82592857
502-47-6,1.2812622
16409-43-1,1.2474251
36798-79-5,0.32122755
111479-05-1,0.5860941
5370-01-4,0.8419777
40766-31-2,0.8279606
95719-24-7,0.6256672
58430-94-7,1.2322893
77-54-3,0.22248128
5634-42-4,0.7087601
80449-58-7,0.9769218
2885-39-4,-0.43229052
34681-10-2,-1.4638684
1477-79-8,0.34127516
62-51-1,0.9379036
108-65-6,1.1851954
23541-50-6,-1.4673142
63170-60-5,-0.37729242
27813-02-1,1.354798
3644-61-9,0.5358999
22683-78-9,0.6521756
60789-89-1,0.60002416
10402-52-5,0.88092804
40552-84-9,0.8940263
143692-40-4,0.426608
1331-12-0,1.3177603
72619-44-4,0.057584964
68683-30-7,0.64097816
57852-57-0,-0.27615348
39472-31-6,-0.9993778
6731-36-8,1.1555277
33704-61-9,1.0002613
91-51-0,0.72426414
3302-10-1,1.042528
71500-37-3,0.6727927
80-54-6,1.0022266
12002-53-8,0.9378124
140-57-8,0.6282775
57018-52-7,1.1481938
60560-33-0,0.41042873
32222-06-3,-2.7974858
93503-00-5,-1.7190123
1845-38-1,0.61919326
456-59-7,0.568576
53445-37-7,1.0600646
18479-58-8,0.83711934
21564-62-5,0.56469446
21564-60-3,0.2718741
