CASRN,Toxic_knn_maccs-0,Toxic_knn_maccs-1
137-03-1,1.0,0.0
6071-27-8,1.0,0.0
2435-16-7,0.7755889103144745,0.2244110896855255
713-95-1,0.9600369541323266,0.03996304586767354
104-67-6,0.9203938154856417,0.07960618451435827
1987-50-4,0.0,1.0
18979-65-2,0.0,1.0
63233-54-5,0.0,1.0
7377-03-9,1.0,0.0
68155-07-7,1.0,0.0
4230-97-1,1.0,0.0
111-70-6,1.0,0.0
52364-72-4,1.0,0.0
2499-58-3,0.0,1.0
2463-53-8,0.9099497313225862,0.09005026867741375
26680-54-6,0.5,0.5
111-71-7,1.0,0.0
13074-65-2,1.0,0.0
1117-86-8,0.8573328899235118,0.1426671100764882
119-89-1,0.7964144233412875,0.2035855766587125
101-86-0,0.9559307620562901,0.04406923794370987
136-77-6,0.0,1.0
30406-18-9,1.0,0.0
111-14-8,1.0,0.0
7237-81-2,0.9477022332596515,0.05229776674034848
111-26-2,0.3333333333333333,0.6666666666666666
61422-45-5,0.14716920452293317,0.8528307954770667
111-27-3,0.875,0.125
112-25-4,0.5,0.5
112-59-4,0.7162492621637574,0.28375073783624255
10305-38-1,0.8376510342002867,0.1623489657997133
3478-44-2,0.6599412309339412,0.34005876906605886
629-33-4,1.0,0.0
21270-33-7,0.0,1.0
21270-14-4,0.0,1.0
5431-31-2,0.8916433279285729,0.1083566720714271
41424-11-7,1.0,0.0
107187-05-3,0.6794325427007183,0.3205674572992817
147315-50-2,0.7989097041508337,0.2010902958491664
53370-90-4,0.534223295384008,0.465776704615992
6789-88-4,1.0,0.0
17867-69-5,0.8777011953697652,0.12229880463023479
111-31-9,0.7902865054851422,0.20971349451485782
544-10-5,1.0,0.0
111-25-1,1.0,0.0
42482-06-4,0.0,1.0
66-25-1,0.8853681823606636,0.11463181763933643
23433-05-8,1.0,0.0
104-61-0,0.9203938154856417,0.07960618451435827
3391-86-4,0.799490491752657,0.20050950824734307
745-65-3,0.0,1.0
363-24-6,0.0,1.0
80614-27-3,0.09580150167097587,0.9041984983290241
1766-91-2,0.7496851743616838,0.2503148256383162
101-85-9,0.899873790492217,0.10012620950778293
136-81-2,0.5525959104641261,0.4474040895358738
38237-76-2,0.4349463679674321,0.565053632032568
4312-93-0,0.9660620536760989,0.03393794632390111
123-68-2,1.0,0.0
76990-85-7,0.4831719691068962,0.5168280308931038
20308-43-4,0.29041003615881344,0.7095899638411867
10589-74-9,0.03745215956755786,0.9625478404324421
71-41-0,0.8649866642141084,0.13501333578589164
638-49-3,1.0,0.0
17810-53-6,0.0,1.0
21270-10-0,0.0,1.0
52364-71-3,0.7693550937230996,0.23064490627690043
104485-01-0,0.22731883830619434,0.7726811616938057
101893-08-7,0.1028141056672534,0.8971858943327465
2720-73-2,0.7717862098087712,0.2282137901912288
20056-92-2,0.8859619014930497,0.11403809850695039
557-48-2,0.0,1.0
18829-55-5,1.0,0.0
110-62-3,0.8125164574738875,0.18748354252611255
110-59-8,0.47397066224301493,0.5260293377569849
23433-04-7,0.89804153134534,0.10195846865466
104-50-7,0.9098480160270193,0.09015198397298065
841-73-6,0.1834932263697626,0.8165067736302374
2210-63-1,0.1961167921583909,0.8038832078416092
50-33-9,0.154062016988376,0.845937983011624
129-20-4,0.24871351440021014,0.7512864855997899
6066-49-5,0.644416863633217,0.35558313636678296
335153-21-4,0.21429781706249465,0.7857021829375054
64357-33-1,0.6808080621216257,0.31919193787837435
536-69-6,0.547755367674908,0.452244632325092
3180-09-4,0.316794238869514,0.683205761130486
16006-72-7,0.19750357623605783,0.8024964237639421
87792-15-2,0.46988786219437656,0.5301121378056234
87792-14-1,0.31766659144751574,0.6823334085524841
87792-13-0,0.385808986873228,0.614191013126772
168152-75-8,0.0,1.0
141645-16-1,0.25093006404093154,0.7490699359590685
138401-24-8,0.2008495019010352,0.7991504980989648
109-52-4,0.876854626024866,0.12314537397513416
61019-78-1,0.30031320936587114,0.699686790634129
88671-89-0,0.24946432273875732,0.7505356772612427
58902-64-0,0.037901264666809424,0.9620987353331907
27470-51-5,0.37532573322474405,0.624674266775256
79983-71-4,0.3733307873178705,0.6266692126821295
38615-43-9,0.2398972602739726,0.7601027397260274
111-75-1,0.3896849386429613,0.6103150613570387
1126-78-9,0.25490490285904566,0.7450950971409543
28395-03-1,0.7213074481601918,0.2786925518398083
2782-40-3,0.14371793564623583,0.8562820643537642
592-31-4,0.377216205666108,0.6227837943338921
6336-01-2,0.047187681562821875,0.9528123184371782
55406-53-6,0.380628894271522,0.619371105728478
13887-58-6,0.09169648404593418,0.9083035159540658
3622-84-2,0.5330860550854042,0.46691394491459587
111-36-4,0.5086821697487266,0.4913178302512735
1005-67-0,0.30242312342226557,0.6975768765777344
3470-98-2,0.6683456795615824,0.3316543204384175
3817-11-6,0.3242936563790931,0.675706343620907
16227-10-4,0.20332808036752215,0.796671919632478
63716-31-4,0.041340059645534284,0.9586599403544658
54395-37-8,0.2645952935104782,0.7354047064895217
71-36-3,0.8190329613954085,0.18096703860459148
1928-45-6,0.19430032316807982,0.8056996768319202
6959-71-3,0.8699205890698016,0.13007941093019837
7420-06-6,0.7997914091470951,0.2002085908529048
111-76-2,0.7202530134860963,0.2797469865139038
112-34-5,0.715898459427431,0.28410154057256903
143-22-6,0.7580553664624462,0.24194463353755385
112-56-1,0.744535214273933,0.25546478572606696
4223-11-4,0.7773518136242997,0.22264818637570033
3102-00-9,0.7124897138154886,0.2875102861845113
2426-08-6,0.7062711521741692,0.2937288478258307
1852-16-0,0.5274085662956506,0.4725914337043495
111-34-2,0.6554081772186517,0.34459182278134826
17751-76-7,0.0,1.0
21269-98-7,0.1430212230489237,0.8569787769510763
33236-00-9,0.0,1.0
70193-21-4,0.43287498014533615,0.5671250198546639
5459-58-5,1.0,0.0
122-43-0,0.9266893857534702,0.0733106142465298
66232-25-5,0.25873991462448226,0.7412600853755178
7397-62-8,0.7082293152639089,0.2917706847360913
94-80-4,0.11678802180606733,0.8832119781939326
2438-72-4,0.6384241031377106,0.3615758968622895
141-32-2,0.7130574959699086,0.28694250403009136
90842-58-3,0.298521853559221,0.701478146440779
136-60-7,0.9595460164063377,0.040453983593662216
20954-16-9,1.0,0.0
20954-14-7,0.0,1.0
28570-58-3,0.19285380666412932,0.8071461933358708
7756-96-9,0.7428780234603792,0.2571219765396208
67330-25-0,0.6067706538125636,0.39322934618743643
88599-43-3,0.6802849542583203,0.3197150457416797
82989-25-1,0.44989909393718064,0.5501009060628193
2314-09-2,0.5157057870680993,0.48429421293190067
75147-20-5,0.666978282755645,0.333021717244355
64047-35-4,0.3575313788815429,0.6424686211184569
544-16-1,0.5665235255369415,0.4334764744630585
6607-49-4,0.7629060579455663,0.2370939420544337
2314-17-2,0.3699603986337004,0.6300396013662996
4560-93-4,0.570112362432265,0.42988763756773496
64910-63-0,0.5860020220438693,0.41399797795613064
109-69-3,0.7047491039426523,0.2952508960573477
109-67-1,0.7328924669350202,0.2671075330649798
928-95-0,0.8518397383483238,0.14816026165167617
123-72-8,0.8132186684703837,0.1867813315296164
109-74-0,0.3948864633418734,0.6051135366581266
116020-44-1,0.8939742031195269,0.10602579688047312
66246-88-6,0.3205642207866553,0.6794357792133447
1211-28-5,0.20261436493277868,0.7973856350672213
21531-91-9,0.8955638581392272,0.10443614186077284
698-76-0,0.9316587755677479,0.06834122443225209
105-21-5,0.9204812890063374,0.07951871099366262
60207-90-1,0.03697231480372331,0.9630276851962768
1003-14-1,0.6073925515211196,0.3926074484788803
105-31-7,0.5687086019897434,0.43129139801025657
39067-39-5,0.7756481495577512,0.22435185044224887
6082-56-0,0.17529917883121957,0.8247008211687805
103-65-1,0.7452387524151256,0.25476124758487434
28785-06-0,0.6404479917610711,0.3595520082389289
645-56-7,0.3381732826488855,0.6618267173511144
94-58-6,0.6407028664497306,0.3592971335502694
644-35-9,0.24691767445630952,0.7530823255436905
7231-31-4,0.04430144180049584,0.9556985581995041
51-52-5,0.6504806116065032,0.3495193883934969
14222-60-7,0.07968789971859809,0.920312100281402
75464-11-8,0.7416875950620777,0.2583124049379222
151327-12-7,0.042331451863202176,0.9576685481367978
151327-04-7,0.17408207399603481,0.8259179260039652
151327-11-6,0.08469798473302186,0.9153020152669781
151327-07-0,0.14468690749272983,0.8553130925072701
168152-96-3,0.0,1.0
168152-92-9,0.02363965433943348,0.9763603456605666
168152-72-5,0.03504659086868585,0.9649534091313142
168152-66-7,0.0,1.0
168152-81-6,0.0,1.0
168152-80-5,0.03273932285221694,0.9672606771477831
168152-67-8,0.0,1.0
168152-84-9,0.08135287150417746,0.9186471284958226
168152-76-9,0.0,1.0
168152-71-4,0.03709432588473971,0.9629056741152603
1688-71-7,0.19626943069537514,0.8037305693046248
97392-14-8,0.25831032720505837,0.7416896727949416
70735-85-2,0.38388951925895537,0.6161104807410447
63233-46-5,0.1901706992821058,0.8098293007178942
2051-78-7,0.7849972622741377,0.2150027377258624
103-37-7,0.907751937984496,0.09224806201550387
123-20-6,0.4888279192273924,0.5111720807726076
36597-90-7,0.5959578328229053,0.40404216717709474
107-10-8,0.15767770557538358,0.8423222944246164
125055-68-7,0.0,1.0
94-20-2,0.5106831090045642,0.48931689099543574
13887-60-0,0.11469549619845745,0.8853045038015426
73941-13-6,0.1839673104628005,0.8160326895371995
27050-40-4,0.0980110158091546,0.9019889841908454
33245-39-5,0.3709868335080769,0.6290131664919231
26399-36-0,0.4285703727559548,0.5714296272440452
64057-89-2,0.1019647079826811,0.8980352920173189
4634-51-9,0.4019347904615101,0.59806520953849
41078-02-8,0.097265815012831,0.9027341849871691
816-57-9,0.06699681187438793,0.9330031881256121
2807-30-9,0.6326584448987668,0.3673415551012332
110-74-7,0.7672491039426523,0.2327508960573477
33235-97-1,0.0,1.0
33236-21-4,0.0,1.0
52709-86-1,0.8459334981451353,0.15406650185486476
142770-42-1,0.6274815707572252,0.3725184292427748
34614-30-7,0.1050759940654354,0.8949240059345647
627-12-3,0.4360046528889243,0.5639953471110757
83395-30-6,0.6148657641576415,0.3851342358423586
1713-98-0,0.04832122700909771,0.9516787729909023
18705-22-1,0.3950071617482176,0.6049928382517825
64050-66-4,0.11521255780451839,0.8847874421954816
107-03-9,0.47368421052631576,0.5263157894736843
49828-25-3,0.5598882538212646,0.4401117461787355
13889-92-4,0.41944068942210205,0.5805593105778979
38827-35-9,0.2705776060381257,0.7294223939618744
918504-27-5,0.5244072134451766,0.47559278655482334
1262985-23-8,0.6720911356226393,0.32790886437736066
1103234-56-5,0.5737531998008693,0.42624680019913075
540-54-5,0.5111948823395019,0.4888051176604981
68526-56-7,0.9075000587226647,0.09249994127733538
928-96-1,0.9429825553770619,0.05701744462293821
33467-73-1,0.826365299189966,0.17363470081003393
42436-07-7,0.8778418730912793,0.12215812690872076
65405-77-8,0.8103077232919603,0.18969227670803973
24880-45-3,0.8866272492055841,0.11337275079441599
2091-24-9,0.9097141022995621,0.09028589770043788
5910-85-0,0.613966214608613,0.38603378539138705
17369-59-4,0.5391022382826848,0.46089776171731517
107-12-0,0.2168468414660853,0.7831531585339148
118-68-3,0.29155229582601555,0.7084477041739845
96-20-8,0.5250283119661684,0.47497168803383144
3174-67-2,0.9192690576844401,0.08073094231555979
584-03-2,0.8179205937407638,0.18207940625923613
695-06-7,0.9427788641520877,0.05722113584791226
56983-13-2,0.6568022781856755,0.34319772181432456
4437-85-8,0.7486763155459223,0.2513236844540776
98519-44-9,0.0,1.0
98518-99-1,0.0,1.0
98532-66-2,0.0,1.0
106-88-7,0.42368070419141307,0.5763192958085869
65-14-5,0.43639398295134446,0.5636060170486555
117-26-0,0.26184102704179185,0.7381589729582081
435-97-2,0.22756003273230058,0.7724399672676994
90-49-3,0.608478966422217,0.39152103357778306
14845-06-8,0.16881411403955748,0.8311858859604424
512-16-3,0.6180224692665137,0.3819775307334862
12663-46-6,0.6909674720740561,0.3090325279259439
80834-51-1,0.08021503422224574,0.9197849657777543
113614-08-7,0.5291747871662449,0.470825212833755
1824-58-4,0.6956240172354731,0.304375982764527
66571-24-2,0.36596565453206925,0.6340343454679307
34314-31-3,0.2804361700915193,0.7195638299084807
78-99-9,0.28401162790697676,0.7159883720930232
58-54-8,0.2923466160445164,0.7076533839554836
1146-95-8,0.14248724774152186,0.8575127522584781
42790-35-2,0.46685591723674497,0.533144082763255
60270-84-0,0.758674244216812,0.2413257557831881
89426-87-9,0.0,1.0
5223-06-3,0.5113263346870359,0.4886736653129641
5408-74-2,0.16136672340571862,0.8386332765942813
102268-15-5,0.8397289180392953,0.16027108196070478
536-33-4,0.08374921934504671,0.9162507806549534
14736-30-2,0.5092097298294442,0.4907902701705557
121518-45-4,0.15851574578891686,0.8414842542110831
27653-49-2,0.3697248564830729,0.6302751435169271
58-14-0,0.30670470119126,0.6932952988087401
149979-41-9,0.7849465033242328,0.21505349667576726
168152-88-3,0.0,1.0
127277-53-6,0.5956243433857963,0.4043756566142037
70-69-9,0.1365010762239913,0.8634989237760087
2295-58-1,0.2884839853078183,0.7115160146921816
63605-45-8,0.30575771382007105,0.694242286179929
4940-11-8,0.3446787555761543,0.6553212444238458
1477-19-6,0.29345863276211537,0.7065413672378846
3781-28-0,0.09901876022413138,0.9009812397758686
106006-84-2,0.3157670549477728,0.6842329450522272
89427-48-5,0.10070342299331206,0.899296577006688
709-98-8,0.3243552126185291,0.6756447873814708
13808-36-1,0.28596156826294106,0.7140384317370589
75764-58-8,0.04274428747441554,0.9572557125255845
15301-48-1,0.3139412159439712,0.6860587840560288
79-09-4,0.4299984036123971,0.570001596387603
23495-12-7,0.737646352130339,0.262353647869661
103-56-0,0.9564412395244591,0.043558760475540845
122-63-4,1.0,0.0
1531-97-1,0.33752526633900404,0.662474733660996
17511-60-3,0.7104593412567023,0.28954065874329765
682-11-1,0.6375137872897578,0.3624862127102422
682-09-7,0.7067630253098384,0.2932369746901616
5187-23-5,0.8182417380740836,0.18175826192591632
3047-32-3,0.597251052460458,0.40274894753954205
30499-70-8,0.5321247503852724,0.4678752496147275
66492-51-1,0.760181624492355,0.239818375507645
824-11-3,0.31320138168137,0.68679861831863
1005-93-2,0.2374589355207458,0.7625410644792543
10097-02-6,0.6500736977358992,0.34992630226410076
115-70-8,0.5954157369292536,0.4045842630707464
3819-07-6,0.3446331212752376,0.6553668787247624
7747-35-5,0.3641772312661172,0.6358227687338828
19882-03-2,0.727000864625011,0.272999135374989
6533-00-2,0.6968151807639411,0.3031848192360589
77-21-4,0.351119713114597,0.6488802868854031
77236-50-1,0.1313081699898402,0.8686918300101598
5556-57-0,0.39332724813150216,0.6066727518684979
50-19-1,0.39367517220837744,0.6063248277916226
509-86-4,0.1615038770821073,0.8384961229178927
125-33-7,0.2889682471877277,0.7110317528122724
50-06-6,0.5141985427721765,0.48580145722782364
57-30-7,0.2544031688679055,0.7455968311320945
61837-66-9,0.7668894303494289,0.233110569650571
74697-48-6,0.8029599084104281,0.19704009158957195
56430-99-0,0.5014360760704923,0.4985639239295076
7689-03-4,0.31042515845160856,0.6895748415483915
7789-89-1,0.46856501326801386,0.5314349867319861
75-04-7,0.15232241342005684,0.8476775865799431
709-55-7,0.2931418145330266,0.7068581854669734
71130-60-4,0.3440260718263288,0.6559739281736713
5459-93-8,0.26527471093078653,0.7347252890692134
85697-07-0,0.0843695988378808,0.9156304011621191
5465-00-9,0.27676183112349806,0.723238168876502
58473-74-8,0.2528467129520352,0.7471532870479648
625-53-6,0.03544003129511691,0.9645599687048831
71475-35-9,0.5449376929056197,0.45506230709438034
139-94-6,0.40477852870918263,0.5952214712908174
68228-19-3,0.37691979042021495,0.623080209579785
89427-19-0,0.04655779320410662,0.9534422067958934
4151-50-2,0.4626933663856048,0.5373066336143951
107-29-9,0.2480384058037642,0.7519615941962358
5308-25-8,0.3200014035460849,0.6799985964539149
93106-60-6,0.534087240384444,0.465912759615556
139-87-7,0.5450232126016863,0.4549767873983137
100-74-3,0.3748427579573753,0.6251572420426247
538-07-8,0.2946117290090525,0.7053882709909476
134-97-4,0.5330707586904814,0.46692924130951863
23205-24-5,0.21666821233304662,0.7833317876669534
67658-42-8,0.23091525501625973,0.7690847449837402
2687-91-4,0.6486130362727579,0.35138696372724204
92-50-2,0.4556475444964389,0.544352455503561
92-49-9,0.24527840873098464,0.7547215912690154
1508-75-4,0.37759601419707156,0.6224039858029284
7081-53-0,0.3037318017051615,0.6962681982948384
62924-70-3,0.23002547835469717,0.7699745216453029
13147-25-6,0.24327100995092266,0.7567289900490773
13256-23-0,0.0,1.0
82018-90-4,0.0,1.0
2991-51-7,0.6376441784834034,0.3623558215165966
70458-96-7,0.6579760440162424,0.34202395598375757
14698-29-4,0.47924204443034535,0.5207579555696547
51940-44-4,0.5001372510062502,0.49986274899374983
19562-30-2,0.3620294370042395,0.6379705629957605
13256-13-8,0.0,1.0
80472-85-1,0.08664381297707711,0.9133561870229229
20373-56-2,0.14996280135162235,0.8500371986483777
62899-75-6,0.20287205247679993,0.7971279475232002
21590-92-1,0.057385141235071394,0.9426148587649286
63716-33-6,0.13869024270510613,0.8613097572948939
78467-49-9,0.08108672997131504,0.9189132700286851
63744-48-9,0.18484010340039395,0.8151598965996061
86-28-2,0.27958056606502724,0.7204194339349728
132-32-1,0.23373329770874107,0.7662667022912589
128-53-0,0.5035060418621958,0.49649395813780417
86-35-1,0.3007134199981624,0.6992865800018375
34929-03-8,0.35374330032127194,0.6462566996787281
28657-80-9,0.23958793124476158,0.7604120687552385
32976-88-8,0.1124535949083901,0.8875464050916099
3784-99-4,0.1020176363379108,0.8979823636620892
1239-45-8,0.15413700096047156,0.8458629990395284
64-17-5,0.36021173919513594,0.6397882608048641
111-73-9,0.7075895301719417,0.2924104698280583
111-35-3,0.7897472665352213,0.21025273346477863
64050-15-3,0.6520789657582111,0.3479210342417889
2141-62-0,0.910352764819358,0.08964723518064198
110-80-5,0.766969584569733,0.2330304154302671
111-90-0,0.7061061560531404,0.2938938439468595
112-50-5,0.7704021866458416,0.2295978133541585
64057-86-9,0.7933808117517893,0.20661918824821077
106-74-1,0.6613740458015268,0.33862595419847324
98519-29-0,0.0,1.0
6012-83-5,0.443694951114508,0.5563050488854919
122453-73-0,0.42058234537141015,0.57941765462859
58567-11-6,0.8482565270720169,0.1517434729279832
109-94-4,0.6466710613052077,0.35332893869479237
2979-26-2,0.8427684342017127,0.15723156579828734
103-75-3,0.8481149235688219,0.15188507643117807
10310-32-4,0.6405956592471597,0.3594043407528403
33210-54-7,0.0,1.0
33210-37-6,0.0,1.0
33235-81-3,0.0,1.0
33236-11-2,0.0,1.0
33235-92-6,0.0,1.0
33210-59-2,0.0,1.0
33235-90-4,0.0,1.0
4234-79-1,0.858657791868154,0.1413422081318459
64037-28-1,0.10412531985530527,0.8958746801446947
105-56-6,0.6838937318389374,0.3161062681610627
638-07-3,0.4647691315323003,0.5352308684676997
101-97-3,1.0,0.0
14062-23-8,0.9547236084041894,0.04527639159581075
2122-70-5,0.782073662205556,0.2179263377944441
27512-72-7,0.261509629972973,0.7384903700270269
2949-22-6,0.6534671882902102,0.3465328117097897
25059-80-7,0.3195176088092299,0.6804823911907701
119-41-5,0.5126317997663143,0.48736820023368566
21045-68-1,0.5018366185524342,0.4981633814475658
34580-65-9,0.1776842941224995,0.8223157058775005
77501-90-7,0.4290205026748078,0.5709794973251922
623-51-8,0.8192655579175524,0.1807344420824476
63935-38-6,0.3590708128796955,0.6409291871203046
637-56-9,0.31013375553239786,0.6898662444676023
23609-20-3,0.3982503371800725,0.6017496628199275
150-69-6,0.46944698189690914,0.5305530181030909
38160-03-1,0.15904068319854733,0.8409593168014526
19077-60-2,0.3936820999673789,0.6063179000326211
100-29-8,0.30063373259554294,0.6993662674044571
88599-72-8,0.9177630697499933,0.08223693025000671
93-18-5,0.7595186569056757,0.2404813430943243
61361-59-9,0.2444163861507329,0.7555836138492671
66840-01-5,0.0458249516652436,0.9541750483347564
60634-59-5,0.5059895914906185,0.4940104085093815
18637-00-8,0.3878379557179525,0.6121620442820476
938-73-8,0.3453682515964816,0.6546317484035183
80834-62-4,0.07488249980327215,0.9251175001967279
80834-63-5,0.07488249980327215,0.9251175001967279
80834-80-6,0.0564001661835876,0.9435998338164124
80834-59-9,0.0,1.0
80834-56-6,0.0,1.0
96222-01-4,0.0,1.0
46817-91-8,0.21161112162699267,0.7883888783730074
118-28-5,1.0,0.0
63716-32-5,0.11242865654114825,0.8875713434588517
42874-03-3,0.40841819524670403,0.591581804753296
140-88-5,0.559748427672956,0.44025157232704404
103-36-6,0.7737657915957352,0.22623420840426486
6048-06-2,0.7351221646272752,0.26487783537272475
14731-78-3,0.7211056599798341,0.2788943400201659
117666-88-3,0.3538030278661902,0.6461969721338098
117666-82-7,0.3378760896053988,0.6621239103946013
95266-40-3,0.7077393543160098,0.2922606456839903
97-81-4,0.7514274391682215,0.24857256083177848
4089-07-0,0.47955181197355873,0.5204481880264412
868-59-7,0.5682991967322295,0.43170080326777044
92077-78-6,0.5880304975102212,0.411969502489779
86541-74-4,0.4981130419139169,0.5018869580860831
110221-44-8,0.6482842269550059,0.35171577304499413
38109-77-2,0.5071380319747805,0.4928619680252196
1187-46-8,0.41679042069792344,0.5832095793020766
121-39-1,0.6506349630122831,0.3493650369877168
548-00-5,0.336979974742919,0.663020025257081
29177-84-2,0.755372289712265,0.24462771028773495
9000-40-2,0.6897578284947988,0.3102421715052011
454-31-9,0.3824677215804291,0.6175322784195709
34580-75-1,0.10020262516999624,0.8997973748300039
10029-04-6,0.6271965907595104,0.37280340924048966
7085-85-0,0.5094950583678912,0.4905049416321087
89-33-8,0.1705753671561191,0.8294246328438809
93-89-0,0.7503768732819013,0.24962312671809883
94-09-7,0.6902482344039012,0.30975176559609885
99-77-4,0.5851014629623172,0.4148985370376828
120-47-8,0.6986680204673285,0.30133197953267155
56974-61-9,0.5796082521062076,0.4203917478937923
87-25-2,0.7064817475279096,0.2935182524720904
122277-22-9,0.9212852381877394,0.07871476181226049
19485-08-6,0.8319498650525945,0.1680501349474055
79660-46-1,0.6932006861890256,0.3067993138109744
98349-25-8,0.28017816486215086,0.7198218351378491
734-88-3,0.43954707412337635,0.5604529258766237
16078-71-0,0.34997221202553663,0.6500277879744634
142891-20-1,0.3100245521714331,0.6899754478285669
24237-54-5,0.1629100486386493,0.8370899513613507
19688-04-1,0.31756063083462377,0.6824393691653763
75274-22-5,0.187950128732478,0.8120498712675221
74531-87-6,0.29381641839010747,0.7061835816098925
103112-35-2,0.1932430005256353,0.8067569994743646
13915-60-1,0.2804681104092519,0.7195318895907481
126-12-5,0.19627146245815497,0.8037285375418449
5794-23-0,0.13164584704004753,0.8683541529599526
2385-81-1,0.10733785511109718,0.8926621448889028
3691-78-9,0.12944334855191494,0.8705566514480851
510-15-6,0.6885062410479946,0.31149375895200543
383-63-1,0.4191896614784411,0.5808103385215588
515-84-4,0.3961218358255344,0.6038781641744656
51-79-6,0.34415809090560184,0.6558419090943982
13684-56-5,0.764432125040843,0.23556787495915696
105774-14-9,0.4640608954290592,0.5359391045709408
75507-68-5,0.3381846550516551,0.6618153449483448
33400-47-4,0.39825859835314814,0.6017414016468517
25717-80-0,0.2726931494034162,0.7273068505965837
13945-53-4,0.5845409167489379,0.4154590832510621
139481-59-7,0.2970626088405891,0.702937391159411
2593-15-9,0.16020564176176844,0.8397943582382317
79794-75-5,0.04894357802210519,0.9510564219778948
2521-01-9,0.45915559617546764,0.5408444038245324
16322-14-8,0.21738092298075323,0.7826190770192468
1097-57-0,0.5780336670318389,0.4219663329681611
541-41-3,0.5349142699115044,0.4650857300884956
59463-54-6,0.3889419866532455,0.6110580133467545
7495-45-6,0.7994728356833944,0.20052716431660564
719-80-2,0.6651351727639779,0.334864827236022
23510-39-6,0.6122409828405059,0.3877590171594941
2425-19-6,0.0,1.0
13067-93-1,0.24789224663873943,0.7521077533612606
2104-64-5,0.04500073596962731,0.9549992640303727
1776-83-6,0.08338026479688554,0.9166197352031145
1623-14-9,0.5506660032041787,0.44933399679582126
3309-67-9,0.07821452365089943,0.9217854763491007
71363-61-6,0.1506270855149075,0.8493729144850924
36519-00-3,0.3703323522772286,0.6296676477227715
17109-49-8,0.05321094213932359,0.9467890578606765
1498-51-7,0.2103064183512612,0.7896935816487389
7508-73-8,0.04202845021385305,0.9579715497861471
1498-64-2,0.03787861633977827,0.9621213836602217
607-01-2,0.5666608138953795,0.4333391861046205
19133-28-9,0.0,1.0
75-08-1,0.42695230607966456,0.5730476939203354
110-77-0,0.769690927218345,0.23030907278165505
18370-87-1,0.6649335567901398,0.33506644320986023
19594-18-4,0.3064490413642361,0.6935509586357639
32666-97-0,0.32039588968476174,0.6796041103152384
2212-67-1,0.3574210056780219,0.6425789943219781
181587-01-9,0.34070515541623564,0.6592948445837644
102251-91-2,0.42711084325239584,0.5728891567476042
513-12-2,0.3794396778735288,0.6205603221264713
594-44-5,0.16062119775855244,0.8393788022414476
74-96-4,0.30732991547734506,0.6926700845226548
10141-07-8,0.6167350425745642,0.38326495742543587
623-68-7,0.5624331164750047,0.4375668835249953
1733-25-1,0.7586742125749218,0.2413257874250782
16491-24-0,0.8833676622039135,0.11663233779608652
60364-26-3,0.4815811041277843,0.5184188958722156
130-01-8,0.2590417421851259,0.7409582578148741
480-54-6,0.23371666841721292,0.766283331582787
15503-86-3,0.1754945896771893,0.8245054103228108
7785-33-3,1.0,0.0
25402-06-6,0.3969373992565546,0.6030626007434454
56172-46-4,1.0,0.0
3016-19-1,0.6449495680710391,0.35505043192896096
11141-17-6,0.32029860494307416,0.679701395056926
121-20-0,0.34111338500509597,0.658886614994904
81719-55-3,0.15193251981160386,0.8480674801883961
23726-91-2,0.9428137020185401,0.05718629798145983
8022-96-6,0.8964571969275298,0.1035428030724702
102518-79-6,0.35994934393951505,0.6400506560604851
625-33-2,0.390164621998532,0.6098353780014679
80-59-1,0.4984512283025852,0.5015487716974147
240494-70-6,0.5656316302333053,0.43436836976669463
480-81-9,0.21621918116556058,0.7837808188344394
16568-02-8,0.25735195861223614,0.7426480413877639
2883-98-9,0.5891009265036554,0.41089907349634464
15037-65-7,0.23781469948708628,0.7621853005129138
93-16-3,0.5552647431503293,0.44473525684967075
7319-16-6,0.5803186817782611,0.4196813182217389
97-54-1,0.4397390535161433,0.5602609464838566
120-11-6,0.6253367975365666,0.37466320246343343
623-43-8,0.5247535842293907,0.4752464157706093
6842-15-5,0.4823041611135791,0.5176958388864208
4635-87-4,0.27842967720685113,0.7215703227931489
964-82-9,0.6880688390464099,0.3119311609535901
33956-49-9,0.9091080283723558,0.09089197162764423
15220-87-8,0.3842452907118976,0.6157547092881024
142-83-6,0.40985324947589097,0.590146750524109
1516-01-4,0.3479498861047836,0.6520501138952164
4076-62-4,0.6374847801167066,0.3625152198832935
637-50-3,0.6827841084077609,0.317215891592239
120-58-1,0.5408424379567293,0.45915756204327085
13061-80-8,0.44048376830044556,0.5595162316995543
14861-06-4,0.0,1.0
590-21-6,0.2335152131693332,0.7664847868306668
16219-75-3,0.5851987011867475,0.41480129881325245
38233-76-0,0.6970119479182308,0.30298805208176927
78919-13-8,0.5847755074634624,0.4152244925365374
88430-50-6,0.41969680516039354,0.5803031948396065
75-05-8,0.2429399319289854,0.7570600680710147
2001-95-8,0.6255415427114642,0.3744584572885358
126-13-6,0.8355781252313177,0.1644218747686823
26305-03-3,0.8127970078254967,0.1872029921745033
3922-90-5,0.5471754019653036,0.4528245980346964
111-01-3,1.0,0.0
12750-79-7,0.3915233630929655,0.6084766369070346
72559-06-9,0.48587434385910777,0.5141256561408922
16846-24-5,1.0,0.0
101043-37-2,0.37655246165036027,0.6234475383496396
134652-60-1,0.9151741716227697,0.08482582837723024
6846-50-0,0.9064875356472897,0.09351246435271031
37280-56-1,1.0,0.0
