CASRN,EPA_knn_ecfp6counts-1,EPA_knn_ecfp6counts-2,EPA_knn_ecfp6counts-3,EPA_knn_ecfp6counts-4
112-36-7,0.0,0.0,0.7126113214849723,0.2873886785150277
763-69-9,0.0,0.0,0.2077775172387919,0.7922224827612081
2452-94-0,0.10481898011602372,0.10639333055486005,0.571029371341917,0.21775831798719916
110-40-7,0.0,0.0,0.4878997831458184,0.5121002168541817
141-28-6,0.0,0.0789268961095217,0.0,0.9210731038904784
123-25-1,0.0,0.0,0.2960636968031748,0.7039363031968253
27292-19-9,0.0,0.10506941643620268,0.5991335691098466,0.2957970144539506
75274-25-8,0.0,0.0,1.0,0.0
22125-35-5,0.0,0.0,0.442259471726427,0.557740528273573
59894-95-0,0.08711561645774415,0.08045898760500875,0.7527555562006291,0.07966983973661797
73090-70-7,0.0,0.09109034848264384,0.9089096515173561,0.0
72903-27-6,0.0,0.09778609021569956,0.678836523858778,0.22337738592552234
98318-25-3,0.22469905610164667,0.11140559834103837,0.3345206513110818,0.32937469424623317
14064-10-9,0.0,0.4376349149865556,0.3433915379823594,0.21897354703108488
41438-38-4,0.0,0.10872545502991168,0.6545627343992133,0.2367118105708751
84-66-2,0.0,0.0,0.54445037195675,0.4555496280432501
23564-06-9,0.0,0.12538867028576842,0.32968676167814553,0.544924568036086
1609-47-8,0.0,0.33386041185523746,0.3203097548493796,0.3458298332953829
502-55-6,0.07934983544694664,0.6737429605871231,0.16679316980936773,0.08011403415656237
1851-77-0,0.0697407474329455,0.7151120745983094,0.145103208843319,0.07004396912542621
1851-71-4,0.07148144061383419,0.7064361958264057,0.22208236355976008,0.0
6485-91-2,0.0,0.0,0.7009406766304757,0.29905932336952434
762-04-9,0.0,0.10212415708166565,0.5863137600204782,0.31156208289785614
999-01-9,0.0,0.0,0.556197242763237,0.4438027572367629
10419-79-1,0.42042852319430757,0.10163041376141504,0.3765865664522993,0.10135449659197802
75889-62-2,0.11051128361620097,0.21908232724536408,0.33909972744367056,0.3313066616947644
618061-76-0,0.09572634053583531,0.0,0.7075612847122353,0.19671237475192926
2781-11-5,0.2123031543813253,0.10444466931479228,0.46847870153494603,0.2147734747689364
1754-49-0,0.2832322865303609,0.5859728397569479,0.13079487371269108,0.0
6231-03-4,0.3375717505295941,0.662428249470406,0.0,0.0
679-36-7,0.4706889176865231,0.313991102890693,0.2153199794227838,0.0
21548-32-3,0.5584427155309131,0.2072860371782768,0.23427124729081017,0.0
333-29-9,0.6817544282849697,0.10269673725527977,0.21554883445975062,0.0
1516-67-2,0.3355646322923016,0.11506615406031356,0.5493692136473849,0.0
5131-24-8,0.6897381797354599,0.3102618202645402,0.0,0.0
64050-52-8,0.30011780708436386,0.26772292249173557,0.43215927042390045,0.0
311-47-7,0.644307901630319,0.0,0.35569209836968096,0.0
38331-02-1,0.5655716966945413,0.3075886693610335,0.12683963394442513,0.0
14984-58-8,0.5880771541126781,0.22683540224561202,0.18508744364170984,0.0
311-45-5,0.6704454859203984,0.2076333055740535,0.12192120850554806,0.0
897-83-6,0.6603273181274684,0.0,0.33967268187253163,0.0
2701-86-2,0.408941038574755,0.29450790591761933,0.2965510555076258,0.0
33399-00-7,0.3229256823129687,0.45025389174565655,0.22682042594137466,0.0
2667-41-6,0.5631833458641627,0.2221252324311583,0.21469142170467898,0.0
60971-95-1,0.35674422716341747,0.44147952108560956,0.20177625175097297,0.0
5598-15-2,0.3533012019157122,0.2931461289838992,0.35355266910038874,0.0
1491-41-4,0.1431881326812359,0.44235249730333726,0.2627781218861285,0.1516812481292983
16499-75-5,0.75986960779689,0.092979783966051,0.14715060823705906,0.0
3734-92-7,0.7144147757674408,0.19568303829582015,0.08990218593673913,0.0
51376-77-3,1.0,0.0,0.0,0.0
14734-96-4,0.5885131108828083,0.22556299724546422,0.18592389187172745,0.0
1885-95-6,0.6743721832665772,0.22283288435144805,0.10279493238197475,0.0
1885-98-9,0.4454768637635883,0.25300968375908656,0.3015134524773251,0.0
5954-10-9,0.6648236701325835,0.2172637283596187,0.1179126015077978,0.0
54593-83-8,0.4186381105098212,0.20759460247268416,0.3737672870174947,0.0
33841-12-2,0.6302323291882661,0.2826801564229357,0.0,0.08708751438879814
3735-01-1,0.6357553968464584,0.23485951101662444,0.12938509213691707,0.0
84197-34-2,0.5791956570042813,0.33184427889802925,0.0,0.08896006409768945
84197-35-3,0.6684335684673106,0.33156643153268933,0.0,0.0
39624-86-7,0.6577542081455738,0.34224579185442616,0.0,0.0
29689-00-7,0.571989288029121,0.21734526458391568,0.21066544738696347,0.0
6012-87-9,0.5223023510240585,0.47769764897594147,0.0,0.0
97-17-6,0.47116518383369665,0.4117936059689396,0.1170412101973636,0.0
1224-63-1,0.4362937732657409,0.451017351764208,0.1126888749700511,0.0
4824-78-6,0.33315713159195814,0.5455385627588948,0.12130430564914704,0.0
7533-79-1,0.34541923607464753,0.5272622658448254,0.1273184980805271,0.0
4935-28-8,0.56417099911029,0.43582900088971005,0.0,0.0
297-97-2,0.33648657741420523,0.6635134225857948,0.0,0.0
13593-03-8,0.45126828109000633,0.5487317189099936,0.0,0.0
18854-01-8,0.7728293304143625,0.22717066958563753,0.0,0.0
2921-88-2,0.27800414551096164,0.5777684664875234,0.144227388001515,0.0
24017-47-8,0.7707533986536206,0.22924660134637942,0.0,0.0
14816-18-3,0.299972655999405,0.39615158819666707,0.11229852178604995,0.191577234017878
14816-20-7,0.3979219189379839,0.5018933751815462,0.0,0.10018470588046988
2668-92-0,0.15420560018027266,0.4897386556349446,0.27565937392914563,0.08039637025563712
16500-53-1,0.7450303751680403,0.2549696248319597,0.0,0.0
13286-40-3,0.6709455244023397,0.2190028110492413,0.11005166454841896,0.0
2047-14-5,0.5408976831519925,0.10235723670362204,0.3567450801443854,0.0
35461-10-0,0.6600759944309386,0.10052137252110331,0.23940263304795817,0.0
16231-76-8,0.5442338324587223,0.11743997674422496,0.3383261907970528,0.0
30725-71-4,0.5205570632809735,0.36207337589277383,0.11736956082625263,0.0
2310-17-0,0.5176857698500311,0.26851440196556325,0.21379982818440557,0.0
6119-96-6,0.7919996766764292,0.2080003233235707,0.0,0.0
51356-06-0,0.601460352026278,0.10293656118241165,0.2956030867913104,0.0
51356-15-1,0.5347522303316912,0.19401987979777116,0.0952497220604854,0.17597816781005235
51442-10-5,0.5836166238907098,0.1807588680011332,0.09144272700064811,0.14418178110750887
25923-97-1,0.6909341572240076,0.2077828283248704,0.10128301445112203,0.0
3152-41-8,0.69003219182969,0.20319205536979595,0.10677575280051414,0.0
2275-14-1,0.6091842578750165,0.3047591253324942,0.08605661679248931,0.0
24934-91-6,0.7309888585750589,0.16469084362756758,0.10432029779737352,0.0
6436-05-1,0.19777291435879077,0.38250714417550674,0.4197199414657025,0.0
41219-31-2,0.378887725842878,0.5080154575803629,0.11309681657675895,0.0
3659-04-9,0.6511808465033282,0.34881915349667175,0.0,0.0
10312-20-6,0.5021281511109325,0.38466563397343634,0.11320621491563121,0.0
38188-83-9,0.43472222821068945,0.3517543653996402,0.2135234063896704,0.0
5823-20-1,0.46361811479524256,0.3030683580683419,0.1002108663660782,0.13310266077033733
973-28-4,0.552104092863804,0.24778873415765465,0.0998862513976102,0.10022092158093107
4681-36-1,0.10159809229705309,0.5783172584821006,0.19161764490735017,0.1284670043134962
63716-53-0,0.6537504891475346,0.11316885580425957,0.23308065504820585,0.0
64-67-5,0.22901121292556356,0.2229978398710618,0.5479909472033747,0.0
7305-61-5,0.2048233274132969,0.19178829361096497,0.6033883789757382,0.0
7776-66-1,0.31109912327220535,0.10432421829499156,0.5845766584328032,0.0
944-21-8,0.3675770621652773,0.4300891115564407,0.20233382627828206,0.0
62421-46-9,0.2532862469623791,0.6537416216225357,0.0929721314150852,0.0
1497-39-8,0.6754726646520828,0.32452733534791733,0.0,0.0
3563-52-8,0.6519908924994304,0.26247527315841035,0.08553383434215918,0.0
1593-27-7,0.3631093601316704,0.5254355448719988,0.11145509499633063,0.0
7260-35-7,0.5190217456376683,0.3891868146384661,0.0917914397238654,0.0
327-98-0,0.458587854993744,0.4230168950835485,0.11839524992270747,0.0
24017-24-1,0.7483326326703139,0.2516673673296861,0.0,0.0
18596-51-5,0.10247580242207009,0.564972884179664,0.33255131339826594,0.0
63869-31-8,0.10667019540715317,0.784388175966843,0.10894162862600382,0.0
597-88-6,0.7086909779951646,0.09417502412175144,0.197133997883084,0.0
352-93-2,0.09796278548606203,0.3226931844409569,0.4596117345601474,0.11973229551283376
18771-38-5,0.2292677500182813,0.32968731730800727,0.44104493267371137,0.0
34491-12-8,0.3982468620554938,0.5070445851905523,0.0947085527539538,0.0
110-81-6,0.10565828427295001,0.43740393046603476,0.3479252701125994,0.10901251514841594
70-29-1,0.11796219294419828,0.11195683407864329,0.66003792265952,0.11004305031763834
59865-13-3,0.34354390442162086,0.22101060745702245,0.21625809029221896,0.2191873978291378
17013-35-3,0.0,0.5976590471922872,0.2997198123179017,0.10262114048981123
67883-79-8,0.0,0.0,0.20609006460153034,0.7939099353984695
5837-78-5,0.0,0.10134764106118918,0.10914361290838924,0.7895087460304215
10484-36-3,0.0,0.2029259462054917,0.7970740537945082,0.0
19089-92-0,0.0,0.0,0.32962946196076204,0.6703705380392379
16930-93-1,0.0,0.12700462762849776,0.09373522822543896,0.7792601441460633
94-86-0,0.0,0.10679086215534517,0.5378801160791459,0.3553290217655089
12609-84-6,0.11144059069161343,0.21696901580671718,0.44778428133634945,0.22380611216531998
1264-72-8,0.056815810190354414,0.05103317095046764,0.7333455043432157,0.15880551451596228
108050-54-0,0.0,0.10786126102624331,0.33089093303325534,0.5612478059405014
83905-01-5,0.0,0.0,0.5927736192978907,0.4072263807021092
80214-83-1,0.0,0.0,0.4631906313575374,0.5368093686424625
81103-11-9,0.0,0.0,0.636113050606199,0.36388694939380106
14271-02-4,0.0,0.0,0.5961828167105522,0.40381718328944766
6683-17-6,0.0,0.7294919495690461,0.15781878827773024,0.11268926215322368
82664-20-8,0.0,0.0,0.7683580792867168,0.23164192071328307
11115-82-5,0.1130021951916826,0.32661098050538434,0.32756792665313644,0.23281889764979655
74381-53-6,0.0,0.6205696878592455,0.15392906722982003,0.22550124491093446
88321-09-9,0.0,0.11029091635479729,0.5618074197863607,0.32790166385884195
4147-51-7,0.0,0.0,1.0,0.0
7087-68-5,0.0,0.21527041605907107,0.672057265030258,0.11267231891067096
5827-05-4,0.5739380890778244,0.327208009051514,0.0988539018706617,0.0
3891-98-3,0.0,0.09190059362463406,0.2167658096373516,0.6913335967380143
642-15-9,0.33106232396779073,0.3325735843197091,0.10877470834147923,0.22758938337102086
1331-50-6,0.0,0.0,0.5510560701769897,0.44894392982301023
131929-60-7,0.0,0.0,0.446083580641651,0.5539164193583489
75443-99-1,0.5604042464221692,0.11601049889982107,0.21181121080331222,0.11177404387469748
67874-80-0,0.09286694038462277,0.0,0.0,0.9071330596153772
2964-06-9,0.0,0.786472339110259,0.1138783311670583,0.09964932972268255
973-21-7,0.33112764345551227,0.5254896510535707,0.14338270549091703,0.0
54767-75-8,0.0,0.3221756917233983,0.5777670539013249,0.10005725437527678
85785-20-2,0.10582128515354737,0.0,0.4227669743495881,0.4714117404968645
121158-58-5,0.0,0.1356187327783945,0.7629754445816358,0.10140582263996978
34264-24-9,0.0,0.5539838757153575,0.44601612428464243,0.0
31218-83-4,0.5654315162197601,0.21339821345248536,0.1084244000624787,0.11274587026527588
161798-03-4,0.0,0.10321301698345114,0.20996082977169506,0.6868261532448539
34381-68-5,0.0,0.0,1.0,0.0
20724-13-4,0.193047908830291,0.2198177645313844,0.5871343266383247,0.0
33857-23-7,0.3378851268509634,0.32786848554032627,0.33424638760871034,0.0
78193-95-0,0.0,0.0,1.0,0.0
108419-32-5,0.0,0.0,0.32217400434842053,0.6778259956515795
78113-36-7,0.0,0.0,0.7892337378438994,0.2107662621561007
26748-41-4,0.0,0.0,0.641981472739401,0.3580185272605989
68630-75-1,0.0,0.22948691299704435,0.0785812350076261,0.6919318519953295
82560-54-1,0.4306708427530387,0.5693291572469613,0.0,0.0
33236-08-7,0.0,0.6963105553445383,0.30368944465546155,0.0
26685-57-4,0.0,0.0,0.5570816638007431,0.4429183361992569
78-69-3,0.0,0.0,0.43779323996505803,0.5622067600349421
78-44-4,0.08475116650720632,0.0,0.8302107904257067,0.08503804306708698
81335-77-5,0.0,0.0,0.38294504998610224,0.6170549500138978
115767-74-3,0.0,0.09020645451933604,0.8121177679346443,0.09767577754601957
51893-82-4,0.35383124167335356,0.5404473784494669,0.10572137987717944,0.0
1610-17-9,0.0,0.0,0.9224301716281748,0.07756982837182526
3853-74-5,0.4425934336603304,0.44624082606323323,0.11116574027643641,0.0
834-12-8,0.0,0.0,1.0,0.0
72576-80-8,0.0,0.0,0.2503284833790742,0.7496715166209257
90622-57-4,0.0,0.09918503899064134,0.4802119957194627,0.42060296528989594
29804-22-6,0.0,0.0,0.4256690959263971,0.574330904073603
2035-99-6,0.17006650232600795,0.0,0.0,0.8299334976739919
2198-61-0,0.10951277183516901,0.08372059114758332,0.09328865785185526,0.7134779791653924
109-19-3,0.0,0.10261286135601896,0.12334448318871585,0.7740426554552652
539-90-2,0.0,0.0,0.20773311375971473,0.7922668862402853
55837-18-8,0.0,0.28157451190218363,0.5176759366602715,0.20074955143754503
57-43-2,0.11467844091947932,0.5977613189433105,0.28756024013721027,0.0
64-43-7,0.0,0.6804211971368196,0.3195788028631804,0.0
37205-87-1,0.0,0.09936713875481903,0.690057541703743,0.21057531954143793
16537-52-3,0.8288365594424242,0.09582620474277768,0.07533723581479812,0.0
24838-84-4,0.3488240652678206,0.6511759347321794,0.0,0.0
137863-20-8,0.0,0.8890050297388506,0.11099497026114945,0.0
21270-25-7,0.0,1.0,0.0,0.0
21270-04-2,0.0,0.9082115438165094,0.09178845618349064,0.0
109-15-9,0.0,0.0,0.22365864855757953,0.7763413514424206
97-87-0,0.0,0.0,0.17852494684285616,0.8214750531571438
112-11-8,0.0,0.09205640429679268,0.6733444169460291,0.2345991787571784
97683-31-3,0.10849688478793935,0.32205456074270555,0.11277100298961791,0.45667755147973715
1912-24-9,0.0,0.10387856316652165,0.6607317539614332,0.23538968287204518
68228-18-2,0.0,0.08465271731386835,0.8059181688068309,0.10942911387930095
57375-63-0,0.0,0.09778004663577766,0.3262375415890557,0.5759824117751666
3733-84-4,0.5636361786536,0.20743689843954288,0.22892692290685715,0.0
51162-51-7,0.5144460678350767,0.10048468600714482,0.3850692461577784,0.0
328-04-1,0.5365534355928976,0.08330296371797578,0.3801436006891266,0.0
29911-28-2,0.0,0.0,0.7973622211122195,0.2026377788877805
91315-15-0,0.0,0.117796638978393,0.4352726044254374,0.4469307565961696
40910-49-4,0.0,0.0,0.10426186291760857,0.8957381370823915
141-14-0,0.0,0.0,0.10128629916325778,0.8987137008367423
69929-16-4,0.0,0.0,0.08918057391267749,0.9108194260873226
134701-20-5,0.0,0.22886137359844136,0.33583679029790914,0.4353018361036496
113658-85-8,0.0,0.12437550531475847,0.7693210808010261,0.1063034138842155
10031-58-0,0.0,0.22707878076843113,0.5453341436966641,0.22758707553490487
40596-80-3,0.0,0.0,0.46316194288468426,0.5368380571153158
477-32-7,0.0,0.1766815868313792,0.6524994402749419,0.170818972893679
86401-95-8,0.08730312674879817,0.0,0.7159525421758786,0.19674433107532321
1020-35-5,0.6619065018782158,0.33809349812178424,0.0,0.0
5633-25-0,0.2834730029699632,0.08740866180592026,0.5425372127799134,0.08658112244420318
43033-72-3,0.28016922087024676,0.17271763412175736,0.46154109630100076,0.08557204870699504
51218-45-2,0.0,0.15333951433661488,0.846660485663385,0.0
2307-68-8,0.0,0.10620859158249334,0.7326884938293831,0.1611029145881236
38285-49-3,0.0,0.0,0.21486354849170217,0.7851364515082979
37172-05-7,0.0,0.11576103522258091,0.670729952258973,0.21350901251844606
7319-47-3,0.0,0.4283392697683461,0.3602937838644516,0.21136694636720238
314-40-9,0.18094758967828128,0.08792394407031383,0.6362254849408336,0.09490298131057127
105-46-4,0.0,0.09280913294004618,0.22827587787842063,0.6789149891815333
54839-24-6,0.0,0.0,0.5516718217060521,0.44832817829394783
141773-73-1,0.0,0.0,0.3972957772885346,0.6027042227114654
58327-22-3,0.0,0.0,0.09953388357854409,0.9004661164214559
236391-76-7,0.0,0.0,0.8926457056726819,0.1073542943273181
50602-40-9,0.0,0.11244144545489558,0.2246283531873386,0.6629302013577658
54546-26-8,0.0,0.33932483681525516,0.55215990707144,0.10851525611330477
41767-29-7,0.2440332740924936,0.0,0.6377113588094814,0.11825536709802509
25122-46-7,0.0,0.0,0.9000071352209781,0.09999286477902183
80474-14-2,0.11845781744685444,0.0,0.8006793584895255,0.08086282406362019
5787-73-5,0.0,0.10344175656595157,0.2198378537427444,0.676720389691304
2282-34-0,0.588313422356509,0.31469088124358136,0.09699569639990956,0.0
2917-19-3,0.5735576900543764,0.32698406822197695,0.09945824172364673,0.0
3766-81-2,0.09656820082641887,0.7189952352207079,0.18443656395287325,0.0
1225-25-8,0.13135523721277723,0.10349200816103568,0.6481617858471009,0.11699096877908603
27778-78-5,0.0,0.19777000710421336,0.8022299928957866,0.0
27684-90-8,0.0,0.3370211606254295,0.6629788393745705,0.0
35384-89-5,0.09330798260330374,0.22729844474765476,0.6793935726490414,0.0
24729-96-2,0.0,0.0,0.3669544415286029,0.6330455584713971
561-78-4,0.09135251829721963,0.5351092141809954,0.27972890418898577,0.09380936333279916
33499-14-8,0.0,0.14327990472183394,0.7629902678721572,0.09372982740600885
30238-40-5,0.0,0.06769653383761869,0.9323034661623812,0.0
123172-53-2,0.0,0.0,1.0,0.0
89396-94-1,0.0,0.0,0.3935607244756428,0.6064392755243572
64050-87-9,0.0,0.10043590997224346,0.588519642563217,0.31104444746453946
3614-30-0,0.0,0.1168383071648706,0.6635437469018557,0.21961794593327372
2753-45-9,0.0,0.11288067649543468,0.8871193235045653,0.0
68141-17-3,0.0997149719483214,0.10416653287263884,0.11814967816799837,0.6779688170110414
79985-89-0,0.0,0.6656079135861362,0.33439208641386364,0.0
82586-52-5,0.0,0.0845682935475879,0.5483941310386162,0.3670375754137959
22791-12-4,0.6733212530255881,0.10667591250352877,0.22000283447088317,0.0
70667-26-4,0.0,0.3926098266084752,0.09912053449670248,0.5082696388948222
7789-99-3,0.0,0.1071753448615137,0.4383083354197287,0.45451631971875767
106463-17-6,0.0,0.2160255432449952,0.663658444425369,0.12031601232963575
57558-46-0,0.10339239951840501,0.3173831032775792,0.46411859654663984,0.11510590065737601
33054-87-4,0.10292759777614753,0.10613215888783367,0.3598286944931689,0.43111154884284997
5389-12-8,0.2358603044818023,0.4958245002180188,0.268315195300179,0.0
1093653-57-6,0.0,0.0,0.3319122603105021,0.668087739689498
105-30-6,0.0,0.0,0.6748676860096033,0.3251323139903967
110-41-8,0.09255253460317474,0.09578689190011075,0.18766411807213754,0.6239964554245769
7786-29-0,0.0,0.08932879422428917,0.3735219579137748,0.537149247861936
123-15-9,0.0,0.0,0.5156055362738019,0.4843944637261981
42615-29-2,0.0,0.10215451404467803,0.6626361156003473,0.2352093703549748
97-61-0,0.0,0.2179715301424221,0.6730427044028533,0.10898576545472466
76-73-3,0.1316436056714831,0.5826502862342716,0.2857061080942453,0.0
309-43-3,0.0,0.749697073225013,0.250302926774987,0.0
66941-93-3,0.0,0.7668318113596342,0.2331681886403658,0.0
30677-46-4,0.0,0.0,0.7822359333493797,0.2177640666506204
623-40-5,0.0,0.10526529963108064,0.793586437077606,0.10114826329131336
123-96-6,0.0,0.0,0.22929005098816432,0.7707099490118356
43201-95-2,0.0,0.0,0.09991013956714596,0.9000898604328541
142-55-2,0.116762786781884,0.0,0.20945582953283712,0.6737813836852787
5131-66-8,0.0,0.09266517055249092,0.6985353614369155,0.20879946801059363
1569-01-3,0.0,0.0,0.7825020467178437,0.2174979532821563
81406-37-3,0.0,0.10250761700233083,0.6997392059752803,0.19775317702238898
99607-70-2,0.0,0.319899773093681,0.5499299899186011,0.13017023698771782
3084-62-6,0.0,0.5068604441221362,0.3986141051399717,0.09452545073789197
541-95-7,0.0,0.0,0.6702660807212348,0.3297339192787651
139001-49-3,0.0,0.0904579454825497,0.7153219893141134,0.19422006520333682
120-62-7,0.0,0.1025546493365659,0.7835178145931233,0.11392753607031089
557-36-8,0.0,0.09913975366671815,0.24882134743281456,0.6520388989004673
96-17-3,0.0,0.0,0.6910089883012444,0.3089910116987557
14765-30-1,0.0,0.0,0.44973343852502085,0.5502665614749792
99-71-8,0.0,0.3246853509223671,0.675314649077633,0.0
89-72-5,0.0,0.5697856802789677,0.32242581771266465,0.10778850200836748
61005-12-7,0.0,0.7154505846267267,0.19666787703668728,0.08788153833658587
88-85-7,0.3111565479377984,0.3775649931355933,0.3112784589266084,0.0
61614-62-8,0.1962048640162204,0.5025964885551517,0.21757952337865308,0.08361912404997474
104-89-2,0.12803180887389948,0.21303529808408114,0.6589328930420194,0.0
70700-29-7,0.0,0.10389203708196607,0.8961079629180339,0.0
96-29-7,0.0,0.2104837690348519,0.5450778841918489,0.24443834677329923
106461-41-0,0.0,0.48459864990398066,0.5154013500960193,0.0
84625-61-6,0.0,0.149263266049119,0.8507367339508811,0.0
78-92-2,0.0,0.11389495605389867,0.7722100878922026,0.11389495605389867
17751-77-8,0.0,1.0,0.0,0.0
21270-20-2,0.0,1.0,0.0,0.0
21270-21-3,0.0,1.0,0.0,0.0
21269-99-8,0.0,0.8007543904694118,0.09927311500249851,0.09997249452808984
21395-07-3,0.09771519429274388,0.7971162209614923,0.10516858474576371,0.0
83161-22-2,0.0,0.11214434842181815,0.4848299105709698,0.4030257410072121
513-53-1,0.0,0.09974075550329015,0.6824919321209856,0.2177673123757243
78-86-4,0.0,0.22103696233240133,0.43661622491830165,0.342346812749297
27970-79-2,0.0,0.0,0.678489627950165,0.32151037204983507
5412-64-6,0.09920014551115862,0.5838598728719758,0.31693998161686554,0.0
14417-88-0,0.0,0.0,0.6561117609917123,0.34388823900828774
59875-04-6,0.0,0.44037992927403125,0.4489877751314124,0.11063229559455641
13717-04-9,0.10506675784571282,0.33244278733237387,0.5624904548219133,0.0
138-22-7,0.0,0.0,0.2669238595130793,0.7330761404869207
53651-69-7,0.0,0.08884209544683733,0.3708693232675743,0.5402885812855884
99-79-6,0.0995244442919606,0.1437575296552566,0.3016154882775684,0.4551025377752144
122008-85-9,0.0,0.21328806638215117,0.6872932435229344,0.09941869009491444
10402-53-6,0.0,0.2664197041419529,0.6280873909154525,0.1054929049425947
34067-03-3,0.0,0.21718132094798112,0.7828186790520189,0.0
94876-55-8,0.12228313889158805,0.336981542876035,0.32514600159695617,0.21558931663542064
66941-53-5,0.0,0.6159480266857678,0.38405197331423224,0.0
86371-40-6,0.0,0.22588285079530893,0.6690395537599473,0.10507759544474374
130693-82-2,0.11358252059013987,0.0,0.5574949770520096,0.3289225023578506
29766-64-1,0.0,0.12322242866238851,0.6793840145706856,0.19739355676692583
63716-10-9,0.0,0.0,0.7821862869726606,0.2178137130273394
1569-02-4,0.0,0.0,0.5704077221180905,0.42959227788190935
1083-57-4,0.08709933766926019,0.18648609358972484,0.726414568741015,0.0
7493-57-4,0.0,0.0,0.2613993146415246,0.7386006853584755
59323-76-1,0.1098527747087805,0.10817882923349229,0.44450489851048636,0.3374634975472409
27205-24-9,0.0,0.0,0.7586675348159858,0.24133246518401427
1647-12-7,0.0,0.42024710474426813,0.33452590802821675,0.24522698722751526
14631-45-9,0.22011212778389808,0.2125220552129499,0.3444303241251145,0.22293549287803766
7698-97-7,0.0,0.4443939005985837,0.44462109893409424,0.11098500046732207
92454-60-9,0.0,0.0,0.6612086246071858,0.3387913753928143
120-45-6,0.0,0.38898055939796633,0.3288342456735757,0.2821851949284579
10137-87-8,0.0,0.3678472197269678,0.5397660735318434,0.09238670674118878
54335-73-8,0.6788657211096859,0.32113427889031404,0.0,0.0
83435-67-0,0.0,0.0,0.5018149367292858,0.49818506327071427
82586-55-8,0.0,0.0,0.3947701135987167,0.6052298864012833
87333-19-5,0.0,0.0,0.7389028606249611,0.26109713937503887
16118-49-3,0.0,0.10786405964329893,0.5683886074743291,0.32374733288237206
16378-22-6,0.0,0.10735293257130113,0.685780923333163,0.2068661440955359
22212-55-1,0.0,0.08182039342709273,0.6915945728603593,0.226585033712548
97-64-3,0.0,0.29516161810749536,0.5714822289620818,0.13335615293042274
87237-48-7,0.0,0.5503205839362211,0.28653454629105807,0.1631448697727208
66441-23-4,0.0,0.2163669227009484,0.5680029812465525,0.2156300960524992
66441-11-0,0.0,0.10352198314033823,0.67748654053127,0.21899147632839178
2556-10-7,0.0,0.0,0.27364353049771667,0.7263564695022833
51-14-9,0.0,0.0,1.0,0.0
145040-37-5,0.0,0.7655144740691653,0.2344855259308347,0.0
54350-48-0,0.10815887386731171,0.221769414199162,0.22195453139398935,0.4481171805395368
50765-78-1,0.0,0.4445556242217781,0.555444375778222,0.0
50765-95-2,0.0,0.49845215166562734,0.5015478483343727,0.0
461432-25-7,0.0,0.2122891925745606,0.33148104861178096,0.45622975881365846
54406-48-3,0.0,0.22830685038471163,0.4289433997508758,0.34274974986441253
79-81-2,0.0,0.0,0.32559262092839275,0.6744073790716073
53839-71-7,0.0,0.0,0.7623029459499572,0.23769705405004296
106-29-6,0.0,0.0,0.0,1.0
61750-69-4,0.0,0.0,0.0,1.0
40267-72-9,0.0,0.0,0.0913460887310299,0.9086539112689702
3290-92-4,0.13193828103613636,0.096782642485325,0.09757270592290612,0.6737063705556325
53083-27-5,0.09138316611590559,0.0,0.5431521565690461,0.3654646773150483
19089-24-8,0.0,0.0,0.7657299849598515,0.23427001504014858
70381-67-8,0.09507479204935043,0.28718045671540926,0.6177447512352403,0.0
17689-77-9,0.11124369396997093,0.2074156509382865,0.4425322226596638,0.23880843243207864
145650-60-8,0.0,0.10395113939635243,0.4560438332500512,0.4400050273535965
97-41-6,0.0,0.35706571488735267,0.43273586565743527,0.2101984194552121
84012-64-6,0.0,0.1075969963854332,0.22589957932394258,0.6665034242906241
144-39-8,0.0,0.0,0.0919071607062793,0.9080928392937206
61931-80-4,0.0,0.0,0.09577034070510605,0.9042296592948939
64748-21-6,0.36288865496247663,0.40196535426486124,0.23514599077266216,0.0
82163-55-1,0.0,0.10669268156995508,0.7825110783480281,0.1107962400820167
50765-88-3,0.0,0.8715259536951115,0.12847404630488854,0.0
90729-41-2,0.09939613724869228,0.2769802228732364,0.6236236398780713,0.0
57846-36-3,0.10229663270499131,0.5340702011119431,0.28784155759207275,0.0757916085909928
39562-70-4,0.08341984741268696,0.22008518565773993,0.6964949669295731,0.0
638-10-8,0.0,0.0,0.7836561935749887,0.21634380642501141
106700-29-2,0.11377685907383513,0.0,0.6680284888998514,0.21819465202631352
61792-11-8,0.0,0.0,0.7291129882304931,0.2708870117695069
24199-46-0,0.0,0.0,0.7949929116580382,0.20500708834196188
70381-28-1,0.0,0.5608028444620128,0.4391971555379873,0.0
132031-81-3,0.0,0.0,0.5539880019986493,0.44601199800135066
80310-21-0,0.0,0.2184252627235121,0.7815747372764879,0.0
56611-65-5,0.0,0.0,0.8863670517661671,0.11363294823383285
13925-07-0,0.0,0.10215556555278411,0.8978444344472158,0.0
70381-39-4,0.0,0.5461258608821311,0.45387413911786895,0.0
149543-07-7,0.0,0.09771214824313361,0.726997103927033,0.17529074782983348
15911-11-2,0.0,0.3446513759933417,0.6553486240066583,0.0
88-29-9,0.0,0.0,0.8112633766325602,0.18873662336743974
68480-17-1,0.0,0.0,0.6508525002256964,0.3491474997743035
5957-75-5,0.0,0.2124540383333332,0.7875459616666669,0.0
35044-59-8,0.1117332093448939,0.22110029110458518,0.5566163539982284,0.11055014555229259
125055-60-9,0.0,1.0,0.0,0.0
