CASRN,LD50_RF_mordred
57472-68-1,1.018937328222841
27138-31-4,1.015710626321844
13275-18-8,0.9814705928889341
14663-72-0,-0.6184707820292571
579-56-6,0.672117866432119
7681-93-8,-0.13959943890656779
6280-75-7,0.3729705194245283
93-96-9,1.0233259154994312
4351-70-6,0.01171169875807614
21145-77-7,0.5230555642177049
359-83-1,0.09015278775289898
123298-28-2,0.49571611745143873
57646-30-7,0.6263371558615103
105-85-1,1.3057533370352488
8000-29-1,1.3778394404762566
51566-62-2,0.9971444623093458
502-47-6,1.251537235735519
16409-43-1,1.3092689300675358
36798-79-5,0.44813941812024843
111479-05-1,0.4982125121830151
5370-01-4,0.560720145914639
40766-31-2,0.9315419932732166
95719-24-7,0.8347243736800647
58430-94-7,1.2251671756661642
77-54-3,0.7561066707294591
5634-42-4,0.4479322420778979
80449-58-7,0.9208508653215028
2885-39-4,-0.12801584881253225
34681-10-2,-0.26635024514865474
1477-79-8,0.3011490115206594
62-51-1,0.9793488979271303
108-65-6,1.4790331032782211
23541-50-6,-1.1989978999457298
63170-60-5,-0.2077919847529451
27813-02-1,1.0715857197474168
3644-61-9,0.4312134129777659
22683-78-9,0.4140678969560206
60789-89-1,0.48443262074898397
10402-52-5,1.3038065629787654
40552-84-9,1.0474314841582812
143692-40-4,0.22946302743017435
1331-12-0,1.4096766482838636
72619-44-4,0.13015444651331595
68683-30-7,0.6750440028841873
57852-57-0,-0.5430406238091717
39472-31-6,-0.8744702200304172
6731-36-8,0.9491068337283154
33704-61-9,0.9557626889973506
91-51-0,0.4143669449182151
3302-10-1,1.1370353435855611
71500-37-3,1.1468594368533105
80-54-6,1.1314675843049808
12002-53-8,0.6912032465628222
140-57-8,0.46510045806921096
57018-52-7,1.2521787067402197
60560-33-0,0.022924435024521347
32222-06-3,-1.6291596326602005
93503-00-5,-1.758773344206236
1845-38-1,0.9940196035661363
456-59-7,0.6840810123043951
53445-37-7,0.7461265762632311
18479-58-8,0.9779507499729145
21564-62-5,0.4058310185916926
21564-60-3,0.28280783262519704
107-41-5,1.2681085160859111
10141-15-8,0.9588328492783339
32568-89-1,0.28694091547634865
3407-42-9,0.88660164757622
5585-52-4,0.5230787517029867
5076-19-7,1.3449213399800939
302-95-4,-0.07627410939029117
1403-66-3,0.38448605925771273
26419-73-8,-1.7807881699275971
1215-83-4,0.22208338283091766
523-86-4,0.049501104495879425
6970-59-8,1.0190385310284171
83805-11-2,-0.6371239084970367
6754-13-8,0.22474317610724218
551-36-0,1.0206273284225835
2275-23-2,-0.7272759971372524
5588-10-3,0.49272949430514834
101-40-6,0.538569718282376
300-42-5,0.30904645124262997
1199-85-5,0.3426207591646886
6988-20-1,-0.3570676161526883
926-93-2,0.16942319685608853
894079-42-6,0.7308549454898277
57-92-1,0.648747097020503
66637-32-9,-0.7170337275822096
106358-90-1,-0.7899327402734824
59375-71-2,-1.125395230783177
59375-66-5,-1.3060626352388314
54266-57-8,-0.6373501227392293
1563-67-3,0.4553975179578328
54266-46-5,-0.6191167675185705
67151-63-7,0.7436814999121633
97-84-7,0.6325187057757816
13115-40-7,0.20109402242397847
5585-67-1,-0.22058488059609474
5585-73-9,0.35174176554094405
521-78-8,0.3730141951872321
84-96-8,0.3093370193419018
70133-85-6,0.18952444828942439
108-16-7,1.2037607177732463
5636-83-9,0.30134295720160054
1225-60-1,0.21322461458368983
22212-93-7,-0.5491463463782497
23915-73-3,0.4407766110191396
2449-49-2,0.34858149515821274
20170-20-1,0.4115994248261554
1892-80-4,0.545969017775669
603-00-9,0.45615950482197987
66637-35-2,-0.2187548307480284
801-52-5,-0.323474055617692
61738-05-4,0.44375754812021906
34769-67-0,0.5354139724524511
2079-54-1,0.3086606864908176
56393-22-7,0.5985465330265077
64399-29-7,0.47047946778326954
67055-59-8,0.48401878265151
7635-51-0,0.46360946110562945
3766-60-7,0.5155989746519575
68690-89-1,0.24382467241622438
25724-11-2,1.1630023470309758
32358-07-9,-0.0962335360264933
10143-67-6,1.4167562430785323
2801-68-5,0.6065691327017412
90-87-9,1.0263443751603454
33419-42-0,-1.3391806151437535e-05
67329-03-7,-0.4341013856074334
106065-10-5,0.8563024621361666
74150-27-9,0.2888642982754876
10024-70-1,1.5996186866748556
1589-47-5,1.4058465522923078
60676-84-8,0.4601163706041995
73573-87-2,0.5005855618275189
6142-38-7,1.536944493843085
16777-42-7,0.5106836968848556
22204-53-1,0.6389433092683995
97699-81-5,0.1399549669082076
110599-10-5,0.5475263191084172
110599-11-6,0.5985263919223794
38835-17-5,0.5065113857170551
108912-17-0,0.4940363649614108
52756-25-9,0.5659683136474214
51338-27-3,0.4635708153684283
69806-40-2,0.34727723849983133
34885-03-5,1.1522484327496014
55066-48-3,1.1541072024091343
589-92-4,1.079862562246098
15520-10-2,0.6500695085904986
6280-15-5,1.1674595636330107
2470-73-7,0.2464200884343643
19142-68-8,0.24024652197280386
9046-10-0,1.101958429607343
1982-49-6,0.5964339792244439
77287-90-2,0.09239921540146846
31291-71-1,1.3206511123717508
18069-17-5,1.3290500784506758
1123-85-9,0.98847299931967
116287-13-9,0.3049432249544588
112344-52-2,0.34596190152738493
37795-71-4,0.5371544915038038
62571-86-2,0.5273150716521542
13330-31-9,0.5406494469720127
357-56-2,-0.0630218799412162
590-88-5,1.033696222833174
78-90-0,1.0104479461471985
10171-78-5,1.2869863242321882
29670-17-5,0.44162585395367404
52663-81-7,0.6678380750332319
59182-63-7,0.39654065309981035
5586-87-8,0.3700356813720087
49561-54-8,0.29516326956186756
30007-14-8,0.34688778527100844
1944-12-3,0.7411878976916266
136-69-6,0.5138987292137679
10138-74-6,1.3635575154283206
109-07-9,1.3316455051432106
17590-01-1,0.5690232682536577
75-55-8,0.7290176064395588
94-91-7,0.7231960776050909
114460-08-1,0.3022702967269565
537-61-1,0.36472156026754654
3478-94-2,0.2852093121881533
59-96-1,0.22711128630552604
23256-30-6,0.44320645789435037
74277-10-4,0.8965896675923541
2425-66-3,0.25388304352184615
107-89-1,1.4491711899535558
57-55-6,1.9832299379162321
4189-47-3,0.380496821407683
770-35-4,0.9515190383666078
999-61-1,0.9261166378611536
29053-27-8,0.6242270795820767
2568-25-4,1.1624553135717157
4353-02-0,0.4475600912275416
709-90-0,0.8424892306033283
159264-96-7,0.5958949916285996
303-47-9,0.5136948580418877
19224-26-1,1.1939161723233331
119446-68-3,0.3941360805473209
6423-43-4,0.44897058976375254
75-56-9,1.1568010313092776
1072-43-1,0.8096379112661792
78-89-7,0.41645310866753854
78-87-5,0.8675791336513436
16529-56-9,0.4574432746891234
93-53-8,1.1080874240509584
64037-53-2,0.6294267775670948
21267-72-1,0.5539339515633227
3626-56-0,0.865060226455528
78-97-7,1.1309919029538897
1967-16-4,0.4791299490686381
74068-00-1,0.49973818173883083
14838-15-4,0.712760276972688
50901-84-3,0.4575635684794369
117-27-1,0.2412127549008076
1193-81-3,1.0304673744975155
69056-38-8,0.6671680983999905
65489-05-6,0.2916626466082355
78168-92-0,0.3784486703470326
19408-46-9,1.0658804535274113
56180-94-0,1.010380999334822
3094-09-5,0.5001506402770944
70886-61-2,0.4108907707007673
598-77-6,0.8311179990813599
55418-56-9,0.3510973942698192
47073-92-7,0.5635462885316163
95719-25-8,0.7999523374000965
80382-23-6,0.47079511952252684
5005-84-5,-0.07394653808357873
55843-86-2,0.5932364776163189
40828-46-4,0.3612806044658379
81265-54-5,0.25255127250000947
56355-17-0,0.5612994428342329
52549-17-4,0.315442564487542
34691-31-1,0.7869760731882186
56427-43-1,-0.5212116939372717
30087-33-3,0.28977686027154076
53716-49-7,0.085513955080634
66934-18-7,0.19625055556713183
51234-28-7,0.28017657795512435
55690-47-6,-0.3197934076930725
55689-71-9,-0.09429794210117605
5104-49-4,0.14900641721377644
31793-07-4,0.3803075901562942
41363-50-2,0.6573555500786142
72619-41-1,0.12595385945255227
158836-71-6,0.3363460787498037
67700-30-5,0.13616358179663446
188416-20-8,0.36831654880684045
1331-41-5,0.80476147708623
2126-84-3,0.40320483861876283
7654-03-7,0.6931239260077524
33368-94-4,0.6157359072849375
119-51-7,0.8172536999296176
55294-15-0,0.38057309163117276
98-85-1,1.0668359874469748
42818-60-0,0.24355391515467056
54335-70-5,-0.3347039098912985
52570-16-8,0.6204451750761455
87757-18-4,0.5313974651383837
26129-32-8,0.5838763397064807
40843-25-2,0.4892070163511272
105512-06-9,0.3969390225528981
1953-02-2,1.0260541212458987
598-78-7,0.6943217881910633
1501-84-4,0.7029307086947276
76-00-6,0.7430758734537567
66941-48-8,0.22760039112830696
20602-57-7,0.8913191990957902
35782-82-2,0.8316321167034456
20866-13-1,0.4846826167576051
14689-97-5,0.007161604505156629
2592-62-3,-0.38718983006654917
497-26-7,1.3414278285391426
75-34-3,0.8553933456997441
50765-96-3,-0.07043379481080042
22094-93-5,0.30900247336362285
4957-16-8,0.8042669800905756
4474-24-2,0.5043657355647134
465-42-9,-0.18643429402009143
85801-02-1,-0.12334260533965324
70-38-2,0.8079575558369827
50765-94-1,-0.16080876829112598
59263-66-0,0.23491140244877107
33089-61-1,0.32376099113341666
90268-24-9,0.3479428220411036
50765-93-0,0.019656548782337774
627-70-3,0.7858109117106166
4602-84-0,1.2464013533897036
64218-02-6,0.9956928737036316
105-87-3,1.3572304606856
94238-00-3,0.17302421924339037
3772-23-4,0.7368276146789834
6358-37-8,0.43469518865714707
95-93-2,1.267136708987981
527-53-7,1.2614889087496277
5384-21-4,0.7971281266622455
89269-64-7,0.4822748626079176
89427-45-2,-0.5303516143215675
73840-50-3,0.6873833186915622
1124-11-4,0.66354156755424
10543-57-4,0.6713924670522848
1709-70-2,0.5173010815119914
40580-62-9,0.3314054880928889
121-21-1,0.49464023640497257
23031-36-9,0.740077333526633
97-11-0,0.2767932949792616
27223-49-0,0.8141405831918344
477-33-8,0.3022548041963902
29171-21-9,1.0229741527274743
82508-32-5,0.03619784255167061
2686-99-9,0.08979527046924103
3971-89-9,-0.023284619807175548
98124-08-4,0.42574602038681636
86780-90-7,0.5679460311629778
5585-39-7,1.116166992104051
459-80-3,1.1522190798178937
1786-08-9,1.2387677601882978
110-93-0,1.2512697132778214
586-62-9,1.1792173481660495
68555-58-8,1.1402134210463815
137927-76-5,0.43873457460782345
1191-16-8,1.6190583310642843
13884-43-0,0.624869208502764
97-36-9,0.7457371423058508
78-32-0,0.3621582320417856
95-63-6,1.5290004587948638
938-18-1,0.8604786404026912
88-05-1,0.8415895622520551
108-75-8,0.7307706811059886
78-30-8,0.9591180034856504
27945-43-3,0.39234774818067597
700-13-0,0.761360316101058
14667-55-1,0.8433448959825236
28730-17-8,0.5248169456950239
73622-67-0,0.5044600376466011
18869-73-3,0.24763823930545695
2169-64-4,0.6373117292980792
96-69-5,0.9005276341292948
96-66-2,0.6418452131376237
41208-07-5,0.2635837435523938
1445-23-4,0.8934700643004766
1218-35-5,-0.05245183602127958
59708-57-5,0.47375261103867955
2487-01-6,-0.37482234319685326
79006-76-1,-0.25206089089216716
96515-74-1,-0.007603872428072822
50588-13-1,-0.1463029170139628
50700-72-6,-0.2234652034799879
34388-29-9,0.7359610295180483
121-29-9,0.28488184876797124
26002-80-2,0.43246826344901895
70-43-9,0.30807643264929246
23031-38-1,0.8583166764377363
72963-72-5,0.24300376755249947
14297-81-5,0.7736461813212219
124416-41-7,-0.10031161879085888
14901-07-6,1.0720330552417683
25812-30-0,0.7630325772011366
80-26-2,1.1334412639741311
78-70-6,0.7582549157347148
315-18-4,-0.5037957820318666
2032-65-7,-0.46449733488690453
2635-10-1,-0.3275493632631079
2655-14-3,0.3202304796952676
2425-10-7,0.10380620558708281
671-04-5,0.011846517429148122
66871-56-5,0.36608044614121465
6392-46-7,-0.039220234690003755
79006-73-8,-0.22274521729985497
23103-98-2,-0.44091108978412896
548-84-5,0.21050094245313208
38035-28-8,0.05003741173335258
59669-26-0,-0.44032408027602665
68789-90-2,-0.4684692174871448
50765-87-2,-0.17266915170897104
100751-82-4,0.22084043769323833
88296-62-2,0.2896689068385374
68789-93-5,-0.33481630339875934
123252-99-3,0.2880183036435796
50528-97-7,0.32404699334103465
61676-87-7,0.49013576700593814
58011-68-0,0.2904836251206707
25505-97-9,0.47452808249431666
24303-87-5,-0.34590208401299943
55-37-8,-0.3457342242136311
64011-88-7,-0.7874552365369002
18694-40-1,0.39166615909475205
73590-58-6,0.4107951579378246
21829-25-4,0.8349487204711964
71653-63-9,0.355269924079074
88046-00-8,0.6378283930482521
484-12-8,0.5575053749019873
50563-36-5,0.5624033874858128
77732-09-3,0.42258579444736705
24280-93-1,0.47594952856766226
132203-70-4,0.21833281805327173
62751-73-9,-0.4819942054401397
67369-99-7,-0.038318478120710694
6962-44-3,0.7626486838088653
38168-64-8,0.1981864168210969
139958-16-0,0.42634416238898476
60568-05-0,0.6238063015534059
4619-66-3,0.9369585039466061
99522-79-9,0.35013959406319917
73698-59-6,0.5994073242578234
89226-75-5,-0.07907171242254726
91599-74-5,-0.057891573799587266
68483-33-0,-0.22861909615629114
30748-29-9,0.32054231458673854
59204-74-9,1.0762689892384807
63704-66-5,-0.16410964842195203
5205-11-8,1.2892997303086613
107-86-8,1.1217481787764823
4479-75-8,1.0183193730455407
101030-72-2,0.8714862960029568
541-47-9,1.0312316258507537
26485-81-4,0.6492099849284103
137927-77-6,0.41330803063377664
137927-78-7,0.47178200033407225
1752-30-3,0.29583555789036897
67-64-1,1.2405037474229972
2082-81-7,1.2179788658150648
109-16-0,0.8665570300713273
99-48-9,0.9978724649437545
814-78-8,0.9248991411730272
110-13-4,1.0906054541079164
123-54-6,1.236373815019027
86-92-0,0.6010884751718131
93-68-5,1.0051934608088589
20139-55-3,0.7285613631834179
5185-97-7,1.6734134827427494
128-80-3,0.24365047869140202
108-38-3,1.399211714110565
68908-87-2,1.0205663447715574
6613-44-1,1.0210593696492054
108-69-0,0.7621409763024984
1665-48-1,0.553460163527546
17291-89-3,0.7395118081610806
13730-09-1,1.2375328056043222
95-78-3,0.9079339643679567
21436-96-4,0.8581166777102303
73839-60-8,0.3561181558805374
3761-53-3,1.1316266044513152
89-87-2,0.892348366173638
105-67-9,0.6568202906647383
80567-67-5,0.6077795010790898
589-93-5,0.6167211274141939
108-47-4,0.6475420089438143
95-47-6,1.4473644205511054
95-64-7,0.9085641772360515
95-65-8,1.0491931313020377
72364-91-1,0.36159293436347756
1799-79-7,-0.588256945722561
17291-84-8,0.756410709042732
87-62-7,0.8736186473071523
88069-67-4,0.2868262897603659
5294-61-1,0.35165712218771805
77191-36-7,0.5991130140146339
7361-61-7,0.3569785764238137
72-57-1,1.0220405119081077
30544-72-0,0.38934910219326047
67129-08-2,0.5506657592780714
576-26-1,0.9618574361579215
47465-97-4,0.09736786590520814
3875-72-7,0.15673020307437752
6360-54-9,0.7619227009251058
21894-02-0,1.164696744679471
4418-66-0,0.3230270511920571
5825-79-6,0.7019448448785761
122-00-9,1.1374427839422572
625-84-3,0.6722905031009114
67-51-6,0.536048694375418
123-32-0,0.807353276025237
147160-51-8,0.7759407082678319
147160-52-9,0.7928458594591663
53112-28-0,0.5103814983641709
108-50-9,0.7958218651408435
25724-50-9,0.5212468121766304
95-26-1,0.7261220099089919
2216-45-7,1.2323663025446812
64039-28-7,0.9077254816681555
5724-56-1,1.2862588492040252
61-68-7,0.4942020011147665
50892-23-4,0.2969191202529634
89427-22-5,-0.6776677445268348
1901-26-4,1.1313262945367757
28802-49-5,0.9005993102399896
47000-92-0,0.06436357633510494
72-44-6,0.4018860910141625
963-34-8,0.3169005254122497
3214-64-0,0.39333988776396783
28562-70-1,1.0241209904776614
21312-10-7,0.8507879376595954
65183-11-1,0.4281825923514017
6358-85-6,0.2433350444900052
13051-49-5,0.6545826850640327
57-97-6,0.6747764971456751
62450-06-0,0.3509213503060635
5910-89-4,0.794420155374872
74050-94-5,0.8267575860673401
10049-83-9,0.8725543653312985
73840-49-0,0.544801536007924
15911-15-6,0.4398447882440709
431-03-8,1.069679570693478
55290-64-7,0.20959331611509194
6092-18-8,0.5331275071108372
67-03-8,0.42620221743894865
21452-18-6,0.5542863872806552
17433-39-5,0.5744130282795926
10268-78-7,0.788085937296263
4321-69-1,0.9574960303651525
5003-48-5,0.7859561882022615
19249-34-4,0.7581353840375239
13256-19-4,0.518752418991413
111-21-7,1.2994721952666402
111-55-7,1.330909468934003
7250-71-7,0.8790319404970863
869-29-4,0.7063940465471767
10140-75-7,0.29823162049233437
5459-90-5,0.3645677034803202
108-24-7,1.1554912318218826
115-33-3,0.3320281922232703
14008-48-1,0.44760226653302954
1466-82-6,0.8509243140827307
2678-29-7,0.6442219537031036
128-37-0,0.6922999022371831
66575-29-9,-0.24357696400520934
356-12-7,-0.7604671606635212
27726-31-4,0.4082261525018418
98-51-1,1.2600570554784212
15148-80-8,0.3686364656427539
36556-75-9,0.4203005590547684
75-97-8,1.0684617317664065
3204-27-1,-0.4907804907264219
5902-51-2,0.36246986069481196
540-88-5,1.4187808745407693
26944-48-9,0.4012767236520566
4785-72-2,-0.49967755380260187
22791-20-4,-0.5299476687004787
20417-83-8,-0.043573869448691044
16339-21-2,0.5020627765862486
3056-93-7,0.14790969601194684
2889-58-9,0.9810104088465963
2094-99-7,0.9816547280483474
78-59-1,1.0315103208195264
471-01-2,1.0230618527142703
19213-12-8,0.5038799827251158
17191-84-3,0.2830404547638552
2873-97-4,0.8873256724644186
74277-15-9,0.4164819156416537
123-42-2,1.2865615696977086
5986-38-9,0.6148272374422834
1118-39-4,1.1254461488597525
103-07-1,1.1390036477890835
151-05-3,1.1953595555439884
13466-78-9,1.2709249985515136
147-47-7,0.6937480748429943
15545-38-7,0.9017766556795882
80-56-8,1.4535153276764814
15440-51-4,0.9119674904769853
15545-42-3,0.8022809750104708
82657-04-3,-0.26257301425610086
79538-32-2,-0.2860016395342512
128-51-8,0.9581184188631843
4478-63-1,1.1669097888369013
18172-33-3,-0.19061710172523655
642-78-4,0.8868645516710691
1847-24-1,0.68973350850349
13412-64-1,0.9653778829680678
23930-19-0,0.5991965745674706
507-59-5,-0.6197492477028013
507-60-8,-0.9706755083283536
18470-08-1,-0.04314184960350292
13265-01-5,0.48096873558094366
1920-21-4,1.0219308656542945
17702-57-7,-0.39097033887987753
14144-91-3,-0.49641805352948176
64050-03-9,-0.47677557143117155
82875-36-3,0.718184187032853
6923-22-4,-1.374265274121366
49564-57-0,0.6319813233310083
5248-39-5,0.625898158225038
3566-00-5,-0.18989074764990216
64748-15-8,0.2870719148090616
14628-06-9,0.0026561263298474306
4116-10-3,0.4925270176508175
51481-61-9,0.35747349393537786
34839-70-8,0.46194029637617473
14260-40-3,0.4002111588174327
21787-80-4,0.463436187580068
1129-41-5,0.7607951513623066
21124-13-0,0.4852377444211266
57647-53-7,0.3793945789607754
644-64-4,-0.13063750706848593
58-15-1,0.48640660426035937
98617-19-7,0.15044321423497872
141-66-2,-1.4669834994088977
1165-48-6,0.02059250283271071
69884-15-7,0.3454942316953379
68104-02-9,0.3663521825598879
2867-47-2,0.9085951219029028
102410-39-9,0.3855399851691304
341-69-5,0.212292682890747
74758-13-7,0.35098888666668837
31635-40-2,0.41222707948658427
99-97-8,0.39832402837076014
55-80-1,0.45786947700386066
21540-35-2,0.2701369871717501
7203-89-6,0.29917259832800414
15545-48-9,0.3974638969913983
28217-97-2,0.3633878742505995
132147-50-3,0.4745491941027405
535-89-7,0.42002771981440257
20240-98-6,0.3552895502115146
5810-11-7,0.3674299049548293
32150-76-8,0.285953344314621
63979-29-3,0.47230794644793744
3789-78-4,0.7976530954079268
21677-26-9,0.7989288275500854
127-19-5,1.0961086194988856
1933-50-2,0.2820126179130489
87344-16-9,0.3661645764938173
6493-05-6,0.4744503433376175
68-89-3,0.5262269725940361
88338-63-0,0.3559894458033023
25601-84-7,-1.1783932367026546
22787-53-7,-1.301415474763107
54473-31-3,-0.6241881915381012
98124-07-3,0.4859402297491744
87344-06-7,0.5276832305508471
550-28-7,0.4269996623892609
36304-84-4,0.37157164799773934
62783-50-0,0.16208356445407263
62783-49-7,0.2555353991237308
26155-31-7,0.12608000002730224
62783-48-6,0.43606083406216223
80-11-5,0.4386133626158185
31642-65-6,0.296609008562136
93738-40-0,0.4368417069194567
64092-48-4,0.43626919353452553
30652-11-0,0.8954267704338955
27223-35-4,0.31405636925691505
79442-83-4,0.5592952656969088
60-80-0,0.7361986568640057
64049-33-8,0.5306466808052022
71561-11-0,0.5088829551565394
34375-78-5,0.5264046323716562
83-07-8,0.584614358190708
7417-67-6,0.296356831008107
3196-50-7,0.2843758431274875
60-31-1,0.5957809318830991
16006-75-0,0.5526215854618137
64011-84-3,-0.6949868121558076
298-01-1,-0.936491888080893
57846-35-2,0.0017201064862993832
55-38-9,-0.48531813686672476
14086-35-2,-1.002941832274597
3761-42-0,-0.6516052871277668
83-79-4,0.333368736923555
4433-79-8,0.5472880266696895
65008-94-8,0.5219079309551908
30011-11-1,0.47673468611197284
5826-85-7,-0.47733448784901106
2255-17-6,-1.2769203510715494
122-14-5,-0.5748563591724865
51356-08-2,-1.1527388641195502
22620-72-0,-1.038182189113901
2703-61-9,-0.3549411733528216
72732-56-0,0.478524607304633
58186-27-9,0.7374116061837708
153-87-7,0.2438278333483923
82875-38-5,0.5898971101027201
185119-76-0,0.3695646798738688
13265-60-6,-0.4943799800906484
1741-11-3,-0.2651307747208148
3566-76-5,0.06565232406996072
3344-14-7,-0.8728847228665436
30560-19-1,-0.22857715054591224
22502-03-0,1.3216378401150184
3131-27-9,0.8381032357566239
42924-53-8,0.8572214852307887
122-48-5,1.0177091698886482
39562-22-6,0.6421449357973756
105-45-3,1.3229184328953467
122-84-9,1.0936345239106817
5437-98-9,0.6736648420797178
3610-27-3,1.5452705788055556
629-38-9,1.4908866324541798
110-49-6,1.6258687942018133
93-51-6,1.0085106149942695
99-75-2,1.1480114350742312
13684-63-4,0.8339158410263602
80-48-8,0.6636276986038452
80689-16-3,0.6470591267086084
23287-26-5,0.9997166604951395
14205-39-1,0.9681172173233347
73698-62-1,0.6874980140510181
82-57-5,0.5214395210432126
64037-75-8,0.7117079796696328
64037-74-7,0.5497973417240011
50-07-7,-0.1812058476222259
20168-99-4,0.23705297149611937
27035-30-9,0.12234011842556217
65189-78-8,-0.16353510606279253
53164-05-9,0.034765292390486174
62751-72-8,-0.3644405575149412
67369-98-6,-0.2395998774760006
60051-79-8,-0.22107565405662036
31230-24-7,0.6492022100794114
94125-34-5,0.441192826319894
5652-84-6,0.5362850734516565
38205-64-0,0.5790617386497818
22862-76-6,0.6402203136192529
82273-25-4,0.748980006762389
93-28-7,0.9699395699051973
2636-25-1,-0.4847645673261607
23793-23-9,0.9029035955513512
161193-03-9,0.814724671316926
3120-74-9,0.69194755767476
14143-28-3,0.7957645262169697
1671-49-4,0.7935722855842242
122836-35-5,0.24533681491675122
4786-19-0,0.5767960239661073
563-47-3,0.8831826062758896
78-85-3,0.5713693436964022
126-98-7,0.517625310141817
30950-27-7,0.6484738003070242
79-39-0,0.9129017955617458
923-02-4,1.0800631232084026
19243-95-9,0.8634633244277293
2164-09-2,0.626017440019769
79-41-4,1.038844943469295
4513-53-5,0.7424853671604593
30674-80-7,0.8954160224181644
52628-03-2,1.0990879511780711
1464-69-3,0.8431726490583564
1888-94-4,0.42615425859544726
96-05-9,1.1799888193968178
2495-37-6,1.129553935073479
23395-20-2,-0.2101509063570808
58458-52-9,0.8071034726242862
58458-54-1,0.7368110920612961
58458-56-3,0.5463666013322676
756-91-2,0.1302513370851952
89-25-8,0.6873744738262457
123312-89-0,0.4951277421639268
1071-73-4,1.3288062796435038
853-34-9,0.37290209744166036
5471-51-2,0.9454454687207184
123-76-2,1.3406213529794941
2610-86-8,0.07922314740879531
152-72-7,0.24794385661482735
81-82-3,-0.15852909249877128
53460-80-3,0.42026067275140705
102-01-2,0.8904235086953246
93-70-9,0.7996978998423379
78-95-5,0.3722214983915234
108-88-3,1.2274434272082422
21173-27-3,0.7488202011247048
72239-30-6,0.09441123998232352
589-18-4,0.8858899521887301
622-97-9,1.3009975358061228
104-87-0,1.1069339914412046
104-85-8,0.9901719217040913
80834-73-7,0.12373161925526287
80834-70-4,0.12153423405312667
720-94-5,0.2795913118385175
6138-79-0,0.04826538731978491
56461-34-8,-0.1699092634415635
63980-34-7,0.6167384593702027
637-60-5,0.4510861728627358
622-58-2,1.1989992523673751
1631-28-3,0.4515594803136174
99-99-0,0.8257460338240228
26447-14-3,1.0029315912270114
137927-72-1,0.4841793529401194
614-34-6,1.0765093278690545
607-88-5,0.9733263357164909
1424-48-2,0.6857450014972494
70-55-3,1.0340973854184219
21187-98-4,0.4935306233173919
1576-35-8,0.9032409658843648
127-65-1,0.7433820875030379
4083-64-1,0.8157849314598997
80-41-1,0.5825443433206781
6837-93-0,1.182093352562307
106-43-4,1.2353616482182497
108-89-4,0.5245566468045977
569-65-3,0.27413824407186654
72619-36-4,-0.03631984078319218
91-62-3,0.8482544364786543
92-48-8,1.1793615744051167
1711-06-4,0.9624115884256376
108-44-1,0.642543805073813
85-72-3,0.7556637035281696
63-99-0,0.9975651492396853
621-29-4,1.055525345167588
104683-52-5,0.3292729418794112
80834-68-0,0.12117160250669853
91-99-6,0.8840075139207519
29218-27-7,0.4901704156631866
108-39-4,0.5612107373722186
1596-09-4,1.0074486028107892
57933-19-4,0.15484962866957178
16154-78-2,0.28816523196359667
1147-41-7,0.7567227131405004
53988-10-6,0.5002610745605636
399-77-9,-0.6222181815853767
5504-68-7,0.4152417844385488
610-39-9,0.22117241516821765
119-33-5,0.9320615752850264
2445-83-2,1.0133719839107127
92-36-4,0.4764525290199759
88-44-8,1.2928695969635553
57524-15-9,0.2428841305432596
695-34-1,0.1158872121253479
108-99-6,0.5244005379810576
1603-41-4,0.29330113386173445
53179-13-8,0.8639184251194615
82159-09-9,0.43649169499162394
618-85-9,0.4663756189356891
504-15-4,0.7074173596719301
41621-49-2,0.6771646295149908
182349-12-8,0.15153017723698334
874-66-8,0.7233209769443297
27776-01-8,1.1613141118971624
72239-32-8,0.12400983724961455
50454-68-7,0.37899950009378636
529-19-1,1.0232566574023383
73987-51-6,0.9956993648322587
90-12-0,1.1210687951005527
2853-69-2,0.2339526915293166
7055-03-0,0.9119088517556104
71753-20-3,0.4009467353432303
65871-41-2,0.48049037143719014
71077-34-4,1.0555826470391865
95-80-7,0.3432891415260049
99-55-8,1.342348004850052
95-79-4,0.7538744281395886
136-80-1,0.9458730442490862
93-69-6,0.38485039411237526
614-68-6,1.1408399200090027
131-79-3,0.5351404235750061
584-84-9,0.8994488361699914
28005-74-5,0.930524982751804
4067-01-0,0.672111097499578
6422-83-9,0.6174728262755431
119-32-4,0.7239605262816501
121-14-2,0.36377982321775315
95-48-7,0.5685264419201713
2835-95-2,0.6892683285621767
6775-25-3,0.49513852877986525
59-47-2,0.9871656994123047
6055-48-7,0.3941235253811255
2210-79-9,1.0787530182500304
55543-68-5,1.1340162170573422
14491-59-9,0.7646910488761517
88-19-7,1.049065163079937
95-49-8,1.147415557443697
95-73-8,0.9213779599974675
7745-91-7,0.5697778206179883
90-33-5,0.814650712707545
4394-77-8,-0.2751853139341865
53083-96-8,0.22004695475289046
2246-44-8,0.7027041255090614
4934-55-8,0.7153056918195679
95-69-2,0.5617231097057097
21787-81-5,0.7939074343749316
83-34-1,0.7877308859971915
24283-57-6,0.2989538779108575
64036-72-2,0.52189235728738
619-15-8,0.27721995162801966
2581-34-2,1.1382304175765154
89427-10-1,-0.9620682604085362
83-40-9,1.0217603789551994
1570-64-5,0.7547958861360947
17514-68-0,0.7004310076433845
69226-39-7,0.6645172839020064
69226-40-0,0.6644294559777751
14863-40-2,-0.8950820902699307
644-62-2,0.289822304178007
88-51-7,1.108274150399142
