CASRN,Toxic_RF_rdkit2d-0,Toxic_RF_rdkit2d-1
90220-19-2,0.01788773907164007,0.9821122609283593
54473-52-8,0.41243459525357035,0.5875654047464297
54473-51-7,0.13184303194516853,0.8681569680548317
54473-33-5,0.11939665352723342,0.8806033464727664
30560-26-0,0.047165060752632514,0.9528349392473675
30560-27-1,0.05010516274992931,0.9498948372500708
73937-08-3,0.18486524806143068,0.8151347519385692
52868-53-8,0.18177556135004735,0.8182244386499524
84044-17-7,0.03192270155795197,0.9680772984420479
33267-37-7,0.19938008871257845,0.8006199112874219
111-10-4,0.7708027763142671,0.22919722368573306
168152-95-2,0.3155511505602874,0.6844488494397125
64058-23-7,0.04527934818878964,0.9547206518112104
112-61-8,0.9366059881328077,0.06339401186719214
111-82-0,0.8813404275567056,0.11865957244329475
106-73-0,0.9512349485144723,0.04876505148552792
24851-98-7,0.7878115553986759,0.2121884446013243
24863-70-5,0.7646750281511835,0.2353249718488166
111-80-8,0.6781997757441216,0.32180022425587823
623-42-7,0.9178049390743506,0.08219506092564927
104-45-0,0.6021084083893257,0.3978915916106747
2785-87-7,0.5151453803543078,0.4848546196456922
54965-21-8,0.3566083448937283,0.6433916551062712
61738-04-3,0.09629144175381145,0.9037085582461885
75274-28-1,0.318223031468164,0.6817769685318359
75274-29-2,0.15656143205358541,0.8434385679464141
75274-27-0,0.136588141727215,0.863411858272785
19133-14-3,0.012631867835719898,0.9873681321642805
1476-98-8,0.11546183300854966,0.8845381669914502
5934-55-4,0.07960540118756917,0.9203945988124309
20723-84-6,0.6150967339284824,0.38490326607151737
33210-62-7,0.11048817869029529,0.8895118213097053
554-12-1,0.6968524941774372,0.303147505822563
104-27-8,0.8552315612297997,0.14476843877020046
1087-06-5,0.5575525446627244,0.4424474553372756
84964-12-5,0.21794133690924797,0.7820586630907523
85405-59-0,0.12631662810129135,0.873683371898709
21608-06-0,0.5771520991141046,0.42284790088589574
68677-06-5,0.3916951811610412,0.608304818838959
117666-83-8,0.21787456254367935,0.7821254374563211
94-30-4,0.7743521444144367,0.22564785558556336
536759-91-8,0.49244635042402835,0.5075536495759716
54249-44-4,0.7467241675316464,0.25327583246835367
68274-48-6,0.4983990982555197,0.5016009017444802
75274-14-5,0.1340906397367043,0.8659093602632955
90982-32-4,0.8913891320050032,0.10861086799499674
75274-16-7,0.404832408782917,0.5951675912170828
147150-35-4,0.6847364060780401,0.3152635939219601
623-53-0,0.5311511476788541,0.4688488523211459
54473-56-2,0.10607218914608349,0.8939278108539165
71675-87-1,0.586986033444226,0.4130139665557738
57966-95-7,0.5341758694763453,0.46582413052365457
145071-30-3,0.2433462391204278,0.7566537608795721
2591-57-3,0.017163089346224993,0.9828369106537754
2633-54-7,0.02348002778842082,0.9765199722115789
13104-29-5,0.02991412603969419,0.9700858739603055
13289-13-9,0.03005354267629319,0.9699464573237067
15536-01-3,0.10533883367369208,0.8946611663263081
33232-87-0,0.07413748421793123,0.9258625157820696
2720-19-6,0.01647890989242267,0.9835210901075775
7076-53-1,0.07182388818614134,0.928176111813859
286938-65-6,0.7689901407234739,0.231009859276526
63578-18-7,0.6892070960975616,0.31079290390243913
13508-53-7,0.24170180685500217,0.7582981931449981
1825-58-7,0.3325752782818636,0.6674247217181368
3239-63-2,0.0807478987970319,0.9192521012029677
63869-33-0,0.04882513337452961,0.9511748666254702
63815-53-2,0.16993017033641758,0.8300698296635826
58995-43-0,0.10824178883963813,0.8917582111603626
66104-23-2,0.14781273093790023,0.8521872690621003
168152-79-2,0.09950258650424038,0.9004974134957593
624-89-5,0.22315959862881263,0.7768404013711873
10265-93-7,0.09167422959668727,0.9083257704033127
68855-24-3,0.7964147130365529,0.2035852869634469
661-19-8,0.8774142153730873,0.12258578462691325
55726-47-1,0.6393250454021119,0.3606749545978882
112-85-6,0.95192045724447,0.04807954275553008
629-96-9,0.8985403548586594,0.10145964514134068
68037-92-3,0.3983232545232543,0.6016767454767453
38916-42-6,0.7858275862068967,0.21417241379310342
112-92-5,0.9326107434784804,0.06738925652151947
9005-00-9,0.9163301803841761,0.0836698196158246
930-02-9,0.6725085316565175,0.32749146834348347
68987-29-1,0.8639499530463877,0.13605004695361228
638-65-3,0.8097166708943887,0.1902833291056112
3397-16-8,0.9647121212121214,0.0352878787878788
95-19-2,0.38470492584722454,0.615295074152775
9004-99-3,0.9632043557809229,0.036795644219077134
106-11-6,0.9055858336800982,0.09441416631990206
1338-41-6,0.9073569636565638,0.09264303634343642
112-76-5,0.7213595097168644,0.2786404902831353
99300-62-6,0.17197902426895625,0.8280209757310443
68955-20-4,0.7690845505748728,0.23091544942512696
54460-46-7,0.9230661926647046,0.07693380733529581
19035-79-1,0.8328544332542727,0.167145566745728
5894-60-0,0.6762279276497675,0.3237720723502323
112-82-3,0.9002712610991465,0.09972873890085365
88599-34-2,0.887918741397949,0.11208125860205066
88599-70-6,0.8447594246031747,0.15524057539682537
2441-41-0,0.8837940498652462,0.11620595013475359
38079-66-2,0.9796079506946286,0.020392049305371293
57-10-3,0.9851289719879905,0.014871028012009404
137-66-6,0.6957261225357348,0.3042738774642648
130365-35-4,0.06795090696623377,0.9320490930337665
68955-19-1,0.15061647338210052,0.8493835266178997
112-72-1,0.9791120910286879,0.020887908971312076
40036-79-1,0.541830172417125,0.45816982758287456
66232-28-8,0.5221615336686847,0.4778384663313151
56677-60-2,0.7294583393775854,0.27054166062241436
6873-46-7,0.6095496397791471,0.39045036022085294
124-25-4,0.9366920902985387,0.06330790970146133
20261-38-5,0.6198765363626006,0.38012346363739924
72716-26-8,0.9263477169655744,0.07365228303442588
63233-56-7,0.22404687008580276,0.7759531299141974
544-63-8,0.9736723961559822,0.026327603844017482
112-70-9,0.9832242281377981,0.016775771862201878
930-09-6,0.9032176843288703,0.09678231567112965
10520-81-7,0.7230900677039815,0.2769099322960182
124-22-1,0.34297860159547483,0.6570213984045248
2439-10-3,0.30610485893771233,0.6938951410622878
2422-90-4,0.2369302487993752,0.7630697512006247
2372-82-9,0.197747225306703,0.8022527746932971
14960-06-6,0.9015154931936469,0.09848450680635314
59227-89-3,0.7885524188228626,0.21144758117713744
93-23-2,0.32328483327928625,0.6767151667207141
112-53-8,0.9660942396312197,0.0339057603687809
39464-66-9,0.7213486778184199,0.27865132218158084
13150-00-0,0.6113330556353995,0.3886669443646006
1847-58-1,0.5494850922139989,0.45051490778600145
2915-72-2,0.8505652373503313,0.149434762649669
151-41-7,0.4088925387889097,0.5911074612110903
143-15-7,0.922038656062547,0.07796134393745352
67774-74-7,0.8557934336310172,0.1442065663689835
120-40-1,0.7974441179502023,0.20255588204979763
301-11-1,0.6000238832695359,0.3999761167304639
2146-71-6,0.8112294251256262,0.1887705748743742
112-44-7,0.9866175292876009,0.013382470712399206
23551-91-9,0.5170889602827815,0.4829110397172188
113885-32-8,0.6407166093319978,0.35928339066800247
68515-73-1,0.7888538472793283,0.21114615272067172
2156-96-9,0.9055214465701882,0.0944785534298115
142-87-0,0.5523847102682539,0.4476152897317467
334-56-5,0.7286484578124547,0.2713515421875455
112-29-8,0.8788909956061358,0.12110900439386366
19780-11-1,0.7738289397986844,0.22617106020131555
112-31-2,0.9854977813370621,0.014502218662938117
104-40-5,0.9154948051506295,0.08450519484937083
11096-42-7,0.5764548956345186,0.4235451043654815
9014-90-8,0.49963215664765404,0.500367843352346
56323-90-1,0.6909603582987836,0.30903964170121695
63233-55-6,0.10990433014627196,0.8900956698537281
334-48-5,0.9523455355832122,0.04765446441678796
5002-47-1,0.40670779333919277,0.5932922066608074
86960-46-5,0.6618243568368573,0.3381756431631422
74050-97-8,0.33735331097129095,0.6626466890287089
99313-47-0,0.10407331172074352,0.8959266882792559
143-08-8,0.9304870256057913,0.06951297439420881
112-84-5,0.7358126289975299,0.2641873710024699
7173-62-8,0.4848448163559677,0.5151551836440323
9004-98-2,0.6301859325397572,0.3698140674602433
112-91-4,0.7689106728897069,0.23108932711029315
60840-87-1,0.4181720382576691,0.5818279617423308
95-38-5,0.5648295521205757,0.43517044787942444
124-19-6,0.981568837228491,0.01843116277150925
6071-32-5,0.916687115243151,0.08331288475684985
18787-40-1,0.3333839890222831,0.6666160109777167
52709-84-9,0.6529742462556924,0.3470257537443078
949-13-3,0.6900167496607601,0.3099832503392397
20190-95-8,0.769327866051593,0.23067213394840652
112-05-0,0.9686566950856899,0.03134330491431058
111-86-4,0.10340493179291585,0.8965950682070841
2687-94-7,0.5739264276720445,0.4260735723279558
26530-20-1,0.46006406216515816,0.539935937834842
111-87-5,0.8163393080134551,0.18366069198654578
17751-69-8,0.03510536966195239,0.9648946303380478
21270-15-5,0.04267318157774883,0.957326818422251
21270-11-1,0.016960325674847822,0.983039674325152
1843-05-6,0.6284597957070548,0.37154020429294526
1034-01-1,0.6198260075823178,0.3801739924176822
15741-90-9,0.3031902064537436,0.6968097935462565
117617-70-6,0.29403894875583036,0.7059610512441697
142-31-4,0.36940253901649645,0.630597460983503
4724-48-5,0.723550904831369,0.27644909516863075
55512-33-9,0.3835106484806577,0.616489351519343
111-85-3,0.8322990160127641,0.16770098398723615
124-13-0,0.885371600156888,0.11462839984311163
137-03-1,0.9685843515519433,0.031415648448057
6071-27-8,0.9408319767810347,0.05916802321896586
2435-16-7,0.8392010838731253,0.1607989161268752
713-95-1,0.9341219329184648,0.06587806708153554
104-67-6,0.9441023251325711,0.055897674867429366
1987-50-4,0.6127520629307043,0.3872479370692956
18979-65-2,0.4018811879684131,0.598118812031587
63233-54-5,0.12294112636694253,0.877058873633058
7377-03-9,0.8129356577675895,0.18706434223241042
68155-07-7,0.7671780995232671,0.23282190047673257
4230-97-1,0.7322937079265579,0.26770629207344204
111-70-6,0.8650296051798555,0.13497039482014486
52364-72-4,0.8624920653759315,0.1375079346240685
2499-58-3,0.8368818903754668,0.16311810962453316
2463-53-8,0.7967356743285675,0.20326432567143243
26680-54-6,0.43575197320362813,0.5642480267963719
111-71-7,0.8695167801558984,0.1304832198441019
13074-65-2,0.9314115366771726,0.0685884633228276
1117-86-8,0.8412958061385307,0.1587041938614696
119-89-1,0.5956726914117755,0.4043273085882247
101-86-0,0.7942068484529679,0.20579315154703226
136-77-6,0.2572754419845461,0.7427245580154539
30406-18-9,0.8885446320373313,0.11145536796266879
111-14-8,0.788983900094235,0.21101609990576503
7237-81-2,0.747739854426619,0.25226014557338106
111-26-2,0.05693109775193942,0.9430689022480606
61422-45-5,0.3935582451028146,0.6064417548971857
111-27-3,0.4233721567915661,0.5766278432084339
112-25-4,0.709141088402207,0.2908589115977936
112-59-4,0.871029441847742,0.12897055815225905
10305-38-1,0.8090327206257084,0.190967279374292
3478-44-2,0.5455509672127151,0.4544490327872848
629-33-4,0.9318574886679212,0.06814251133207909
21270-33-7,0.014745813133992675,0.9852541868660072
21270-14-4,0.016915830095101073,0.9830841699048988
5431-31-2,0.6116740515687817,0.38832594843121837
41424-11-7,0.9391764143693804,0.06082358563061962
107187-05-3,0.5591533557673986,0.44084664423260134
147315-50-2,0.6349037971711143,0.36509620282888566
53370-90-4,0.5724676122843168,0.42753238771568325
6789-88-4,0.8339396486366137,0.16606035136338668
17867-69-5,0.47139037373326526,0.5286096262667348
111-31-9,0.7251144728881849,0.2748855271118151
544-10-5,0.8463538062833859,0.15364619371661412
111-25-1,0.6666717744420604,0.3333282255579398
42482-06-4,0.421818359276019,0.5781816407239808
66-25-1,0.6875629688625775,0.3124370311374216
23433-05-8,0.9188763389491279,0.08112366105087199
104-61-0,0.9533717791701094,0.0466282208298912
3391-86-4,0.6192663183776753,0.38073368162232535
745-65-3,0.30232291886090856,0.6976770811390908
363-24-6,0.2474065878579744,0.7525934121420258
80614-27-3,0.306244063939872,0.6937559360601281
1766-91-2,0.5450881831574261,0.45491181684257415
101-85-9,0.6478788361514689,0.35212116384853165
136-81-2,0.3039771466121742,0.6960228533878263
38237-76-2,0.3332158294928028,0.6667841705071968
4312-93-0,0.7367455664923553,0.2632544335076447
123-68-2,0.5564556739676266,0.4435443260323737
76990-85-7,0.3978296493299405,0.6021703506700595
20308-43-4,0.36932400055531645,0.6306759994446839
10589-74-9,0.1933008664314416,0.806699133568559
71-41-0,0.43612215180487085,0.5638778481951292
638-49-3,0.9149057617622711,0.08509423823772949
17810-53-6,0.052849294295468474,0.9471507057045316
21270-10-0,0.03979762316199933,0.9602023768380006
52364-71-3,0.9156277271750433,0.08437227282495607
104485-01-0,0.2980209833741993,0.7019790166258008
101893-08-7,0.16750851551634494,0.8324914844836556
2720-73-2,0.24364380742359465,0.7563561925764049
20056-92-2,0.9664543925464864,0.03354560745351395
557-48-2,0.49401437746771404,0.505985622532286
18829-55-5,0.6901491308277324,0.3098508691722675
110-62-3,0.6898754887233708,0.31012451127662866
110-59-8,0.28736125763393466,0.7126387423660647
23433-04-7,0.8671141870272167,0.13288581297278337
104-50-7,0.9717299899031391,0.028270010096861208
841-73-6,0.5104486038275293,0.4895513961724707
2210-63-1,0.2802944817883545,0.719705518211645
50-33-9,0.1453735578702113,0.8546264421297888
129-20-4,0.2656874598732897,0.7343125401267101
6066-49-5,0.6055217219653171,0.3944782780346834
335153-21-4,0.5987837121605228,0.4012162878394772
64357-33-1,0.5644378623707961,0.43556213762920404
536-69-6,0.5628984629189292,0.4371015370810711
3180-09-4,0.14413995098636598,0.8558600490136343
16006-72-7,0.3518100392228697,0.64818996077713
87792-15-2,0.5427559007321474,0.4572440992678524
87792-14-1,0.5722586372452042,0.4277413627547958
87792-13-0,0.5566953264391568,0.44330467356084335
168152-75-8,0.010252385401421224,0.9897476145985791
141645-16-1,0.44047883602848187,0.5595211639715184
138401-24-8,0.38734889242750714,0.6126511075724934
109-52-4,0.867817874446214,0.13218212555378678
61019-78-1,0.27520299766963663,0.7247970023303635
88671-89-0,0.35966565228668984,0.6403343477133104
58902-64-0,0.36016899988238954,0.6398310001176104
27470-51-5,0.6589784201119359,0.3410215798880647
79983-71-4,0.4142599940839798,0.5857400059160205
38615-43-9,0.06583791351338884,0.9341620864866115
111-75-1,0.3382477884956427,0.661752211504357
1126-78-9,0.23800971834023055,0.761990281659769
28395-03-1,0.761613168220781,0.2383868317792191
2782-40-3,0.3044815017875882,0.6955184982124129
592-31-4,0.4333437190810599,0.5666562809189403
6336-01-2,0.14565357736592896,0.8543464226340711
55406-53-6,0.18039850483397316,0.8196014951660267
13887-58-6,0.04083031217637946,0.9591696878236204
3622-84-2,0.362023234547386,0.6379767654526136
111-36-4,0.23911774059416185,0.7608822594058382
1005-67-0,0.2959628548584027,0.704037145141597
3470-98-2,0.41905508349932924,0.5809449165006705
3817-11-6,0.4301120879574732,0.5698879120425269
16227-10-4,0.138182777605785,0.8618172223942142
63716-31-4,0.12468781412646236,0.8753121858735378
54395-37-8,0.4929634662565295,0.5070365337434705
71-36-3,0.7304449118768117,0.26955508812318824
1928-45-6,0.12743528068597437,0.8725647193140256
6959-71-3,0.7747213217809101,0.22527867821908976
7420-06-6,0.8355373877406221,0.16446261225937753
111-76-2,0.6894302255647711,0.3105697744352292
112-34-5,0.8643359139039377,0.1356640860960631
143-22-6,0.9094339996815679,0.09056600031843155
112-56-1,0.42921881031545056,0.5707811896845496
4223-11-4,0.7659985468534011,0.23400145314659884
3102-00-9,0.6240161400546345,0.37598385994536543
2426-08-6,0.6588147191240259,0.3411852808759741
1852-16-0,0.338585487228094,0.6614145127719054
111-34-2,0.5187039179226441,0.4812960820773559
17751-76-7,0.18666163867727562,0.8133383613227245
21269-98-7,0.13277257948456328,0.8672274205154368
33236-00-9,0.02451643376056816,0.9754835662394326
70193-21-4,0.31524124081056276,0.6847587591894371
5459-58-5,0.6242071043647629,0.3757928956352382
122-43-0,0.8987817998742849,0.1012182001257156
66232-25-5,0.2696339338645658,0.7303660661354339
7397-62-8,0.8116273088945153,0.18837269110548546
94-80-4,0.05972851494670881,0.9402714850532915
2438-72-4,0.4623353062777441,0.5376646937222559
141-32-2,0.7286267983576854,0.27137320164231465
90842-58-3,0.32303733532178347,0.6769626646782171
136-60-7,0.9603687918442507,0.039631208155749754
20954-16-9,0.6273750224400405,0.3726249775599596
20954-14-7,0.08030216682536154,0.9196978331746389
28570-58-3,0.43384535837354893,0.566154641626451
7756-96-9,0.7578606167547297,0.24213938324527096
67330-25-0,0.4575296919079567,0.5424703080920433
88599-43-3,0.7721477928902609,0.22785220710973939
82989-25-1,0.5667801651198132,0.4332198348801866
2314-09-2,0.44846492296974677,0.551535077030253
75147-20-5,0.44409448896520237,0.5559055110347975
64047-35-4,0.39675401328918997,0.6032459867108098
544-16-1,0.2545871253444435,0.7454128746555563
6607-49-4,0.6546164782767436,0.345383521723256
2314-17-2,0.4060110895310766,0.5939889104689238
4560-93-4,0.28778611441084123,0.7122138855891585
64910-63-0,0.4745088220486513,0.5254911779513486
109-69-3,0.727903627606228,0.27209637239377205
109-67-1,0.5607739861501342,0.43922601384986576
928-95-0,0.7655494569430726,0.23445054305692778
123-72-8,0.6182317090526748,0.38176829094732506
109-74-0,0.17822817955927078,0.821771820440729
116020-44-1,0.7896427707215579,0.2103572292784419
66246-88-6,0.26238428397471286,0.7376157160252876
1211-28-5,0.17746830846203285,0.8225316915379675
21531-91-9,0.8572558029391433,0.14274419706085686
698-76-0,0.9649694144093598,0.035030585590640685
105-21-5,0.9449601896288795,0.05503981037112059
60207-90-1,0.17749255244476728,0.8225074475552325
1003-14-1,0.22065850851336888,0.7793414914866309
105-31-7,0.33640151702867693,0.6635984829713227
39067-39-5,0.7205238031460898,0.27947619685391034
6082-56-0,0.07767693428394924,0.9223230657160508
103-65-1,0.8022766868855562,0.1977233131144439
28785-06-0,0.7318147659320013,0.26818523406799893
645-56-7,0.41332656132435547,0.5866734386756443
94-58-6,0.3710492979820992,0.6289507020179006
644-35-9,0.14042725949519058,0.8595727405048097
7231-31-4,0.08362225563115522,0.9163777443688442
51-52-5,0.30718345984045586,0.6928165401595444
14222-60-7,0.08612763734737719,0.9138723626526224
75464-11-8,0.5512049590436944,0.44879504095630507
151327-12-7,0.16001955846378085,0.8399804415362198
151327-04-7,0.18815171405594486,0.8118482859440549
151327-11-6,0.14922283583820178,0.8507771641617984
151327-07-0,0.22398533268483728,0.7760146673151626
168152-96-3,0.2300296353566216,0.7699703646433784
168152-92-9,0.04830423727759313,0.9516957627224067
168152-72-5,0.13517037914328678,0.8648296208567129
168152-66-7,0.0035846314068214286,0.9964153685931789
168152-81-6,0.04226919441926388,0.9577308055807364
168152-80-5,0.13594677009521622,0.8640532299047841
168152-67-8,0.12274281022165794,0.8772571897783428
168152-84-9,0.11220657136928741,0.8877934286307126
168152-76-9,0.07640323262932504,0.9235967673706755
168152-71-4,0.1335474050381272,0.8664525949618727
1688-71-7,0.18002474799017854,0.8199752520098218
97392-14-8,0.2783475340871159,0.721652465912884
70735-85-2,0.36325889938800004,0.636741100612
63233-46-5,0.16030007187755493,0.8396999281224453
2051-78-7,0.42520797724287657,0.5747920227571235
103-37-7,0.9218817810574593,0.07811821894254105
123-20-6,0.4627265760052436,0.5372734239947564
36597-90-7,0.4260967593225175,0.573903240677483
107-10-8,0.05038294793458197,0.9496170520654185
125055-68-7,0.08024807831331605,0.9197519216866838
94-20-2,0.3328602683756345,0.6671397316243658
13887-60-0,0.030300734836171326,0.969699265163829
73941-13-6,0.12936176132248595,0.870638238677514
27050-40-4,0.10791687271353308,0.8920831272864677
33245-39-5,0.4254676878410226,0.5745323121589775
26399-36-0,0.6155197704086574,0.38448022959134265
64057-89-2,0.07903416104112133,0.9209658389588784
4634-51-9,0.10554401383759236,0.8944559861624076
41078-02-8,0.18520521707261492,0.814794782927385
816-57-9,0.13521815980351773,0.8647818401964825
2807-30-9,0.5314093806447441,0.468590619355256
110-74-7,0.5328316760487835,0.4671683239512165
33235-97-1,0.023561997518138325,0.9764380024818626
33236-21-4,0.043551155959417685,0.9564488440405828
52709-86-1,0.7562552741263637,0.24374472587363633
142770-42-1,0.44319244138690106,0.5568075586130987
34614-30-7,0.040520726315755394,0.9594792736842446
627-12-3,0.33971089811262495,0.6602891018873748
83395-30-6,0.9150789992242456,0.0849210007757545
1713-98-0,0.015430850666501598,0.9845691493334983
18705-22-1,0.12010810317543157,0.8798918968245686
64050-66-4,0.03200637305738671,0.9679936269426132
107-03-9,0.5198453645900017,0.48015463540999836
49828-25-3,0.5064122808175369,0.4935877191824629
13889-92-4,0.2216853722873,0.7783146277126997
38827-35-9,0.3590657728834463,0.6409342271165545
918504-27-5,0.6126447457556784,0.38735525424432155
1262985-23-8,0.5899603174603174,0.4100396825396825
1103234-56-5,0.6201964298128605,0.37980357018713984
540-54-5,0.4363356937082612,0.563664306291739
68526-56-7,0.788540982097475,0.21145901790252458
928-96-1,0.7941106860198409,0.20588931398015922
33467-73-1,0.8092547726267758,0.190745227373224
42436-07-7,0.9009278133781085,0.099072186621892
65405-77-8,0.7954448706285542,0.20455512937144643
24880-45-3,0.8604086794777256,0.1395913205222745
2091-24-9,0.8535895009048775,0.14641049909512244
5910-85-0,0.363799716155234,0.636200283844766
17369-59-4,0.6608372637400517,0.33916273625994864
107-12-0,0.21571643462157677,0.7842835653784229
118-68-3,0.20158291183815236,0.7984170881618476
96-20-8,0.5350081487474863,0.46499185125251363
3174-67-2,0.8496557346561527,0.15034426534384768
584-03-2,0.8197872287589645,0.18021277124103574
695-06-7,0.8244337212165569,0.17556627878344258
56983-13-2,0.4259938552788077,0.5740061447211922
4437-85-8,0.6154844763884978,0.384515523611502
98519-44-9,0.06698493530404279,0.9330150646959575
98518-99-1,0.026209653447293577,0.9737903465527062
98532-66-2,0.01804303763976993,0.98195696236023
106-88-7,0.14729829256511834,0.8527017074348817
65-14-5,0.56522115808721,0.43477884191278976
117-26-0,0.29621343810710776,0.7037865618928919
435-97-2,0.3385250412044744,0.6614749587955253
90-49-3,0.28980432744121915,0.7101956725587808
14845-06-8,0.13764166617486331,0.8623583338251366
512-16-3,0.5889120125360953,0.41108798746390457
12663-46-6,0.8035444444444443,0.19645555555555555
80834-51-1,0.2537502874639554,0.7462497125360453
113614-08-7,0.45472127801677453,0.5452787219832256
1824-58-4,0.6914585353188468,0.30854146468115257
66571-24-2,0.2622307746472973,0.7377692253527028
34314-31-3,0.2722591952821443,0.7277408047178557
78-99-9,0.34467969001375,0.6553203099862506
58-54-8,0.37737260010346213,0.6226273998965376
1146-95-8,0.2171424739693356,0.7828575260306642
42790-35-2,0.39274993817670806,0.6072500618232921
60270-84-0,0.6170127293506892,0.38298727064931065
89426-87-9,0.02941357551111428,0.9705864244888854
5223-06-3,0.4705093232092269,0.529490676790773
5408-74-2,0.07338814540068689,0.9266118545993132
102268-15-5,0.6840625042556037,0.31593749574439595
536-33-4,0.08485018029224176,0.9151498197077589
14736-30-2,0.32033435408190813,0.6796656459180911
121518-45-4,0.42617868839609885,0.5738213116039013
27653-49-2,0.23964916128548974,0.7603508387145098
58-14-0,0.13264110436271026,0.8673588956372901
149979-41-9,0.5027886569610833,0.4972113430389168
168152-88-3,0.023493064215685498,0.9765069357843144
127277-53-6,0.6177645686436103,0.3822354313563898
70-69-9,0.15162010796698286,0.848379892033017
2295-58-1,0.5722175417361687,0.42778245826383166
63605-45-8,0.22856334385602894,0.7714366561439707
4940-11-8,0.2618167311695285,0.7381832688304714
1477-19-6,0.417348712512564,0.5826512874874359
3781-28-0,0.30780591590025447,0.6921940840997457
106006-84-2,0.5282511445499152,0.4717488554500847
89427-48-5,0.11630097796292015,0.8836990220370802
709-98-8,0.4027888367471387,0.5972111632528612
13808-36-1,0.3333840294672472,0.6666159705327529
75764-58-8,0.23939329447563878,0.7606067055243614
15301-48-1,0.33992749390125987,0.6600725060987404
79-09-4,0.5147279921504642,0.4852720078495358
23495-12-7,0.7941818821854583,0.20581811781454204
103-56-0,0.9035408956877766,0.09645910431222358
122-63-4,0.950738797352144,0.049261202647857334
1531-97-1,0.7961844440287258,0.20381555597127432
17511-60-3,0.7916530167509991,0.208346983249001
682-11-1,0.7476340537053444,0.25236594629465536
682-09-7,0.6934870457728357,0.3065129542271647
5187-23-5,0.8584478532173224,0.14155214678267755
3047-32-3,0.49985505813564934,0.5001449418643508
30499-70-8,0.5250141536698858,0.4749858463301141
66492-51-1,0.5616627927826574,0.4383372072173428
824-11-3,0.3593551472849345,0.6406448527150652
1005-93-2,0.25034990862382306,0.7496500913761767
10097-02-6,0.892087127262053,0.10791287273794686
115-70-8,0.8946176134954313,0.10538238650456869
3819-07-6,0.2276402192550411,0.7723597807449591
7747-35-5,0.38259980173993124,0.6174001982600685
19882-03-2,0.7555125609115275,0.24448743908847267
6533-00-2,0.8088778703834348,0.19112212961656522
77-21-4,0.29306248647102723,0.706937513528973
77236-50-1,0.14487940378079392,0.8551205962192071
5556-57-0,0.24424289669083196,0.7557571033091678
50-19-1,0.3681515524019811,0.6318484475980186
509-86-4,0.2732478552434947,0.7267521447565056
125-33-7,0.3192159608326205,0.6807840391673794
50-06-6,0.5712339197395395,0.42876608026046026
57-30-7,0.312815550255913,0.6871844497440868
61837-66-9,0.7983089665270503,0.20169103347294973
74697-48-6,0.7353596593655847,0.2646403406344153
56430-99-0,0.39979772581202005,0.6002022741879799
7689-03-4,0.32439841297951527,0.675601587020485
7789-89-1,0.33691235580966716,0.6630876441903328
75-04-7,0.13531587566443828,0.8646841243355625
709-55-7,0.27642775130009,0.7235722486999097
71130-60-4,0.2647623507853795,0.7352376492146204
5459-93-8,0.08447605717393092,0.9155239428260696
85697-07-0,0.18041526703031335,0.8195847329696868
5465-00-9,0.3572021005707935,0.6427978994292065
58473-74-8,0.29860759552739935,0.7013924044726007
625-53-6,0.05164420312631485,0.9483557968736858
71475-35-9,0.31700888491553664,0.682991115084464
139-94-6,0.29725712195050485,0.7027428780494952
68228-19-3,0.5657428260315374,0.43425717396846264
89427-19-0,0.23837233444950137,0.7616276655504983
4151-50-2,0.3993548573975045,0.6006451426024952
107-29-9,0.1270850312927115,0.8729149687072888
5308-25-8,0.3878372823195276,0.6121627176804729
93106-60-6,0.578217619135027,0.4217823808649728
139-87-7,0.8060762746110465,0.19392372538895306
100-74-3,0.2488169865264595,0.7511830134735409
538-07-8,0.0676271217035956,0.9323728782964045
134-97-4,0.6554472799724775,0.3445527200275227
23205-24-5,0.27575096002082544,0.7242490399791743
67658-42-8,0.13136482459720147,0.8686351754027989
2687-91-4,0.5844176143339486,0.4155823856660519
92-50-2,0.5597333286190668,0.4402666713809335
92-49-9,0.14102466358577362,0.8589753364142264
1508-75-4,0.2988314508586598,0.7011685491413404
7081-53-0,0.08556700378361962,0.9144329962163802
62924-70-3,0.2794477892203457,0.7205522107796537
13147-25-6,0.315470728895611,0.6845292711043894
13256-23-0,0.09266800216666125,0.9073319978333394
82018-90-4,0.15256207610740394,0.8474379238925964
2991-51-7,0.5307568181818179,0.46924318181818186
70458-96-7,0.7540391122642904,0.24596088773570982
14698-29-4,0.6318626177412838,0.3681373822587168
51940-44-4,0.7342375340134737,0.26576246598652653
19562-30-2,0.6746242143433476,0.3253757856566521
13256-13-8,0.07706712399870272,0.9229328760012973
80472-85-1,0.27546151586516265,0.7245384841348371
20373-56-2,0.2932881559163559,0.7067118440836448
62899-75-6,0.35741061773288263,0.6425893822671174
21590-92-1,0.15790149811791282,0.8420985018820877
63716-33-6,0.09940855749927423,0.9005914425007268
78467-49-9,0.03911388058439654,0.960886119415604
63744-48-9,0.0931913657142002,0.9068086342858005
86-28-2,0.4156500496030631,0.5843499503969369
132-32-1,0.1203103121886595,0.8796896878113408
128-53-0,0.5674207460319581,0.43257925396804187
86-35-1,0.25740137722241063,0.742598622777589
34929-03-8,0.24111286883569455,0.7588871311643052
28657-80-9,0.3265486962538006,0.6734513037461992
32976-88-8,0.23970980533563352,0.7602901946643658
