CASRN,LD50_svm_ecfp6bits
99-86-5,1.145884768241953
542-08-5,0.9918203032977362
99-87-6,1.2169564497413186
535-77-3,1.052074301060372
89-83-8,1.1163083035270231
22760-18-5,0.9619874479725459
65765-07-3,0.6227836271553381
499-75-2,1.058590488100407
2814-20-2,1.2336378031047643
80176-21-2,0.4832081805896019
55814-41-0,0.838062803173626
563-80-4,1.3349497822022016
59230-57-8,1.1945040751562477
39543-79-8,0.9355906891486826
314-42-1,0.5215384035661227
123524-52-7,0.182980916200019
6673-35-4,0.8536310038296354
108-21-4,1.0061398480680954
4212-94-6,1.1008025705297104
12650-69-0,1.015606207759146
828-00-2,1.1936777310488647
68425-16-1,0.7738998277221736
67239-26-3,0.9034143992895872
40915-86-4,0.8515062387454951
35256-85-0,0.808037607138158
19666-30-9,0.3898797012171037
129909-90-6,0.8507201188997495
71108-05-9,-0.9781995918740589
71108-06-0,-0.7959174805764891
111038-42-7,0.21802147313616393
13254-34-7,1.1553651570517036
3445-42-9,0.8431016135250298
14860-89-0,0.9053210228518865
26762-93-6,1.0268133915216864
36011-19-5,-0.055050193650816426
33160-78-0,-0.6047886441909399
154619-51-9,-1.0069557002688998
69915-63-5,0.8272752506737759
581-12-4,0.29540698371134233
470-67-7,0.642701113681347
512-85-6,0.7645969064793136
63968-64-9,0.5878240672640535
13613-99-5,-0.30662997203324394
3035-45-8,0.3616239359659723
1014-69-3,-0.011650264845029512
64-00-6,-0.326706345213987
2752-81-0,-0.13024264068317526
2631-40-5,0.013851683199785358
114-26-1,-0.13797657901256333
366-70-1,0.4670879692187856
54266-83-0,-0.10406332886815384
106293-84-9,-0.37039323946669916
73115-70-5,-0.5717850885546167
2315-43-7,0.9038312669610833
1505-95-9,-0.04667293913747983
996-35-0,0.748838452965214
3938-45-2,-0.07885698129725871
24730-10-7,-0.4939940150791841
54270-10-9,0.7319921764274581
18952-79-9,-0.31028131477830634
26328-00-7,0.34662558524760845
69788-41-6,0.621614177425438
97887-77-9,0.9094668288852187
6659-45-6,-0.008436424753126781
22343-07-3,-0.53899954876321
64249-01-0,-0.48199867467415003
14211-01-9,-0.08518879643598465
36614-38-7,-0.3573134225611019
19645-42-2,-0.3570779070604485
79985-91-4,0.015440182488043575
71617-10-2,1.1968483606008555
3567-08-6,0.9214852636381022
17959-11-4,0.5033795771905915
404-86-4,0.718801031452358
111038-37-0,0.2542311474100669
72739-69-6,0.2943323913093091
23485-79-2,-0.44631785829918125
24353-61-5,0.18398398959393392
13955-12-9,-0.7695311760023199
15863-65-7,-0.49743903612186813
14358-50-0,0.6738941047165046
24017-18-3,-0.6550556616495505
6838-93-3,0.47613305542336926
107-44-8,0.2602525792056566
71048-99-2,0.730252841155871
959-24-0,0.5110356072215259
1330-61-6,0.9721716926368312
26544-23-0,0.9639825232775739
27013-89-4,1.0666380827172264
25168-26-7,0.6013244847091632
25103-09-7,1.0429320882526456
646-07-1,1.5930452763131608
41764-14-1,0.7614844922841087
110-45-2,1.464631494308478
94-46-2,1.2785061028961442
87-20-7,1.2296597123248132
928-70-1,1.0995294155543047
590-86-3,1.2268571920418792
1553-60-2,0.7728010213863402
72221-66-0,0.6017614378847985
93-19-6,0.9619264534231321
503-74-2,1.26812706289564
140-26-1,1.048389819464115
2835-39-4,0.8505056635999847
78-81-9,1.1206424793204652
33207-44-2,0.5191467140048786
371-44-8,0.603416068565376
52102-44-0,0.8304254117890958
30979-48-7,0.7925183378899389
13887-57-5,0.6692239327217591
78-83-1,1.3372212176372902
4439-24-1,1.4541138424538689
51550-64-2,0.7937297142093053
105-01-1,0.7955746708185999
1713-15-1,0.7487862473436409
106-63-8,0.8704771484750965
120-50-3,1.2073277193921648
87-19-4,1.3168720627133061
27442-58-6,0.1393722964776768
513-44-0,1.1476520459733144
4621-04-9,1.3126634118776104
34131-99-2,0.8870049089556356
528-92-7,0.7727989378120945
70124-77-5,0.017203499030326364
66827-38-1,-0.09163151609512843
7407-66-1,0.23700673004634443
496-67-3,0.6497589143417689
565-74-2,0.811959984937366
64047-48-9,0.6863835503102688
91132-80-8,0.8105448591236227
68683-20-5,1.1499555789486937
4395-92-0,0.8091462588141644
536-60-7,1.201682222722381
13816-33-6,0.5716796125645469
31027-31-3,0.9556752084334673
17959-33-0,0.12153929027682009
1333-53-5,0.7399089538636185
643-28-7,1.1980749993733166
13311-84-7,0.5451532561168347
80-34-2,0.9029362120971629
79-31-2,1.196185154367948
103-48-0,1.3120237432573814
103-28-6,1.2482269847508278
1532-00-9,0.9179022696744455
56425-91-3,0.8084324068684325
73681-12-6,0.23727586178717275
21738-42-1,0.7644770417051715
63659-19-8,0.9335223909017744
29122-68-7,0.6500676731806007
59333-90-3,0.6279285816025874
86247-86-1,0.5389850403395974
81486-22-8,0.4339528745344655
586-06-1,0.6644823802667205
5588-22-7,0.7058445212609011
14334-41-9,0.7025224633655597
31802-16-1,0.40615089178559227
768-52-5,1.0570757230246115
101-72-4,0.6870805441881203
2210-25-5,0.7945711539679586
637-32-1,0.6477671906001087
22936-86-3,0.6721825443364313
36734-19-7,0.5905116681647975
63884-40-2,1.0632620522996428
3544-35-2,0.4059827022242589
54-92-2,0.7970949258171344
35944-83-3,0.32044452753146524
2030-63-9,0.5767986417751024
58934-46-6,0.03286210469837558
3772-26-7,0.6867190929062178
142459-58-3,-0.09829726551951301
1918-16-7,0.8203527684889511
98410-36-7,-0.10735283651230565
25057-89-0,0.5353149068666667
79-46-9,0.8609289987219433
67-63-0,1.1858363964081522
4016-14-2,0.9162715142222153
93-78-7,0.511351817876414
83656-29-5,0.7939779771592907
29026-74-2,0.9316923306392026
38753-50-3,0.45513033548747306
939-48-0,1.2230440329847516
68334-67-8,0.505624864005755
5836-10-2,0.7590077315591569
122-42-9,0.9360919853124056
108-23-6,0.933608686664932
1714-03-0,-0.6881343276598318
1713-97-9,-0.5350480279532087
24441-57-4,-0.9503316432166549
4095-32-3,0.73501205075597
500-38-9,0.8198975091489797
106-55-8,0.6736543709926187
61477-94-9,0.4324438630737969
98459-18-8,0.4283323075606814
7652-64-4,0.924863004227963
2935-44-6,1.1807528520785313
110-97-4,1.151763466272939
110-98-5,1.453357928236683
25322-69-4,1.5399464730568058
25136-55-4,0.7584486012629078
1073-79-6,1.5615687213601643
141-91-3,1.1563663082517008
1593-77-7,0.5941595652461761
10140-90-6,0.42805938440327296
108-60-1,0.8145670937234987
57472-68-1,1.068320547635527
27138-31-4,1.3536693446560566
13275-18-8,0.8453503275535442
14663-72-0,-0.6361637904377463
579-56-6,0.8890934843836461
7681-93-8,-0.1392531744393376
6280-75-7,0.7520742739556221
93-96-9,0.8828494238729132
4351-70-6,0.17746462672717922
21145-77-7,0.5783905332244569
359-83-1,0.25592560519320784
123298-28-2,1.234484585487797
57646-30-7,0.6635534436792323
105-85-1,1.566486735309656
8000-29-1,1.263663847118654
51566-62-2,1.160006605009714
502-47-6,1.2789735112913645
16409-43-1,1.1039388110947035
36798-79-5,0.4442440896824482
111479-05-1,0.2891882207092228
5370-01-4,0.890572286373202
40766-31-2,0.7397499094303884
95719-24-7,0.8274998641962779
58430-94-7,1.322838652291808
77-54-3,0.06876071374263026
5634-42-4,0.6300676089190197
80449-58-7,0.6804402949759286
2885-39-4,0.27360995451449033
34681-10-2,-0.7093078370147564
1477-79-8,0.6654547214834937
62-51-1,0.9669537407744732
108-65-6,1.236133556986582
23541-50-6,-0.9193554140680857
63170-60-5,-0.27448703971284283
27813-02-1,1.3312943382138234
3644-61-9,0.7298905605788383
22683-78-9,0.6836387282119478
60789-89-1,0.655213310699176
10402-52-5,0.9893540667023734
40552-84-9,0.8036662530580833
143692-40-4,0.47804005403519045
1331-12-0,1.2242966593307587
72619-44-4,-0.011734513364363375
68683-30-7,0.48712638697370425
57852-57-0,-0.19242625981814004
39472-31-6,-0.3651576136835641
6731-36-8,1.1984076555827072
33704-61-9,1.0162772205384756
91-51-0,0.9109937500759
3302-10-1,0.8340615347592947
71500-37-3,0.40743302106926726
80-54-6,1.0912266341963468
12002-53-8,0.7715010778396424
140-57-8,0.6295840443479118
57018-52-7,1.346939496213816
60560-33-0,0.6897589855453996
32222-06-3,-1.3279884011280059
93503-00-5,-1.017649212085269
1845-38-1,0.647496572161555
456-59-7,0.6801803578017868
53445-37-7,0.9234994895247689
18479-58-8,0.8583198536503098
21564-62-5,0.5910210001929875
21564-60-3,0.4065767254118696
107-41-5,1.2381230724655832
10141-15-8,0.8863479376684117
32568-89-1,-0.08679387036209418
3407-42-9,0.34627984692265457
5585-52-4,1.01878164144612
5076-19-7,0.9136465387053363
302-95-4,0.07164974752151843
1403-66-3,0.4662864563288952
26419-73-8,-0.7092527739967247
1215-83-4,0.6907625270608841
523-86-4,0.151611075706527
6970-59-8,1.0518731524364786
83805-11-2,-1.253250504954354
6754-13-8,0.5840669718592235
551-36-0,1.0831516014648659
2275-23-2,-0.4895339022570675
5588-10-3,0.3628596717131394
101-40-6,0.7283104942982934
300-42-5,0.32302873959110034
1199-85-5,0.1738077961593999
6988-20-1,-0.5122745989962144
926-93-2,0.19622392312889436
894079-42-6,0.19720073627993895
57-92-1,0.6561638011587387
66637-32-9,-1.2386969695371333
106358-90-1,-1.1223342292451663
59375-71-2,-1.2920900423451764
59375-66-5,-1.1074456662511827
54266-57-8,-0.7849009573734059
1563-67-3,0.18712682077237242
54266-46-5,-0.2203586534849371
67151-63-7,0.876054370937001
97-84-7,0.8283347847510552
13115-40-7,0.18760325803887024
5585-67-1,-0.1856360874216051
5585-73-9,0.43038053810484
521-78-8,0.2693196373834422
84-96-8,0.25052096808311697
70133-85-6,0.09578952955406561
108-16-7,0.8364474588906551
5636-83-9,0.8751675091515635
1225-60-1,0.2641257233733044
22212-93-7,-0.2856204478917539
23915-73-3,0.2740460297947428
2449-49-2,0.601290493498309
20170-20-1,0.4615782220038801
1892-80-4,0.46791544193872336
603-00-9,0.7723503744796669
66637-35-2,-0.245240823093421
801-52-5,0.6501099262018227
61738-05-4,0.5776170639899222
34769-67-0,1.0417792542540139
2079-54-1,0.40353114672429136
56393-22-7,0.15451006997790462
64399-29-7,0.5368202685538845
67055-59-8,0.686594398298143
7635-51-0,0.6228153987883328
3766-60-7,0.9818593710396604
68690-89-1,0.5791399544314149
25724-11-2,1.1040768350926942
32358-07-9,-0.14767415698159414
10143-67-6,1.1037365607629637
2801-68-5,0.763657601665214
90-87-9,0.9883521074736216
33419-42-0,0.08809250911690769
67329-03-7,-0.04940644005931505
106065-10-5,1.0025696479070523
74150-27-9,0.36104134259507303
10024-70-1,1.2098486655368639
1589-47-5,1.4017150650436059
60676-84-8,0.37087716230853185
73573-87-2,0.4400709921237137
6142-38-7,1.164982773985625
16777-42-7,0.6897520680952313
22204-53-1,0.47910661336187144
97699-81-5,0.07079582434245246
110599-10-5,0.579656865642935
110599-11-6,0.5725507089546547
38835-17-5,0.571000462789809
108912-17-0,0.6932854198856471
52756-25-9,0.5292450871865921
51338-27-3,0.7781643617125542
69806-40-2,0.2756601081825163
34885-03-5,1.1551783211062283
55066-48-3,1.1883143044197482
589-92-4,1.1706187291831394
15520-10-2,1.0637797304348093
6280-15-5,1.3180516914656057
2470-73-7,0.3247939429332187
19142-68-8,0.117246663438902
9046-10-0,1.0547246701536173
1982-49-6,0.9309127246803198
77287-90-2,0.3307955147898872
31291-71-1,0.6643876168167241
18069-17-5,1.3510491205191189
1123-85-9,1.0866135587045431
116287-13-9,0.27312863405586507
112344-52-2,0.9004201844933637
37795-71-4,0.15891476750477118
62571-86-2,0.6584929096596408
13330-31-9,0.7101088900005106
357-56-2,0.46297902987639117
590-88-5,0.7520243830257937
78-90-0,0.9238218766442159
10171-78-5,0.9976981813060775
29670-17-5,0.47258535432391535
52663-81-7,1.0798420217676905
59182-63-7,0.30178059324033235
5586-87-8,0.27458592776297064
49561-54-8,0.2954905350520116
30007-14-8,0.4350623334723598
1944-12-3,0.7037041081754217
136-69-6,0.40397878796605047
10138-74-6,1.2939168737196236
109-07-9,0.650271293015749
17590-01-1,0.11139549244745683
75-55-8,0.85853333022475
94-91-7,0.4678947815145298
114460-08-1,0.35249884668900333
537-61-1,0.5782363418315449
3478-94-2,0.9014267375817759
59-96-1,0.287674655862712
23256-30-6,0.5060176346638171
74277-10-4,0.645385768487044
2425-66-3,0.582790364812256
107-89-1,1.3392885490892508
57-55-6,1.3838936751213788
4189-47-3,0.9387566246391778
770-35-4,1.0665468032105028
999-61-1,1.1207352463333637
29053-27-8,0.10169265802215954
2568-25-4,0.7223372961078979
4353-02-0,0.4010570623265399
709-90-0,1.1055611355701451
159264-96-7,0.6998838778762418
303-47-9,0.8277299756739842
19224-26-1,1.3854301597225103
119446-68-3,0.30956158249973553
6423-43-4,0.707200075462114
75-56-9,1.1435042502183785
1072-43-1,0.8153931691643891
78-89-7,1.2573895505913502
78-87-5,0.7436286685474854
16529-56-9,0.4610051059128295
93-53-8,0.6535109286945758
64037-53-2,0.6901541315106104
21267-72-1,0.31319076324640094
3626-56-0,0.7152715049320608
78-97-7,0.7403278606401497
1967-16-4,0.6220659463078603
74068-00-1,0.854722839763885
14838-15-4,0.5989556703342334
50901-84-3,0.343787265273261
117-27-1,0.2727670061861307
1193-81-3,1.0962873114671567
69056-38-8,0.6771236048885526
65489-05-6,0.4346346838053602
78168-92-0,0.4320346136836505
19408-46-9,0.6294538712861969
56180-94-0,0.45676178523601607
3094-09-5,0.951517206052334
70886-61-2,0.5819076835788354
598-77-6,0.9497292275855056
55418-56-9,0.24555208141372675
47073-92-7,0.34643702093149376
95719-25-8,0.7564250579372471
80382-23-6,0.5703407852697272
5005-84-5,0.6781376360114099
55843-86-2,0.6933523854517104
40828-46-4,0.31416036671176895
81265-54-5,0.7292569684213307
56355-17-0,0.35807628273807435
52549-17-4,0.1220181938710484
34691-31-1,0.605731567311118
56427-43-1,-0.33058007820528423
30087-33-3,0.1977278702953459
53716-49-7,0.3327407085012867
66934-18-7,-0.055527644866754766
51234-28-7,0.3496907965842221
55690-47-6,-0.2362354665865335
55689-71-9,-0.0948251312338001
5104-49-4,0.5686940718156616
31793-07-4,0.2780538484375602
41363-50-2,0.7690518557560336
72619-41-1,0.28140985693716336
158836-71-6,0.054763667688640494
67700-30-5,0.4948677857316771
188416-20-8,0.014187628716719414
1331-41-5,0.5388406140146101
2126-84-3,0.7901583888148246
7654-03-7,0.49530552665174454
33368-94-4,0.6115666026908121
119-51-7,1.1108958187282996
55294-15-0,0.28224288145457976
98-85-1,0.961599513790167
42818-60-0,0.27008039751966006
54335-70-5,-0.790736251618818
52570-16-8,0.7650573958581908
87757-18-4,0.011925769663920338
26129-32-8,0.8272843385241719
40843-25-2,0.8215844133322887
105512-06-9,0.2366185179328556
1953-02-2,0.6724406669431934
598-78-7,0.8255288653938416
1501-84-4,0.5682303056345146
76-00-6,1.0426469919334311
66941-48-8,0.17486240744546233
20602-57-7,0.7930935621021873
35782-82-2,0.8197418991387778
20866-13-1,0.7897570746997331
14689-97-5,0.33494876645732674
2592-62-3,0.6584504702138211
497-26-7,0.9869629882243897
75-34-3,0.8875429543214401
50765-96-3,-0.344827667042811
22094-93-5,0.6679293370831155
4957-16-8,0.5521178964769694
4474-24-2,1.0000492988605183
465-42-9,0.4360240324682735
85801-02-1,0.0950243712708907
70-38-2,1.031143483657853
50765-94-1,0.3853059339665026
59263-66-0,0.136415489890665
33089-61-1,0.33979715009552747
90268-24-9,0.16640501926134854
50765-93-0,0.19471061119756305
627-70-3,1.001515969430984
4602-84-0,1.6217271198976446
64218-02-6,1.4064280706912289
105-87-3,1.3352767090507123
94238-00-3,1.1342567968142592
3772-23-4,1.0137206173759674
6358-37-8,0.39096662259173287
95-93-2,0.915745422202484
527-53-7,0.9848020939253302
5384-21-4,0.7195884920895588
89269-64-7,1.013303104270097
89427-45-2,-0.9215976325903704
73840-50-3,1.078488116513915
1124-11-4,0.9386530860727271
10543-57-4,0.8039363935066139
1709-70-2,0.5929585742459915
40580-62-9,0.5065346665876501
121-21-1,0.3876839176261955
23031-36-9,0.667566596934057
97-11-0,0.32883900454146153
27223-49-0,1.0746432196483608
477-33-8,0.4171800044451245
29171-21-9,1.2863957701853348
82508-32-5,0.3348570877169156
2686-99-9,-0.11416407431378706
3971-89-9,-0.4205137546036196
98124-08-4,0.3146246085036811
86780-90-7,0.525810354200912
5585-39-7,1.1239803012343321
459-80-3,1.6022281985336126
1786-08-9,0.8346279449299858
110-93-0,1.5805166720376462
586-62-9,1.016114798311154
68555-58-8,1.151993501594839
137927-76-5,0.31503836073862923
1191-16-8,1.2923815683388562
13884-43-0,1.2749418459285295
97-36-9,1.1132707918188318
78-32-0,0.02793044167795755
95-63-6,1.1679194106292141
938-18-1,0.8916404669605188
88-05-1,1.2605719944687799
108-75-8,1.2240017757770523
78-30-8,0.26426720505034185
27945-43-3,0.3469229448936175
700-13-0,1.12283924811463
14667-55-1,1.2025474154628784
28730-17-8,0.8672517424180158
73622-67-0,0.8741704284162921
18869-73-3,0.7600475594352033
2169-64-4,0.49993295647633607
96-69-5,0.4636778068220946
96-66-2,0.5604017918112193
41208-07-5,0.7164308134408179
1445-23-4,0.7915604788456363
1218-35-5,0.4817619394472441
59708-57-5,0.42499089963660974
2487-01-6,0.7386310002139149
79006-76-1,-0.12604826264805513
96515-74-1,0.11605267006782083
50588-13-1,-0.20886114868844186
50700-72-6,-0.019516106930403843
34388-29-9,0.8962046865981451
121-29-9,0.008632906756060765
26002-80-2,0.46727233918586475
70-43-9,0.6805465166314788
23031-38-1,0.9260088792496733
72963-72-5,0.6307246614871913
14297-81-5,0.7253822645001521
124416-41-7,-0.2083023943897282
14901-07-6,1.1402557818450823
25812-30-0,1.0511414396430743
80-26-2,1.23479838602494
78-70-6,1.1499508183625222
315-18-4,-0.4945247880991085
2032-65-7,-0.30952817574442426
2635-10-1,-0.05198535225913237
2655-14-3,-0.10711117121386082
2425-10-7,-0.44528266475192824
671-04-5,-0.2655173236755929
66871-56-5,0.3585870808072974
6392-46-7,-0.3164528785409183
79006-73-8,-0.2168336455693698
23103-98-2,-0.180216662448348
548-84-5,-0.10799927222937555
38035-28-8,-0.23544933299402548
59669-26-0,0.021389442911555756
68789-90-2,-0.13578754439727136
50765-87-2,-0.08665186003982017
100751-82-4,0.085526714740776
88296-62-2,0.11495512270160613
68789-93-5,0.027283296364358223
123252-99-3,0.35275171851700915
50528-97-7,0.28012447070548696
61676-87-7,0.78153015958093
58011-68-0,0.7454082261185779
25505-97-9,0.6594955091132911
24303-87-5,0.08026297058449139
55-37-8,-0.2231404090083663
64011-88-7,-0.42979975238079837
18694-40-1,0.2929535553965864
73590-58-6,0.4785017045496577
21829-25-4,0.7101986686919578
71653-63-9,0.619600339288475
88046-00-8,0.676668127369683
484-12-8,0.6945453670443954
50563-36-5,0.41445030672582817
77732-09-3,0.6756968744144838
24280-93-1,0.4393428666532929
132203-70-4,0.6212348409106442
62751-73-9,-0.44969737866221793
67369-99-7,-0.11701505241433452
6962-44-3,0.7907825940138874
38168-64-8,0.8584074877124143
139958-16-0,0.5331690645273194
60568-05-0,1.067443957522897
4619-66-3,1.095365255276274
99522-79-9,0.32586616254085743
73698-59-6,0.753887703535542
89226-75-5,0.29184272898494523
91599-74-5,0.22609559159791126
68483-33-0,-0.11845623573912278
30748-29-9,0.5607285006282723
59204-74-9,0.7895952605980553
63704-66-5,-0.26047483773449676
5205-11-8,1.4673820267590165
107-86-8,1.2671647710682834
4479-75-8,0.9201221054556389
101030-72-2,0.7746132110183112
541-47-9,0.9731512367693554
26485-81-4,0.5680782132172385
137927-77-6,0.33337156534574186
137927-78-7,0.10896519686242079
1752-30-3,0.03163418006621466
67-64-1,1.2320919513814315
2082-81-7,1.3622034573091302
109-16-0,1.4409420013399106
99-48-9,0.7542406263294336
814-78-8,1.1576009350260823
110-13-4,1.3346445672304155
123-54-6,1.2061755121990019
86-92-0,1.058188345465926
93-68-5,1.0570105275252186
20139-55-3,1.04991239372867
5185-97-7,1.5123558196763858
128-80-3,1.0133679191351121
108-38-3,1.1430992355538367
68908-87-2,0.8082462923718194
6613-44-1,1.1275071910424326
108-69-0,0.9628465068271559
1665-48-1,1.3081774425940647
17291-89-3,0.9800674999719956
13730-09-1,1.015117649350322
95-78-3,1.3897423055829767
21436-96-4,0.9769174970489493
73839-60-8,-0.14636526971914365
3761-53-3,1.1709937914800395
89-87-2,0.732986434294513
105-67-9,0.9838108693141541
80567-67-5,0.8792488984084683
589-93-5,0.8436378201144997
108-47-4,0.9839330583737215
95-47-6,1.0223301624635912
95-64-7,0.8477481842702295
95-65-8,1.1982832962350964
72364-91-1,0.8678381879439055
1799-79-7,-0.6777221019456212
17291-84-8,0.45377504454790085
87-62-7,1.0642624235132199
88069-67-4,0.3062943371578414
5294-61-1,0.20386294511702363
77191-36-7,0.715132046195951
7361-61-7,0.04335765145943071
72-57-1,1.050754399494993
30544-72-0,0.6026905670659625
67129-08-2,0.4048161360469985
576-26-1,0.8772164981592668
47465-97-4,0.5726993407415409
3875-72-7,0.8190252986220774
6360-54-9,0.9697202691864264
21894-02-0,0.9438216394282453
4418-66-0,0.18872861436601607
5825-79-6,0.7468410012259895
122-00-9,1.540538726253859
625-84-3,1.007306211579193
67-51-6,0.9597030175235202
123-32-0,1.0065835873900173
147160-51-8,1.0954262086995064
147160-52-9,1.0634980722612015
53112-28-0,0.9230295369165767
108-50-9,0.7232453760942592
25724-50-9,0.7261764544077358
95-26-1,0.8921058198175492
2216-45-7,1.144326393864962
64039-28-7,0.5308897614758064
5724-56-1,0.47682151095509206
61-68-7,0.47636040602217644
50892-23-4,0.046407739365430634
89427-22-5,-0.6018149768383326
1901-26-4,0.8693576005276973
28802-49-5,0.8091033188399867
47000-92-0,0.7668416235513952
72-44-6,0.323269645825909
963-34-8,0.4621161127980796
3214-64-0,0.640653382313254
28562-70-1,0.9921661459359795
21312-10-7,1.397723544218818
65183-11-1,0.08058407031703085
6358-85-6,0.5334934093753391
13051-49-5,1.0285216870488316
57-97-6,0.5140684700890518
62450-06-0,0.6057993944675313
5910-89-4,0.9668633735591085
74050-94-5,1.0000769116514694
10049-83-9,1.2554782198277872
73840-49-0,0.5603897241730877
15911-15-6,0.6295097901037152
431-03-8,1.286959487563756
55290-64-7,0.8193438090814068
6092-18-8,0.7523412349101649
67-03-8,0.7992079462678006
21452-18-6,1.1280177195803658
17433-39-5,0.6845458868495155
10268-78-7,1.1355493864565598
4321-69-1,0.890290062029872
5003-48-5,0.8258450330811962
19249-34-4,1.148177889211376
13256-19-4,0.8914265476440986
111-21-7,1.4549975712045429
111-55-7,1.5765676237773403
7250-71-7,1.1841570698974015
869-29-4,0.7481270004834191
10140-75-7,0.5859047100785757
5459-90-5,0.7193436623500064
108-24-7,1.3678668224811732
115-33-3,0.27524175431074505
14008-48-1,0.8624159080522088
1466-82-6,0.8408693011534262
2678-29-7,0.6319563441162047
128-37-0,0.882118829069667
66575-29-9,0.34741374577131257
356-12-7,0.14258473872506827
27726-31-4,0.47857528822032924
98-51-1,1.2420873466196949
15148-80-8,0.7128753306960462
36556-75-9,0.4831965402277013
75-97-8,1.1093826697881406
3204-27-1,-0.10828081282891378
5902-51-2,0.6568797243800519
540-88-5,1.4997339028680585
26944-48-9,0.6087555782174374
4785-72-2,-0.5321696897518569
22791-20-4,-0.34009961524884746
20417-83-8,0.5668389445441697
16339-21-2,0.7469120383078863
3056-93-7,0.21791330740202164
2889-58-9,0.8139575991871999
2094-99-7,0.9209730669415189
78-59-1,0.9265651555834584
471-01-2,0.9478776547393538
19213-12-8,0.7904449675394211
17191-84-3,0.5737671819814762
2873-97-4,0.8269134166548824
74277-15-9,0.5938712347265179
123-42-2,1.5000079439660157
5986-38-9,1.0172746258299388
1118-39-4,0.9006516380106551
103-07-1,1.2412671663077708
151-05-3,1.2547040364765745
13466-78-9,0.7492443151731125
147-47-7,0.5888344115162031
15545-38-7,1.0044350379898674
80-56-8,1.3539503999006586
15440-51-4,0.8395744161443633
15545-42-3,0.862100315014179
82657-04-3,0.33365451209039276
79538-32-2,0.21116390942619334
128-51-8,0.8603387819888405
4478-63-1,0.9960204194777197
18172-33-3,0.43274861203638715
642-78-4,1.0648397781528254
1847-24-1,0.6493003470913992
13412-64-1,0.8638642602997662
23930-19-0,0.42007588307420185
507-59-5,-0.20056396220165806
507-60-8,-0.12763537725901897
18470-08-1,0.34402926199435735
13265-01-5,0.5818360235969132
1920-21-4,1.2398448060021745
17702-57-7,-0.8594532076176713
14144-91-3,-0.38386794208413066
64050-03-9,-0.4962739711461167
82875-36-3,0.7943133745679407
6923-22-4,-1.2522382249229485
49564-57-0,0.3324460249414063
5248-39-5,0.811351396764555
3566-00-5,-0.6257792069996021
64748-15-8,-0.4261083936199562
14628-06-9,-0.13912978122632635
4116-10-3,0.44477547491266145
51481-61-9,0.35014076399804817
34839-70-8,0.3056482242296421
14260-40-3,0.3486033550150519
21787-80-4,0.39107543763377894
1129-41-5,0.7582671357120679
21124-13-0,0.6882268650369499
57647-53-7,0.5548212764963742
644-64-4,0.28020277852993447
58-15-1,0.6823936195326213
98617-19-7,0.569410158701248
141-66-2,-0.780617920445244
1165-48-6,-0.12222259266373181
69884-15-7,0.3641616194209223
68104-02-9,0.22760302823739587
2867-47-2,1.1917993984401245
102410-39-9,0.043613093596248986
341-69-5,0.018920946113382242
74758-13-7,0.5718413408610392
31635-40-2,0.749871730180507
99-97-8,0.6230081123108414
55-80-1,0.9338327626584576
21540-35-2,0.5021034360087523
7203-89-6,0.5617431157002722
15545-48-9,0.7992016884535011
28217-97-2,0.18670068636092585
132147-50-3,0.4528473289371372
535-89-7,0.20960449215179444
20240-98-6,0.3546883225435731
5810-11-7,0.5427642450640827
32150-76-8,0.0873668498570549
63979-29-3,0.3242733633174135
3789-78-4,0.970113082744069
21677-26-9,0.8465037846939727
127-19-5,1.0251849017326342
1933-50-2,0.48092387048507534
87344-16-9,0.28445180381212787
6493-05-6,0.7246979604581216
68-89-3,0.5382688694277751
88338-63-0,0.42561160293598155
25601-84-7,-0.6849241170080663
22787-53-7,-0.1951564054352788
54473-31-3,-0.030535187978397826
98124-07-3,0.6626175679448006
87344-06-7,0.3761785115708498
550-28-7,0.6128024976083523
36304-84-4,0.08724236206048097
62783-50-0,0.15172984434387082
62783-49-7,0.36503407868092896
26155-31-7,0.6236869490238951
62783-48-6,0.5729026264360427
80-11-5,0.519013848867502
31642-65-6,0.15487457588027387
93738-40-0,0.06443728666533366
64092-48-4,0.6473078888743731
30652-11-0,0.8858161474688213
27223-35-4,0.3119020485159505
79442-83-4,0.3725957023039841
60-80-0,0.8105243665517582
64049-33-8,0.6050129442815989
71561-11-0,0.6134560403426256
34375-78-5,0.2696690795794551
83-07-8,0.7696987836418356
7417-67-6,0.454586807207055
3196-50-7,0.3998680625493811
60-31-1,0.947285835647984
16006-75-0,0.5736518183543952
64011-84-3,-0.3144283724093916
298-01-1,-0.42079741528150183
57846-35-2,-0.17272637436056992
55-38-9,-0.6263662743329331
14086-35-2,-0.47371630147726684
3761-42-0,-0.052940999895707774
83-79-4,0.4706176163274344
4433-79-8,0.7151863424496396
65008-94-8,0.33795191200415864
30011-11-1,1.299807410138304
5826-85-7,-0.37666145060499356
2255-17-6,-0.4116819340972847
122-14-5,-0.15966903745523342
51356-08-2,-0.5816908813752251
22620-72-0,-0.414383373445427
2703-61-9,-0.15600411132834646
72732-56-0,-0.06014428064998034
58186-27-9,1.1450401277102378
153-87-7,0.1278112234926081
82875-38-5,0.8484496026209608
185119-76-0,0.7765652606205105
13265-60-6,-0.05851688795958365
1741-11-3,0.05627016930792095
3566-76-5,0.2286225890685385
3344-14-7,-0.6341705253239236
30560-19-1,-0.12701639999108894
22502-03-0,1.1073390393930347
