CASRN,Toxic_svm_maccs-0,Toxic_svm_maccs-1
20261-38-5,0.3931162894754249,0.6068837105245751
72716-26-8,0.9121071743016749,0.08789282569832545
63233-56-7,0.12809831218554632,0.8719016878144537
544-63-8,0.878285511409287,0.12171448859071293
112-70-9,0.8744169747982099,0.12558302520179018
930-09-6,0.9053893490675792,0.09461065093242092
10520-81-7,0.702570933237429,0.297429066762571
124-22-1,0.10523317569841545,0.8947668243015846
2439-10-3,0.17678792649159844,0.8232120735084016
2422-90-4,0.08225572605041648,0.9177442739495837
2372-82-9,0.17815558709605808,0.8218444129039418
14960-06-6,0.9013508090763938,0.09864919092360627
59227-89-3,0.5998907357502723,0.4001092642497278
93-23-2,0.11685412900237471,0.8831458709976252
112-53-8,0.88106939656994,0.11893060343006007
39464-66-9,0.8381481060969942,0.161851893903006
13150-00-0,0.44509010324962694,0.554909896750373
1847-58-1,0.322482558620803,0.6775174413791971
2915-72-2,0.9327155169720741,0.06728448302792574
151-41-7,0.3929329896005726,0.6070670103994275
143-15-7,0.8790172439543781,0.1209827560456218
67774-74-7,0.9500336213882387,0.04996637861176128
120-40-1,0.8784037458289752,0.12159625417102488
301-11-1,0.3528524529122987,0.6471475470877014
2146-71-6,0.8222159604617949,0.17778403953820524
112-44-7,0.9664976881964408,0.033502311803559164
23551-91-9,0.44171679747759246,0.5582832025224075
113885-32-8,0.70537946399453,0.29462053600547
68515-73-1,0.8436663665756533,0.15633363342434684
2156-96-9,0.7535592659377663,0.24644073406223382
142-87-0,0.35317452173251135,0.6468254782674886
334-56-5,0.9359987682262366,0.06400123177376338
112-29-8,0.881564397197621,0.11843560280237894
19780-11-1,0.8055214301987222,0.19447856980127784
112-31-2,0.9521252384491619,0.04787476155083824
104-40-5,0.8774501092025454,0.12254989079745456
11096-42-7,0.8183644570870726,0.18163554291292752
9014-90-8,0.4864676808258818,0.5135323191741181
56323-90-1,0.8947346790334687,0.10526532096653113
63233-55-6,0.12891789086945207,0.871082109130548
334-48-5,0.8811101622507639,0.11888983774923621
5002-47-1,0.19892833414826755,0.8010716658517324
86960-46-5,0.7897655152565866,0.2102344847434133
74050-97-8,0.1948804521318293,0.8051195478681707
99313-47-0,0.12815123174471657,0.8718487682552835
143-08-8,0.8768210706963987,0.12317892930360132
112-84-5,0.5130991954648771,0.48690080453512274
7173-62-8,0.16252128652552894,0.837478713474471
9004-98-2,0.919916244094759,0.08008375590524072
112-91-4,0.7765459365087547,0.22345406349124503
60840-87-1,0.7144185751452178,0.2855814248547825
95-38-5,0.7772068588770265,0.22279314112297346
124-19-6,0.9546011966035569,0.04539880339644329
6071-32-5,0.8786371611202098,0.12136283887979002
18787-40-1,0.10322736588116196,0.8967726341188382
52709-84-9,0.8695113126056235,0.13048868739437647
949-13-3,0.5987739334490253,0.4012260665509746
20190-95-8,0.886505395135477,0.11349460486452323
112-05-0,0.8816244735274391,0.1183755264725609
111-86-4,0.10299357365011216,0.8970064263498877
2687-94-7,0.5794751982158219,0.4205248017841781
26530-20-1,0.31219342673577105,0.6878065732642291
111-87-5,0.8797011724382388,0.12029882756176134
17751-69-8,0.0923369372563242,0.9076630627436757
21270-15-5,0.1293530619882998,0.8706469380117002
21270-11-1,0.12155435049577783,0.8784456495042221
1843-05-6,0.9508707193755248,0.049129280624475184
1034-01-1,0.8574674200356961,0.14253257996430413
15741-90-9,0.2655831705190738,0.7344168294809259
117617-70-6,0.4904335150273486,0.5095664849726514
142-31-4,0.18308097797185555,0.8169190220281446
4724-48-5,0.8301902745084151,0.16980972549158466
55512-33-9,0.5280129579254044,0.4719870420745958
111-85-3,0.8811330583010024,0.118866941698998
124-13-0,0.9523044985775353,0.04769550142246464
137-03-1,0.8790733831798986,0.12092661682010167
6071-27-8,0.8791589543613775,0.12084104563862269
2435-16-7,0.7983711928337153,0.20162880716628467
713-95-1,0.9170300470852427,0.08296995291475723
104-67-6,0.9177027499376598,0.08229725006234015
1987-50-4,0.7732064148922762,0.22679358510772388
18979-65-2,0.4900274580404616,0.5099725419595385
63233-54-5,0.12437964819085219,0.8756203518091478
7377-03-9,0.886505395135477,0.11349460486452323
68155-07-7,0.8868294805551414,0.11317051944485852
4230-97-1,0.8797613221243711,0.12023867787562888
111-70-6,0.89497826319779,0.10502173680221001
52364-72-4,0.8810163264499018,0.11898367355009806
2499-58-3,0.7535592659377663,0.24644073406223382
2463-53-8,0.9375518117814814,0.062448188218518615
26680-54-6,0.8784039809311895,0.12159601906881064
111-71-7,0.9664976881964408,0.033502311803559164
13074-65-2,0.876136474653575,0.12386352534642503
1117-86-8,0.9220918980254084,0.07790810197459154
119-89-1,0.8510047701987423,0.14899522980125757
101-86-0,0.9382317210721648,0.061768278927835124
136-77-6,0.49432953356336495,0.505670466436635
30406-18-9,0.8850191877722863,0.11498081222771372
111-14-8,0.8816244735274391,0.1183755264725609
7237-81-2,0.7749123294260138,0.22508767057398615
111-26-2,0.12428629612783451,0.8757137038721654
61422-45-5,0.424357411279562,0.5756425887204379
111-27-3,0.8790037479681623,0.12099625203183778
112-25-4,0.872481820202149,0.12751817979785077
112-59-4,0.9107554664400977,0.08924453355990203
10305-38-1,0.919135085014241,0.0808649149857593
3478-44-2,0.613900307341436,0.3860996926585639
629-33-4,0.9166871403546789,0.08331285964532108
21270-33-7,0.09747523533222077,0.9025247646677792
21270-14-4,0.12386157303741731,0.8761384269625827
5431-31-2,0.8688304989956658,0.1311695010043343
41424-11-7,0.8744411904548589,0.12555880954514106
107187-05-3,0.645816583749667,0.3541834162503329
147315-50-2,0.7193135382011743,0.2806864617988258
53370-90-4,0.4731984814459057,0.5268015185540943
6789-88-4,0.9348323485531279,0.06516765144687216
17867-69-5,0.8436040927235007,0.15639590727649932
111-31-9,0.6605259153581036,0.3394740846418964
544-10-5,0.8723830279176109,0.12761697208238923
111-25-1,0.8811122876542485,0.11888771234575156
42482-06-4,0.8055214301987222,0.19447856980127784
66-25-1,0.9112193932827335,0.08878060671726663
23433-05-8,0.8848828907019907,0.11511710929800942
104-61-0,0.9177027499376598,0.08229725006234015
3391-86-4,0.7098047442422308,0.29019525575776917
745-65-3,0.31748816570647775,0.6825118342935221
363-24-6,0.28324867041270724,0.7167513295872927
80614-27-3,0.2975674939844585,0.7024325060155413
1766-91-2,0.6768647568973152,0.3231352431026849
101-85-9,0.892666273552021,0.10733372644797903
136-81-2,0.5383624421133165,0.4616375578866833
38237-76-2,0.2652300635523722,0.7347699364476278
4312-93-0,0.865162461603839,0.13483753839616097
123-68-2,0.8797613221243711,0.12023867787562888
76990-85-7,0.5080686438509088,0.49193135614909117
20308-43-4,0.25867275155635844,0.741327248443642
10589-74-9,0.156622664441608,0.843377335558392
71-41-0,0.721343963440617,0.27865603655938276
638-49-3,0.8860929326181888,0.11390706738181121
17810-53-6,0.09602424944076743,0.9039757505592327
21270-10-0,0.128978806582795,0.8710211934172049
52364-71-3,0.8675167251151574,0.13248327488484246
104485-01-0,0.21793123262982422,0.7820687673701758
101893-08-7,0.15767302020809104,0.842326979791909
2720-73-2,0.3188346760108709,0.6811653239891289
20056-92-2,0.8709622659683577,0.1290377340316424
557-48-2,0.629690674989707,0.3703093250102931
18829-55-5,0.8386530653985835,0.1613469346014165
110-62-3,0.7801532373314408,0.21984676266855935
110-59-8,0.5642424128448115,0.4357575871551886
23433-04-7,0.8467550238764754,0.1532449761235247
104-50-7,0.8338328276552597,0.16616717234474027
841-73-6,0.35775883375310047,0.6422411662468995
2210-63-1,0.18673946085857265,0.8132605391414274
50-33-9,0.11257330147972447,0.8874266985202754
129-20-4,0.19675428628188293,0.8032457137181173
6066-49-5,0.5847896079676248,0.4152103920323752
335153-21-4,0.31071237790418166,0.6892876220958184
64357-33-1,0.7631182855938436,0.23688171440615613
536-69-6,0.7383861564870597,0.2616138435129404
3180-09-4,0.1468909493358029,0.8531090506641972
16006-72-7,0.1405240390929389,0.8594759609070612
87792-15-2,0.704871034842092,0.2951289651579081
87792-14-1,0.41819003204440724,0.5818099679555927
87792-13-0,0.45387864894592206,0.5461213510540779
168152-75-8,0.08730478119691418,0.9126952188030857
141645-16-1,0.21937189689468206,0.7806281031053177
138401-24-8,0.2617234266002784,0.7382765733997214
109-52-4,0.6909521442274259,0.30904785577257393
61019-78-1,0.2055931227452252,0.7944068772547749
88671-89-0,0.2701236913449906,0.7298763086550094
58902-64-0,0.08097587941997691,0.9190241205800233
27470-51-5,0.5092452919512148,0.4907547080487851
79983-71-4,0.3975122260954085,0.6024877739045916
38615-43-9,0.07771333700772644,0.9222866629922737
111-75-1,0.2556404687740767,0.7443595312259234
1126-78-9,0.17660813529202193,0.8233918647079781
28395-03-1,0.7539169446482802,0.24608305535171984
2782-40-3,0.2394649412056335,0.7605350587943664
592-31-4,0.4653089936014893,0.5346910063985109
6336-01-2,0.15630174751197684,0.8436982524880232
55406-53-6,0.25715658948791537,0.7428434105120848
13887-58-6,0.13603038439427337,0.8639696156057266
3622-84-2,0.5507854186465954,0.4492145813534048
111-36-4,0.13578297056373428,0.8642170294362657
1005-67-0,0.3115946310011511,0.688405368998849
3470-98-2,0.8171181204990529,0.1828818795009471
3817-11-6,0.6261377912930648,0.37386220870693526
16227-10-4,0.17813031659608553,0.8218696834039146
63716-31-4,0.11349804387344294,0.8865019561265571
54395-37-8,0.41788400132299464,0.5821159986770054
71-36-3,0.762485420780391,0.23751457921960895
1928-45-6,0.32611499566693014,0.67388500433307
6959-71-3,0.8834207827127439,0.11657921728725602
7420-06-6,0.8363836387785104,0.1636163612214897
111-76-2,0.8772985054593768,0.12270149454062308
112-34-5,0.8718042921288197,0.12819570787118056
143-22-6,0.8671493003488,0.1328506996512
112-56-1,0.5514530814563965,0.4485469185436034
4223-11-4,0.8398072681764741,0.16019273182352592
3102-00-9,0.6721632027915193,0.3278367972084808
2426-08-6,0.7859487583144147,0.2140512416855851
1852-16-0,0.3280016615728961,0.6719983384271041
111-34-2,0.6305669242179647,0.36943307578203544
17751-76-7,0.11667905802727259,0.8833209419727275
21269-98-7,0.12403123046368486,0.8759687695363152
33236-00-9,0.09805895961380731,0.9019410403861929
70193-21-4,0.33291384365599985,0.6670861563440001
5459-58-5,0.8484851449795265,0.15151485502047332
122-43-0,0.888665389997054,0.11133461000294595
66232-25-5,0.14448586467028063,0.8555141353297192
7397-62-8,0.7022453200857889,0.2977546799142114
94-80-4,0.12048627717955636,0.8795137228204435
2438-72-4,0.5456046810529751,0.45439531894702473
141-32-2,0.8261467066821093,0.17385329331789048
90842-58-3,0.5233533124648215,0.4766466875351787
136-60-7,0.9442503987117533,0.055749601288246756
20954-16-9,0.43658630982737323,0.5634136901726268
20954-14-7,0.1288785319334599,0.8711214680665403
28570-58-3,0.12518576691794864,0.8748142330820512
7756-96-9,0.8920015493753546,0.10799845062464536
67330-25-0,0.6963042881269691,0.3036957118730307
88599-43-3,0.6663112266225223,0.33368877337747777
82989-25-1,0.6014902402752749,0.3985097597247251
2314-09-2,0.7377700784874686,0.2622299215125313
75147-20-5,0.5104731288476747,0.4895268711523253
64047-35-4,0.756606255070494,0.24339374492950588
544-16-1,0.3362411900887911,0.6637588099112087
6607-49-4,0.7026198376260485,0.29738016237395165
2314-17-2,0.39014340188151536,0.6098565981184847
4560-93-4,0.2612989019310653,0.7387010980689345
64910-63-0,0.5479980223731514,0.4520019776268487
109-69-3,0.525794894668878,0.4742051053311221
109-67-1,0.7190605038092003,0.28093949619079966
928-95-0,0.8149816038665267,0.18501839613347323
123-72-8,0.6446392335991477,0.35536076640085223
109-74-0,0.41846477133222554,0.5815352286677745
116020-44-1,0.9207702852942131,0.0792297147057868
66246-88-6,0.205283733690035,0.7947162663099647
1211-28-5,0.16148663865084978,0.8385133613491501
21531-91-9,0.8900245362801992,0.10997546371980059
698-76-0,0.927787908329228,0.07221209167077218
105-21-5,0.8895848241064643,0.11041517589353571
60207-90-1,0.18121358319126565,0.8187864168087344
1003-14-1,0.7392281666368451,0.2607718333631548
105-31-7,0.41570465278621993,0.5842953472137802
39067-39-5,0.8420155107400632,0.15798448925993697
6082-56-0,0.14793044325260954,0.8520695567473904
103-65-1,0.6915634246317969,0.3084365753682033
28785-06-0,0.8776750830591648,0.12232491694083504
645-56-7,0.3539659446732565,0.6460340553267433
94-58-6,0.5993883025009958,0.40061169749900416
644-35-9,0.07867972368380602,0.921320276316194
7231-31-4,0.16333125039661622,0.8366687496033836
51-52-5,0.5514433186350125,0.4485566813649876
14222-60-7,0.08903666789543505,0.9109633321045649
75464-11-8,0.8602168033691726,0.1397831966308273
151327-12-7,0.13281464769750184,0.8671853523024983
151327-04-7,0.19760777915351121,0.8023922208464888
151327-11-6,0.14075686157642864,0.8592431384235713
151327-07-0,0.33462435065841983,0.6653756493415802
168152-96-3,0.21065308921099857,0.7893469107890014
168152-92-9,0.07850154545422577,0.9214984545457743
168152-72-5,0.16788217078261086,0.832117829217389
168152-66-7,0.06072068291660451,0.9392793170833956
168152-81-6,0.07071799295055423,0.9292820070494455
168152-80-5,0.13567124555889096,0.8643287544411088
168152-67-8,0.21429873821820877,0.7857012617817912
168152-84-9,0.2291034949610355,0.7708965050389647
168152-76-9,0.14875570113558967,0.8512442988644103
168152-71-4,0.16472429947427045,0.8352757005257295
1688-71-7,0.22272215796830167,0.7772778420316985
97392-14-8,0.27257673536222504,0.727423264637775
70735-85-2,0.38741998291210034,0.6125800170878997
63233-46-5,0.14553283356635202,0.8544671664336481
2051-78-7,0.7582528218485695,0.2417471781514304
103-37-7,0.9048827774224578,0.09511722257754227
123-20-6,0.4479010827646118,0.5520989172353882
36597-90-7,0.5927889081872604,0.4072110918127395
107-10-8,0.0479453563805455,0.9520546436194544
125055-68-7,0.0997683933235753,0.9002316066764249
94-20-2,0.5770537827382817,0.4229462172617182
13887-60-0,0.1369928946313748,0.8630071053686251
73941-13-6,0.18406506006823176,0.8159349399317684
27050-40-4,0.16971705138852422,0.8302829486114757
33245-39-5,0.5157978839320193,0.48420211606798086
26399-36-0,0.5216354253271276,0.47836457467287247
64057-89-2,0.12355821081282542,0.8764417891871746
4634-51-9,0.12704707186808809,0.8729529281319117
41078-02-8,0.21378938835256614,0.7862106116474337
816-57-9,0.10273764957508454,0.8972623504249155
2807-30-9,0.8081231029351034,0.19187689706489655
110-74-7,0.603716723279287,0.39628327672071306
33235-97-1,0.10543462470343047,0.8945653752965697
33236-21-4,0.18576979767766633,0.8142302023223339
52709-86-1,0.8394508205792071,0.16054917942079278
142770-42-1,0.3130523879716217,0.6869476120283782
34614-30-7,0.16007559021022527,0.8399244097897747
627-12-3,0.1813374058160451,0.8186625941839549
83395-30-6,0.7464776812193018,0.2535223187806983
1713-98-0,0.07648223706796735,0.9235177629320327
18705-22-1,0.2064177100260965,0.7935822899739033
64050-66-4,0.2039782403291287,0.7960217596708713
107-03-9,0.3632191435863429,0.6367808564136572
49828-25-3,0.49180332407526484,0.508196675924735
13889-92-4,0.11273860119335602,0.887261398806644
38827-35-9,0.32748533714213524,0.6725146628578647
918504-27-5,0.7305034695312685,0.2694965304687314
1262985-23-8,0.6939806958629535,0.30601930413704626
1103234-56-5,0.6772646078817413,0.3227353921182587
540-54-5,0.25541803708438887,0.7445819629156109
68526-56-7,0.9021991706960304,0.09780082930396967
928-96-1,0.9380186398351393,0.061981360164860694
33467-73-1,0.8371172422878584,0.16288275771214145
42436-07-7,0.9381260776729756,0.06187392232702442
65405-77-8,0.8642091727333793,0.13579082726662053
24880-45-3,0.8924908398671358,0.10750916013286432
2091-24-9,0.9274040849083246,0.07259591509167533
5910-85-0,0.4643085639367776,0.5356914360632224
17369-59-4,0.7065545521900514,0.29344544780994863
107-12-0,0.24019098711427136,0.7598090128857287
118-68-3,0.12491413170072445,0.8750858682992756
96-20-8,0.4417032180273257,0.5582967819726744
3174-67-2,0.8333170452952084,0.16668295470479164
584-03-2,0.7894084275566047,0.2105915724433951
695-06-7,0.9064521138695921,0.09354788613040774
56983-13-2,0.6129554151453686,0.3870445848546315
4437-85-8,0.8526428841789718,0.1473571158210282
98519-44-9,0.10330346237767316,0.896696537622327
98518-99-1,0.09384285752930621,0.906157142470694
98532-66-2,0.08800324529516064,0.9119967547048393
106-88-7,0.5365551011305547,0.4634448988694454
65-14-5,0.4635281733641561,0.5364718266358438
117-26-0,0.18275667456950023,0.8172433254304998
435-97-2,0.07572883617800939,0.9242711638219906
90-49-3,0.5,0.5
14845-06-8,0.10960980506505413,0.890390194934946
512-16-3,0.5128644171111703,0.4871355828888298
12663-46-6,0.686686676510921,0.3133133234890791
80834-51-1,0.15778590511612528,0.8422140948838749
113614-08-7,0.33747338202262356,0.6625266179773762
1824-58-4,0.8541067933800596,0.14589320661994046
66571-24-2,0.1289265190255094,0.8710734809744904
34314-31-3,0.2403877924798461,0.7596122075201539
78-99-9,0.24387769436420736,0.7561223056357925
58-54-8,0.4552714747801504,0.5447285252198496
1146-95-8,0.21959717365528347,0.7804028263447165
42790-35-2,0.22292604455409004,0.77707395544591
60270-84-0,0.8143801679308247,0.18561983206917546
89426-87-9,0.09648898095611813,0.9035110190438816
5223-06-3,0.7364810593685774,0.26351894063142256
5408-74-2,0.14444904183099555,0.8555509581690044
102268-15-5,0.8987339018296682,0.10126609817033191
536-33-4,0.06389380378870649,0.9361061962112935
14736-30-2,0.34831334071732006,0.6516866592826801
121518-45-4,0.0555747267840409,0.9444252732159591
27653-49-2,0.15312296269910955,0.8468770373008904
58-14-0,0.22206034369638347,0.7779396563036167
149979-41-9,0.6490861358363195,0.3509138641636806
168152-88-3,0.08861560399378014,0.9113843960062198
127277-53-6,0.7033306986179463,0.2966693013820536
70-69-9,0.08141822117140932,0.9185817788285907
2295-58-1,0.33727705653378653,0.6627229434662135
63605-45-8,0.3512800679468519,0.6487199320531477
4940-11-8,0.3515019374743817,0.6484980625256185
1477-19-6,0.24521676945075416,0.7547832305492458
3781-28-0,0.19639111713366855,0.8036088828663313
106006-84-2,0.4322969241960445,0.5677030758039557
89427-48-5,0.13789509470609215,0.8621049052939077
709-98-8,0.2897691379272165,0.7102308620727835
13808-36-1,0.276209276224435,0.7237907237755652
75764-58-8,0.08803529078958491,0.911964709210415
15301-48-1,0.1662376948698046,0.8337623051301954
79-09-4,0.49029078626849465,0.5097092137315054
23495-12-7,0.774319126153496,0.22568087384650398
103-56-0,0.9355581977677668,0.06444180223223306
122-63-4,0.9265050319353063,0.07349496806469347
1531-97-1,0.4925423887024201,0.5074576112975799
17511-60-3,0.7537681888251789,0.24623181117482093
682-11-1,0.889109755024032,0.11089024497596786
682-09-7,0.7900789915667468,0.20992100843325348
5187-23-5,0.8830093668011895,0.11699063319881046
3047-32-3,0.6118523499019031,0.38814765009809704
30499-70-8,0.7721620889277403,0.2278379110722599
66492-51-1,0.7638826156585011,0.2361173843414991
824-11-3,0.18178157149433208,0.8182184285056681
1005-93-2,0.2725635098234807,0.7274364901765191
10097-02-6,0.8522180427859211,0.14778195721407872
115-70-8,0.6149268997547374,0.38507310024526253
3819-07-6,0.14919210308580816,0.8508078969141918
7747-35-5,0.2054098793590192,0.7945901206409807
19882-03-2,0.8081349777704324,0.19186502222956744
6533-00-2,0.7952156444588566,0.20478435554114338
77-21-4,0.1882614339447868,0.811738566055213
77236-50-1,0.10654085400219598,0.8934591459978041
5556-57-0,0.25118626158249513,0.7488137384175046
50-19-1,0.35487044993531874,0.6451295500646812
509-86-4,0.20851628135273537,0.7914837186472644
125-33-7,0.17164026313718697,0.828359736862813
50-06-6,0.372107052497784,0.6278929475022162
57-30-7,0.29642702632464574,0.7035729736753544
61837-66-9,0.791853827790959,0.20814617220904083
74697-48-6,0.8271344828512555,0.17286551714874415
56430-99-0,0.2784678099580919,0.721532190041908
7689-03-4,0.4372889296037146,0.5627110703962854
7789-89-1,0.4384365791665288,0.5615634208334713
75-04-7,0.02797156933436945,0.9720284306656306
709-55-7,0.2897868110853944,0.7102131889146056
71130-60-4,0.26438628524965024,0.7356137147503499
5459-93-8,0.14770593660965498,0.852294063390345
85697-07-0,0.1484897049245647,0.8515102950754352
5465-00-9,0.2880268407719769,0.7119731592280234
58473-74-8,0.11537168630788859,0.8846283136921115
625-53-6,0.04699046452720542,0.9530095354727944
71475-35-9,0.2682333163754117,0.7317666836245884
139-94-6,0.35400873469770705,0.6459912653022931
68228-19-3,0.5,0.5
89427-19-0,0.2764660045112013,0.7235339954887988
4151-50-2,0.36700506680096134,0.6329949331990387
107-29-9,0.07719140635173855,0.9228085936482614
5308-25-8,0.26631972046383784,0.7336802795361622
93106-60-6,0.7640462855357523,0.23595371446424762
139-87-7,0.48630170417540286,0.5136982958245971
100-74-3,0.2956625341239324,0.7043374658760675
538-07-8,0.13097260946520412,0.8690273905347957
134-97-4,0.5,0.5
23205-24-5,0.18857342135130273,0.8114265786486973
67658-42-8,0.10129035882482326,0.8987096411751767
2687-91-4,0.8198868267051653,0.18011317329483484
92-50-2,0.3706456642493568,0.6293543357506434
92-49-9,0.1492097162951416,0.8507902837048584
1508-75-4,0.368045079037508,0.6319549209624921
7081-53-0,0.13793820722182232,0.8620617927781776
62924-70-3,0.17983481092260203,0.8201651890773978
13147-25-6,0.30652945397323283,0.693470546026767
13256-23-0,0.06594314807767541,0.9340568519223245
82018-90-4,0.09348576181495186,0.9065142381850481
2991-51-7,0.577046358356988,0.4229536416430119
70458-96-7,0.8044858762884097,0.19551412371159013
14698-29-4,0.4907829186783174,0.5092170813216825
51940-44-4,0.7264086284366135,0.2735913715633865
19562-30-2,0.46449799060893276,0.5355020093910671
13256-13-8,0.07665105025484102,0.923348949745159
80472-85-1,0.13608812851471525,0.8639118714852847
20373-56-2,0.14323141646533388,0.8567685835346661
62899-75-6,0.23567069847301444,0.7643293015269853
21590-92-1,0.16396971822500642,0.8360302817749936
63716-33-6,0.09926902554505625,0.9007309744549439
78467-49-9,0.14236785821569226,0.8576321417843076
63744-48-9,0.16201768811825262,0.8379823118817475
86-28-2,0.13070277346050693,0.8692972265394932
132-32-1,0.1898774337151535,0.8101225662848465
128-53-0,0.5,0.5
86-35-1,0.2806671540123733,0.7193328459876266
34929-03-8,0.2765283414224189,0.7234716585775813
28657-80-9,0.1790903997684843,0.8209096002315159
32976-88-8,0.17940313230146174,0.8205968676985382
3784-99-4,0.1531538544089144,0.8468461455910856
1239-45-8,0.12377866783195525,0.8762213321680448
64-17-5,0.42502914632952016,0.57497085367048
111-73-9,0.852257547878656,0.14774245212134393
111-35-3,0.8782440258834295,0.12175597411657038
64050-15-3,0.6857372917282569,0.3142627082717428
2141-62-0,0.8535911118687455,0.14640888813125444
110-80-5,0.879792023866206,0.120207976133794
111-90-0,0.8946481377485349,0.10535186225146499
112-50-5,0.8996303122441593,0.10036968775584075
64057-86-9,0.8747337745269667,0.12526622547303326
106-74-1,0.7113084964492409,0.28869150355075907
98519-29-0,0.1260218332347458,0.8739781667652542
6012-83-5,0.3962246569119825,0.6037753430880176
122453-73-0,0.2193376381219473,0.7806623618780527
58567-11-6,0.8634441208234295,0.13655587917657058
109-94-4,0.6778725458342347,0.3221274541657654
2979-26-2,0.9596335624307585,0.04036643756924144
103-75-3,0.9648687732573057,0.03513122674269424
10310-32-4,0.8337051887652476,0.16629481123475245
33210-54-7,0.10383448650744449,0.8961655134925556
33210-37-6,0.09830602880303545,0.9016939711969646
33235-81-3,0.07454840994534946,0.9254515900546508
33236-11-2,0.296231773924007,0.703768226075993
33235-92-6,0.10960660830848337,0.8903933916915165
33210-59-2,0.09764948791055968,0.9023505120894405
33235-90-4,0.08655211825892686,0.9134478817410732
4234-79-1,0.591373993320242,0.40862600667975796
64037-28-1,0.2985366555979727,0.7014633444020272
105-56-6,0.6646627977592912,0.33533720224070884
638-07-3,0.09203692775877038,0.9079630722412295
101-97-3,0.9158523159883557,0.08414768401164452
14062-23-8,0.8845054131011556,0.11549458689884437
2122-70-5,0.7700973291139785,0.2299026708860214
27512-72-7,0.29586953264868177,0.7041304673513182
2949-22-6,0.24939832943661333,0.7506016705633868
25059-80-7,0.4671106861310959,0.5328893138689041
119-41-5,0.6560517923788786,0.34394820762112127
21045-68-1,0.5266690042464466,0.47333099575355336
34580-65-9,0.23066231200112017,0.7693376879988799
77501-90-7,0.41043154008523036,0.5895684599147696
623-51-8,0.1986463663526662,0.8013536336473338
63935-38-6,0.40817043681395904,0.591829563186041
637-56-9,0.20313144239786468,0.7968685576021356
23609-20-3,0.2680634793981848,0.731936520601815
150-69-6,0.48566427634841236,0.5143357236515876
38160-03-1,0.3078061931081755,0.6921938068918245
19077-60-2,0.3815944814965062,0.6184055185034938
100-29-8,0.21448229382332828,0.7855177061766715
88599-72-8,0.9243711494991242,0.07562885050087578
93-18-5,0.9044195124756708,0.09558048752432928
61361-59-9,0.1595278415448474,0.8404721584551528
66840-01-5,0.16324382471202356,0.8367561752879763
60634-59-5,0.7142301083750161,0.285769891624984
18637-00-8,0.3538547991040872,0.646145200895913
938-73-8,0.3722395350063845,0.6277604649936155
80834-62-4,0.12106779942258934,0.8789322005774107
80834-63-5,0.12106779942258934,0.8789322005774107
80834-80-6,0.12532631731436478,0.8746736826856352
80834-59-9,0.1288831145870066,0.8711168854129933
80834-56-6,0.1242204965165302,0.8757795034834699
96222-01-4,0.12678413037271313,0.873215869627287
46817-91-8,0.15339328894013166,0.8466067110598683
118-28-5,0.8791081512460595,0.12089184875394073
63716-32-5,0.3303859348463117,0.6696140651536884
42874-03-3,0.30432998040046194,0.6956700195995381
140-88-5,0.37429601762855025,0.6257039823714499
103-36-6,0.8694556167604257,0.1305443832395743
6048-06-2,0.5697185305792106,0.43028146942078943
14731-78-3,0.8509508882968106,0.14904911170318907
117666-88-3,0.27841568897356395,0.7215843110264359
117666-82-7,0.13786779617808317,0.8621322038219171
95266-40-3,0.7890921041831417,0.21090789581685832
97-81-4,0.6640640641050555,0.3359359358949444
4089-07-0,0.45709377929260026,0.5429062207073999
868-59-7,0.3959175676043737,0.6040824323956263
92077-78-6,0.5891845796572344,0.4108154203427657
86541-74-4,0.8576463710232503,0.1423536289767497
110221-44-8,0.8453951843427623,0.15460481565723758
38109-77-2,0.37384363090108164,0.6261563690989183
1187-46-8,0.21698578735674728,0.7830142126432525
121-39-1,0.7900240926453788,0.20997590735462135
548-00-5,0.5229643024095588,0.4770356975904409
29177-84-2,0.8251658150287776,0.17483418497122236
9000-40-2,0.5601709613672506,0.43982903863274914
454-31-9,0.17880856003732476,0.8211914399626752
34580-75-1,0.10412635861468902,0.8958736413853109
10029-04-6,0.530884849353332,0.4691151506466681
7085-85-0,0.26839368708831063,0.7316063129116893
89-33-8,0.24820566439937633,0.7517943356006236
93-89-0,0.8634635621976099,0.13653643780239028
94-09-7,0.6827421482228162,0.31725785177718385
99-77-4,0.612110767799269,0.38788923220073096
120-47-8,0.5774491770893734,0.4225508229106266
56974-61-9,0.6181048156604125,0.3818951843395875
87-25-2,0.9323945007752799,0.06760549922472026
122277-22-9,0.6561155882733027,0.34388441172669737
19485-08-6,0.8911289655026232,0.10887103449737678
79660-46-1,0.8172178368363623,0.1827821631636378
98349-25-8,0.3911957164068717,0.6088042835931283
734-88-3,0.5962735398850205,0.4037264601149794
16078-71-0,0.37781979408148686,0.6221802059185133
142891-20-1,0.6259473735137921,0.3740526264862078
24237-54-5,0.264569950348987,0.7354300496510131
19688-04-1,0.2412280532585669,0.7587719467414334
75274-22-5,0.2638030130278825,0.7361969869721176
74531-87-6,0.5461623220177257,0.45383767798227426
103112-35-2,0.2237513948841861,0.776248605115814
13915-60-1,0.13837490311918457,0.8616250968808155
126-12-5,0.16066331804809203,0.8393366819519079
5794-23-0,0.15763185140980931,0.8423681485901907
2385-81-1,0.1756573034351562,0.8243426965648437
3691-78-9,0.07243735198058004,0.9275626480194197
