CASRN,EPA_RF_maccs-1,EPA_RF_maccs-2,EPA_RF_maccs-3,EPA_RF_maccs-4
168152-76-9,0.010569767853978384,0.8212712239028033,0.13053266144187198,0.03762634680134682
168152-71-4,0.01164042587286631,0.8556450986391152,0.10398105907269319,0.02873341641532516
1688-71-7,0.014756293494832123,0.48833577650306953,0.4331297082296802,0.06377822177241778
97392-14-8,0.05641390091390092,0.2578119274544968,0.6450496363629483,0.04072453526865295
70735-85-2,0.045407320116530675,0.14820466377335748,0.7201884616917366,0.08619955441837591
63233-46-5,0.042848140807818264,0.7010793299167659,0.20013400382237376,0.05593852545304162
2051-78-7,0.0021590612781807283,0.11909043362505374,0.4672089116960746,0.4115415934006915
103-37-7,0.011341270805838204,0.03974207163342541,0.3867129017280595,0.5622037558326767
123-20-6,0.008896411094206991,0.1476859842805572,0.6257439133889693,0.217673691236265
36597-90-7,0.018852284018810894,0.22213094079576934,0.5003330533743436,0.2586837218110751
107-10-8,0.06817716958933558,0.4776734360649815,0.4376340634756314,0.01651533087005197
125055-68-7,0.003294444444444445,0.9451554469726978,0.03738902090617368,0.014161087676683825
94-20-2,0.021020899470899464,0.048060365560365616,0.8791175805675804,0.0518011544011544
13887-60-0,0.006544187294187293,0.027458450808450816,0.9415500888000885,0.024447273097273087
73941-13-6,0.024103573774915243,0.49501425743674915,0.46166492677109355,0.01921724201724201
27050-40-4,0.029409440840962583,0.485442467691445,0.4273552285428882,0.057792862924704355
33245-39-5,0.05709999592999594,0.0585553391053391,0.5468494116994114,0.33749525326525204
26399-36-0,0.038397104023191,0.05417960010007393,0.561227220511597,0.34619607536513375
64057-89-2,0.0327442578717579,0.3810968284345971,0.5410581838679157,0.04510072982572992
4634-51-9,0.607942424242424,0.09492039442039447,0.2504303030303025,0.04670687830687833
41078-02-8,0.030059483109483115,0.30205829671417866,0.5210912812133397,0.14679093896299786
816-57-9,0.034919872719872756,0.24779439612674897,0.6805651128827597,0.03672061827061829
2807-30-9,0.0011631648228290672,0.09669176486231881,0.6173871353926467,0.2847579349222051
110-74-7,0.011413559402850338,0.12078437699632617,0.4770514139236371,0.3907506496771867
33235-97-1,0.009555913802972627,0.5812850258351545,0.3973562237248258,0.011802836637047167
33236-21-4,0.060840070115070116,0.37572586701797217,0.5169591035669986,0.0464749592999593
52709-86-1,0.030185518516600278,0.1019408402261608,0.3989201539822439,0.46895348727499486
142770-42-1,0.07604203223267701,0.16439364030124598,0.5734749427668133,0.18608938469926334
34614-30-7,0.010350862663906146,0.036698407389711744,0.9228043991435297,0.030146330802852547
627-12-3,0.026828054423376078,0.17695469637667113,0.7266074803656621,0.06960976883428895
83395-30-6,0.02917171717171717,0.08259797979797981,0.5268838383838388,0.361346464646464
1713-98-0,0.4312527851719596,0.44882727749113116,0.10382905721680383,0.0160908801201059
18705-22-1,0.06969697511536026,0.2944553597087449,0.5357284452825449,0.10011921989334915
64050-66-4,0.3498402605786376,0.28781917043049704,0.31192551825922527,0.05041505073163828
107-03-9,0.03713558971942613,0.18989361785826936,0.5283127099530794,0.24465808246922469
49828-25-3,0.05695001601712128,0.17521946953838857,0.5546761086606002,0.21315440578388936
13889-92-4,0.02022820267412213,0.3070206646189189,0.5667222839619865,0.10602884874497163
38827-35-9,0.038384110225286726,0.19956448889854952,0.5990674351827107,0.16298396569345353
918504-27-5,0.06346241137030612,0.09866440567230042,0.6122075985418085,0.22566558441558443
1262985-23-8,0.10356424044365219,0.11876155108508062,0.5854168972639561,0.1922573112073113
1103234-56-5,0.04384021164021169,0.08466693121693122,0.651874908424908,0.21961794871794862
540-54-5,0.03300210278210026,0.18852354105250277,0.6479045446491969,0.13056981151619723
68526-56-7,0.017578906892103462,0.05973412386156258,0.5170861636654613,0.4056008055808716
928-96-1,0.010824907460434328,0.08349467454836502,0.47297834936794897,0.43270206862325095
33467-73-1,0.0047620766851974835,0.09742129232358918,0.30467389498476,0.5931427360064514
42436-07-7,0.008731106510731687,0.01647730188872377,0.4281003903666661,0.5466912012338788
65405-77-8,0.006732840741955493,0.07065041222626262,0.6600858386658708,0.26253090836591075
24880-45-3,0.004538585933206806,0.03512415393505464,0.3681127747495639,0.5922244853821713
2091-24-9,0.009674784637037399,0.04862860444947817,0.3553662316187306,0.5863303792947515
5910-85-0,0.037012351546835784,0.2755484667274574,0.5296465938050202,0.15779258792068654
17369-59-4,0.015644679162051516,0.09556656340010496,0.7461135912330086,0.14267516620483375
107-12-0,0.28342494864995454,0.389946251947022,0.27888087536284184,0.04774792404017988
118-68-3,0.07060149721722951,0.35503086737866274,0.5095497352693965,0.06481790013471199
96-20-8,0.05606154097855204,0.24875835127598167,0.455345782541896,0.23983432520356984
3174-67-2,0.005526191061003352,0.05723492789423043,0.32204756433209836,0.6151913167126666
584-03-2,0.06024200801354152,0.06410863063287708,0.5117386043410637,0.363910757012517
695-06-7,0.0054455220214834794,0.02789844870135527,0.30486393544409507,0.6617920938330625
56983-13-2,0.052252247718343095,0.13638219619755831,0.6278120880648732,0.18355346801922598
4437-85-8,0.03232215000936463,0.22746464008531095,0.5200292113371039,0.2201839985682201
98519-44-9,0.005962534717373428,0.03393073058960157,0.9443780716595227,0.015728663033501736
98518-99-1,0.0008333333333333334,0.005422159594218418,0.9933865017316845,0.0003580053407639614
98532-66-2,0.00019696969696969698,0.021170092122521786,0.97592194303439,0.0027109951461187607
106-88-7,0.03422024240337405,0.31018185554119165,0.466640062111345,0.18895783994408885
65-14-5,0.029148885127725378,0.17310866080352214,0.6503405469570843,0.14740190711166748
117-26-0,0.034874848576694775,0.22473131906698332,0.670703792916072,0.0696900394402506
435-97-2,0.1877893212551603,0.18430092120920194,0.5239325735932439,0.10397718394239384
90-49-3,0.030290524290524302,0.053822492000752876,0.7824382457317238,0.133448737976999
14845-06-8,0.008710276760276758,0.24067359152285575,0.7183930907872071,0.0322230409296586
512-16-3,0.11206980519634069,0.11372509853029426,0.4254738963395548,0.34873119993381035
12663-46-6,0.03523597883597886,0.10064391534391537,0.44231202501202527,0.42180808080808097
80834-51-1,0.03022223071046601,0.582384750317772,0.32393583657970204,0.06345718239206088
113614-08-7,0.05468742738742741,0.17747188922188942,0.5827809181559185,0.18505976523476533
1824-58-4,0.009487301587301588,0.022942816442816438,0.4916884800384801,0.4758814019314021
66571-24-2,0.018512246642246634,0.12473869352869353,0.7846073728123726,0.072141687016687
34314-31-3,0.012772616944649966,0.12146594016027966,0.7377970152175919,0.12796442767747812
78-99-9,0.011687012146538826,0.2088457135028303,0.6631958310088569,0.1162714433417732
58-54-8,0.035066700219350155,0.11947848089153841,0.6349464537165755,0.21050836517253624
1146-95-8,0.030481784471516657,0.3656775385432801,0.5448674629645102,0.05897321402069296
42790-35-2,0.033595980043551875,0.24905243351025522,0.6274313364712187,0.0899202499749735
60270-84-0,0.013601726706796142,0.12354618375023631,0.5737990215510501,0.28905306799191477
89426-87-9,0.5138840360155715,0.38948194199428654,0.08135370283604065,0.015280319154101588
5223-06-3,0.017034066916126904,0.13142351401568345,0.792666944339387,0.058875474728802876
5408-74-2,0.020213257641260703,0.6069729937621282,0.3315993883966219,0.041214360199988996
102268-15-5,0.0274131797313432,0.10951651629296985,0.5829188573277997,0.2801514466478874
536-33-4,0.09487452032822534,0.2396665665676051,0.6355901289390117,0.02986878416515691
14736-30-2,0.023814741640727482,0.10681092752444456,0.7244102264592361,0.144964104375592
121518-45-4,0.053946908420457795,0.252032823839875,0.6605856967233862,0.033434571016280584
27653-49-2,0.023727950372068016,0.607318544326902,0.33766066241406695,0.031292842886960534
58-14-0,0.02424745632963699,0.5691655566472762,0.37638097017895333,0.030206016844132794
149979-41-9,0.07322489177489175,0.14620393168922605,0.49125913536354665,0.28931204117233494
168152-88-3,0.010231040564373899,0.8490970244533973,0.11240048459166098,0.02827145039056805
127277-53-6,0.043652426353984065,0.15703992073572087,0.5818936474410946,0.21741400546920067
70-69-9,0.016854139154905412,0.35803587199349446,0.5930076209838155,0.032102367867785135
2295-58-1,0.03828440785497237,0.16439691196590442,0.6578761264595336,0.13944255371958977
63605-45-8,0.06617585377585375,0.2600728345728345,0.5341580308580312,0.13959328079328087
4940-11-8,0.03332708748945493,0.1266888161830226,0.7025896712069596,0.13739442512056255
1477-19-6,0.04496298521823781,0.31849819628825454,0.5386940821496204,0.0978447363438871
3781-28-0,0.039576373626373645,0.36077333657627736,0.5226693984664573,0.07698089133089128
106006-84-2,0.028021505376344086,0.17102630504764002,0.7047515063259634,0.09620068325005209
89427-48-5,0.46775191928758153,0.2308455936846734,0.24604144871964714,0.05536103830809714
709-98-8,0.1225902479655421,0.24584070631234328,0.5300247636773778,0.10154428204473695
13808-36-1,0.06870977170977165,0.3359423082364257,0.5219387014945843,0.07340921855921853
75764-58-8,0.020279059829059823,0.505826402719514,0.4265581166024662,0.04733642084895956
15301-48-1,0.03335396825396827,0.17827706858595616,0.6877928544601171,0.10057610869995784
79-09-4,0.06938964541164401,0.13793531898263575,0.6174456612199613,0.1752293743857585
23495-12-7,0.0011205469089700937,0.031175192622864476,0.5227641505443857,0.44494010992377975
103-56-0,0.001127402076262525,0.01774992396788695,0.8062172648241408,0.17490540913170918
122-63-4,0.0010677803621794736,0.08512662198158627,0.7435372190524437,0.17026837860378952
1531-97-1,0.03246568061568063,0.22597795239713367,0.69266460351716,0.04889176347002436
17511-60-3,0.017246244075284228,0.09163430823432064,0.547635729723524,0.34348371796687116
682-11-1,0.030115468812391525,0.049443571728611836,0.4166692364393394,0.503771723019658
682-09-7,0.00971721322817213,0.04055692393551294,0.774100526218876,0.17562533661743865
5187-23-5,0.03625207489323762,0.09617209854886738,0.5923386100613107,0.2752372164965845
3047-32-3,0.027776654359936048,0.10576772054124385,0.5710146963740886,0.29544092872473143
30499-70-8,0.03263589658060522,0.12060231513546463,0.5994040313358948,0.24735775694803439
66492-51-1,0.04261740666928296,0.07863002139755781,0.5161919410924991,0.36256063084066037
824-11-3,0.20215709312921376,0.34976977632859957,0.3088995933167603,0.139173537225426
1005-93-2,0.23885338453932872,0.2701681014457483,0.3070635694060306,0.18391494460889196
10097-02-6,0.022752904194057795,0.05924488728870679,0.6592857234895216,0.25871648502771216
115-70-8,0.01607560624560624,0.04959415366671645,0.35600149150969085,0.5783287485779856
3819-07-6,0.02634813258636787,0.15684155865920577,0.6857832193949839,0.13102708935944243
7747-35-5,0.04958359788359789,0.22202646242646232,0.58588048988049,0.14250944980944982
19882-03-2,0.044217494542494566,0.04840906292781296,0.6432557962383619,0.2641176462913304
6533-00-2,0.034371741352753116,0.05172849509839914,0.52756803203238,0.38633173151646666
77-21-4,0.06760294627399892,0.17430156958898402,0.5777941423607333,0.18030134177628448
77236-50-1,0.03141129426129427,0.27001380159335,0.6147166456586424,0.0838582584867126
5556-57-0,0.03215594460006226,0.20328794140156378,0.6311581263822746,0.13339798761609917
50-19-1,0.0501034948482317,0.16455610543268376,0.6242597094114763,0.16108069030760847
509-86-4,0.092940356212415,0.5960333227230276,0.17641109315521067,0.13461522790934569
125-33-7,0.050254557722978814,0.3054072382782908,0.4623064937985993,0.1820317102001312
50-06-6,0.11891816564355268,0.31564245580700645,0.24796655554054906,0.31747282300889085
57-30-7,0.06566307331013212,0.47622641140822247,0.23877752156111295,0.21933299372053236
61837-66-9,0.02994854497354499,0.0974319199319199,0.198956215081215,0.673663320013319
74697-48-6,0.031071010471010487,0.07739090724090722,0.18237955562955574,0.7091585266585257
56430-99-0,0.08167519579915543,0.24337306195179878,0.5258792921818894,0.1490724500671563
7689-03-4,0.06913051485551486,0.16420373422873438,0.5791781847781845,0.18748756613756612
7789-89-1,0.010004278580604665,0.30545423427440066,0.4762762563781713,0.2082652307668235
75-04-7,0.05309907402985024,0.6357054049614196,0.29151555418781583,0.01967996682091398
709-55-7,0.043183702694092926,0.279559394023566,0.6225855981551446,0.05467130512719758
71130-60-4,0.2935253990782366,0.14482103836848437,0.45271259791920243,0.10894096463407618
5459-93-8,0.025444588530292436,0.3800443363188655,0.5803768862444018,0.014134188906439806
85697-07-0,0.01953113553113553,0.1840408699191308,0.7360895823982778,0.06033841215145564
5465-00-9,0.06362641414141411,0.25265251054501003,0.5654276482776485,0.11829342703592713
58473-74-8,0.044893621857902244,0.26493081031018706,0.6175702065473061,0.07260536128460392
625-53-6,0.27373518962404386,0.3852743661767657,0.32861004115996273,0.012380403039226563
71475-35-9,0.0257473544973545,0.1546295705809772,0.7211017613720937,0.09852131354957437
139-94-6,0.037564973544973575,0.25551211640211624,0.4004290476190476,0.3064938624338621
68228-19-3,0.019634780578898222,0.1648171942720538,0.45187690563202093,0.3636711195170272
89427-19-0,0.25119287223452674,0.2551605177634078,0.37557116549575087,0.11807544450631456
4151-50-2,0.09223616246154952,0.2420863530861984,0.5054141823948322,0.16026330205741973
107-29-9,0.044791598734165404,0.3593618398860296,0.5639932863076533,0.031853275072151604
5308-25-8,0.031926421994537955,0.23466913620622037,0.7045170739872353,0.02888736781200551
93106-60-6,0.010188888888888891,0.0809759259259259,0.786296801346801,0.12253838383838393
139-87-7,0.015260322085322086,0.12059596669240631,0.6954199606465086,0.1687237505757631
100-74-3,0.02322744642741782,0.38187641627197916,0.49604411814199467,0.09885201915860815
538-07-8,0.2503410372127493,0.3135009358056021,0.3399182208428421,0.09623980613880474
134-97-4,0.03898620268620271,0.1530298978798979,0.5992841806341807,0.20869971879971866
23205-24-5,0.044854232804232806,0.3002558328925971,0.5506706681118445,0.10421926619132506
67658-42-8,0.04530494505494511,0.36651260602142904,0.53866819373437,0.04951425518925523
2687-91-4,0.017256180856180855,0.11576427046926444,0.6067643312247291,0.2602152174498245
92-50-2,0.08152016776271152,0.11586785703785192,0.7452961246919197,0.05731585050751718
92-49-9,0.1789377291839286,0.30570557564789586,0.47942158064843104,0.03593511451974403
1508-75-4,0.03999548599548601,0.23512735412735386,0.5699016132016131,0.15497554667554672
7081-53-0,0.06951801346801345,0.40523466036887107,0.43871217471612206,0.08653515144699352
62924-70-3,0.3327190037004735,0.16449722790832472,0.3555930455893175,0.14719072280188586
13147-25-6,0.05874993878554581,0.25673848090328044,0.47385390774107905,0.21065767257009438
13256-23-0,0.11521567753597159,0.4672384448941729,0.3953586166825947,0.022187260887260887
82018-90-4,0.18275325446597898,0.4914365950511664,0.27816525291128935,0.047644897571564274
2991-51-7,0.11030916305916315,0.15436292688792705,0.5299745476745482,0.2053533623783622
70458-96-7,0.030496031746031747,0.09574273689273681,0.33560521885521827,0.5381560125060122
14698-29-4,0.027799796499796494,0.109175863025863,0.7489901746401746,0.1140341658341659
51940-44-4,0.023813445378151266,0.12359211017740432,0.6494460317460315,0.20314841269841263
19562-30-2,0.020210981759898158,0.152918964630689,0.665999928551429,0.16087012505798357
13256-13-8,0.12332970269200241,0.4200884049673521,0.43766722188524243,0.018914670455402714
80472-85-1,0.008591029341029342,0.13423588263588276,0.8269352573352575,0.0302378306878307
20373-56-2,0.0590956626061277,0.32227853120178657,0.5519225615469803,0.0667032446451051
62899-75-6,0.05503274788506987,0.25091780596424546,0.5669789297962677,0.1270705163544173
21590-92-1,0.03073093573093575,0.3556603904408859,0.5007192798887846,0.1128893939393939
63716-33-6,0.028842083461201123,0.41075990321598654,0.534763820906905,0.025634192415907454
78467-49-9,0.012504419654419651,0.08458482258482256,0.8478049228549231,0.05510583490583492
63744-48-9,0.03502953083781259,0.33739970687351434,0.5894920387502935,0.038078723538379766
86-28-2,0.06221318192612023,0.37797688386103573,0.5165873418708978,0.04322259234194722
132-32-1,0.030646251827521193,0.5183034505318587,0.29864639881139976,0.15240389882921868
128-53-0,0.019795634920634915,0.13287190666326387,0.6844291938682807,0.16290326454782084
86-35-1,0.054212914862914886,0.19849369889369886,0.6391176286676287,0.10817575757575756
34929-03-8,0.02030690131124913,0.23054942859073288,0.600424978001065,0.14871869209695307
28657-80-9,0.022793121693121695,0.10700757575757579,0.7573230639730634,0.11287623857623862
32976-88-8,0.041371835571835595,0.41603682613682613,0.44030585710585723,0.10228548118548125
3784-99-4,0.04078553791887129,0.3991417458902755,0.5184302999651044,0.04164241622574959
1239-45-8,0.03731036015112105,0.37701037361449774,0.5072650799979127,0.07841418623646888
64-17-5,0.029400083145416773,0.17236929771930745,0.6887566237710484,0.10947399536422664
111-73-9,0.0017424960010560308,0.031194520347247807,0.4300872943869502,0.5369756892647465
111-35-3,0.001666467353817839,0.03330216309618143,0.6376883769864119,0.3273429925635882
64050-15-3,0.007657368622426597,0.0596718186009172,0.5258125496170812,0.40685826315957446
2141-62-0,0.02630680117169667,0.08617136911555026,0.6996882875361345,0.18783354217661674
110-80-5,0.0018184874123860263,0.06048383217042656,0.6128447997524793,0.3248528806647083
111-90-0,0.0007361671037641946,0.01956613047522073,0.7517174576018419,0.22798024481917298
112-50-5,0.001552830722290784,0.016015017633331175,0.7415649304264627,0.24086722121791396
64057-86-9,0.0015653646148948343,0.03711044959295047,0.6516646736361391,0.3096595121560158
106-74-1,0.009549549191083523,0.15652498077211596,0.5265016377502124,0.30742383228658676
98519-29-0,0.0026333333333333334,0.018508857808857804,0.963313364413365,0.015544444444444444
6012-83-5,0.02276819898343373,0.12477670753099765,0.7077213589577307,0.14473373452783792
122453-73-0,0.08038604529317186,0.22547969823097203,0.581741175482775,0.11239308099308101
58567-11-6,0.00710014824330154,0.07672607973409502,0.43610668046024154,0.48006709156236155
109-94-4,0.031396348030282475,0.25502431698520767,0.5290199182454478,0.18455941673906162
2979-26-2,0.011705161958791637,0.034009593042070574,0.6157842663371207,0.3385009786620175
103-75-3,0.00422950397196511,0.043656896323874664,0.4619074266469998,0.4902061730571604
10310-32-4,0.02756760403157919,0.11104363726296818,0.598019443428831,0.26336931527662183
33210-54-7,0.02973218536696799,0.5952136642262476,0.3577572769099107,0.017296873496873495
33210-37-6,0.030199357059822185,0.617231504108488,0.33543247093455697,0.017136667897133008
33235-81-3,0.006889996510388666,0.47565570256808176,0.5139102940025226,0.0035440069190069198
33236-11-2,0.030489995189995196,0.22690077012598678,0.6241360870943065,0.11847314758971102
33235-92-6,0.018834518194983302,0.3596413579801055,0.6131272513175723,0.008396872507337623
33210-59-2,0.007767460317460318,0.48803824650145833,0.4965011233879113,0.007693169793169793
33235-90-4,0.009240194990194987,0.24935847253532611,0.7238250797511642,0.01757625272331154
4234-79-1,0.06902240477279178,0.17244953281585632,0.530893802291225,0.22763426012012683
64037-28-1,0.0451157287157287,0.16682868982868995,0.649246884596884,0.13880869685869687
105-56-6,0.057190360004451324,0.26422843714782795,0.4238958849141325,0.25468531793358723
638-07-3,0.07265746694534501,0.3561004676663337,0.4296594216634243,0.14158264372489682
101-97-3,0.0014843223888457914,0.08304096579185744,0.7452441556496133,0.17023055616968288
14062-23-8,0.01961411020271825,0.036920752043213434,0.7272682977341216,0.21619684001994643
2122-70-5,0.010663833052167662,0.1866142217301534,0.5540465563972822,0.24867538882039614
27512-72-7,0.04310535403294025,0.18164000540730296,0.5959779793264655,0.17927666123329175
2949-22-6,0.03188584056006188,0.23544633545010726,0.5711223765336114,0.16154544745621988
25059-80-7,0.068691181041181,0.12311815156521044,0.6910412057441463,0.11714946164946169
119-41-5,0.025524066702853877,0.16019145199497803,0.5931778157934108,0.22110666550875738
21045-68-1,0.014696866083709327,0.16052644839265626,0.42525216985048936,0.39952451567314556
34580-65-9,0.017844444444444447,0.07707725607725607,0.7843368464868468,0.12074145299145306
77501-90-7,0.09782801827801826,0.21221372139499056,0.4327110812533414,0.2572471790736493
623-51-8,0.02607917221180329,0.28346734030332527,0.43812438674189236,0.25232910074297843
63935-38-6,0.026102768903795294,0.320056365571731,0.40496862851167187,0.24887223701280178
637-56-9,0.01257662212978901,0.20014107777626336,0.7279695693332907,0.059312730760656816
23609-20-3,0.04741079807991575,0.1911159379005353,0.693603337065411,0.06786992695413745
150-69-6,0.02128241112340018,0.07907361701120409,0.789668004364108,0.10997596750128724
38160-03-1,0.04712145262145262,0.1638565360565361,0.6469066045066039,0.14211540681540696
19077-60-2,0.05374757834757835,0.27691099013279874,0.5727294108767516,0.09661202064287167
100-29-8,0.11217772156667186,0.1722683086652232,0.593648914764116,0.12190505500398882
88599-72-8,0.009970856267915091,0.056575593958430016,0.855735266522461,0.07771828325119397
93-18-5,0.0025720825769212866,0.07832070268414805,0.7152944129835009,0.2038128017554288
61361-59-9,0.5473470595384777,0.10432231568255257,0.2766301343653672,0.0717004904136012
66840-01-5,0.30473875155059343,0.2980804700534324,0.3538691111535763,0.043311667242397316
60634-59-5,0.0075520088707588745,0.07209885868510602,0.7040057846487383,0.2163433477953973
18637-00-8,0.04670459028625697,0.3112232588626443,0.5673044554665606,0.07476769538453745
938-73-8,0.014164083411142232,0.12896706539074967,0.6593445398885026,0.19752431130960543
80834-62-4,0.007749206349206347,0.8342583553028209,0.13438682166073798,0.02360561668723433
80834-63-5,0.007749206349206347,0.8342583553028209,0.13438682166073798,0.02360561668723433
80834-80-6,0.011188884214203908,0.8477415768107571,0.12005660322757397,0.02101293574746596
80834-59-9,0.002371981721981722,0.9446018570379738,0.04214615155752824,0.01088000968251619
80834-56-6,0.002790382715702408,0.9270496138717341,0.06011076203173292,0.010049241380830416
96222-01-4,0.022181505531505517,0.36479834958614354,0.5571455695611576,0.055874575321192985
46817-91-8,0.033292592495224094,0.23676115456610766,0.6578253892993825,0.07212086363928465
118-28-5,0.0033333333333333335,0.02304720766562872,0.24543043678664142,0.7281890222143969
63716-32-5,0.06401970310391362,0.289243698358172,0.5740924352937508,0.0726441632441632
42874-03-3,0.09061310863485787,0.14030945624149968,0.4831444234603834,0.2859330116632594
140-88-5,0.013373592360452158,0.36697632363353927,0.351266306076369,0.2683837779296379
103-36-6,0.0006023381239925097,0.01403859349269984,0.8672674200121211,0.11809164837118605
6048-06-2,0.0166041998142474,0.10815520734638469,0.7470817127659447,0.1281588800734232
14731-78-3,0.018976783606120148,0.045005186421634695,0.8434690200865081,0.09254900988573678
117666-88-3,0.09565301182195476,0.22306688191256255,0.5829655239850998,0.09831458228038226
117666-82-7,0.013641340158972838,0.1212423748801466,0.7778072800901885,0.0873090048706909
95266-40-3,0.042244219049702394,0.09132395773282036,0.3972967519641298,0.4691350712533466
97-81-4,0.050893656801288406,0.14307178125854708,0.5682970640539068,0.23773749788625786
4089-07-0,0.025183242361503218,0.1538100201933841,0.6592498341660478,0.16175690327906456
868-59-7,0.034401292829553724,0.19083360671476954,0.5316219056316831,0.24314319482399432
92077-78-6,0.027929059829059834,0.15957800162800173,0.4808222851222851,0.33167065342065316
86541-74-4,0.014993434343434347,0.1269689514189515,0.44958576238576264,0.40845185185185173
110221-44-8,0.025057407407407407,0.08804251030772764,0.3129742803090623,0.5739258019758018
1187-46-8,0.09939415206293013,0.4434579883301049,0.34074794186103174,0.11639991774593314
121-39-1,0.009467426799779742,0.07436179516318035,0.6342038754416389,0.281966902595401
548-00-5,0.057053942158918965,0.2451459136230183,0.5099679354787165,0.18783220873934636
29177-84-2,0.02973121693121693,0.11413783068783083,0.5942533670033662,0.26187758537758493
9000-40-2,0.03604494452915509,0.12964017213756693,0.7019763300849068,0.1323385532483709
454-31-9,0.09255230628093707,0.5106700473909929,0.25057213570138365,0.14620551062668613
34580-75-1,0.011411904761904762,0.03376404521404523,0.9086113876863877,0.04621266233766239
10029-04-6,0.02507785455605197,0.17900962123069689,0.4355484739155462,0.3603640502977049
7085-85-0,0.07293230673938589,0.3493563773400755,0.3756394827080374,0.2020718332125005
89-33-8,0.029614285714285725,0.11630986050986049,0.7227922318422318,0.13128362193362203
93-89-0,0.000794039599904512,0.01632929301719732,0.8667065146050541,0.11617015277784364
94-09-7,0.006925519692431318,0.06831647855467395,0.7201244162973587,0.20463358545553495
99-77-4,0.027935489798619276,0.07753331896428954,0.5900024640018671,0.30452872723522484
120-47-8,0.002845507335751305,0.05879071835707551,0.7967601062904667,0.14160366801670632
56974-61-9,0.019760276760276755,0.09100342250342248,0.46096530876530867,0.428270991970992
87-25-2,0.0036245261320804064,0.047204809587202426,0.6643944915173177,0.284776172763399
122277-22-9,0.024283192792519174,0.08053637357831912,0.8135925117545827,0.08158792187457951
19485-08-6,0.012154703924703924,0.07153617107617105,0.6172266312016308,0.2990824937974937
79660-46-1,0.028913101750459098,0.11932715219453596,0.626807744897122,0.22495200115788325
98349-25-8,0.02189312169312169,0.12890037277537275,0.6669584656084652,0.18224803992303995
734-88-3,0.04234001087401084,0.15106315724312336,0.6785657147559965,0.12803111712686988
16078-71-0,0.042018508343508384,0.09919801253496908,0.7827315239913063,0.07605195513021598
142891-20-1,0.050077144152144155,0.19736371683871687,0.5532066008066009,0.19935253820253823
24237-54-5,0.05300087994793878,0.2933049400490576,0.5379430595548238,0.11575112044817931
19688-04-1,0.012043448490507317,0.029979808637259624,0.8808985958558512,0.0770781470163823
75274-22-5,0.01241111111111111,0.04448239538239539,0.8522667663349245,0.09083972717156862
74531-87-6,0.016383333333333337,0.1414696007696008,0.6908145120674534,0.15133255382961266
103112-35-2,0.07627487023446275,0.17610072591371387,0.6070529752803946,0.14057142857142874
13915-60-1,0.015685982629560367,0.12615141707144478,0.7788965137809118,0.0792660865180825
126-12-5,0.04540620959889256,0.5141413551863019,0.34950998675476,0.09094244846004425
5794-23-0,0.014506613756613758,0.36500930207798366,0.5114180267512521,0.1090660574141508
2385-81-1,0.029313765804498074,0.3161129562228699,0.6125570872432836,0.04201619072934864
3691-78-9,0.012996661701500415,0.49313781887168934,0.454793460899913,0.03907205852689728
510-15-6,0.0185745744886662,0.08225950234171044,0.6317435641490089,0.2674223590206139
383-63-1,0.042260097696298494,0.27699137703116383,0.5786400767188692,0.10210844855366777
515-84-4,0.009914508989973219,0.3254226705956935,0.4145426294389668,0.250120190975366
51-79-6,0.02058330664795163,0.1316040671236622,0.7749788605995052,0.07283376562888096
13684-56-5,0.026518799102132437,0.07843119521421894,0.6690673085113482,0.2259826971722996
105774-14-9,0.020172775372775363,0.07172354497354495,0.41846285381285325,0.48964082584082613
75507-68-5,0.05410343915343913,0.20476307084728138,0.4899730522888417,0.25116043771043756
33400-47-4,0.04001583231583235,0.17919307047728097,0.552954263670053,0.2278368335368335
25717-80-0,0.10166093993152811,0.16765389044506698,0.5609396047307815,0.1697455648926239
13945-53-4,0.06898600158011918,0.1060538305920659,0.6927229773494473,0.132237190478367
139481-59-7,0.03149206349206349,0.20949090782511826,0.5707438495227972,0.18827317916002123
2593-15-9,0.16206415421814746,0.2741068636377704,0.399992155650238,0.16383682649384412
79794-75-5,0.07248311688311686,0.37388079883079894,0.4945032171532174,0.05913286713286712
2521-01-9,0.09868580493580495,0.28165843572492166,0.5300569183654327,0.08959884097384094
16322-14-8,0.08731851851851845,0.20676642687377988,0.5806294274897214,0.1252856271179802
1097-57-0,0.06328223443223442,0.14973473008473012,0.555105436107103,0.23187759937593247
541-41-3,0.010589847551872303,0.36320877625614784,0.4765133044278216,0.14968807176415797
59463-54-6,0.10016381462001575,0.2331126681929788,0.5725535174525174,0.09416999973448778
7495-45-6,0.01713900965707096,0.06958924125110649,0.6291598247990279,0.28411192429279464
719-80-2,0.025009798130719182,0.2788022219151178,0.542036062861939,0.15415191709222403
23510-39-6,0.04273965004798229,0.16118086191364572,0.5988221300495467,0.19725735798882477
2425-19-6,0.5898171896703368,0.3535303333262503,0.04201298192870711,0.014639495074704672
13067-93-1,0.2843651118813822,0.5451302497382462,0.06476510832750708,0.10573953005286292
2104-64-5,0.5115403639449906,0.36047217131026504,0.0832346640610223,0.044752800683721776
1776-83-6,0.707737823877761,0.17773735413193628,0.06725885620227724,0.047265965788024666
1623-14-9,0.0328564758952014,0.08176286174370521,0.7205211262950704,0.1648595360660226
3309-67-9,0.6586433522815632,0.13417047751331426,0.15800408899797072,0.049182081207151306
