CASRN,EPA_knn_rdkit2d-1,EPA_knn_rdkit2d-2,EPA_knn_rdkit2d-3,EPA_knn_rdkit2d-4
236391-76-7,0.0,0.0,0.6691730834228935,0.3308269165771066
50602-40-9,0.0,0.0,0.8915908196079939,0.10840918039200609
54546-26-8,0.0,0.0,0.6824530258542622,0.3175469741457377
41767-29-7,0.09609229135902105,0.0,0.7678973652872277,0.13601034335375115
25122-46-7,0.0,0.0,0.7984137645090575,0.20158623549094246
80474-14-2,0.11494003230226242,0.0,0.7014596657828797,0.18360030191485793
5787-73-5,0.0,0.7867676702642797,0.21323232973572023,0.0
2282-34-0,0.4729221307303416,0.45351661678262467,0.07356125248703366,0.0
2917-19-3,0.5684051913302564,0.3702572721240432,0.06133753654570039,0.0
3766-81-2,0.5600733918894986,0.4399266081105014,0.0,0.0
1225-25-8,0.0,0.22916309590689965,0.5522387574917007,0.21859814660139962
27778-78-5,0.0,0.3125800369265587,0.6874199630734412,0.0
27684-90-8,0.0,0.5675015076579866,0.4324984923420135,0.0
35384-89-5,0.0,0.5490294797722682,0.4509705202277317,0.0
24729-96-2,0.20248240682510385,0.101859118915022,0.3792882907028072,0.3163701835570671
561-78-4,0.0,0.9045895278752951,0.0,0.09541047212470488
33499-14-8,0.0,0.1541531422593029,0.679240829508569,0.16660602823212817
30238-40-5,0.0,0.053753391063895824,0.9462466089361042,0.0
123172-53-2,0.0,0.12422841365815553,0.8757715863418445,0.0
89396-94-1,0.0,0.0,0.3183338147652587,0.6816661852347412
64050-87-9,0.0,0.10045600372157269,0.8995439962784273,0.0
3614-30-0,0.09876409688347831,0.2129839983754622,0.6882519047410595,0.0
2753-45-9,0.0,0.07026184150439464,0.8218469599537112,0.10789119854189413
68141-17-3,0.0,0.08188673063532598,0.09139812157247067,0.8267151477922033
79985-89-0,0.28854729932462225,0.4177062379605397,0.29374646271483806,0.0
82586-52-5,0.0930680756463494,0.0925627151932481,0.4489177893492203,0.3654514198111822
22791-12-4,0.22133998886350476,0.5611761491167602,0.21748386201973505,0.0
70667-26-4,0.0,0.3158822333750784,0.49189674224386437,0.19222102438105712
7789-99-3,0.0,0.0,0.23678877923938813,0.7632112207606119
106463-17-6,0.0,0.0,0.7775345891332607,0.22246541086673932
57558-46-0,0.0,0.32250864149196695,0.677491358508033,0.0
33054-87-4,0.10464661619681992,0.0,0.6819752228813525,0.21337816092182763
5389-12-8,0.2860597012600889,0.45532005345287735,0.25862024528703376,0.0
1093653-57-6,0.0,0.0,0.2045780043308012,0.7954219956691989
105-30-6,0.0,0.09815421555471364,0.9018457844452863,0.0
110-41-8,0.0,0.0,0.31595391790632127,0.6840460820936788
7786-29-0,0.0,0.0,0.5520966254496094,0.4479033745503906
123-15-9,0.0,0.0,0.6117551230678003,0.3882448769321997
42615-29-2,0.0,0.0,0.650261333342684,0.3497386666573161
97-61-0,0.0,0.09722787440215509,0.7468195195038297,0.15595260609401504
76-73-3,0.27198594790747954,0.37314977366836655,0.17309537908780062,0.18176889933635323
309-43-3,0.0,0.7149992438038488,0.2850007561961512,0.0
66941-93-3,0.04055769000436913,0.628907153614294,0.33053515638133685,0.0
30677-46-4,0.0,0.33355895922737516,0.5653481437770496,0.10109289699557529
623-40-5,0.0,0.29128970519019043,0.7087102948098095,0.0
123-96-6,0.0,0.0654982367410031,0.44134242673386515,0.4931593365251317
43201-95-2,0.0,0.0,0.0,1.0
142-55-2,0.10286290833040619,0.0,0.19505408956897874,0.7020830021006151
5131-66-8,0.0,0.23001869782418888,0.5203169840081681,0.24966431816764295
1569-01-3,0.0,0.1762892407959042,0.6405217344214466,0.18318902478264917
81406-37-3,0.0,0.3335747163707475,0.6664252836292525,0.0
99607-70-2,0.0,0.10299174382953875,0.5888830674069833,0.3081251887634779
3084-62-6,0.0,0.5752074977423984,0.4247925022576016,0.0
541-95-7,0.0,0.0,0.8103295687945171,0.1896704312054828
139001-49-3,0.0,0.08781647631857416,0.5032709389453508,0.408912584736075
120-62-7,0.0,0.10513846311625824,0.6421004603167243,0.25276107656701735
557-36-8,0.0,0.0,0.4806266676859083,0.5193733323140918
96-17-3,0.0,0.0,0.723295578697839,0.2767044213021609
14765-30-1,0.0,0.24208906647117212,0.40621995346254436,0.3516909800662835
99-71-8,0.0,0.43065264060024294,0.569347359399757,0.0
89-72-5,0.0,0.1726843955426011,0.8273156044573989,0.0
61005-12-7,0.22139388685339034,0.3603705540879195,0.3187234137646188,0.09951214529407135
88-85-7,0.430924260764134,0.41322423985825085,0.15585149937761517,0.0
61614-62-8,0.16205309761736778,0.5270655419830685,0.09797976388803821,0.21290159651152543
104-89-2,0.0,0.5627138343665061,0.43728616563349393,0.0
70700-29-7,0.0,0.5181587315930697,0.4818412684069303,0.0
96-29-7,0.0,0.29026659331448107,0.709733406685519,0.0
106461-41-0,0.0,0.32570226169451294,0.6742977383054871,0.0
84625-61-6,0.0,0.34999083992350044,0.6500091600764996,0.0
78-92-2,0.0,0.0,0.6817438134646943,0.31825618653530585
17751-77-8,0.0,0.935774519704503,0.0,0.06422548029549707
21270-20-2,0.0,0.9181944850995252,0.08180551490047482,0.0
21270-21-3,0.0,0.9172232654657491,0.08277673453425094,0.0
21269-99-8,0.0,0.6282974715230907,0.18586580666770758,0.18583672180920177
21395-07-3,0.0954446993829382,0.7044756054287524,0.09894286433251516,0.10113683085579406
83161-22-2,0.0,0.0,0.5730405279381815,0.42695947206181856
513-53-1,0.0,0.0,0.7638052399425287,0.2361947600574713
78-86-4,0.0,0.0,0.6428668741517004,0.3571331258482996
27970-79-2,0.0,0.09935818586719576,0.7098045128490644,0.19083730128373969
5412-64-6,0.13042211639724585,0.5897424070033387,0.19587524980344598,0.0839602267959696
14417-88-0,0.0,0.21436383458087555,0.43662484058324896,0.3490113248358755
59875-04-6,0.0,0.0,0.6846149754893665,0.3153850245106335
13717-04-9,0.0,0.5552166399332447,0.3195029144124858,0.1252804456542695
138-22-7,0.0,0.0,0.5925441058170124,0.4074558941829876
53651-69-7,0.0,0.0,0.30706483413503294,0.6929351658649671
99-79-6,0.0,0.10521857311579706,0.3463985197848944,0.5483829070993086
122008-85-9,0.12193181551530621,0.22821636447446117,0.5464544057026058,0.10339741430762689
10402-53-6,0.0,0.5236529047909627,0.47634709520903734,0.0
34067-03-3,0.34857016155382164,0.33436846536159986,0.31706137308457844,0.0
94876-55-8,0.10436932889442901,0.564450117273406,0.3311805538321649,0.0
66941-53-5,0.0439810939769778,0.5417549992377602,0.4142639067852619,0.0
86371-40-6,0.0,0.571004033537457,0.32348563174386386,0.10551033471867928
130693-82-2,0.10590079150448355,0.0,0.5532219128247832,0.34087729567073327
29766-64-1,0.0,0.1460442793167814,0.602448244753435,0.2515074759297838
63716-10-9,0.0,0.0,0.6192925937398083,0.3807074062601917
1569-02-4,0.0,0.08534511242588776,0.550006976351612,0.3646479112225002
1083-57-4,0.0970864129615365,0.21834156098084417,0.6845720260576194,0.0
7493-57-4,0.0,0.15749781475163124,0.3031104658369335,0.5393917194114353
59323-76-1,0.0,0.1098935526402985,0.676793141727738,0.2133133056319636
27205-24-9,0.0,0.153694703811786,0.6138262705103612,0.23247902567785286
1647-12-7,0.0,0.2391505848204079,0.334200235245067,0.42664917993452517
14631-45-9,0.19654080444453936,0.10269128308204221,0.600158515203346,0.10060939727007241
7698-97-7,0.0,0.18661355987453848,0.7145261365174719,0.09886030360798971
92454-60-9,0.21373439435379735,0.22595591323984526,0.44756505380156575,0.11274463860479154
120-45-6,0.0,0.0,0.6816656399103901,0.31833436008960986
10137-87-8,0.20199943495904266,0.540965092417078,0.25703547262387944,0.0
54335-73-8,0.6946896754064974,0.3053103245935026,0.0,0.0
83435-67-0,0.0,0.0,0.5449201826902863,0.45507981730971364
82586-55-8,0.06577100011857516,0.0,0.23300425910304912,0.7012247407783758
87333-19-5,0.0,0.04212824456410433,0.728600495831372,0.22927125960452363
16118-49-3,0.3237609641518328,0.4274584229704386,0.2487806128777287,0.0
16378-22-6,0.0,0.5502626541410708,0.44973734585892916,0.0
22212-55-1,0.0,0.0,0.9017323892628755,0.0982676107371245
97-64-3,0.0,0.0,0.48155624141998504,0.518443758580015
87237-48-7,0.0,0.38468519076080815,0.4320930192187587,0.18322179002043315
66441-23-4,0.27563323321388206,0.22733832901497034,0.2845042986304554,0.21252413914069213
66441-11-0,0.21421862551707413,0.0986447628512448,0.3738136022598058,0.31332300937187524
2556-10-7,0.0,0.07421959305582804,0.5733143768244107,0.35246603011976124
51-14-9,0.0,0.2366380233418996,0.659809073734311,0.10355290292378956
145040-37-5,0.0,0.8349919826681366,0.16500801733186338,0.0
54350-48-0,0.0,0.0,0.20457258101475773,0.7954274189852422
50765-78-1,0.0,0.3056275411981751,0.6943724588018249,0.0
50765-95-2,0.0,0.9525410402350859,0.04745895976491402,0.0
461432-25-7,0.0,0.0,0.6672449234137605,0.3327550765862396
54406-48-3,0.0,0.1275199337885037,0.24935913054506847,0.6231209356664278
79-81-2,0.0,0.0,0.2216444768165751,0.7783555231834248
53839-71-7,0.10315434965534526,0.0,0.23597315108396238,0.6608724992606925
106-29-6,0.0,0.0,0.0,1.0
61750-69-4,0.0,0.10653302425208973,0.6764614609872729,0.21700551476063737
40267-72-9,0.09560308734603203,0.0,0.20624575591390684,0.6981511567400611
3290-92-4,0.0,0.0,0.35197873088121234,0.6480212691187877
53083-27-5,0.0,0.0,0.42519773149938406,0.5748022685006159
19089-24-8,0.0,0.2423882911517279,0.5955274191615231,0.16208428968674918
70381-67-8,0.0,0.2546378008731564,0.7453621991268435,0.0
17689-77-9,0.0,0.0,0.6625427576806073,0.33745724231939267
145650-60-8,0.0,0.0,0.32041883503302865,0.6795811649669713
97-41-6,0.0,0.0,0.5727569242979623,0.4272430757020377
84012-64-6,0.0,0.0,0.20908687204973642,0.7909131279502635
144-39-8,0.0,0.0,0.0,1.0
61931-80-4,0.0,0.0,0.0,1.0
64748-21-6,0.33574121219303177,0.10574469273323174,0.44064714684345974,0.11786694823027685
82163-55-1,0.12407741837972439,0.11337569210666913,0.5457496641541273,0.21679722535947918
50765-88-3,0.0,0.9116034813979768,0.08839651860202329,0.0
90729-41-2,0.0,0.33591928566836693,0.455116256925559,0.2089644574060741
57846-36-3,0.09590912900197146,0.621375213873004,0.2827156571250246,0.0
39562-70-4,0.0,0.06323361600421247,0.8023068015410529,0.1344595824547347
638-10-8,0.0,0.0,0.5048594140144891,0.4951405859855109
106700-29-2,0.0,0.0,1.0,0.0
61792-11-8,0.0,0.11625088822452828,0.7950163056741268,0.0887328061013449
24199-46-0,0.11503544683695001,0.0,0.680759768267455,0.20420478489559496
70381-28-1,0.0,0.23563273487713837,0.7643672651228617,0.0
132031-81-3,0.0,0.3140113452332421,0.685988654766758,0.0
80310-21-0,0.0,0.2005264007961335,0.7994735992038664,0.0
56611-65-5,0.0,0.12048433117179841,0.7683497880735003,0.11116588075470124
13925-07-0,0.0,0.2665316503510801,0.7334683496489199,0.0
70381-39-4,0.0,0.19536875418783245,0.8046312458121676,0.0
149543-07-7,0.0,0.10293508209370934,0.8970649179062907,0.0
15911-11-2,0.0,0.31761308480367234,0.34233609669667187,0.3400508184996558
88-29-9,0.0,0.0,0.9179370625631135,0.08206293743688646
68480-17-1,0.0,0.10068412488910554,0.5562038726296841,0.3431120024812104
5957-75-5,0.0,0.0,0.8962205300812119,0.10377946991878802
35044-59-8,0.0,0.0,0.4066673113659583,0.5933326886340416
125055-60-9,0.0,1.0,0.0,0.0
88969-41-9,0.0,0.0,0.09643736806889065,0.9035626319311094
62395-45-3,0.0,0.0,0.3180945919990507,0.6819054080009492
32766-80-6,0.0,0.0,0.798959067887056,0.20104093211294405
3763-77-7,0.0,0.10531183958222763,0.8946881604177723,0.0
125055-73-4,0.0,1.0,0.0,0.0
23674-86-4,0.1495774610565409,0.0,0.850422538943459,0.0
1253-28-7,0.0,0.0,0.6356150046474405,0.3643849953525595
33765-80-9,0.0,0.0,0.8126612799792851,0.187338720020715
3568-56-7,0.4419397486319205,0.5580602513680796,0.0,0.0
92065-18-4,0.7822830710750441,0.2177169289249559,0.0,0.0
13539-59-8,0.11172855642962395,0.0,0.7801887742528685,0.1080826693175075
2532-49-2,0.429565721499211,0.39448740392444465,0.17594687457634436,0.0
78541-98-7,0.10678596688813792,0.3848019805662022,0.5084120525456598,0.0
55242-55-2,0.15540212347045962,0.17849253284078817,0.5856049220177173,0.08050042167103476
87344-11-4,0.0,0.09114877886660858,0.8234753554591894,0.08537586567420202
1399-80-0,0.0,0.5276345271634764,0.47236547283652364,0.0
22345-47-7,0.0,0.2919289159288984,0.7080710840711016,0.0
82875-37-4,0.0,0.0,0.0,1.0
6670-95-7,0.0,0.19676922351394416,0.7059404223067212,0.0972903541793346
82875-46-5,0.05368280426264322,0.0,0.05014511519543849,0.8961720805419183
82875-43-2,0.04693104951095376,0.0,0.0,0.9530689504890463
33232-85-8,0.09601610680443658,0.9039838931955634,0.0,0.0
1942-80-9,0.5405352867077883,0.45946471329221183,0.0,0.0
88150-62-3,0.0,0.44509921222066656,0.4492621132117911,0.10563867456754242
73698-61-0,0.0,0.10427710684921666,0.8957228931507832,0.0
134169-75-8,0.0,0.0,0.6993149358709924,0.30068506412900753
57846-37-4,0.10814608676343292,0.6427765590863539,0.2490773541502132,0.0
85365-53-3,0.0,0.49438790731935056,0.5056120926806495,0.0
75274-15-6,0.0,0.07142470452877493,0.928575295471225,0.0
167004-78-6,0.1062017586759447,0.0,0.34912594739640607,0.5446722939276493
75274-19-0,0.0,0.0,0.927373399069235,0.072626600930765
117378-04-8,0.0,0.0,1.0,0.0
92-09-1,0.23193119093431896,0.11660215308436334,0.3107099218916593,0.3407567340896583
142-90-5,0.0,0.0,0.14051649015006784,0.8594835098499322
97-88-1,0.0,0.11321306889411337,0.11919463729124964,0.767592293814637
25044-01-3,0.0,0.26014048431817827,0.7398595156818216,0.0
39670-09-2,0.10193883444306732,0.0,0.21024558458780113,0.6878155809691315
20363-83-1,0.17909190825926774,0.3802404639674051,0.3494269056717387,0.09124072210158854
97-63-2,0.0,0.0,0.46676455805066847,0.5332354419493316
53153-66-5,0.1820261950024726,0.10059462173790253,0.5802794698316388,0.1370997134279861
1128-08-1,0.09690631461471645,0.12387661348233349,0.20322468143996475,0.5759923904629852
112-12-9,0.13809626230382957,0.0,0.5883986317715079,0.27350510592466265
821-55-6,0.278387936163269,0.0,0.4993379388948628,0.22227412494186816
111-13-7,0.0,0.0,0.7580603865969456,0.24193961340305445
110-43-0,0.2175487600161994,0.0,0.7824512399838006,0.0
591-78-6,0.11819003819585783,0.0,0.7970138410740482,0.08479612073009402
2052-15-5,0.0,0.1724371220093487,0.23080057958448447,0.5967622984061669
40942-73-2,0.0,0.0,0.3447828909949112,0.6552171090050888
591-60-6,0.0,0.1850806262365852,0.288485760485769,0.5264336132776459
59558-23-5,0.0,0.0,0.46441779770907343,0.5355822022909265
2748-88-1,0.0,0.33501055761337245,0.44245055465349364,0.2225388877331339
64-77-7,0.0,0.0,0.8829241222735265,0.11707587772647352
63992-49-4,0.0,0.06035500142963293,0.8723619848222283,0.06728301374813875
63992-50-7,0.0,0.0,1.0,0.0
63989-86-6,0.0,0.0,1.0,0.0
5736-70-9,0.0,0.1577626026510234,0.8422373973489766,0.0
1610-29-3,0.0,0.08324608724988379,0.7751235366662327,0.14163037608388349
1147-62-2,0.0,0.2855287053292992,0.529502959177336,0.1849683354933647
31143-55-2,0.0,0.25420709352840987,0.7457929064715901,0.0
125055-69-8,0.0,1.0,0.0,0.0
488-10-8,0.0,0.11556320348939196,0.7974671999569111,0.08696959655369697
1713-12-8,0.0,0.19545766457704586,0.7190577714858225,0.0854845639371317
125055-71-2,0.0,1.0,0.0,0.0
125055-59-6,0.0,1.0,0.0,0.0
125055-57-4,0.0,1.0,0.0,0.0
125055-55-2,0.0,1.0,0.0,0.0
125055-53-0,0.0,1.0,0.0,0.0
125055-72-3,0.0,1.0,0.0,0.0
26485-82-5,0.0,0.3209318913143143,0.6790681086856857,0.0
70381-35-0,0.0,0.2748018950926871,0.7251981049073128,0.0
98290-92-7,0.0,0.0,1.0,0.0
3848-24-6,0.0,0.05709061482930294,0.6488609096421982,0.2940484755284988
88107-10-2,0.0,0.1064172908656914,0.8935827091343085,0.0
112668-65-2,0.06379107767959338,0.2662263079016265,0.6061435733194638,0.06383904109931622
112668-63-0,0.13183476662421445,0.13662809399077538,0.7315371393850102,0.0
108427-72-1,0.0,0.4229348579158497,0.460472505157093,0.1165926369270573
81250-14-8,0.0,0.4286331736164691,0.5713668263835309,0.0
168152-83-8,0.0,1.0,0.0,0.0
168152-73-6,0.0,1.0,0.0,0.0
148504-51-2,0.0,1.0,0.0,0.0
629-70-9,0.0,0.0,0.25790727525933405,0.742092724740666
112-17-4,0.0,0.0,0.19932705121430355,0.8006729487856965
143-13-5,0.0,0.0,0.1746523514266237,0.8253476485733763
112-14-1,0.0,0.0,0.0,1.0
112-06-1,0.0,0.0,0.1421427833713689,0.857857216628631
142-92-7,0.0,0.0,0.07091846464543505,0.9290815353545648
628-63-7,0.0,0.0,0.0,1.0
14959-86-5,0.0,0.0,0.4648794738222336,0.5351205261777664
53042-79-8,0.0,0.0,0.41824774722672664,0.5817522527732734
39920-56-4,0.11251082710721201,0.0,0.2213104252535083,0.6661787476392796
123-86-4,0.0,0.0,0.09580670986431035,0.9041932901356896
112-07-2,0.0,0.0,0.11706473405580227,0.8829352659441977
124-17-4,0.0,0.0,0.33958725134767076,0.6604127486523292
2442-10-6,0.0,0.15542343222895008,0.43524508058598316,0.4093314871850668
18871-14-2,0.0,0.0,0.19521687724088194,0.804783122759118
57960-19-7,0.0,0.0,0.31387474223550393,0.6861252577644961
539-88-8,0.0,0.13710799255575518,0.3417111514699728,0.521180855974272
66017-91-2,0.04178847802988627,0.10280940591924487,0.7707834386168707,0.08461867743399812
20706-25-6,0.0,0.0,0.4743444391475865,0.5256555608524135
109-60-4,0.0,0.0,0.2200845132990933,0.7799154867009067
141-97-9,0.0,0.20382039542342914,0.2104955652126105,0.5856840393639604
122-82-7,0.0,0.0,0.8210522653492989,0.17894773465070116
623-36-9,0.0,0.10483939926513443,0.7279414652041241,0.16721913553074164
102-27-2,0.10151882911986237,0.2155740029083772,0.6829071679717604,0.0
148-69-6,0.0,0.0,1.0,0.0
88881-65-6,0.11161153755549232,0.2184980766231624,0.5592999716667592,0.11059041415458609
24441-47-2,0.5999235166834397,0.40007648331656026,0.0,0.0
98476-13-2,0.0,0.10444382425399482,0.8955561757460052,0.0
65516-17-8,0.0,0.6905299009365092,0.3094700990634907,0.0
104-90-5,0.0,0.54372019379465,0.45627980620535014,0.0
13360-64-0,0.04367445177167235,0.16954503115536246,0.7867805170729653,0.0
25646-77-9,0.1115677353876127,0.22159723021677466,0.6668350343956125,0.0
58066-96-9,0.1259426605955514,0.24443333243571877,0.6296240069687298,0.0
30086-84-1,0.0,0.0,0.8971682141532986,0.10283178584670133
10443-70-6,0.0,0.22783162492839998,0.5984049294313502,0.17376344564024995
25319-90-8,0.10265298851482124,0.11112036829357182,0.6807413329687552,0.1054853102228518
66505-62-2,0.0,0.21501847455919007,0.3585486846291292,0.42643284081168076
21062-28-2,0.11082180772009712,0.2187293911378608,0.5587646390755651,0.11168416206647701
50767-79-8,0.0,0.0,0.19176004238442415,0.8082399576155759
13402-08-9,0.19224011177358155,0.23726608120915968,0.5704938070172587,0.0
634-55-9,0.0,0.33639784388580407,0.5530972891087741,0.11050486700542175
1522-41-4,0.0,0.37166732706906774,0.4219878440948821,0.2063448288360501
609-15-4,0.0,0.33710079212744515,0.48148989258508446,0.18140931528747048
25331-92-4,0.0,0.5228778031841307,0.4771221968158693,0.0
15622-65-8,0.0,0.32607754367060704,0.5817115680813087,0.0922108882480842
15707-23-0,0.0,0.20157265950498093,0.7984273404950191,0.0
70381-33-8,0.0,0.3778980782005795,0.6221019217994206,0.0
600-14-6,0.0,0.1973068039406769,0.32974806774637155,0.47294512831295155
40054-69-1,0.0,0.18833189230221448,0.6418391958504677,0.1698289118473178
73839-77-7,0.0,0.0,1.0,0.0
74037-54-0,0.0,0.0,0.9280361141868362,0.07196388581316382
17335-06-7,0.0,0.08045474429487799,0.8416069574199332,0.07793829828518878
52217-47-7,0.11269203360562263,0.5530469650411611,0.21481547290334707,0.11944552844986918
62-44-2,0.09063358144666557,0.0909683491478459,0.6058907043783198,0.2125073650271688
73-66-5,0.10276948088142585,0.577924578990535,0.3193059401280391,0.0
75274-18-9,0.0,0.0,0.9019021507480065,0.09809784925199351
80086-35-7,0.0,0.07465429912744516,0.9253457008725547,0.0
1897-96-7,0.09619254780001897,0.5042526023865601,0.399554849813421,0.0
19387-91-8,0.3065579846952458,0.0,0.4749942718627363,0.21844774344201792
65986-80-3,0.05098050271602067,0.29629497883781053,0.5606756073708116,0.09204891107535709
15862-11-0,0.0,0.3567738535917225,0.5303181859797044,0.1129079604285732
111-15-9,0.0,0.0,0.24142230368782827,0.7585776963121716
63843-89-0,0.10077817896107666,0.0,0.47126409213164444,0.4279577289072789
2082-79-3,0.0,0.0,0.3600788739201823,0.6399211260798177
125643-61-0,0.0,0.21600157004054282,0.5457808930958001,0.23821753686365701
5560-69-0,0.08462367565631548,0.27755236941786143,0.6378239549258231,0.0
101238-01-1,0.0,0.10580241588734063,0.22102156923762803,0.6731760148750314
36306-87-3,0.0,0.22887633069584218,0.21810901923086476,0.5530146500732931
58243-85-9,0.0,0.24921947194905178,0.7507805280509482,0.0
51022-71-0,0.0,0.13385246718148183,0.5703369424666787,0.29581059035183954
112143-82-5,0.28593341340201917,0.0,0.6156809210398869,0.09838566555809396
2984-66-9,0.20807964477067833,0.7919203552293216,0.0,0.0
886-50-0,0.0,0.0,1.0,0.0
78168-93-1,0.10828785122099016,0.23662269833586688,0.5499825448536287,0.1051069055895142
17751-75-6,0.0,1.0,0.0,0.0
21270-06-4,0.0,0.9342505301514996,0.06574946984850033,0.0
51308-54-4,0.0,0.7767790738676846,0.22322092613231548,0.0
5434-57-1,0.0,0.0,0.0,1.0
66227-09-6,0.0,0.0,0.5649051686403311,0.4350948313596688
80763-10-6,0.0,0.0,0.9048347037964404,0.09516529620355961
153233-91-1,0.1093744947311239,0.10675572417735313,0.4408212245622032,0.34304855652931965
64529-56-2,0.07145043510290996,0.5197569756839923,0.30740386128164054,0.10138872793145734
59652-29-8,0.0,0.3212068084966963,0.6787931915033036,0.0
3398-69-4,0.08583538890407832,0.35880620385073075,0.555358407245191,0.0
637-92-3,0.0,0.0,0.9210661705739002,0.07893382942609976
4492-96-0,0.3145240508105351,0.47468110315254936,0.21079484603691562,0.0
15942-48-0,0.6741318670027822,0.32586813299721784,0.0,0.0
65907-30-4,0.2887873983252056,0.6167528383430545,0.09445976333173985,0.0
50673-09-1,0.21380053325959258,0.5627664853361893,0.12421654026472281,0.0992164411394954
116337-75-8,0.0,0.0658011280685134,0.9341988719314865,0.0
33213-82-0,0.0,0.6533969515053409,0.346603048494659,0.0
33210-47-8,0.0,0.5328239843601029,0.46717601563989714,0.0
55634-91-8,0.11972311764567069,0.10138241230485055,0.5662720073967719,0.212622462652707
994-05-8,0.0,0.0,1.0,0.0
16870-37-4,0.07030613689873294,0.5034577659902401,0.28195622715492097,0.14427986995610595
26225-79-6,0.18658590993631732,0.09011365798534349,0.6288604030166789,0.09444002906166032
2370-13-0,0.0,0.0,0.8140255330501772,0.18597446694982286
33236-02-1,0.0,0.656491596966612,0.343508403033388,0.0
33236-09-8,0.0,0.6286124015438744,0.3713875984561256,0.0
33210-42-3,0.0,0.7786483256641569,0.22135167433584313,0.0
33236-10-1,0.0,0.7050845770070965,0.2949154229929035,0.0
33236-06-5,0.0,0.7187133828074843,0.2812866171925157,0.0
98532-80-0,0.0,0.0,1.0,0.0
7287-36-7,0.0,0.19877489679682278,0.3669594205006733,0.43426568270250393
532-34-3,0.0,0.0,0.4537733177171716,0.5462266822828284
92448-79-8,0.14386886595574366,0.0,0.76180397913397,0.0943271549102864
16587-71-6,0.0,0.14056375435770999,0.31636763719459776,0.5430686084476923
59897-92-6,0.0,0.09691750496377544,0.9030824950362246,0.0
2049-95-8,0.0,0.0,0.8960643733882548,0.10393562661174499
80-46-6,0.0,0.341333891710395,0.658666108289605,0.0
68505-69-1,0.2886428566429294,0.09345930185423386,0.5210264620200588,0.09687137948277802
67785-77-7,0.0,0.0,0.6106856250699892,0.38931437493001064
1113-10-6,0.0,0.2396507176461123,0.7603492823538877,0.0
60559-98-0,0.05800194548806924,0.7720745721378665,0.1699234823740643,0.0
63956-90-1,0.33254702328208774,0.2114041870412874,0.3554129050433039,0.10063588463332095
52963-60-7,0.0,0.5305268101868565,0.4694731898131434,0.0
52963-61-8,0.0,0.6793475413978406,0.3206524586021594,0.0
116337-72-5,0.0,0.09670031763838727,0.8310452254385216,0.07225445692309115
21725-46-2,0.0,0.22338394418517632,0.688170415874626,0.08844563994019775
1192-22-9,0.0,0.15633877847692823,0.8436612215230718,0.0
1245-44-9,0.0,0.0,0.719610423587472,0.2803895764125281
59703-84-3,0.0,0.0,0.307556873279481,0.6924431267205189
2901-13-5,0.0,0.0,0.31817096397366457,0.6818290360263355
36576-44-0,0.0,0.09890974360838224,0.7328181224215263,0.16827213397009147
108957-94-4,0.0,0.0,0.885358675201991,0.11464132479800909
600-00-0,0.0,0.0,0.38456912185392955,0.6154308781460704
315-37-7,0.0,0.0,0.6179343127696783,0.38206568723032164
13609-67-1,0.0,0.0,0.5091147411474952,0.4908852588525048
51333-22-3,0.17623000455935378,0.0,0.7064024492705007,0.11736754617014551
57-85-2,0.0,0.0,0.6339514760228634,0.3660485239771366
121652-76-4,0.8035411711703099,0.19645882882969007,0.0,0.0
13764-49-3,0.0,0.8832619783432683,0.11673802165673174,0.0
59122-46-2,0.1502524455248913,0.3282290849592984,0.3242909489698139,0.19722752054599627
57-53-4,0.0,0.05662296718186955,0.8588001554941044,0.08457687732402618
98519-33-6,0.0,0.0,1.0,0.0
7011-83-8,0.0,0.0,0.06383930470900295,0.9361606952909971
24089-00-7,0.09952659290962919,0.17820682188839146,0.5249665758702571,0.19730000933172231
70851-61-5,0.0,0.0,0.1100052546995219,0.8899947453004782
71548-68-0,0.0,0.23330319287540155,0.6292084114165636,0.13748839570803478
10415-87-9,0.0,0.0,0.7823811901462531,0.21761880985374704
918-85-4,0.0,0.10316492314495217,0.757164906054128,0.1396701708009198
4475-95-0,0.21508833646507478,0.1002260022995217,0.6846856612354035,0.0
33765-68-3,0.0,0.0,0.5511555452746958,0.44884445472530426
15336-82-0,0.0,0.0,0.827200669453441,0.17279933054655897
1565-75-9,0.0,0.0973533750010153,0.7931171859756588,0.10952943902332588
6413-10-1,0.0,0.0,0.5811877510794985,0.41881224892050145
77-83-8,0.0,0.0,0.7692650488208673,0.2307349511791327
21715-46-8,0.0,0.7929667894932031,0.20703321050679693,0.0
72391-46-9,0.2799324541058497,0.18228677902455123,0.3825775403242155,0.15520322654538357
30043-49-3,0.19572644532281255,0.11059879732087148,0.693674757356316,0.0
97780-06-8,0.0,0.0,0.49417493725301315,0.5058250627469868
110-68-9,0.08662139112011283,0.619456637309851,0.2939219715700362,0.0
123172-48-5,0.0,0.26137381823660816,0.7386261817633917,0.0
106358-91-2,0.8097921953314374,0.19020780466856257,0.0,0.0
54266-79-4,0.5522994587579274,0.4477005412420727,0.0,0.0
54266-78-3,0.9495594125450926,0.05044058745490735,0.0,0.0
150824-47-8,0.11060502137529127,0.324514502304131,0.5648804763205778,0.0
29973-13-5,0.3939760377837289,0.606023962216271,0.0,0.0
53380-22-6,0.21416299344903242,0.7858370065509677,0.0,0.0
53380-23-7,0.22734576726173877,0.40275503222925507,0.36989920050900627,0.0
