CASRN,EPA_xgboost_maccs-1,EPA_xgboost_maccs-2,EPA_xgboost_maccs-3,EPA_xgboost_maccs-4
637-56-9,0.016047956,0.19492003,0.73695534,0.052076656
23609-20-3,0.049164075,0.14049004,0.7844378,0.025908167
150-69-6,0.009860251,0.06854028,0.7857718,0.13582765
38160-03-1,0.047140304,0.18986538,0.6441513,0.118843056
19077-60-2,0.03446833,0.21614687,0.645492,0.1038928
100-29-8,0.065107755,0.21763875,0.6386648,0.078588724
88599-72-8,0.007981942,0.072233826,0.8697315,0.050052702
93-18-5,0.009014564,0.05997635,0.671806,0.25920314
61361-59-9,0.7301879,0.07871242,0.17445415,0.016645515
66840-01-5,0.106445976,0.33889157,0.47073865,0.08392382
60634-59-5,0.0042586387,0.035818886,0.7788196,0.18110281
18637-00-8,0.03274686,0.34964293,0.54641247,0.071197726
938-73-8,0.0103089735,0.12776719,0.6294773,0.2324465
80834-62-4,0.015782738,0.69927126,0.22945108,0.055494875
80834-63-5,0.015782738,0.69927126,0.22945108,0.055494875
80834-80-6,0.016942834,0.7863591,0.14726353,0.049434565
80834-59-9,0.010429937,0.80266553,0.13515735,0.051747125
80834-56-6,0.012110925,0.8427398,0.10851726,0.03663198
96222-01-4,0.019589022,0.29904458,0.5996774,0.081689015
46817-91-8,0.026388532,0.17152949,0.74798566,0.054096334
118-28-5,0.0060039125,0.01718824,0.23709877,0.7397091
63716-32-5,0.028176064,0.19428228,0.70959026,0.067951374
42874-03-3,0.059847087,0.13599628,0.52894914,0.27520743
140-88-5,0.014300465,0.44592974,0.3663643,0.17340551
103-36-6,0.007199104,0.060933936,0.7204551,0.2114119
6048-06-2,0.007261214,0.15527244,0.7038193,0.1336471
14731-78-3,0.010163952,0.060241677,0.8440013,0.08559305
117666-88-3,0.04215253,0.2544558,0.6490619,0.054329768
117666-82-7,0.0142457355,0.16873808,0.76719385,0.049822304
95266-40-3,0.021553205,0.11379566,0.39856085,0.46609032
97-81-4,0.033703286,0.31961372,0.46486917,0.18181382
4089-07-0,0.015087991,0.14028695,0.7214335,0.12319153
868-59-7,0.020531476,0.14332896,0.6119164,0.22422315
92077-78-6,0.006750609,0.06691766,0.415145,0.5111867
86541-74-4,0.012419735,0.08980739,0.29953113,0.59824175
110221-44-8,0.010810547,0.039967988,0.19655524,0.75266623
1187-46-8,0.048652053,0.4673549,0.38761404,0.09637899
121-39-1,0.013178091,0.07814719,0.7629706,0.14570408
548-00-5,0.040465456,0.13902105,0.5240843,0.2964292
29177-84-2,0.008136735,0.050170112,0.63429785,0.30739534
9000-40-2,0.011276695,0.12460308,0.7485047,0.11561555
454-31-9,0.06801769,0.31675538,0.43865535,0.17657156
34580-75-1,0.0072780815,0.04777025,0.88571,0.059241656
10029-04-6,0.020363566,0.1834172,0.44419876,0.35202053
7085-85-0,0.049028564,0.42203438,0.39474523,0.1341918
89-33-8,0.012209571,0.08436579,0.78509736,0.11832726
93-89-0,0.0070253396,0.06384951,0.72607154,0.20305365
94-09-7,0.0074211666,0.11839742,0.65559876,0.21858272
99-77-4,0.027608933,0.11986948,0.7076526,0.14486894
120-47-8,0.008097247,0.087225795,0.76762843,0.13704859
56974-61-9,0.008026965,0.076437846,0.42312053,0.49241468
87-25-2,0.007352526,0.08964557,0.6646858,0.23831613
122277-22-9,0.020385347,0.085152745,0.86616266,0.028299263
19485-08-6,0.0074203876,0.042847093,0.665873,0.2838595
79660-46-1,0.014759655,0.12459269,0.6851484,0.1754992
98349-25-8,0.015630815,0.14475517,0.62608546,0.21352857
734-88-3,0.03591665,0.10886527,0.6577153,0.19750278
16078-71-0,0.007897464,0.110406525,0.7924186,0.08927743
142891-20-1,0.01763248,0.08508576,0.5589877,0.33829412
24237-54-5,0.044921428,0.32696614,0.50184405,0.12626845
19688-04-1,0.015077965,0.060946055,0.79049313,0.13348287
75274-22-5,0.0033400615,0.024509277,0.9064102,0.06574047
74531-87-6,0.005590822,0.054257385,0.8051053,0.13504645
103112-35-2,0.014045185,0.15245667,0.7344165,0.09908162
13915-60-1,0.014789639,0.16781951,0.77140766,0.045983206
126-12-5,0.030577274,0.5251942,0.35552678,0.088701725
5794-23-0,0.01565809,0.27358946,0.6116041,0.099148385
2385-81-1,0.019191023,0.2032737,0.7143204,0.0632149
3691-78-9,0.021392588,0.46662006,0.43981108,0.07217625
510-15-6,0.011315427,0.083298676,0.69899493,0.20639096
383-63-1,0.047797155,0.23133399,0.60760665,0.11326223
515-84-4,0.016389282,0.2830176,0.49144807,0.209145
51-79-6,0.018441029,0.20489496,0.73574436,0.04091959
13684-56-5,0.0100893155,0.057507075,0.7593141,0.1730895
105774-14-9,0.011958193,0.0637558,0.39130887,0.5329771
75507-68-5,0.011709601,0.12663174,0.63734084,0.22431782
33400-47-4,0.010187549,0.1529753,0.5562245,0.2806126
25717-80-0,0.04160284,0.1493806,0.7385118,0.07050478
13945-53-4,0.018411094,0.042324733,0.90609497,0.03316925
139481-59-7,0.008305281,0.11196648,0.7107449,0.16898333
2593-15-9,0.09931387,0.27625543,0.46423888,0.16019186
79794-75-5,0.027208706,0.4794184,0.44870782,0.044665147
2521-01-9,0.03153521,0.43862596,0.49552196,0.034316905
16322-14-8,0.030423703,0.2789501,0.6362272,0.05439899
1097-57-0,0.027434818,0.1422104,0.6590508,0.17130393
541-41-3,0.01729448,0.3118426,0.48988336,0.1809796
59463-54-6,0.12848167,0.30530325,0.5158229,0.050392214
7495-45-6,0.009442007,0.06290863,0.6408052,0.28684413
719-80-2,0.023708532,0.2333572,0.5098678,0.2330665
23510-39-6,0.038379684,0.14290805,0.66415036,0.15456194
2425-19-6,0.7812882,0.1827775,0.026812624,0.009121683
13067-93-1,0.28109074,0.5273221,0.12047969,0.07110743
2104-64-5,0.5373716,0.31463322,0.08740719,0.060588058
1776-83-6,0.5557281,0.25010374,0.12599373,0.068174474
1623-14-9,0.015423728,0.042742163,0.8508768,0.09095735
3309-67-9,0.6647337,0.16073422,0.14202045,0.032511562
71363-61-6,0.22407782,0.28320903,0.42041203,0.07230111
36519-00-3,0.086451426,0.34279454,0.34358016,0.2271739
17109-49-8,0.26246005,0.5031944,0.13767765,0.0966679
1498-51-7,0.091212615,0.25910565,0.6020769,0.04760479
7508-73-8,0.5889775,0.290907,0.07144423,0.048671275
1498-64-2,0.20590362,0.6609333,0.12429284,0.008870222
607-01-2,0.02609552,0.24863108,0.5862236,0.13904986
19133-28-9,0.3514407,0.5883962,0.047740676,0.012422471
75-08-1,0.036852065,0.3718821,0.45567343,0.13559237
110-77-0,0.019703269,0.120319024,0.69981635,0.16016139
18370-87-1,0.022367643,0.1842407,0.6748777,0.118513934
19594-18-4,0.097188815,0.22324301,0.5990768,0.08049139
32666-97-0,0.033844545,0.3014303,0.5558424,0.10888271
2212-67-1,0.09396287,0.22887269,0.55116725,0.12599722
181587-01-9,0.04920725,0.6383023,0.2715443,0.040946085
102251-91-2,0.042276055,0.15921567,0.5990145,0.1994937
513-12-2,0.027873514,0.14102712,0.67539907,0.15570027
594-44-5,0.087345056,0.5138793,0.34509617,0.053679515
74-96-4,0.041953713,0.39831015,0.46312904,0.09660704
10141-07-8,0.029759716,0.08291006,0.61999136,0.26733887
623-68-7,0.028645556,0.13299358,0.60865194,0.22970895
1733-25-1,0.016537566,0.06739188,0.66140425,0.2546663
16491-24-0,0.008829732,0.05525437,0.45218572,0.48373026
60364-26-3,0.039363388,0.043952156,0.7406969,0.17598757
130-01-8,0.16913387,0.25601614,0.4501901,0.12465986
480-54-6,0.47141588,0.130911,0.23783135,0.15984182
15503-86-3,0.5540818,0.1197848,0.22363622,0.10249718
7785-33-3,0.001409405,0.006163642,0.10384498,0.88858205
25402-06-6,0.03478365,0.25914246,0.42307302,0.28300092
56172-46-4,0.0016452634,0.0045953197,0.07546648,0.91829294
3016-19-1,0.018673759,0.09704106,0.6437469,0.24053827
11141-17-6,0.76802474,0.10040522,0.049954355,0.081615716
121-20-0,0.043092936,0.2087015,0.52678317,0.2214224
81719-55-3,0.010444849,0.14491743,0.7907842,0.053853493
23726-91-2,0.00911921,0.022336304,0.391138,0.57740647
8022-96-6,0.008762734,0.018951785,0.38035172,0.5919337
102518-79-6,0.08096681,0.22250608,0.591771,0.10475611
625-33-2,0.028937794,0.2261922,0.64023185,0.10463814
80-59-1,0.02299761,0.09440504,0.7152597,0.16733772
240494-70-6,0.039465953,0.32926872,0.3920348,0.23923048
480-81-9,0.31463897,0.34276235,0.2306525,0.11194622
16568-02-8,0.04460029,0.41886955,0.4373689,0.09916123
2883-98-9,0.014091845,0.087893404,0.7404542,0.15756051
15037-65-7,0.21472006,0.23514767,0.5214193,0.02871298
93-16-3,0.013006012,0.07336843,0.7711288,0.14249678
7319-16-6,0.023355192,0.19947602,0.5754776,0.20169123
97-54-1,0.012189495,0.05931477,0.84698296,0.08151279
120-11-6,0.011406912,0.0433616,0.65141416,0.29381737
623-43-8,0.019847512,0.15635695,0.57550067,0.24829485
6842-15-5,0.024604052,0.268605,0.47188675,0.2349042
4635-87-4,0.1726311,0.41498074,0.3586355,0.053752683
964-82-9,0.010970708,0.19122376,0.67937934,0.11842616
33956-49-9,0.014615534,0.09342078,0.49112165,0.400842
15220-87-8,0.033225935,0.39504877,0.3863408,0.18538451
142-83-6,0.027984815,0.23489232,0.60894835,0.12817448
1516-01-4,0.19418041,0.45444745,0.29429418,0.057077967
4076-62-4,0.022358188,0.113235466,0.6733433,0.19106303
637-50-3,0.013530182,0.13054717,0.7528351,0.10308753
120-58-1,0.018386004,0.17608836,0.7284204,0.07710527
13061-80-8,0.026225358,0.5255477,0.3840584,0.06416858
14861-06-4,0.023477247,0.33907765,0.5027257,0.13471936
590-21-6,0.039801124,0.5194195,0.35496837,0.08581104
16219-75-3,0.016316507,0.05508518,0.65794885,0.27064946
38233-76-0,0.015257706,0.04423981,0.55605835,0.38444418
78919-13-8,0.12607567,0.16339973,0.30266044,0.40786418
88430-50-6,0.053955056,0.5874423,0.2745759,0.084026754
75-05-8,0.13580398,0.4850363,0.32732248,0.051837213
2001-95-8,0.014255651,0.026121052,0.542938,0.41668528
126-13-6,0.035778355,0.04417614,0.4381486,0.4818969
26305-03-3,0.014141493,0.03664589,0.5596551,0.38955757
3922-90-5,0.030773612,0.08082721,0.55653083,0.33186832
111-01-3,0.0031910457,0.014555005,0.23315255,0.7491014
12750-79-7,0.12911437,0.13862509,0.3403976,0.39186293
72559-06-9,0.17492971,0.13948298,0.59178233,0.09380497
16846-24-5,0.025389304,0.059880383,0.20081086,0.71391946
101043-37-2,0.02162495,0.31840867,0.34161055,0.3183558
134652-60-1,0.014889593,0.04210848,0.61575294,0.32724896
6846-50-0,0.009327242,0.04038047,0.62656766,0.32372463
37280-56-1,0.026503656,0.041480068,0.17471756,0.75729877
25448-25-3,0.013573287,0.03492622,0.25463402,0.6968665
25103-12-2,0.0114760585,0.039661217,0.32036653,0.6284962
23079-28-9,0.023363011,0.09219338,0.3003329,0.5841107
68937-40-6,0.028275285,0.071618,0.3012632,0.5988435
126-71-6,0.08390966,0.07293167,0.6614382,0.18172051
96513-83-6,0.01596447,0.40891427,0.5305903,0.04453093
64532-95-2,0.026438469,0.066860884,0.34106126,0.5656394
2162-73-4,0.014666333,0.10181386,0.6263515,0.25716832
85187-23-1,0.03665898,0.23655656,0.40571207,0.3210724
3818-80-2,0.5807244,0.30397052,0.097490616,0.017814463
2667-52-9,0.6181769,0.26868084,0.077939145,0.035203144
157859-20-6,0.012737597,0.061449286,0.70847046,0.21734266
3081-14-9,0.02970811,0.3521757,0.5610718,0.057044357
24916-51-6,0.022916159,0.060211666,0.5733229,0.34354925
68880-55-7,0.027249055,0.035146203,0.27194008,0.6656647
78164-00-8,0.6920004,0.03472739,0.120111644,0.15316057
123-17-1,0.016829543,0.048445445,0.6682794,0.26644558
60828-78-6,0.0039722174,0.027346637,0.50419515,0.464486
16409-46-4,0.0042222897,0.032318417,0.34987676,0.6135825
73747-29-2,0.014201064,0.19390595,0.722295,0.069598
80621-81-4,0.11350953,0.09846725,0.33547276,0.4525505
3286-46-2,0.0076389886,0.045569506,0.57873225,0.3680593
61379-65-5,0.028254015,0.05317021,0.51532483,0.40325093
4345-03-3,0.03503421,0.092449114,0.6596836,0.21283306
43119-47-7,0.019639328,0.13496086,0.49162984,0.35376996
1406-66-2,0.035111774,0.08471618,0.64400816,0.2361639
303-45-7,0.011421929,0.023758959,0.80577505,0.15904407
25497-49-8,0.014023939,0.015721513,0.4951087,0.47514588
84-80-0,0.008518471,0.036018737,0.57607955,0.37938327
77855-81-3,0.36262417,0.15454383,0.234408,0.24842401
24365-47-7,0.021165034,0.052413035,0.40757987,0.5188421
51356-22-0,0.36154962,0.32491493,0.15632753,0.15720786
51356-10-6,0.7414491,0.12780872,0.045218736,0.085523404
21673-83-6,0.01464672,0.1990641,0.71372855,0.07256064
150-86-7,0.0046741944,0.013211767,0.37670085,0.6054132
26544-38-7,0.023716569,0.06374123,0.50323194,0.40931025
70384-29-1,0.008063641,0.045521554,0.27903974,0.6673751
71108-02-6,0.25153443,0.52427673,0.1652521,0.058936745
25265-77-4,0.009808523,0.054945923,0.56934124,0.3659043
505-32-8,0.023581747,0.028756743,0.3975722,0.5500893
50-14-6,0.04810149,0.047129326,0.35317954,0.55158967
54573-75-0,0.7573814,0.021691818,0.13576417,0.085162595
330-64-3,0.24972329,0.47698915,0.2560349,0.017252648
60244-70-4,0.6423487,0.22573422,0.081952214,0.049964853
60244-66-8,0.6540231,0.19108137,0.092262425,0.06263313
7492-32-2,0.032280058,0.2704348,0.658891,0.038394067
50-34-0,0.025205208,0.35380706,0.5928384,0.028149297
3700-96-7,0.19767185,0.44843844,0.32349777,0.03039191
3700-90-1,0.14856786,0.3993451,0.43155426,0.020532748
60244-69-1,0.44319972,0.18095902,0.1954595,0.18038179
143201-11-0,0.050248783,0.18628818,0.42102715,0.3424359
1610-18-0,0.008620344,0.09157518,0.83665514,0.063149326
99559-84-9,0.2542954,0.55887556,0.14420007,0.042628948
1445-75-6,0.20325057,0.18322836,0.4321165,0.18140458
41669-30-1,0.0020158729,0.011267821,0.16680378,0.81991255
26401-35-4,0.0025121227,0.012949311,0.23396552,0.75057304
28472-97-1,0.0025121227,0.012949311,0.23396552,0.75057304
166412-78-8,0.0020900408,0.014633435,0.32202893,0.6612476
27554-26-3,0.0017503189,0.017251974,0.2513809,0.7296168
544-01-4,0.0047404356,0.044655647,0.61342,0.33718392
605-50-5,0.0035132577,0.02069842,0.33639738,0.63939095
10086-50-7,0.0037344543,0.029252307,0.52510107,0.44191217
63980-62-1,0.0035060705,0.03457188,0.53047633,0.43144572
589-59-3,0.0048045134,0.051168222,0.3780063,0.56602097
110-96-3,0.021768017,0.26929364,0.6585804,0.050357956
29214-81-1,0.08131501,0.58970714,0.2919785,0.036999304
127-39-9,0.01232504,0.10116134,0.62018526,0.26632833
84-69-5,0.0040181857,0.03174068,0.57788974,0.38635138
53378-52-2,0.06413255,0.18093863,0.69933796,0.055590864
97-85-8,0.0050345114,0.030001886,0.32052618,0.64443743
68171-33-5,0.00462508,0.016318748,0.2758569,0.70319927
132299-20-8,0.007400584,0.05476929,0.56013143,0.37769875
100-18-5,0.009505001,0.08564682,0.7617483,0.14309989
38640-62-9,0.0064430516,0.06260914,0.647299,0.28364882
28178-42-9,0.005218226,0.09114496,0.7713767,0.13226007
94133-79-6,0.007375994,0.052347943,0.6741054,0.26617068
565-80-0,0.016604068,0.14278811,0.6726202,0.16798767
50847-11-5,0.022885462,0.25394732,0.6562831,0.06688421
97-72-3,0.015488211,0.07192796,0.64971703,0.26286677
3437-84-1,0.01185356,0.03500102,0.5273844,0.42576104
108-18-9,0.021325193,0.31604138,0.5999419,0.06269152
2986-17-6,0.2862387,0.30279562,0.37469962,0.036266107
139-40-2,0.019355575,0.3105304,0.64207906,0.028034965
38588-65-7,0.046819463,0.4683101,0.45594186,0.028928602
96-80-0,0.012876071,0.11811997,0.8191374,0.049866587
66660-95-5,0.016417319,0.23810339,0.6695146,0.07596469
4261-68-1,0.06467591,0.35784665,0.54311764,0.034359857
2303-16-4,0.03208085,0.32659972,0.55033755,0.09098184
601-77-4,0.10810019,0.4642152,0.37086374,0.056820896
108-20-3,0.014763677,0.12193575,0.6606049,0.2026957
7491-02-3,0.0061353473,0.03640629,0.48174924,0.47570908
924-88-9,0.0076646204,0.036317237,0.5236666,0.4323515
7283-70-7,0.013130066,0.069954716,0.6420525,0.2748628
10552-74-6,0.034584187,0.10509968,0.7117042,0.14861196
50512-35-1,0.04114289,0.06635463,0.7686251,0.12387745
59937-28-9,0.03508479,0.069823265,0.82293373,0.072158165
105-64-6,0.032295875,0.1093467,0.52070063,0.33765677
1809-20-7,0.03707414,0.15942839,0.54317594,0.26032156
26087-47-8,0.21849568,0.52614397,0.19748229,0.057878044
51356-07-1,0.39039487,0.4591567,0.108820945,0.04162748
51356-16-2,0.1879675,0.41020083,0.3044531,0.097378545
10141-19-2,0.0042496435,0.03030873,0.31878734,0.64665425
3726-36-1,0.009350832,0.044703484,0.653185,0.29276073
67786-25-8,0.0035141986,0.009269892,0.09087806,0.8963378
371756-75-1,0.0016761164,0.005357872,0.07224677,0.92071927
128446-33-3,0.024165086,0.028584257,0.5066694,0.44058123
1397-89-3,0.078831926,0.049747508,0.3503679,0.52105266
3773-49-7,0.030321235,0.20172092,0.70676297,0.061194878
108-62-3,0.036141552,0.07277144,0.5825763,0.30851075
68857-95-4,0.031601515,0.14182022,0.6625465,0.16403177
104987-11-3,0.10457779,0.075357474,0.6145113,0.20555344
51596-10-2,0.41468117,0.023385443,0.36400318,0.1979302
10176-39-3,0.49610016,0.050613623,0.2160224,0.23726389
42588-37-4,0.0020620574,0.014906403,0.09430966,0.88872194
20780-49-8,0.0019414172,0.01087767,0.17529193,0.81188905
108-84-9,0.0073681003,0.037729744,0.42922336,0.52567875
67306-03-0,0.025950447,0.41020492,0.5284179,0.035426725
30685-43-9,0.746213,0.09741199,0.06392372,0.09245128
58327-21-2,0.004119066,0.049697768,0.27703932,0.66914386
58327-19-8,0.005397876,0.06015139,0.21537441,0.71907634
516-95-0,0.047395904,0.046601564,0.45441395,0.45158854
65242-49-1,0.014890118,0.04413561,0.31307846,0.62789583
57-88-5,0.047505856,0.017351653,0.521834,0.4133085
15662-33-6,0.17555913,0.11009078,0.29658967,0.4177604
20562-02-1,0.3229379,0.14123543,0.3488148,0.18701191
71-63-6,0.8044084,0.021059979,0.07398889,0.100542754
20830-75-5,0.79047334,0.020123435,0.10307694,0.08632632
1404-93-9,0.074599124,0.0937077,0.3121876,0.5195055
41294-56-8,0.77253526,0.015009855,0.11448102,0.09797384
57333-96-7,0.8485266,0.016902225,0.06390183,0.07066934
17578-43-7,0.2629884,0.43472815,0.2553357,0.046947837
18470-09-2,0.103614494,0.64801675,0.20797853,0.04039025
29886-96-2,0.0065212823,0.04414364,0.56530434,0.3840308
87239-81-4,0.035664655,0.0149340015,0.11714401,0.83225733
550-53-8,0.02826677,0.10587256,0.7707076,0.09515305
56717-11-4,0.012627244,0.24058762,0.7151048,0.031680297
106-21-8,0.004164656,0.021159554,0.4838742,0.49080163
203448-76-4,0.028010944,0.2695646,0.6569929,0.045431554
543-82-8,0.022315335,0.4975668,0.43338835,0.04672947
3081-01-4,0.029486999,0.21720208,0.65594226,0.097368665
7535-34-4,0.023459423,0.47672737,0.46737278,0.03244041
108-11-2,0.019770063,0.10595353,0.73110783,0.14316854
23436-19-3,0.005447454,0.0388388,0.62841356,0.3273002
99-82-1,0.004308774,0.026236173,0.42159995,0.54785514
87061-04-9,0.0064308792,0.018112293,0.6494701,0.32598668
26171-78-8,0.004290789,0.02330399,0.32019037,0.6522148
147126-62-3,0.03090342,0.04862975,0.6180796,0.3023872
89-80-5,0.005009062,0.027591493,0.5700004,0.39739907
66941-88-6,0.05892256,0.4757885,0.39143753,0.07385141
103-95-7,0.006931915,0.0635174,0.7950111,0.13453962
57144-56-6,0.0069468077,0.08279909,0.7278311,0.18242298
64059-37-6,0.016989246,0.26015252,0.60568464,0.11717362
55636-92-5,0.006664729,0.019058464,0.93630296,0.037973784
42978-66-5,0.007274834,0.13335405,0.47430643,0.3850647
123-63-7,0.02076745,0.13508923,0.6667104,0.17743297
50765-83-8,0.010201716,0.14064163,0.8205483,0.028608337
50765-86-1,0.007467071,0.22024071,0.75251126,0.019780977
50765-79-2,0.01003249,0.27188602,0.68402624,0.034055207
21259-20-1,0.06721613,0.14522523,0.27460608,0.51295257
68133-73-3,0.0024024886,0.007470072,0.09415426,0.8959732
40580-61-8,0.046896104,0.16289529,0.43094525,0.35926333
20724-12-3,0.0129313255,0.081093326,0.64161974,0.26435563
30129-27-2,0.01288994,0.08230438,0.71041745,0.1943882
78-35-3,0.0068368274,0.01800892,0.15754592,0.8176083
964-52-3,0.018590998,0.3445398,0.5899782,0.04689095
121489-04-1,0.016561948,0.1815133,0.7077795,0.094145246
30562-34-6,0.1436211,0.15990973,0.34403634,0.35243282
66085-59-4,0.042764705,0.073022306,0.7922929,0.09192007
78194-09-9,0.009769496,0.05924094,0.9019651,0.029024538
24353-58-0,0.014945675,0.06332623,0.8797009,0.04202715
73080-51-0,0.013406977,0.051905554,0.7169944,0.2176931
489-84-9,0.024218874,0.21894583,0.42159772,0.3352376
6223-35-4,0.009035887,0.12012703,0.69067675,0.18016036
17493-73-1,0.013664708,0.081397355,0.86436695,0.04057095
92671-67-5,0.02756365,0.119784765,0.5777282,0.27492335
113139-67-6,0.01864787,0.15878898,0.7130491,0.10951401
121625-72-7,0.05100729,0.22128893,0.67930734,0.04839643
67801-20-1,0.03430273,0.038980316,0.65017927,0.27653766
56105-46-5,0.036541726,0.013968474,0.22450174,0.7249881
63982-52-5,0.20024225,0.32516357,0.35037047,0.12422374
18659-45-5,0.8050983,0.105261154,0.08232813,0.007312447
2752-71-8,0.33689323,0.5139119,0.1356953,0.0134995775
119-38-0,0.61248994,0.21794684,0.15167786,0.017885415
72542-61-1,0.16880696,0.7888957,0.032655373,0.009641943
78194-24-8,0.014984859,0.10519739,0.8370036,0.042814195
78194-42-0,0.024095671,0.16396713,0.7699373,0.04199996
15037-62-4,0.12430079,0.55406725,0.2920108,0.02962111
94739-29-4,0.14439797,0.15096435,0.5249934,0.17964424
75530-68-6,0.0650322,0.06576993,0.63836336,0.23083447
97-86-9,0.003778414,0.034475956,0.1842315,0.77751416
13749-61-6,0.019410228,0.21318479,0.6653725,0.10203244
23684-11-9,0.030992417,0.0995379,0.3543506,0.5151191
110-12-3,0.0132297715,0.08637265,0.665742,0.23465562
3572-41-6,0.011900215,0.2021433,0.69305664,0.09289983
70318-55-7,0.008618948,0.07244906,0.6979701,0.22096191
70318-56-8,0.00752264,0.054897662,0.7337318,0.2038479
26544-20-7,0.005242809,0.13895275,0.540091,0.31571347
13706-86-0,0.013094584,0.045006476,0.6415151,0.3003838
81250-17-1,0.014022549,0.35012993,0.59991,0.035937507
123-92-2,0.0033131342,0.014646876,0.19719157,0.78484845
110-19-0,0.006366485,0.047213823,0.38557187,0.5608478
99-86-5,0.0062068654,0.023520092,0.6178282,0.3524449
542-08-5,0.011516183,0.04339346,0.49726218,0.4478282
99-87-6,0.008481601,0.08463757,0.7547381,0.15214276
535-77-3,0.008481601,0.08463757,0.7547381,0.15214276
89-83-8,0.013905153,0.15807492,0.7701083,0.05791165
56211-40-6,0.0043455646,0.02898543,0.50932163,0.45734733
22760-18-5,0.012094829,0.1356577,0.724538,0.12770942
40507-23-1,0.008470096,0.12368326,0.73409116,0.13375548
65765-07-3,0.017439047,0.14613466,0.7074483,0.12897801
499-75-2,0.015348523,0.12075733,0.8084616,0.05543251
2814-20-2,0.011764127,0.2174704,0.58919424,0.18157125
80176-21-2,0.010642879,0.061509263,0.77094376,0.15690416
55814-41-0,0.00714517,0.06413408,0.66459525,0.26412556
125055-52-9,0.015051364,0.57901025,0.30739182,0.09854657
563-80-4,0.018196274,0.10119692,0.74407333,0.13653347
59230-57-8,0.005086714,0.039928418,0.67736524,0.2776196
39543-79-8,0.0074484153,0.030792335,0.9175838,0.044175394
314-42-1,0.040557522,0.16396126,0.6289552,0.166526
123524-52-7,0.0312791,0.07437825,0.62369895,0.27064374
6673-35-4,0.003892416,0.011964676,0.9156609,0.068481915
108-21-4,0.012410048,0.08919407,0.6358083,0.2625876
4212-94-6,0.0440816,0.06971915,0.77853125,0.10766804
12650-69-0,0.07251634,0.026006268,0.5455707,0.35590672
828-00-2,0.021876281,0.06186843,0.52865326,0.387602
1445870-18-7,0.010056601,0.14008558,0.71879345,0.13106439
68425-16-1,0.016511219,0.35883918,0.5060278,0.1186218
57052-04-7,0.034872737,0.37033036,0.51735556,0.07744133
540-84-1,0.009912318,0.0902633,0.65075517,0.24906924
67239-26-3,0.030485298,0.29507285,0.41111317,0.26332867
40915-86-4,0.018255545,0.23901893,0.6312097,0.11151585
35256-85-0,0.010431395,0.14693959,0.79712963,0.045499407
19666-30-9,0.049386457,0.16199769,0.59582454,0.19279134
129909-90-6,0.04703447,0.18930623,0.4894997,0.2741596
76-50-6,0.0076451423,0.04005239,0.43254557,0.5197569
71108-05-9,0.899649,0.067327425,0.024996148,0.008027366
71108-06-0,0.63971037,0.18097663,0.15548584,0.023827137
111038-42-7,0.053122934,0.08065477,0.7140838,0.1521385
127-25-3,0.00417239,0.019122241,0.5777271,0.39897832
13254-34-7,0.01747622,0.0351841,0.79322934,0.15411031
144-19-4,0.0066022677,0.04294072,0.5785325,0.37192452
3445-42-9,0.0108753955,0.12186513,0.7705143,0.0967451
14860-89-0,0.01096045,0.099612534,0.80424875,0.08517827
26762-93-6,0.009400149,0.15158498,0.6407863,0.19822854
49562-28-9,0.005861018,0.04495082,0.52226007,0.42692804
51368-55-9,0.00890676,0.15984385,0.7215375,0.10971198
58327-13-2,0.011104407,0.047822498,0.3050847,0.6359884
58327-14-3,0.0185023,0.046472978,0.25004473,0.68498
58327-12-1,0.005397876,0.06015139,0.21537441,0.71907634
666-84-2,0.0059360955,0.014266174,0.7521841,0.22761366
53471-69-5,0.085257314,0.10911686,0.7278384,0.07778748
53003-82-0,0.0627185,0.048201356,0.81982166,0.06925851
53003-62-6,0.042213526,0.08272657,0.7962575,0.078802355
86408-72-2,0.005650997,0.036583852,0.36321536,0.59454983
512-04-9,0.10211153,0.096390896,0.5758665,0.22563101
36011-19-5,0.1688809,0.18887216,0.40042922,0.24181771
33160-78-0,0.82698184,0.14075379,0.024101524,0.0081628235
154619-51-9,0.9209545,0.031373374,0.045601282,0.0020708614
114311-32-9,0.033270374,0.074884295,0.23838605,0.6534593
69915-63-5,0.01084301,0.05957944,0.7590167,0.17056082
69915-62-4,0.0050467886,0.02619565,0.69138473,0.2773729
581-12-4,0.018414315,0.068838686,0.51592916,0.3968178
470-67-7,0.010603297,0.06129628,0.4530058,0.47509462
512-85-6,0.020785406,0.057993352,0.5367735,0.38444775
63968-64-9,0.039995357,0.0700775,0.2547134,0.63521373
13613-99-5,0.1526101,0.1747994,0.4827263,0.18986417
3035-45-8,0.009197919,0.087229244,0.8624591,0.04111373
1014-69-3,0.013660998,0.15445706,0.8027716,0.02911028
64-00-6,0.120565936,0.62745553,0.23529373,0.016684769
2752-81-0,0.38871312,0.3553234,0.24077095,0.015192515
2631-40-5,0.34919795,0.5145309,0.12110468,0.015166495
114-26-1,0.18634553,0.59546465,0.19661072,0.021579137
366-70-1,0.035325438,0.43564272,0.50467485,0.024357053
54266-83-0,0.9525178,0.026771206,0.01286348,0.007847506
106293-84-9,0.896265,0.07074967,0.021860335,0.01112504
73115-70-5,0.58646846,0.16420613,0.15640421,0.092921145
2315-43-7,0.03318692,0.37806767,0.55089056,0.037854876
