CASRN,EPA_xgboost_ecfp6counts-1,EPA_xgboost_ecfp6counts-2,EPA_xgboost_ecfp6counts-3,EPA_xgboost_ecfp6counts-4
638-49-3,0.001123034,0.017783696,0.41177207,0.5693212
17810-53-6,0.00010923249,0.9987135,0.0007919864,0.00038526734
21270-10-0,3.0880943e-05,0.9962714,0.0032128075,0.00048497648
52364-71-3,0.00040146816,0.00037745803,0.026438985,0.9727821
104485-01-0,0.0013454845,0.030388545,0.91364694,0.054619078
101893-08-7,0.0038343025,0.80042404,0.17080475,0.024936877
2720-73-2,0.0010314113,0.007660334,0.9118151,0.07949309
20056-92-2,1.7325363e-05,0.0062017953,0.93146425,0.062316585
557-48-2,0.00012839498,0.12393503,0.8720195,0.0039170473
18829-55-5,0.0006188825,0.069920786,0.23576848,0.69369185
110-62-3,0.00137112,0.044482283,0.9087974,0.045349173
110-59-8,0.13054426,0.33659664,0.42270696,0.11015208
23433-04-7,0.00014158999,0.0014121989,0.126553,0.8718933
104-50-7,0.00015525169,0.006360274,0.03665238,0.95683205
841-73-6,0.008087277,0.04505713,0.8885179,0.058337677
2210-63-1,0.025286205,0.016048228,0.9576934,0.0009721484
50-33-9,0.0012604254,0.4721886,0.525805,0.00074595027
129-20-4,0.00021926108,0.30612236,0.691301,0.002357344
6066-49-5,0.0015422615,0.036688905,0.9570542,0.004714644
335153-21-4,0.00014372324,0.00097258727,0.9976776,0.0012061375
64357-33-1,0.00011971586,0.009288106,0.9892948,0.001297269
536-69-6,0.00031325538,0.06653885,0.9284018,0.0047461055
3180-09-4,0.00096418755,0.061242532,0.93645465,0.0013386239
16006-72-7,5.988626e-06,5.368623e-05,0.99939895,0.0005413896
87792-15-2,9.765989e-05,0.001417026,0.99734807,0.0011372461
87792-14-1,4.9550777e-06,0.00014744561,0.99862933,0.0012183524
87792-13-0,0.0013116365,0.00862163,0.79981935,0.19024734
168152-75-8,1.8720389e-06,0.9998549,0.0001228506,2.0373309e-05
141645-16-1,0.0005393717,0.38700256,0.5994079,0.013050091
138401-24-8,0.0029439167,0.27226385,0.613111,0.111681186
109-52-4,0.0006478544,0.03751432,0.41994065,0.5418972
61019-78-1,0.0013871936,0.0022030766,0.9958586,0.00055111304
88671-89-0,0.00105441,0.095211215,0.9031078,0.0006265741
58902-64-0,0.0016186408,0.33466193,0.65655446,0.007164984
27470-51-5,7.349033e-05,0.0019013094,0.98062974,0.017395493
79983-71-4,9.124204e-05,0.01840616,0.98007613,0.0014264096
38615-43-9,8.183215e-05,0.91778,0.081916995,0.00022124412
111-75-1,0.0027802621,0.3595857,0.59388554,0.043748494
1126-78-9,0.04526807,0.12192903,0.8183425,0.014460363
28395-03-1,9.693992e-05,0.00069611415,0.4554797,0.5437272
2782-40-3,0.00013092933,0.0724727,0.9255479,0.0018485164
592-31-4,0.0001264022,0.15510333,0.7959841,0.04878619
6336-01-2,0.04431201,0.35650504,0.58533484,0.013848131
55406-53-6,0.009970689,0.05152172,0.9160205,0.02248714
13887-58-6,2.3507399e-05,0.0004902721,0.9979462,0.0015400513
3622-84-2,0.013104979,0.008798002,0.95373946,0.024357544
111-36-4,0.011568814,0.05838631,0.92611784,0.00392697
1005-67-0,0.005366915,0.040823534,0.910888,0.042921543
3817-11-6,0.0001133751,0.0028809477,0.99533564,0.0016701123
16227-10-4,0.0010143857,0.62611276,0.3664793,0.0063935863
63716-31-4,0.0010024209,0.9731724,0.020976707,0.004848447
54395-37-8,0.0023114912,0.04292124,0.94978476,0.004982573
71-36-3,0.0006095865,0.15947096,0.54378796,0.29613152
1928-45-6,0.0004115532,0.30595076,0.6826562,0.010981495
6959-71-3,0.0011033162,0.023364285,0.9681265,0.007405916
7420-06-6,0.0006384673,0.022590797,0.23727654,0.7394942
111-76-2,0.000119746575,0.004576781,0.8368992,0.15840428
112-34-5,0.00026343222,0.14522624,0.07802746,0.7764828
143-22-6,0.0001224701,0.01865724,0.26975408,0.71146625
112-56-1,0.023097659,0.08589667,0.17458299,0.7164227
4223-11-4,8.5182815e-05,0.022700412,0.9133015,0.063912876
3102-00-9,5.322638e-06,0.0051586246,0.9733291,0.021506954
2426-08-6,0.000613667,0.06515687,0.73979115,0.19443835
1852-16-0,0.0010907247,0.58639175,0.40072578,0.011791785
111-34-2,0.0006608681,0.014247911,0.9152585,0.06983272
17751-76-7,0.0010188275,0.89260423,0.06405289,0.04232406
21269-98-7,0.0006499574,0.8779055,0.11504428,0.0064002634
33236-00-9,0.0008255903,0.5683696,0.43005663,0.0007481483
70193-21-4,0.02022062,0.016064871,0.7461231,0.21759142
5459-58-5,0.017896567,0.15421183,0.4494891,0.37840247
122-43-0,0.0030062527,0.0011956798,0.79918045,0.19661765
66232-25-5,0.94424784,0.032117207,0.015083144,0.008551803
7397-62-8,0.003840738,0.0076051946,0.52272934,0.46582475
94-80-4,0.00023535726,0.1253896,0.8663779,0.007997082
2438-72-4,0.00043169945,0.0047594914,0.99186254,0.0029462152
141-32-2,0.0009792763,0.20109615,0.65616035,0.1417642
90842-58-3,0.0016272225,0.036155235,0.90074843,0.06146908
136-60-7,0.0001538148,0.00018113929,0.26569986,0.7339652
20954-16-9,3.216535e-05,0.0034739755,0.99524385,0.0012500422
20954-14-7,5.5570104e-05,0.009014213,0.9888075,0.0021227438
28570-58-3,8.275161e-06,0.00020914686,0.99169123,0.008091316
7756-96-9,0.005850635,0.002237921,0.9533755,0.038535982
67330-25-0,0.014321311,0.21897642,0.6925506,0.074151605
88599-43-3,0.0015350112,0.0013591822,0.9589988,0.03810703
82989-25-1,9.1394686e-05,0.004609827,0.9754613,0.019837504
2314-09-2,0.0017447904,0.19196874,0.1700043,0.6362822
75147-20-5,0.00028604173,0.006599647,0.75293255,0.24018176
64047-35-4,0.00041957005,0.00048534936,0.07952284,0.9195722
544-16-1,0.01711193,0.1802117,0.61540115,0.18727525
6607-49-4,0.04908918,0.0025883208,0.9396614,0.008661132
2314-17-2,0.0009686695,0.27542737,0.42876425,0.2948397
4560-93-4,0.0037373183,0.31220612,0.6789628,0.005093727
64910-63-0,0.0003495195,0.014373934,0.98320943,0.0020671547
109-69-3,0.011588073,0.5300087,0.4513683,0.0070349597
109-67-1,0.00031239932,0.18948492,0.80245864,0.0077440115
928-95-0,0.0008120936,0.008109904,0.96425956,0.02681839
123-72-8,0.009563155,0.101921216,0.8432664,0.045249224
109-74-0,0.045388844,0.06405915,0.8251443,0.06540776
116020-44-1,0.0010987556,0.037891738,0.9548345,0.006175016
66246-88-6,0.0018665369,0.65471923,0.34245884,0.0009554267
1211-28-5,0.048561186,0.77164227,0.16898695,0.010809595
21531-91-9,0.00086971046,0.010434281,0.41943043,0.5692656
698-76-0,0.00032640787,0.0022969134,0.029268127,0.96810853
105-21-5,0.00016686252,0.0047549307,0.8613439,0.13373426
60207-90-1,0.00035648062,0.35286117,0.6460537,0.00072868774
1003-14-1,0.015504588,0.75549304,0.17217997,0.056822397
105-31-7,0.040098928,0.13737439,0.8121714,0.010355342
39067-39-5,0.022951644,0.22509827,0.73785865,0.014091427
6082-56-0,0.0001236265,0.97053784,0.028641293,0.00069727865
103-65-1,0.16232215,0.31163546,0.48326334,0.0427791
28785-06-0,0.002382955,0.014867584,0.9711831,0.011566326
645-56-7,8.396942e-05,0.0018665593,0.99601066,0.0020388463
94-58-6,0.0064460947,0.022597121,0.9701656,0.0007911848
644-35-9,0.00047812032,0.034137607,0.957647,0.0077372515
7231-31-4,0.00050703686,0.13129802,0.8614462,0.006748732
51-52-5,0.013206256,0.08194418,0.8906592,0.014190306
14222-60-7,0.0015758951,0.13006607,0.86805356,0.00030452848
75464-11-8,0.0034137429,0.23927042,0.6933129,0.06400295
151327-12-7,0.0006282152,0.9561159,0.04314672,0.00010919008
151327-04-7,0.00017114343,0.96924657,0.024655329,0.005926953
151327-11-6,2.4795274e-05,0.99045944,0.009348961,0.00016686616
151327-07-0,0.00012694989,0.91971374,0.07990299,0.00025634657
168152-96-3,0.0017098158,0.62148327,0.36664587,0.010161044
168152-92-9,6.391986e-05,0.9923915,0.007365254,0.00017935883
168152-72-5,4.0900144e-05,0.99785346,0.002068835,3.68263e-05
168152-66-7,3.0133494e-06,0.9997056,0.00024049437,5.083791e-05
168152-81-6,0.00013383108,0.961144,0.032564744,0.0061574513
168152-80-5,0.000104733015,0.7481378,0.24932891,0.002428542
168152-67-8,4.918739e-05,0.9970841,0.0028392011,2.7517364e-05
168152-84-9,7.199848e-05,0.9894782,0.0095917815,0.00085807336
168152-76-9,2.6213067e-05,0.99567777,0.0036751681,0.00062089897
168152-71-4,0.0033081432,0.6809678,0.31088912,0.0048349453
1688-71-7,0.0031143038,0.7774667,0.20670353,0.01271542
97392-14-8,0.002328017,0.63345224,0.35721076,0.007009023
70735-85-2,2.2473203e-05,0.009261914,0.9897872,0.00092835166
63233-46-5,0.0012547832,0.9736824,0.016148416,0.008914423
2051-78-7,0.00046917994,0.6440802,0.33913344,0.01631717
103-37-7,0.0006334061,0.015601706,0.82151777,0.16224717
123-20-6,0.00080625515,0.15287562,0.76516813,0.081149995
36597-90-7,0.0054467684,0.054921616,0.7221159,0.2175157
107-10-8,0.0044627218,0.14475958,0.83042765,0.020350019
125055-68-7,0.0050996547,0.8485806,0.14014077,0.006178924
94-20-2,0.00029010503,0.24204813,0.75113344,0.0065283286
13887-60-0,0.0005621141,0.0046328204,0.9876331,0.007172005
73941-13-6,0.0014869719,0.11072545,0.880196,0.0075916857
27050-40-4,0.00012772404,0.14169532,0.8375725,0.020604467
33245-39-5,0.5259556,0.021951275,0.26037902,0.19171408
26399-36-0,0.0007681005,0.0048422157,0.98279,0.01159967
64057-89-2,0.0020503358,0.23085538,0.7516834,0.015410915
4634-51-9,0.99887437,7.041839e-05,0.0002359768,0.000819269
41078-02-8,0.023532923,0.1376268,0.82144475,0.017395534
816-57-9,0.00053222594,0.6734852,0.32384467,0.002137915
2807-30-9,0.0008917655,0.042462688,0.3438539,0.61279166
110-74-7,0.0063549257,0.07124273,0.804646,0.117756315
33235-97-1,0.0011641687,0.85458845,0.14010303,0.004144344
33236-21-4,0.00045870067,0.33355802,0.66534686,0.0006364014
52709-86-1,0.0010583679,0.0067595677,0.52055913,0.47162294
142770-42-1,0.0015512042,0.0062491125,0.98452234,0.007677363
34614-30-7,0.0001337517,0.00043575876,0.9990865,0.00034403274
627-12-3,0.0032672405,0.12561312,0.6231813,0.24793836
83395-30-6,0.000683273,0.007924448,0.9273113,0.064080976
1713-98-0,0.0035814748,0.98964393,0.0062453984,0.0005291458
18705-22-1,0.0025481102,0.29878077,0.6895838,0.009087366
64050-66-4,0.46172416,0.073206656,0.46205238,0.0030167736
107-03-9,0.026500518,0.5674098,0.40017274,0.0059169373
49828-25-3,0.0029925592,0.039850105,0.9389348,0.018222528
13889-92-4,0.0074858875,0.27512777,0.6888239,0.028562473
38827-35-9,0.004473101,0.0476062,0.82812107,0.11979961
918504-27-5,0.001082453,0.0007833549,0.98522806,0.012906105
1262985-23-8,0.0011762044,0.012657448,0.9342943,0.051872056
1103234-56-5,0.0017185045,0.004526458,0.98885477,0.004900354
540-54-5,0.15895407,0.26872486,0.5175439,0.05477718
68526-56-7,0.040209167,0.029158296,0.22831419,0.7023183
928-96-1,0.000118875745,0.0041688387,0.30126253,0.6944498
33467-73-1,0.00039963183,0.020091897,0.67175865,0.30774987
42436-07-7,0.0049756397,0.00094550266,0.020258553,0.9738203
65405-77-8,0.00031056697,0.0010724856,0.9761713,0.02244566
24880-45-3,1.33836065e-05,4.7527992e-05,0.0044915723,0.99544746
2091-24-9,0.00040948528,0.0036204006,0.86227703,0.13369302
5910-85-0,0.09302554,0.3813103,0.16444668,0.36121744
17369-59-4,0.0025068822,0.0036591985,0.9905848,0.003249122
107-12-0,0.3749508,0.2772585,0.31810084,0.029689832
118-68-3,0.00039249967,0.09976853,0.8990429,0.0007960362
96-20-8,0.0004473725,0.050319456,0.6745532,0.27467996
3174-67-2,9.330467e-05,0.00031189804,0.016885517,0.9827093
584-03-2,0.011242694,0.0021744994,0.5429384,0.4436444
695-06-7,4.3222044e-05,0.008985014,0.917146,0.073825814
56983-13-2,0.0023004203,0.112659894,0.88400024,0.0010394732
4437-85-8,0.040863678,0.50537205,0.3078354,0.14592887
98519-44-9,0.0017393488,0.00468337,0.97892463,0.014652653
98518-99-1,0.000110988396,0.00037910548,0.9993917,0.00011819612
98532-66-2,0.00029155982,0.00043826245,0.99907637,0.0001937667
106-88-7,0.03400746,0.39395326,0.48510522,0.08693411
65-14-5,0.001358531,0.0037318459,0.91265804,0.08225151
117-26-0,0.0014132867,0.5423606,0.42004052,0.036185607
435-97-2,0.026207441,0.6572152,0.31393275,0.0026446006
90-49-3,0.00014959775,0.0017132985,0.99742776,0.0007093421
14845-06-8,0.0029076596,0.079363324,0.91323155,0.0044974415
512-16-3,0.0033458245,0.070557676,0.809306,0.11679053
12663-46-6,0.046397354,0.015088227,0.56735575,0.37115866
80834-51-1,0.0007782066,0.019972257,0.78090274,0.19834684
113614-08-7,0.00021075316,0.018187914,0.9649141,0.016687283
1824-58-4,0.013508212,0.007476157,0.6105695,0.36844614
66571-24-2,0.0023010906,0.015052552,0.9815595,0.0010867696
34314-31-3,0.0014754569,0.02802646,0.9572178,0.013280315
78-99-9,0.0011349692,0.07027723,0.8384956,0.09009215
58-54-8,0.000233496,0.037443087,0.9566195,0.005703902
1146-95-8,0.0013948249,0.03790476,0.47103322,0.48966724
42790-35-2,0.00058879546,0.0045833336,0.99436116,0.0004667273
60270-84-0,0.00013127466,0.003140626,0.9590449,0.0376833
89426-87-9,0.7001762,0.28524426,0.014010997,0.00056850404
5223-06-3,0.000618161,0.0074913925,0.9910433,0.00084710156
5408-74-2,0.00067338493,0.6562606,0.33521292,0.007853093
102268-15-5,0.00020404642,0.021087317,0.8847382,0.09397044
536-33-4,0.005637388,0.26133698,0.7325413,0.00048435427
14736-30-2,0.00436223,0.13763589,0.84951466,0.008487271
121518-45-4,0.0021995245,0.21655491,0.7730913,0.008154311
27653-49-2,0.0004712112,0.48878133,0.45938894,0.05135847
58-14-0,0.00051757245,0.84425986,0.1501013,0.0051212413
149979-41-9,0.08009551,0.032237336,0.8792466,0.00842057
168152-88-3,2.740238e-06,0.9993838,0.0005568732,5.654461e-05
127277-53-6,0.00085046276,0.0046931333,0.263251,0.73120534
70-69-9,0.00046235428,0.3621745,0.60173315,0.03563001
2295-58-1,0.0033345954,0.69737995,0.24197695,0.0573085
63605-45-8,0.03047069,0.08337315,0.8783475,0.0078086755
4940-11-8,0.0036294342,0.0018941986,0.99413836,0.0003380755
1477-19-6,8.031262e-05,0.19966222,0.79248595,0.007771519
3781-28-0,0.0010629745,0.106574155,0.88793427,0.004428636
106006-84-2,0.017788623,0.033557534,0.8425412,0.106112644
89427-48-5,0.95083517,0.034595273,0.013351686,0.0012179007
709-98-8,0.000930733,0.11493972,0.8269341,0.057195414
13808-36-1,0.0010016388,0.09345539,0.8762914,0.029251581
75764-58-8,0.008985393,0.52256787,0.46450832,0.003938392
15301-48-1,0.008045697,0.38071534,0.6072099,0.0040290146
79-09-4,0.038638387,0.07429684,0.67170656,0.21535823
23495-12-7,5.6003817e-05,0.00867295,0.60038996,0.39088106
103-56-0,0.00030213586,0.010036574,0.9716465,0.018014787
122-63-4,0.0002019562,0.00849267,0.92312515,0.06818022
1531-97-1,0.0001022649,0.004560477,0.607343,0.3879943
17511-60-3,0.0007892368,0.0033174094,0.98841405,0.007479256
682-11-1,1.357498e-05,0.00052568567,0.9400851,0.059375625
682-09-7,8.258023e-05,0.025905974,0.7278581,0.24615328
5187-23-5,0.006369012,0.014510956,0.9572397,0.021880345
3047-32-3,0.013812571,0.009946136,0.8465507,0.12969056
30499-70-8,0.00057973433,0.011071507,0.9632146,0.025134167
66492-51-1,0.0028971469,0.07861712,0.86538297,0.05310278
824-11-3,0.12920837,0.6381499,0.21370743,0.018934242
1005-93-2,0.36686555,0.40327027,0.2132125,0.016651688
10097-02-6,0.0007899933,0.002155447,0.7291735,0.26788107
115-70-8,0.0007021139,0.010244116,0.117718704,0.8713351
3819-07-6,0.0015522402,0.07432467,0.9128075,0.0113156
7747-35-5,0.119084224,0.005605846,0.8450429,0.030267062
19882-03-2,0.0008581587,0.08782606,0.90601003,0.0053058006
6533-00-2,0.005927334,0.006215046,0.6687845,0.3190731
77-21-4,0.00015977577,0.0066405116,0.992661,0.0005387498
77236-50-1,0.001275289,0.075631335,0.9221325,0.00096092845
5556-57-0,0.081298016,0.43799785,0.46245816,0.018245934
50-19-1,8.221788e-05,0.011905362,0.9853227,0.002689656
509-86-4,0.0027962958,0.14703725,0.056416564,0.79374987
125-33-7,0.003471901,0.33438143,0.6586192,0.0035274464
50-06-6,0.0052460576,0.10678469,0.26897693,0.6189924
57-30-7,0.00034713375,0.8893242,0.10296471,0.0073639443
61837-66-9,0.0035308832,0.038536523,0.35505173,0.6028809
74697-48-6,0.0035977063,0.017260795,0.8740448,0.10509676
56430-99-0,0.0024455606,0.01812674,0.97590137,0.0035263393
7689-03-4,0.004137324,0.026546873,0.94057643,0.028739348
7789-89-1,0.0015979859,0.13691165,0.8220665,0.039423943
75-04-7,0.0042408155,0.73965657,0.24338384,0.012718747
709-55-7,0.00071152375,0.68336684,0.3129324,0.0029892873
71130-60-4,0.3272835,0.04376381,0.6190854,0.009867326
5459-93-8,0.00058246206,0.19855036,0.72608,0.07478712
85697-07-0,0.00023214021,0.00040070928,0.9961591,0.0032080964
5465-00-9,0.0004765171,0.0058351895,0.9899504,0.0037379453
58473-74-8,0.0006474916,0.1252317,0.8722226,0.0018982386
625-53-6,0.6821307,0.0244332,0.28711003,0.0063260617
71475-35-9,0.00095042185,0.7265002,0.2650354,0.0075139394
139-94-6,0.0028360945,0.59967303,0.39059067,0.006900193
68228-19-3,0.00067115354,0.021584738,0.9478173,0.029926766
89427-19-0,0.6847387,0.28753525,0.026159089,0.0015669797
4151-50-2,0.016073901,0.35446706,0.57150775,0.057951313
107-29-9,0.015516907,0.2401622,0.68527514,0.05904574
5308-25-8,0.016201505,0.1086473,0.8688739,0.0062772837
93106-60-6,0.0014849016,0.005643161,0.9869971,0.0058748075
139-87-7,5.6676803e-05,0.0066128005,0.09586425,0.89746624
100-74-3,0.005142187,0.076760426,0.34138802,0.5767094
538-07-8,0.82077837,0.07967437,0.098987676,0.0005595613
134-97-4,0.005880667,0.0378846,0.7277587,0.22847605
23205-24-5,0.27202016,0.4110823,0.22977737,0.08712012
67658-42-8,0.009555072,0.14991604,0.84000087,0.00052802224
2687-91-4,0.0017589467,0.015482437,0.58293664,0.39982197
92-50-2,0.0075489865,0.0014882339,0.9891229,0.001839827
92-49-9,0.105512396,0.07223709,0.8203261,0.0019244214
1508-75-4,0.32653695,0.07860194,0.46722078,0.12764035
7081-53-0,0.0020790382,0.07107024,0.92041236,0.006438312
62924-70-3,0.017135719,0.04212212,0.1341093,0.80663294
13147-25-6,0.012762851,0.10861894,0.5593207,0.31929755
13256-23-0,0.06562481,0.35311374,0.55829877,0.022962688
82018-90-4,0.012023565,0.62526244,0.31994078,0.042773217
2991-51-7,7.218794e-05,0.0063364934,0.98370266,0.009888679
70458-96-7,0.0022544113,0.0054076007,0.91160893,0.08072905
14698-29-4,0.00014647108,0.0014873361,0.953191,0.04517519
51940-44-4,0.00011421065,0.016811382,0.9457071,0.037367303
19562-30-2,0.00013044542,0.03204788,0.9499416,0.017880084
13256-13-8,0.25592962,0.08563829,0.5662047,0.09222737
80472-85-1,0.0007388692,0.013808891,0.98245597,0.0029962184
20373-56-2,3.557612e-05,0.05772375,0.9329691,0.009271531
62899-75-6,0.0004925546,0.013627836,0.97983897,0.0060406723
21590-92-1,0.018707126,0.105942845,0.8413029,0.034047153
63716-33-6,0.0002742101,0.6746588,0.320669,0.0043980414
78467-49-9,0.0003710153,0.0013139969,0.9965612,0.0017537235
63744-48-9,0.00030183853,0.09469406,0.90455675,0.00044738167
86-28-2,0.019727511,0.5725159,0.3912673,0.016489297
132-32-1,0.0009500264,0.97660387,0.010141286,0.012304859
128-53-0,0.065973766,0.50110066,0.38301426,0.049911335
86-35-1,0.0029714634,0.008324044,0.9810409,0.007663567
34929-03-8,0.00030905814,0.023270039,0.9522354,0.024185522
28657-80-9,0.0034099375,0.021627408,0.9465584,0.02840428
32976-88-8,0.00073752797,0.20084283,0.7385617,0.059857994
3784-99-4,0.021946538,0.027823612,0.87895477,0.07127512
1239-45-8,0.00014919808,0.022366203,0.97447747,0.0030071645
64-17-5,0.006541424,0.094724625,0.7509385,0.1477955
111-73-9,1.744758e-05,0.0008304559,0.20837611,0.790776
111-35-3,0.00013758485,0.011197534,0.8585915,0.13007337
64050-15-3,3.7900823e-05,0.022295583,0.8882347,0.08943182
2141-62-0,0.0038243346,0.0025494518,0.9849117,0.008714544
110-80-5,0.00093348074,0.06933862,0.5578241,0.3719038
111-90-0,0.00031073685,0.0026876868,0.44395372,0.5530479
112-50-5,0.0001665452,0.00070847385,0.8025531,0.19657181
64057-86-9,0.000121861034,0.00624547,0.9825392,0.011093474
106-74-1,1.1474585e-05,0.030294497,0.9604705,0.009223572
98519-29-0,2.1017111e-05,0.0006640541,0.9991786,0.00013631542
6012-83-5,0.00043197692,0.19467753,0.7776539,0.027236626
122453-73-0,0.0016525313,0.26394105,0.41749617,0.31691024
58567-11-6,7.607443e-05,0.008818908,0.44226032,0.5488447
109-94-4,0.0018205731,0.074185334,0.881976,0.042018116
2979-26-2,0.00029602452,0.009489195,0.7691323,0.22108245
103-75-3,9.476646e-05,0.00818899,0.9865183,0.0051979665
10310-32-4,2.9530149e-05,0.00674422,0.98276824,0.010458032
33210-54-7,0.0062993206,0.10696877,0.88608027,0.0006516101
33210-37-6,0.002226935,0.9607034,0.03536081,0.0017088797
33235-81-3,0.0015850556,0.44783992,0.55024403,0.00033100956
33236-11-2,0.00045347036,0.16334157,0.8326105,0.0035945089
33235-92-6,0.001755761,0.021367019,0.97612405,0.0007531943
33210-59-2,0.005388172,0.49327815,0.49463442,0.006699331
33235-90-4,0.018089088,0.1594506,0.79136944,0.031090863
4234-79-1,0.00075435516,0.44200823,0.48564926,0.07158819
64037-28-1,0.0002966873,0.15694493,0.77600497,0.06675342
105-56-6,0.002906092,0.09267799,0.84423715,0.060178798
638-07-3,0.007737985,0.5822815,0.39242053,0.017560016
101-97-3,0.00084190984,0.006461673,0.43911713,0.5535793
14062-23-8,0.017181452,0.0768769,0.8611652,0.04477641
2122-70-5,0.0005955691,0.046611384,0.92957455,0.023218507
27512-72-7,0.00078348356,0.021496952,0.95502746,0.022692058
2949-22-6,0.0015945745,0.5550286,0.3829575,0.060419347
25059-80-7,0.00048729219,0.17483713,0.7930157,0.03165985
119-41-5,2.2817552e-05,0.0038350557,0.984737,0.011405144
21045-68-1,0.00022592714,0.14271882,0.50149834,0.3555569
34580-65-9,0.0003905899,0.0024226122,0.9901018,0.0070849764
77501-90-7,0.0010874972,0.07028227,0.19758198,0.7310483
623-51-8,0.00083265535,0.61592567,0.1739762,0.20926547
63935-38-6,8.29075e-05,0.60123247,0.31834283,0.08034179
637-56-9,0.007881755,0.12356014,0.859515,0.00904311
23609-20-3,0.0060432074,0.0016474017,0.9911758,0.001133578
150-69-6,0.0020472782,0.0062895804,0.98970234,0.0019608715
38160-03-1,0.010396565,0.070218444,0.8696926,0.049692344
19077-60-2,0.0063111144,0.12447015,0.8519408,0.017277922
100-29-8,0.16994567,0.05964992,0.6398877,0.1305167
88599-72-8,9.491126e-05,0.0024822585,0.9837928,0.013630099
93-18-5,0.0007171511,0.0023907819,0.9874013,0.009490756
61361-59-9,0.63024336,0.0077691628,0.36017358,0.0018138929
66840-01-5,0.6575189,0.0827062,0.25021002,0.009564909
60634-59-5,0.003988438,0.15845253,0.636027,0.20153208
18637-00-8,0.00029992213,0.021319065,0.9758232,0.0025577296
938-73-8,0.0011250386,0.09089998,0.8824692,0.025505848
80834-62-4,0.00034151698,0.9972607,0.0021672912,0.0002304622
80834-63-5,0.00013537343,0.99593914,0.0035701236,0.00035542063
80834-80-6,0.0022881338,0.88428575,0.0846378,0.028788261
80834-59-9,1.9354635e-05,0.99903774,0.00038058,0.0005623744
80834-56-6,0.00010581423,0.9988336,0.00024880946,0.0008117501
96222-01-4,0.0031821819,0.06481959,0.9298165,0.0021817558
46817-91-8,0.0006669184,0.03581455,0.9583996,0.005118957
118-28-5,0.00022131165,0.04112462,0.34797773,0.61067635
63716-32-5,1.7663777e-05,0.036745396,0.90740883,0.0558281
42874-03-3,0.0009485029,0.004601625,0.87987363,0.11457628
140-88-5,0.00047371452,0.7412383,0.24323033,0.015057687
103-36-6,0.00042843248,0.0014421437,0.9233822,0.07474717
6048-06-2,0.00021462965,0.0013833956,0.992421,0.0059809783
14731-78-3,0.0030046098,0.046443358,0.89772075,0.052831296
117666-88-3,0.0014234555,0.00095888635,0.99082375,0.0067938804
117666-82-7,0.0008988768,0.0069688293,0.9902022,0.0019300899
95266-40-3,0.008342727,0.06556427,0.07224254,0.8538505
97-81-4,0.009672713,0.09803489,0.5529488,0.3393436
4089-07-0,0.00011650603,0.14407635,0.7239622,0.13184497
868-59-7,0.00029869852,0.10229157,0.88916713,0.008242621
92077-78-6,0.01466812,0.1002909,0.13365655,0.7513844
86541-74-4,0.007093012,0.0031664125,0.23451938,0.7552212
110221-44-8,0.0039289086,0.12061824,0.45981044,0.41564238
1187-46-8,0.009377793,0.72132325,0.255403,0.013895902
121-39-1,2.587974e-05,0.04227257,0.952917,0.004784551
548-00-5,0.0035357287,0.27875158,0.13789551,0.5798172
29177-84-2,0.0006817392,0.012047094,0.91786796,0.06940324
9000-40-2,6.76047e-05,0.015042557,0.9652845,0.019605385
454-31-9,0.0012837183,0.14189243,0.64528584,0.21153803
34580-75-1,0.0007197312,0.0026543052,0.9962463,0.00037962323
10029-04-6,1.0460473e-05,0.18030939,0.5498572,0.26982298
7085-85-0,0.0015735728,0.38208658,0.54605836,0.07028149
89-33-8,6.3287174e-05,0.0023882794,0.9961876,0.0013608272
93-89-0,0.00019899443,0.0012821957,0.98254484,0.01597403
94-09-7,0.00040595376,0.042324387,0.9370621,0.020207573
99-77-4,0.00032092628,0.0037425791,0.98497254,0.010964034
120-47-8,5.1252846e-05,0.008262413,0.9658237,0.025862563
56974-61-9,0.00023810186,0.06559921,0.9298248,0.004337917
87-25-2,0.0026600135,0.02283791,0.7336854,0.24081671
122277-22-9,0.00036389913,0.0010263429,0.9915705,0.007039258
19485-08-6,0.00033951493,0.0015151739,0.8695376,0.1286078
79660-46-1,0.007444432,0.0037064531,0.98600984,0.0028392952
98349-25-8,0.003342495,0.04875457,0.92446536,0.023437526
734-88-3,0.04433057,0.047726985,0.88802373,0.019918734
16078-71-0,0.0238325,0.014228701,0.88490826,0.07703061
142891-20-1,9.5742784e-05,0.0050915037,0.72341335,0.27139938
24237-54-5,0.00013145771,0.017060706,0.9024046,0.08040325
19688-04-1,0.0004269939,0.0041776807,0.9690443,0.026350971
75274-22-5,0.00019410285,0.021462124,0.9433566,0.03498715
74531-87-6,1.1422885e-06,0.0022192246,0.99335325,0.0044264104
103112-35-2,0.00049597624,0.0005358815,0.9985226,0.00044563922
13915-60-1,0.00042046886,0.06998805,0.92941755,0.00017384549
126-12-5,0.00016555011,0.9419853,0.05724018,0.00060896564
5794-23-0,0.0007907213,0.8562821,0.12582196,0.01710525
2385-81-1,8.942434e-05,0.9506762,0.04771017,0.0015241848
3691-78-9,0.0041141747,0.76957965,0.21436037,0.011945866
510-15-6,0.0006330773,0.09878124,0.2981591,0.6024266
383-63-1,0.0025371592,0.08611917,0.79626274,0.11508097
515-84-4,0.00034020861,0.13263044,0.71894705,0.14808227
