CASRN,EPA_RF_mordred-1,EPA_RF_mordred-2,EPA_RF_mordred-3,EPA_RF_mordred-4
80214-83-1,0.0638156084656085,0.04333439153439157,0.5293843915343911,0.3634656084656086
81103-11-9,0.06129312169312176,0.04464312169312175,0.6910484126984132,0.2030153439153437
14271-02-4,0.0634687830687832,0.03117380952380956,0.48850502645502664,0.4168523809523803
6683-17-6,0.09509894179894189,0.3941068783068778,0.28484100529100503,0.22595317460317457
82664-20-8,0.07958280423280431,0.05121825396825403,0.6754828042328044,0.19371613756613748
11115-82-5,0.12000608465608456,0.15849629629629636,0.3105100529100531,0.4109875661375659
74381-53-6,0.055549735449735495,0.43185873015873016,0.26340925925925895,0.2491822751322749
88321-09-9,0.04385396825396828,0.10237645502645504,0.5575531746031752,0.2962164021164019
4147-51-7,0.033281481481481495,0.1344791005291005,0.7676145502645507,0.06462486772486775
7087-68-5,0.02835634920634922,0.5234835978835979,0.40875079365079386,0.039409259259259276
5827-05-4,0.6186706349206351,0.24903333333333305,0.10870555555555564,0.02359047619047619
3891-98-3,0.0035288359788359772,0.01087433862433862,0.3055362433862436,0.6800605820105825
642-15-9,0.05694153439153449,0.0735867724867726,0.41034550264550224,0.45912619047619024
1331-50-6,0.009427777777777773,0.03105661375661376,0.5276574074074076,0.43185820105820094
131929-60-7,0.14994629629629633,0.20784973544973537,0.45129417989417964,0.19090978835978822
75443-99-1,0.0872071428571429,0.09199788359788369,0.5638666666666667,0.25692830687830676
67874-80-0,0.001212962962962963,0.001671957671957672,0.058792592592592605,0.9383224867724866
2964-06-9,0.030436772486772515,0.5470843915343919,0.2920179894179895,0.13046084656084656
973-21-7,0.10264312169312187,0.26526084656084653,0.36877116402116417,0.26332486772486763
54767-75-8,0.026543121693121705,0.2617970899470897,0.6183587301587301,0.09330105820105822
85785-20-2,0.02577962962962961,0.16111322751322749,0.5729439153439156,0.2401632275132276
121158-58-5,0.015605555555555544,0.0824386243386244,0.6794650793650798,0.22249074074074054
34264-24-9,0.16383835978835978,0.36206851851851857,0.39552936507936504,0.07856375661375672
31218-83-4,0.47481957671957664,0.3014806878306877,0.16812063492063506,0.05557910052910059
161798-03-4,0.03507195767195768,0.13321507936507948,0.5438465608465605,0.2878664021164021
34381-68-5,0.024229629629629632,0.08347063492063497,0.7507431216931221,0.14155661375661377
20724-13-4,0.02927116402116403,0.11543148148148151,0.5581291005291011,0.29716825396825397
33857-23-7,0.33917962962962955,0.4813253968253969,0.1287121693121694,0.050782804232804304
78193-95-0,0.026447354497354497,0.08854470899470902,0.8291632275132277,0.055844708994709044
108419-32-5,0.004223544973544973,0.018164021164021157,0.4403783068783069,0.5372341269841269
78113-36-7,0.07594417989418005,0.13631613756613756,0.4478013227513234,0.33993835978835946
26748-41-4,0.014290740740740732,0.04211349206349207,0.4160116402116399,0.5275841269841276
68630-75-1,0.0784375661375662,0.09958412698412718,0.20530396825396816,0.6166743386243384
82560-54-1,0.12258835978835977,0.307278571428571,0.3946796296296295,0.17545343915343908
33236-08-7,0.028008201058201062,0.6076222222222223,0.3137746031746031,0.05059497354497358
26685-57-4,0.07022751322751326,0.23237513227513215,0.560335978835979,0.13706137566137572
78-69-3,0.01687328042328041,0.021319047619047606,0.36455846560846566,0.5972492063492066
78-44-4,0.032224338624338655,0.08079153439153447,0.7634037037037049,0.12358042328042325
81335-77-5,0.0711513227513228,0.18567407407407419,0.3129785714285715,0.43019603174603194
115767-74-3,0.05815291005291011,0.20177671957671942,0.40577169312169326,0.334298677248677
51893-82-4,0.398091798941799,0.33121031746031765,0.2139947089947088,0.056703174603174686
1610-17-9,0.017651851851851846,0.04401825396825401,0.9099740740740745,0.028355820105820124
3853-74-5,0.4657074074074076,0.3840613756613754,0.12375370370370367,0.026477513227513228
834-12-8,0.017544444444444435,0.04846587301587304,0.9176476190476188,0.016342063492063484
72576-80-8,0.0032190476190476196,0.012833333333333327,0.5677510582010584,0.41619656084656104
90622-57-4,0.0031306878306878306,0.021534126984126975,0.2714534391534393,0.7038817460317464
29804-22-6,0.006552116402116402,0.04828333333333336,0.5029597883597886,0.4422047619047619
2035-99-6,0.009639682539682538,0.002687037037037037,0.09102989417989418,0.8966433862433862
2198-61-0,0.010091534391534391,0.011018253968253965,0.1005314814814815,0.8783587301587304
109-19-3,0.004452380952380952,0.040519312169312226,0.22922830687830667,0.7257999999999999
539-90-2,0.002547089947089947,0.006554761904761903,0.07069523809523812,0.92020291005291
55837-18-8,0.013108730158730155,0.0867349206349207,0.7051216931216927,0.19503465608465603
57-43-2,0.08551984126984144,0.5733328042328035,0.23021984126984138,0.11092751322751328
64-43-7,0.05821984126984134,0.7219142857142864,0.15269894179894183,0.06716693121693129
37205-87-1,0.00846587301587301,0.06428465608465612,0.6139642857142855,0.3132851851851852
16537-52-3,0.4021880952380949,0.3775806878306875,0.16057380952380948,0.05965740740740749
24838-84-4,0.34081005291005284,0.5730293650793655,0.06990238095238098,0.016258201058201055
137863-20-8,0.044413756613756655,0.23305978835978824,0.5317338624338623,0.19079259259259268
21270-25-7,0.021353968253968247,0.7406047619047614,0.14926507936507935,0.08877619047619051
21270-04-2,0.0129068783068783,0.8009039682539681,0.1296634920634921,0.05652566137566138
109-15-9,0.0042865079365079365,0.006268783068783065,0.18470687830687832,0.804737830687831
97-87-0,0.0017507936507936508,0.010586243386243383,0.07811058201058203,0.9095523809523814
112-11-8,0.0028960317460317462,0.024051851851851856,0.3288137566137568,0.6442383597883601
97683-31-3,0.047852645502645556,0.14587089947089943,0.3408955026455024,0.46538095238095245
1912-24-9,0.023424074074074066,0.10528095238095245,0.8383759259259262,0.032919047619047626
68228-18-2,0.07391137566137576,0.15917486772486783,0.5818550264550264,0.1850587301587302
57375-63-0,0.034912962962962986,0.12480661375661378,0.5737333333333334,0.2665470899470898
3733-84-4,0.301954232804233,0.448444973544974,0.19879550264550258,0.050805291005291055
51162-51-7,0.3659431216931213,0.3793029100529099,0.2346328042328042,0.020121164021164
328-04-1,0.5446415343915342,0.35101402116402103,0.07356560846560853,0.03077883597883601
29911-28-2,0.0070695767195767195,0.023918253968253953,0.7134476190476197,0.25556455026454994
91315-15-0,0.009356613756613756,0.1460698412698412,0.7424373015873015,0.10213624338624343
40910-49-4,0.005352910052910052,0.015214550264550259,0.11081693121693123,0.8686156084656086
141-14-0,0.0012222222222222222,0.002018253968253968,0.019749470899470902,0.977010052910053
69929-16-4,0.00504973544973545,0.02599338624338624,0.2909169312169311,0.6780399470899471
134701-20-5,0.01751931216931216,0.09629841269841277,0.4312854497354498,0.45489682539682563
113658-85-8,0.1131079365079365,0.1361888888888889,0.43257248677248683,0.31813068783068765
10031-58-0,0.02424497354497355,0.3313968253968253,0.49772222222222257,0.1466359788359788
40596-80-3,0.02461693121693121,0.1277473544973547,0.36580502645502627,0.48183068783068733
477-32-7,0.06014550264550271,0.1012582010582011,0.6792526455026455,0.15934365079365082
86401-95-8,0.06564047619047624,0.06606190476190486,0.6743910052910057,0.19390661375661397
1020-35-5,0.39156375661375653,0.4028087301587297,0.17431931216931204,0.031308201058201084
5633-25-0,0.12265608465608467,0.3265410052910051,0.4382187830687836,0.11258412698412706
43033-72-3,0.13403862433862437,0.30971375661375655,0.4599007936507937,0.09634682539682547
51218-45-2,0.015772222222222212,0.10590185185185187,0.8448309523809528,0.03349497354497356
2307-68-8,0.016819576719576713,0.17533783068783074,0.7188928571428569,0.08894973544973551
38285-49-3,0.00778253968253968,0.05292328042328046,0.4207843915343914,0.5185097883597883
37172-05-7,0.018621428571428567,0.07651375661375666,0.5222949735449737,0.3825698412698408
7319-47-3,0.0636526455026456,0.40736005291005295,0.44968862433862455,0.07929867724867734
314-40-9,0.06978015873015875,0.1263216931216931,0.7299687830687831,0.07392936507936514
105-46-4,0.0032682539682539684,0.025477248677248685,0.32798359788359793,0.6432708994709003
54839-24-6,0.0040711640211640214,0.034417724867724896,0.40742539682539664,0.554085714285715
141773-73-1,0.011616402116402112,0.03055767195767199,0.3975738095238095,0.5602521164021164
58327-22-3,0.011856084656084651,0.03890793650793654,0.16104735449735452,0.7881886243386251
236391-76-7,0.021952645502645494,0.04703492063492068,0.456292592592593,0.4747198412698412
50602-40-9,0.015091534391534387,0.15761243386243393,0.6442365079365087,0.1830595238095237
54546-26-8,0.006679365079365079,0.04306428571428574,0.42125264550264585,0.5290037037037036
41767-29-7,0.08631243386243388,0.07302433862433869,0.6784923280423282,0.16217089947089944
25122-46-7,0.04371455026455031,0.053504232804232846,0.7366542328042335,0.16612698412698412
80474-14-2,0.08881005291005298,0.09246640211640217,0.6232111111111113,0.1955124338624337
5787-73-5,0.016219841269841256,0.7903505291005297,0.17840740740740726,0.015022222222222218
2282-34-0,0.255184126984127,0.45021798941798974,0.24603201058201027,0.04856587301587306
2917-19-3,0.3979182539682537,0.44826904761904734,0.12806375661375663,0.0257489417989418
3766-81-2,0.18239523809523794,0.6634253968253973,0.14276322751322756,0.011416137566137562
1225-25-8,0.025431216931216923,0.16049682539682522,0.7248582010582014,0.0892137566137567
27778-78-5,0.04322804232804235,0.25837248677248664,0.6672566137566139,0.031142857142857156
27684-90-8,0.05877248677248685,0.3430380952380951,0.5511978835978838,0.046991534391534445
35384-89-5,0.05639867724867727,0.5221619047619047,0.3710465608465608,0.0503928571428572
24729-96-2,0.07995608465608477,0.11877037037037042,0.2815542328042328,0.519719312169312
561-78-4,0.03338703703703707,0.6728915343915342,0.2528531746031743,0.040868253968253984
33499-14-8,0.033376455026455046,0.2552478835978832,0.6044287638287636,0.1069468975468976
30238-40-5,0.021956613756613754,0.06999788359788361,0.8548317460317465,0.05321375661375665
123172-53-2,0.014328571428571427,0.0638193121693122,0.8823029100529102,0.03954920634920639
89396-94-1,0.044902116402116464,0.08209365079365091,0.4807050264550263,0.39229920634920584
64050-87-9,0.029281746031746037,0.19862089947089956,0.7143253968253974,0.057771957671957724
3614-30-0,0.03175026455026458,0.2546505291005292,0.6762171957671959,0.037382010582010634
2753-45-9,0.008791534391534388,0.09778095238095239,0.8369076719576722,0.0565198412698413
68141-17-3,0.003488359788359789,0.0207621693121693,0.23275211640211652,0.7429973544973539
79985-89-0,0.26447671957671937,0.34379841269841227,0.3528084656084658,0.038916402116402175
82586-52-5,0.0373309523809524,0.12482619047619041,0.6695328042328047,0.16831005291005283
22791-12-4,0.3443563492063487,0.4330449735449739,0.1984383597883598,0.02416031746031747
70667-26-4,0.04138201058201063,0.26305846560846535,0.35015396825396805,0.34540555555555574
7789-99-3,0.0029653439153439157,0.05535529100529104,0.4332420634920635,0.5084373015873017
106463-17-6,0.03835211640211642,0.1200896825396826,0.6477455026455027,0.1938126984126986
57558-46-0,0.026987830687830686,0.3044021164021162,0.5743798941798945,0.09423015873015873
33054-87-4,0.0694888888888889,0.11654788359788364,0.39078280423280426,0.42318042328042316
5389-12-8,0.09790687830687833,0.272945767195767,0.47726058201058147,0.1518867724867725
1093653-57-6,0.008787566137566137,0.01585396825396825,0.23454867724867742,0.7408097883597884
105-30-6,0.0018743386243386241,0.0202201058201058,0.9476777777777781,0.030227777777777784
110-41-8,0.007425132275132274,0.006163227513227512,0.16818253968253977,0.8182291005291011
7786-29-0,0.04756296296296309,0.02519074074074074,0.5171592592592593,0.4100870370370371
123-15-9,0.0017134920634920637,0.011499735449735449,0.9391058201058198,0.04768095238095241
42615-29-2,0.019017989417989403,0.11357089947089956,0.5427044973544977,0.3247066137566135
97-61-0,0.0051174603174603175,0.051214021164021184,0.8082179894179898,0.1354505291005291
76-73-3,0.10962804232804244,0.5321195767195765,0.22794285714285742,0.13030952380952393
309-43-3,0.07200793650793658,0.6012902116402117,0.23720423280423267,0.08949761904761908
66941-93-3,0.045140211640211696,0.29238730158730125,0.5631769841269844,0.09929550264550269
30677-46-4,0.004944708994708995,0.3473600529100529,0.6010465608465608,0.04664867724867727
623-40-5,0.03606640211640214,0.25511851851851824,0.6348695767195771,0.0739455026455027
123-96-6,0.05020343915343927,0.10706349206349208,0.3925222222222227,0.45021084656084653
43201-95-2,0.0035349206349206347,0.02007751322751322,0.24763915343915355,0.7287484126984124
142-55-2,0.04230582010582017,0.029761111111111134,0.3309301587301583,0.5970029100529102
5131-66-8,0.008060052910052908,0.08849656084656098,0.7094756613756615,0.19396772486772484
1569-01-3,0.0026084656084656085,0.20526216931216945,0.6471687830687838,0.14496058201058198
81406-37-3,0.05407857142857146,0.16750264550264551,0.5348402116402117,0.2435785714285714
99607-70-2,0.01924920634920634,0.15961957671957677,0.6608060846560848,0.16032513227513223
3084-62-6,0.0239505291005291,0.3541084656084657,0.4627616402116403,0.15917936507936517
541-95-7,0.022666137566137563,0.10527089947089953,0.6779383597883596,0.19412460317460312
139001-49-3,0.040065873015873055,0.1837510582010582,0.5867195767195772,0.18946349206349203
120-62-7,0.03073597883597885,0.1681986772486772,0.5202801587301593,0.28078518518518525
557-36-8,0.03350370370370373,0.15737857142857137,0.6169399470899473,0.19217777777777773
96-17-3,0.007902910052910054,0.11363941798941801,0.6816333333333332,0.1968243386243386
14765-30-1,0.0165595238095238,0.13737460317460304,0.5001701058201058,0.34589576719576715
99-71-8,0.00562116402116402,0.2620248677248679,0.7028195767195772,0.029534391534391555
89-72-5,0.0028730158730158736,0.055067989417989474,0.9209619047619054,0.021097089947089937
61005-12-7,0.08668253968253972,0.4211179894179895,0.42574867724867793,0.06645079365079372
88-85-7,0.10511296296296295,0.3152743386243386,0.429491005291005,0.15012169312169305
61614-62-8,0.11033624338624339,0.14001481481481487,0.3406224867724867,0.40902645502645485
104-89-2,0.04027513227513235,0.42205608465608474,0.5092375661375664,0.028431216931216943
70700-29-7,0.03364497354497357,0.26429312169312164,0.6069309523809525,0.09513095238095239
96-29-7,0.04800846560846567,0.3455507936507935,0.5235113756613762,0.0829293650793652
106461-41-0,0.025886243386243384,0.21580634920634933,0.6485941798941799,0.1097132275132275
84625-61-6,0.07008703703703713,0.3280079365079365,0.4119566137566134,0.1899484126984127
78-92-2,0.003152380952380953,0.05674285714285718,0.8813291005291007,0.0587756613756614
17751-77-8,0.035366931216931276,0.6762272486772484,0.23653201058201023,0.05187380952380955
21270-20-2,0.013650264550264544,0.7863076719576728,0.1648455026455027,0.035196560846560865
21270-21-3,0.021447883597883584,0.7547436507936514,0.1842841269841269,0.03952433862433867
21269-99-8,0.019297354497354483,0.5020089947089945,0.38600582010582,0.09268783068783074
21395-07-3,0.028066666666666677,0.39965661375661354,0.4774701058201058,0.09480661375661387
83161-22-2,0.02628068783068784,0.06235582010582018,0.5382457671957672,0.37311772486772465
513-53-1,0.021391798941798924,0.07948888888888901,0.5950010582010588,0.3041182539682536
78-86-4,0.021044444444444445,0.10108253968253972,0.6521693121693122,0.22570370370370366
27970-79-2,0.004476984126984126,0.0513833333333334,0.7754169312169311,0.1687227513227514
5412-64-6,0.0658264550264551,0.40333439153439166,0.490917724867725,0.039921428571428566
14417-88-0,0.03221137566137569,0.21498439153439158,0.44981190476190447,0.30299232804232784
59875-04-6,0.0200653439153439,0.10862460317460317,0.5213473544973547,0.34996269841269806
13717-04-9,0.04237222222222227,0.3439534391534391,0.5562621693121697,0.057412169312169366
138-22-7,0.01123994708994708,0.0413439153439154,0.46638015873015887,0.481035978835979
53651-69-7,0.012134126984126982,0.056910582010582064,0.36388174603174617,0.5670735449735452
99-79-6,0.040691534391534445,0.3143082010582008,0.36841798941798964,0.27658227513227507
122008-85-9,0.026887037037037036,0.16362195767195764,0.6448965608465607,0.1645944444444444
10402-53-6,0.02158571428571428,0.41401031746031725,0.5179068783068785,0.04649708994708998
34067-03-3,0.04775264550264552,0.3311962962962962,0.5101894179894183,0.1108616402116402
94876-55-8,0.023461640211640215,0.4053621693121691,0.5325420634920637,0.038634126984127014
66941-53-5,0.03379761904761906,0.30301269841269846,0.5831306878306883,0.08005899470899483
86371-40-6,0.05564285714285719,0.3647915343915344,0.5095902116402121,0.06997539682539688
130693-82-2,0.1658616402116402,0.22289391534391542,0.33603174603174574,0.2752126984126982
29766-64-1,0.032238888888888914,0.22719285714285686,0.6307343915343915,0.1098338624338624
63716-10-9,0.002542328042328043,0.018822222222222212,0.42095291005291013,0.5576825396825398
1569-02-4,0.004127248677248678,0.06721507936507945,0.5437415343915347,0.3849161375661375
1083-57-4,0.02135687830687829,0.18042962962962972,0.700524338624339,0.09768915343915348
7493-57-4,0.007815079365079363,0.050058730158730205,0.29960211640211626,0.6425240740740744
59323-76-1,0.03232962962962964,0.17910105820105812,0.6598661375661379,0.12870317460317462
27205-24-9,0.024491005291005286,0.17748888888888906,0.7068166666666663,0.09120343915343923
1647-12-7,0.0043439153439153435,0.12387883597883602,0.406399470899471,0.46537777777777767
14631-45-9,0.032215343915343905,0.26795555555555556,0.6526865079365081,0.047142592592592666
7698-97-7,0.029545767195767222,0.18912539682539686,0.6514013227513235,0.1299275132275132
92454-60-9,0.10108201058201058,0.2184542328042325,0.524105291005291,0.15635846560846567
120-45-6,0.0046851851851851855,0.033674603174603204,0.6424690476190479,0.319171164021164
10137-87-8,0.13892566137566142,0.4030515873015873,0.42789894179894145,0.030123809523809542
54335-73-8,0.6396613756613762,0.21713703703703685,0.1099513227513228,0.03325026455026456
83435-67-0,0.028806349206349228,0.070381216931217,0.5891563492063494,0.31165608465608474
82586-55-8,0.02762433862433862,0.06225767195767199,0.2875955026455025,0.6225224867724868
87333-19-5,0.04156031746031749,0.05788994708994718,0.6783235449735451,0.22222619047619044
16118-49-3,0.07321296296296305,0.197386507936508,0.6289216931216933,0.1004788359788361
16378-22-6,0.03768518518518522,0.48594338624338684,0.43093624338624287,0.04543518518518523
22212-55-1,0.016089153439153434,0.11884285714285714,0.7249677248677248,0.14010026455026456
97-64-3,0.010247354497354493,0.04496666666666674,0.5859518518518522,0.35883412698412676
87237-48-7,0.03337989417989421,0.2556941798941799,0.49193333333333356,0.21899259259259252
66441-23-4,0.027828042328042337,0.12374708994708994,0.7043690476190477,0.14405582010582005
66441-11-0,0.040708201058201096,0.1374407407407407,0.5649952380952377,0.25685582010582014
2556-10-7,0.008658465608465607,0.05605793650793654,0.42023756613756624,0.5150460317460318
51-14-9,0.020852116402116386,0.11618968253968258,0.6260539682539683,0.23690423280423273
145040-37-5,0.05244947089947094,0.2322021164021166,0.49899285714285757,0.2163555555555556
54350-48-0,0.025383333333333334,0.13800185185185188,0.4880195767195768,0.34859523809523785
50765-78-1,0.010636243386243381,0.24134444444444444,0.7304523809523816,0.017566931216931207
50765-95-2,0.018483068783068775,0.7418328042328045,0.20744285714285707,0.03224126984126987
461432-25-7,0.058418783068783134,0.09706296296296305,0.5000759259259259,0.3444423280423279
54406-48-3,0.0199600529100529,0.12564206349206344,0.3949087301587301,0.4594891534391529
79-81-2,0.02294603174603175,0.04078835978835981,0.3220973544973543,0.6141682539682538
53839-71-7,0.052006613756613786,0.14748624338624355,0.49570211640211637,0.30480502645502644
106-29-6,0.00042407407407407406,0.0023841269841269838,0.015592592592592588,0.9815992063492064
61750-69-4,0.030874074074074092,0.24392037037037023,0.536700793650794,0.18850476190476204
40267-72-9,0.006997619047619047,0.029078042328042338,0.16190925925925923,0.8020150793650794
3290-92-4,0.06670423280423289,0.10382645502645509,0.38328809523809515,0.44618121693121704
53083-27-5,0.050771693121693155,0.10533677248677248,0.42943148148148136,0.4144600529100531
19089-24-8,0.052575396825396865,0.3251857142857142,0.5135547619047621,0.10868412698412698
70381-67-8,0.03469867724867728,0.1753272486772487,0.7272910052910054,0.06268306878306885
17689-77-9,0.15692089947089938,0.16547222222222235,0.436142328042328,0.24146455026455002
145650-60-8,0.024333068783068772,0.05801164021164029,0.3468473544973543,0.5708079365079372
97-41-6,0.009556349206349206,0.05451666666666673,0.45378148148148134,0.4821455026455029
84012-64-6,0.014553703703703699,0.051461904761904764,0.4882558201058202,0.44572857142857164
144-39-8,0.001657936507936508,0.006311904761904761,0.07719417989417994,0.914835978835979
61931-80-4,0.002353174603174603,0.005723809523809523,0.1270907407407408,0.8648322751322753
64748-21-6,0.1293785714285716,0.18554470899470896,0.5653769841269842,0.11969973544973544
82163-55-1,0.05201587301587305,0.17165238095238106,0.5270547619047625,0.24927698412698387
50765-88-3,0.015502380952380946,0.8818296296296303,0.08982195767195778,0.01284603174603174
90729-41-2,0.054603968253968314,0.18688333333333343,0.5826248677248681,0.17588783068783065
57846-36-3,0.04787089947089953,0.384888888888889,0.45643809523809487,0.11080211640211644
39562-70-4,0.020393650793650787,0.05823544973544976,0.8435814814814814,0.07778941798941802
638-10-8,0.008544973544973545,0.06842645502645515,0.5219537037037043,0.4010748677248672
106700-29-2,0.016570899470899465,0.10187777777777776,0.8258023809523807,0.055748941798941826
61792-11-8,0.025367195767195764,0.12065476190476204,0.6030351851851846,0.2509428571428571
24199-46-0,0.02103148148148146,0.06444100529100534,0.5228351851851858,0.39169232804232806
70381-28-1,0.02217380952380951,0.19412380952380942,0.7373653439153445,0.0463370370370371
132031-81-3,0.056553174603174675,0.1816751322751321,0.5370402116402115,0.22473148148148123
80310-21-0,0.016796031746031736,0.11444550264550259,0.8369298941798949,0.03182857142857143
56611-65-5,0.04509391534391539,0.1630582010582009,0.5819412698412704,0.20990661375661357
13925-07-0,0.029002645502645513,0.18731904761904752,0.7567507936507945,0.02692751322751324
70381-39-4,0.01348253968253968,0.07977169312169317,0.8699201058201059,0.036825661375661393
149543-07-7,0.03786719576719582,0.17781269841269853,0.6415962962962968,0.14272380952380948
15911-11-2,0.06291164021164025,0.1332568783068782,0.6800373015873018,0.12379417989417991
88-29-9,0.015392857142857137,0.0788976190476191,0.7336939153439158,0.1720156084656085
68480-17-1,0.011748148148148145,0.03460925925925928,0.5928222222222228,0.3608203703703701
5957-75-5,0.03761719576719581,0.1236984126984127,0.5341238095238094,0.3045605820105819
35044-59-8,0.01287380952380952,0.09628227513227519,0.572381216931217,0.3184626984126985
125055-60-9,0.028337830687830697,0.7774529100529102,0.15018994708994698,0.0440193121693122
88969-41-9,0.0025693121693121696,0.008279894179894175,0.22636084656084657,0.7627899470899464
62395-45-3,0.005689417989417989,0.021768253968253954,0.24190132275132278,0.7306410052910054
32766-80-6,0.023931481481481474,0.10794153439153431,0.4309920634920629,0.43713492063492115
3763-77-7,0.03738412698412703,0.2488873015873015,0.5933685185185184,0.12036005291005296
125055-73-4,0.04038227513227517,0.1486034391534392,0.5386457671957676,0.27236851851851845
23674-86-4,0.12342328042328042,0.06264788359788366,0.6989423280423286,0.11498650793650796
1253-28-7,0.02872989417989419,0.06186296296296304,0.5880992063492065,0.3213079365079367
33765-80-9,0.017750264550264547,0.06208439153439162,0.7224526455026458,0.1977126984126985
3568-56-7,0.34053835978835967,0.4305145502645502,0.18110317460317468,0.04784391534391541
92065-18-4,0.29004576719576725,0.22084920634920624,0.3711994708994708,0.11790555555555558
13539-59-8,0.06702089947089951,0.2332169312169311,0.581853703703704,0.11790846560846562
2532-49-2,0.38577010582010546,0.27720291005291003,0.29422883597883603,0.04279814814814822
78541-98-7,0.05854285714285721,0.4960185185185188,0.40115899470899474,0.044279629629629655
55242-55-2,0.08541111111111116,0.15707169312169322,0.6539820105820109,0.10353518518518524
87344-11-4,0.018129894179894173,0.12100158730158728,0.754066931216931,0.10680158730158731
1399-80-0,0.02731746031746032,0.2674251322751319,0.6398661375661369,0.06539126984126988
22345-47-7,0.031478042328042334,0.14261587301587297,0.68107671957672,0.14482936507936506
82875-37-4,0.023316402116402117,0.08528386243386255,0.44787275132275134,0.4435269841269841
6670-95-7,0.03684391534391539,0.08231798941798951,0.7557576719576717,0.12508042328042343
82875-46-5,0.016966137566137553,0.1068566137566138,0.32772169312169314,0.5484555555555555
82875-43-2,0.025644973544973547,0.10659761904761922,0.2900550264550265,0.5777023809523811
33232-85-8,0.13015820105820117,0.5536677248677244,0.24583703703703672,0.07033703703703716
1942-80-9,0.30826481481481494,0.6239558201058205,0.05639047619047625,0.011388888888888884
88150-62-3,0.06398756613756622,0.257198148148148,0.4752656084656082,0.20354867724867723
73698-61-0,0.032437566137566154,0.09668968253968255,0.7911595238095236,0.07971322751322753
134169-75-8,0.047996560846560905,0.12524603174603177,0.5437875661375662,0.2829698412698413
57846-37-4,0.06397698412698424,0.4037021164021165,0.39748174603174646,0.1348391534391534
85365-53-3,0.04111243386243391,0.25196825396825384,0.6364042328042331,0.07051507936507947
75274-15-6,0.04327857142857145,0.1087473544973545,0.7450947089947094,0.10287936507936515
167004-78-6,0.12708148148148157,0.2505367724867725,0.4624399470899472,0.159941798941799
75274-19-0,0.11098862433862437,0.13024894179894184,0.646054232804233,0.11270820105820112
117378-04-8,0.036027513227513235,0.10722804232804233,0.6984486772486774,0.15829576719576718
92-09-1,0.07408492063492077,0.1960518518518518,0.5812396825396824,0.14862354497354496
142-90-5,0.001794973544973545,0.014266402116402108,0.2662015873015874,0.7177370370370377
97-88-1,0.006556613756613754,0.09433359788359798,0.19445952380952383,0.7046502645502651
25044-01-3,0.008330158730158728,0.2608023809523809,0.592067195767196,0.1388002645502645
39670-09-2,0.015085449735449731,0.039471693121693165,0.51715291005291,0.42828994708994733
20363-83-1,0.054267724867724985,0.2783917989417988,0.4042338624338621,0.2631066137566135
97-63-2,0.008338359788359785,0.10000343915343919,0.5279283068783066,0.3637298941798941
53153-66-5,0.033156613756613766,0.1642621693121694,0.4594253968253963,0.34315582010582
1128-08-1,0.01401957671957671,0.06793201058201068,0.3369365079365078,0.5811119047619042
112-12-9,0.0159153439153439,0.00821296296296296,0.2435386243386241,0.7323330687830689
821-55-6,0.0538000000000001,0.02076190476190475,0.17564894179894186,0.7497891534391541
111-13-7,0.009685978835978833,0.019228835978835963,0.48453677248677257,0.48654841269841276
110-43-0,0.018229894179894165,0.020982010582010567,0.9066531746031743,0.05413492063492067
591-78-6,0.003489153439153439,0.02693227513227515,0.9160055555555553,0.05357301587301589
2052-15-5,0.010337830687830684,0.05573333333333344,0.22477857142857124,0.7091502645502646
40942-73-2,0.013955555555555546,0.04827407407407412,0.3975756613756618,0.5401947089947094
591-60-6,0.011913756613756604,0.1874756613756612,0.22168571428571424,0.578924867724868
59558-23-5,0.007471693121693118,0.049161111111111155,0.45783783068783046,0.48552936507936467
2748-88-1,0.015044708994708991,0.24433015873015862,0.5229264550264552,0.21769867724867717
64-77-7,0.04448439153439162,0.1055428571428571,0.7322854497354498,0.11768730158730158
63992-49-4,0.004772222222222222,0.04564841269841273,0.8562050264550273,0.09337433862433867
63992-50-7,0.0028992063492063497,0.018106613756613744,0.9325428571428572,0.04645132275132276
63989-86-6,0.0012645502645502644,0.008159788359788358,0.9660947089947092,0.024480952380952378
5736-70-9,0.0059005291005291,0.05132354497354499,0.8897777777777784,0.05299814814814821
1610-29-3,0.0035947089947089943,0.06202671957671966,0.7973288359788362,0.13704973544973545
1147-62-2,0.03536005291005291,0.39658703703703696,0.5140727513227515,0.05398015873015876
31143-55-2,0.007017195767195765,0.27598915343915353,0.6834253968253975,0.033568253968254004
125055-69-8,0.01176825396825396,0.9027158730158729,0.06843227513227518,0.01708359788359788
488-10-8,0.01752645502645502,0.0803269841269842,0.6993449735449739,0.2028015873015872
1713-12-8,0.005904497354497355,0.06505105820105822,0.8486759259259261,0.08036851851851853
125055-71-2,0.016839417989417977,0.8710880952380958,0.09070899470899468,0.02136349206349206
125055-59-6,0.0223179894179894,0.6565439153439154,0.25019708994708995,0.07094100529100532
125055-57-4,0.012400529100529096,0.8221814814814817,0.12608941798941797,0.039328571428571435
125055-55-2,0.0064365079365079365,0.9258693121693121,0.05620952380952382,0.011484656084656084
125055-53-0,0.0035764550264550266,0.9617457671957675,0.02775925925925926,0.006918518518518519
125055-72-3,0.028216931216931234,0.5513320105820104,0.36312804232804197,0.05732301587301592
