CASRN,LD50_RF_ecfp6counts
36519-00-3,0.05338165595602331
17109-49-8,-0.06807151705099211
1498-51-7,0.4134577191838258
7508-73-8,-0.7967397827064501
1498-64-2,0.16686282783727902
607-01-2,0.5773509466508687
19133-28-9,-0.43387496092036965
75-08-1,1.054847658837951
18370-87-1,0.8090897933297186
19594-18-4,0.6554671596219414
32666-97-0,0.6921878819718899
2212-67-1,0.636610141237476
513-12-2,0.8733393223294337
594-44-5,0.7111916607590844
74-96-4,0.7300482898096984
10141-07-8,0.6971534664128024
623-68-7,0.983727394510381
16491-24-0,0.8770508597546264
60364-26-3,0.8696834084717435
130-01-8,-0.44483114236259486
480-54-6,-0.3923269462709003
15503-86-3,0.09575682429497924
25402-06-6,0.3354368276736467
3016-19-1,0.8744895235087262
121-20-0,0.3124525478224787
81719-55-3,0.5127513542095943
23726-91-2,0.798767592493418
102518-79-6,0.32049743330982017
625-33-2,1.1219905436720417
480-81-9,-0.3524198240567294
16568-02-8,0.6431763704086662
2883-98-9,0.7600131354022199
15037-65-7,0.09840046561560532
93-16-3,0.8421777637609144
97-54-1,0.902830092445271
120-11-6,0.7168108100438846
4635-87-4,0.564349888582474
964-82-9,0.34245300739567935
142-83-6,0.7909812067655931
1516-01-4,0.4663713010566681
4076-62-4,0.8501471751013141
637-50-3,0.9644434802687466
120-58-1,0.4709587705347866
13061-80-8,0.6829398030010451
14861-06-4,0.8281272599745985
590-21-6,0.68360034169192
16219-75-3,0.7611730831509569
38233-76-0,0.6145542280388149
88430-50-6,0.2305700800571702
75-05-8,0.4370000543918429
2001-95-8,0.19102665306272695
3922-90-5,0.14403901353086102
12750-79-7,0.11047060482363935
37280-56-1,0.19828673635307645
25448-25-3,1.030039424579177
25103-12-2,1.0678191961192114
23079-28-9,0.614351931927946
96513-83-6,0.5018059364055084
3818-80-2,-0.05755773888060502
2667-52-9,-0.2816035484337384
3081-14-9,0.7214452884726632
68880-55-7,0.1991939843107039
123-17-1,0.9589394208223916
60828-78-6,0.9305474290057492
73747-29-2,0.69277012060224
303-45-7,0.4599244803960849
25497-49-8,0.49983487024730106
77855-81-3,0.050841279368343775
24365-47-7,0.7018029460256227
51356-22-0,-0.06634009374078256
51356-10-6,-0.7234842621968625
26544-38-7,0.6270374903285525
71108-02-6,-0.29198125311985146
25265-77-4,0.8688674133910381
50-14-6,-0.6314641415223431
54573-75-0,-1.349178862350263
330-64-3,-0.042095989511245574
60244-70-4,-0.5893387929266306
60244-66-8,-0.060933597239611545
7492-32-2,0.46043899048208503
50-34-0,0.311137731386421
3700-96-7,-0.025648569544815814
3700-90-1,0.08027947165576158
60244-69-1,-0.12044501688451957
143201-11-0,0.49790536892331616
1610-18-0,0.8383622722017426
99559-84-9,-0.09128439133935946
1445-75-6,0.29850787766308373
27554-26-3,1.1401139161627993
10086-50-7,1.1155286260139483
63980-62-1,1.1758881167961361
110-96-3,0.9462257153149007
29214-81-1,0.45367434591402467
127-39-9,0.9788311698555399
84-69-5,1.095357068299008
97-85-8,1.2410893472073596
132299-20-8,1.13687724354723
38640-62-9,0.8310646799678822
28178-42-9,0.6916766385248501
94133-79-6,0.7096031135978211
565-80-0,0.9415712596535698
50847-11-5,0.6035289081204582
97-72-3,1.0499700713934235
108-18-9,0.8901708695978817
2986-17-6,0.5888022018403902
139-40-2,0.5967272334633481
38588-65-7,0.7003594128770504
96-80-0,0.9803515489736985
66660-95-5,0.39792553049758417
4261-68-1,0.3466413468276801
2303-16-4,0.6857100865934554
601-77-4,0.4450714534441354
108-20-3,1.0305691835561201
7283-70-7,0.6119752250687247
50512-35-1,0.6205594770278164
59937-28-9,0.7153256780082573
105-64-6,0.9607040374289038
1809-20-7,1.0919889599359567
26087-47-8,0.03716912752788938
51356-07-1,-0.22537145573061837
51356-16-2,-0.5231858684242328
10141-19-2,0.8959674232378911
67786-25-8,0.7196962783849437
371756-75-1,0.7132770968820805
3773-49-7,0.3434223567808992
108-62-3,0.9287635071733795
68857-95-4,0.5746911877537932
104987-11-3,-0.030294208780191796
51596-10-2,0.07759897756118413
10176-39-3,-0.3895500534562689
42588-37-4,0.7907738036432918
108-84-9,1.1573827113981625
67306-03-0,0.57323548251324
30685-43-9,-1.1476280225316966
15662-33-6,0.24127946004501413
20562-02-1,0.15504733510957894
71-63-6,-1.110259869412218
20830-75-5,-1.3856686902360313
41294-56-8,-1.897090985236727
57333-96-7,-1.9247342244820538
17578-43-7,0.4622031929645876
18470-09-2,0.12200135218108583
550-53-8,0.4725454946956879
56717-11-4,0.6103597976798762
543-82-8,0.7932879747714676
3081-01-4,0.5692686291379726
7535-34-4,0.6613176085504566
108-11-2,1.3411862197227307
23436-19-3,1.3806313440833429
89-80-5,0.8859130930815807
66941-88-6,0.26794475486023067
103-95-7,0.9023521408188507
57144-56-6,0.35442351840211667
64059-37-6,0.6982780280348991
55636-92-5,0.5166380508895303
42978-66-5,0.6475226618660906
123-63-7,0.6653027527798414
21259-20-1,0.41846949642949344
40580-61-8,0.7630143082409057
964-52-3,0.17539428593246328
121489-04-1,0.18362976803860803
30562-34-6,0.13949591212281445
66085-59-4,0.7452802000212261
78194-09-9,0.5045828700299658
24353-58-0,0.5701884619563448
489-84-9,0.8273951120481722
6223-35-4,0.8150710201812197
17493-73-1,0.6170907173132144
92671-67-5,0.332324591940881
113139-67-6,0.7153864423472842
63982-52-5,-0.03969942903271779
18659-45-5,-0.08975872839593085
2752-71-8,-0.38771444624024237
119-38-0,0.020323908390379352
72542-61-1,-0.10382242152226193
78194-24-8,0.35511186177014825
78194-42-0,0.6311983584504235
15037-62-4,0.040499429777066394
75530-68-6,0.6212017930426326
97-86-9,1.223963097082863
23684-11-9,1.0278565745444501
110-12-3,1.2098064443725818
3572-41-6,0.5493679137416887
70318-55-7,0.5666471686662102
70318-56-8,0.5208825427084514
26544-20-7,0.48718336029672527
81250-17-1,0.16069206530984098
123-92-2,1.330535395105356
110-19-0,1.4085096468757607
99-86-5,0.8593257060644718
542-08-5,1.077703340588857
99-87-6,1.0593228108175843
535-77-3,0.9545095439400798
89-83-8,0.7170895166248752
22760-18-5,0.614282038615902
65765-07-3,0.5477387649983387
499-75-2,0.8229106160818569
2814-20-2,0.7346020852174241
80176-21-2,0.5222585300233944
55814-41-0,0.6862635322700468
563-80-4,1.1744867620099328
59230-57-8,0.9362824178691158
39543-79-8,0.6921328549403701
314-42-1,0.4154585676797895
123524-52-7,0.14875568985182316
6673-35-4,0.7495855214349012
108-21-4,1.1026232892269672
4212-94-6,0.7404440257384584
12650-69-0,0.6559495082646808
828-00-2,0.8586392963825338
68425-16-1,0.482541780240249
67239-26-3,0.6117435497971306
40915-86-4,0.5913266783082709
35256-85-0,0.6650662801027315
19666-30-9,0.40867239193623234
129909-90-6,0.6362481027938459
71108-05-9,-1.0013433149844546
71108-06-0,-0.5578821742006131
111038-42-7,0.26009756683244767
13254-34-7,1.0130527853947646
3445-42-9,0.9672426103156712
14860-89-0,0.866248779162062
26762-93-6,0.8515720698626369
36011-19-5,0.17137743570099498
33160-78-0,-0.9895308291794354
154619-51-9,-1.1359960979758457
69915-63-5,0.629384407515383
581-12-4,0.5457992966793476
470-67-7,0.6858106891210228
512-85-6,0.644572875680923
63968-64-9,0.45627947871895874
13613-99-5,-0.06398232840435517
3035-45-8,0.5787936931153618
1014-69-3,0.6118540628644936
64-00-6,-0.17723101169941757
2752-81-0,-0.002403100036513098
2631-40-5,-0.06372825386764161
114-26-1,-0.13437804869718878
366-70-1,0.6318878345407523
54266-83-0,-0.27236242238579456
106293-84-9,-0.23557989938339052
73115-70-5,-0.26793385785430246
2315-43-7,0.8739976770591185
1505-95-9,0.158254674794309
996-35-0,0.7235057206257799
3938-45-2,-0.10330520129998107
24730-10-7,-0.09390673049655686
54270-10-9,0.6314900201401629
18952-79-9,0.03918589298427693
26328-00-7,0.5190723649788979
69788-41-6,0.3421285731465644
97887-77-9,0.42777555639924114
6659-45-6,-0.3107310963271748
22343-07-3,-0.10777498806824629
64249-01-0,-0.1599016144639603
14211-01-9,-0.19346541378682947
36614-38-7,-0.38652347120755404
19645-42-2,-0.2062900987838682
79985-91-4,-0.41108758788348626
71617-10-2,0.776107036278701
3567-08-6,0.6869960345356811
17959-11-4,0.4921299243478568
404-86-4,0.678145419583706
111038-37-0,0.32617617345974526
72739-69-6,0.557719992079345
23485-79-2,-0.5937098468981113
24353-61-5,0.018798963284766324
13955-12-9,-1.0245783166134637
15863-65-7,-0.7323702140309926
14358-50-0,0.6148326642867131
24017-18-3,-0.6647608151961102
6838-93-3,0.31093949097393087
107-44-8,0.69476741410554
71048-99-2,0.7157344325437697
959-24-0,0.4476075131446675
1330-61-6,0.9535690658974558
26544-23-0,0.6764628881684536
27013-89-4,0.8427714374850653
25168-26-7,0.38631465682673827
25103-09-7,0.9901973899515236
646-07-1,1.1472555078635995
41764-14-1,0.6843589574495936
110-45-2,1.130370889178552
94-46-2,1.1377633200054245
87-20-7,0.8704005606159498
928-70-1,0.9295440741552212
590-86-3,1.0146157117368906
1553-60-2,0.7189737752814677
72221-66-0,0.5866922986371091
93-19-6,0.5968540604933675
503-74-2,1.087480246730043
140-26-1,0.9298440986244088
2835-39-4,0.8405802153426054
78-81-9,1.0818389579112315
33207-44-2,0.4875028906095141
371-44-8,0.6624277238461843
52102-44-0,0.6951833068462039
30979-48-7,0.6168657935641401
13887-57-5,0.6556309330607822
78-83-1,1.2350842394023922
4439-24-1,1.2172654836044778
51550-64-2,0.45481427641023076
105-01-1,0.9051686245411573
1713-15-1,0.44373093642102085
106-63-8,0.9521920493063045
120-50-3,0.9384899255410513
87-19-4,0.9935935096560792
27442-58-6,0.21443128979026319
513-44-0,1.0463397076092928
4621-04-9,0.9449797580820062
34131-99-2,0.7800285805995633
528-92-7,0.7155267839297097
70124-77-5,0.20723184998946018
66827-38-1,0.09629939712533199
7407-66-1,0.45039638533640497
496-67-3,0.8852249447680794
565-74-2,0.8741383566518486
64047-48-9,0.7545347562183304
91132-80-8,0.6074341431417857
68683-20-5,0.7483836602374749
4395-92-0,0.9816773198260653
536-60-7,1.0595314431864056
13816-33-6,0.8666594529003793
31027-31-3,0.9524232757240408
17959-33-0,0.39775268305750805
1333-53-5,0.6911005430231639
643-28-7,0.8485077822239805
13311-84-7,0.47021653248743406
80-34-2,0.8059700708063403
79-31-2,1.1021176931233383
103-48-0,1.0944998632985745
103-28-6,0.9797803204001695
1532-00-9,0.763440126575596
56425-91-3,0.5164946645348535
73681-12-6,0.4854379753257803
21738-42-1,0.43925900140156965
63659-19-8,0.6416235152799957
29122-68-7,0.6671073039096732
59333-90-3,0.500532695527807
86247-86-1,0.41006119090466686
81486-22-8,0.40519973572997575
586-06-1,0.6116011216142068
5588-22-7,0.618909249616712
14334-41-9,0.40497506949907375
31802-16-1,0.3663650779766165
768-52-5,0.7174353498812003
101-72-4,0.7174182514281914
2210-25-5,0.7915560559686156
637-32-1,0.47896898346055483
22936-86-3,0.6015702781536565
36734-19-7,0.5501336405746702
63884-40-2,0.8276965720726515
3544-35-2,0.4946584880161635
54-92-2,0.7106598220674185
35944-83-3,0.1453141118585621
2030-63-9,0.4217771866172179
58934-46-6,0.23659144024073597
3772-26-7,0.7173093981683355
142459-58-3,0.18348107962562324
1918-16-7,0.6285189018238347
98410-36-7,0.45341782387676693
25057-89-0,0.5991682445170475
79-46-9,0.968919258452266
67-63-0,1.1020888917723524
4016-14-2,0.9233663134927608
93-78-7,0.45970383541774446
83656-29-5,0.5953023139127586
29026-74-2,0.8154629581099931
38753-50-3,0.7138102476484964
939-48-0,1.0810672510969477
68334-67-8,0.6290808029449092
5836-10-2,0.43489071987550915
122-42-9,0.8332385563576072
108-23-6,0.9289585601331114
1714-03-0,-0.4143040740177955
1713-97-9,-0.47510080992686327
24441-57-4,-0.5536592112681721
4095-32-3,0.551000446403639
500-38-9,0.5968778990502887
106-55-8,0.638828872957506
61477-94-9,0.36296172453746045
98459-18-8,0.4002154546223703
7652-64-4,0.6489444318506814
2935-44-6,1.2401056087724867
110-97-4,0.9695860509049026
110-98-5,1.3091919428492393
25322-69-4,1.3125120663946455
25136-55-4,0.5577008354723229
1073-79-6,0.8808266359833072
141-91-3,0.9203112978975518
1593-77-7,0.6823969235789857
10140-90-6,0.6333329317421961
108-60-1,0.5072380310014648
57472-68-1,0.7831453775013756
27138-31-4,0.9449926066193042
13275-18-8,0.8386502178348388
14663-72-0,-0.6707861773534509
579-56-6,0.6498849418388382
7681-93-8,0.014206600855779414
6280-75-7,0.5679333508453309
93-96-9,0.6771805362961013
4351-70-6,0.17981619188791964
21145-77-7,0.5603195057603088
359-83-1,0.3354821080943703
123298-28-2,0.6587203380321528
57646-30-7,0.5679684193910535
105-85-1,1.2239783688037316
8000-29-1,1.2628127137524336
51566-62-2,0.9721330858714278
502-47-6,1.2369599672525486
16409-43-1,0.8842233761351274
36798-79-5,0.5079939700930836
111479-05-1,0.35634996773089106
5370-01-4,0.734987005605385
40766-31-2,0.7079925132209063
95719-24-7,0.5792398629988527
58430-94-7,1.001674039737859
77-54-3,0.3403324686306435
5634-42-4,0.4115231774858568
80449-58-7,0.6181120159288753
2885-39-4,-0.2780158043245906
34681-10-2,-0.409026749825523
1477-79-8,0.32278190376516713
62-51-1,0.814448433602285
108-65-6,1.113235799713592
23541-50-6,-0.912812166892051
63170-60-5,-0.32180467082874853
27813-02-1,1.1683425075999776
3644-61-9,0.472492173037822
22683-78-9,0.7878037516802744
60789-89-1,0.40198124453959266
10402-52-5,0.7728259925354537
40552-84-9,0.9310773923980574
143692-40-4,0.36276845847264927
1331-12-0,1.2115083908948525
72619-44-4,0.041989126982358606
68683-30-7,0.7192499905995614
57852-57-0,-0.2592741749988554
39472-31-6,-0.5394911695478909
6731-36-8,0.8604398868341594
33704-61-9,0.7306700632384209
91-51-0,0.23089747108436234
3302-10-1,1.0548755939439278
71500-37-3,0.6796071714164847
80-54-6,0.8518622262719118
12002-53-8,0.6340308400449799
140-57-8,0.4232987643199651
57018-52-7,1.194775124803618
60560-33-0,0.43921163816385306
32222-06-3,-2.117941486127033
93503-00-5,-1.2349546730627647
1845-38-1,0.8009889135822051
456-59-7,0.4319918817025356
53445-37-7,0.8233866444069531
18479-58-8,0.9888767816636976
21564-62-5,0.5838310148773989
21564-60-3,0.4370459978307162
107-41-5,1.2401677961170388
10141-15-8,0.7551504601631862
32568-89-1,0.4142592359851349
3407-42-9,0.5582222174076515
5585-52-4,0.825772901650469
5076-19-7,0.9963725507322447
302-95-4,0.2902001193501364
1403-66-3,0.24817576460093577
26419-73-8,-0.9112735915916543
1215-83-4,0.3316892028613615
523-86-4,-0.3548957602567491
6970-59-8,0.9595433276022851
83805-11-2,-1.495530379777185
6754-13-8,0.47004029263474667
551-36-0,0.8966011785171677
2275-23-2,-0.4174800854081596
5588-10-3,0.3847753303476397
101-40-6,0.7904708719334965
300-42-5,0.4204114520877046
1199-85-5,0.28962063453203823
6988-20-1,-0.36859989464149906
926-93-2,0.4433062114709048
894079-42-6,0.5522236866984042
57-92-1,0.5952496666461626
66637-32-9,-0.9130113740152483
106358-90-1,-1.2348636813485276
59375-71-2,-1.3080750717297578
59375-66-5,-1.053555528594922
54266-57-8,-0.7334383283304136
1563-67-3,0.24405156881173964
54266-46-5,-0.6257155499860362
67151-63-7,0.7847100823308211
97-84-7,0.7336681317209294
13115-40-7,0.3654653333015839
5585-67-1,0.09820398223548371
5585-73-9,0.32128104629395
521-78-8,0.2706677354357487
84-96-8,0.34437553540730464
70133-85-6,0.22757735804627346
108-16-7,0.9359230418421084
5636-83-9,0.37788735522676364
1225-60-1,0.31528312799532054
22212-93-7,-0.21509011056590896
23915-73-3,0.31424602482027236
2449-49-2,0.599489307937657
20170-20-1,0.4115233425945663
1892-80-4,0.35513167397451434
603-00-9,0.5856835993515128
66637-35-2,-0.018907830005213032
801-52-5,0.42496596577821794
61738-05-4,0.4708696310234718
34769-67-0,0.5379976910544197
2079-54-1,0.530093009092835
56393-22-7,0.44574731706878656
64399-29-7,0.6008091372849278
67055-59-8,0.6197967767540195
7635-51-0,0.492273589813341
3766-60-7,0.6041219212928227
68690-89-1,0.5192311744402658
25724-11-2,0.8736387462633609
32358-07-9,0.15509840876139094
10143-67-6,1.2295459436030465
2801-68-5,0.6957371722173517
90-87-9,0.670605379990962
33419-42-0,0.07203691814376882
67329-03-7,-0.24941773520430635
106065-10-5,0.8213431584032317
74150-27-9,0.3158244023944384
10024-70-1,1.1557525442992131
1589-47-5,1.1871846175010972
60676-84-8,0.5323065137849357
73573-87-2,0.44460945093922805
6142-38-7,1.115214005854098
16777-42-7,0.595921304528397
22204-53-1,0.5997438096697618
97699-81-5,0.27664343080442827
110599-10-5,0.4794587325693334
110599-11-6,0.5729749106087345
38835-17-5,0.4863282079154125
108912-17-0,0.5075010766722062
52756-25-9,0.4696442473321685
51338-27-3,0.5160767245860316
69806-40-2,0.30508495433891464
34885-03-5,0.8832052229382608
55066-48-3,0.8714276645729704
589-92-4,0.9970465853764215
15520-10-2,0.851771138999418
6280-15-5,0.9786913584752007
2470-73-7,0.3132111785300712
19142-68-8,0.2186439270986068
9046-10-0,0.9397415475829246
1982-49-6,0.5743399309704017
77287-90-2,0.30891740594205913
31291-71-1,0.625259945174073
18069-17-5,1.1179507792266938
1123-85-9,0.7417998429947822
116287-13-9,0.3877645809087817
112344-52-2,0.5109634436222318
37795-71-4,0.4766323533459907
62571-86-2,0.7954853292002079
13330-31-9,0.5474550096853018
357-56-2,0.34861533300886755
590-88-5,0.9608157259769481
78-90-0,0.7764305231127413
10171-78-5,0.8829118384684025
29670-17-5,0.5423233253879435
52663-81-7,0.6450686244516596
59182-63-7,0.4102319814517601
5586-87-8,0.4268892670566853
49561-54-8,0.28241435658712033
30007-14-8,0.3518829985906669
1944-12-3,0.577807927179834
136-69-6,0.3693657032104653
10138-74-6,1.0262572521650566
109-07-9,0.6235438384457394
17590-01-1,0.46639264810490605
75-55-8,0.9246155570330908
94-91-7,0.6454987296996372
114460-08-1,0.3083337865128851
537-61-1,0.3923396352673204
3478-94-2,0.45385686395128644
59-96-1,0.43578951675417915
23256-30-6,0.3464059815099738
74277-10-4,0.6073254528628808
2425-66-3,0.5760038574329344
107-89-1,1.2483487620046856
57-55-6,1.1620484344349429
4189-47-3,0.8237879957423905
770-35-4,0.9017323067547763
999-61-1,1.1164899985690115
29053-27-8,0.4769814513511573
2568-25-4,0.7054785236133625
4353-02-0,0.627719566834202
709-90-0,0.8225723925288992
159264-96-7,0.45967779849756735
303-47-9,0.4045019647041191
19224-26-1,1.0182784329718064
119446-68-3,0.22984361339942047
6423-43-4,0.8071785300760277
75-56-9,0.7389626779762608
1072-43-1,0.7015915160119465
78-89-7,1.0683039065068252
78-87-5,0.5451208040506205
16529-56-9,0.48097480517799196
93-53-8,0.7518664583675126
64037-53-2,0.755502571019681
21267-72-1,0.6141801373211255
3626-56-0,0.621292242738103
78-97-7,0.6497675936547035
1967-16-4,0.5342249909663204
74068-00-1,0.6947200259645172
14838-15-4,0.6770562435489528
50901-84-3,0.5148244294151558
117-27-1,0.17013393942996918
1193-81-3,0.9167125856342556
69056-38-8,0.39595101642213726
65489-05-6,0.3725319592195684
78168-92-0,0.4182798677291559
19408-46-9,0.8112209452109291
56180-94-0,0.4306597395971393
3094-09-5,0.6426954378471587
70886-61-2,0.49029703035269273
598-77-6,0.8076433586476413
55418-56-9,0.3717164862505055
47073-92-7,0.4727711165394647
95719-25-8,0.599946648577243
80382-23-6,0.47546595031960115
5005-84-5,0.3719403421623629
55843-86-2,0.4647618415901496
40828-46-4,0.5302908718776865
81265-54-5,0.37451021516824395
56355-17-0,0.46761502620837975
52549-17-4,0.28443311621059886
34691-31-1,0.5636861619925272
56427-43-1,-0.21070275681466152
30087-33-3,0.35393746293282385
53716-49-7,0.37518383923958665
66934-18-7,0.2153033510200688
51234-28-7,0.35772227719070815
55690-47-6,-0.23588511262358766
55689-71-9,0.019132376871744204
5104-49-4,0.38374159912224265
31793-07-4,0.43168704327402513
41363-50-2,0.5306686229596168
72619-41-1,0.1251173363263636
158836-71-6,0.32202152785464083
67700-30-5,0.4374380002236261
188416-20-8,0.4065031027606436
1331-41-5,0.47273577262929695
2126-84-3,0.6678992096661809
7654-03-7,0.680692260546275
33368-94-4,0.677041926088686
119-51-7,0.9195877261187085
55294-15-0,0.4426233095869665
98-85-1,0.8983058255992042
42818-60-0,0.46597699785380586
54335-70-5,-0.29913057284608047
52570-16-8,0.662150491657576
87757-18-4,0.30918134960027577
26129-32-8,0.5558873960995286
40843-25-2,0.5519516312633421
105512-06-9,0.38449869070822024
1953-02-2,0.962153770272564
598-78-7,0.9735822718651232
1501-84-4,0.6799932916742987
76-00-6,0.913308822192424
66941-48-8,0.24401536381711167
20602-57-7,0.6989604251702695
35782-82-2,0.5701286074399721
20866-13-1,0.4393513185886049
14689-97-5,0.2083116021434019
2592-62-3,0.48671828853387933
497-26-7,0.7235644011264303
75-34-3,0.8110397571054623
50765-96-3,-0.16522033615764717
22094-93-5,0.4565485981429003
4957-16-8,0.6917031269369746
4474-24-2,0.8364829543059906
465-42-9,0.2598299572486255
85801-02-1,-0.3971162354680625
70-38-2,0.8004290658208152
50765-94-1,0.07277767887178241
59263-66-0,0.24986555166358462
33089-61-1,0.29126552446617937
90268-24-9,0.38665265388833436
50765-93-0,0.24837436164720358
627-70-3,0.7377070193058892
4602-84-0,1.3223487594434677
64218-02-6,1.0588243320372401
105-87-3,1.3118537679131117
94238-00-3,0.45509896989373677
3772-23-4,0.7904430706585047
6358-37-8,0.4744959731746291
95-93-2,0.8340501259985214
527-53-7,0.7942700144785937
5384-21-4,0.7220237617693187
89269-64-7,0.5253588891234731
89427-45-2,-1.0498738171078292
73840-50-3,0.6867956700894063
1124-11-4,0.7587970063389459
10543-57-4,0.7628925542992266
1709-70-2,0.5995223744560173
40580-62-9,0.4413356610253501
121-21-1,0.3951389920834151
23031-36-9,0.40483744783452574
97-11-0,0.33441887981901336
27223-49-0,0.831953523469764
477-33-8,0.38171429893363407
29171-21-9,0.9302263374476353
82508-32-5,0.1721005042458586
2686-99-9,-0.161203851637544
3971-89-9,-0.22663785942723003
98124-08-4,0.49545634361194674
86780-90-7,0.5112739359926854
5585-39-7,1.0664711923866095
459-80-3,1.2431777816314016
1786-08-9,0.9191155125701179
110-93-0,1.2997259117661812
586-62-9,0.6576998610314895
68555-58-8,0.7141317314413584
137927-76-5,0.2586308263613625
1191-16-8,1.138898480755942
13884-43-0,0.8011658710345813
97-36-9,0.8312510844923783
78-32-0,0.17500327533690666
95-63-6,0.9984592208850377
938-18-1,0.8616966585983777
88-05-1,0.9129063557458291
108-75-8,0.8111505739767878
78-30-8,0.44183636604167015
27945-43-3,0.5280518660322957
700-13-0,0.8512337417875417
14667-55-1,0.7487838405919178
28730-17-8,0.6581079841236194
73622-67-0,0.7877608520905536
18869-73-3,0.485720406979116
2169-64-4,0.3569400219390194
96-69-5,0.5582019118945087
96-66-2,0.4620935915478708
41208-07-5,0.41409899757645624
1445-23-4,0.7269275026911886
1218-35-5,0.043109257140678287
59708-57-5,0.5223264845460653
2487-01-6,0.35527175165349484
79006-76-1,-0.1359237063546369
96515-74-1,0.2213245075098557
50588-13-1,0.13688589706011614
50700-72-6,0.08031159193259464
34388-29-9,0.6978851304427508
121-29-9,0.21914204874884888
26002-80-2,0.302433767003354
70-43-9,0.4721164552163937
23031-38-1,0.5984780028789832
72963-72-5,0.5544228144906818
14297-81-5,0.9110062533929055
124416-41-7,0.126345268955282
14901-07-6,0.8860316503803308
25812-30-0,0.6523747385458255
80-26-2,0.8409027342380946
78-70-6,0.9710124880213468
315-18-4,-0.2102202473553843
2032-65-7,-0.1098364029761074
2635-10-1,-0.06595696826399033
2655-14-3,0.1728711952842606
2425-10-7,-0.33738567513990664
671-04-5,-0.08136388213935698
66871-56-5,0.5257791084407529
6392-46-7,-0.049600898818767974
79006-73-8,-0.2294791240013905
23103-98-2,0.058020342982199054
548-84-5,0.21088323829964362
38035-28-8,0.02591184128987996
59669-26-0,-0.2391331132546866
68789-90-2,-0.3835926392902802
50765-87-2,-0.10097063746056449
100751-82-4,0.2599407859060698
88296-62-2,0.27207441076855965
68789-93-5,-0.11565414395014698
123252-99-3,0.5122896284072586
50528-97-7,0.5168009356191722
61676-87-7,0.7323758607506539
58011-68-0,0.5438688552483844
25505-97-9,0.6566920539587259
24303-87-5,-0.12546488507873382
55-37-8,-0.18902125879577789
64011-88-7,-0.4918022346699924
18694-40-1,0.4865165492130654
73590-58-6,0.44376659947257874
21829-25-4,0.7411878764428527
71653-63-9,0.468343020942564
88046-00-8,0.6320728275168662
484-12-8,0.5755417142523176
50563-36-5,0.5347526808107902
77732-09-3,0.3122471846376133
24280-93-1,0.41647212074776424
132203-70-4,0.5012655515147314
62751-73-9,-0.3752170496783023
67369-99-7,-0.14229502789380705
6962-44-3,0.6828604587588449
38168-64-8,0.3098182490971622
139958-16-0,0.33875303368208504
60568-05-0,0.5721662602687413
4619-66-3,0.9710823072268023
99522-79-9,0.3626534296635252
73698-59-6,0.6706720825983378
89226-75-5,0.2808118798913557
91599-74-5,0.3273020362413392
68483-33-0,-0.29128426327397455
30748-29-9,0.3655220215051144
59204-74-9,0.8033274067755661
63704-66-5,0.1479968562599609
5205-11-8,1.1036133314800827
107-86-8,0.8821309590486274
4479-75-8,0.9251582569766629
101030-72-2,0.7922125488433747
541-47-9,1.0071198849619938
26485-81-4,0.6566142737818067
137927-77-6,0.33505344933552905
137927-78-7,0.3330576292431584
1752-30-3,0.3524476457680629
67-64-1,1.0722621944781383
2082-81-7,1.2512582168940316
109-16-0,1.0391049856436285
99-48-9,0.841612894720562
814-78-8,1.1165880991424693
110-13-4,1.1777894640239008
123-54-6,1.2203778165270858
86-92-0,0.6809343552304733
93-68-5,0.9395619943110629
20139-55-3,0.7337716474608521
5185-97-7,1.270770544039181
128-80-3,0.7315679138821062
108-38-3,0.8712710849957634
68908-87-2,0.7649800778907294
6613-44-1,0.952534323778339
108-69-0,0.7959288036115021
1665-48-1,0.5524858903659496
17291-89-3,0.6671719472367134
13730-09-1,0.9212610268855812
95-78-3,0.8326726608617023
21436-96-4,0.6761113124269506
73839-60-8,0.353088264119059
3761-53-3,0.833028126257022
89-87-2,0.9155652776289815
105-67-9,0.8984378422103112
80567-67-5,0.6072367935253883
589-93-5,0.7338111827557653
108-47-4,0.76243039073824
95-47-6,0.819338412238879
95-64-7,0.7605658973008047
95-65-8,0.95056645478237
72364-91-1,0.7591501765837081
1799-79-7,-0.7915895804722499
17291-84-8,0.5567432159128465
87-62-7,0.7371352541956013
88069-67-4,0.40430420580650683
5294-61-1,0.3470848092276473
77191-36-7,0.5777066892064369
7361-61-7,0.29749146480892336
72-57-1,0.8465975226254835
30544-72-0,0.42907561007011386
67129-08-2,0.5241679244064128
576-26-1,0.8063555236355766
47465-97-4,0.3458013765328019
3875-72-7,0.4907194578862603
6360-54-9,0.720006448785767
21894-02-0,0.9408436099764431
4418-66-0,0.1040407568461615
5825-79-6,0.601678545144593
122-00-9,1.0304512972656867
625-84-3,0.8451183713214742
67-51-6,0.7304332701455634
123-32-0,0.7398243397785701
147160-51-8,0.8878858225615404
147160-52-9,0.9134335534779164
53112-28-0,0.5567825127627624
108-50-9,0.7097054616256707
25724-50-9,0.5768933643015789
95-26-1,0.5526943650384576
2216-45-7,0.8602165833565166
64039-28-7,0.6270973017313657
5724-56-1,0.7961809222265624
61-68-7,0.5300677980880143
50892-23-4,0.4007840192697156
89427-22-5,-0.8351807898004799
1901-26-4,0.860042667765192
28802-49-5,0.8413821968478343
47000-92-0,0.5427872050402348
72-44-6,0.39847077652696633
963-34-8,0.4506126200528525
