CASRN,Toxic_svm_mordred-0,Toxic_svm_mordred-1
106-74-1,0.5512372524527704,0.4487627475472295
98519-29-0,0.12859360098884381,0.8714063990111561
6012-83-5,0.3477428632047073,0.6522571367952925
122453-73-0,0.3974776706349434,0.6025223293650567
58567-11-6,0.9000557633986356,0.09994423660136426
109-94-4,0.7460852273321578,0.2539147726678423
2979-26-2,0.8490720191588511,0.15092798084114908
103-75-3,0.5861916613324062,0.41380833866759376
10310-32-4,0.5993148675665667,0.40068513243343323
33210-54-7,0.13040712005403213,0.8695928799459679
33210-37-6,0.09316002024340492,0.9068399797565951
33235-81-3,0.09957570976309969,0.9004242902369004
33236-11-2,0.21994547790424107,0.7800545220957587
33235-92-6,0.06493315400625675,0.9350668459937432
33210-59-2,0.06276563174057441,0.9372343682594256
33235-90-4,0.09489551181143585,0.9051044881885643
4234-79-1,0.5126276607831138,0.4873723392168863
64037-28-1,0.2851894058840518,0.7148105941159483
105-56-6,0.3021748441629239,0.697825155837076
638-07-3,0.19382057576544412,0.8061794242345558
101-97-3,0.7571959526712262,0.24280404732877392
14062-23-8,0.8286470756184174,0.17135292438158256
2122-70-5,0.7322992526661222,0.26770074733387766
27512-72-7,0.47788320341785556,0.5221167965821444
2949-22-6,0.2689997231448923,0.7310002768551078
25059-80-7,0.3863843799166077,0.6136156200833923
119-41-5,0.48108877105659764,0.5189112289434025
21045-68-1,0.5391192348647551,0.460880765135245
34580-65-9,0.18423029549512313,0.8157697045048767
77501-90-7,0.5578263287750697,0.44217367122493034
623-51-8,0.22447059563953234,0.7755294043604677
63935-38-6,0.22496182557137046,0.7750381744286297
637-56-9,0.11284145365472129,0.8871585463452788
23609-20-3,0.4092313218868651,0.590768678113135
150-69-6,0.1596909874416049,0.8403090125583953
38160-03-1,0.34349264747792163,0.6565073525220784
19077-60-2,0.49363989996095486,0.5063601000390453
100-29-8,0.3667538998222371,0.6332461001777628
88599-72-8,0.7747783231502974,0.22522167684970285
93-18-5,0.6418908823610217,0.35810911763897835
61361-59-9,0.05675500501143782,0.9432449949885622
66840-01-5,0.21764800032380446,0.7823519996761956
60634-59-5,0.6622871249145778,0.33771287508542214
18637-00-8,0.10426349866140723,0.8957365013385926
938-73-8,0.3990835778495725,0.6009164221504276
80834-62-4,0.106188138883437,0.8938118611165629
80834-63-5,0.1187888220971908,0.8812111779028095
80834-80-6,0.09628232192116204,0.903717678078838
80834-59-9,0.10100050203546589,0.898999497964534
80834-56-6,0.11426264304834673,0.8857373569516532
96222-01-4,0.26880223525576913,0.7311977647442308
46817-91-8,0.26655463092492504,0.7334453690750751
118-28-5,0.8351406079431637,0.16485939205683633
63716-32-5,0.2210828800640342,0.7789171199359656
42874-03-3,0.25980887888794146,0.7401911211120585
140-88-5,0.35993282807061694,0.6400671719293831
103-36-6,0.8675660716448734,0.13243392835512643
6048-06-2,0.6841139899745842,0.31588601002541566
14731-78-3,0.5648100513059127,0.4351899486940872
117666-88-3,0.28287260627441796,0.717127393725582
117666-82-7,0.2543985391182229,0.7456014608817771
95266-40-3,0.6622196165220738,0.3377803834779263
97-81-4,0.837894010874298,0.16210598912570207
4089-07-0,0.48247281332732483,0.5175271866726752
868-59-7,0.1747761698909425,0.8252238301090575
92077-78-6,0.7685590011457292,0.23144099885427077
86541-74-4,0.8410659362397427,0.1589340637602574
110221-44-8,0.601391121078092,0.3986088789219079
38109-77-2,0.4045661332882088,0.5954338667117911
1187-46-8,0.06543165491950999,0.9345683450804899
121-39-1,0.66518450538227,0.3348154946177299
548-00-5,0.2551787739206218,0.7448212260793783
29177-84-2,0.8090981498730441,0.19090185012695585
9000-40-2,0.3509254862357785,0.6490745137642213
454-31-9,0.2591363494728452,0.7408636505271549
34580-75-1,0.18229847003967106,0.817701529960329
10029-04-6,0.5920597202675743,0.40794027973242575
7085-85-0,0.15497405986624088,0.8450259401337592
89-33-8,0.5563789932703462,0.44362100672965377
93-89-0,0.7876542887502193,0.21234571124978086
94-09-7,0.6531907179480122,0.34680928205198774
99-77-4,0.3886660638550706,0.6113339361449294
120-47-8,0.737537412151713,0.262462587848287
56974-61-9,0.3266992899484431,0.673300710051557
87-25-2,0.575150934492287,0.424849065507713
122277-22-9,0.36523435222774747,0.6347656477722525
19485-08-6,0.48927274050304465,0.5107272594969553
79660-46-1,0.8517381454205348,0.14826185457946522
98349-25-8,0.7947666459138051,0.2052333540861948
734-88-3,0.5178030089851277,0.48219699101487223
16078-71-0,0.3930706162090463,0.6069293837909537
142891-20-1,0.8077459758397897,0.19225402416021042
24237-54-5,0.19693947429267808,0.803060525707322
19688-04-1,0.415523249998172,0.5844767500018282
75274-22-5,0.5,0.5
74531-87-6,0.7158547247261007,0.2841452752738993
103112-35-2,0.5103812575151209,0.4896187424848792
13915-60-1,0.3165074089813759,0.6834925910186244
126-12-5,0.08249439017881678,0.9175056098211831
5794-23-0,0.1994907569161661,0.8005092430838339
2385-81-1,0.1406657722751362,0.8593342277248639
3691-78-9,0.19268411278425715,0.8073158872157427
510-15-6,0.5799657801869467,0.42003421981305333
383-63-1,0.26416066430458535,0.7358393356954146
515-84-4,0.32478787441177914,0.6752121255882209
51-79-6,0.5477504373080355,0.4522495626919646
13684-56-5,0.8908814620925265,0.10911853790747332
105774-14-9,0.37840597629781325,0.6215940237021867
75507-68-5,0.5196354548034214,0.4803645451965787
33400-47-4,0.5197480131426437,0.48025198685735626
25717-80-0,0.2095863127185236,0.7904136872814764
13945-53-4,0.6882913381981601,0.31170866180183987
139481-59-7,0.23643462257865272,0.7635653774213471
2593-15-9,0.19826773938278922,0.8017322606172107
79794-75-5,0.11515312387673815,0.8848468761232617
2521-01-9,0.46490070503451936,0.5350992949654805
16322-14-8,0.1617971675435372,0.8382028324564628
1097-57-0,0.5997940761112436,0.40020592388875625
541-41-3,0.1789191473539595,0.8210808526460406
59463-54-6,0.03158538478553706,0.9684146152144629
7495-45-6,0.6435387901731793,0.3564612098268208
719-80-2,0.32460852242759186,0.6753914775724082
23510-39-6,0.30470921800258344,0.6952907819974165
2425-19-6,0.04506542119768475,0.9549345788023152
13067-93-1,0.2900825309440188,0.7099174690559809
2104-64-5,0.11743826797934734,0.8825617320206527
1776-83-6,0.18353016771327885,0.8164698322867213
1623-14-9,0.8271281737883084,0.17287182621169161
3309-67-9,0.050256848691348444,0.9497431513086516
71363-61-6,0.13637786988105188,0.863622130118948
36519-00-3,0.23895610245527854,0.7610438975447212
17109-49-8,0.29754352478336454,0.7024564752166352
1498-51-7,0.09733106668915978,0.9026689333108402
7508-73-8,0.22190317604930687,0.7780968239506934
1498-64-2,0.11171960791130293,0.888280392088697
607-01-2,0.10801861576748892,0.8919813842325109
19133-28-9,0.06895421756678223,0.9310457824332176
75-08-1,0.5369085026928284,0.4630914973071715
110-77-0,0.32339355171299616,0.6766064482870039
18370-87-1,0.3408964075028861,0.6591035924971138
19594-18-4,0.2597203291703079,0.7402796708296921
32666-97-0,0.28433976518825954,0.7156602348117402
2212-67-1,0.4348656125527317,0.5651343874472681
181587-01-9,0.31826749424932704,0.6817325057506729
102251-91-2,0.16846774313469975,0.8315322568653002
513-12-2,0.6945055229596723,0.3054944770403278
594-44-5,0.2958957621449782,0.7041042378550219
74-96-4,0.5,0.5
10141-07-8,0.8062895823206531,0.19371041767934688
623-68-7,0.5607008381447062,0.43929916185529383
1733-25-1,0.8393077266275367,0.16069227337246336
16491-24-0,0.8316967498813227,0.16830325011867747
60364-26-3,0.24371795847724298,0.756282041522757
130-01-8,0.19202639589825654,0.8079736041017433
480-54-6,0.1877316610584302,0.8122683389415696
15503-86-3,0.19570102847003895,0.8042989715299611
7785-33-3,0.9656497754553772,0.03435022454462285
25402-06-6,0.33333843558695103,0.666661564413049
56172-46-4,0.9529782883914315,0.047021711608568564
3016-19-1,0.9657261193026329,0.03427388069736715
11141-17-6,0.40424484639533276,0.5957551536046674
121-20-0,0.2737120653594881,0.7262879346405119
81719-55-3,0.41268100095768684,0.5873189990423132
23726-91-2,0.8881125697675376,0.11188743023246236
8022-96-6,0.8603256723475423,0.13967432765245769
102518-79-6,0.1963683946263656,0.8036316053736345
625-33-2,0.4159737307161526,0.5840262692838472
80-59-1,0.7222059428260976,0.2777940571739024
240494-70-6,0.31560258272000646,0.6843974172799935
480-81-9,0.13484621908150832,0.8651537809184916
16568-02-8,0.24644395585499662,0.7535560441450032
2883-98-9,0.5613432962094819,0.43865670379051813
15037-65-7,0.0897257738015986,0.9102742261984013
93-16-3,0.6464019463405073,0.3535980536594928
7319-16-6,0.7256376250154998,0.2743623749845004
97-54-1,0.5172758644045807,0.48272413559541916
120-11-6,0.866738478854508,0.13326152114549206
623-43-8,0.621960751953668,0.37803924804633204
6842-15-5,0.8315629065005583,0.16843709349944164
4635-87-4,0.28031313871230334,0.7196868612876965
964-82-9,0.580675877504443,0.41932412249555717
33956-49-9,0.7986291373813815,0.20137086261861845
15220-87-8,0.7081463946981083,0.2918536053018915
142-83-6,0.4878936113022571,0.5121063886977428
1516-01-4,0.17612058716899395,0.8238794128310059
4076-62-4,0.1742536781152048,0.825746321884795
637-50-3,0.7401625907574725,0.25983740924252746
120-58-1,0.6094074304322556,0.3905925695677444
13061-80-8,0.1060811662846946,0.8939188337153054
14861-06-4,0.19654721124802524,0.8034527887519746
590-21-6,0.11696057473407605,0.8830394252659237
16219-75-3,0.6270761704824166,0.3729238295175833
38233-76-0,0.6765712942204608,0.3234287057795392
78919-13-8,0.40556396483099677,0.5944360351690032
88430-50-6,0.08415822425448417,0.9158417757455158
75-05-8,0.04720055244108534,0.9527994475589145
2001-95-8,0.5560584299740747,0.4439415700259252
126-13-6,0.7851761025149069,0.2148238974850931
26305-03-3,0.7128884182087565,0.28711158179124363
3922-90-5,0.3817697156043994,0.6182302843956006
111-01-3,0.9152705311700192,0.08472946882998102
12750-79-7,0.20423247817299947,0.7957675218270006
72559-06-9,0.7223141697466108,0.2776858302533892
16846-24-5,0.8014696945736995,0.19853030542630043
101043-37-2,0.6336014936882889,0.36639850631171095
134652-60-1,0.9372659028083781,0.06273409719162194
6846-50-0,0.9511115708763825,0.04888842912361735
37280-56-1,0.7214169495899172,0.27858305041008286
25448-25-3,0.9450605053076718,0.0549394946923282
25103-12-2,0.9276154163878536,0.07238458361214634
23079-28-9,0.9065557324325244,0.09344426756747574
68937-40-6,0.923053580871567,0.07694641912843293
126-71-6,0.7124901163024724,0.2875098836975277
96513-83-6,0.2375000504250683,0.7624999495749313
64532-95-2,0.8973104406856579,0.10268955931434208
2162-73-4,0.5998332679226289,0.40016673207737097
85187-23-1,0.5882470738620794,0.41175292613792064
3818-80-2,0.10742170126992173,0.8925782987300782
2667-52-9,0.20472663928077364,0.7952733607192265
157859-20-6,0.8834088176936545,0.11659118230634537
3081-14-9,0.5113359478419353,0.48866405215806485
24916-51-6,0.7360928345074289,0.26390716549257087
68880-55-7,0.7908978807713664,0.2091021192286337
78164-00-8,0.2154514583569046,0.7845485416430954
123-17-1,0.9020386422296585,0.09796135777034153
60828-78-6,0.9021377929146612,0.09786220708533859
16409-46-4,0.9132666612052649,0.08673333879473534
73747-29-2,0.3413382055213207,0.658661794478679
80621-81-4,0.6050623613269526,0.3949376386730475
3286-46-2,0.4147407401919025,0.5852592598080973
61379-65-5,0.7430806405355895,0.25691935946441014
4345-03-3,0.9160479099506841,0.08395209004931584
43119-47-7,0.5315565912297032,0.4684434087702967
1406-66-2,0.8953575262154905,0.10464247378450967
303-45-7,0.9307697071179615,0.06923029288203851
25497-49-8,0.9388574339264321,0.061142566073567786
84-80-0,0.7507550443804195,0.24924495561958043
77855-81-3,0.455261287078248,0.5447387129217521
24365-47-7,0.592967804708967,0.4070321952910332
51356-22-0,0.14735460143351994,0.8526453985664799
51356-10-6,0.11832679645964432,0.8816732035403557
21673-83-6,0.19246818502261734,0.8075318149773828
150-86-7,0.8572518708165241,0.14274812918347599
26544-38-7,0.8015569116253497,0.19844308837465033
70384-29-1,0.45489693321938346,0.5451030667806165
71108-02-6,0.19672125914239819,0.8032787408576018
25265-77-4,0.933794507740319,0.06620549225968114
505-32-8,0.844732497940735,0.15526750205926512
50-14-6,0.2457840197826387,0.7542159802173615
54573-75-0,0.1586141227458683,0.8413858772541318
330-64-3,0.24615606792503625,0.7538439320749638
60244-70-4,0.07740249740888994,0.9225975025911101
60244-66-8,0.11919274780456746,0.8808072521954327
7492-32-2,0.1913388308295346,0.8086611691704655
50-34-0,0.042335824626199385,0.9576641753738007
3700-96-7,0.31981957136320865,0.6801804286367912
3700-90-1,0.1538569811989853,0.8461430188010145
60244-69-1,0.4768530171483892,0.5231469828516109
143201-11-0,0.23662067597218905,0.7633793240278108
1610-18-0,0.22209331716024353,0.7779066828397563
99559-84-9,0.07910302136876299,0.9208969786312371
1445-75-6,0.2944692836889592,0.7055307163110408
41669-30-1,0.977628051382618,0.022371948617381898
26401-35-4,0.9413634734933325,0.058636526506667605
28472-97-1,0.9671508691428657,0.03284913085713432
166412-78-8,0.8922626166953334,0.1077373833046665
27554-26-3,0.9200966246098987,0.07990337539010123
544-01-4,0.9431458182681682,0.056854181731831835
605-50-5,0.8933338568684048,0.10666614313159528
10086-50-7,0.9213580015771924,0.07864199842280765
63980-62-1,0.881696381771554,0.11830361822844614
589-59-3,0.914329383069224,0.08567061693077616
110-96-3,0.18785277042696022,0.8121472295730401
29214-81-1,0.22959506875526567,0.7704049312447343
127-39-9,0.7496758397162104,0.25032416028378957
84-69-5,0.8723722319373418,0.1276277680626584
53378-52-2,0.3137679457267211,0.6862320542732788
97-85-8,0.9115113696659805,0.08848863033401959
68171-33-5,0.9367087358995638,0.06329126410043635
132299-20-8,0.7538054406773615,0.2461945593226386
100-18-5,0.9447659590779094,0.05523404092209067
38640-62-9,0.898698552700867,0.10130144729913323
28178-42-9,0.5732564600589234,0.42674353994107667
94133-79-6,0.7129544905031596,0.28704550949684066
565-80-0,0.8197686859228333,0.18023131407716667
50847-11-5,0.16157334939093176,0.8384266506090681
97-72-3,0.7822130696691061,0.21778693033089364
3437-84-1,0.5636942717141443,0.4363057282858557
108-18-9,0.2482992781971281,0.751700721802872
2986-17-6,0.07050060671914563,0.9294993932808543
139-40-2,0.2417895169339044,0.7582104830660954
38588-65-7,0.08634494555458741,0.9136550544454126
96-80-0,0.39812689813281543,0.6018731018671847
66660-95-5,0.23829193118860223,0.761708068811398
4261-68-1,0.14151830190539572,0.8584816980946044
2303-16-4,0.16816655383128723,0.8318334461687129
601-77-4,0.06923229724978175,0.9307677027502179
108-20-3,0.7698704034922802,0.23012959650772014
7491-02-3,0.9647953415838383,0.03520465841616174
924-88-9,0.9539227376747414,0.04607726232525852
7283-70-7,0.9147092505961398,0.08529074940385985
10552-74-6,0.9124416163529502,0.08755838364704976
50512-35-1,0.7078890469180616,0.2921109530819382
59937-28-9,0.5403396117657681,0.45966038823423183
105-64-6,0.7701491106670348,0.2298508893329651
1809-20-7,0.5310420689501462,0.46895793104985367
26087-47-8,0.2165088905265083,0.7834911094734917
51356-07-1,0.09099519033836083,0.9090048096616391
51356-16-2,0.2484759087774907,0.7515240912225093
10141-19-2,0.8774689315595997,0.1225310684404002
3726-36-1,0.9221101307117864,0.07788986928821354
67786-25-8,0.9624007945483323,0.037599205451667825
371756-75-1,0.8077255097372188,0.19227449026278107
128446-33-3,0.8276930311727578,0.172306968827242
1397-89-3,0.7018229427549363,0.2981770572450637
3773-49-7,0.2661471409825543,0.7338528590174457
108-62-3,0.5563970622166947,0.4436029377833052
68857-95-4,0.5533005997118069,0.4466994002881934
104987-11-3,0.8170426002260119,0.18295739977398778
51596-10-2,0.33148661362843923,0.6685133863715608
10176-39-3,0.31151285571630477,0.6884871442836954
42588-37-4,0.8348724556908889,0.16512754430911106
20780-49-8,0.9545039540659086,0.045496045934091324
108-84-9,0.891787245320806,0.10821275467919385
67306-03-0,0.4836974315291371,0.5163025684708629
30685-43-9,0.17575202906396112,0.824247970936039
58327-21-2,0.8142496277321707,0.18575037226782917
58327-19-8,0.8148637023669177,0.18513629763308256
516-95-0,0.8372917191072391,0.1627082808927611
65242-49-1,0.5861264959008864,0.41387350409911355
57-88-5,0.570124086206829,0.4298759137931709
15662-33-6,0.7132168606328958,0.2867831393671042
20562-02-1,0.3902183286286049,0.609781671371395
71-63-6,0.2064493921595681,0.793550607840432
20830-75-5,0.16580956954021026,0.8341904304597897
1404-93-9,0.575505659865406,0.424494340134594
41294-56-8,0.17836984449898466,0.8216301555010155
57333-96-7,0.21626000583655522,0.7837399941634449
17578-43-7,0.4668364698826835,0.5331635301173165
18470-09-2,0.3242438440541377,0.6757561559458625
29886-96-2,0.7515745185478822,0.24842548145211785
87239-81-4,0.9386363973576046,0.06136360264239547
550-53-8,0.33029775300899433,0.6697022469910057
56717-11-4,0.11529140055352576,0.8847085994464741
106-21-8,0.8933569459719403,0.10664305402805975
203448-76-4,0.12823756675997544,0.8717624332400246
543-82-8,0.15982255054747518,0.8401774494525248
3081-01-4,0.44678419500939914,0.5532158049906006
7535-34-4,0.13705358749232274,0.8629464125076773
108-11-2,0.7868369408597112,0.2131630591402887
23436-19-3,0.9019203342764317,0.09807966572356831
99-82-1,0.8661799336678464,0.1338200663321536
87061-04-9,0.8867541051644885,0.11324589483551141
26171-78-8,0.8621829589002329,0.13781704109976708
147126-62-3,0.8822464070287389,0.11775359297126106
89-80-5,0.874831634152082,0.1251683658479181
66941-88-6,0.22839126764794915,0.7716087323520507
103-95-7,0.8692651399692206,0.13073486003077953
57144-56-6,0.40493110069779387,0.5950688993022061
64059-37-6,0.5646333055155335,0.4353666944844664
860035-10-5,0.7984705452633406,0.2015294547366593
55636-92-5,0.23346941468596108,0.7665305853140391
42978-66-5,0.7344714119178654,0.26552858808213464
123-63-7,0.6852446291691987,0.31475537083080135
50765-83-8,0.17777894588032472,0.8222210541196753
50765-86-1,0.17661821445590806,0.8233817855440918
50765-79-2,0.11370820119767376,0.8862917988023262
21259-20-1,0.5885906605507087,0.41140933944929137
68133-73-3,0.9574591092584596,0.04254089074154037
40580-61-8,0.5358552812071964,0.46414471879280367
20724-12-3,0.8251197718823058,0.1748802281176942
30129-27-2,0.8011493681200177,0.1988506318799823
78-35-3,0.8052661646324966,0.19473383536750344
964-52-3,0.09737607739401512,0.9026239226059849
121489-04-1,0.2711389274036526,0.7288610725963476
30562-34-6,0.6266393023608632,0.37336069763913693
66085-59-4,0.4395376805343355,0.5604623194656645
78194-09-9,0.24794246307968723,0.7520575369203126
24353-58-0,0.38084164825525957,0.6191583517447404
73080-51-0,0.27762563947750524,0.7223743605224945
489-84-9,0.8314183431731197,0.1685816568268802
6223-35-4,0.24106955955371975,0.7589304404462804
17493-73-1,0.31668540618361257,0.6833145938163874
92671-67-5,0.4047642192783383,0.5952357807216618
113139-67-6,0.45296985853344796,0.547030141466552
121625-72-7,0.5336078284006459,0.466392171599354
67801-20-1,0.780881691617464,0.2191183083825361
56105-46-5,0.807342943637504,0.19265705636249586
63982-52-5,0.06232624418830114,0.9376737558116988
18659-45-5,0.07333583998178611,0.9266641600182141
2752-71-8,0.14911505759755395,0.8508849424024458
119-38-0,0.053047270912185494,0.9469527290878145
72542-61-1,0.02105078391163688,0.9789492160883633
78194-24-8,0.17865079346484228,0.8213492065351577
78194-42-0,0.22658747484852285,0.773412525151477
15037-62-4,0.09846245504053358,0.9015375449594664
94739-29-4,0.389129463357977,0.610870536642023
75530-68-6,0.6572515309756204,0.3427484690243797
97-86-9,0.7775556990650971,0.22244430093490278
13749-61-6,0.3545397060627601,0.6454602939372398
23684-11-9,0.7944470507186083,0.20555294928139162
110-12-3,0.882154693126606,0.1178453068733942
3572-41-6,0.636566275288819,0.36343372471118085
70318-55-7,0.8240835781678375,0.17591642183216258
70318-56-8,0.7846833047876764,0.21531669521232363
26544-20-7,0.6114579551386128,0.38854204486138705
13706-86-0,0.8239650474746135,0.17603495252538645
81250-17-1,0.19693981638612088,0.8030601836138789
123-92-2,0.8627027797684648,0.1372972202315354
110-19-0,0.8907508446848705,0.1092491553151294
99-86-5,0.8963186528185538,0.10368134718144623
542-08-5,0.7563798232449496,0.24362017675505057
99-87-6,0.8225117303380668,0.17748826966193312
535-77-3,0.9020371369725227,0.09796286302747721
89-83-8,0.4343107420977789,0.5656892579022211
56211-40-6,0.8987164262312433,0.10128357376875675
22760-18-5,0.26635467448028444,0.7336453255197155
40507-23-1,0.364060882259913,0.635939117740087
65765-07-3,0.20141197793279317,0.7985880220672067
499-75-2,0.39347754378573696,0.606522456214263
2814-20-2,0.3789494577454594,0.6210505422545407
80176-21-2,0.3981834397546076,0.6018165602453923
55814-41-0,0.7471698284091691,0.25283017159083104
125055-52-9,0.2405875149284772,0.7594124850715227
563-80-4,0.8756473439660697,0.12435265603393032
59230-57-8,0.8853263786217832,0.11467362137821692
39543-79-8,0.4279516319250394,0.5720483680749607
314-42-1,0.30925125089675154,0.6907487491032486
123524-52-7,0.4644912661817555,0.5355087338182445
6673-35-4,0.4867184973894232,0.5132815026105767
19234-20-9,0.8941343927273347,0.10586560727266521
108-21-4,0.8362634954826729,0.1637365045173271
4212-94-6,0.5,0.5
12650-69-0,0.558474399788236,0.44152560021176385
828-00-2,0.8264421055273501,0.17355789447264994
1445870-18-7,0.7880974662235787,0.21190253377642124
68425-16-1,0.7538836786276857,0.2461163213723142
1222-05-5,0.6779354835140912,0.3220645164859089
57052-04-7,0.1656915069123152,0.8343084930876847
540-84-1,0.9166166389831266,0.08338336101687338
67239-26-3,0.5,0.5
40915-86-4,0.5221933304855281,0.47780666951447176
35256-85-0,0.6056881182307376,0.3943118817692625
19666-30-9,0.3655430214747209,0.634456978525279
129909-90-6,0.4125557515626021,0.5874442484373977
76-50-6,0.8753807591802306,0.12461924081976936
71108-05-9,0.06318630713055831,0.9368136928694416
71108-06-0,0.10068634689547223,0.899313653104528
111038-42-7,0.07035208559793008,0.9296479144020701
127-25-3,0.8986271212745286,0.1013728787254714
13254-34-7,0.835132837055856,0.16486716294414408
144-19-4,0.7557374492208063,0.24426255077919354
3445-42-9,0.7140802783857487,0.28591972161425155
14860-89-0,0.5275577459168619,0.472442254083138
26762-93-6,0.655414615683568,0.34458538431643204
49562-28-9,0.8458137490598081,0.1541862509401918
51368-55-9,0.5645775042844371,0.43542249571556285
58327-13-2,0.6392298755014615,0.3607701244985385
58327-14-3,0.6932344029890665,0.30676559701093337
58327-12-1,0.7698237971006241,0.2301762028993758
666-84-2,0.7459188267109627,0.2540811732890372
53471-69-5,0.8459950610574065,0.15400493894259365
53003-82-0,0.7866861466814454,0.2133138533185544
53003-62-6,0.8894732750624482,0.11052672493755183
86408-72-2,0.8902164816825849,0.10978351831741515
512-04-9,0.7031515444090969,0.29684845559090317
36011-19-5,0.5235801833119899,0.4764198166880101
33160-78-0,0.09376500933855324,0.9062349906614467
154619-51-9,0.1544938835165121,0.845506116483488
114311-32-9,0.7596850179664355,0.2403149820335645
69915-63-5,0.7123278735993619,0.2876721264006381
69915-62-4,0.9153679267434932,0.08463207325650669
581-12-4,0.5967299620518939,0.40327003794810606
470-67-7,0.6233709608651512,0.3766290391348487
512-85-6,0.26371477275040417,0.736285227249596
63968-64-9,0.4152269320136216,0.5847730679863785
13613-99-5,0.18331748321800098,0.8166825167819989
3035-45-8,0.08980232187305308,0.910197678126947
1014-69-3,0.13641622571879944,0.8635837742812004
64-00-6,0.16616464495877606,0.833835355041224
2752-81-0,0.1321658526553951,0.8678341473446047
2631-40-5,0.16076447776057434,0.8392355222394258
114-26-1,0.15990329482164442,0.8400967051783556
366-70-1,0.21423828080920243,0.7857617191907973
54266-83-0,0.18144655385086503,0.818553446149135
106293-84-9,0.23161173413734137,0.7683882658626586
73115-70-5,0.5732659454128266,0.4267340545871734
2315-43-7,0.16540666132914658,0.8345933386708535
1505-95-9,0.03914679435094552,0.9608532056490546
996-35-0,0.1364626906224325,0.8635373093775678
3938-45-2,0.18814846898349558,0.8118515310165044
116666-63-8,0.09223698375948162,0.9077630162405183
24730-10-7,0.2935854672584753,0.7064145327415247
14759-05-8,0.10384090531133529,0.8961590946886648
54270-10-9,0.1264260766203368,0.873573923379663
18952-79-9,0.11254891342299594,0.887451086577004
26328-00-7,0.18561382747989946,0.8143861725201006
69788-41-6,0.23592057026877347,0.7640794297312266
97887-77-9,0.8484316321158422,0.15156836788415784
6659-45-6,0.09453853575339222,0.9054614642466079
22343-07-3,0.13035733463970017,0.8696426653603
64249-01-0,0.135636982764472,0.8643630172355281
14211-01-9,0.14499216941335547,0.8550078305866443
36614-38-7,0.11770191292261664,0.8822980870773834
19645-42-2,0.05706561791086516,0.9429343820891347
79985-91-4,0.15277007598075826,0.8472299240192417
97699-69-9,0.22811597638269912,0.7718840236173009
30560-28-2,0.09144985130531723,0.9085501486946829
71617-10-2,0.8556251845597815,0.14437481544021818
3567-08-6,0.7672513437254507,0.23274865627454924
17959-11-4,0.3981894876556273,0.6018105123443727
404-86-4,0.5520831918494397,0.44791680815056023
145071-49-4,0.2283681630106005,0.7716318369893999
111038-37-0,0.2858349491869469,0.714165050813053
72739-69-6,0.4442995234077462,0.5557004765922539
23485-79-2,0.03953649777296733,0.9604635022270327
149877-41-8,0.5769920147125274,0.4230079852874727
24353-61-5,0.12489708805397866,0.8751029119460212
13955-12-9,0.051908871845172386,0.9480911281548277
15863-65-7,0.14539445996216102,0.8546055400378391
14358-50-0,0.5296916835056014,0.47030831649439886
24017-18-3,0.09532294469688282,0.9046770553031173
6838-93-3,0.4228378771861405,0.5771621228138594
107-44-8,0.06332721957949242,0.9366727804205077
71048-99-2,0.8123692216239261,0.1876307783760737
97886-45-8,0.25176204569693594,0.7482379543030641
959-24-0,0.5929715831325342,0.40702841686746594
27458-93-1,0.8761692276267009,0.12383077237329923
30399-84-9,0.9373829941893633,0.06261700581063653
68784-12-3,0.8313436707208665,0.16865632927913365
68526-86-3,0.8752048538844407,0.12479514611555939
72162-46-0,0.27516889640253156,0.7248311035974684
64354-92-3,0.8211164286093872,0.1788835713906127
1330-61-6,0.8564155656218471,0.14358443437815321
26544-23-0,0.7254693479497162,0.2745306520502837
27013-89-4,0.7313972127495536,0.2686027872504465
71902-23-3,0.813492382719447,0.18650761728055307
25168-26-7,0.30306211939676575,0.6969378806032341
25103-09-7,0.6584750451829509,0.34152495481704925
29590-42-9,0.864566710007679,0.13543328999232127
11071-47-9,0.8890482556213924,0.1109517443786075
830322-14-0,0.9268651407942273,0.07313485920577247
646-07-1,0.855431433515566,0.14456856648443428
41764-14-1,0.6054491745376611,0.3945508254623389
56011-02-0,0.7042704002483399,0.2957295997516601
110-45-2,0.8541943795117246,0.14580562048827522
7779-65-9,0.8887361501228254,0.11126384987717475
94-46-2,0.8738979253707243,0.12610207462927556
87-20-7,0.7407722481077396,0.2592277518922605
928-70-1,0.06954429544053066,0.9304557045594695
590-86-3,0.8243375916361747,0.17566240836382543
1553-60-2,0.5359180261175582,0.46408197388244166
91040-96-9,0.4797728998169755,0.5202271001830245
72221-66-0,0.4037095329943498,0.5962904670056502
93-19-6,0.19838357498174403,0.8016164250182558
503-74-2,0.8430894599755735,0.15691054002442653
140-26-1,0.8883098152893818,0.11169018471061828
2835-39-4,0.5399837925388912,0.4600162074611086
103-38-8,0.8924765889860433,0.1075234110139566
78-81-9,0.12421752234534328,0.875782477654657
33207-44-2,0.46103702758839504,0.538962972411605
371-44-8,0.127491101582328,0.8725088984176721
52102-44-0,0.7913030776047549,0.20869692239524498
30979-48-7,0.41924991180815474,0.5807500881918451
13887-57-5,0.24134709177636318,0.758652908223637
78-83-1,0.8112496016609791,0.18875039833902096
4439-24-1,0.8841660625267442,0.11583393747325578
51550-64-2,0.1813131226758938,0.8186868773241063
105-01-1,0.8094333555866665,0.19056664441333349
