CASRN,LD50_xgboost_mordred
65907-30-4,-0.17842051
33213-82-0,0.08183588
33210-47-8,0.134611
55634-91-8,0.1540509
994-05-8,1.4634113
26225-79-6,0.474839
2370-13-0,1.1864817
33236-02-1,0.0027026087
33236-09-8,-0.083458506
33210-42-3,0.18636549
33236-10-1,0.114209354
33236-06-5,-0.055573292
7287-36-7,0.729763
532-34-3,0.73631704
92448-79-8,0.52535474
16587-71-6,1.2499709
59897-92-6,0.7701823
80-46-6,0.9069319
68505-69-1,0.5402774
1113-10-6,0.77736914
60559-98-0,0.26333496
63956-90-1,0.49473515
52963-60-7,0.2640505
52963-61-8,0.21147688
21725-46-2,0.26770234
1192-22-9,1.4078263
1245-44-9,0.8251579
36576-44-0,0.5840755
57-85-2,0.75498855
121652-76-4,-0.96552587
13764-49-3,-0.40139207
59122-46-2,0.08338579
57-53-4,0.7039038
24089-00-7,1.0523976
71548-68-0,0.3670232
10415-87-9,1.0584178
918-85-4,0.9089305
4475-95-0,0.46566522
33765-68-3,0.42474866
15336-82-0,0.3923461
1565-75-9,1.0156953
77-83-8,1.0352435
21715-46-8,0.22168916
30043-49-3,0.31392607
110-68-9,0.50236374
106358-91-2,-0.985891
54266-79-4,-1.1818674
54266-78-3,-0.81282365
150824-47-8,0.22140904
29973-13-5,-0.18572922
53380-22-6,-0.057916235
53380-23-7,0.15863298
64057-54-1,0.35235518
2185-86-6,0.010746337
112-75-4,0.5956518
1920-05-4,0.53479266
7378-99-6,0.6330163
927-62-8,0.64505655
486-17-9,0.14369231
926-63-6,0.6454236
25606-41-1,1.0295649
54965-24-1,0.123437
3568-24-9,0.32544002
598-56-1,0.6313832
64049-26-9,0.24888025
5135-83-1,0.11625718
19622-19-6,0.34589472
1118-92-9,1.014894
20684-06-4,0.40007305
64951-32-2,0.40431294
653-03-2,0.31209868
2324-94-9,0.15374841
137-20-2,0.59561396
20686-45-7,0.38009495
5965-49-1,0.010203537
555-37-3,0.733689
59263-76-2,0.1097903
7068-83-9,0.3982151
67557-56-6,0.37330994
70458-95-6,0.49663472
96480-44-3,0.30040947
93503-03-8,-0.52259225
10595-95-6,0.100096114
50-12-4,0.44529366
16055-33-7,0.37344173
88124-27-0,0.4402556
73-09-6,0.3767987
38957-41-4,0.14133702
615-53-2,0.16497241
83519-04-4,0.21731193
63982-03-6,0.33183333
1119-97-7,0.34831998
58066-85-6,0.3866809
3001-63-6,0.3129652
41892-01-7,0.37496454
102-30-7,0.07803924
683-10-3,0.64723617
100-95-8,0.32166097
14007-49-9,0.16978772
1643-20-5,0.69427484
146764-26-3,0.5308139
149-64-4,0.36470756
30286-75-0,0.257717
316-42-7,-0.05596638
69788-35-8,0.21258162
69788-34-7,0.15592445
16006-74-9,0.70608485
69788-42-7,0.41842636
31024-56-3,0.65236795
1067-25-0,1.3365701
23239-21-6,-0.19428153
69788-33-6,0.34757873
24536-75-2,0.49480203
117666-86-1,0.5856338
64037-00-9,-1.1213101
18318-83-7,1.2624931
14817-09-5,0.7401256
25371-54-4,1.146411
126-22-7,0.08405265
73321-74-1,-0.09666119
117666-84-9,0.5912221
51356-12-8,-1.2100492
2088-72-4,-0.6253745
5840-95-9,-0.7883118
2597-03-7,-0.13843669
919-86-8,-0.82582283
867-27-6,-0.44944054
640-15-3,-0.70901364
6389-81-7,-0.3606844
301-12-2,-0.88054955
2703-37-9,-1.0578257
25476-48-6,-0.6415678
90220-20-5,-1.2097813
90220-19-2,-1.0001528
54473-51-7,0.110235326
54473-33-5,-0.3623011
30560-26-0,-0.7496849
73937-08-3,-0.61974466
52868-53-8,-0.6280644
84044-17-7,-0.96906126
33267-37-7,-0.83966035
111-10-4,1.1754509
64058-23-7,0.11345129
111-80-8,1.1519847
104-45-0,1.1501406
2785-87-7,1.086647
54965-21-8,0.10849072
61738-04-3,0.5070961
19133-14-3,-0.9308352
1476-98-8,0.1584031
5934-55-4,-0.2412975
33210-62-7,0.4188972
554-12-1,1.5643344
1087-06-5,0.6163161
84964-12-5,-0.06280274
85405-59-0,0.052976705
21608-06-0,0.87300444
68677-06-5,0.47035778
117666-83-8,0.653935
94-30-4,1.1324134
90982-32-4,0.7810116
54473-56-2,-0.48581523
71675-87-1,1.046686
57966-95-7,0.80087125
145071-30-3,0.38316315
2591-57-3,-1.1764915
2633-54-7,-0.3770767
13104-29-5,-0.8907692
13289-13-9,0.070340134
15536-01-3,-0.9586099
33232-87-0,-0.38064682
2720-19-6,-0.36221263
7076-53-1,-0.60462046
13508-53-7,0.5498885
1825-58-7,1.0594255
3239-63-2,-0.977867
63869-33-0,-0.5021683
63815-53-2,-0.5561635
58995-43-0,-0.89125335
66104-23-2,0.18762659
10265-93-7,0.25496107
661-19-8,1.5622183
38916-42-6,0.90901923
112-92-5,1.4274203
9005-00-9,1.271008
3397-16-8,1.0350835
95-19-2,0.64035696
1338-41-6,1.232591
112-76-5,1.3916161
54460-46-7,1.3859372
38079-66-2,1.0647182
112-72-1,1.613729
40036-79-1,0.7170266
66232-28-8,0.15496203
6873-46-7,0.6259081
112-70-9,1.5867842
930-09-6,0.9274006
10520-81-7,0.86561555
124-22-1,0.5005943
2439-10-3,0.3726117
2422-90-4,0.25360602
2372-82-9,0.5509461
14960-06-6,0.6995889
93-23-2,0.19591464
112-53-8,1.52435
39464-66-9,1.1508102
13150-00-0,0.9932219
1847-58-1,1.0242463
2915-72-2,1.1584607
151-41-7,0.96492356
120-40-1,1.0690649
301-11-1,0.6074719
23551-91-9,0.8301291
2156-96-9,1.3254012
142-87-0,1.057359
334-56-5,0.60411364
19780-11-1,1.0873933
112-31-2,1.4970545
104-40-5,1.1268828
11096-42-7,1.0622505
9014-90-8,0.64793205
56323-90-1,1.101665
334-48-5,1.4481198
5002-47-1,-0.048037175
74050-97-8,-0.1237483
143-08-8,1.3944349
7173-62-8,0.3862656
9004-98-2,1.0925684
60840-87-1,0.63199586
95-38-5,0.6582517
18787-40-1,0.44768298
52709-84-9,0.63414323
949-13-3,1.0400897
111-86-4,0.557729
2687-94-7,0.98324496
26530-20-1,0.74443835
17751-69-8,-0.15137716
21270-15-5,0.006759993
21270-11-1,-0.031464085
1034-01-1,1.1996377
15741-90-9,0.2934493
117617-70-6,0.08605059
142-31-4,0.8976953
4724-48-5,1.3000395
55512-33-9,0.3530394
124-13-0,1.1567125
104-67-6,1.5016884
18979-65-2,0.80138254
7377-03-9,1.0613693
4230-97-1,1.0622104
111-70-6,1.3954763
2499-58-3,1.2087064
2463-53-8,1.1080409
26680-54-6,0.9928206
111-71-7,1.4421308
119-89-1,0.58291966
101-86-0,1.1861687
136-77-6,0.8793325
30406-18-9,1.3641303
111-14-8,1.4783537
111-26-2,0.563562
61422-45-5,0.5596573
111-27-3,1.3037595
112-25-4,1.2543708
112-59-4,1.2821128
10305-38-1,1.3819771
3478-44-2,0.8936092
21270-33-7,-0.16828972
21270-14-4,-0.15055561
5431-31-2,1.1134036
107187-05-3,0.6421355
6789-88-4,1.2506936
17867-69-5,0.721654
111-31-9,1.3111769
544-10-5,1.437648
42482-06-4,1.0519552
66-25-1,1.5039351
104-61-0,1.4773791
3391-86-4,1.1379787
745-65-3,0.5869418
363-24-6,-0.29835457
80614-27-3,0.6491671
101-85-9,1.0684285
136-81-2,0.9368984
38237-76-2,0.6362607
4312-93-0,1.303126
123-68-2,1.0636424
10589-74-9,0.7116943
71-41-0,1.3787012
17810-53-6,-0.12895645
21270-10-0,-0.16638322
104485-01-0,0.09456214
101893-08-7,0.037437607
2720-73-2,0.71693665
20056-92-2,1.2338735
18829-55-5,1.1957155
110-62-3,1.417927
110-59-8,0.6916231
104-50-7,1.4833646
841-73-6,0.82893634
2210-63-1,0.58075666
50-33-9,0.4741204
129-20-4,0.49456453
6066-49-5,1.2398301
335153-21-4,0.7281101
64357-33-1,0.37442783
536-69-6,0.8821236
3180-09-4,0.8295109
16006-72-7,0.5380829
87792-15-2,0.6534315
87792-14-1,0.687769
87792-13-0,0.33804348
109-52-4,1.4825854
61019-78-1,0.45893353
88671-89-0,0.48475686
58902-64-0,0.2650696
27470-51-5,0.40819064
79983-71-4,0.46393594
38615-43-9,0.3120314
111-75-1,1.0846988
1126-78-9,0.7033969
2782-40-3,0.8471569
592-31-4,1.2109451
6336-01-2,0.30766505
55406-53-6,0.3474413
13887-58-6,0.7000552
3622-84-2,0.83224547
111-36-4,0.9085749
1005-67-0,0.9337384
3817-11-6,0.66411275
16227-10-4,0.47687584
63716-31-4,0.1887178
54395-37-8,0.556104
71-36-3,1.3938718
1928-45-6,0.46705565
6959-71-3,1.1317596
7420-06-6,1.593447
111-76-2,1.3338267
112-34-5,1.2947334
143-22-6,1.3903574
112-56-1,0.5580835
4223-11-4,1.3521665
3102-00-9,1.0837005
2426-08-6,1.3331146
1852-16-0,0.7132117
111-34-2,1.4961417
17751-76-7,0.0530826
21269-98-7,0.28651756
33236-00-9,0.1889063
70193-21-4,0.50807863
5459-58-5,0.9341647
66232-25-5,0.14764558
7397-62-8,1.5656598
94-80-4,0.45349485
2438-72-4,0.77885175
141-32-2,1.2743988
90842-58-3,0.40943602
136-60-7,1.4420973
20954-14-7,0.42901966
28570-58-3,0.6859096
67330-25-0,0.56245774
75147-20-5,0.6501798
64047-35-4,0.7374613
544-16-1,0.45784897
6607-49-4,1.2519054
2314-17-2,0.6113693
4560-93-4,0.28884736
64910-63-0,0.8132258
109-69-3,1.2375531
109-67-1,0.9893298
928-95-0,1.3398176
123-72-8,1.2695147
109-74-0,0.5588301
66246-88-6,0.4608493
1211-28-5,0.36454523
60207-90-1,0.5305139
1003-14-1,1.2717468
105-31-7,0.7716458
39067-39-5,0.99681455
6082-56-0,0.4201707
103-65-1,1.4041239
28785-06-0,1.126933
645-56-7,0.8686348
94-58-6,1.0590433
644-35-9,0.8238457
7231-31-4,0.6898524
51-52-5,0.7485064
14222-60-7,0.49974227
75464-11-8,0.2081892
1688-71-7,0.59819824
97392-14-8,0.20775646
2051-78-7,0.9350652
103-37-7,1.2088904
123-20-6,1.3014469
36597-90-7,0.6636012
107-10-8,0.8021701
94-20-2,0.8415798
13887-60-0,0.7123913
73941-13-6,0.5832204
27050-40-4,0.22177221
33245-39-5,0.58912337
26399-36-0,0.40006182
64057-89-2,0.4810775
4634-51-9,-1.4929094
41078-02-8,0.72610646
816-57-9,0.5466826
2807-30-9,1.534393
110-74-7,1.4833856
33235-97-1,0.17957057
33236-21-4,0.2725702
627-12-3,1.392806
1713-98-0,-0.66020983
18705-22-1,0.08185372
64050-66-4,-0.50972795
107-03-9,1.002091
49828-25-3,0.28647006
13889-92-4,0.640177
38827-35-9,0.67528
68526-56-7,1.1411731
928-96-1,1.3624576
65405-77-8,1.0038915
2091-24-9,1.0555726
5910-85-0,0.9144881
17369-59-4,0.8983788
107-12-0,0.5318632
118-68-3,0.21209922
96-20-8,1.507222
3174-67-2,1.7481014
584-03-2,1.774496
56983-13-2,0.7817981
106-88-7,1.2521892
117-26-0,0.4012599
435-97-2,0.23718457
14845-06-8,0.36929825
512-16-3,0.55284053
12663-46-6,0.1591696
80834-51-1,0.06713714
66571-24-2,0.8683633
78-99-9,0.9997536
58-54-8,0.5480723
1146-95-8,0.3358546
42790-35-2,0.79444814
60270-84-0,0.7860746
89426-87-9,-0.5964636
5223-06-3,0.77346057
5408-74-2,0.702282
102268-15-5,1.1189711
536-33-4,0.63170326
14736-30-2,0.7872309
121518-45-4,0.61128753
27653-49-2,0.3774502
58-14-0,0.1619191
70-69-9,0.6545342
2295-58-1,0.9748874
63605-45-8,0.12985581
4940-11-8,1.082723
3781-28-0,0.16135396
89427-48-5,-0.5934481
709-98-8,0.74053377
13808-36-1,0.7464323
75764-58-8,-0.14132513
15301-48-1,0.3163161
79-09-4,1.408632
23495-12-7,1.2210795
103-56-0,1.1456347
122-63-4,1.2113992
1531-97-1,0.72412604
682-11-1,1.2243754
682-09-7,0.6305491
30499-70-8,0.665266
824-11-3,0.5399874
1005-93-2,-0.91458446
115-70-8,1.4921901
3819-07-6,0.7959319
7747-35-5,0.7105353
19882-03-2,0.19438194
6533-00-2,0.7050027
77-21-4,0.693301
77236-50-1,0.7095369
5556-57-0,0.7392387
50-19-1,0.6271714
125-33-7,0.48160553
50-06-6,0.27673873
57-30-7,0.2897869
56430-99-0,0.12953416
7689-03-4,0.1478759
7789-89-1,0.93334264
75-04-7,1.0934213
709-55-7,0.78177977
71130-60-4,0.09611519
5459-93-8,0.70562625
5465-00-9,0.92601866
58473-74-8,0.63252866
625-53-6,-0.055651918
139-94-6,0.42264664
89427-19-0,-0.60845566
4151-50-2,-0.12801787
107-29-9,0.5264319
5308-25-8,0.8959312
93106-60-6,0.36654606
139-87-7,1.4818373
100-74-3,0.9964494
538-07-8,-0.5488341
134-97-4,1.033048
23205-24-5,0.17636639
67658-42-8,-0.30393228
2687-91-4,1.1213428
92-50-2,0.6900699
92-49-9,0.21115403
1508-75-4,0.5692708
7081-53-0,-0.06622372
62924-70-3,-0.29856446
13256-23-0,0.48798698
82018-90-4,-0.16065282
2991-51-7,0.084469594
14698-29-4,0.50601023
51940-44-4,0.6413553
13256-13-8,0.45245227
20373-56-2,0.5724186
21590-92-1,0.3470509
63716-33-6,0.38581803
63744-48-9,0.26585734
132-32-1,0.41810533
128-53-0,1.0360817
86-35-1,0.69823265
34929-03-8,0.3767947
28657-80-9,0.5394725
32976-88-8,0.66296536
64-17-5,1.5716015
111-73-9,1.2732592
111-35-3,1.6250321
64050-15-3,1.230211
2141-62-0,1.3718499
110-80-5,1.6702455
111-90-0,1.6013612
112-50-5,1.5487216
64057-86-9,1.0523717
106-74-1,0.9328825
6012-83-5,0.49587268
122453-73-0,-0.217757
109-94-4,1.6402744
2979-26-2,1.412813
103-75-3,1.1631294
33210-54-7,0.39017716
33210-37-6,0.25947303
33235-81-3,0.2799804
33236-11-2,0.35034186
33235-92-6,0.24320151
33210-59-2,0.23953052
33235-90-4,0.11812652
4234-79-1,-0.3941284
638-07-3,0.42036614
101-97-3,1.2603695
14062-23-8,1.1169165
2122-70-5,1.1626546
27512-72-7,0.6534582
2949-22-6,0.75471157
21045-68-1,0.6638158
77501-90-7,0.5275634
623-51-8,0.6642307
637-56-9,0.8954514
23609-20-3,0.6008438
150-69-6,0.61013114
38160-03-1,0.5036904
19077-60-2,0.65851814
100-29-8,0.884786
93-18-5,1.112059
61361-59-9,-0.481722
66840-01-5,-0.021274677
60634-59-5,0.72324353
938-73-8,1.028987
80834-62-4,0.14442213
80834-63-5,0.1614794
80834-80-6,0.064876124
80834-59-9,0.10907835
80834-56-6,0.09494767
96222-01-4,0.33856073
46817-91-8,0.69521034
118-28-5,0.89713454
63716-32-5,0.19050711
42874-03-3,0.5321429
140-88-5,0.76905763
103-36-6,1.2625751
6048-06-2,0.8748422
14731-78-3,0.7506149
117666-88-3,0.65314186
117666-82-7,0.68467456
95266-40-3,0.6559031
97-81-4,0.9060971
4089-07-0,0.80952954
868-59-7,0.9230725
1187-46-8,0.4985755
121-39-1,1.1314222
548-00-5,0.26194367
9000-40-2,0.59914535
10029-04-6,1.1576104
7085-85-0,0.43420717
89-33-8,0.7871727
93-89-0,1.414483
94-09-7,1.10395
99-77-4,0.86060524
120-47-8,1.0715191
56974-61-9,0.5673384
87-25-2,1.1723907
19485-08-6,0.4919512
734-88-3,0.37415951
19688-04-1,0.756473
13915-60-1,0.71951973
126-12-5,-0.04712307
5794-23-0,0.43447015
2385-81-1,0.24207768
3691-78-9,0.10108938
510-15-6,0.79517204
51-79-6,1.2231891
13684-56-5,0.83441156
105774-14-9,0.14593145
75507-68-5,0.2809901
33400-47-4,0.42029756
25717-80-0,0.5015317
13945-53-4,0.81731236
2593-15-9,0.40146223
2521-01-9,0.6379968
16322-14-8,0.66316134
1097-57-0,0.46605024
541-41-3,0.50350803
59463-54-6,0.38696536
7495-45-6,0.993723
719-80-2,0.6358079
23510-39-6,0.5619299
2425-19-6,-1.2383505
13067-93-1,-0.7329651
2104-64-5,-0.60030437
1776-83-6,-0.36805153
1623-14-9,1.0987337
3309-67-9,-0.64980936
71363-61-6,-0.44239214
36519-00-3,-0.35211918
17109-49-8,-0.13639638
1498-51-7,0.47734466
7508-73-8,-0.6955754
1498-64-2,0.043882273
607-01-2,0.4910051
19133-28-9,-0.8981165
75-08-1,1.196811
18370-87-1,1.0059143
19594-18-4,0.24189556
32666-97-0,0.7071773
2212-67-1,0.60998714
513-12-2,1.0269136
594-44-5,0.53054684
74-96-4,0.8572591
10141-07-8,1.0624309
623-68-7,1.0259186
16491-24-0,1.2668297
60364-26-3,0.77421635
130-01-8,-0.49437222
480-54-6,-0.5401637
15503-86-3,-0.533875
25402-06-6,0.5088321
3016-19-1,1.4233917
121-20-0,0.10125495
81719-55-3,0.68337476
23726-91-2,1.1647944
102518-79-6,0.20196894
625-33-2,0.8509086
480-81-9,-0.48669592
16568-02-8,0.7566725
2883-98-9,0.9109662
15037-65-7,-0.11881512
93-16-3,1.1296237
97-54-1,1.1181251
120-11-6,0.9660617
4635-87-4,0.711197
964-82-9,0.45599547
142-83-6,0.9433146
1516-01-4,0.46009496
4076-62-4,0.72694016
637-50-3,1.3000451
120-58-1,1.0278789
13061-80-8,0.7043057
14861-06-4,0.8280298
590-21-6,0.7971344
16219-75-3,1.4015852
38233-76-0,1.0051346
88430-50-6,-0.3821963
75-05-8,0.5470888
2001-95-8,0.28650984
3922-90-5,-0.24132736
12750-79-7,-0.7028101
37280-56-1,0.03611575
25448-25-3,1.3290639
25103-12-2,1.4002606
23079-28-9,0.7591898
96513-83-6,0.24594112
3818-80-2,-1.0211891
2667-52-9,-0.55118495
3081-14-9,0.73892236
68880-55-7,0.2275236
123-17-1,1.3155336
60828-78-6,1.2956792
73747-29-2,0.61076987
303-45-7,0.5038885
25497-49-8,0.54983634
77855-81-3,-0.2820868
24365-47-7,0.668441
51356-22-0,-0.06636549
51356-10-6,-0.775841
26544-38-7,0.88463485
71108-02-6,-0.5592056
25265-77-4,1.2160134
50-14-6,-0.2757236
54573-75-0,-1.9204736
330-64-3,0.044984527
60244-70-4,-0.4728131
60244-66-8,-0.9185142
7492-32-2,0.2291441
50-34-0,-0.054999158
3700-96-7,0.030263307
3700-90-1,-0.12917504
60244-69-1,-0.33090115
143201-11-0,0.05219365
1610-18-0,0.880418
99559-84-9,-0.2699456
1445-75-6,0.8537824
27554-26-3,1.4957558
10086-50-7,1.2966919
63980-62-1,1.286626
110-96-3,0.6454165
29214-81-1,0.16234064
127-39-9,0.7495145
84-69-5,1.3033427
97-85-8,1.6213043
132299-20-8,1.3828728
38640-62-9,1.1382314
28178-42-9,0.9003678
94133-79-6,0.9859673
565-80-0,1.2259586
50847-11-5,0.6797691
97-72-3,1.4465048
108-18-9,0.7263355
2986-17-6,0.48726565
139-40-2,0.8255608
38588-65-7,0.75602126
96-80-0,0.9176018
66660-95-5,0.2767747
4261-68-1,0.26226917
2303-16-4,0.5820518
601-77-4,0.86227757
108-20-3,1.445697
7283-70-7,1.1750073
50512-35-1,0.5816627
59937-28-9,0.73215014
105-64-6,1.213799
1809-20-7,1.1879897
26087-47-8,-0.5748556
51356-07-1,-0.45413047
51356-16-2,-0.316485
10141-19-2,1.3814931
67786-25-8,0.8440272
371756-75-1,0.6523966
3773-49-7,0.081113346
108-62-3,1.2291973
68857-95-4,0.7231822
104987-11-3,0.04757303
51596-10-2,-0.46557903
10176-39-3,-1.3522425
42588-37-4,0.8853662
108-84-9,1.7284595
67306-03-0,0.45067868
30685-43-9,-1.3946846
15662-33-6,-0.5544356
20562-02-1,-1.0148914
71-63-6,-1.113233
20830-75-5,-1.4852628
41294-56-8,-0.94523335
57333-96-7,-2.1821814
17578-43-7,0.5959117
18470-09-2,0.18475032
550-53-8,0.4648454
56717-11-4,0.40211633
543-82-8,0.53400946
3081-01-4,0.63575006
7535-34-4,0.48964202
108-11-2,1.3260813
23436-19-3,1.3296126
89-80-5,1.2055216
66941-88-6,0.34600157
103-95-7,1.1964705
57144-56-6,0.5692329
64059-37-6,0.7651303
55636-92-5,0.4735412
42978-66-5,0.8627031
123-63-7,0.92515075
21259-20-1,-0.3057092
40580-61-8,0.3778031
964-52-3,0.059366893
121489-04-1,-0.24934374
30562-34-6,0.064879335
66085-59-4,0.49022824
78194-09-9,0.5908303
24353-58-0,0.6466464
489-84-9,1.078851
6223-35-4,0.9005899
17493-73-1,0.7872666
92671-67-5,0.5695298
113139-67-6,0.7569323
63982-52-5,-0.1081076
18659-45-5,-0.73114634
2752-71-8,-0.18646878
119-38-0,-0.4418729
72542-61-1,-0.65465236
78194-24-8,0.5111785
78194-42-0,0.691764
15037-62-4,0.030250086
75530-68-6,0.73421544
97-86-9,1.5691766
23684-11-9,1.1281271
110-12-3,1.2335639
3572-41-6,0.6007979
70318-55-7,0.5906002
70318-56-8,0.6382433
26544-20-7,0.67996573
81250-17-1,-0.035849582
123-92-2,1.6711807
110-19-0,1.5952542
99-86-5,1.4346589
542-08-5,1.4665934
99-87-6,1.3582289
535-77-3,1.4654948
89-83-8,0.93154335
22760-18-5,0.72609633
65765-07-3,0.41677517
499-75-2,0.95143193
2814-20-2,0.6210512
80176-21-2,0.61308336
55814-41-0,0.73013633
563-80-4,1.2796086
59230-57-8,1.3218001
39543-79-8,0.60198116
314-42-1,0.609719
123524-52-7,-0.35515422
6673-35-4,0.63486254
108-21-4,1.7239124
4212-94-6,0.6553374
12650-69-0,0.04530461
828-00-2,1.226552
68425-16-1,0.6254134
67239-26-3,0.46608493
40915-86-4,0.7077132
35256-85-0,0.8257101
19666-30-9,0.039831933
129909-90-6,0.448659
71108-05-9,-1.3462527
71108-06-0,-1.1245147
111038-42-7,0.03506888
13254-34-7,1.2194563
3445-42-9,1.0991391
14860-89-0,1.0976118
26762-93-6,0.8197377
36011-19-5,-0.37036848
33160-78-0,-1.6647727
154619-51-9,-1.1552426
69915-63-5,0.7574623
581-12-4,0.6650835
470-67-7,1.1725717
512-85-6,0.9232717
63968-64-9,0.15411073
13613-99-5,-0.17214541
3035-45-8,0.7009376
1014-69-3,0.5460343
64-00-6,-0.021871507
2752-81-0,-0.26390517
2631-40-5,-0.06525191
114-26-1,-0.19178464
366-70-1,0.41407117
54266-83-0,-0.4958736
106293-84-9,-0.5867592
73115-70-5,-0.28986582
2315-43-7,0.47768572
1505-95-9,-0.28353232
996-35-0,0.5440528
3938-45-2,0.028411184
24730-10-7,-0.7382615
54270-10-9,0.55579126
18952-79-9,-0.2420372
26328-00-7,0.61414397
69788-41-6,0.2978922
97887-77-9,0.36033165
6659-45-6,-0.42648938
22343-07-3,-0.4012417
64249-01-0,-0.21942501
14211-01-9,-0.21039824
36614-38-7,-0.84636545
19645-42-2,-0.4744648
79985-91-4,-0.51706403
71617-10-2,1.0458276
3567-08-6,0.64359206
17959-11-4,0.5877806
404-86-4,0.81374985
111038-37-0,0.35324875
72739-69-6,0.5171876
23485-79-2,-0.7655541
24353-61-5,0.0006405284
13955-12-9,-1.1862704
15863-65-7,-0.6531087
14358-50-0,0.5990556
24017-18-3,-0.7688731
6838-93-3,0.6603243
107-44-8,-0.13204247
71048-99-2,1.0211854
959-24-0,0.57858795
1330-61-6,1.30572
26544-23-0,0.91110754
27013-89-4,1.0775281
25168-26-7,0.47190654
25103-09-7,0.94746655
646-07-1,1.3719884
41764-14-1,0.7051266
110-45-2,1.5133771
94-46-2,1.3626921
87-20-7,0.97558117
928-70-1,0.73000294
590-86-3,1.4460549
1553-60-2,1.0397094
72221-66-0,0.637647
93-19-6,0.6565199
503-74-2,1.425152
140-26-1,1.3002652
2835-39-4,1.1619536
78-81-9,0.7320247
33207-44-2,0.4720892
371-44-8,-0.2195295
52102-44-0,0.78973067
30979-48-7,0.9805943
13887-57-5,0.6705736
78-83-1,1.2633085
4439-24-1,1.3784214
51550-64-2,0.4225856
105-01-1,0.9835808
1713-15-1,0.43671137
106-63-8,1.0351393
120-50-3,1.2209262
87-19-4,0.97068024
27442-58-6,-0.12560503
513-44-0,1.3941171
4621-04-9,1.2095038
34131-99-2,1.111349
528-92-7,0.8138131
70124-77-5,0.36736405
66827-38-1,0.19890298
7407-66-1,0.6928457
496-67-3,0.54712546
565-74-2,0.7373933
64047-48-9,0.7992764
91132-80-8,0.7647762
68683-20-5,1.2091465
4395-92-0,1.3548898
536-60-7,1.1262155
13816-33-6,1.0247983
31027-31-3,0.99848443
17959-33-0,0.13570257
1333-53-5,0.7544295
643-28-7,0.6981494
13311-84-7,0.055339392
80-34-2,0.6508614
79-31-2,1.4104809
103-48-0,1.4119325
103-28-6,1.2895237
1532-00-9,0.75536805
56425-91-3,0.008384089
73681-12-6,0.17886434
21738-42-1,0.37536186
63659-19-8,0.7470944
29122-68-7,0.73334706
59333-90-3,0.40471122
86247-86-1,0.722417
81486-22-8,0.3748642
586-06-1,0.5711715
5588-22-7,0.41184932
14334-41-9,0.453077
31802-16-1,0.3349036
768-52-5,0.76478416
101-72-4,0.5769653
2210-25-5,0.7929426
637-32-1,0.45886472
22936-86-3,0.7154072
36734-19-7,0.6726363
63884-40-2,0.8120567
3544-35-2,0.4246083
54-92-2,0.63425875
35944-83-3,-0.017477661
2030-63-9,0.35083193
58934-46-6,0.45101008
3772-26-7,0.9821311
142459-58-3,0.34725198
1918-16-7,0.61133456
98410-36-7,0.38607264
25057-89-0,0.68274605
79-46-9,0.40991384
67-63-0,1.6356196
4016-14-2,1.4046412
93-78-7,0.5923678
83656-29-5,0.49466783
29026-74-2,0.7667232
38753-50-3,0.66179997
939-48-0,1.3657353
68334-67-8,0.6013978
5836-10-2,0.63254607
122-42-9,0.94245005
108-23-6,0.6042484
1714-03-0,-0.78879964
1713-97-9,-0.78051716
24441-57-4,-0.777443
4095-32-3,0.5608845
500-38-9,0.68667537
106-55-8,0.8478234
61477-94-9,0.41322052
98459-18-8,0.21528457
7652-64-4,0.6911606
2935-44-6,1.6638379
110-97-4,1.5958203
110-98-5,1.5565891
25322-69-4,1.7888802
25136-55-4,1.5289942
1073-79-6,1.3820561
141-91-3,1.0813464
1593-77-7,0.4719817
10140-90-6,-0.19668284
108-60-1,0.39129144
57472-68-1,0.8024837
27138-31-4,1.2746513
13275-18-8,1.077455
14663-72-0,-0.7702003
579-56-6,0.67723006
7681-93-8,-0.8023024
6280-75-7,0.39772353
93-96-9,1.1138225
4351-70-6,0.118496954
21145-77-7,0.7168161
359-83-1,-0.0099898
123298-28-2,0.6069123
57646-30-7,0.74998254
105-85-1,1.5210402
8000-29-1,1.4090344
51566-62-2,1.0547047
502-47-6,1.3252959
16409-43-1,1.4166343
36798-79-5,0.51469505
111479-05-1,0.69555974
5370-01-4,0.52534336
40766-31-2,1.1651312
95719-24-7,1.034424
58430-94-7,1.4539318
77-54-3,0.9459524
5634-42-4,0.4520624
80449-58-7,1.1588986
2885-39-4,0.14891057
34681-10-2,-0.6819214
1477-79-8,0.18282886
62-51-1,1.0232475
108-65-6,1.595348
23541-50-6,-1.2160287
63170-60-5,-0.15402523
27813-02-1,0.86467385
3644-61-9,0.33423856
22683-78-9,0.38183627
60789-89-1,0.5176026
10402-52-5,1.3343065
40552-84-9,1.0481186
143692-40-4,0.36213908
1331-12-0,1.4975748
72619-44-4,0.23318034
68683-30-7,0.6564219
57852-57-0,-0.79091245
39472-31-6,-0.95800763
6731-36-8,1.1756488
33704-61-9,1.356213
91-51-0,0.43964043
3302-10-1,1.1990899
71500-37-3,1.1979283
80-54-6,1.1909137
12002-53-8,0.78705543
140-57-8,0.61975825
57018-52-7,1.2658508
60560-33-0,0.27414066
32222-06-3,-1.9868363
93503-00-5,-1.7877514
1845-38-1,0.9817725
456-59-7,0.5987627
53445-37-7,0.81224144
18479-58-8,0.9948679
21564-62-5,0.42334914
