CASRN,EPA_RF_ecfp6bits-1,EPA_RF_ecfp6bits-2,EPA_RF_ecfp6bits-3,EPA_RF_ecfp6bits-4
7231-31-4,0.05558931886370626,0.2640869418329063,0.5757887649750285,0.10453497432835893
51-52-5,0.07400567946481547,0.17396299950855276,0.6392252223426973,0.11280609868393425
14222-60-7,0.08912914408315677,0.2025234793937494,0.625091366018384,0.08325601050471028
75464-11-8,0.04358363435786285,0.23341493218718892,0.5680998581422106,0.15490157531273835
151327-12-7,0.008482431399394497,0.8889895284420879,0.0808525335750851,0.021675506583432428
151327-04-7,0.008896477572314506,0.9101452925591678,0.05701585469765179,0.02394237517086605
151327-11-6,0.011236793689970256,0.9001035610854828,0.06305423941805885,0.025605405806488846
151327-07-0,0.008580794171849029,0.8681827928415148,0.0960987476545608,0.027137665332075688
168152-96-3,0.03818089487440903,0.2950755889457088,0.4960736305125865,0.17066988566729588
168152-92-9,0.007362744907189304,0.7574582578443076,0.19939845506846587,0.03578054218003677
168152-72-5,0.003680407659280909,0.916308225486084,0.06307230949525446,0.016939057359380626
168152-66-7,0.0004963878713878714,0.9913565694189502,0.006853837574625479,0.0012932051350366962
168152-81-6,0.026496270652148463,0.6833758968262214,0.21095689057949824,0.0791709419421318
168152-80-5,0.022668776373744558,0.6900534688760331,0.20265396973836472,0.08462378501185729
168152-67-8,0.022842149523121236,0.8371101091190979,0.11809463255003474,0.021953108807746542
168152-84-9,0.006387805103723083,0.8904792420924591,0.08362849573619578,0.019504457067622726
168152-76-9,0.0011345199190787426,0.9803885299143726,0.01376027034893076,0.004716679817618149
168152-71-4,0.03281347830279645,0.4053538085244658,0.42899670017328434,0.13283601299945375
1688-71-7,0.028447001102816262,0.31909036649409706,0.5770205300996596,0.07544210230342863
97392-14-8,0.024095132096928793,0.4857881724147397,0.45125897173647794,0.03885772375185358
70735-85-2,0.029447456662800665,0.13094759289828173,0.7160811109315404,0.12352383950737779
63233-46-5,0.02572611613295424,0.602745442830436,0.27681269523083213,0.09471574580577785
2051-78-7,0.01019750879163567,0.2960597148553011,0.4481087161826914,0.24563406017037126
103-37-7,0.016399757426990222,0.08060316843307923,0.6265314705297294,0.27646560361020095
123-20-6,0.018142128855163888,0.13862641020688315,0.3985028853092984,0.44472857562865425
36597-90-7,0.056944880488826885,0.21693865182085192,0.41286062454087497,0.31325584314944654
107-10-8,0.03658976173844121,0.2841887101931638,0.5740518128043534,0.10516971526404163
125055-68-7,0.019267987351511192,0.6037795094373956,0.2796291126047553,0.09732339060633766
94-20-2,0.019008796907304372,0.12655001428701948,0.7670644345832225,0.08737675422245426
13887-60-0,0.011261953000448306,0.06017383647501765,0.8556181834110148,0.07294602711351929
73941-13-6,0.04033055516448739,0.21826746565181618,0.6424064733628608,0.09899550582083498
27050-40-4,0.04761118839938992,0.23490108698807,0.5972404324584066,0.12024729215413343
33245-39-5,0.18516805545377155,0.19689405056295922,0.3916309583372641,0.22630693564600513
26399-36-0,0.058734813002872525,0.1148193462523328,0.5732701050352033,0.2531757357095907
64057-89-2,0.03283539645762425,0.4386718629994064,0.47181638323753267,0.05667635730543804
4634-51-9,0.8445653183833471,0.041323259209009276,0.07908376390954963,0.035027658498092924
41078-02-8,0.07211532366938692,0.18664926111888225,0.5788756530701484,0.16235976214158188
816-57-9,0.04965883033336948,0.2070018080184385,0.5958996670715344,0.1474396945766576
2807-30-9,0.010347813513015211,0.09227996813175098,0.4495002312326677,0.44787198712256554
110-74-7,0.029250820169968023,0.1259149119626082,0.5861581571344898,0.2586761107329344
33235-97-1,0.022524427174967807,0.611980183031055,0.32827781967835473,0.037217570115621657
33236-21-4,0.03356197797863391,0.3405836829919296,0.5769082774416838,0.048946061587751825
52709-86-1,0.033556695494007985,0.10147686950185182,0.4819175046074297,0.3830489303967109
142770-42-1,0.0633636053591629,0.15827985644122577,0.5947212832617325,0.1836352549378787
34614-30-7,0.01188479527474373,0.04535267180913977,0.8969194628640066,0.045843070052110385
627-12-3,0.04397352598336922,0.1009444052756226,0.648383173011153,0.2066988957298564
83395-30-6,0.035066166464960205,0.09669128507523482,0.5356815546001343,0.3325609938596705
1713-98-0,0.30482074032460055,0.5608710718981046,0.10636119616570633,0.027946991611588586
18705-22-1,0.10221991102654361,0.2897116960225442,0.4666756244762133,0.14139276847469856
64050-66-4,0.38692290133399243,0.28052590604587774,0.27703895887329716,0.05551223374683246
107-03-9,0.039782620241454236,0.24293960615688764,0.5734148610566515,0.1438629125450066
49828-25-3,0.04480615417641578,0.1702639661597421,0.6064026370658936,0.1785272425979484
13889-92-4,0.06129256966773651,0.227268442662932,0.596727143117652,0.1147118445516795
38827-35-9,0.04743209179501228,0.19389020261181164,0.5621597611172982,0.1965179444758777
918504-27-5,0.05650073361930347,0.13426479248609618,0.6345304473066641,0.1747040265879361
1262985-23-8,0.05423973632207991,0.17351004912020965,0.5504299701145405,0.22182024444317036
1103234-56-5,0.03948650157852569,0.1064292715910241,0.6847024411746326,0.16938178565581802
540-54-5,0.14816809960834837,0.32210102320218176,0.4136296611912241,0.11610121599824565
68526-56-7,0.09584723621107501,0.2274941118935086,0.38585705942784565,0.29080159246757037
928-96-1,0.027488149155363753,0.08266633258649633,0.5361785475934303,0.35366697066470937
33467-73-1,0.050948607710190635,0.20272037345561003,0.4375954473172544,0.3087355715169453
42436-07-7,0.06062643614445818,0.0469441066268601,0.27715518367652686,0.6152742735521541
65405-77-8,0.01573178250756178,0.06538232490395184,0.6553440239652555,0.26354186862323176
24880-45-3,0.01831838159767202,0.06545729891615544,0.39525283836167635,0.5209714811244959
2091-24-9,0.031711201282251716,0.11144141753885392,0.4787439908263462,0.378103390352548
5910-85-0,0.045815918465060106,0.21073847323126219,0.45119242452349634,0.2922531837801813
17369-59-4,0.02733121614251693,0.13329047621884904,0.6592049524485353,0.1801733551900991
107-12-0,0.102096987237048,0.3180370959336821,0.49009439279831923,0.08977152403095101
118-68-3,0.040024963119499005,0.25351937242508255,0.6018177833274125,0.10463788112800618
96-20-8,0.025656031782188702,0.11540568365665745,0.605557415079459,0.25338086948169414
3174-67-2,0.020050646136072665,0.07879272635001404,0.5278316072618364,0.3733250202520767
584-03-2,0.04725934301308916,0.07999959965528018,0.5836017169991957,0.2891393403324364
695-06-7,0.030089674325284557,0.10770360984792612,0.5799500023467594,0.2822567134800301
56983-13-2,0.04059213223701733,0.1833257090074441,0.6338288767805601,0.14225328197497839
4437-85-8,0.056080371155428556,0.21660536600578054,0.5100310962119323,0.2172831666268585
98519-44-9,0.011975740711863333,0.03604069636884892,0.9226942072236768,0.029289355695611495
98518-99-1,0.0008642521326568908,0.004672165575073077,0.991486125472687,0.002977456819583062
98532-66-2,0.0041800286809696744,0.014598014154451866,0.9736740179593001,0.007547939205278855
106-88-7,0.060688862146008264,0.25305017819044817,0.5157227641701666,0.1705381954933764
65-14-5,0.05557956660125125,0.19507347453010385,0.6505677453829299,0.09877921348571558
117-26-0,0.029757774051392502,0.25017096951284673,0.5895110901286867,0.13056016630707445
435-97-2,0.14908037663094356,0.33317671952375866,0.43100960875952904,0.08673329508576881
90-49-3,0.03104103391656261,0.1264658644980071,0.7226677925164152,0.11982530906901592
14845-06-8,0.02739623908273582,0.27993976451238367,0.6212117011846727,0.07145229522020904
512-16-3,0.05812452582012512,0.1515943030709861,0.587401389873975,0.20287978123491404
12663-46-6,0.07281527746312175,0.22800271130998412,0.5143270656879257,0.1848549455389682
80834-51-1,0.06177789691754771,0.2754942062215408,0.5010751368661809,0.16165275999473097
113614-08-7,0.06105138950693501,0.24082980072468532,0.531334958902659,0.1667838508657207
1824-58-4,0.034529330241147856,0.10506264141109216,0.5290988894810139,0.33130913886674535
66571-24-2,0.03123126363266562,0.15845076661735244,0.7057628144553248,0.10455515529465803
34314-31-3,0.041723892151784105,0.19385239944169128,0.6369433439596857,0.12748036444683974
78-99-9,0.0393591754047374,0.2636958411752468,0.5665853836540555,0.13035959976595957
58-54-8,0.06571122820092412,0.16153990676820884,0.596326141234388,0.17642272379647894
1146-95-8,0.03331985386957658,0.19796326878749843,0.6581696853755845,0.11054719196734099
42790-35-2,0.050591040898757406,0.16851252387683197,0.6653652017782711,0.11553123344613958
60270-84-0,0.03234643837074804,0.1297319720467788,0.6341595856022619,0.20376200398021066
89426-87-9,0.4965928801109953,0.3613335102745748,0.1191688551367765,0.02290475447765366
5223-06-3,0.016349648007328837,0.11666194307093032,0.7590751432463259,0.10791326567541555
5408-74-2,0.030240148990943263,0.22702355202547342,0.6394763523569675,0.10325994662661599
102268-15-5,0.03197965720114153,0.11090678246420237,0.6572362192213107,0.1998773411133457
536-33-4,0.09345846488929732,0.2098219244231816,0.6286002110045876,0.06811939968293455
14736-30-2,0.03582829816484583,0.17974252154846862,0.6838461756789291,0.10058300460775643
121518-45-4,0.03394917575862579,0.18618549365978482,0.636898804396926,0.14296652618466357
27653-49-2,0.026452770631624177,0.43536813437638017,0.4210283749767087,0.1171507200152872
58-14-0,0.026890451797129504,0.4325407991804264,0.4322482831394283,0.10832046588301611
149979-41-9,0.06063423642584967,0.19239861372921727,0.5465051739545967,0.2004619758903354
168152-88-3,0.001968918735585402,0.964631989163493,0.02458173955151004,0.008817352549411371
127277-53-6,0.04067945490310336,0.12268582810401758,0.6066119075299864,0.23002280946289236
70-69-9,0.018280442412261802,0.270214105558597,0.6146851046783179,0.0968203473508238
2295-58-1,0.06376138036637452,0.17164378537039976,0.5940258435114042,0.17056899075182294
63605-45-8,0.04830821164034802,0.23281884663066674,0.6024079940149,0.11646494771408544
4940-11-8,0.038133048419596735,0.14583909580512527,0.6923191370565543,0.12370871871872403
1477-19-6,0.026672772795912635,0.2690436229432681,0.580729110783607,0.12355449347721208
3781-28-0,0.025491880027605673,0.44271801331658767,0.45462423658036427,0.07716587007544186
106006-84-2,0.028456022970664154,0.13706296408423127,0.6959796107832735,0.13850140216183154
89427-48-5,0.5964740138213226,0.2264988318808712,0.12773639499660625,0.04929075930120004
709-98-8,0.024863332398131707,0.17249914442792286,0.6869374090698575,0.11570011410408867
13808-36-1,0.032259465021654915,0.19267052057195114,0.625385351085723,0.14968466332067132
75764-58-8,0.056827335143543926,0.24848699318392073,0.5308097783892147,0.16387589328332128
15301-48-1,0.041372999473732276,0.30854649391027156,0.528221983845422,0.12185852277057498
79-09-4,0.042473225263407355,0.11676285479057946,0.6421544778291662,0.19860944211684683
23495-12-7,0.018336092164012226,0.07390556841208411,0.5790717912487471,0.32868654817515597
103-56-0,0.011961955448201488,0.07524760190819503,0.7315791803111662,0.1812112623324373
122-63-4,0.016230151539269128,0.07745839885954241,0.6105059049954125,0.29580554460577607
1531-97-1,0.019156972104167457,0.09747072702526532,0.5702472413672884,0.3131250595032788
17511-60-3,0.038512200937960823,0.14489270301338528,0.5401276358937506,0.27646746015490287
682-11-1,0.024396335323220886,0.15464380553777068,0.3921203935798502,0.42883946555915803
682-09-7,0.021334339832117872,0.15788699428673783,0.6769827716159026,0.14379589426524161
5187-23-5,0.043948274720193525,0.09913211903628738,0.6297792060288365,0.22714040021468204
3047-32-3,0.044057092256501174,0.09523426505746045,0.6192718611436288,0.241436781542409
30499-70-8,0.03803255913711497,0.17702500256179166,0.6238108761881755,0.16113156211291765
66492-51-1,0.029112560354420437,0.21595757676939298,0.5196730642843868,0.23525679859179977
824-11-3,0.03981345457365858,0.2250067688128094,0.5577813710137084,0.177398405599825
1005-93-2,0.07729584667058573,0.26851218325378956,0.5318516329039557,0.12234033717166945
10097-02-6,0.026266201098769367,0.150904386746405,0.5832077837192963,0.239621628435529
115-70-8,0.030427944241046306,0.12035270136454863,0.5595121946663331,0.28970715972807237
3819-07-6,0.04498082255628348,0.15897146542327106,0.6049128969502926,0.1911348150701528
7747-35-5,0.04020957585566769,0.1994478423929997,0.6368383170286785,0.12350426472265474
19882-03-2,0.04034015382123164,0.16201949734671708,0.6211024577157097,0.17653789111634213
6533-00-2,0.06059395815945777,0.15143881416430233,0.3841772576337203,0.4037899700425194
77-21-4,0.025570849661978624,0.13028979855324105,0.7241299872663031,0.12000936451847707
77236-50-1,0.036909861501263304,0.2163177007471218,0.6562704564659428,0.09050198128567223
5556-57-0,0.027623265005584482,0.19228233847880438,0.6619108514716534,0.11818354504395734
50-19-1,0.038710658050994474,0.1257676336802078,0.6465318772104997,0.18898983105829845
509-86-4,0.08973191442802933,0.3091936616302311,0.38977349178004966,0.21130093216168985
125-33-7,0.029250925249979118,0.2135822225767061,0.6343833048101789,0.122783547363136
50-06-6,0.03742117215562228,0.16828240661683627,0.526962219575404,0.26733420165213767
57-30-7,0.03293193698286499,0.2832022309883363,0.5409105726375907,0.1429552593912081
61837-66-9,0.02743437050624292,0.13712982105068103,0.454251407672565,0.3811844007705109
74697-48-6,0.04256775870530044,0.18781720786313277,0.4760849208488974,0.29353011258266853
56430-99-0,0.03572496247275096,0.1694324721130186,0.6683399979571174,0.1265025674571137
7689-03-4,0.0602489648500283,0.19985029404923296,0.5226302004807348,0.2172705406200039
7789-89-1,0.04979886595499507,0.2751639986096889,0.5562053985837638,0.11883173685155238
75-04-7,0.04126580765192052,0.28866828411322853,0.567926759029692,0.10213914920516005
709-55-7,0.03504713021655349,0.33953190951217355,0.5031502222940591,0.12227073797721462
71130-60-4,0.15091604593847613,0.1427241205074429,0.5807957711405279,0.12556406241355267
5459-93-8,0.03530489877159652,0.25380923692242385,0.5094449927755923,0.20144087153038784
85697-07-0,0.03408370738759049,0.13603868034627792,0.7001713672621245,0.12970624500400596
5465-00-9,0.0371671031311129,0.14791593613080198,0.6817168373738788,0.13320012336420667
58473-74-8,0.03306873236393542,0.15413553094501872,0.669492992668095,0.14330274402295085
625-53-6,0.25172655903113766,0.22328981328195058,0.45805348197203216,0.0669301457148801
71475-35-9,0.03216151197518874,0.1909495638372739,0.6353474777843073,0.14154144640323063
139-94-6,0.039481096950492435,0.3254163604319121,0.4636000443095011,0.17150249830809436
68228-19-3,0.02996917776915628,0.13793057236691028,0.644069030035464,0.1880312198284698
89427-19-0,0.5309054669261972,0.24371361932440963,0.15666705599669248,0.06871385775269943
4151-50-2,0.05868770283987783,0.3911642476882206,0.41393556247046004,0.13621248700144123
107-29-9,0.03988546044027083,0.2665768336420096,0.5822109705802726,0.11132673533744711
5308-25-8,0.08063957628481937,0.27867000603575376,0.5590188314630365,0.08167158621639029
93106-60-6,0.022673757347231156,0.09849539124202181,0.7678849544781319,0.1109458969326156
139-87-7,0.02622431834203083,0.09998470344114078,0.6639464377309809,0.20984454048584736
100-74-3,0.031915702084930705,0.23278022580161833,0.6109098221450708,0.12439424996837985
538-07-8,0.21207844015452512,0.352107690342025,0.3861231940001193,0.04969067550333059
134-97-4,0.04860898255657645,0.14061599137305836,0.653439974619721,0.1573350514506439
23205-24-5,0.10266980953466248,0.2413666105431119,0.4617544037902004,0.19420917613202515
67658-42-8,0.10095202143430405,0.327197730745928,0.435116034700458,0.13673421311931033
2687-91-4,0.03248781916275525,0.15010957169933045,0.600608420863283,0.21679418827463026
92-50-2,0.04320477839431682,0.12662716102540722,0.7393905327459658,0.09077752783431059
92-49-9,0.10282483606003712,0.21959229885378326,0.5959963195145859,0.08158654557159353
1508-75-4,0.052503757117156144,0.1884450962814633,0.6025614747608408,0.15648967184053922
7081-53-0,0.04557807255467657,0.2576306244306503,0.5605746617326478,0.13621664128202607
62924-70-3,0.05921635927787851,0.2129362693763575,0.5319063639417707,0.1959410074039926
13147-25-6,0.03425717230846964,0.186366243835379,0.6058792770137875,0.17349730684236356
13256-23-0,0.04045684516666816,0.2748177244070892,0.6013330392906944,0.0833923911355487
82018-90-4,0.06601118287291138,0.40787478629290197,0.3803470761884511,0.1457669546457351
2991-51-7,0.0565365165692164,0.2273089954785605,0.5262078410368853,0.1899466469153384
70458-96-7,0.03044784859709172,0.12466284197641703,0.6009595367084805,0.2439297727180109
14698-29-4,0.0403757887762972,0.12192666749026301,0.6558006097992692,0.1818969339341702
51940-44-4,0.04425029130640795,0.12578739575224285,0.6761540182420781,0.15380829469927126
19562-30-2,0.04084710473452822,0.13081915856389698,0.6654244604995215,0.16290927620205317
13256-13-8,0.058225673664237705,0.304823393811283,0.5276621945527853,0.10928873797169485
80472-85-1,0.022013993641883875,0.18761060384027203,0.6803250504946579,0.11005035202318587
20373-56-2,0.04515766292488777,0.21082670265983625,0.6286592475396465,0.11535638687562841
62899-75-6,0.05603462524943583,0.2426946918148029,0.5899054816708499,0.1113652012649114
21590-92-1,0.03429896418784022,0.2233371870631486,0.5629251529747962,0.179438695774215
63716-33-6,0.041298584800518505,0.396735297036769,0.47845503022854713,0.08351108793416588
78467-49-9,0.019557501061547286,0.07696324747838543,0.8409713223182216,0.06250792914184636
63744-48-9,0.0376248815681651,0.2844051144233115,0.604146553690284,0.07382345031823913
86-28-2,0.04373321101114282,0.34957499925970537,0.5423786622926469,0.06431312743650543
132-32-1,0.029971885106820216,0.5793161951457422,0.2575876703448928,0.13312424940254453
128-53-0,0.03663440540776851,0.14544185623980613,0.6721225329672464,0.14580120538517816
86-35-1,0.04214833915889184,0.19050019097169388,0.6015769450630687,0.1657745248063454
34929-03-8,0.02236426157266861,0.1747836058815094,0.6828900284066491,0.11996210413917305
28657-80-9,0.033909388815919025,0.13390018873499002,0.6450873911472509,0.18710303130184117
32976-88-8,0.05744883556386408,0.283194895606942,0.5401172715932737,0.11923899723592099
3784-99-4,0.050212944009405826,0.27467572520579475,0.53519292673136,0.13991840405344033
1239-45-8,0.038573541064183696,0.3502012514259621,0.5308374536265886,0.080387753883266
64-17-5,0.022885380199099824,0.10352724260641026,0.6689240001765238,0.20466337701796566
111-73-9,0.009067637318480412,0.0608562390802909,0.5190208299741548,0.4110552936270732
111-35-3,0.009551712052651422,0.06998339503189877,0.6721304569965123,0.24833443591893764
64050-15-3,0.017519243914311953,0.12197589732699644,0.4751136127740313,0.3853912459846603
2141-62-0,0.029315918948166958,0.0957727750119461,0.7299277440053794,0.14498356203450766
110-80-5,0.014384993908336247,0.0807594051566464,0.49867493380727274,0.4061806671277454
111-90-0,0.008786625224200116,0.03938961727106445,0.49178317582041625,0.4600405816843194
112-50-5,0.008786625224200116,0.03938961727106445,0.49178317582041625,0.4600405816843194
64057-86-9,0.025569652774927818,0.14743052899226675,0.6243705591238417,0.2026292591089635
106-74-1,0.007501036823076607,0.37468960302259136,0.4815583118381994,0.13625104831613313
98519-29-0,0.006740703379522915,0.03733180514711253,0.9262961179372527,0.029631373536111887
6012-83-5,0.02146998653324445,0.19763489595043807,0.6450714427166846,0.1358236747996324
122453-73-0,0.0661948761023559,0.2316357785606886,0.51753626214245,0.18463308319450578
58567-11-6,0.041184654223514416,0.11177951483947555,0.5160439797664764,0.33099185117053426
109-94-4,0.03370555975282413,0.15500178518573948,0.6361594094272518,0.17513324563418495
2979-26-2,0.0320209731827267,0.0895375358438759,0.5978937411537214,0.28054774981967595
103-75-3,0.03464439616830092,0.13892482360642963,0.6397338247210589,0.18669695550421148
10310-32-4,0.050560961134302154,0.1889658262751066,0.528153333409671,0.23231987918092034
33210-54-7,0.02356461073802879,0.3375902101985534,0.6125900958778222,0.026255083185593997
33210-37-6,0.033262703686592544,0.5526915028551033,0.3731896159753871,0.0408561774829177
33235-81-3,0.014562110332400681,0.49249434037996864,0.47836596494273886,0.014577584344892265
33236-11-2,0.02813761583952476,0.2928819519242945,0.565668463115487,0.11331196912069405
33235-92-6,0.019852769069284744,0.37331120346031094,0.5710165474737078,0.035819479996695526
33210-59-2,0.020203207586983355,0.48822398041603565,0.4533057089153583,0.03826710308162364
33235-90-4,0.035014719543187224,0.3282656317652946,0.593026165318937,0.04369348337257994
4234-79-1,0.027453004023092538,0.18381755999093616,0.3181088099959745,0.4706206259899957
64037-28-1,0.033498272507030864,0.16014277735680812,0.5606207900604548,0.24573816007570656
105-56-6,0.044878104212567924,0.20415234462056941,0.5303793320409589,0.2205902191259031
638-07-3,0.07622952465168055,0.3271245979660752,0.4064430677856748,0.1902028095965693
101-97-3,0.017887119228859577,0.08991514608014213,0.40508608325957424,0.48711165143142443
14062-23-8,0.08085908387949652,0.0682362431896779,0.6324621663851772,0.21844250654564795
2122-70-5,0.018905492773173653,0.10482491292257674,0.730937163808405,0.14533243049584496
27512-72-7,0.028254132404679843,0.1291946336244047,0.6760408316157726,0.16651040235514325
2949-22-6,0.03952624262973698,0.235405178172077,0.47725311432972806,0.24781546486845782
25059-80-7,0.035336377160760706,0.12875927062508621,0.6826111793182761,0.15329317289587754
119-41-5,0.03204205378479361,0.12819715987208172,0.5823882067324941,0.2573725796106304
21045-68-1,0.02095077723312532,0.18201631261545448,0.4980781853785617,0.2989547247728589
34580-65-9,0.012982338604214907,0.0768683424360187,0.782134866126781,0.12801445283298457
77501-90-7,0.049966407918609,0.1218150170312851,0.5099494750740148,0.3182690999760899
623-51-8,0.028238310832696803,0.3527828471487957,0.3958841707416762,0.22309467127683072
63935-38-6,0.02877393608558811,0.4466206977479172,0.34386084241813325,0.18074452374836072
637-56-9,0.02114739920724112,0.23324027339456666,0.6718336630196247,0.07377866437856759
23609-20-3,0.03288312360696594,0.12120387310680655,0.69769105096808,0.14822195231814791
150-69-6,0.027126774296551266,0.1113050104128192,0.7205205736119347,0.14104764167869488
38160-03-1,0.03726164795291916,0.24253174427525365,0.5567257149655007,0.16348089280632652
19077-60-2,0.02983788700207995,0.2245790224682726,0.5899148335604193,0.15566825696922926
100-29-8,0.04974267033874738,0.10591116028549152,0.6544218438545129,0.1899243255212488
88599-72-8,0.01545054221410851,0.05194062250820076,0.8746663440228738,0.05794249125481738
93-18-5,0.02032475965899322,0.10662543145476658,0.7448803064548684,0.12816950243137096
61361-59-9,0.3068250303758649,0.12299503239683891,0.4549248036140572,0.11525513361323951
66840-01-5,0.2980815489018384,0.18822540580748073,0.4133693828830297,0.10032366240765181
60634-59-5,0.020803227480888354,0.09814632097247604,0.6607536739167615,0.22029677762987337
18637-00-8,0.028330118365625524,0.11860972175319828,0.755435507306297,0.09762465257487903
938-73-8,0.02029234116955359,0.15599325799547886,0.6596639799266925,0.16405042090827512
80834-62-4,0.015066866786971353,0.7588271402992546,0.15080868692444668,0.07529730598932696
80834-63-5,0.011975749665408618,0.7896392845660088,0.13655895410034932,0.06182601166823263
80834-80-6,0.06581525606188289,0.3919506046093864,0.4066146308674579,0.13561950846127255
80834-59-9,0.01940189660372091,0.8363813981459013,0.09674398163048488,0.04747272361989395
80834-56-6,0.01098623766626446,0.8776272448726637,0.0775495544170238,0.03383696304404746
96222-01-4,0.028959776158837353,0.20603560845220617,0.6321813214264749,0.1328232939624816
46817-91-8,0.03317669863024104,0.15971881119718562,0.722729189038009,0.08437530113456546
118-28-5,0.046850144729099576,0.062434626821936,0.4575148501838039,0.43320037826516006
63716-32-5,0.04454827578458681,0.1930799149333203,0.6146377072691385,0.14773410201295498
42874-03-3,0.036793947361351345,0.12285863421333251,0.6654729793244133,0.17487443910090308
140-88-5,0.02130500693450625,0.28416311363084096,0.48708756194404024,0.2074443174906126
103-36-6,0.014732107372734192,0.05117076138447675,0.7356869628980082,0.19841016834478065
6048-06-2,0.014639490158489522,0.08745294738320525,0.7336906312065254,0.16421693125178088
14731-78-3,0.021226698757312486,0.12567717617916757,0.6826330040016442,0.1704631210618761
117666-88-3,0.05616566125737665,0.11152986641426602,0.7219024757813043,0.11040199654705414
117666-82-7,0.044679288231305216,0.09997232019092922,0.7923514982218484,0.06299689335591878
95266-40-3,0.021974312313353096,0.09865423477428444,0.6218974299921425,0.2574740229202199
97-81-4,0.03871118576473331,0.13184719842720047,0.5320894206661775,0.297352195141888
4089-07-0,0.0223430332335497,0.135111367135466,0.651208492713425,0.19133710691755934
868-59-7,0.018325553055548473,0.2108930361169097,0.550462610978038,0.22031879984950345
92077-78-6,0.027888511548053406,0.14740747312903774,0.46315421718202016,0.3615497981408887
86541-74-4,0.030684117969459645,0.13475680043817584,0.39969378069948613,0.43486530089287834
110221-44-8,0.0259570085707014,0.1384609448463192,0.40964965671147807,0.42593238987150106
1187-46-8,0.06029539197777176,0.29298007384442853,0.4890425340661766,0.15768200011162356
121-39-1,0.01886869396904281,0.12036190709930186,0.68122351763397,0.17954588129768506
548-00-5,0.05698323311029015,0.27174246384952466,0.45543008505483606,0.2158442179853495
29177-84-2,0.03071004990871762,0.12008108687029072,0.5899372646863271,0.25927159853466425
9000-40-2,0.04202008888637383,0.1431565095613666,0.6562484048673666,0.15857499668489347
454-31-9,0.08606873710972354,0.27341516047479514,0.46180644663069204,0.17870965578478967
34580-75-1,0.012842435873534416,0.06257785579134183,0.8858693376273358,0.03871037070778837
10029-04-6,0.020985924902946443,0.1355454703547519,0.46984359363117406,0.3736250111111275
7085-85-0,0.04367980801367879,0.22577527677776674,0.502116382058141,0.22842853315041414
89-33-8,0.02039610089655924,0.10454395020431963,0.7384536590773444,0.13660628982177642
93-89-0,0.007941797273198895,0.039586352745227225,0.7805326545253317,0.1719391954562442
94-09-7,0.007677186484742086,0.09724325379356587,0.8018387736233415,0.09324078609835104
99-77-4,0.017355987623803207,0.06931766360693295,0.7966552108526832,0.11667113791658147
120-47-8,0.008462157468564204,0.05294325726146511,0.7995975977465188,0.1389969875234527
56974-61-9,0.031991824186437125,0.10713442920993611,0.6689925040522383,0.19188124255138916
87-25-2,0.011799345117245369,0.06636868249051242,0.6493339670142552,0.2724980053779877
122277-22-9,0.015163482980524176,0.05798415336197382,0.8175844807785929,0.10926788287890889
19485-08-6,0.0525833372433231,0.10227626789245332,0.5994778624420785,0.24566253242214578
79660-46-1,0.10746645063638148,0.12478121679272682,0.6155241103683966,0.15222822220249568
98349-25-8,0.038822585058297755,0.11655083043483223,0.6055406937952201,0.23908589071165018
734-88-3,0.021309440070676595,0.13074311271268013,0.678324168622861,0.16962327859378226
16078-71-0,0.02225056293364734,0.14034332195554172,0.6620856999236979,0.17532041518711314
142891-20-1,0.03929716822565208,0.14890637227084438,0.5891351022703206,0.2226613572331825
24237-54-5,0.04527337074994537,0.18163889189087593,0.59787269299863,0.17521504436054933
19688-04-1,0.021172052175632436,0.0887630811247979,0.6794608498852008,0.21060401681436786
75274-22-5,0.04017445725715904,0.12513294556484333,0.6956101060971872,0.13908249108081097
74531-87-6,0.018644527452375017,0.08147175582697419,0.7825030493618973,0.11738066735875227
103112-35-2,0.024948775628319486,0.12922752716999883,0.7346107190051591,0.11121297819652401
13915-60-1,0.06251579660760995,0.1597051382858595,0.69480471882452,0.082974346282011
126-12-5,0.019018519779808146,0.7207989450091887,0.1826150853898474,0.07756744982115386
5794-23-0,0.009032275440804564,0.7904783176877066,0.15781018065573132,0.04267922621575762
2385-81-1,0.014273727974780603,0.7539615262218731,0.1745674864278378,0.05719725937550825
3691-78-9,0.036469610683985486,0.6965804857691361,0.213915353031697,0.05303455051518044
510-15-6,0.017922366641388257,0.13350957001021804,0.7141200185680832,0.13444804478031125
383-63-1,0.03595024205591284,0.17951299443177895,0.5947008017743366,0.18983596173797165
515-84-4,0.041026292189129676,0.23367184715491052,0.46048257525291003,0.2648192854030498
51-79-6,0.03611093110519578,0.13042797706796863,0.6152544473866955,0.2182066444401397
13684-56-5,0.054152782189491114,0.11358894352652951,0.6898965622097581,0.1423617120742199
105774-14-9,0.03750210491486435,0.37873376537128955,0.4321469088657159,0.15161722084813026
75507-68-5,0.03193668555542167,0.1592329875319428,0.6060483780762826,0.20278194883635342
33400-47-4,0.030375561707066803,0.15347797768063626,0.5799155425338473,0.23623091807845029
25717-80-0,0.04437664781193982,0.16301100816078132,0.6153669407647355,0.1772454032625427
13945-53-4,0.024008729189311108,0.08712809882441426,0.7535932519261315,0.13526992006014343
139481-59-7,0.030835434355483533,0.16773756347117358,0.6384763914250728,0.16295061074826997
