CASRN,Toxic_RF_ecfp6bits-0,Toxic_RF_ecfp6bits-1
14816-18-3,0.20806610094063216,0.7919338990593682
14816-20-7,0.12755380411623846,0.8724461958837623
2668-92-0,0.17061035028340873,0.829389649716591
16500-53-1,0.1160190639888916,0.883980936011109
13286-40-3,0.07264104481309251,0.9273589551869079
2047-14-5,0.05936407861298604,0.9406359213870137
35461-10-0,0.0821130129088281,0.9178869870911727
16231-76-8,0.13151736946011577,0.8684826305398847
30725-71-4,0.07324187040530185,0.9267581295946984
2310-17-0,0.08389079811977397,0.9161092018802264
6119-96-6,0.050954543085441464,0.9490454569145587
51356-06-0,0.06997635527287774,0.9300236447271224
51356-15-1,0.10687436001582787,0.8931256399841722
51442-10-5,0.09874405773549229,0.9012559422645084
25923-97-1,0.08358497586724188,0.9164150241327582
3152-41-8,0.05727094096733333,0.9427290590326668
2275-14-1,0.06613165357157653,0.9338683464284236
24934-91-6,0.05245193856494407,0.9475480614350557
6436-05-1,0.14947034659781358,0.850529653402187
41219-31-2,0.10327317057919587,0.8967268294208046
3659-04-9,0.13823529222912373,0.8617647077708771
10312-20-6,0.15635265869399562,0.8436473413060038
38188-83-9,0.13731251680282552,0.8626874831971748
5823-20-1,0.1622352376183028,0.8377647623816975
973-28-4,0.07903179654440409,0.9209682034555964
4681-36-1,0.21138481510350296,0.7886151848964975
63716-53-0,0.1481455212796274,0.851854478720374
64-67-5,0.3915863357674014,0.6084136642325992
7305-61-5,0.2599353600876618,0.7400646399123376
7776-66-1,0.20299591188385185,0.7970040881161474
944-21-8,0.16559779738375305,0.834402202616247
62421-46-9,0.15710740429499612,0.8428925957050047
1497-39-8,0.06775870751031482,0.9322412924896859
3563-52-8,0.07690983263789064,0.9230901673621099
1593-27-7,0.07726252021793427,0.9227374797820659
7260-35-7,0.1039697255612908,0.8960302744387093
327-98-0,0.06425030037538544,0.9357496996246142
24017-24-1,0.07404150968563199,0.9259584903143677
18596-51-5,0.10422107376792245,0.895778926232078
63869-31-8,0.05532242357274523,0.9446775764272547
597-88-6,0.12290885880363583,0.8770911411963646
352-93-2,0.373133091554576,0.6268669084454233
18771-38-5,0.39905818093136924,0.6009418190686312
34491-12-8,0.1397324928109157,0.8602675071890845
110-81-6,0.441836620432065,0.5581633795679349
70-29-1,0.4180888699659788,0.5819111300340214
59865-13-3,0.5059300331188737,0.4940699668811262
17013-35-3,0.3482164912542588,0.651783508745741
67883-79-8,0.7916312022531843,0.20836879774681602
5837-78-5,0.5921723202613584,0.407827679738641
10484-36-3,0.55310681801162,0.4468931819883795
19089-92-0,0.8492316320075212,0.15076836799247953
16930-93-1,0.6640463585677862,0.3359536414322138
94-86-0,0.5677910690208043,0.43220893097919616
12609-84-6,0.4852789951023395,0.5147210048976605
1264-72-8,0.3952249902255782,0.6047750097744214
108050-54-0,0.5437926470562136,0.4562073529437867
83905-01-5,0.5035693056956818,0.4964306943043182
80214-83-1,0.7450220448427729,0.25497795515722765
81103-11-9,0.8038069404573425,0.1961930595426582
14271-02-4,0.45788958551183423,0.5421104144881657
6683-17-6,0.38936258001071905,0.6106374199892807
82664-20-8,0.48784093296483255,0.5121590670351673
11115-82-5,0.5428872324198143,0.4571127675801855
74381-53-6,0.36601170293383195,0.6339882970661681
88321-09-9,0.6337674029079917,0.3662325970920077
4147-51-7,0.3532522039642323,0.646747796035768
7087-68-5,0.29537861535147564,0.7046213846485249
5827-05-4,0.1474985816394523,0.8525014183605483
3891-98-3,0.6009341357514852,0.39906586424851537
642-15-9,0.600199883529771,0.39980011647022873
1331-50-6,0.6856677266983867,0.31433227330161323
131929-60-7,0.502306555382117,0.4976934446178831
75443-99-1,0.45719782427993905,0.5428021757200607
67874-80-0,0.8068887428892497,0.1931112571107498
2964-06-9,0.3222205913957525,0.6777794086042478
973-21-7,0.24344998705170456,0.7565500129482952
54767-75-8,0.48966045238363354,0.5103395476163666
85785-20-2,0.35914940036782705,0.6408505996321736
121158-58-5,0.5710205193538165,0.42897948064618346
34264-24-9,0.3442697648374379,0.6557302351625619
31218-83-4,0.1699510418569797,0.8300489581430208
161798-03-4,0.6457649597470133,0.3542350402529863
34381-68-5,0.5323765090832979,0.46762349091670213
20724-13-4,0.5758878104745462,0.42411218952545404
33857-23-7,0.15319197823284159,0.8468080217671581
78193-95-0,0.37406651562407844,0.6259334843759212
108419-32-5,0.6923328001084181,0.3076671998915828
78113-36-7,0.6684465001213925,0.3315534998786078
26748-41-4,0.6695076504046802,0.3304923495953202
68630-75-1,0.5670909091818336,0.43290909081816625
82560-54-1,0.1850748787471666,0.8149251212528333
33236-08-7,0.12639535826732298,0.8736046417326779
26685-57-4,0.4702193355959912,0.5297806644040087
78-69-3,0.7068839900065834,0.29311600999341586
78-44-4,0.4482529222578469,0.551747077742153
81335-77-5,0.7434126474678892,0.2565873525321108
115767-74-3,0.3692533951108876,0.6307466048891124
51893-82-4,0.16133372080868802,0.8386662791913114
1610-17-9,0.27941154705277804,0.7205884529472226
3853-74-5,0.1473798758735419,0.852620124126459
834-12-8,0.3542774696319016,0.6457225303680983
72576-80-8,0.9076313375257051,0.09236866247429514
90622-57-4,0.800964954978772,0.19903504502122876
29804-22-6,0.7723183952356262,0.22768160476437396
2035-99-6,0.8381303287957286,0.161869671204272
2198-61-0,0.8320801624957352,0.1679198375042654
109-19-3,0.7798484728814798,0.22015152711852065
539-90-2,0.7751301372957543,0.2248698627042455
55837-18-8,0.5843687642292201,0.41563123577078
57-43-2,0.43504969977813307,0.5649503002218674
64-43-7,0.4131277578776064,0.5868722421223933
37205-87-1,0.6904384861458529,0.3095615138541469
16537-52-3,0.09559449332007894,0.9044055066799209
24838-84-4,0.08877479655076483,0.9112252034492356
137863-20-8,0.5326325127049999,0.46736748729500005
21270-25-7,0.29157144306565924,0.7084285569343414
21270-04-2,0.2261473471530586,0.7738526528469417
109-15-9,0.8389245259065271,0.1610754740934732
97-87-0,0.7839934621373503,0.21600653786264987
112-11-8,0.8589131256251341,0.14108687437486636
97683-31-3,0.7384639502810662,0.26153604971893346
1912-24-9,0.3078162130681032,0.6921837869318973
68228-18-2,0.5168135310468042,0.4831864689531959
57375-63-0,0.46866836500990045,0.5313316349900994
3733-84-4,0.15544902004436584,0.8445509799556347
51162-51-7,0.10774111113836221,0.8922588888616373
328-04-1,0.22034413358284308,0.7796558664171571
29911-28-2,0.7368960130255435,0.26310398697445714
91315-15-0,0.5548692976876299,0.44513070231236956
40910-49-4,0.8373786560510832,0.16262134394891783
141-14-0,0.8836308630134969,0.1163691369865037
69929-16-4,0.833361326508031,0.16663867349196973
134701-20-5,0.6381698621968054,0.36183013780319395
113658-85-8,0.447243417428638,0.5527565825713621
10031-58-0,0.5404090809650861,0.45959091903491384
40596-80-3,0.6025644172737883,0.3974355827262121
477-32-7,0.5258202789486546,0.4741797210513453
86401-95-8,0.7125416719340467,0.28745832806595356
1020-35-5,0.19433164181999962,0.8056683581800009
5633-25-0,0.44374972082851627,0.5562502791714836
43033-72-3,0.29408997716293767,0.7059100228370623
51218-45-2,0.3138213590178863,0.6861786409821142
2307-68-8,0.46712566027663865,0.5328743397233613
38285-49-3,0.6631791939486126,0.3368208060513874
37172-05-7,0.5914823942300905,0.4085176057699095
7319-47-3,0.3604372074359332,0.6395627925640669
314-40-9,0.5648280382166707,0.4351719617833293
105-46-4,0.6523627355183711,0.34763726448162924
54839-24-6,0.6625869345163777,0.3374130654836232
141773-73-1,0.7118716659645855,0.2881283340354154
58327-22-3,0.6571487535513061,0.34285124644869364
236391-76-7,0.7378233936695274,0.26217660633047213
50602-40-9,0.6317031214925528,0.3682968785074477
54546-26-8,0.5629977561502801,0.4370022438497201
41767-29-7,0.5293845577257394,0.4706154422742605
25122-46-7,0.7381377610936205,0.2618622389063801
80474-14-2,0.6782464409373683,0.32175355906263237
5787-73-5,0.4914606909784582,0.5085393090215419
2282-34-0,0.17844785906362845,0.8215521409363722
2917-19-3,0.12911679945672747,0.8708832005432726
3766-81-2,0.059792353489611025,0.9402076465103888
1225-25-8,0.36643205492042713,0.633567945079573
27778-78-5,0.0832075183864724,0.9167924816135281
27684-90-8,0.13709893478102853,0.8629010652189713
35384-89-5,0.1312789600490469,0.8687210399509532
24729-96-2,0.42365745642093294,0.5763425435790667
561-78-4,0.22755113265993307,0.7724488673400669
33499-14-8,0.5839559710432696,0.41604402895673076
30238-40-5,0.4615091664864081,0.5384908335135916
123172-53-2,0.7359266482991149,0.2640733517008849
89396-94-1,0.7319674500027331,0.2680325499972675
64050-87-9,0.5117184176131573,0.4882815823868425
3614-30-0,0.3799603703821671,0.6200396296178332
2753-45-9,0.4228894005148553,0.5771105994851454
68141-17-3,0.6940219743639697,0.3059780256360301
79985-89-0,0.16616220543071156,0.8338377945692885
82586-52-5,0.7968118314465514,0.20318816855344912
22791-12-4,0.21277621555973106,0.7872237844402686
70667-26-4,0.5774073224222807,0.4225926775777192
7789-99-3,0.6512061429140036,0.3487938570859971
106463-17-6,0.5403637822647174,0.45963621773528285
57558-46-0,0.41476229800817144,0.5852377019918289
33054-87-4,0.48978729551315237,0.5102127044868477
5389-12-8,0.20026605162963068,0.7997339483703698
1093653-57-6,0.7675918367605262,0.23240816323947383
105-30-6,0.6572538587164336,0.34274614128356706
110-41-8,0.7969944172765073,0.20300558272349298
7786-29-0,0.7379553942934348,0.2620446057065662
123-15-9,0.5024464931310325,0.4975535068689676
42615-29-2,0.6863070974156102,0.31369290258438987
97-61-0,0.609221386454676,0.39077861354532495
76-73-3,0.32087201642435814,0.6791279835756421
309-43-3,0.149642466106698,0.8503575338933022
66941-93-3,0.20074536189483574,0.7992546381051642
30677-46-4,0.5389091325606156,0.46109086743938466
623-40-5,0.42984819048653444,0.5701518095134656
123-96-6,0.6908986791763412,0.30910132082366004
43201-95-2,0.8607378710228806,0.13926212897711945
142-55-2,0.8616657536845221,0.13833424631547792
5131-66-8,0.734729881076369,0.2652701189236313
1569-01-3,0.7569516729309396,0.2430483270690607
81406-37-3,0.5425886875703804,0.45741131242961947
99607-70-2,0.4421299187371166,0.5578700812628833
3084-62-6,0.43721125468893257,0.5627887453110674
541-95-7,0.5575085415417564,0.4424914584582431
139001-49-3,0.5335077761359132,0.4664922238640866
120-62-7,0.49519929170499116,0.504800708295009
557-36-8,0.7648350726637637,0.23516492733623584
96-17-3,0.49246170813075535,0.5075382918692446
14765-30-1,0.4512602401762531,0.5487397598237468
99-71-8,0.5707768929985825,0.429223107001417
89-72-5,0.4565841797031166,0.5434158202968833
61005-12-7,0.5034738315051501,0.4965261684948499
88-85-7,0.3215355921400651,0.678464407859935
61614-62-8,0.24414256438295476,0.7558574356170454
35265-04-4,0.6094952169779014,0.39050478302209823
104-89-2,0.5292702984037615,0.47072970159623884
70700-29-7,0.37012482784631007,0.6298751721536897
96-29-7,0.42832139391094626,0.571678606089053
106461-41-0,0.440068235178252,0.5599317648217484
84625-61-6,0.2897961416507434,0.7102038583492568
78-92-2,0.6129203730158552,0.3870796269841439
17751-77-8,0.25915512431000337,0.7408448756899971
21270-20-2,0.25475417671206596,0.745245823287934
21270-21-3,0.25995753158801727,0.7400424684119825
21269-99-8,0.3065301432310646,0.6934698567689357
21395-07-3,0.24936841496975368,0.7506315850302467
83161-22-2,0.6489884245222742,0.35101157547772543
513-53-1,0.4817042534946405,0.5182957465053593
78-86-4,0.3724518008640767,0.6275481991359245
27970-79-2,0.67638823822065,0.3236117617793508
5412-64-6,0.3283625984845656,0.6716374015154352
14417-88-0,0.5930039110146388,0.4069960889853617
59875-04-6,0.621559321820354,0.3784406781796469
13717-04-9,0.2674829306097821,0.7325170693902174
138-22-7,0.7809130219747835,0.21908697802521707
53651-69-7,0.7426694871431854,0.25733051285681546
99-79-6,0.6845598080546741,0.31544019194532635
122008-85-9,0.5045196510322983,0.4954803489677016
10402-53-6,0.34449766673076987,0.65550233326923
34067-03-3,0.34697079570201744,0.6530292042979828
94876-55-8,0.3068328711432647,0.6931671288567356
66941-53-5,0.20529686223934257,0.7947031377606576
86371-40-6,0.3277878839005743,0.6722121160994263
130693-82-2,0.4871182421811541,0.5128817578188457
29766-64-1,0.5708904726149118,0.42910952738508884
63716-10-9,0.7448732338936992,0.25512676610630125
1569-02-4,0.7534236298875083,0.24657637011249142
1083-57-4,0.4122605445730276,0.5877394554269727
7493-57-4,0.6441177072387432,0.3558822927612565
59323-76-1,0.4643408887201405,0.5356591112798598
27205-24-9,0.4457010264797361,0.5542989735202639
1647-12-7,0.5762765191822731,0.4237234808177269
14631-45-9,0.5110336969390523,0.4889663030609478
7698-97-7,0.5954454632458165,0.4045545367541839
92454-60-9,0.46576550455220955,0.5342344954477908
120-45-6,0.6849826474933068,0.31501735250669416
10137-87-8,0.31797580039693624,0.6820241996030639
54335-73-8,0.2777549749567883,0.7222450250432118
83435-67-0,0.5551441670505247,0.44485583294947506
82586-55-8,0.8292265244838445,0.1707734755161558
87333-19-5,0.8051979449295955,0.19480205507040452
16118-49-3,0.523129940948402,0.47687005905159807
16378-22-6,0.22610115228074285,0.7738988477192577
22212-55-1,0.4897556656289398,0.5102443343710602
97-64-3,0.6817300988637707,0.31826990113623016
87237-48-7,0.3535199814276461,0.6464800185723539
66441-23-4,0.3682247228858294,0.6317752771141703
66441-11-0,0.5856306355647555,0.41436936443524464
2556-10-7,0.6674588611981531,0.3325411388018474
51-14-9,0.47604525709490003,0.5239547429050998
145040-37-5,0.5689028576742446,0.4310971423257554
54350-48-0,0.5290360671774023,0.47096393282259796
50765-78-1,0.10032566189283491,0.8996743381071651
50765-95-2,0.09143761893509965,0.9085623810649007
461432-25-7,0.5312025089557383,0.46879749104426155
54406-48-3,0.5749821781052012,0.42501782189479953
79-81-2,0.7847333431829265,0.2152666568170742
53839-71-7,0.6367053054233033,0.3632946945766972
106-29-6,0.8709006191204486,0.12909938087955128
61750-69-4,0.7746157594031807,0.22538424059681916
40267-72-9,0.8326434108729696,0.16735658912703133
3290-92-4,0.6805276101244471,0.3194723898755528
53083-27-5,0.5534799723802393,0.4465200276197607
19089-24-8,0.42584371769996393,0.5741562823000365
70381-67-8,0.298221695135586,0.7017783048644143
17689-77-9,0.5990804370233835,0.40091956297661635
145650-60-8,0.6409008694860593,0.3590991305139405
97-41-6,0.5944463826885791,0.40555361731142126
84012-64-6,0.6983833052183044,0.3016166947816961
144-39-8,0.8291671359843849,0.1708328640156155
61931-80-4,0.6701790719091915,0.32982092809080843
64748-21-6,0.16029361293418481,0.8397063870658152
82163-55-1,0.4025318374961738,0.597468162503826
50765-88-3,0.1478645332382022,0.8521354667617985
90729-41-2,0.39479710196287654,0.6052028980371236
57846-36-3,0.1738822977156013,0.8261177022843992
39562-70-4,0.5026153372213937,0.4973846627786063
638-10-8,0.5689219771019115,0.4310780228980884
106700-29-2,0.43158624078421587,0.5684137592157837
61792-11-8,0.5997812834458692,0.40021871655413044
24199-46-0,0.7162669433974567,0.28373305660254333
70381-28-1,0.16626684661799276,0.833733153382007
132031-81-3,0.5501530240879324,0.44984697591206807
80310-21-0,0.21060332121295283,0.7893966787870476
56611-65-5,0.6855362997619118,0.3144637002380881
13925-07-0,0.22574871182964568,0.7742512881703549
70381-39-4,0.13963278461763798,0.8603672153823625
149543-07-7,0.2583221120943305,0.7416778879056706
15911-11-2,0.6064945594327688,0.39350544056723175
88-29-9,0.525452324045837,0.474547675954163
68480-17-1,0.6643908358952916,0.3356091641047082
1335-46-2,0.6691258992695046,0.33087410073049534
5957-75-5,0.5520139463097699,0.44798605369023037
35044-59-8,0.6533714837774722,0.34662851622252794
125055-60-9,0.1710428280378323,0.8289571719621683
88969-41-9,0.707523621427433,0.2924763785725664
62395-45-3,0.7481900641119961,0.2518099358880036
32766-80-6,0.5968258925410377,0.4031741074589619
3763-77-7,0.44992449692343356,0.5500755030765665
125055-73-4,0.2592476056794303,0.7407523943205703
23674-86-4,0.6564763231824524,0.34352367681754675
1253-28-7,0.6846480677438251,0.31535193225617575
33765-80-9,0.7152942104988275,0.28470578950117265
3568-56-7,0.18781783705833485,0.812182162941665
92065-18-4,0.21843218319540403,0.7815678168045954
13539-59-8,0.30646603922465504,0.6935339607753451
2532-49-2,0.26963983228125576,0.7303601677187446
78541-98-7,0.3616721787542415,0.6383278212457592
55242-55-2,0.3607546183527034,0.6392453816472963
87344-11-4,0.5429283287428329,0.45707167125716697
1399-80-0,0.5287069938379968,0.4712930061620034
22345-47-7,0.43492945991001175,0.5650705400899882
82875-37-4,0.7346850306012107,0.26531496939878935
6670-95-7,0.4436156895527576,0.5563843104472423
82875-46-5,0.7203082997010196,0.2796917002989804
82875-43-2,0.7665389497611959,0.23346105023880404
33232-85-8,0.25062052040021576,0.7493794795997848
1942-80-9,0.08844724912455695,0.9115527508754435
88150-62-3,0.45226157782004756,0.5477384221799522
73698-61-0,0.6337738206917162,0.3662261793082834
134169-75-8,0.5817060427158677,0.4182939572841325
57846-37-4,0.1197126181366107,0.8802873818633905
85365-53-3,0.37708246539346174,0.6229175346065379
75274-15-6,0.255144876100257,0.7448551238997436
167004-78-6,0.5012566496786728,0.49874335032132716
75274-19-0,0.2808005532565818,0.7191994467434182
117378-04-8,0.47663749247246673,0.5233625075275333
92-09-1,0.4407554122865519,0.5592445877134488
142-90-5,0.8455069007302403,0.1544930992697606
97-88-1,0.7455413884942073,0.25445861150579313
25044-01-3,0.5459367461797437,0.4540632538202565
39670-09-2,0.7736570171767371,0.226342982823263
20363-83-1,0.7340014393904811,0.26599856060952004
97-63-2,0.7009171812284232,0.29908281877157733
53153-66-5,0.68151682744608,0.31848317255392056
1128-08-1,0.5788662986359265,0.4211337013640739
112-12-9,0.8239185311877673,0.17608146881223297
821-55-6,0.7510623162084961,0.2489376837915039
111-13-7,0.753178557140258,0.246821442859742
110-43-0,0.7330871118799948,0.26691288812000546
591-78-6,0.6637267735959206,0.33627322640407975
2052-15-5,0.839358026436467,0.16064197356353374
40942-73-2,0.6849855624082604,0.31501443759174036
591-60-6,0.8157243405885847,0.184275659411416
59558-23-5,0.6662108521058439,0.33378914789415626
2748-88-1,0.5051513777911804,0.49484862220881953
64-77-7,0.6416389126569116,0.35836108734308886
63992-49-4,0.5951803065892958,0.4048196934107041
63992-50-7,0.5558579819190301,0.4441420180809696
63989-86-6,0.5325811090763486,0.4674188909236513
5736-70-9,0.5015036198840083,0.49849638011599173
1610-29-3,0.6571091671981257,0.3428908328018738
1147-62-2,0.3390274781584659,0.6609725218415341
31143-55-2,0.42443201217068577,0.5755679878293144
125055-69-8,0.3105499281184821,0.6894500718815174
488-10-8,0.5420304917118962,0.45796950828810384
1713-12-8,0.33507060225526647,0.664929397744733
125055-71-2,0.2586508333332799,0.7413491666667212
125055-59-6,0.16668117658399442,0.833318823416006
125055-57-4,0.18455903346494396,0.815440966535056
125055-55-2,0.1356290166662113,0.8643709833337893
125055-53-0,0.09021550223307649,0.9097844977669234
125055-72-3,0.21098919678150052,0.7890108032184997
26485-82-5,0.24574246326377863,0.7542575367362221
70381-35-0,0.2579613263976774,0.7420386736023229
98290-92-7,0.3490863054839056,0.6509136945160953
3848-24-6,0.6520797248007946,0.347920275199205
88107-10-2,0.6242436801320927,0.3757563198679071
112668-65-2,0.6502912741792893,0.3497087258207111
112668-63-0,0.6588522270638031,0.3411477729361976
108427-72-1,0.5389020433267075,0.46109795667329256
81250-14-8,0.32892010459476895,0.671079895405231
168152-83-8,0.10069130321333965,0.8993086967866605
168152-73-6,0.030484079025876822,0.9695159209741234
148504-51-2,0.10647989882585013,0.8935201011741499
629-70-9,0.8969245122272348,0.10307548777276684
112-17-4,0.8969630285843954,0.10303697141560547
143-13-5,0.8929681749383045,0.10703182506169456
112-14-1,0.9100148131502805,0.08998518684972005
112-06-1,0.8914974610970138,0.10850253890298653
142-92-7,0.8874272843685995,0.11257271563140003
628-63-7,0.7813509222144701,0.21864907778553044
14959-86-5,0.8216534208312145,0.1783465791687867
53042-79-8,0.8173664238318621,0.18263357616813902
39920-56-4,0.792593834845765,0.20740616515423457
123-86-4,0.7704996802233778,0.22950031977662175
112-07-2,0.8603040736698337,0.13969592633016678
124-17-4,0.7529286988509145,0.24707130114908651
2442-10-6,0.6086479255896278,0.39135207441037273
18871-14-2,0.7207998123849443,0.27920018761505616
57960-19-7,0.5945159128882604,0.40548408711173967
539-88-8,0.7584190045082249,0.24158099549177606
66017-91-2,0.45981460040059424,0.5401853995994058
20706-25-6,0.7677800050236326,0.23221999497636725
109-60-4,0.7512797509956288,0.24872024900437126
141-97-9,0.7086504866353588,0.2913495133646412
122-82-7,0.45436908796433306,0.5456309120356668
623-36-9,0.6281922313935385,0.37180776860646136
102-27-2,0.40872143335099875,0.5912785666490014
148-69-6,0.4380089034871077,0.5619910965128925
88881-65-6,0.4865329326836476,0.5134670673163523
24441-47-2,0.0618415072380528,0.9381584927619477
98476-13-2,0.3741360579814907,0.6258639420185094
65516-17-8,0.2303139212250712,0.7696860787749289
104-90-5,0.28448316565487364,0.7155168343451258
13360-64-0,0.3445426941859097,0.6554573058140906
25646-77-9,0.3843655131918985,0.6156344868081017
58066-96-9,0.4813284916140166,0.5186715083859834
30086-84-1,0.5782646737189866,0.4217353262810135
10443-70-6,0.44611686450827703,0.5538831354917227
25319-90-8,0.31083965597924734,0.6891603440207528
66505-62-2,0.3843481455606243,0.6156518544393755
21062-28-2,0.3611212725362721,0.6388787274637276
3681-71-8,0.8113796922622069,0.18862030773779265
50767-79-8,0.8596215203015195,0.14037847969848005
13402-08-9,0.5235008708835347,0.47649912911646525
634-55-9,0.5287512764046869,0.4712487235953132
1522-41-4,0.5553170815352899,0.4446829184647096
609-15-4,0.39628108682707014,0.6037189131729308
25331-92-4,0.44087517390941416,0.559124826090586
15622-65-8,0.4139968743396311,0.5860031256603689
15707-23-0,0.3335854785734397,0.6664145214265602
70381-33-8,0.22518373258527558,0.7748162674147239
600-14-6,0.5749501349354685,0.42504986506453113
40054-69-1,0.3647737007531744,0.6352262992468254
73839-77-7,0.49000604267683445,0.5099939573231655
74037-54-0,0.8103945428599777,0.1896054571400232
17335-06-7,0.5690538465931826,0.43094615340681697
52217-47-7,0.3163062600686782,0.6836937399313229
62-44-2,0.4186320767882329,0.5813679232117672
73-66-5,0.34795189816626704,0.6520481018337329
75274-18-9,0.3888087778928435,0.6111912221071566
80086-35-7,0.3244863791186686,0.6755136208813318
1897-96-7,0.3427250531792423,0.6572749468207575
19387-91-8,0.33818562154153914,0.6618143784584607
65986-80-3,0.46819967257326794,0.5318003274267319
15862-11-0,0.36917154459957424,0.6308284554004262
111-15-9,0.7941609918781236,0.20583900812187614
63843-89-0,0.5316392866746945,0.4683607133253058
2082-79-3,0.7469089285966316,0.25309107140336784
125643-61-0,0.7860429171165071,0.21395708288349283
5560-69-0,0.545542651318592,0.4544573486814087
101238-01-1,0.7466886078336501,0.2533113921663506
36306-87-3,0.49178063739718203,0.508219362602818
58243-85-9,0.5216426116614542,0.47835738833854585
51022-71-0,0.5794608467669237,0.420539153233076
112143-82-5,0.36158769346690217,0.6384123065330977
2984-66-9,0.1336689358917313,0.8663310641082687
886-50-0,0.3173187214668877,0.6826812785331134
78168-93-1,0.4487292296580223,0.5512707703419781
17751-75-6,0.28241530236168005,0.7175846976383206
21270-06-4,0.21117993233413745,0.7888200676658624
51308-54-4,0.39092682913959126,0.6090731708604095
5434-57-1,0.824727003582565,0.17527299641743524
66227-09-6,0.5705002440425561,0.42949975595744355
80763-10-6,0.5985044406128396,0.4014955593871604
153233-91-1,0.45548581726050513,0.5445141827394947
64529-56-2,0.3906146591216414,0.6093853408783585
59652-29-8,0.4329126219396904,0.5670873780603093
3398-69-4,0.2818369019896213,0.7181630980103781
637-92-3,0.6005783298029944,0.39942167019700536
4492-96-0,0.29234468019508286,0.7076553198049171
15942-48-0,0.17574607312203241,0.8242539268779677
65907-30-4,0.21428777429545132,0.7857122257045488
50673-09-1,0.23542378282855883,0.7645762171714413
116337-75-8,0.6659729243282574,0.33402707567174295
33213-82-0,0.06356748120345677,0.9364325187965438
33210-47-8,0.11886818116119569,0.8811318188388051
55634-91-8,0.5173767170536239,0.4826232829463759
994-05-8,0.5586357877881237,0.4413642122118759
16870-37-4,0.5023768551628,0.4976231448372
26225-79-6,0.5619463616877237,0.438053638312276
2370-13-0,0.59136102030544,0.40863897969456
33236-02-1,0.04292051237023006,0.9570794876297701
33236-09-8,0.05050335687580318,0.9494966431241966
33210-42-3,0.10687337061357426,0.8931266293864264
33236-10-1,0.10391338978963292,0.8960866102103673
33236-06-5,0.12813132970735364,0.8718686702926467
98532-80-0,0.051399903335939495,0.948600096664061
7287-36-7,0.42069360621568386,0.5793063937843158
532-34-3,0.6328079035080287,0.3671920964919714
92448-79-8,0.5538262344327428,0.44617376556725735
16587-71-6,0.5881058135981134,0.41189418640188624
59897-92-6,0.4397928597141987,0.5602071402858013
2049-95-8,0.4588218352726095,0.5411781647273906
80-46-6,0.5094367906991971,0.4905632093008029
68505-69-1,0.3907589725047046,0.6092410274952953
67785-77-7,0.6549139440083843,0.34508605599161607
1113-10-6,0.3348970715314763,0.6651029284685241
60559-98-0,0.34112300163470005,0.6588769983653002
63956-90-1,0.48441978455281165,0.5155802154471882
52963-60-7,0.15528039743849661,0.8447196025615032
52963-61-8,0.17522009849397707,0.8247799015060234
116337-72-5,0.6909196148862969,0.3090803851137036
21725-46-2,0.31397197701963164,0.6860280229803678
1192-22-9,0.5672133931614952,0.4327866068385045
1245-44-9,0.7964032187853963,0.20359678121460317
59703-84-3,0.8158100708236175,0.18418992917638344
2901-13-5,0.5053818852391564,0.49461811476084366
36576-44-0,0.46326595239788315,0.5367340476021168
108957-94-4,0.42287183266382294,0.5771281673361767
600-00-0,0.5739056454996698,0.4260943545003309
315-37-7,0.6527569512127851,0.3472430487872155
13609-67-1,0.7187263960790864,0.28127360392091383
51333-22-3,0.6038167672123215,0.39618323278767814
57-85-2,0.7256456929938327,0.27435430700616764
121652-76-4,0.1669154995702589,0.833084500429741
13764-49-3,0.24987361673695052,0.75012638326305
59122-46-2,0.5324568670575335,0.4675431329424662
57-53-4,0.44741976721997717,0.5525802327800231
98519-33-6,0.044843611320421466,0.9551563886795789
7011-83-8,0.6433759371233526,0.35662406287664755
24089-00-7,0.5967590310984322,0.40324096890156835
70851-61-5,0.5317455995328301,0.46825440046717004
71548-68-0,0.5564637541129499,0.44353624588705043
10415-87-9,0.5678391609963779,0.4321608390036222
918-85-4,0.5216297700223789,0.4783702299776213
4475-95-0,0.3064997828860833,0.6935002171139165
33765-68-3,0.6369443861087957,0.3630556138912046
15336-82-0,0.3739664999729513,0.6260335000270495
1565-75-9,0.4785780520714269,0.5214219479285731
6413-10-1,0.674108807959005,0.32589119204099487
77-83-8,0.5422418985301144,0.45775810146988527
21715-46-8,0.3062976716577737,0.6937023283422258
72391-46-9,0.5792722515215113,0.420727748478489
30043-49-3,0.4101184557249685,0.5898815442750317
97780-06-8,0.7901861191823173,0.20981388081768454
110-68-9,0.3500827065199243,0.6499172934800758
123172-48-5,0.672768325539627,0.3272316744603737
106358-91-2,0.07228357366839694,0.9277164263316032
54266-79-4,0.09217523639717085,0.9078247636028296
54266-78-3,0.09724845503487478,0.902751544965125
150824-47-8,0.40498917650299016,0.5950108234970104
29973-13-5,0.09099676554330954,0.9090032344566897
53380-22-6,0.09153316071364732,0.9084668392863531
53380-23-7,0.19751673523736005,0.8024832647626398
64057-54-1,0.20822050565380548,0.7917794943461944
2185-86-6,0.29952501178239205,0.7004749882176082
34140-59-5,0.3474562472433038,0.6525437527566967
112-69-6,0.35573312894838616,0.6442668710516151
112-75-4,0.4982181859473501,0.5017818140526499
1920-05-4,0.4681642505914889,0.5318357494085113
1120-24-7,0.35464336531094504,0.6453566346890549
