CASRN,EPA_xgboost_mordred-1,EPA_xgboost_mordred-2,EPA_xgboost_mordred-3,EPA_xgboost_mordred-4
50765-95-2,0.00023540702,0.99166554,0.0077913734,0.00030767257
461432-25-7,0.0013725833,0.0026993782,0.7965384,0.19938965
54406-48-3,0.0011991151,0.020157058,0.5804443,0.39819953
79-81-2,0.00014669955,0.0006423272,0.025895998,0.973315
53839-71-7,0.0027804112,0.016780214,0.85778797,0.12265143
106-29-6,9.596002e-07,1.0417474e-06,5.563569e-05,0.9999423
61750-69-4,0.00079394924,0.017607598,0.43935457,0.54224384
40267-72-9,6.681443e-06,2.201354e-05,0.00433411,0.99563724
3290-92-4,0.0019000302,0.008881604,0.22890905,0.76030934
53083-27-5,0.00062326994,0.0011010232,0.84296703,0.15530863
19089-24-8,0.0068978816,0.0893723,0.8408131,0.06291678
70381-67-8,0.00031260023,0.008934577,0.9894916,0.0012612366
17689-77-9,0.0045655603,0.02552676,0.94089913,0.02900857
145650-60-8,0.00016290837,0.0007069257,0.29905498,0.70007515
97-41-6,0.0005015001,0.0017483087,0.8865716,0.11117863
84012-64-6,0.0008450143,0.0027636965,0.30699182,0.6893995
144-39-8,7.043446e-06,2.4978186e-05,0.0012204463,0.99874747
61931-80-4,3.1615475e-06,0.00011727931,0.0011768608,0.99870265
64748-21-6,0.10509757,0.043928485,0.84573317,0.0052407775
82163-55-1,0.00078382477,0.0035356192,0.9741596,0.02152092
50765-88-3,1.450414e-05,0.9988464,0.0011312454,7.764241e-06
90729-41-2,0.03590938,0.028316125,0.9323995,0.0033749952
57846-36-3,0.0029224614,0.128663,0.86712015,0.0012944157
39562-70-4,0.00039062166,0.0009617208,0.99489427,0.0037534633
638-10-8,4.4593795e-05,0.0007030434,0.91128343,0.08796898
106700-29-2,6.569227e-05,0.0009141416,0.9988135,0.0002067236
61792-11-8,0.0031215372,0.0037792271,0.8545984,0.13850087
24199-46-0,0.00044948494,0.003562495,0.61088985,0.38509816
70381-28-1,0.0001031621,0.012398983,0.9872208,0.00027703293
132031-81-3,0.0050588422,0.040760607,0.9012653,0.05291524
80310-21-0,2.04312e-05,0.006289959,0.9933476,0.00034202755
56611-65-5,0.0006723435,0.011035353,0.9700023,0.01829
13925-07-0,0.00017028335,0.0013956805,0.9983729,6.111609e-05
70381-39-4,6.4296124e-05,0.0015076168,0.9983712,5.6871795e-05
149543-07-7,0.0043051895,0.025490878,0.9686603,0.0015436144
15911-11-2,0.0072224853,0.004118652,0.9681368,0.020522127
88-29-9,1.6299293e-05,0.00046859865,0.9967242,0.002790932
68480-17-1,0.00051739893,0.0010839037,0.91775256,0.08064614
5957-75-5,0.001389479,0.0057641487,0.84508085,0.14776556
35044-59-8,4.4840926e-05,0.0055166855,0.83512014,0.1593183
125055-60-9,0.00011759074,0.99733657,0.0021991218,0.00034672633
88969-41-9,6.303948e-05,5.1335603e-05,0.017118342,0.98276734
62395-45-3,1.9496552e-05,0.0010439018,0.053307842,0.9456287
32766-80-6,0.00045004356,0.0040602894,0.06633451,0.9291552
3763-77-7,0.0056314482,0.025049469,0.96254385,0.006775245
125055-73-4,0.0017853646,0.0153216515,0.67258453,0.3103085
23674-86-4,0.0017380426,0.0006980605,0.9956222,0.0019416736
1253-28-7,0.0001512615,0.00022434362,0.88195395,0.117670394
33765-80-9,0.0003301099,0.0005660229,0.9876851,0.011418814
3568-56-7,0.479548,0.5057359,0.014341178,0.0003749635
92065-18-4,0.102195784,0.099712536,0.78248364,0.01560802
13539-59-8,0.006862552,0.059482645,0.9322969,0.0013578843
2532-49-2,0.7792811,0.09431181,0.12529498,0.0011121102
78541-98-7,0.0017236116,0.8729822,0.12502225,0.00027197343
55242-55-2,0.00078365416,0.01180207,0.9844499,0.0029643516
87344-11-4,0.00010203372,0.0017015939,0.9945696,0.0036267312
1399-80-0,0.0003443117,0.06579319,0.93354326,0.00031918575
22345-47-7,0.00033585154,0.005925843,0.99110764,0.0026306806
82875-37-4,0.00021814914,0.00076446973,0.09919497,0.8998224
6670-95-7,1.8399594e-05,0.00043415945,0.9980527,0.0014947165
82875-46-5,0.000109516695,0.00072098855,0.019263947,0.97990555
82875-43-2,0.00024373722,0.0014866082,0.061349284,0.9369204
33232-85-8,0.0012732196,0.99815136,0.00030822493,0.00026720474
1942-80-9,0.35673976,0.6336465,0.008899606,0.0007140828
88150-62-3,0.005217173,0.033427343,0.9492996,0.0120558925
73698-61-0,0.00016447982,0.0004344614,0.9991841,0.00021694096
134169-75-8,0.00082464784,0.0047484837,0.9327351,0.061691735
57846-37-4,0.010820761,0.9498526,0.03474065,0.0045859735
85365-53-3,0.0015185766,0.33444095,0.6610374,0.0030031295
75274-15-6,0.00046420432,0.0013691573,0.99139726,0.006769319
167004-78-6,0.0545253,0.28914043,0.56276286,0.09357141
75274-19-0,0.0036121185,0.007550152,0.9736328,0.01520489
117378-04-8,0.0007577137,0.0017975931,0.9525878,0.0448569
92-09-1,0.015238907,0.43096298,0.5228134,0.030984737
142-90-5,5.5391038e-06,5.2414707e-05,0.008825013,0.991117
97-88-1,8.525566e-06,0.0057150377,0.009484789,0.98479164
25044-01-3,4.6784837e-05,0.048176263,0.9462432,0.0055337762
39670-09-2,1.6206935e-05,0.0002760001,0.9299023,0.06980547
20363-83-1,0.00784552,0.364161,0.29104793,0.33694553
97-63-2,4.300404e-05,0.0020961235,0.15705724,0.8408036
53153-66-5,0.003953323,0.014722046,0.86522686,0.11609781
1128-08-1,0.00012026681,0.0013631883,0.013784419,0.98473215
112-12-9,0.0009780978,6.059234e-05,0.2224449,0.7765164
821-55-6,0.0007270018,1.380419e-05,0.00070014497,0.99855906
111-13-7,7.7305594e-05,8.019842e-05,0.95991546,0.039927002
110-43-0,0.0029613832,0.0003749597,0.9807797,0.015883926
591-78-6,0.00040482442,0.0005385807,0.9978136,0.0012429891
2052-15-5,0.00014841188,0.00022465139,0.015978705,0.9836482
40942-73-2,0.00052725535,0.0037818947,0.45791394,0.5377769
591-60-6,0.00012973596,0.010511098,0.05932816,0.930031
59558-23-5,0.00015017593,0.0007844477,0.42452002,0.5745454
2748-88-1,0.0010380149,0.14379928,0.81070954,0.04445318
64-77-7,0.00011734822,0.0009313011,0.99403423,0.0049170963
63992-49-4,4.442947e-05,0.00038098032,0.9984999,0.0010747524
63992-50-7,5.019461e-05,0.00010426803,0.99967194,0.00017363617
63989-86-6,9.148499e-06,1.3492757e-05,0.9999527,2.462991e-05
5736-70-9,2.6699245e-05,0.00021124196,0.99963284,0.00012916756
1610-29-3,4.922752e-05,0.0011468839,0.9952108,0.0035930802
1147-62-2,0.00022076075,0.9137779,0.0851263,0.0008750755
31143-55-2,7.190249e-05,0.10973616,0.88999426,0.0001977067
125055-69-8,0.000106450956,0.99748826,0.002270277,0.00013502219
488-10-8,0.00046926425,0.0029041267,0.9860513,0.010575316
1713-12-8,9.941005e-06,0.00024572556,0.9989537,0.000790592
125055-71-2,0.00029511962,0.9962108,0.0024007212,0.0010934141
125055-59-6,0.00016126284,0.97200394,0.026119411,0.0017153746
125055-57-4,3.0366038e-05,0.99614763,0.0033066808,0.00051528914
125055-55-2,1.6943955e-05,0.9984982,0.0013762746,0.00010859121
125055-53-0,7.651652e-06,0.9993699,0.00056203536,6.042484e-05
125055-72-3,0.0006462155,0.97898006,0.019519534,0.0008542452
26485-82-5,2.0571199e-05,0.00018210591,0.9992962,0.0005011207
70381-35-0,0.00017110072,0.030786054,0.9687108,0.0003320805
98290-92-7,0.00090589747,0.030743657,0.9681018,0.00024859127
3848-24-6,0.0001477105,0.00061420386,0.98040664,0.018831473
88107-10-2,3.76559e-05,0.0010142095,0.99851376,0.0004343683
112668-65-2,0.00013392935,0.0014171206,0.99480224,0.0036466846
112668-63-0,0.0007161753,0.0007376274,0.98953056,0.00901564
108427-72-1,0.0005169599,0.008251713,0.94627154,0.044959854
81250-14-8,0.003482024,0.23703268,0.75735104,0.0021342456
168152-83-8,2.3297722e-05,0.99982196,0.0001307933,2.3982797e-05
168152-73-6,1.8325378e-05,0.99965,0.0002947775,3.6925474e-05
148504-51-2,1.9624847e-05,0.99941516,0.0005353094,2.997839e-05
629-70-9,2.9038569e-05,2.8370408e-05,0.012138167,0.9878044
112-17-4,1.5932122e-06,1.0315581e-06,0.002992306,0.99700505
143-13-5,0.00016980548,3.079524e-05,0.1633395,0.83645993
112-14-1,3.9390787e-07,1.8004696e-06,0.0009302901,0.9990675
112-06-1,2.7259754e-05,1.868885e-05,0.12226207,0.877692
142-92-7,1.0635711e-06,1.7924575e-06,5.1369905e-05,0.99994576
628-63-7,1.3486193e-05,3.5350208e-06,0.0028130705,0.9971699
14959-86-5,0.00060605124,0.00037704146,0.26546153,0.7335554
53042-79-8,0.00011080953,0.0009264114,0.056038678,0.9429241
39920-56-4,0.0035631766,0.00019343846,0.21200234,0.7842411
123-86-4,6.756319e-06,0.00011229668,0.031450804,0.96843016
112-07-2,1.308759e-05,4.409877e-05,0.05829919,0.94164366
124-17-4,0.00011064872,0.00011628211,0.24244377,0.7573293
2442-10-6,0.00021903464,0.0030440853,0.59298706,0.40374982
18871-14-2,0.00064902985,0.0002362163,0.40343288,0.5956819
57960-19-7,0.0014198684,0.028483728,0.70203876,0.26805758
539-88-8,8.121134e-05,0.0012928772,0.02160229,0.97702366
66017-91-2,0.00062485004,0.00944198,0.9884066,0.0015264916
20706-25-6,8.8343215e-05,0.0001597352,0.21009347,0.7896584
109-60-4,3.2511907e-05,0.00036517644,0.0274455,0.9721568
141-97-9,0.00025080764,0.07202099,0.33593014,0.59179807
122-82-7,0.000119748496,4.5787874e-05,0.98229825,0.01753626
623-36-9,0.00025976126,0.013738482,0.9794098,0.0065919026
102-27-2,0.00024566014,0.0022184309,0.9974789,5.7054353e-05
148-69-6,0.002016779,0.15007244,0.84747934,0.00043150084
88881-65-6,0.0011811708,0.025089728,0.9728133,0.00091576617
24441-47-2,0.02489214,0.97454655,0.00045636515,0.00010502456
98476-13-2,0.00015161082,0.00081519247,0.9989262,0.00010694665
65516-17-8,0.0016226313,0.7902838,0.20777324,0.00032032846
104-90-5,0.00028892333,0.009417426,0.990265,2.8648155e-05
13360-64-0,0.00045492093,0.016400293,0.9831082,3.6492722e-05
25646-77-9,0.0018147225,0.18118927,0.8166814,0.000314664
58066-96-9,0.022965249,0.075660065,0.90095305,0.00042163135
30086-84-1,3.747879e-05,0.0011915285,0.9953767,0.0033943295
10443-70-6,0.00016380895,0.0015440827,0.9969856,0.0013065425
25319-90-8,0.00023779184,0.0005781583,0.99791974,0.0012643425
66505-62-2,0.0028770769,0.03837763,0.70775515,0.25099012
21062-28-2,0.0017173989,0.2136363,0.7596172,0.025029052
50767-79-8,2.8149776e-05,1.9436919e-05,0.007888768,0.9920636
13402-08-9,0.003109068,0.008114411,0.8957643,0.093012154
634-55-9,0.00052479946,0.004722159,0.9922166,0.0025364358
1522-41-4,0.025017252,0.06767659,0.86455977,0.042746443
609-15-4,0.00012379212,0.9334995,0.0637384,0.0026382366
25331-92-4,0.022138996,0.7453188,0.2293409,0.0032013871
15622-65-8,0.002367402,0.66931945,0.32792637,0.00038682047
15707-23-0,0.00033863226,0.03153002,0.9680176,0.000113727954
70381-33-8,3.200574e-05,0.0014520916,0.99846834,4.758583e-05
600-14-6,0.00092410896,0.076550856,0.5995172,0.32300782
40054-69-1,0.005054255,0.13858037,0.6668771,0.18948828
73839-77-7,0.00026641958,0.004045999,0.9933476,0.0023399647
74037-54-0,0.0017223104,0.00051675964,0.997326,0.00043492208
17335-06-7,1.7615776e-05,6.0709808e-05,0.9990664,0.00085525843
52217-47-7,0.00066765334,0.052480962,0.94597626,0.0008750898
62-44-2,0.0001017016,0.009961874,0.98662496,0.0033114837
73-66-5,0.0025993197,0.119245596,0.8775265,0.0006285533
75274-18-9,8.968756e-05,0.00070779445,0.9587018,0.04050069
80086-35-7,1.9256295e-05,0.00042012733,0.9994986,6.19686e-05
1897-96-7,0.0006842579,0.067027904,0.91358334,0.018704502
19387-91-8,0.06034392,0.016731411,0.920808,0.0021166892
65986-80-3,0.009467689,0.6873933,0.29270124,0.01043775
15862-11-0,0.0015377714,0.0027252282,0.99388546,0.0018514884
111-15-9,8.0311795e-05,0.00016985105,0.08050146,0.91924834
63843-89-0,0.0075860284,0.03172572,0.75488514,0.20580317
2082-79-3,0.0001953806,0.00036375565,0.6181447,0.3812962
125643-61-0,4.281148e-05,0.00023099677,0.003670384,0.99605584
5560-69-0,0.00043387598,0.013216983,0.9432326,0.043116506
101238-01-1,0.005345362,0.11094232,0.8445103,0.039202042
36306-87-3,0.00033479516,0.0057398835,0.3796451,0.6142802
58243-85-9,0.00019799251,0.32644716,0.63233536,0.04101953
51022-71-0,0.00021728966,0.00094468996,0.9859276,0.0129104415
112143-82-5,0.14764988,0.10458242,0.7114771,0.036290623
2984-66-9,0.006216804,0.9834964,0.009917472,0.0003692956
886-50-0,0.00046237806,0.0028920271,0.9964862,0.00015938265
78168-93-1,0.046570733,0.008833598,0.9379203,0.0066753975
17751-75-6,0.00020965902,0.97221214,0.026195697,0.0013825367
21270-06-4,7.7767625e-05,0.9267046,0.06596605,0.007251537
51308-54-4,0.0009264121,0.022150178,0.8704912,0.106432214
5434-57-1,2.0895612e-05,1.8892993e-05,0.02299382,0.97696644
66227-09-6,1.9027524e-05,0.00079869607,0.963343,0.035839304
80763-10-6,7.805528e-05,0.003824755,0.99108446,0.005012766
153233-91-1,0.0026863397,0.0075537385,0.9567918,0.032968156
64529-56-2,0.006240744,0.80035067,0.16714439,0.026264261
59652-29-8,0.0001918812,0.049025286,0.9484327,0.0023501269
3398-69-4,0.00033273682,0.015199396,0.9844096,5.823685e-05
637-92-3,0.00012234082,0.0022325607,0.9628557,0.034789354
4492-96-0,0.009934251,0.942643,0.04682201,0.0006007629
15942-48-0,0.685091,0.080949284,0.23253112,0.0014285829
65907-30-4,0.11067507,0.20779975,0.6411045,0.040420625
50673-09-1,0.19789356,0.2953151,0.33341318,0.17337815
116337-75-8,0.00012820917,0.0004289641,0.99849594,0.0009468352
33213-82-0,0.000344317,0.793955,0.20549808,0.00020257226
33210-47-8,0.00053766987,0.11919737,0.8790997,0.001165195
55634-91-8,0.0018410437,0.04231371,0.9299279,0.025917362
994-05-8,1.7515671e-05,0.0003371744,0.999203,0.00044228227
16870-37-4,0.0042048832,0.56997645,0.05799641,0.36782223
26225-79-6,0.0065938914,0.03422054,0.9374872,0.021698384
2370-13-0,0.00031459337,0.0006171328,0.9940671,0.005001191
33236-02-1,0.0001528889,0.9817062,0.018042948,9.7993914e-05
33236-09-8,0.00053293246,0.9726836,0.026582068,0.00020139963
33210-42-3,8.2465915e-05,0.8826267,0.117166415,0.00012443872
33236-10-1,0.0003091546,0.7724949,0.22479281,0.002403107
33236-06-5,7.137653e-05,0.97687805,0.022942858,0.00010773115
98532-80-0,3.1845644e-05,0.00011031015,0.99972016,0.00013767759
7287-36-7,0.00025544595,0.03966328,0.84712136,0.11295991
532-34-3,8.047832e-05,0.0003978235,0.68467045,0.31485125
92448-79-8,0.00029387866,0.00017148624,0.99555784,0.003976866
16587-71-6,0.0006161479,0.004390175,0.11140326,0.88359046
59897-92-6,0.0008418771,0.067907214,0.91772234,0.013528539
2049-95-8,9.753854e-06,0.00017366091,0.9970065,0.0028101185
80-46-6,2.3508974e-05,0.009125531,0.99067897,0.00017199032
68505-69-1,0.019037826,0.09770575,0.8773347,0.005921676
67785-77-7,1.8268405e-05,0.00037540233,0.99520785,0.004398462
1113-10-6,0.00029108094,0.06708686,0.93188417,0.0007379312
60559-98-0,0.00042356158,0.9742038,0.024622282,0.00075028697
63956-90-1,0.083909534,0.17511235,0.66560215,0.07537599
52963-60-7,0.0012687799,0.47796592,0.5205372,0.00022806054
52963-61-8,0.0002575598,0.4064546,0.5927857,0.00050211453
116337-72-5,0.00055466214,0.0033383118,0.9939482,0.0021588374
21725-46-2,0.0013074664,0.1488684,0.84750944,0.0023146472
1192-22-9,9.837193e-06,0.00060105463,0.9986187,0.0007703304
1245-44-9,0.00090020197,0.00029843647,0.9260026,0.07279866
59703-84-3,0.0005459547,0.00025394576,0.02163903,0.97756106
2901-13-5,3.374508e-05,0.0013769844,0.87456584,0.12402346
36576-44-0,0.019485692,0.008194361,0.5059538,0.46636614
108957-94-4,3.796972e-05,0.00021904458,0.9954555,0.0042874683
600-00-0,0.00048368395,0.019867357,0.9667809,0.012868112
315-37-7,0.0022845764,0.0006678599,0.73320246,0.26384512
13609-67-1,0.0018470503,0.0008170603,0.90565014,0.091685735
51333-22-3,0.016328832,0.0013134764,0.9792985,0.00305926
57-85-2,0.00014967032,0.0007051798,0.9132079,0.085937254
121652-76-4,0.60231054,0.38464823,0.01253355,0.0005076945
13764-49-3,0.0011472265,0.024081184,0.97203135,0.0027402814
59122-46-2,0.084755115,0.030119386,0.40495902,0.48016647
57-53-4,0.00021786812,0.00058785756,0.9977737,0.0014205879
98519-33-6,6.3574084e-06,1.9263993e-05,0.9999516,2.2780352e-05
7011-83-8,1.4752698e-05,9.787633e-05,0.011863871,0.9880235
24089-00-7,0.0006650953,0.0001977083,0.997323,0.001814212
70851-61-5,3.1574127e-05,0.00039843004,0.056291204,0.94327873
71548-68-0,0.00011831671,0.0031881677,0.9622642,0.034429338
10415-87-9,0.010985155,0.0040302146,0.9674868,0.017497858
918-85-4,0.00018630468,0.0016618194,0.99787366,0.00027823137
4475-95-0,0.0120885465,0.056509495,0.93133116,7.077137e-05
33765-68-3,0.00046319776,0.00017843427,0.52139777,0.4779606
15336-82-0,0.00058068143,0.026343763,0.97176,0.0013156283
1565-75-9,0.00016955784,0.045291774,0.95416516,0.00037348826
6413-10-1,8.596495e-05,0.0016443188,0.95324016,0.045029476
77-83-8,4.0546387e-05,0.0008527771,0.998281,0.00082567055
21715-46-8,0.00013041538,0.8951113,0.10426816,0.000490144
72391-46-9,0.00094194757,0.015050636,0.9412598,0.042747654
30043-49-3,0.04380374,0.004033343,0.95050377,0.001659124
97780-06-8,0.00011946433,0.00095176755,0.18706663,0.8118622
110-68-9,0.0072232913,0.3992483,0.59325874,0.00026969312
123172-48-5,0.00032918027,0.0016937713,0.99732625,0.0006508186
106358-91-2,0.9943317,0.0014390197,0.0041827806,4.6439847e-05
54266-79-4,0.9851291,0.013966827,0.0007141783,0.00018985817
54266-78-3,0.9997532,0.00012245643,0.00011662777,7.777813e-06
150824-47-8,0.002180336,0.037290573,0.95993817,0.0005909347
29973-13-5,0.025363509,0.96351045,0.010957563,0.000168515
53380-22-6,0.33979508,0.62236583,0.036665745,0.0011733295
53380-23-7,0.08749382,0.24457239,0.6647723,0.0031614874
64057-54-1,0.000688165,0.20738195,0.7913223,0.000607592
2185-86-6,0.0018005072,0.61476886,0.3796102,0.003820371
34140-59-5,2.8866965e-05,0.007624947,0.99216825,0.00017794473
112-69-6,4.005576e-05,0.001991166,0.9978454,0.0001233776
112-75-4,8.492255e-05,0.003443909,0.9962949,0.00017629753
1920-05-4,6.6091045e-05,0.0040835966,0.9957196,0.00013069401
1120-24-7,0.00049215,0.8538399,0.14527634,0.00039166174
7378-99-6,0.0004084255,0.09131315,0.9077707,0.0005077264
7651-02-7,4.7821602e-05,0.00083305815,0.99852127,0.00059781567
149968-48-9,4.362179e-05,0.0013584299,0.99419606,0.0044018757
927-62-8,0.00026581576,0.97713315,0.022543306,5.7754358e-05
20954-12-5,4.379166e-06,0.00045365124,0.99941206,0.00012988156
486-17-9,0.00072996796,0.033329524,0.9656741,0.00026646437
926-63-6,0.0005033932,0.21792755,0.7814584,0.00011069878
25606-41-1,0.00038336695,0.01168964,0.95505476,0.032872178
54965-24-1,0.0016778408,0.017379072,0.98022515,0.0007179339
82413-20-5,0.00021816249,0.01444626,0.98453563,0.00079987344
3568-24-9,0.00031188029,0.17304356,0.8264786,0.00016593639
598-56-1,0.004113113,0.84066826,0.15504476,0.00017383436
64049-26-9,0.014701606,0.5976956,0.38745227,0.0001505198
5135-83-1,0.0028511863,0.29899168,0.69814146,1.566004e-05
52207-87-1,8.5985135e-05,0.008056023,0.99121594,0.0006420078
19622-19-6,0.016440582,0.08110827,0.89816654,0.004284641
14433-76-2,4.955821e-05,0.00017233728,0.9981768,0.0016012584
1118-92-9,0.00012173073,0.0008801409,0.9912471,0.0077510444
20684-06-4,0.00053962244,0.00918092,0.987581,0.0026984727
64951-32-2,1.4211533e-05,9.183119e-05,0.99980015,9.38406e-05
64973-73-5,0.00011940932,0.0016082684,0.99716586,0.0011065027
93697-74-6,0.000106594605,0.0011120673,0.025268147,0.9735131
113702-03-7,0.012273247,0.091258,0.88820505,0.008263776
653-03-2,2.986853e-05,0.0066124634,0.9932488,0.000108866385
2324-94-9,0.004425079,0.744536,0.2508641,0.00017483777
113702-01-5,0.017725365,0.32913846,0.652613,0.0005232001
137-20-2,0.00015006604,0.0073981322,0.9899767,0.002475128
110-25-8,5.5860368e-05,0.0019452211,0.99310267,0.0048962235
20686-45-7,9.987094e-05,0.20305845,0.79672223,0.00011945215
5965-49-1,0.0001656229,0.9822327,0.017598575,3.0853294e-06
555-37-3,0.00017579456,0.06752452,0.92455065,0.0077490043
59263-76-2,0.0014940506,0.9070306,0.0914134,6.199277e-05
7068-83-9,0.028527705,0.35741663,0.6101786,0.0038770519
67557-56-6,0.0047939247,0.0974218,0.8716501,0.026134169
70458-95-6,0.00026594254,0.0029836593,0.9876401,0.0091103185
96480-44-3,0.00016283565,0.008630341,0.99057627,0.00063049997
40374-16-1,0.0023397328,0.06803627,0.92897004,0.0006539172
93503-03-8,0.15191875,0.3226166,0.516067,0.009397593
52053-74-4,0.0153333,0.19991243,0.75586945,0.028884863
123253-05-4,0.07497997,0.169345,0.2904155,0.46525952
10595-95-6,0.03161415,0.9342978,0.03244735,0.0016407236
50-12-4,0.0015537521,0.011600185,0.9859175,0.0009285313
16055-33-7,0.0020109252,0.19128777,0.79792017,0.008781123
88124-27-0,4.8267033e-05,0.0024755416,0.9971288,0.00034742145
73-09-6,9.767044e-05,0.00021753075,0.9984086,0.0012761925
80085-38-7,1.6467267e-05,0.00012826757,0.9998154,3.9894578e-05
80085-45-6,5.1397743e-05,0.00017432544,0.9997503,2.3970355e-05
62893-20-3,0.0008767474,0.00036780688,0.015676945,0.98307854
80464-16-0,2.4408318e-05,0.00024353668,0.9995365,0.0001956027
80463-73-6,1.8721938e-05,4.214715e-05,0.99989617,4.293242e-05
80464-10-4,1.8393961e-05,0.00029349508,0.9996568,3.1256317e-05
38957-41-4,0.0074793813,0.06788121,0.91840434,0.006235056
129630-19-9,0.0010763381,0.050498147,0.2699901,0.67843544
615-53-2,0.02770593,0.91800904,0.04505206,0.009232985
80086-97-1,0.0023042995,0.019132482,0.97845584,0.00010744717
83519-04-4,0.015283,0.39114988,0.52369493,0.069872245
63982-03-6,5.6599984e-05,0.9823291,0.017529929,8.4411935e-05
1119-97-7,8.2957464e-05,0.9712734,0.028557347,8.629939e-05
58066-85-6,0.0012556895,0.014265179,0.97745425,0.0070249224
3001-63-6,9.628705e-05,0.0039078593,0.99355763,0.0024382868
41892-01-7,0.00011150859,0.031342626,0.96824193,0.0003039205
102-30-7,0.0005290128,0.7518617,0.24635564,0.0012536471
683-10-3,0.00033105904,0.010022367,0.979749,0.009897581
100-95-8,0.00018862021,0.31660593,0.6819902,0.0012152694
14007-49-9,0.0011434576,0.07899152,0.9194449,0.00042013454
1643-20-5,0.0070709772,0.09916902,0.89199555,0.0017645005
146764-26-3,0.0069976,0.7629583,0.06364481,0.16639933
149-64-4,0.0063182595,0.071983606,0.9209362,0.0007618787
30286-75-0,0.005730797,0.049242586,0.942419,0.002607628
84-36-6,0.008103463,0.2991198,0.6486478,0.044128984
316-42-7,0.00011760526,0.22610933,0.77356666,0.00020640228
69788-35-8,8.763406e-05,0.0013428868,0.9982692,0.00030022982
69788-34-7,0.00017947175,0.0013539741,0.99812716,0.00033944263
16006-74-9,8.9481255e-06,7.764786e-05,0.99928397,0.00062944065
69788-42-7,2.695726e-05,0.001416249,0.9984786,7.8176716e-05
31024-56-3,0.00030750938,0.001354167,0.99705434,0.0012840059
1067-25-0,0.0010886273,0.00014740622,0.9310032,0.06776079
23239-21-6,0.0005727291,0.9849183,0.014104656,0.00040435285
69788-33-6,3.958067e-05,0.00059698813,0.9992347,0.00012873544
24536-75-2,2.5807452e-05,0.00016542361,0.99957734,0.00023147168
117666-86-1,0.00010120029,0.0019012517,0.99122506,0.0067724143
64037-00-9,0.9927475,0.006546309,0.0005946466,0.00011156246
7779-41-1,3.7069403e-06,8.332726e-05,0.040592402,0.95932055
13257-44-8,1.40457005e-05,0.001568241,0.64872015,0.34969753
91-87-2,0.00015315763,0.0017494012,0.19493847,0.803159
18318-83-7,0.00016514541,0.012274878,0.18569571,0.8018643
14817-09-5,0.00019265694,0.01677346,0.81758416,0.16544972
25371-54-4,0.0003145002,0.034516152,0.07888147,0.8862879
126-22-7,0.0039691012,0.15876353,0.83624893,0.0010183945
73321-74-1,0.016416477,0.22696632,0.75564516,0.000972049
69788-36-9,0.00010261739,0.003702614,0.99545896,0.00073588616
117666-84-9,0.0002472902,0.0039988365,0.99372166,0.0020321268
64951-26-4,0.00021616457,0.00060028257,0.9971181,0.0020654402
75274-23-6,0.00024507387,0.0035463835,0.9893216,0.006886977
141776-32-1,0.00025994162,0.0034051721,0.05343833,0.9428965
51356-12-8,0.9750046,0.02346984,0.0012027666,0.00032282402
2088-72-4,0.58643025,0.39105183,0.021928819,0.00058910565
5840-95-9,0.36238253,0.6307845,0.006181765,0.0006511331
2597-03-7,0.011665081,0.9575488,0.030471189,0.00031498872
919-86-8,0.9977622,0.0019488537,0.00026151253,2.7415494e-05
867-27-6,0.6427496,0.2198621,0.13629736,0.0010909551
640-15-3,0.015791588,0.9840284,8.297032e-05,9.701619e-05
6389-81-7,0.86175275,0.118906476,0.017310776,0.0020299742
301-12-2,0.867457,0.12983292,0.0024978255,0.00021231332
2703-37-9,0.9473594,0.05238995,0.00019200362,5.8632784e-05
25476-48-6,0.07218815,0.9175764,0.009414476,0.00082095055
90220-20-5,0.99855846,0.0011601129,0.0002674032,1.4073008e-05
90220-19-2,0.97686213,0.020067215,0.0024758675,0.0005947684
54473-52-8,0.0012064055,0.71169716,0.23768613,0.0494103
54473-51-7,9.659199e-05,0.99102014,0.008109413,0.0007738477
54473-33-5,8.2434264e-05,0.99430734,0.0053834156,0.00022685091
30560-26-0,0.20507301,0.34445703,0.4498565,0.0006134865
30560-27-1,0.110238336,0.15752263,0.73206717,0.00017184892
73937-08-3,0.26328757,0.44039765,0.28874546,0.007569302
52868-53-8,0.13532193,0.8484751,0.015230117,0.0009727949
84044-17-7,0.9951687,0.0043065064,0.0003046302,0.00022015261
33267-37-7,0.9654935,0.03273281,0.0013389504,0.00043473957
111-10-4,0.00042996553,0.0025673436,0.27664158,0.7203611
168152-95-2,0.0013254859,0.8777419,0.11938465,0.0015480089
64058-23-7,0.00036270288,0.9911577,0.007817628,0.0006619386
112-61-8,8.017235e-06,1.9885796e-05,0.001064975,0.9989071
106-73-0,3.7390066e-05,0.00014318527,0.061677102,0.93814236
24851-98-7,0.0012389966,0.0006057085,0.6702742,0.3278811
24863-70-5,0.0005330856,0.0010874661,0.18579292,0.81258655
111-80-8,8.788755e-05,0.002202234,0.71236736,0.28534254
623-42-7,4.436996e-05,0.00041900686,0.18627143,0.8132652
104-45-0,5.4260592e-05,0.0001449847,0.9975979,0.0022028303
2785-87-7,4.740072e-06,0.00082494126,0.9988318,0.00033854487
54965-21-8,0.063533515,0.041498948,0.8420814,0.052886136
61738-04-3,0.0020898373,0.44953093,0.51867616,0.029703053
75274-28-1,6.3399675e-05,0.00079297187,0.9932423,0.0059012296
